1j001:001	1j001:001	1j001:001	VERSE	1Jh␣1:1␣
1j001:002	-	todistaa	ACT.PRES.1P	todistamme␣
1j001:002	-	se	DEM.SG.ELA	siitä␣
1j001:002	-	ja	CNJ	ja␣
1j001:002	-	julistaa	ACT.PRES.1P	julistamme␣
1j001:002	-	te	PERS.PL.ALL	teille␣
1j001:002	-	se	DEM.SG.GEN	sen␣
1j001:002	-	iankaikkinen	ADJ.SG.GEN	iankaikkisen␣
1j001:002	-	elämä	DER.SG.GEN	elämän
1j001:002	-	,	PUNC	,␣
1j001:002	-	joka	REL.INDEF.SG.NOM	joka␣
1j001:002	-	olla	COP.ACT.PAST.3S	oli␣
1j001:002	-	Isä	SG.GEN	Isän␣
1j001:002	-	tykönä	POST	tykönä␣
1j001:002	-	ja	CNJ	ja␣
1j001:002	-	ilmestyä	ACT.PAST.3S	ilmestyi␣
1j001:002	-	me	PERS.PL.ALL	meille␣
1j001:002	-	-	PUNC	-␣
1j001:003	1j001:003	1j001:003	VERSE	1Jh␣1:3␣
1j001:003	-	mikä	INT.REL.SG.GEN	minkä␣
1j001:003	-	olla	COP.ACT.PRES.1P	olemme␣
1j001:003	-	nähdä	ACT.PCP2.PERF	nähneet␣
1j001:003	-	ja	CNJ	ja␣
1j001:003	-	kuulla	ACT.PCP2.PERF	kuulleet
1j001:003	-	,	PUNC	,␣
1j001:003	-	se	DEM.SG.GEN	sen␣
1j001:003	-	me	PERS.PL.NOM	me␣
1j001:003	-	myös	ADV	myös␣
1j001:003	-	te	PERS.PL.ALL	teille␣
1j001:003	-	julistaa	ACT.PRES.1P	julistamme
1j001:003	-	,	PUNC	,␣
1j001:003	-	että	SUBORD	että␣
1j001:003	-	te	PERS.PL.ADE.-CLITIC	teilläkin␣
1j001:003	-	olla	COP.ACT.COND.3S	olisi␣
1j001:003	-	yhteys	SG.NOM	yhteys␣
1j001:003	-	me	PERS.PL.GEN	meidän␣
1j001:003	-	kanssa	POST.-1	kanssamme
1j001:003	-	;	PUNC	;␣
1j001:003	-	ja	CNJ	ja␣
1j001:003	-	me	PERS.PL.ADE	meillä␣
1j001:003	-	olla	COP.ACT.PRES.3S	on␣
1j001:003	-	yhteys	SG.NOM	yhteys␣
1j001:003	-	Isä	SG.GEN	Isän␣
1j001:003	-	ja	CNJ	ja␣
1j001:003	-	hän	PERS.SG.GEN	hänen␣
1j001:003	-	Poika	NOM&SGGEN.-3	Poikansa
1j001:003	-	,	PUNC	,␣
1j001:003	-	Jeesus	PR.SG.GEN	Jeesuksen␣
1j001:003	-	Kristus	PR.SG.GEN	Kristuksen
1j001:003	-	,	PUNC	,␣
1j001:003	-	kanssa	POST	kanssa
1j001:003	-	.	PUNC	.␣
1j001:004	1j001:004	1j001:004	VERSE	1Jh␣1:4␣
1j001:004	-	ja	CNJ	Ja␣
1j001:004	-	tämä	DEM.SG.GEN	tämän␣
1j001:004	-	me	PERS.PL.NOM	me␣
1j001:004	-	kirjoittaa	ACT.PRES.1P	kirjoitamme
1j001:004	-	,	PUNC	,␣
1j001:004	-	että	SUBORD	että␣
1j001:004	-	me	PERS.PL.GEN	meidän␣
1j001:004	-	ilo	NOM&SGGEN.-1	ilomme␣
1j001:004	-	olla	COP.ACT.COND.3S	olisi␣
1j001:004	-	täydellinen	ADJ.SG.NOM	täydellinen
1j001:004	-	.	PUNC	.␣
1j001:005	1j001:005	1j001:005	VERSE	1Jh␣1:5␣
1j001:005	-	ja	CNJ	Ja␣
1j001:005	-	tämä	DEM.SG.NOM	tämä␣
1j001:005	-	olla	COP.ACT.PRES.3S	on␣
1j001:005	-	se	DEM.SG.NOM	se␣
1j001:005	-	sanoma	DER.SG.NOM	sanoma
1j001:005	-	,	PUNC	,␣
1j001:005	-	joka	REL.SG.GEN	jonka␣
1j001:005	-	olla	COP.ACT.PRES.1P	olemme␣
1j001:005	-	hän	PERS.SG.ABL	häneltä␣
1j001:005	-	kuulla	ACT.PCP2.PERF	kuulleet␣
1j001:005	-	ja	CNJ	ja␣
1j001:005	-	joka	REL.SG.GEN	jonka␣
1j001:005	-	me	PERS.PL.NOM	me␣
1j001:005	-	te	PERS.PL.ALL	teille␣
1j001:005	-	julistaa	ACT.PRES.1P	julistamme
1j001:005	-	:	PUNC	:␣
1j001:005	-	että	SUBORD	että␣
1j001:005	-	Jumala	SG.NOM	Jumala␣
1j001:005	-	olla	COP.ACT.PRES.3S	on␣
1j001:005	-	valkeus	DER.SG.NOM	valkeus␣
1j001:005	-	ja	CNJ	ja␣
1j001:005	-	ettei	NEGV.3S	ettei␣
1j001:005	-	hän	PERS.SG.INE	hänessä␣
1j001:005	-	olla	COP.ACT.PRES.NEG	ole␣
1j001:005	-	mikään	INDEF.SG.PTV	mitään␣
1j001:005	-	pimeys	DER.SG.PTV	pimeyttä
1j001:005	-	.	PUNC	.␣
1j001:006	1j001:006	1j001:006	VERSE	1Jh␣1:6␣
1j001:006	-	jos	SUBORD	Jos␣
1j001:006	-	sanoa	ACT.PRES.1P	sanomme
1j001:006	-	,	PUNC	,␣
1j001:006	-	että	SUBORD	että␣
1j001:006	-	me	PERS.PL.ADE	meillä␣
1j001:006	-	olla	COP.ACT.PRES.3S	on␣
1j001:006	-	yhteys	SG.NOM	yhteys␣
1j001:006	-	hän	PERS.SG.GEN	hänen␣
1j001:006	-	kanssa	POST.-3	kanssaan
1j001:006	-	,	PUNC	,␣
1j001:006	-	mutta	CNJ	mutta␣
1j001:006	-	vaeltaa	ACT.PRES.1P	vaellamme␣
1j001:006	-	pimeys	DER.SG.INE	pimeydessä
1j001:006	-	,	PUNC	,␣
1j001:006	-	niin	ADV.AD-A	niin␣
1j001:006	-	me	PERS.PL.NOM	me␣
1j001:006	-	valhetella	ACT.PRES.1P	valhettelemme␣
1j001:006	-	ei	NEGV.1P.-CLITIC	emmekä␣
1j001:006	-	tehdä	ACT.PRES.NEG	tee␣
1j001:006	-	totuus	SG.PTV	totuutta
1j001:006	-	.	PUNC	.␣
1j001:007	1j001:007	1j001:007	VERSE	1Jh␣1:7␣
1j001:007	-	mutta	CNJ	Mutta␣
1j001:007	-	jos	SUBORD	jos␣
1j001:007	-	me	PERS.PL.NOM	me␣
1j001:007	-	valkeus	DER.SG.INE	valkeudessa␣
1j001:007	-	vaeltaa	ACT.PRES.1P	vaellamme
1j001:007	-	,	PUNC	,␣
1j001:007	-	niin_kuin	SUBORD	niinkuin␣
1j001:007	-	hän	PERS.SG.NOM	hän␣
1j001:007	-	olla	COP.ACT.PRES.3S	on␣
1j001:007	-	valkeus	DER.SG.INE	valkeudessa
1j001:007	-	,	PUNC	,␣
1j001:007	-	niin	ADV.AD-A	niin␣
1j001:007	-	me	PERS.PL.ADE	meillä␣
1j001:007	-	olla	COP.ACT.PRES.3S	on␣
1j001:007	-	yhteys	SG.NOM	yhteys␣
1j001:007	-	keskenään	ADV.-1	keskenämme
1j001:007	-	,	PUNC	,␣
1j001:007	-	ja	CNJ	ja␣
1j001:007	-	Jeesus	PR.SG.GEN	Jeesuksen␣
1j001:007	-	Kristus	PR.SG.GEN	Kristuksen
1j001:007	-	,	PUNC	,␣
1j001:007	-	hän	PERS.SG.GEN	hänen␣
1j001:007	-	Poika	NOM&SGGEN.-3	Poikansa
1j001:007	-	,	PUNC	,␣
1j001:007	-	veri	SG.NOM	veri␣
1j001:007	-	puhdistaa	ACT.PRES.3S	puhdistaa␣
1j001:007	-	me	PERS.PL.ACC	meidät␣
1j001:007	-	kaikki	INDEF.SG.ELA	kaikesta␣
1j001:007	-	synti	SG.ELA	synnistä
1j001:007	-	.	PUNC	.␣
1j001:008	1j001:008	1j001:008	VERSE	1Jh␣1:8␣
1j001:008	-	jos	SUBORD	Jos␣
1j001:008	-	sanoa	ACT.PRES.1P	sanomme
1j001:008	-	,	PUNC	,␣
1j001:008	-	ettei	NEGV.3S	ettei␣
1j001:008	-	me	PERS.PL.ADE	meillä␣
1j001:008	-	olla	COP.ACT.PRES.NEG	ole␣
1j001:008	-	synti	SG.PTV	syntiä
1j001:008	-	,	PUNC	,␣
1j001:008	-	niin	ADV.AD-A	niin␣
1j001:008	-	me	PERS.PL.NOM	me␣
1j001:008	-	eksyttää	DER.ACT.PRES.1P	eksytämme␣
1j001:008	-	itse	REFL.NOM&SGGEN.-1	itsemme
1j001:008	-	,	PUNC	,␣
1j001:008	-	ja	CNJ	ja␣
1j001:008	-	totuus	SG.NOM	totuus␣
1j001:008	-	ei	NEGV.3S	ei␣
1j001:008	-	olla	COP.ACT.PRES.NEG	ole␣
1j001:008	-	me	PERS.PL.INE	meissä
1j001:008	-	.	PUNC	.␣
1j001:009	1j001:009	1j001:009	VERSE	1Jh␣1:9␣
1j001:009	-	jos	SUBORD	Jos␣
1j001:009	-	me	PERS.PL.NOM	me␣
1j001:009	-	tunnustaa	ACT.PRES.1P	tunnustamme␣
1j001:009	-	synti	NOM&SGGEN.-1	syntimme
1j001:009	-	,	PUNC	,␣
1j001:009	-	olla	COP.ACT.PRES.3S	on␣
1j001:009	-	hän	PERS.SG.NOM	hän␣
1j001:009	-	uskollinen	DER.ADJ.SG.NOM	uskollinen␣
1j001:009	-	ja	CNJ	ja␣
1j001:009	-	vanhurskas	ADJ.SG.NOM	vanhurskas
1j001:009	-	,	PUNC	,␣
1j001:009	-	niin	ADV.AD-A	niin␣
1j001:009	-	että	SUBORD	että␣
1j001:009	-	hän	PERS.SG.NOM	hän␣
1j001:009	-	antaa	ACT.PRES.3S	antaa␣
1j001:009	-	me	PERS.PL.ALL	meille␣
1j001:009	-	synti	PL.NOM	synnit␣
1j001:009	-	anteeksi	DER.ADV	anteeksi␣
1j001:009	-	ja	CNJ	ja␣
1j001:009	-	puhdistaa	ACT.PRES.3S	puhdistaa␣
1j001:009	-	me	PERS.PL.ACC	meidät␣
1j001:009	-	kaikki	INDEF.SG.ELA	kaikesta␣
1j001:009	-	vääryys	SG.ELA	vääryydestä
1j001:009	-	.	PUNC	.␣
1j001:010	1j001:010	1j001:010	VERSE	1Jh␣1:10␣
1j001:010	-	jos	SUBORD	Jos␣
1j001:010	-	sanoa	ACT.PRES.1P	sanomme
1j001:010	-	,	PUNC	,␣
1j001:010	-	ettei	NEGV.1P	ettemme␣
1j001:010	-	olla	COP.ACT.PRES.NEG	ole␣
1j001:010	-	synti	SG.PTV	syntiä␣
1j001:010	-	tehdä	ACT.PAST.PL	tehneet
1j001:010	-	,	PUNC	,␣
1j001:010	-	niin	ADV.AD-A	niin␣
1j001:010	-	me	PERS.PL.NOM	me␣
1j001:010	-	tehdä	ACT.PRES.1P	teemme␣
1j001:010	-	hän	PERS.SG.ACC	hänet␣
1j001:010	-	valhettelija	DER.SG.TRA	valhettelijaksi
1j001:010	-	,	PUNC	,␣
1j001:010	-	ja	CNJ	ja␣
1j001:010	-	hän	PERS.SG.GEN	hänen␣
1j001:010	-	sana	NOM&SGGEN.-3	sanansa␣
1j001:010	-	ei	NEGV.3S	ei␣
1j001:010	-	olla	COP.ACT.PRES.NEG	ole␣
1j001:010	-	me	PERS.PL.INE	meissä
1j001:010	-	.	PUNC	.␣
1j002:001	1j002:001	1j002:001	VERSE	1Jh␣2:1␣
1j002:001	-	lapsukainen	NOM&SGGEN.-1	Lapsukaiseni
1j002:001	-	,	PUNC	,␣
1j002:001	-	tämä	DEM.SG.GEN	tämän␣
1j002:001	-	minä	PERS.SG.NOM	minä␣
1j002:001	-	kirjoittaa	ACT.PRES.1S	kirjoitan␣
1j002:001	-	te	PERS.PL.ALL	teille
1j002:001	-	,	PUNC	,␣
1j002:001	-	ettei	NEGV.2P	ettette␣
1j002:001	-	synti	SG.PTV	syntiä␣
1j002:001	-	tehdä	ACT.COND.NEG	tekisi
1j002:001	-	;	PUNC	;␣
1j002:001	-	mutta	CNJ	mutta␣
1j002:001	-	jos	SUBORD	jos␣
1j002:001	-	joku	INDEF.SG.NOM	joku␣
1j002:001	-	synti	SG.PTV	syntiä␣
1j002:001	-	tehdä	ACT.PRES.3S.-CLITIC	tekeekin
1j002:001	-	,	PUNC	,␣
1j002:001	-	niin	ADV.AD-A	niin␣
1j002:001	-	me	PERS.PL.ADE	meillä␣
1j002:001	-	olla	COP.ACT.PRES.3S	on␣
1j002:001	-	puolustaja	DER.SG.NOM	puolustaja␣
1j002:001	-	Isä	SG.GEN	Isän␣
1j002:001	-	tykönä	POST	tykönä
1j002:001	-	,	PUNC	,␣
1j002:001	-	Jeesus	PR.SG.NOM	Jeesus␣
1j002:001	-	Kristus	PR.SG.NOM	Kristus
1j002:001	-	,	PUNC	,␣
1j002:001	-	joka	REL.INDEF.SG.NOM	joka␣
1j002:001	-	olla	COP.ACT.PRES.3S	on␣
1j002:001	-	vanhurskas	ADJ.SG.NOM	vanhurskas
1j002:001	-	.	PUNC	.␣
1j002:002	1j002:002	1j002:002	VERSE	1Jh␣2:2␣
1j002:002	-	ja	CNJ	Ja␣
1j002:002	-	hän	PERS.SG.NOM	hän␣
1j002:002	-	olla	COP.ACT.PRES.3S	on␣
1j002:002	-	me	PERS.PL.GEN	meidän␣
1j002:002	-	synti	PL.GEN.-1	syntiemme␣
1j002:002	-	sovitus	DER.SG.NOM	sovitus
1j002:002	-	;	PUNC	;␣
1j002:002	-	ei	NEGV.3S.-CLITIC	eikä␣
1j002:002	-	ainoastaan	ADV	ainoastaan␣
1j002:002	-	me	PERS.PL.GEN	meidän
1j002:002	-	,	PUNC	,␣
1j002:002	-	vaan	SUBORD	vaan␣
1j002:002	-	myös	ADV	myös␣
1j002:002	-	koko	ADJ	koko␣
1j002:002	-	maailma	SG.GEN	maailman␣
1j002:002	-	synti	PL.GEN	syntien
1j002:002	-	.	PUNC	.␣
1j002:003	1j002:003	1j002:003	VERSE	1Jh␣2:3␣
1j002:003	-	ja	CNJ	Ja␣
1j002:003	-	se	DEM.SG.ELA	siitä␣
1j002:003	-	me	PERS.PL.NOM	me␣
1j002:003	-	tietää	ACT.PRES.1P	tiedämme␣
1j002:003	-	hän	PERS.SG.ACC	hänet␣
1j002:003	-	tuntea	ACT.PCP1.-1.REFR	tuntevamme
1j002:003	-	,	PUNC	,␣
1j002:003	-	että	SUBORD	että␣
1j002:003	-	pitää	ACT.PRES.1P	pidämme␣
1j002:003	-	hän	PERS.SG.GEN	hänen␣
1j002:003	-	käsky	NOM&SGGEN.-3	käskynsä
1j002:003	-	.	PUNC	.␣
1j002:004	1j002:004	1j002:004	VERSE	1Jh␣2:4␣
1j002:004	-	joka	REL.INDEF.SG.NOM	Joka␣
1j002:004	-	sanoa	ACT.PRES.3S	sanoo
1j002:004	-	:	PUNC	:␣
1j002:004	-	"	PUNC.LEFT	"
1j002:004	-	minä	PERS.SG.NOM	Minä␣
1j002:004	-	tuntea	ACT.PRES.1S	tunnen␣
1j002:004	-	hän	PERS.SG.ACC	hänet
1j002:004	-	"	PUNC.RIGHT	"
1j002:004	-	,	PUNC	,␣
1j002:004	-	ei	NEGV.3S.-CLITIC	eikä␣
1j002:004	-	pitää	ACT.PRES.NEG	pidä␣
1j002:004	-	hän	PERS.SG.GEN	hänen␣
1j002:004	-	käsky	PL.PTV.-3	käskyjänsä
1j002:004	-	,	PUNC	,␣
1j002:004	-	se	DEM.SG.NOM	se␣
1j002:004	-	olla	COP.ACT.PRES.3S	on␣
1j002:004	-	valhettelija	DER.SG.NOM	valhettelija
1j002:004	-	,	PUNC	,␣
1j002:004	-	ja	CNJ	ja␣
1j002:004	-	totuus	SG.NOM	totuus␣
1j002:004	-	ei	NEGV.3S	ei␣
1j002:004	-	olla	COP.ACT.PRES.NEG	ole␣
1j002:004	-	hän	PERS.SG.INE	hänessä
1j002:004	-	.	PUNC	.␣
1j002:005	1j002:005	1j002:005	VERSE	1Jh␣2:5␣
1j002:005	-	mutta	CNJ	Mutta␣
1j002:005	-	joka	REL.INDEF.SG.NOM	joka␣
1j002:005	-	pitää	ACT.PRES.3S	pitää␣
1j002:005	-	hän	PERS.SG.GEN	hänen␣
1j002:005	-	sana	NOM&SGGEN.-3	sanansa
1j002:005	-	,	PUNC	,␣
1j002:005	-	hän	PERS.SG.INE	hänessä␣
1j002:005	-	olla	COP.ACT.PRES.3S	on␣
1j002:005	-	Jumala	SG.GEN	Jumalan␣
1j002:005	-	rakkaus	DER.SG.NOM	rakkaus␣
1j002:005	-	totisesti	DER.ADV.POS	totisesti␣
1j002:005	-	täydellinen	ADJ.SG.TRA	täydelliseksi␣
1j002:005	-	tulla	ACT.PCP2.PERF	tullut
1j002:005	-	.	PUNC	.␣
1j002:005	-	se	DEM.SG.ELA	Siitä␣
1j002:005	-	me	PERS.PL.NOM	me␣
1j002:005	-	tietää	ACT.PRES.1P	tiedämme
1j002:005	-	,	PUNC	,␣
1j002:005	-	että	SUBORD	että␣
1j002:005	-	me	PERS.PL.NOM	me␣
1j002:005	-	hän	PERS.SG.INE	hänessä␣
1j002:005	-	olla	COP.ACT.PRES.1P	olemme
1j002:005	-	.	PUNC	.␣
1j002:006	1j002:006	1j002:006	VERSE	1Jh␣2:6␣
1j002:006	-	joka	REL.INDEF.SG.NOM	Joka␣
1j002:006	-	sanoa	ACT.PRES.3S	sanoo␣
1j002:006	-	hän	PERS.SG.INE	hänessä␣
1j002:006	-	pysyä	ACT.PCP1.-3.REFR	pysyvänsä
1j002:006	-	,	PUNC	,␣
1j002:006	-	olla	COP.ACT.PRES.3S	on␣
1j002:006	-	velvollinen	ADJ.SG.NOM	velvollinen␣
1j002:006	-	vaeltaa	INF3.ILL	vaeltamaan
1j002:006	-	,	PUNC	,␣
1j002:006	-	niin_kuin	SUBORD	niinkuin␣
1j002:006	-	hän	PERS.SG.NOM	hän␣
1j002:006	-	vaeltaa	ACT.PAST.3S	vaelsi
1j002:006	-	.	PUNC	.␣
1j002:007	1j002:007	1j002:007	VERSE	1Jh␣2:7␣
1j002:007	-	rakas	ADJ.NOM&SGGEN.-1	Rakkaani
1j002:007	-	,	PUNC	,␣
1j002:007	-	ei	NEGV.1S	en␣
1j002:007	-	minä	PERS.SG.NOM	minä␣
1j002:007	-	kirjoittaa	ACT.PRES.NEG	kirjoita␣
1j002:007	-	te	PERS.PL.ALL	teille␣
1j002:007	-	uusi	ADJ.SG.PTV	uutta␣
1j002:007	-	käsky	SG.PTV	käskyä
1j002:007	-	,	PUNC	,␣
1j002:007	-	vaan	SUBORD	vaan␣
1j002:007	-	vanha	ADJ.SG.GEN	vanhan␣
1j002:007	-	käsky	SG.GEN	käskyn
1j002:007	-	,	PUNC	,␣
1j002:007	-	joka	REL.INDEF.SG.NOM	joka␣
1j002:007	-	te	PERS.PL.ADE	teillä␣
1j002:007	-	olla	COP.ACT.PRES.3S	on␣
1j002:007	-	alku	SG.ELA	alusta␣
1j002:007	-	olla	COP.ACT.PCP2.PERF	ollut
1j002:007	-	;	PUNC	;␣
1j002:007	-	tämä	DEM.SG.NOM	tämä␣
1j002:007	-	vanha	ADJ.SG.NOM	vanha␣
1j002:007	-	käsky	SG.NOM	käsky␣
1j002:007	-	olla	COP.ACT.PRES.3S	on␣
1j002:007	-	se	DEM.SG.NOM	se␣
1j002:007	-	sana	SG.NOM	sana
1j002:007	-	,	PUNC	,␣
1j002:007	-	joka	REL.SG.GEN	jonka␣
1j002:007	-	te	PERS.PL.NOM	te␣
1j002:007	-	olla	COP.ACT.PRES.2P	olette␣
1j002:007	-	kuulla	ACT.PCP2.PERF	kuulleet
1j002:007	-	.	PUNC	.␣
1j002:008	1j002:008	1j002:008	VERSE	1Jh␣2:8␣
1j002:008	-	ja	CNJ	Ja␣
1j002:008	-	kuitenkin	ADV	kuitenkin␣
1j002:008	-	minä	PERS.SG.NOM	minä␣
1j002:008	-	kirjoittaa	ACT.PRES.1S	kirjoitan␣
1j002:008	-	te	PERS.PL.ALL	teille␣
1j002:008	-	uusi	ADJ.SG.GEN	uuden␣
1j002:008	-	käsky	SG.GEN	käskyn
1j002:008	-	,	PUNC	,␣
1j002:008	-	se	DEM.SG.GEN	sen
1j002:008	-	,	PUNC	,␣
1j002:008	-	mikä	INT.REL.INDEF.SG.NOM	mikä␣
1j002:008	-	olla	COP.ACT.PRES.3S	on␣
1j002:008	-	tosi	ADJ.SG.PTV	totta␣
1j002:008	-	hän	PERS.SG.INE	hänessä␣
1j002:008	-	ja	CNJ	ja␣
1j002:008	-	te	PERS.PL.INE	teissä
1j002:008	-	;	PUNC	;␣
1j002:008	-	sillä	SUBORD	sillä␣
1j002:008	-	pimeys	DER.SG.NOM	pimeys␣
1j002:008	-	kadota	ACT.PRES.3S	katoaa
1j002:008	-	,	PUNC	,␣
1j002:008	-	ja	CNJ	ja␣
1j002:008	-	totinen	ADJ.SG.NOM	totinen␣
1j002:008	-	valkeus	DER.SG.NOM	valkeus␣
1j002:008	-	jo	ADV	jo␣
1j002:008	-	loistaa	ACT.PRES.3S	loistaa
1j002:008	-	.	PUNC	.␣
1j002:009	1j002:009	1j002:009	VERSE	1Jh␣2:9␣
1j002:009	-	joka	REL.INDEF.SG.NOM	Joka␣
1j002:009	-	sanoa	ACT.PRES.3S	sanoo␣
1j002:009	-	valkeus	DER.SG.INE	valkeudessa␣
1j002:009	-	olla	COP.ACT.PCP1.-3.REFR	olevansa
1j002:009	-	,	PUNC	,␣
1j002:009	-	mutta	CNJ	mutta␣
1j002:009	-	vihata	ACT.PRES.3S	vihaa␣
1j002:009	-	veli	SG.PTV.-3	veljeänsä
1j002:009	-	,	PUNC	,␣
1j002:009	-	se	DEM.SG.NOM	se␣
1j002:009	-	olla	COP.ACT.PRES.3S	on␣
1j002:009	-	yhä	ADV	yhä␣
1j002:009	-	vielä	ADV	vielä␣
1j002:009	-	pimeys	DER.SG.INE	pimeydessä
1j002:009	-	.	PUNC	.␣
1j002:010	1j002:010	1j002:010	VERSE	1Jh␣2:10␣
1j002:010	-	joka	REL.INDEF.SG.NOM	Joka␣
1j002:010	-	rakastaa	ACT.PRES.3S	rakastaa␣
1j002:010	-	veli	SG.PTV.-3	veljeänsä
1j002:010	-	,	PUNC	,␣
1j002:010	-	se	DEM.SG.NOM	se␣
1j002:010	-	pysyä	ACT.PRES.3S	pysyy␣
1j002:010	-	valkeus	DER.SG.INE	valkeudessa
1j002:010	-	,	PUNC	,␣
1j002:010	-	ja	CNJ	ja␣
1j002:010	-	hän	PERS.SG.INE	hänessä␣
1j002:010	-	ei	NEGV.3S	ei␣
1j002:010	-	olla	COP.ACT.PRES.NEG	ole␣
1j002:010	-	pahennus	DER.SG.PTV	pahennusta
1j002:010	-	.	PUNC	.␣
1j002:011	1j002:011	1j002:011	VERSE	1Jh␣2:11␣
1j002:011	-	mutta	CNJ	Mutta␣
1j002:011	-	joka	REL.INDEF.SG.NOM	joka␣
1j002:011	-	vihata	ACT.PRES.3S	vihaa␣
1j002:011	-	veli	SG.PTV.-3	veljeänsä
1j002:011	-	,	PUNC	,␣
1j002:011	-	se	DEM.SG.NOM	se␣
1j002:011	-	olla	COP.ACT.PRES.3S	on␣
1j002:011	-	pimeys	DER.SG.INE	pimeydessä␣
1j002:011	-	ja	CNJ	ja␣
1j002:011	-	vaeltaa	ACT.PRES.3S	vaeltaa␣
1j002:011	-	pimeys	DER.SG.INE	pimeydessä
1j002:011	-	,	PUNC	,␣
1j002:011	-	ei	NEGV.3S.-CLITIC	eikä␣
1j002:011	-	hän	PERS.SG.NOM	hän␣
1j002:011	-	tietää	ACT.PRES.NEG	tiedä
1j002:011	-	,	PUNC	,␣
1j002:011	-	mikä	INT.REL.SG.ILL	mihin␣
1j002:011	-	mennä	ACT.PRES.3S	menee
1j002:011	-	;	PUNC	;␣
1j002:011	-	sillä	SUBORD	sillä␣
1j002:011	-	pimeys	DER.SG.NOM	pimeys␣
1j002:011	-	olla	COP.ACT.PRES.3S	on␣
1j002:011	-	sokaista	ACT.PCP2.PERF	sokaissut␣
1j002:011	-	hän	PERS.SG.GEN	hänen␣
1j002:011	-	silmä	NOM&SGGEN.-3	silmänsä
1j002:011	-	.	PUNC	.␣
1j002:012	1j002:012	1j002:012	VERSE	1Jh␣2:12␣
1j002:012	-	minä	PERS.SG.NOM	Minä␣
1j002:012	-	kirjoittaa	ACT.PRES.1S	kirjoitan␣
1j002:012	-	te	PERS.PL.ALL	teille
1j002:012	-	,	PUNC	,␣
1j002:012	-	lapsukainen	PL.NOM	lapsukaiset
1j002:012	-	,	PUNC	,␣
1j002:012	-	sillä	SUBORD	sillä␣
1j002:012	-	synti	PL.NOM	synnit␣
1j002:012	-	olla	COP.ACT.PRES.3P	ovat␣
1j002:012	-	te	PERS.PL.ALL	teille␣
1j002:012	-	anteeksi	DER.ADV	anteeksi␣
1j002:012	-	antaa:annettu	PSS.PCP2.PL.NOM	annetut␣
1j002:012	-	hän	PERS.SG.GEN	hänen␣
1j002:012	-	nimi	NOM&SGGEN.-3	nimensä␣
1j002:012	-	tähden	POST	tähden
1j002:012	-	.	PUNC	.␣
1j002:013	1j002:013	1j002:013	VERSE	1Jh␣2:13␣
1j002:013	-	minä	PERS.SG.NOM	Minä␣
1j002:013	-	kirjoittaa	ACT.PRES.1S	kirjoitan␣
1j002:013	-	te	PERS.PL.ALL	teille
1j002:013	-	,	PUNC	,␣
1j002:013	-	isä	PL.NOM	isät
1j002:013	-	,	PUNC	,␣
1j002:013	-	sillä	SUBORD	sillä␣
1j002:013	-	te	PERS.PL.NOM	te␣
1j002:013	-	olla	COP.ACT.PRES.2P	olette␣
1j002:013	-	oppia	ACT.PCP2.PERF	oppineet␣
1j002:013	-	tuntea	INF3.ILL	tuntemaan␣
1j002:013	-	hän	PERS.SG.ACC	hänet
1j002:013	-	,	PUNC	,␣
1j002:013	-	joka	REL.INDEF.SG.NOM	joka␣
