er001:001	er001:001	er001:001	VERSE	Esr␣1:1␣
er001:005	5b	@	-	Benjaminin␣
er001:005	2 (3a) 3b	@	-	perhekunta-päämiehet␣
er001:005	6a	@	-	sekä␣
er001:005	(6b) 6c	@	-	papit␣
er001:005	7a	@	-	ja␣
er001:005	(7b) 7c	@	-	leeviläiset
er001:005	-	(,)	-	,␣
er001:005	(8a) 8b	@	-	kaikki
er001:005	-	(,)	-	,␣
er001:005	-	(@)	-	joiden␣
er001:005	12	@	-	hengen␣
er001:005	11	%case	GEN	
er001:005	(10a) 10b	@	-	Jumala␣
er001:005	9	@	-	herätti␣
er001:005	13b	@	-	menemään␣
er001:005	13a	%case	LOC	
er001:005	-	(@)	-	ja␣
er001:005	14b	@	-	rakentamaan␣
er001:005	14a	%case	LOC	
er001:005	17	@	-	Herran␣
er001:005	16	@	-	temppeliä␣
er001:005	15	%case	PTV	
er001:005	19b	@	-	Jerusalemiin
er001:005	18 19a	%case	LOC	
er001:005	-	(.)	-	.␣
er001:006	er001:006	er001:006	VERSE	Esr␣1:6␣
er001:006	1a	@	-	Ja␣
er001:006	1b	@	-	kaikki
er001:006	-	(,)	-	,␣
er001:006	sem%2	@	-	jotka␣
er001:006	sem%2	@	-	asuivat␣
er001:006	pers%2	@	-	heidän␣
er001:006	2	@	-	ympärillään
er001:006	-	(,)	-	,␣
er001:006	3	@	-	avustivat␣
er001:006	4b	@	-	heitä␣
er001:006	4a	%case	PTV	
er001:006	5b 6	@	-	hopeakaluilla
er001:006	5a	%case	LOC	
er001:006	-	(,)	-	,␣
er001:006	7b	@	-	kullalla
er001:006	7a	%case	LOC	
er001:006	-	(,)	-	,␣
er001:006	8b	@	-	tavaralla
er001:006	8a	%case	LOC	
er001:006	(9a)	-	UNTRANSLATED	
er001:006	-	(,)	-	,␣
er001:006	9c	@	-	karjalla␣
er001:006	9b	%case	LOC	
er001:006	10a	@	-	ja␣
er001:006	10c	@	-	kalleuksilla␣
er001:006	10b	%case	LOC	
er001:006	13	@	-	kaiken␣
er001:006	-	(@)	-	sen␣
er001:006	11a 11b 12	@	-	lisäksi
er001:006	-	(,)	-	,␣
er001:006	-	(@)	-	mitä␣
er001:006	14	@	-	annettiin␣
er001:006	14	@	-	vapaaehtoisina␣
er001:006	14	@	-	lahjoina
er001:006	-	(.)	-	.␣
er001:007	er001:007	er001:007	VERSE	Esr␣1:7␣
er001:007	1a	@	-	Ja␣
er001:007	(1b) 1c	@	-	kuningas␣
er001:007	2	@	-	Koores␣
er001:007	3	@	-	tuotatti␣
er001:007	3	@	-	esiin␣
er001:007	7	@	-	Herran␣
er001:007	6	@	-	temppelin␣
er001:007	5	@	-	kalut
er001:007	4	%case	NOM	
er001:007	-	(,)	-	,␣
er001:007	8	@	-	jotka␣
er001:007	10	@	-	Nebukadnessar␣
er001:007	9	(@)	-	oli␣
er001:007	9	@	-	vienyt␣
er001:007	sem%9	@	-	pois␣
er001:007	11b	@	-	Jerusalemista␣
er001:007	11a	%case	LOC	
er001:007	12a	@	-	ja␣
er001:007	12b	@	-	pannut␣
er001:007	pers%14	@	-	oman␣
er001:007	14	@	-	jumalansa␣
er001:007	13b	@	-	temppeliin
er001:007	13a	%case	LOC	
er001:007	-	(.)	-	.␣
er001:008	er001:008	er001:008	VERSE	Esr␣1:8␣
er001:008	pers%1b	@	-	Ne␣
er001:008	2	@	-	Koores
er001:008	-	(,)	-	,␣
er001:008	4	@	-	Persian␣
er001:008	3	@	-	kuningas
er001:008	-	(,)	-	,␣
er001:008	1b	@	-	tuotatti␣
er001:008	(8a) 8b	@	-	aarteistonvartijalle
er001:008	-	(,)	-	,␣
er001:008	7	@	-	Mitredatille
er001:008	5 6	%case	LOC	
er001:008	-	(,)	-	,␣
er001:008	9a	@	-	ja␣
er001:008	9b	(@)	-	tämä␣
er001:008	9b	@	-	laski␣
er001:008	pers%9b	@	-	niiden␣
er001:008	9b	@	-	luvun␣
er001:008	10b	@	-	Sesbassarille
er001:008	10a	%case	LOC	
er001:008	-	(,)	-	,␣
er001:008	12b	@	-	Juudan␣
er001:008	12a	%case	GEN	
er001:008	(11a) 11b	@	-	ruhtinaalle
er001:008	-	(.)	-	.␣
er001:009	er001:009	er001:009	VERSE	Esr␣1:9␣
er001:009	1a	@	-	Ja␣
er001:009	1b	@	-	tämä␣
er001:009	-	(@)	-	oli␣
er001:009	pers%2	@	-	niiden␣
er001:009	2	@	-	luku
er001:009	-	(:)	-	:␣
er001:009	5	@	-	kolmekymmentä␣
er001:009	3 4	@	-	kultamaljaa
er001:009	-	(,)	-	,␣
er001:009	8	@	-	tuhat␣
er001:009	6 7	@	-	hopeamaljaa
er001:009	-	(,)	-	,␣
er001:009	10 (11a) 11b	@	-	kaksikymmentä␣
er001:009	10 (11a) 11b	@	-	yhdeksän␣
er001:009	9	@	-	uhriastiaa
er001:009	-	(,)	-	,␣
er001:010	er001:010	er001:010	VERSE	Esr␣1:10␣
er001:010	3	@	-	kolmekymmentä␣
er001:010	1 2	@	-	kultapikaria
er001:010	-	(,)	-	,␣
er001:010	sem%6	@	-	niitä␣
er001:010	sem%6	@	-	arvolta␣
er001:010	6	@	-	lähinnä␣
er001:010	7 8 (9a) 9b	@	-	neljäsataa␣
er001:010	7 8 (9a) 9b	@	-	kymmenen␣
er001:010	4 5	@	-	hopeapikaria
er001:010	-	(,)	-	,␣
er001:010	12	@	-	tuhat␣
er001:010	11	@	-	muuta␣
er001:010	10	@	-	kalua
er001:010	-	(.)	-	.␣
er001:011	er001:011	er001:011	VERSE	Esr␣1:11␣
er001:011	3b	@	-	Kulta-~/Kultakaluja␣
er001:011	3a	%case	PTV	
er001:011	4a	@	-	ja␣
er001:011	2 4c	@	-	hopeakaluja␣
er001:011	4b	%case	PTV	
er001:011	-	(@)	-	oli␣
er001:011	1	@	-	kaikkiaan␣
er001:011	5 6 (7a) 7b 8	@	-	viisituhatta␣
er001:011	5 6 (7a) 7b 8	@	-	neljäsataa
er001:011	-	(.)	-	.␣
er001:011	(9a) 9b	@	-	Kaikki␣
er001:011	-	(@)	-	nämä␣
er001:011	11	@	-	Sesbassar␣
er001:011	10	@	-	toi
er001:011	-	(,)	-	,␣
er001:011	12	@	-	silloin␣
er001:011	12	@	-	kun␣
er001:011	(14a) 14b	@	-	pakkosiirtolaiset␣
er001:011	13	@	-	tuotiin␣
er001:011	15b	@	-	Baabelista␣
er001:011	15a	%case	LOC	
er001:011	16b	@	-	Jerusalemiin
er001:011	16a	%case	LOC	
er001:011	-	(.)	-	.␣
er002:001	er002:001	er002:001	VERSE	Esr␣2:1␣
er002:001	1a	@	-	Ja␣
er002:001	1b	@	-	nämä␣
er002:001	-	(@)	-	olivat␣
er002:001	-	(@)	-	ne␣
er002:001	-	(@)	-	tämän␣
er002:001	(3a) 3b	@	-	maakunnan␣
er002:001	2	@	-	asukkaat
er002:001	-	(,)	-	,␣
er002:001	-	(@)	-	jotka␣
er002:001	(4a) 4b	@	-	lähtivät␣
er002:001	(6a) 6b	@	-	pakkosiirtolaisten␣
er002:001	5b	@	-	vankeudesta␣
er002:001	5a	%case	LOC	
er002:001	13b	@	-	Baabelista
er002:001	13a	%case	LOC	
er002:001	-	(,)	-	,␣
er002:001	-	(@)	-	jonne␣
er002:001	10	@	-	Nebukadnessar
er002:001	-	(,)	-	,␣
er002:001	12	@	-	Baabelin␣
er002:001	11	@	-	kuningas
er002:001	-	(,)	-	,␣
er002:001	8	(@)	-	oli␣
er002:001	8	@	-	vienyt␣
er002:001	7	@	-	heidät␣
er002:001	8	@	-	pakkosiirtolaisuuteen
er002:001	-	(,)	-	,␣
er002:001	14a	@	-	ja␣
er002:001	-	(@)	-	jotka␣
er002:001	14b	@	-	palasivat␣
er002:001	15b	@	-	Jerusalemiin␣
er002:001	15a	%case	LOC	
er002:001	16a	@	-	ja␣
er002:001	16b	@	-	Juudaan
er002:001	-	(,)	-	,␣
er002:001	17	@	-	kukin␣
er002:001	18b	@	-	kaupunkiinsa
er002:001	18a	%case	LOC	
er002:001	-	(,)	-	,␣
er002:002	er002:002	er002:002	VERSE	Esr␣2:2␣
er002:002	1	@	-	ne
er002:002	-	(,)	-	,␣
er002:002	1	@	-	jotka␣
er002:002	2	@	-	tulivat␣
er002:002	4	@	-	Serubbaabelin
er002:002	-	(,)	-	,␣
er002:002	5	@	-	Jeesuan
er002:002	-	(,)	-	,␣
er002:002	6	@	-	Nehemian
er002:002	-	(,)	-	,␣
er002:002	7	@	-	Serajan
er002:002	-	(,)	-	,␣
er002:002	8	@	-	Reelajan
er002:002	-	(,)	-	,␣
er002:002	9	@	-	Mordekain
er002:002	-	(,)	-	,␣
er002:002	10	@	-	Bilsanin
er002:002	-	(,)	-	,␣
er002:002	11	@	-	Misparin
er002:002	-	(,)	-	,␣
er002:002	12	@	-	Bigvain
er002:002	-	(,)	-	,␣
er002:002	13	@	-	Rehumin␣
er002:002	-	(@)	-	ja␣
er002:002	14	@	-	Baanan␣
er002:002	3	@	-	kanssa
er002:002	-	(.)	-	.␣
er002:002	18	@	-	Israelin␣
er002:002	17	@	-	kansan␣
er002:002	16	@	-	miesten␣
er002:002	15	@	-	lukumäärä␣
er002:002	-	(@)	-	oli
er002:002	-	(:)	-	:␣
er002:003	er002:003	er002:003	VERSE	Esr␣2:3␣
er002:003	2	@	-	Paroksen␣
er002:003	1	@	-	jälkeläisiä␣
er002:003	3 4 5 (6a) 6b	@	-	kaksituhatta␣
er002:003	3 4 5 (6a) 6b	@	-	sata␣
er002:003	3 4 5 (6a) 6b	@	-	seitsemänkymmentä␣
er002:003	3 4 5 (6a) 6b	@	-	kaksi
er002:003	-	(;)	-	;␣
er002:004	er002:004	er002:004	VERSE	Esr␣2:4␣
er002:004	2	@	-	Sefatjan␣
er002:004	1	@	-	jälkeläisiä␣
er002:004	3 4 5 (6a) 6b	@	-	kolmesataa␣
er002:004	3 4 5 (6a) 6b	@	-	seitsemänkymmentä␣
er002:004	3 4 5 (6a) 6b	@	-	kaksi
er002:004	-	(;)	-	;␣
er002:005	er002:005	er002:005	VERSE	Esr␣2:5␣
er002:005	2	@	-	Aarahin␣
er002:005	1	@	-	jälkeläisiä␣
er002:005	3 4 5 (6a) 6b	@	-	seitsemänsataa␣
er002:005	3 4 5 (6a) 6b	@	-	seitsemänkymmentä␣
er002:005	3 4 5 (6a) 6b	@	-	viisi
er002:005	-	(;)	-	;␣
er002:006	er002:006	er002:006	VERSE	Esr␣2:6␣
er002:006	2	@	-	Pahat-Mooabin␣
er002:006	1	@	-	jälkeläisiä
er002:006	-	(,)	-	,␣
er002:006	3a	@	-	nimittäin␣
er002:006	4	@	-	Jeesuan␣
er002:006	-	(@)	-	ja␣
er002:006	5	@	-	Jooabin␣
er002:006	3b	@	-	jälkeläisiä
er002:006	-	(,)	-	,␣
er002:006	10 6 7 8 9a 9b	@	-	kaksituhatta␣
er002:006	10 6 7 8 9a 9b	@	-	kahdeksansataa␣
er002:006	10 6 7 8 9a 9b	@	-	kaksitoista
er002:006	-	(;)	-	;␣
er002:007	er002:007	er002:007	VERSE	Esr␣2:7␣
er002:007	2	@	-	Eelamin␣
er002:007	1	@	-	jälkeläisiä␣
er002:007	3 4 5 (6a) 6b	@	-	tuhat␣
er002:007	3 4 5 (6a) 6b	@	-	kaksisataa␣
er002:007	3 4 5 (6a) 6b	@	-	viisikymmentä␣
er002:007	3 4 5 (6a) 6b	@	-	neljä
er002:007	-	(;)	-	;␣
er002:008	er002:008	er002:008	VERSE	Esr␣2:8␣
er002:008	2	@	-	Sattun␣
er002:008	1	@	-	jälkeläisiä␣
er002:008	3 4 5a 5b 6a 6b	@	-	yhdeksänsataa␣
er002:008	3 4 5a 5b 6a 6b	@	-	neljäkymmentä␣
er002:008	3 4 5a 5b 6a 6b	@	-	viisi
er002:008	-	(;)	-	;␣
er002:009	er002:009	er002:009	VERSE	Esr␣2:9␣
er002:009	2	@	-	Sakkain␣
er002:009	1	@	-	jälkeläisiä␣
er002:009	3 4 (5a) 5b	@	-	seitsemänsataa␣
er002:009	3 4 (5a) 5b	@	-	kuusikymmentä
er002:009	-	(;)	-	;␣
er002:010	er002:010	er002:010	VERSE	Esr␣2:10␣
er002:010	2	@	-	Baanin␣
er002:010	1	@	-	jälkeläisiä␣
er002:010	3 4 5 (6a) 6b	@	-	kuusisataa␣
er002:010	3 4 5 (6a) 6b	@	-	neljäkymmentä␣
er002:010	3 4 5 (6a) 6b	@	-	kaksi
er002:010	-	(;)	-	;␣
er002:011	er002:011	er002:011	VERSE	Esr␣2:11␣
er002:011	2	@	-	Beebain␣
er002:011	1	@	-	jälkeläisiä␣
er002:011	3 4 5 (6a) 6b	@	-	kuusisataa␣
er002:011	3 4 5 (6a) 6b	@	-	kaksikymmentä␣
er002:011	3 4 5 (6a) 6b	@	-	kolme
er002:011	-	(;)	-	;␣
er002:012	er002:012	er002:012	VERSE	Esr␣2:12␣
er002:012	2	@	-	Asgadin␣
er002:012	1	@	-	jälkeläisiä␣
er002:012	3 4 5 (6a) 6b	@	-	tuhat␣
er002:012	3 4 5 (6a) 6b	@	-	kaksisataa␣
er002:012	3 4 5 (6a) 6b	@	-	kaksikymmentä␣
er002:012	3 4 5 (6a) 6b	@	-	kaksi
er002:012	-	(;)	-	;␣
er002:013	er002:013	er002:013	VERSE	Esr␣2:13␣
er002:013	2	@	-	Adonikamin␣
er002:013	1	@	-	jälkeläisiä␣
er002:013	3 4 5 (6a) 6b	@	-	kuusisataa␣
er002:013	3 4 5 (6a) 6b	@	-	kuusikymmentä␣
er002:013	3 4 5 (6a) 6b	@	-	kuusi
er002:013	-	(;)	-	;␣
er002:014	er002:014	er002:014	VERSE	Esr␣2:14␣
er002:014	2	@	-	Bigvain␣
er002:014	1	@	-	jälkeläisiä␣
er002:014	3 4 (5a) 5b	@	-	kaksituhatta␣
er002:014	3 4 (5a) 5b	@	-	viisikymmentä␣
er002:014	3 4 (5a) 5b	@	-	kuusi
er002:014	-	(;)	-	;␣
er002:015	er002:015	er002:015	VERSE	Esr␣2:15␣
er002:015	2	@	-	Aadinin␣
er002:015	1	@	-	jälkeläisiä␣
er002:015	3 4 5 (6a) 6b	@	-	neljäsataa␣
er002:015	3 4 5 (6a) 6b	@	-	viisikymmentä␣
er002:015	3 4 5 (6a) 6b	@	-	neljä
er002:015	-	(;)	-	;␣
er002:016	er002:016	er002:016	VERSE	Esr␣2:16␣
er002:016	2	@	-	Aaterin
er002:016	-	(,)	-	,␣
er002:016	3a	@	-	nimittäin␣
er002:016	3b	@	-	Hiskian
er002:016	-	(,)	-	,␣
er002:016	1	@	-	jälkeläisiä␣
er002:016	4 (5a) 5b	@	-	yhdeksänkymmentä␣
er002:016	4 (5a) 5b	@	-	kahdeksan
er002:016	-	(;)	-	;␣
er002:017	er002:017	er002:017	VERSE	Esr␣2:17␣
er002:017	2	@	-	Beesain␣
er002:017	1	@	-	jälkeläisiä␣
er002:017	3 4 5 (6a) 6b	@	-	kolmesataa␣
er002:017	3 4 5 (6a) 6b	@	-	kaksikymmentä␣
er002:017	3 4 5 (6a) 6b	@	-	kolme
er002:017	-	(;)	-	;␣
er002:018	er002:018	er002:018	VERSE	Esr␣2:18␣
er002:018	2	@	-	Jooran␣
er002:018	1	@	-	jälkeläisiä␣
er002:018	3 (4a) 4b 5	@	-	sata␣
er002:018	3 (4a) 4b 5	@	-	kaksitoista
er002:018	-	(;)	-	;␣
er002:019	er002:019	er002:019	VERSE	Esr␣2:19␣
er002:019	2	@	-	Haasumin␣
er002:019	1	@	-	jälkeläisiä␣
er002:019	3 4 (5a) 5b	@	-	kaksisataa␣
er002:019	3 4 (5a) 5b	@	-	kaksikymmentä␣
er002:019	3 4 (5a) 5b	@	-	kolme
er002:019	-	(;)	-	;␣
er002:020	er002:020	er002:020	VERSE	Esr␣2:20␣
er002:020	2	@	-	Gibbarin␣
er002:020	1	@	-	jälkeläisiä␣
er002:020	3 (4a) 4b	@	-	yhdeksänkymmentä␣
er002:020	3 (4a) 4b	@	-	viisi
er002:020	-	(;)	-	;␣
er002:021	er002:021	er002:021	VERSE	Esr␣2:21␣
er002:021	1 2	@	-	beetlehemiläisiä␣
er002:021	3 4 (5a) 5b	@	-	sata␣
er002:021	3 4 (5a) 5b	@	-	kaksikymmentä␣
er002:021	3 4 (5a) 5b	@	-	kolme
er002:021	-	(;)	-	;␣
er002:022	er002:022	er002:022	VERSE	Esr␣2:22␣
er002:022	2	@	-	Netofan␣
er002:022	1	@	-	miehiä␣
er002:022	3 (4a) 4b	@	-	viisikymmentä␣
er002:022	3 (4a) 4b	@	-	kuusi
er002:022	-	(;)	-	;␣
er002:023	er002:023	er002:023	VERSE	Esr␣2:23␣
er002:023	2	@	-	Anatotin␣
er002:023	1	@	-	miehiä␣
er002:023	3 4 (5a) 5b	@	-	sata␣
er002:023	3 4 (5a) 5b	@	-	kaksikymmentä␣
er002:023	3 4 (5a) 5b	@	-	kahdeksan
er002:023	-	(;)	-	;␣
er002:024	er002:024	er002:024	VERSE	Esr␣2:24␣
er002:024	1 2	@	-	asmavetilaisia␣
er002:024	3 (4a) 4b	@	-	neljäkymmentä␣
er002:024	3 (4a) 4b	@	-	kaksi
er002:024	-	(;)	-	;␣
er002:025	er002:025	er002:025	VERSE	Esr␣2:25␣
er002:025	1 2	@	-	kirjat-aarimilaisia
er002:025	-	(,)	-	,␣
er002:025	3	@	-	kefiralaisia␣
er002:025	4a	@	-	ja␣
er002:025	4b	@	-	beerotilaisia␣
er002:025	5 6 7a 7b 8a 8b	@	-	seitsemänsataa␣
er002:025	5 6 7a 7b 8a 8b	@	-	neljäkymmentä␣
er002:025	5 6 7a 7b 8a 8b	@	-	kolme
er002:025	-	(;)	-	;␣
er002:026	er002:026	er002:026	VERSE	Esr␣2:26␣
er002:026	1 (2a) 2b	@	-	raamalaisia␣
er002:026	3a	@	-	ja␣
er002:026	3b	@	-	gebalaisia␣
er002:026	4 5 6 (7a) 7b	@	-	kuusisataa␣
er002:026	4 5 6 (7a) 7b	@	-	kaksikymmentä␣
er002:026	4 5 6 (7a) 7b	@	-	yksi
er002:026	-	(;)	-	;␣
er002:027	er002:027	er002:027	VERSE	Esr␣2:27␣
er002:027	2	@	-	Mikmaan␣
er002:027	1	@	-	miehiä␣
er002:027	3 4 (5a) 5b	@	-	sata␣
er002:027	3 4 (5a) 5b	@	-	kaksikymmentä␣
er002:027	3 4 (5a) 5b	@	-	kaksi
er002:027	-	(;)	-	;␣
er002:028	er002:028	er002:028	VERSE	Esr␣2:28␣
er002:028	2	@	-	Beetelin␣
er002:028	3a	@	-	ja␣
er002:028	(3b) 3c	@	-	Ain␣
er002:028	1	@	-	miehiä␣
er002:028	4 5 (6a) 6b	@	-	kaksisataa␣
er002:028	4 5 (6a) 6b	@	-	kaksikymmentä␣
er002:028	4 5 (6a) 6b	@	-	kolme
er002:028	-	(;)	-	;␣
er002:029	er002:029	er002:029	VERSE	Esr␣2:29␣
er002:029	1 2	@	-	nebolaisia␣
er002:029	3 (4a) 4b	@	-	viisikymmentä␣
er002:029	3 (4a) 4b	@	-	kaksi
er002:029	-	(;)	-	;␣
er002:030	er002:030	er002:030	VERSE	Esr␣2:30␣
er002:030	2	@	-	Magbiin␣
er002:030	1	@	-	jälkeläisiä␣
er002:030	3 4 (5a) 5b	@	-	sata␣
er002:030	3 4 (5a) 5b	@	-	viisikymmentä␣
er002:030	3 4 (5a) 5b	@	-	kuusi
er002:030	-	(;)	-	;␣
er002:031	er002:031	er002:031	VERSE	Esr␣2:31␣
er002:031	3	@	-	toisen␣
er002:031	2	@	-	Eelamin␣
er002:031	1	@	-	jälkeläisiä␣
er002:031	4 5 6 (7a) 7b	@	-	tuhat␣
er002:031	4 5 6 (7a) 7b	@	-	kaksisataa␣
er002:031	4 5 6 (7a) 7b	@	-	viisikymmentä␣
er002:031	4 5 6 (7a) 7b	@	-	neljä
er002:031	-	(;)	-	;␣
er002:032	er002:032	er002:032	VERSE	Esr␣2:32␣
er002:032	2	@	-	Haarimin␣
er002:032	1	@	-	jälkeläisiä␣
er002:032	3 4 (5a) 5b	@	-	kolmesataa␣
er002:032	3 4 (5a) 5b	@	-	kaksikymmentä
er002:032	-	(;)	-	;␣
er002:033	er002:033	er002:033	VERSE	Esr␣2:33␣
er002:033	1 2	@	-	loodilaisia
er002:033	-	(,)	-	,␣
er002:033	3	@	-	haadidilaisia␣
er002:033	4a	@	-	ja␣
er002:033	4b	@	-	oonolaisia␣
er002:033	5 6 7 (8a) 8b	@	-	seitsemänsataa␣
er002:033	5 6 7 (8a) 8b	@	-	kaksikymmentä␣
er002:033	5 6 7 (8a) 8b	@	-	viisi
er002:033	-	(;)	-	;␣
er002:034	er002:034	er002:034	VERSE	Esr␣2:34␣
er002:034	1 2	@	-	jerikolaisia␣
er002:034	3 4 5 (6a) 6b	@	-	kolmesataa␣
er002:034	3 4 5 (6a) 6b	@	-	neljäkymmentä␣
er002:034	3 4 5 (6a) 6b	@	-	viisi
er002:034	-	(;)	-	;␣
er002:035	er002:035	er002:035	VERSE	Esr␣2:35␣
er002:035	1 2	@	-	senaalaisia␣
