2q001:001	2q001:001	2q001:001	VERSE	2Ts␣1:1␣
2q001:004	19	@	-	kaikissa␣
2q001:004	(20) 21	@	-	vainoissanne␣
2q001:004	22	%pers	?	
2q001:004	18	%case	LOC	
2q001:004	23	@	-	ja␣
2q001:004	(24) 25	@	-	ahdistuksissa
2q001:004	-	(,)	-	,␣
2q001:004	26	@	-	joita␣
2q001:004	27a	(@)	-	teillä␣
2q001:004	27a	(@)	-	on␣
2q001:004	27a	@	-	kestettävänä␣
2q001:005	2q001:005	2q001:005	VERSE	2Ts␣1:5␣
2q001:005	-	(@)	-	ja␣
2q001:005	-	(@)	-	jotka␣
2q001:005	-	(@)	-	ovat␣
2q001:005	1	@	-	osoituksena␣
2q001:005	(5) 6	@	-	Jumalan␣
2q001:005	(2) 3	@	-	vanhurskaasta␣
2q001:005	4	@	-	tuomiosta
2q001:005	-	(,)	-	,␣
2q001:005	7	@	-	että␣
2q001:005	10	@	-	teidät␣
2q001:005	(8) 9	@	-	katsottaisiin␣
2q001:005	(8) 9	@	-	arvollisiksi␣
2q001:005	(13) 14a	@	-	Jumalan␣
2q001:005	(11) 12	@	-	valtakuntaan
2q001:005	14b	,	-	,␣
2q001:005	16	@	-	jonka␣
2q001:005	15	@	-	tähden␣
2q001:005	18a	@	-	kärsittekin
2q001:005	17	%clitic	kin	
2q001:005	18b	,	-	,␣
2q001:006	2q001:006	2q001:006	VERSE	2Ts␣1:6␣
2q001:006	1	@	-	koskapa␣
2q001:006	4	@	-	Jumala␣
2q001:006	3	%case	NOM	
2q001:006	2	(@)	-	katsoo␣
2q001:006	2	@	-	oikeaksi␣
2q001:006	5	@	-	kostaa␣
2q001:006	9	@	-	ahdistuksella␣
2q001:006	6	@	-	niille
2q001:006	-	(,)	-	,␣
2q001:006	6	@	-	jotka␣
2q001:006	8	@	-	teitä␣
2q001:006	7	@	-	ahdistavat
2q001:006	-	(,)	-	,␣
2q001:007	2q001:007	2q001:007	VERSE	2Ts␣1:7␣
2q001:007	1	@	-	ja␣
2q001:007	-	(@)	-	antaa␣
2q001:007	2	@	-	teille
2q001:007	-	(,)	-	,␣
2q001:007	3	@	-	joita␣
2q001:007	4	@	-	ahdistetaan
2q001:007	-	(,)	-	,␣
2q001:007	5	@	-	levon␣
2q001:007	6	@	-	yhdessä␣
2q001:007	7a	@	-	meidän␣
2q001:007	6	@	-	kanssamme
2q001:007	7b	,	-	,␣
2q001:007	8	@	-	kun␣
2q001:007	(11) 12	@	-	Herra␣
2q001:007	13	@	-	Jeesus␣
2q001:007	10 (9)	@	-	ilmestyy␣
2q001:007	15	@	-	taivaasta␣
2q001:007	14	%case	LOC	
2q001:007	18	@	-	voimansa␣
2q001:007	19	%pers	3	
2q001:007	17	@	-	enkelien␣
2q001:007	16	@	-	kanssa␣
2q001:008	2q001:008	2q001:008	VERSE	2Ts␣1:8␣
2q001:008	2	@	-	tulen␣
2q001:008	1	%case	GEN	
2q001:008	3a	@	-	liekissä␣
2q001:008	-	(@)	-	ja␣
2q001:008	4 5	@	-	kostaa␣
2q001:008	6	@	-	niille
2q001:008	-	(,)	-	,␣
2q001:008	6	@	-	jotka␣
2q001:008	7	@	-	eivät␣
2q001:008	8	@	-	tunne␣
2q001:008	9	@	-	Jumalaa␣
2q001:008	12	@	-	eivätkä␣
2q001:008	10	%clitic	kA	
2q001:008	(11)	-	UNTRANSLATED	
2q001:008	13	@	-	ole␣
2q001:008	13	@	-	kuuliaisia␣
2q001:008	18	@	-	meidän␣
2q001:008	(16) 17	@	-	Herramme␣
2q001:008	19a	@	-	Jeesuksen␣
2q001:008	(14) 15	@	-	evankeliumille
2q001:008	19b	.	-	.␣
2q001:009	2q001:009	2q001:009	VERSE	2Ts␣1:9␣
2q001:009	1	@	-	Heitä␣
2q001:009	3	@	-	kohtaa␣
2q001:009	-	(@)	-	silloin␣
2q001:009	2	@	-	rangaistukseksi␣
2q001:009	5	@	-	iankaikkinen␣
2q001:009	4	@	-	kadotus␣
2q001:009	(8) 9	@	-	Herran␣
2q001:009	7	@	-	kasvoista␣
2q001:009	6	%case	LOC	
2q001:009	10	@	-	ja␣
2q001:009	16a	@	-	hänen␣
2q001:009	(14) 15	@	-	voimansa␣
2q001:009	(12) 13	@	-	kirkkaudesta
2q001:009	11	%case	LOC	
2q001:009	16b	,	-	,␣
2q001:010	2q001:010	2q001:010	VERSE	2Ts␣1:10␣
2q001:010	1	@	-	kun␣
2q001:010	2	(@)	-	hän␣
2q001:010	24a	@	-	sinä␣
2q001:010	(22) 23	@	-	päivänä␣
2q001:010	21	%case	ESS	
2q001:010	2	@	-	tulee
2q001:010	-	(,)	-	,␣
2q001:010	3	(@)	-	että␣
2q001:010	3	(@)	-	hän␣
2q001:010	3	@	-	kirkastuisi␣
2q001:010	(5) 6	@	-	pyhissänsä␣
2q001:010	7	%pers	3	
2q001:010	4	%case	LOC	
2q001:010	8	@	-	ja␣
2q001:010	9	(@)	-	olisi␣
2q001:010	9	@	-	ihmeteltävä␣
2q001:010	11	@	-	kaikissa␣
2q001:010	(12) 13a	@	-	uskovissa
2q001:010	10	%case	LOC	
2q001:010	-	(,)	-	,␣
2q001:010	14	@	-	sillä␣
2q001:010	20a	@	-	te␣
2q001:010	19	%case	NOM	
2q001:010	15	(@)	-	olette␣
2q001:010	15	@	-	uskoneet␣
2q001:010	18	@	-	meidän␣
2q001:010	(16) 17	@	-	todistuksemme
2q001:010	24b	.	-	.␣
2q001:011	2q001:011	2q001:011	VERSE	2Ts␣1:11␣
2q001:011	2	@	-	Sitä␣
2q001:011	1	@	-	varten␣
2q001:011	4	(@)	-	me␣
2q001:011	5	@	-	aina␣
2q001:011	4	@	-	rukoilemmekin␣
2q001:011	3	%clitic	kin	
2q001:011	7a	@	-	teidän␣
2q001:011	6	@	-	puolestanne
2q001:011	7b	,	-	,␣
2q001:011	8	@	-	että␣
2q001:011	15	@	-	meidän␣
2q001:011	(13) 14	@	-	Jumalamme␣
2q001:011	10	@	-	katsoisi␣
2q001:011	9	@	-	teidät␣
2q001:011	(11) 12	@	-	kutsumisensa␣
2q001:011	10	@	-	arvoisiksi␣
2q001:011	16	@	-	ja␣
2q001:011	25a	@	-	voimallisesti␣
2q001:011	24	%case	MAN	
2q001:011	17	@	-	saattaisi␣
2q001:011	17	@	-	täydelliseksi␣
2q001:011	18	@	-	kaiken␣
2q001:011	-	(@)	-	teidän␣
2q001:011	19	@	-	halunne␣
2q001:011	20	@	-	hyvään␣
2q001:011	21	@	-	ja␣
2q001:011	-	(@)	-	teidän␣
2q001:011	23	@	-	uskonne␣
2q001:011	22	@	-	teot
2q001:011	25b	,	-	,␣
2q001:012	2q001:012	2q001:012	VERSE	2Ts␣1:12␣
2q001:012	1	@	-	että␣
2q001:012	7	@	-	meidän␣
2q001:012	(5) 6	@	-	Herramme␣
2q001:012	8	@	-	Jeesuksen␣
2q001:012	(3) 4	@	-	nimi␣
2q001:012	10a	@	-	teissä␣
2q001:012	9	%case	LOC	
2q001:012	2	@	-	kirkastuisi␣
2q001:012	11	@	-	ja␣
2q001:012	12	@	-	te␣
2q001:012	14a	@	-	hänessä
2q001:012	13	%case	LOC	
2q001:012	14b	,	-	,␣
2q001:012	20	@	-	meidän␣
2q001:012	(18) 19	@	-	Jumalamme␣
2q001:012	21	@	-	ja␣
2q001:012	22	@	-	Herran␣
2q001:012	23	@	-	Jeesuksen␣
2q001:012	24a	@	-	Kristuksen␣
2q001:012	(16) 17	@	-	armon␣
2q001:012	15	@	-	mukaan
2q001:012	24b	.	-	.␣
2q002:001	2q002:001	2q002:001	VERSE	2Ts␣2:1␣
2q002:001	-	(@)	-	Mutta␣
2q002:001	5	@	-	mitä␣
2q002:001	5	@	-	tulee␣
2q002:001	10	@	-	meidän␣
2q002:001	(8) 9	@	-	Herramme␣
2q002:001	11	@	-	Jeesuksen␣
2q002:001	12	@	-	Kristuksen␣
2q002:001	(6) 7	@	-	tulemukseen␣
2q002:001	13	@	-	ja␣
2q002:001	14	@	-	meidän␣
2q002:001	15	@	-	kokoontumiseemme␣
2q002:001	17	@	-	hänen␣
2q002:001	16	@	-	tykönsä
2q002:001	-	(,)	-	,␣
2q002:001	2	@	-	niin␣
2q002:001	1	(@)	-	me␣
2q002:001	1	@	-	pyydämme␣
2q002:001	3a	@	-	teitä
2q002:001	-	(,)	-	,␣
2q002:001	4a	@	-	veljet
2q002:001	-	(,)	-	,␣
2q002:002	2q002:002	2q002:002	VERSE	2Ts␣2:2␣
2q002:002	12 3	@	-	ettette␣
2q002:002	voice%5	@	-	anna␣
2q002:002	-	(@)	-	minkään␣
2q002:002	14	@	-	hengen␣
2q002:002	13	%case	GEN	
2q002:002	15	@	-	ettekä␣
2q002:002	17	@	-	sanan␣
2q002:002	16	%case	GEN	
2q002:002	18	@	-	ettekä␣
2q002:002	-	(@)	-	minkään␣
2q002:002	21	@	-	muka␣
2q002:002	23a	@	-	meidän␣
2q002:002	pro%22	@	-	lähettämämme␣
2q002:002	20	@	-	kirjeen␣
2q002:002	19	%case	GEN	
2q002:002	4	@	-	heti␣
2q002:002	(2) 5	@	-	järkyttää␣
2q002:002	1	%case	LAT	
2q002:002	6	@	-	itseänne
2q002:002	-	(,)	-	,␣
2q002:002	-	(@)	-	niin␣
2q002:002	-	(@)	-	että␣
2q002:002	pro%7	@	-	menetätte␣
2q002:002	(8) 9	@	-	mielenne␣
2q002:002	pro%7	@	-	maltin
2q002:002	-	(,)	-	,␣
2q002:002	10	@	-	ettekä␣
2q002:002	voice%11a	@	-	anna␣
2q002:002	-	(@)	-	niiden␣
2q002:002	11a	@	-	itseänne␣
2q002:002	11a	@	-	peljästyttää
2q002:002	23b	,	-	,␣
2q002:002	24 25	@	-	ikäänkuin␣
2q002:002	(29) 30a	@	-	Herran␣
2q002:002	(27) 28	@	-	päivä␣
2q002:002	26	@	-	jo␣
2q002:002	26	@	-	olisi␣
2q002:002	26	@	-	käsissä
2q002:002	30b	.	-	.␣
2q002:003	2q002:003	2q002:003	VERSE	2Ts␣2:3␣
2q002:003	1	@	-	Älkää␣
2q002:003	4	(@)	-	antako␣
2q002:003	2	@	-	kenenkään␣
2q002:003	4	@	-	vietellä␣
2q002:003	3	@	-	itseänne␣
2q002:003	6	@	-	millään␣
2q002:003	7a	@	-	tavalla
2q002:003	5	%case	LOC	
2q002:003	7b	.	-	.␣
2q002:003	8	@	-	Sillä␣
2q002:003	-	(@)	-	se␣
2q002:003	-	(@)	-	päivä␣
2q002:003	-	(@)	-	ei␣
2q002:003	-	(@)	-	tule
2q002:003	-	(,)	-	,␣
2q002:003	10 9	@	-	ennenkuin␣
2q002:003	(12) 13	@	-	luopumus␣
2q002:003	14	@	-	ensin␣
2q002:003	11	@	-	tapahtuu␣
2q002:003	15	@	-	ja␣
2q002:003	(19) 20a	@	-	laittomuuden␣
2q002:003	(17) 18	@	-	ihminen␣
2q002:003	16	@	-	ilmestyy
2q002:003	-	(,)	-	,␣
2q002:003	(23) 24a	@	-	kadotuksen␣
2q002:003	(21) 22	@	-	lapsi
2q002:003	-	(,)	-	,␣
2q002:004	2q002:004	2q002:004	VERSE	2Ts␣2:4␣
2q002:004	1	@	-	tuo␣
2q002:004	2	@	-	vastustaja
2q002:004	(3)	-	UNTRANSLATED	
2q002:004	-	(,)	-	,␣
2q002:004	-	(@)	-	joka␣
2q002:004	4	@	-	korottaa␣
2q002:004	4	@	-	itsensä␣
2q002:004	5	@	-	yli␣
2q002:004	6	@	-	kaiken
2q002:004	-	(,)	-	,␣
2q002:004	7	(@)	-	mitä␣
2q002:004	8	@	-	jumalaksi␣
2q002:004	9	@	-	tai␣
2q002:004	10a	@	-	jumaloitavaksi␣
2q002:004	7	@	-	kutsutaan
2q002:004	10b	,	-	,␣
2q002:004	11	@	-	niin␣
2q002:004	11	@	-	että␣
2q002:004	12	@	-	hän␣
2q002:004	18	@	-	asettuu␣
2q002:004	(16) 17	@	-	Jumalan␣
2q002:004	(14) 15	@	-	temppeliin␣
2q002:004	13	%case	LOC	
2q002:004	-	(@)	-	ja␣
2q002:004	19	@	-	julistaa␣
2q002:004	(21)	-	UNTRANSLATED	
2q002:004	22	@	-	olevansa␣
2q002:004	20	%pers	3	
2q002:004	23a	@	-	Jumala
2q002:004	23b	.	-	.␣
2q002:005	2q002:005	2q002:005	VERSE	2Ts␣2:5␣
2q002:005	1	@	-	Ettekö␣
2q002:005	2	@	-	muista
2q002:005	-	(,)	-	,␣
2q002:005	3	@	-	että␣
2q002:005	9	(@)	-	minä
2q002:005	-	(,)	-	,␣
2q002:005	5	(@)	-	kun␣
2q002:005	4	@	-	vielä␣
2q002:005	5	@	-	olin␣
2q002:005	7	@	-	teidän␣
2q002:005	6	@	-	tykönänne
2q002:005	-	(,)	-	,␣
2q002:005	9	@	-	sanoin␣
2q002:005	8	@	-	tämän␣
2q002:005	10a	@	-	teille
2q002:005	-	(?)	-	?␣
2q002:006	2q002:006	2q002:006	VERSE	2Ts␣2:6␣
2q002:006	1	@	-	Ja␣
2q002:006	2	@	-	nyt␣
2q002:006	5	(@)	-	te␣
2q002:006	5	@	-	tiedätte
2q002:006	-	(,)	-	,␣
2q002:006	3	@	-	mikä␣
2q002:006	4	@	-	pidättää
2q002:006	-	(,)	-	,␣
2q002:006	6	@	-	niin␣
2q002:006	6	@	-	että␣
2q002:006	9	@	-	hän␣
2q002:006	-	(@)	-	vasta␣
2q002:006	(11) 13a	@	-	ajallansa␣
2q002:006	12	%pers	3	
2q002:006	10	%case	LOC	
2q002:006	(7) 8	@	-	ilmestyy
2q002:006	13b	.	-	.␣
2q002:007	2q002:007	2q002:007	VERSE	2Ts␣2:7␣
2q002:007	2	@	-	Sillä␣
2q002:007	(6) 7a	@	-	laittomuuden␣
2q002:007	(1) 3	@	-	salaisuus␣
2q002:007	5	(@)	-	on␣
2q002:007	4	@	-	jo␣
2q002:007	5	@	-	vaikuttamassa
2q002:007	7b	;	-	;␣
2q002:007	12	@	-	jahka␣
2q002:007	8	@	-	vain␣
2q002:007	15a	@	-	tulee␣
2q002:007	14	@	-	tieltä␣
2q002:007	13	%case	LOC	
2q002:007	-	(@)	-	poistetuksi␣
2q002:007	9	@	-	se
2q002:007	-	(,)	-	,␣
2q002:007	9	@	-	joka␣
2q002:007	11	@	-	nyt␣
2q002:007	11	@	-	vielä␣
2q002:007	10	@	-	pidättää
2q002:007	15b	,	-	,␣
2q002:008	2q002:008	2q002:008	VERSE	2Ts␣2:8␣
2q002:008	1	@	-	niin␣
2q002:008	2	@	-	silloin␣
2q002:008	3	@	-	ilmestyy␣
2q002:008	4	@	-	tuo␣
2q002:008	5a	@	-	laiton
2q002:008	5b	,	-	,␣
2q002:008	6	@	-	jonka␣
2q002:008	(7) 8a	@	-	Herra␣
2q002:008	9a	@	-	Jeesus␣
2q002:008	10	(@)	-	on␣
2q002:008	10	@	-	surmaava␣
2q002:008	(13) 14	@	-	suunsa␣
2q002:008	15	%pers	3	
2q002:008	(11) 12	@	-	henkäyksellä␣
2q002:008	16	@	-	ja␣
2q002:008	17	@	-	tuhoava␣
2q002:008	(20) 21	@	-	tulemuksensa␣
2q002:008	22a	%pers	3	
2q002:008	(18) 19	@	-	ilmestyksellä
2q002:008	22b	,	-	,␣
2q002:009	2q002:009	2q002:009	VERSE	2Ts␣2:9␣
2q002:009	1	@	-	tuo
2q002:009	-	(,)	-	,␣
2q002:009	1	@	-	jonka␣
2q002:009	(3) 4	@	-	tulemus␣
2q002:009	2	@	-	tapahtuu␣
2q002:009	(7) 8	@	-	saatanan␣
2q002:009	6	@	-	vaikutuksesta␣
2q002:009	5	%case	LOC	
2q002:009	16	@	-	valheen␣
2q002:009	10	@	-	kaikella␣
2q002:009	11	@	-	voimalla␣
2q002:009	9	%case	LOC	
2q002:009	12	@	-	ja␣
2q002:009	13	@	-	tunnusteoilla␣
2q002:009	14	@	-	ja␣
2q002:009	15	@	-	ihmeillä␣
2q002:010	2q002:010	2q002:010	VERSE	2Ts␣2:10␣
2q002:010	1	@	-	ja␣
2q002:010	3	@	-	kaikilla␣
2q002:010	2	%case	LOC	
2q002:010	5	@	-	vääryyden␣
2q002:010	4	@	-	viettelyksillä␣
2q002:010	6	@	-	niille
2q002:010	-	(,)	-	,␣
2q002:010	6	@	-	jotka␣
2q002:010	7a	@	-	joutuvat␣
2q002:010	7a	@	-	kadotukseen
2q002:010	7b	,	-	,␣
2q002:010	8 9	@	-	sentähden␣
2q002:010	14	@	-	etteivät␣
2q002:010	15	@	-	ottaneet␣
2q002:010	15	@	-	vastaan␣
2q002:010	(10) 11	@	-	rakkautta␣
2q002:010	(12) 13	@	-	totuuteen
2q002:010	-	(,)	-	,␣
2q002:010	(17) 18	@	-	voidaksensa␣
2q002:010	19a	%pers	3	
2q002:010	16	%case	TRA	
2q002:010	(17) 18	@	-	pelastua
2q002:010	19b	.	-	.␣
2q002:011	2q002:011	2q002:011	VERSE	2Ts␣2:11␣
2q002:011	1	@	-	Ja␣
2q002:011	2 3	@	-	sentähden␣
2q002:011	(6) 7	@	-	Jumala␣
2q002:011	4	@	-	lähettää␣
2q002:011	5	@	-	heille␣
2q002:011	8	@	-	väkevän␣
2q002:011	9	@	-	eksytyksen
2q002:011	-	(,)	-	,␣
2q002:011	10	@	-	niin␣
2q002:011	10	@	-	että␣
2q002:011	13	@	-	he␣
2q002:011	(11) 12	@	-	uskovat␣
2q002:011	(14) 15a	@	-	valheen
2q002:011	15b	,	-	,␣
2q002:012	2q002:012	2q002:012	VERSE	2Ts␣2:12␣
2q002:012	1	@	-	että␣
2q002:012	3	@	-	kaikki␣
2q002:012	2	(@)	-	ne␣
2q002:012	2	@	-	tuomittaisiin
2q002:012	-	(,)	-	,␣
2q002:012	4	@	-	jotka␣
2q002:012	5	@	-	eivät␣
2q002:012	6	(@)	-	ole␣
2q002:012	6	@	-	uskoneet␣
2q002:012	(7) 8	@	-	totuutta
2q002:012	-	(,)	-	,␣
2q002:012	9	@	-	vaan␣
2q002:012	10	@	-	mielistyneet␣
2q002:012	(11) 12a	@	-	vääryyteen
2q002:012	12b	.	-	.␣
2q002:013	2q002:013	2q002:013	VERSE	2Ts␣2:13␣
2q002:013	2	@	-	Mutta␣
2q002:013	1	@	-	me␣
2q002:013	3	@	-	olemme␣
2q002:013	3	@	-	velvolliset␣
2q002:013	7	@	-	aina␣
2q002:013	4	@	-	kiittämään␣
2q002:013	(5) 6	@	-	Jumalaa␣
2q002:013	9a	@	-	teidän␣
2q002:013	8	@	-	tähtenne
2q002:013	9b	,	-	,␣
2q002:013	10	@	-	veljet
2q002:013	-	(,)	-	,␣
2q002:013	case%11	@	-	te␣
2q002:013	13a	@	-	Herran␣
2q002:013	12	%case	GEN	
2q002:013	11	@	-	rakastetut
2q002:013	-	(,)	-	,␣
2q002:013	-	(@)	-	sentähden␣
2q002:013	14	@	-	että␣
2q002:013	(17) 18	@	-	Jumala␣
2q002:013	19	@	-	alusta␣
2q002:013	19	@	-	alkaen␣
2q002:013	15	@	-	valitsi␣
2q002:013	16	@	-	teidät␣
2q002:013	21	@	-	pelastukseen␣
2q002:013	20	%case	LOC	
2q002:013	24	@	-	Hengen␣
2q002:013	23	@	-	pyhityksessä␣
2q002:013	22	%case	LOC	
2q002:013	25	@	-	ja␣
2q002:013	26	@	-	uskossa␣
2q002:013	27a	@	-	totuuteen
2q002:013	27b	.	-	.␣
2q002:014	2q002:014	2q002:014	VERSE	2Ts␣2:14␣
2q002:014	2a	@	-	Siihen␣
2q002:014	1	%case	LOC	
2q002:014	4	(@)	-	hän␣
2q002:014	4	(@)	-	on␣
2q002:014	3a	@	-	myös␣
2q002:014	4	@	-	kutsunut␣
2q002:014	5	@	-	teidät␣
2q002:014	9	@	-	meidän␣
2q002:014	(7) 8	@	-	evankeliumimme␣
2q002:014	6	@	-	kautta
2q002:014	-	(,)	-	,␣
2q002:014	11	@	-	omistamaan␣
2q002:014	10	%case	LOC	
2q002:014	15	@	-	meidän␣
2q002:014	(13) 14	@	-	Herramme␣
2q002:014	16	@	-	Jeesuksen␣
2q002:014	17a	@	-	Kristuksen␣
2q002:014	12	@	-	kirkkauden
2q002:014	17b	.	-	.␣
2q002:015	2q002:015	2q002:015	VERSE	2Ts␣2:15␣
2q002:015	1	@	-	Niin␣
2q002:015	4	@	-	seisokaa␣
2q002:015	2a	@	-	siis
2q002:015	-	(,)	-	,␣
2q002:015	3a	@	-	veljet
2q002:015	-	(,)	-	,␣
2q002:015	4	@	-	lujina␣
2q002:015	5	@	-	ja␣
2q002:015	6	@	-	pitäkää␣
2q002:015	6	@	-	kiinni␣
2q002:015	7	@	-	niistä␣
2q002:015	8	@	-	opetuksista
2q002:015	-	(,)	-	,␣
2q002:015	9	@	-	joita␣
2q002:015	10	(@)	-	olette␣
2q002:015	10	@	-	oppineet␣
2q002:015	11	@	-	joko␣
2q002:015	17a	@	-	meidän␣
2q002:015	13	@	-	puheestamme␣
2q002:015	12	%case	LOC	
2q002:015	14	@	-	tai␣
2q002:015	16	@	-	kirjeestämme
2q002:015	15	%case	LOC	
2q002:015	17b	.	-	.␣
2q002:016	2q002:016	2q002:016	VERSE	2Ts␣2:16␣
2q002:016	2	@	-	Ja␣
2q002:016	5	@	-	meidän␣
2q002:016	(3) 4	@	-	Herramme␣
2q002:016	6	@	-	Jeesus␣
2q002:016	7	@	-	Kristus␣
2q002:016	1	@	-	itse␣
2q002:016	8a	@	-	ja␣
2q002:016	10 (9a)	@	-	Jumala
2q002:016	-	(,)	-	,␣
2q002:016	13	@	-	meidän␣
2q002:016	(11) 12	@	-	Isämme
2q002:016	-	(,)	-	,␣
2q002:016	14	@	-	joka␣
2q002:016	15	(@)	-	on␣
2q002:016	15	@	-	rakastanut␣
2q002:016	16	@	-	meitä␣
2q002:016	17	@	-	ja␣
2q002:016	25a	@	-	armossa␣
2q002:016	24	%case	LOC	
2q002:016	18	@	-	antanut␣
2q002:016	-	(@)	-	meille␣
2q002:016	20	@	-	iankaikkisen␣
2q002:016	19	@	-	lohdutuksen␣
2q002:016	21	@	-	ja␣
2q002:016	23	@	-	hyvän␣
2q002:016	22	@	-	toivon
2q002:016	25b	,	-	,␣
2q002:017	2q002:017	2q002:017	VERSE	2Ts␣2:17␣
2q002:017	1	@	-	lohduttakoon␣
2q002:017	2	@	-	teidän␣
2q002:017	(3) 4	@	-	sydämiänne␣
2q002:017	5	@	-	ja␣
2q002:017	6	@	-	vahvistakoon␣
2q002:017	-	(@)	-	teitä␣
2q002:017	8	@	-	kaikessa␣
2q002:017	12a	@	-	hyvässä␣
2q002:017	9	@	-	työssä␣
2q002:017	7	%case	LOC	
2q002:017	10	@	-	ja␣
2q002:017	11	@	-	puheessa
2q002:017	12b	.	-	.␣
2q003:001	2q003:001	2q003:001	VERSE	2Ts␣3:1␣
2q003:001	(1) 2	@	-	Sitten␣
2q003:001	(1) 2	@	-	vielä
2q003:001	-	(,)	-	,␣
2q003:001	4a	@	-	veljet
2q003:001	-	(,)	-	,␣
2q003:001	3a	@	-	rukoilkaa␣
2q003:001	6a	@	-	meidän␣
2q003:001	5	@	-	edestämme
2q003:001	6b	,	-	,␣
2q003:001	7	@	-	että␣
2q003:001	(10) 11	@	-	Herran␣
2q003:001	(8) 9	@	-	sana␣
2q003:001	12	@	-	nopeasti␣
2q003:001	12	@	-	leviäisi␣
2q003:001	13	@	-	ja␣
2q003:001	14	@	-	tulisi␣
2q003:001	14	@	-	kirkastetuksi␣
2q003:001	-	(@)	-	muuallakin␣
2q003:001	15	@	-	niinkuin␣
2q003:001	(16)	-	UNTRANSLATED	
2q003:001	18a	@	-	teidän␣
2q003:001	17	@	-	keskuudessanne
2q003:001	18b	,	-	,␣
2q003:002	2q003:002	2q003:002	VERSE	2Ts␣3:2␣
2q003:002	1	@	-	ja␣
2q003:002	2	@	-	että␣
2q003:002	3	(@)	-	me␣
2q003:002	3	@	-	pelastuisimme␣
2q003:002	(5) 6	@	-	nurjista␣
2q003:002	4	%case	LOC	
2q003:002	7	@	-	ja␣
2q003:002	8	@	-	häijyistä␣
2q003:002	9a	@	-	ihmisistä
2q003:002	9b	;	-	;␣
2q003:002	11	@	-	sillä␣
2q003:002	(13) 14a	@	-	usko␣
2q003:002	10	@	-	ei␣
2q003:002	-	(@)	-	ole␣
2q003:002	12	@	-	joka␣
2q003:002	12	@	-	miehen
2q003:002	14b	.	-	.␣
2q003:003	2q003:003	2q003:003	VERSE	2Ts␣3:3␣
2q003:003	2	@	-	Mutta␣
