ec001:001	ec001:001	ec001:001	VERSE	Srn␣1:1␣
ec001:006	5	%case	LOC	
ec001:006	-	(,)	-	,␣
ec001:006	7	@	-	kiertää␣
ec001:006	9	@	-	yhä␣
ec001:006	8	@	-	kiertämistään
ec001:006	-	(,)	-	,␣
ec001:006	11a	@	-	ja␣
ec001:006	pers%12	@	-	samalle␣
ec001:006	12	@	-	kierrollensa␣
ec001:006	11b	%case	LOC	
ec001:006	(14a) 14b	@	-	tuuli␣
ec001:006	13	@	-	palajaa
ec001:006	-	(.)	-	.␣
ec001:007	ec001:007	ec001:007	VERSE	Srn␣1:7␣
ec001:007	1	@	-	Kaikki␣
ec001:007	(2a) 2b	@	-	joet␣
ec001:007	3	@	-	laskevat␣
ec001:007	(5a) 5b	@	-	mereen
ec001:007	4	%case	LOC	
ec001:007	-	(,)	-	,␣
ec001:007	6a	@	-	mutta␣
ec001:007	(6b) 6c	@	-	meri␣
ec001:007	7	@	-	ei␣
ec001:007	-	(@)	-	siitänsä␣
ec001:007	8	@	-	täyty
ec001:007	-	(;)	-	;␣
ec001:007	-	(@)	-	samaan␣
ec001:007	10	@	-	paikkaan
ec001:007	9	%case	LOC	
ec001:007	-	(,)	-	,␣
ec001:007	11a	@	-	johon␣
ec001:007	13	%case	LOC	
ec001:007	(11b) 11c	@	-	joet␣
ec001:007	12	(@)	-	ovat␣
ec001:007	12	@	-	laskeneet
ec001:007	-	(,)	-	,␣
ec001:007	14	@	-	ne␣
ec001:007	-	(@)	-	aina␣
ec001:007	15	@	-	edelleen␣
ec001:007	16b	@	-	laskevat
ec001:007	16a	%case	?	
ec001:007	-	(.)	-	.␣
ec001:008	ec001:008	ec001:008	VERSE	Srn␣1:8␣
ec001:008	1	@	-	Kaikki␣
ec001:008	(2a) 2b	@	-	tyynni␣
ec001:008	-	(@)	-	itseänsä␣
ec001:008	3	@	-	väsyttää
ec001:008	-	(,)	-	,␣
ec001:008	-	(@)	-	niin␣
ec001:008	4	@	-	ettei␣
ec001:008	6	@	-	kukaan␣
ec001:008	-	(@)	-	sitä␣
ec001:008	7b	@	-	sanoa␣
ec001:008	7a	%case	LAT	
ec001:008	5	@	-	saata
ec001:008	-	(.)	-	.␣
ec001:008	8	@	-	Ei␣
ec001:008	9	@	-	saa␣
ec001:008	10	@	-	silmä␣
ec001:008	9	@	-	kylläänsä␣
ec001:008	11b	@	-	näkemisestä␣
ec001:008	11a	%case	LOC	
ec001:008	12b	@	-	eikä␣
ec001:008	12a	%clitic	kA	
ec001:008	14	@	-	korva␣
ec001:008	13	@	-	täyttänsä␣
ec001:008	15b	@	-	kuulemisesta
ec001:008	15a	%case	LOC	
ec001:008	-	(.)	-	.␣
ec001:009	ec001:009	ec001:009	VERSE	Srn␣1:9␣
ec001:009	1 2a	@	-	Mitä␣
ec001:009	2b	(@)	-	on␣
ec001:009	2b	@	-	ollut
ec001:009	-	(,)	-	,␣
ec001:009	3 4a	@	-	sitä␣
ec001:009	-	(@)	-	vastakin␣
ec001:009	4b	@	-	on
ec001:009	-	(;)	-	;␣
ec001:009	5a	@	-	ja␣
ec001:009	5b 6a	@	-	mitä␣
ec001:009	6b	(@)	-	on␣
ec001:009	6b	@	-	tapahtunut
ec001:009	-	(,)	-	,␣
ec001:009	7 8a	@	-	sitä␣
ec001:009	-	(@)	-	vastakin␣
ec001:009	8b	@	-	tapahtuu
ec001:009	(9a)	-	UNTRANSLATED	
ec001:009	-	(.)	-	.␣
ec001:009	9b	@	-	Ei␣
ec001:009	9b	@	-	ole␣
ec001:009	10	@	-	mitään␣
ec001:009	11	@	-	uutta␣
ec001:009	(13a) 13b	@	-	auringon␣
ec001:009	12	@	-	alla
ec001:009	-	(.)	-	.␣
ec001:010	ec001:010	ec001:010	VERSE	Srn␣1:10␣
ec001:010	-	(@)	-	Jos␣
ec001:010	2	@	-	jotakin␣
ec001:010	1	@	-	on
ec001:010	-	(,)	-	,␣
ec001:010	3a	@	-	josta␣
ec001:010	3b	@	-	sanotaan
ec001:010	-	(:)	-	:␣
ec001:010	-	(@)	-	"
ec001:010	4	@	-	Katso
ec001:010	-	(,)	-	,␣
ec001:010	5	@	-	tämä␣
ec001:010	7	@	-	on␣
ec001:010	6	@	-	uutta
ec001:010	-	(@)	-	"
ec001:010	-	(,)	-	,␣
ec001:010	-	(@)	-	niin␣
ec001:010	9	(@)	-	on␣
ec001:010	-	(@)	-	sitä␣
ec001:010	-	(@)	-	kuitenkin␣
ec001:010	9	@	-	ollut␣
ec001:010	8	@	-	jo␣
ec001:010	8	@	-	ennen
ec001:010	-	(,)	-	,␣
ec001:010	10b	@	-	ammoisina␣
ec001:010	10a	%case	ESS	
ec001:010	10b	@	-	aikoina
ec001:010	-	(,)	-	,␣
ec001:010	11	@	-	jotka␣
ec001:010	12	(@)	-	ovat␣
ec001:010	12	@	-	olleet␣
ec001:010	13b 13c	@	-	ennen␣
ec001:010	13a	%case	?	
ec001:010	pers%13c	@	-	meitä
ec001:010	-	(.)	-	.␣
ec001:011	ec001:011	ec001:011	VERSE	Srn␣1:11␣
ec001:011	1	@	-	Ei␣
ec001:011	-	(@)	-	jää␣
ec001:011	2	@	-	muistoa␣
ec001:011	3b	@	-	esi-isistä
ec001:011	3a	%case	LOC	
ec001:011	-	(;)	-	;␣
ec001:011	7	@	-	eikä␣
ec001:011	4a 4b	%clitic	kA	
ec001:011	5b	@	-	jälkeläisistäkään
ec001:011	5a	%case	LOC	
ec001:011	-	(,)	-	,␣
ec001:011	6a	@	-	jotka␣
ec001:011	6b	@	-	tulevat
ec001:011	-	(,)	-	,␣
ec001:011	8	@	-	jää␣
ec001:011	10	@	-	muistoa␣
ec001:011	9	@	-	niille
ec001:011	-	(,)	-	,␣
ec001:011	12a	@	-	jotka␣
ec001:011	11	%case	NOM	
ec001:011	-	(@)	-	heidän␣
ec001:011	13b	@	-	jälkeensä␣
ec001:011	13a	%case	?	
ec001:011	12b	@	-	tulevat
ec001:011	-	(.)	-	.␣
ec001:012	ec001:012	ec001:012	VERSE	Srn␣1:12␣
ec001:012	1	@	-	Minä
ec001:012	-	(,)	-	,␣
ec001:012	2	@	-	saarnaaja
ec001:012	-	(,)	-	,␣
ec001:012	3	@	-	olin␣
ec001:012	6	@	-	Israelin␣
ec001:012	5	%case	GEN	
ec001:012	4	@	-	kuningas␣
ec001:012	7b	@	-	Jerusalemissa
ec001:012	7a	%case	LOC	
ec001:012	-	(.)	-	.␣
ec001:013	ec001:013	ec001:013	VERSE	Srn␣1:13␣
ec001:013	1a	@	-	Ja␣
ec001:013	1b	(@)	-	minä␣
ec001:013	1b	@	-	käänsin␣
ec001:013	3	@	-	sydämeni␣
ec001:013	2	%case	NOM.GEN	
ec001:013	6b	@	-	viisaudella␣
ec001:013	6a	%case	LOC	
ec001:013	4b	@	-	tutkimaan␣
ec001:013	4a	%case	LOC	
ec001:013	5a	@	-	ja␣
ec001:013	5c	@	-	miettimään␣
ec001:013	5b	%case	LOC	
ec001:013	8	@	-	kaikkea
ec001:013	7	%case	PTV	
ec001:013	-	(,)	-	,␣
ec001:013	9	@	-	mitä␣
ec001:013	(12a) 12b	@	-	auringon␣
ec001:013	11	@	-	alla␣
ec001:013	10	@	-	tapahtuu
ec001:013	-	(.)	-	.␣
ec001:013	13	@	-	Tämä␣
ec001:013	-	(@)	-	on␣
ec001:013	15	@	-	vaikea␣
ec001:013	14	@	-	työ
ec001:013	-	(,)	-	,␣
ec001:013	-	(@)	-	jonka␣
ec001:013	17	@	-	Jumala␣
ec001:013	16	(@)	-	on␣
ec001:013	16	@	-	antanut␣
ec001:013	18b (19a) 19b	@	-	ihmislapsille
ec001:013	18a	%case	LOC	
ec001:013	-	(,)	-	,␣
ec001:013	-	(@)	-	heidän␣
ec001:013	21	@	-	sillä␣
ec001:013	-	(@)	-	itseään␣
ec001:013	20b	@	-	rasittaaksensa
ec001:013	20a	%case	TRA	
ec001:013	-	(.)	-	.␣
ec001:014	ec001:014	ec001:014	VERSE	Srn␣1:14␣
ec001:014	1	(@)	-	Minä␣
ec001:014	1	@	-	katselin␣
ec001:014	3	@	-	kaikkia␣
ec001:014	2	%case	PTV	
ec001:014	(4a) 4b	@	-	tekoja
ec001:014	-	(,)	-	,␣
ec001:014	5a	@	-	mitä␣
ec001:014	5b	@	-	tehdään␣
ec001:014	(7a) 7b	@	-	auringon␣
ec001:014	6	@	-	alla
ec001:014	-	(,)	-	,␣
ec001:014	8a	@	-	ja␣
ec001:014	8b	@	-	katso
ec001:014	-	(,)	-	,␣
ec001:014	9a	@	-	se␣
ec001:014	-	(@)	-	on␣
ec001:014	9b	@	-	kaikki␣
ec001:014	10	@	-	turhuutta␣
ec001:014	11a	@	-	ja␣
ec001:014	12	@	-	tuulen␣
ec001:014	11b	@	-	tavoittelua
ec001:014	-	(.)	-	.␣
ec001:015	ec001:015	ec001:015	VERSE	Srn␣1:15␣
ec001:015	1	@	-	Väärä␣
ec001:015	2	@	-	ei␣
ec001:015	3	@	-	voi␣
ec001:015	4b	@	-	suoristua
ec001:015	4a	%case	LAT	
ec001:015	-	(,)	-	,␣
ec001:015	6	@	-	eikä␣
ec001:015	5a	%clitic	kA	
ec001:015	5b	@	-	vajaata␣
ec001:015	7	@	-	voi␣
ec001:015	8b	@	-	täydeksi␣
ec001:015	8a	%case	TRA	
ec001:015	8b	@	-	laskea
ec001:015	-	(.)	-	.␣
ec001:016	ec001:016	ec001:016	VERSE	Srn␣1:16␣
ec001:016	2	@	-	Minä␣
ec001:016	1	@	-	puhuin␣
ec001:016	4	@	-	sydämessäni␣
ec001:016	3	%case	LOC	
ec001:016	5a 5b	@	-	näin
ec001:016	-	(:)	-	:␣
ec001:016	6	@	-	Minä␣
ec001:016	(7)	-	UNTRANSLATED	
ec001:016	8	(@)	-	olen␣
ec001:016	8	@	-	hankkinut␣
ec001:016	8	@	-	suuren␣
ec001:016	10	@	-	viisauden␣
ec001:016	9a	@	-	ja␣
ec001:016	-	(@)	-	sitä␣
ec001:016	-	(@)	-	yhä␣
ec001:016	9b	@	-	lisännyt
ec001:016	-	(,)	-	,␣
ec001:016	-	(@)	-	jopa␣
ec001:016	11	@	-	yli␣
ec001:016	12	@	-	kaikkien
ec001:016	-	(,)	-	,␣
ec001:016	13	@	-	jotka␣
ec001:016	14	(@)	-	ovat␣
ec001:016	15a 15b	@	-	ennen␣
ec001:016	pers%15b	@	-	minua␣
ec001:016	17	@	-	Jerusalemissa␣
ec001:016	16	%case	LOC	
ec001:016	14	@	-	hallinneet
ec001:016	-	(,)	-	,␣
ec001:016	18a	@	-	ja␣
ec001:016	20	@	-	paljon␣
ec001:016	19	(@)	-	on␣
ec001:016	18b	@	-	sydämeni␣
ec001:016	19	@	-	nähnyt␣
ec001:016	21	@	-	viisautta␣
ec001:016	22a	@	-	ja␣
ec001:016	22b	@	-	tietoa
ec001:016	-	(.)	-	.␣
ec001:017	ec001:017	ec001:017	VERSE	Srn␣1:17␣
ec001:017	1a	@	-	Ja␣
ec001:017	1b	(@)	-	minä␣
ec001:017	1b	@	-	käänsin␣
ec001:017	2	@	-	sydämeni␣
ec001:017	3b	@	-	tutkimaan␣
ec001:017	3a	%case	LOC	
ec001:017	4	@	-	viisautta␣
ec001:017	5a	@	-	ja␣
ec001:017	5b	@	-	tietoa
ec001:017	-	(,)	-	,␣
ec001:017	6	@	-	mielettömyyttä␣
ec001:017	7a	@	-	ja␣
ec001:017	7b	@	-	tyhmyyttä
ec001:017	-	(,)	-	,␣
ec001:017	-	(@)	-	ja␣
ec001:017	8	(@)	-	minä␣
ec001:017	8	(@)	-	tulin␣
ec001:017	8	@	-	tietämään
ec001:017	-	(,)	-	,␣
ec001:017	9a	@	-	että␣
ec001:017	10	@	-	sekin␣
ec001:017	9b	%clitic	kin	
ec001:017	11	@	-	oli␣
ec001:017	13	@	-	tuulen␣
ec001:017	12	@	-	tavoittelemista
ec001:017	-	(.)	-	.␣
ec001:018	ec001:018	ec001:018	VERSE	Srn␣1:18␣
ec001:018	1	@	-	Sillä␣
ec001:018	2a	@	-	missä␣
ec001:018	-	(@)	-	on␣
ec001:018	2b	@	-	paljon␣
ec001:018	3	@	-	viisautta
ec001:018	-	(,)	-	,␣
ec001:018	-	(@)	-	siinä␣
ec001:018	-	(@)	-	on␣
ec001:018	4	@	-	paljon␣
ec001:018	5	@	-	surua
ec001:018	-	(;)	-	;␣
ec001:018	6a	@	-	ja␣
ec001:018	-	(@)	-	joka␣
ec001:018	7	@	-	tietoa␣
ec001:018	6b	@	-	lisää
ec001:018	-	(,)	-	,␣
ec001:018	8	(@)	-	se␣
ec001:018	9	@	-	tuskaa␣
ec001:018	8	@	-	lisää
ec001:018	-	(.)	-	.␣
ec002:001	ec002:001	ec002:001	VERSE	Srn␣2:1␣
ec002:001	2	@	-	Minä␣
ec002:001	1	@	-	sanoin␣
ec002:001	3b	@	-	sydämessäni
ec002:001	3a	%case	LOC	
ec002:001	-	(:)	-	:␣
ec002:001	4	@	-	Tule
ec002:001	5	%inflection	ACT.IMP.2S	
ec002:001	-	(,)	-	,␣
ec002:001	6	(@)	-	minä␣
ec002:001	6	(@)	-	tahdon␣
ec002:001	6	@	-	koetella␣
ec002:001	pers%6	@	-	sinua␣
ec002:001	7b	@	-	ilolla
ec002:001	7a	%case	LOC	
ec002:001	(8a)	-	UNTRANSLATED	
ec002:001	-	(,)	-	,␣
ec002:001	8b	@	-	nauti␣
ec002:001	9b	@	-	hyvää
ec002:001	9a	%case	PTV	
ec002:001	-	(.)	-	.␣
ec002:001	10a	@	-	Mutta␣
ec002:001	10b	@	-	katso
ec002:001	-	(,)	-	,␣
ec002:001	12	@	-	sekin␣
ec002:001	11	%clitic	kin	
ec002:001	-	(@)	-	oli␣
ec002:001	13	@	-	turhuutta
ec002:001	-	(.)	-	.␣
ec002:002	ec002:002	ec002:002	VERSE	Srn␣2:2␣
ec002:002	1b	@	-	Naurusta␣
ec002:002	1a	%case	LOC	
ec002:002	2	(@)	-	minä␣
ec002:002	2	@	-	sanoin
ec002:002	-	(:)	-	:␣
ec002:002	-	(@)	-	"
ec002:002	3	@	-	Mieletöntä
ec002:002	-	(!)	-	!
ec002:002	-	(@)	-	"␣
ec002:002	4a	@	-	ja␣
ec002:002	4c	@	-	ilosta
ec002:002	4b	%case	LOC	
ec002:002	-	(:)	-	:␣
ec002:002	-	(@)	-	"
ec002:002	5	@	-	Mitä␣
ec002:002	6	@	-	se␣
ec002:002	7	@	-	toimittaa
ec002:002	-	(?)	-	?
ec002:002	-	(@)	-	"␣
ec002:003	ec002:003	ec002:003	VERSE	Srn␣2:3␣
ec002:003	1	(@)	-	Minä␣
ec002:003	1	@	-	mietin␣
ec002:003	2b	@	-	mielessäni␣
ec002:003	2a	%case	LOC	
ec002:003	3b	@	-	virkistää␣
ec002:003	3a	%case	LAT	
ec002:003	6	@	-	ruumistani␣
ec002:003	5	%case	PTV	
ec002:003	4b	@	-	viinillä␣
ec002:003	4a	%case	LOC	
ec002:003	-	(-)	-	-␣
ec002:003	7a	@	-	kuitenkin␣
ec002:003	-	(@)	-	niin
ec002:003	-	(,)	-	,␣
ec002:003	-	(@)	-	että␣
ec002:003	7b	@	-	sydämeni␣
ec002:003	8	@	-	harrastaisi␣
ec002:003	9b	@	-	viisautta␣
ec002:003	9a	%case	PTV	
ec002:003	-	(-)	-	-␣
ec002:003	10a	@	-	ja␣
ec002:003	10c	@	-	noudattaa␣
ec002:003	10b	%case	LAT	
ec002:003	11b	@	-	tyhmyyttä
ec002:003	11a	%case	PTV	
ec002:003	-	(,)	-	,␣
ec002:003	12 13	@	-	kunnes␣
ec002:003	14	(@)	-	saisin␣
ec002:003	14	@	-	nähdä
ec002:003	-	(,)	-	,␣
ec002:003	15 16	@	-	mikä␣
ec002:003	-	(@)	-	olisi␣
ec002:003	18b (19a) 19b	@	-	ihmislapsille␣
ec002:003	18a	%case	LOC	
ec002:003	17	@	-	hyvä
ec002:003	-	(,)	-	,␣
ec002:003	21	(@)	-	heidän␣
ec002:003	21	@	-	tehdäksensä␣
ec002:003	20	%inflection	INF1.TRA.-3	
ec002:003	-	(@)	-	sitä␣
ec002:003	(23a) 23b	@	-	taivaan␣
ec002:003	22	@	-	alla␣
ec002:003	24	@	-	lyhyinä␣
ec002:003	26	@	-	elämänsä␣
ec002:003	25	@	-	päivinä
ec002:003	-	(.)	-	.␣
ec002:004	ec002:004	ec002:004	VERSE	Srn␣2:4␣
ec002:004	1	(@)	-	Minä␣
ec002:004	1	@	-	tein␣
ec002:004	1	@	-	suuria␣
ec002:004	2	@	-	töitä
ec002:004	-	(:)	-	:␣
ec002:004	3	@	-	rakensin␣
ec002:004	4	@	-	itselleni␣
ec002:004	5	@	-	taloja
ec002:004	-	(,)	-	,␣
ec002:004	6	@	-	istutin␣
ec002:004	7	@	-	itselleni␣
ec002:004	8	@	-	viinitarhoja
ec002:004	-	(.)	-	.␣
ec002:005	ec002:005	ec002:005	VERSE	Srn␣2:5␣
ec002:005	1	(@)	-	Minä␣
ec002:005	1	@	-	laitoin␣
ec002:005	2	@	-	itselleni␣
ec002:005	3	@	-	puutarhoja␣
ec002:005	4a	@	-	ja␣
ec002:005	4b	@	-	puistoja␣
ec002:005	5a	@	-	ja␣
ec002:005	5b	@	-	istutin␣
ec002:005	6	@	-	niihin␣
ec002:005	8	@	-	kaikkinaisia␣
ec002:005	7 9	@	-	hedelmäpuita
ec002:005	-	(.)	-	.␣
ec002:006	ec002:006	ec002:006	VERSE	Srn␣2:6␣
ec002:006	1	(@)	-	Minä␣
ec002:006	1	@	-	tein␣
ec002:006	2	@	-	itselleni␣
ec002:006	3 4	@	-	vesilammikoita␣
ec002:006	5b	@	-	kastellakseni␣
ec002:006	5a	%case	TRA	
ec002:006	6	@	-	niistä␣
ec002:006	7	@	-	metsiköitä
ec002:006	-	(,)	-	,␣
ec002:006	-	(@)	-	joissa␣
ec002:006	9	@	-	puita␣
ec002:006	8	@	-	kasvoi
ec002:006	-	(.)	-	.␣
ec002:007	ec002:007	ec002:007	VERSE	Srn␣2:7␣
ec002:007	1	(@)	-	Minä␣
ec002:007	1	@	-	ostin␣
ec002:007	2	@	-	orjia␣
ec002:007	3a	@	-	ja␣
ec002:007	3b	@	-	orjattaria
ec002:007	-	(,)	-	,␣
ec002:007	4a	@	-	ja␣
ec002:007	5	@	-	kotona␣
ec002:007	4b	@	-	syntyneitäkin␣
ec002:007	7	@	-	minulla␣
ec002:007	6	@	-	oli
ec002:007	-	(;)	-	;␣
ec002:007	8	@	-	myös␣
ec002:007	13	@	-	oli␣
ec002:007	14	@	-	minulla␣
ec002:007	9	@	-	karjaa
ec002:007	-	(,)	-	,␣
ec002:007	10	@	-	raavaita␣
ec002:007	11a	@	-	ja␣
ec002:007	11b	@	-	lampaita
ec002:007	-	(,)	-	,␣
ec002:007	12	@	-	paljon␣
ec002:007	15a	@	-	enemmän␣
ec002:007	15a	@	-	kuin␣
ec002:007	15b	@	-	kenelläkään␣
ec002:007	-	(@)	-	niistä
ec002:007	-	(,)	-	,␣
ec002:007	16a	@	-	jotka␣
ec002:007	16b	(@)	-	olivat␣
ec002:007	16b	@	-	olleet␣
ec002:007	17a 17b	@	-	ennen␣
ec002:007	pers%17b	@	-	minua␣
ec002:007	18b	@	-	Jerusalemissa
ec002:007	18a	%case	LOC	
ec002:007	-	(.)	-	.␣
ec002:008	ec002:008	ec002:008	VERSE	Srn␣2:8␣
ec002:008	1	(@)	-	Minä␣
ec002:008	1	@	-	kokosin␣
ec002:008	2	@	-	itselleni␣
ec002:008	3	@	-	myöskin␣
ec002:008	4	@	-	hopeata␣
ec002:008	5a	@	-	ja␣
ec002:008	5b	@	-	kultaa␣
ec002:008	6a	@	-	ja␣
ec002:008	7	@	-	kuninkaitten␣
ec002:008	8a	@	-	ja␣
ec002:008	(8b) 8c	@	-	maakuntien␣
ec002:008	6b	@	-	aarteita␣
ec002:008	-	(@)	-	ja␣
ec002:008	9	@	-	hankin␣
ec002:008	10	@	-	itselleni␣
ec002:008	11	@	-	laulajia␣
ec002:008	12a	@	-	ja␣
ec002:008	12b	@	-	laulajattaria␣
ec002:008	13a	@	-	ja␣
ec002:008	14 (15a) 15b	@	-	ihmislasten␣
ec002:008	13b	@	-	iloja
ec002:008	-	(,)	-	,␣
ec002:008	16	@	-	vaimon
ec002:008	-	(,)	-	,␣
ec002:008	17a	@	-	jopa␣
ec002:008	17b	@	-	vaimoja
ec002:008	-	(.)	-	.␣
ec002:009	ec002:009	ec002:009	VERSE	Srn␣2:9␣
ec002:009	(1a)	-	UNTRANSLATED	
ec002:009	1b	(@)	-	Minä␣
ec002:009	1b	@	-	tulin␣
ec002:009	1b	@	-	suureksi␣
ec002:009	2a	@	-	ja␣
ec002:009	2b	@	-	yhä␣
ec002:009	2b	(@)	-	suuremmaksi
ec002:009	-	(,)	-	,␣
ec002:009	3a	@	-	yli␣
ec002:009	3b	@	-	kaikkien
ec002:009	-	(,)	-	,␣
ec002:009	4a	@	-	jotka␣
ec002:009	4b	(@)	-	olivat␣
ec002:009	4b	@	-	olleet␣
ec002:009	5a 5b	@	-	ennen␣
ec002:009	pers%5b	@	-	minua␣
ec002:009	6b	@	-	Jerusalemissa
ec002:009	6a	%case	LOC	
ec002:009	-	(.)	-	.␣
ec002:009	7	(@)	-	Sen␣
ec002:009	7	@	-	ohessa␣
ec002:009	9	@	-	pysyi␣
ec002:009	10	@	-	minussa␣
ec002:009	8	@	-	viisauteni
ec002:009	-	(.)	-	.␣
ec002:010	ec002:010	ec002:010	VERSE	Srn␣2:10␣
ec002:010	5	@	-	Enkä␣
ec002:010	1a	%clitic	kA	
ec002:010	6	(@)	-	minä␣
ec002:010	6	@	-	pidättänyt␣
ec002:010	4	@	-	silmiäni␣
ec002:010	1b	@	-	mistään
ec002:010	7	%case	LOC	
ec002:010	-	(,)	-	,␣
ec002:010	2	@	-	mitä␣
ec002:010	3	(@)	-	ne␣
ec002:010	3	@	-	pyysivät
ec002:010	-	(,)	-	,␣
ec002:010	8	@	-	enkä␣
ec002:010	9	@	-	kieltänyt␣
ec002:010	11	@	-	sydämeltäni␣
ec002:010	10	%case	LOC	
ec002:010	12b	@	-	mitään␣
ec002:010	12a	%case	PTV	
ec002:010	13	@	-	iloa
ec002:010	-	(,)	-	,␣
ec002:010	14	@	-	sillä␣
ec002:010	pers%15	@	-	minun␣
ec002:010	15	@	-	sydämeni␣
ec002:010	16	@	-	iloitsi␣
ec002:010	17b	@	-	kaikesta␣
ec002:010	17a	%case	LOC	
ec002:010	18	@	-	vaivannäöstäni
ec002:010	-	(,)	-	,␣
ec002:010	19a	@	-	ja␣
ec002:010	19b	@	-	se␣
ec002:010	20	@	-	oli␣
ec002:010	pers%21	@	-	minun␣
ec002:010	21	@	-	osani␣
ec002:010	22b	@	-	kaikesta␣
ec002:010	22a	%case	LOC	
ec002:010	23	@	-	vaivannäöstäni
ec002:010	-	(.)	-	.␣
ec002:011	ec002:011	ec002:011	VERSE	Srn␣2:11␣
ec002:011	1a	@	-	Mutta␣
ec002:011	-	(@)	-	kun␣
ec002:011	2	@	-	minä␣
ec002:011	1b	@	-	käänsin␣
ec002:011	-	(@)	-	huomioni␣
ec002:011	3b	@	-	kaikkiin␣
ec002:011	3a	%case	LOC	
ec002:011	4	@	-	töihin
ec002:011	-	(,)	-	,␣
ec002:011	5a	@	-	joita␣
ec002:011	pers%6	@	-	minun␣
ec002:011	6	@	-	käteni␣
ec002:011	5b	(@)	-	olivat␣
ec002:011	5b	@	-	tehneet
ec002:011	-	(,)	-	,␣
ec002:011	7a	@	-	ja␣
ec002:011	7c	@	-	vaivannäköön
ec002:011	7b	%case	LOC	
ec002:011	-	(,)	-	,␣
ec002:011	8a	@	-	jolla␣
ec002:011	8b	(@)	-	olin␣
ec002:011	8b	@	-	vaivannut␣
ec002:011	-	(@)	-	itseäni␣
ec002:011	-	(@)	-	niitä␣
ec002:011	9b	@	-	tehdessäni
ec002:011	9a	%case	LOC	
ec002:011	-	(,)	-	,␣
ec002:011	10a	@	-	niin␣
ec002:011	10b	@	-	katso
ec002:011	-	(:)	-	:␣
ec002:011	11a	@	-	se␣
ec002:011	-	(@)	-	oli␣
ec002:011	11b	@	-	kaikki␣
ec002:011	12	@	-	turhuutta␣
ec002:011	13a	@	-	ja␣
