na001:001	na001:001	na001:001	VERSE	Naah␣1:1␣
na002:005	-	(.)	-	.␣
na002:005	8a	@	-	Mutta␣
na002:005	(9a) 9b	@	-	suojakatos␣
na002:005	8b	(@)	-	on␣
na002:005	8b	@	-	pantu␣
na002:005	8b	@	-	kuntoon
na002:005	-	(.)	-	.␣
na002:006	na002:007	na002:006	VERSE.SHIFT	Naah␣2:6␣
na002:006	(2a) 2b	@	-	Virranpuoleiset␣
na002:006	1	@	-	portit␣
na002:006	3	(@)	-	on␣
na002:006	3	@	-	aukaistu
na002:006	(4a)	-	UNTRANSLATED	
na002:006	-	(,)	-	,␣
na002:006	(4b) 4c	@	-	palatsi␣
na002:006	5	@	-	menehtyy␣
na002:006	5	@	-	pelkoon
na002:006	-	(.)	-	.␣
na002:007	na002:008	na002:007	VERSE.SHIFT	Naah␣2:7␣
na002:007	(1a)	-	UNTRANSLATED	
na002:007	1b	@	-	Päätös␣
na002:007	1b	(@)	-	on␣
na002:007	1b	@	-	tullut
na002:007	-	(:)	-	:␣
na002:007	2	(@)	-	se␣
na002:007	2	(@)	-	on␣
na002:007	2	@	-	paljastettu
na002:007	-	(,)	-	,␣
na002:007	3	@	-	viety␣
na002:007	3	@	-	pois
na002:007	-	(;)	-	;␣
na002:007	4a	@	-	ja␣
na002:007	pers%4b	@	-	sen␣
na002:007	4b	@	-	orjattaret␣
na002:007	5	@	-	huokailevat
na002:007	-	(,)	-	,␣
na002:007	6b	@	-	kujertaen␣
na002:007	6a	@	-	kuin␣
na002:007	7	@	-	kyyhkyset
na002:007	-	(,)	-	,␣
na002:007	8	@	-	lyöden␣
na002:007	10	@	-	rintoihinsa
na002:007	9	%case	LOC	
na002:007	-	(.)	-	.␣
na002:008	na002:009	na002:008	VERSE.SHIFT	Naah␣2:8␣
na002:008	(1a)	-	UNTRANSLATED	
na002:008	1b	@	-	Niinive␣
na002:008	-	(@)	-	on␣
na002:008	-	(@)	-	ollut␣
na002:008	2a	@	-	kuin␣
na002:008	3	@	-	vetten␣
na002:008	-	(@)	-	täyttämä␣
na002:008	2b	@	-	lammikko␣
na002:008	4b	@	-	päiviensä␣
na002:008	-	(@)	-	alusta␣
na002:008	4a	@	-	asti
na002:008	(5) (6a)	-	UNTRANSLATED	
na002:008	-	(.)	-	.␣
na002:008	-	(@)	-	Nyt␣
na002:008	6b	@	-	ne␣
na002:008	7	@	-	pakenevat
na002:008	-	(!)	-	!␣
na002:008	-	(-)	-	-␣
na002:008	-	(@)	-	"
na002:008	8	@	-	Seis
na002:008	-	(!)	-	!␣
na002:008	9	@	-	Seiskää
na002:008	-	(!)	-	!
na002:008	-	(@)	-	"␣
na002:008	10a	@	-	Mutta␣
na002:008	10b	@	-	yksikään␣
na002:008	10b	@	-	ei␣
na002:008	11	@	-	käänny
na002:008	-	(.)	-	.␣
na002:009	na002:010	na002:009	VERSE.SHIFT	Naah␣2:9␣
na002:009	1	@	-	Ryöstäkää␣
na002:009	2	@	-	hopeata
na002:009	-	(,)	-	,␣
na002:009	3	@	-	ryöstäkää␣
na002:009	4	@	-	kultaa
na002:009	(5a)	-	UNTRANSLATED	
na002:009	-	(.)	-	.␣
na002:009	6	@	-	Loppumattomat␣
na002:009	5b	%case	NOM	
na002:009	-	(@)	-	ovat␣
na002:009	7b	@	-	varat
na002:009	7a	%case	NOM	
na002:009	-	(,)	-	,␣
na002:009	8	@	-	ylen␣
na002:009	8	@	-	paljon␣
na002:009	9b	@	-	kaikkinaisia␣
na002:009	9a	%case	PTV	
na002:009	11	@	-	kalliita␣
na002:009	10	@	-	kaluja
na002:009	-	(.)	-	.␣
na002:009	-	(-)	-	-␣
na002:010	na002:011	na002:010	VERSE.SHIFT	Naah␣2:10␣
na002:010	1	@	-	Tyhjänä␣
na002:010	(2a)	-	UNTRANSLATED	
na002:010	-	(@)	-	kaikki
na002:010	-	(,)	-	,␣
na002:010	2b	@	-	typötyhjänä
na002:010	(3a)	-	UNTRANSLATED	
na002:010	-	(,)	-	,␣
na002:010	3b	@	-	hävitettynä
na002:010	(4a)	-	UNTRANSLATED	
na002:010	-	(!)	-	!␣
na002:010	4b	@	-	Sydämet␣
na002:010	5	@	-	raukeavat
na002:010	(6a)	-	UNTRANSLATED	
na002:010	-	(,)	-	,␣
na002:010	7	@	-	polvet␣
na002:010	6b	@	-	tutisevat
na002:010	(8a)	-	UNTRANSLATED	
na002:010	-	(,)	-	,␣
na002:010	9b	@	-	kaikki␣
na002:010	9a	%case	NOM	
na002:010	10	@	-	lanteet␣
na002:010	8b	@	-	vapisevat
na002:010	-	(,)	-	,␣
na002:010	11a	@	-	ja␣
na002:010	12	@	-	kaikkien␣
na002:010	11b	@	-	kasvot␣
na002:010	13 14	(@)	-	ovat␣
na002:010	13 14	@	-	kalpeat
na002:010	-	(.)	-	.␣
na002:011	na002:012	na002:011	VERSE.SHIFT	Naah␣2:11␣
na002:011	1	@	-	Missä␣
na002:011	-	(@)	-	on␣
na002:011	-	(@)	-	nyt␣
na002:011	3	@	-	leijonain␣
na002:011	2	@	-	tyyssija
na002:011	(4a)	-	UNTRANSLATED	
na002:011	-	(,)	-	,␣
na002:011	6b	@	-	nuorten␣
na002:011	6b	@	-	jalopeurain␣
na002:011	6a	%case	GEN	
na002:011	4b	@	-	syöntipaikka
na002:011	(5)	-	UNTRANSLATED	
na002:011	-	(,)	-	,␣
na002:011	11 7	@	-	jossa␣
na002:011	9	@	-	leijona␣
na002:011	8	@	-	käyskenteli
na002:011	-	(,)	-	,␣
na002:011	10	@	-	naarasleijona␣
na002:011	-	(@)	-	ja␣
na002:011	12 13	@	-	leijonanpentu
na002:011	-	(,)	-	,␣
na002:011	14b	@	-	kenenkään␣
na002:011	14a	%case	GEN	
na002:011	15	@	-	peloittelematta
na002:011	-	(?)	-	?␣
na002:012	na002:013	na002:012	VERSE.SHIFT	Naah␣2:12␣
na002:012	1	@	-	Leijona␣
na002:012	2	@	-	raateli
na002:012	-	(,)	-	,␣
na002:012	-	(@)	-	mitä␣
na002:012	pers%4	@	-	sen␣
na002:012	4	@	-	pennut␣
na002:012	3b	@	-	tarvitsivat
na002:012	3a	%case	?	
na002:012	-	(,)	-	,␣
na002:012	5a	@	-	ja␣
na002:012	5b	@	-	surmasi␣
na002:012	6b	@	-	naarasleijonillensa
na002:012	6a	%case	LOC	
na002:012	(7a)	-	UNTRANSLATED	
na002:012	-	(,)	-	,␣
na002:012	7b	@	-	täytti␣
na002:012	9	@	-	luolansa␣
na002:012	8	@	-	saaliilla␣
na002:012	10a	@	-	ja␣
na002:012	10b	@	-	tyyssijansa␣
na002:012	11	@	-	raatelemallaan
na002:012	-	(.)	-	.␣
na002:013	na002:014	na002:013	VERSE.SHIFT	Naah␣2:13␣
na002:013	1	@	-	Katso
na002:013	-	(,)	-	,␣
na002:013	pers%1	@	-	minä␣
na002:013	2	@	-	käyn␣
na002:013	pers%2	@	-	sinun␣
na002:013	pers%2	(@)	-	kimppuusi
na002:013	-	(,)	-	,␣
na002:013	3	@	-	sanoo␣
na002:013	4	@	-	Herra␣
na002:013	5	@	-	Sebaot
na002:013	(6a)	-	UNTRANSLATED	
na002:013	-	(,)	-	,␣
na002:013	6b	@	-	poltan␣
na002:013	7b	@	-	savuksi␣
na002:013	7a	%case	TRA	
na002:013	pers%8	@	-	sinun␣
na002:013	8	@	-	sotavaunusi
na002:013	-	(,)	-	,␣
na002:013	9a	@	-	ja␣
na002:013	pers%9b	@	-	sinun␣
na002:013	9b	@	-	nuoret␣
na002:013	9b	@	-	jalopeurasi␣
na002:013	10	@	-	syö␣
na002:013	11	@	-	miekka
na002:013	(12a)	-	UNTRANSLATED	
na002:013	-	(.)	-	.␣
na002:013	12b	(@)	-	Minä␣
na002:013	12b	@	-	lopetan␣
na002:013	13b	@	-	maan␣
na002:013	13a	@	-	päältä␣
na002:013	pers%14	@	-	sinun␣
na002:013	14	@	-	raatelusi
na002:013	-	(,)	-	,␣
na002:013	15a 15b	@	-	eikä␣
na002:013	16	@	-	kuulla␣
na002:013	17	@	-	enää␣
na002:013	pers%19	@	-	sinun␣
na002:013	19	@	-	sanansaattajaisi␣
na002:013	18	@	-	ääntä
na002:013	-	(.)	-	.␣
na003:001	na003:001	na003:001	VERSE	Naah␣3:1␣
na003:001	1	@	-	Voi␣
na003:001	3	@	-	verivelkojen␣
na003:001	2	@	-	kaupunkia
na003:001	-	(,)	-	,␣
na003:001	-	(@)	-	joka␣
na003:001	-	(@)	-	on␣
na003:001	7	@	-	täpötäynnä␣
na003:001	4	%case	?	
na003:001	5	@	-	valhetta␣
na003:001	-	(@)	-	ja␣
na003:001	6	@	-	raastosaalista
na003:001	-	(;)	-	;␣
na003:001	8	@	-	ei␣
na003:001	9	@	-	taukoa␣
na003:001	10	@	-	ryöstäminen
na003:001	-	(!)	-	!␣
na003:002	na003:002	na003:002	VERSE	Naah␣3:2␣
na003:002	-	(@)	-	Kuule
na003:002	-	(!)	-	!␣
na003:002	2	@	-	Ruoskat␣
na003:002	1	@	-	läiskyvät
na003:002	(3a)	-	UNTRANSLATED	
na003:002	-	(,)	-	,␣
na003:002	5	@	-	pyörät␣
na003:002	3b 4	@	-	ryskyvät
na003:002	(6a)	-	UNTRANSLATED	
na003:002	-	(,)	-	,␣
na003:002	6b	@	-	hevoset␣
na003:002	7	@	-	kiitävät
na003:002	(8a)	-	UNTRANSLATED	
na003:002	-	(,)	-	,␣
na003:002	8b	@	-	vaunut␣
na003:002	9	@	-	hyppivät
na003:002	-	(,)	-	,␣
na003:003	na003:003	na003:003	VERSE	Naah␣3:3␣
na003:003	1	@	-	ratsut␣
na003:003	2	@	-	karkaavat␣
na003:003	2	@	-	pystyyn
na003:003	(3a)	-	UNTRANSLATED	
na003:003	-	(,)	-	,␣
na003:003	4	@	-	miekat␣
na003:003	3b	@	-	välkkyvät
na003:003	(5a)	-	UNTRANSLATED	
na003:003	-	(,)	-	,␣
na003:003	6	@	-	keihäät␣
na003:003	5b	@	-	salamoivat
