ps001:001	ps001:001	ps001:001	VERSE	Ps␣1:1␣
ps001:004	(3a) 3b	@	-	jumalattomat
ps001:004	-	(!)	-	!␣
ps001:004	4 5	@	-	Vaan␣
ps001:004	-	(@)	-	he␣
ps001:004	-	(@)	-	ovat␣
ps001:004	6a	@	-	kuin␣
ps001:004	6b	@	-	akanat
ps001:004	-	(,)	-	,␣
ps001:004	7	@	-	joita␣
ps001:004	9	@	-	tuuli␣
ps001:004	8	@	-	ajaa
ps001:004	-	(.)	-	.␣
ps001:005	ps001:005	ps001:005	VERSE	Ps␣1:5␣
ps001:005	1 2	@	-	Sentähden␣
ps001:005	3	@	-	eivät␣
ps001:005	5	@	-	jumalattomat␣
ps001:005	4	@	-	kestä␣
ps001:005	6b	@	-	tuomiolla␣
ps001:005	6a	%case	LOC	
ps001:005	7a	@	-	eivätkä␣
ps001:005	7b	@	-	syntiset␣
ps001:005	9	@	-	vanhurskasten␣
ps001:005	8b	@	-	seurakunnassa
ps001:005	8a	%case	LOC	
ps001:005	-	(.)	-	.␣
ps001:006	ps001:006	ps001:006	VERSE	Ps␣1:6␣
ps001:006	1	@	-	Sillä␣
ps001:006	3	@	-	Herra␣
ps001:006	2	@	-	tuntee␣
ps001:006	5	@	-	vanhurskasten␣
ps001:006	4	@	-	tien
ps001:006	-	(,)	-	,␣
ps001:006	6a	@	-	mutta␣
ps001:006	7	@	-	jumalattomain␣
ps001:006	6b	@	-	tie␣
ps001:006	8	@	-	hukkuu
ps001:006	-	(.)	-	.␣
ps002:001	ps002:001	ps002:001	VERSE	Ps␣2:1␣
ps002:001	1	@	-	Miksi␣
ps002:001	3	@	-	pakanat␣
ps002:001	2	@	-	pauhaavat␣
ps002:001	4a	@	-	ja␣
ps002:001	4b	@	-	kansat␣
ps002:001	6	@	-	turhia␣
ps002:001	5	@	-	ajattelevat
ps002:001	-	(?)	-	?␣
ps002:002	ps002:002	ps002:002	VERSE	Ps␣2:2␣
ps002:002	3	@	-	Maan␣
ps002:002	2	@	-	kuninkaat␣
ps002:002	1	@	-	nousevat
ps002:002	(4a)	-	UNTRANSLATED	
ps002:002	-	(,)	-	,␣
ps002:002	4b	@	-	ruhtinaat␣
ps002:002	6	@	-	yhdessä␣
ps002:002	5	@	-	neuvottelevat␣
ps002:002	8	@	-	Herraa␣
ps002:002	7	%case	PTV	
ps002:002	9a	@	-	ja␣
ps002:002	pers%10	@	-	hänen␣
ps002:002	10	@	-	voideltuansa␣
ps002:002	9b	@	-	vastaan
ps002:002	-	(:)	-	:␣
ps002:003	ps002:003	ps002:003	VERSE	Ps␣2:3␣
ps002:003	-	(@)	-	"
ps002:003	1	@	-	Katkaiskaamme␣
ps002:003	pers%3	@	-	heidän␣
ps002:003	3	@	-	kahleensa
ps002:003	2	%case	NOM.GEN	
ps002:003	(4a)	-	UNTRANSLATED	
ps002:003	-	(,)	-	,␣
ps002:003	4b	@	-	heittäkäämme␣
ps002:003	5	@	-	päältämme␣
ps002:003	pers%6	@	-	heidän␣
ps002:003	6	@	-	köytensä
ps002:003	-	(@)	-	"
ps002:003	-	(.)	-	.␣
ps002:004	ps002:004	ps002:004	VERSE	Ps␣2:4␣
ps002:004	pro%1	@	-	Hän
ps002:004	-	(,)	-	,␣
ps002:004	mod%1	@	-	joka␣
ps002:004	2b	@	-	taivaassa␣
ps002:004	2a	%case	LOC	
ps002:004	1	@	-	asuu
ps002:004	-	(,)	-	,␣
ps002:004	3	@	-	nauraa
ps002:004	-	(;)	-	;␣
ps002:004	4	@	-	Herra␣
ps002:004	5	@	-	pilkkaa␣
ps002:004	6	@	-	heitä
ps002:004	-	(.)	-	.␣
ps002:005	ps002:005	ps002:005	VERSE	Ps␣2:5␣
ps002:005	1	@	-	Kerran␣
ps002:005	2	(@)	-	hän␣
ps002:005	2	(@)	-	on␣
ps002:005	2	@	-	puhuva␣
ps002:005	3	@	-	heille␣
ps002:005	4b	@	-	vihassansa
ps002:005	4a	%case	LOC	
ps002:005	(5a)	-	UNTRANSLATED	
ps002:005	-	(,)	-	,␣
ps002:005	6	@	-	peljättävä␣
ps002:005	pers%6	@	-	heitä␣
ps002:005	5c	@	-	hirmuisuudessaan
ps002:005	5b	%case	LOC	
ps002:005	-	(:)	-	:␣
ps002:006	ps002:006	ps002:006	VERSE	Ps␣2:6␣
ps002:006	(1a)	-	UNTRANSLATED	
ps002:006	-	(@)	-	"
ps002:006	1b	@	-	Minä␣
ps002:006	2	(@)	-	olen␣
ps002:006	2	@	-	asettanut␣
ps002:006	3	@	-	kuninkaani␣
ps002:006	5	@	-	Siioniin
ps002:006	4	%case	LOC	
ps002:006	-	(,)	-	,␣
ps002:006	7	@	-	pyhälle␣
ps002:006	6	@	-	vuorelleni
ps002:006	-	(@)	-	"
ps002:006	-	(.)	-	.␣
ps002:007	ps002:007	ps002:007	VERSE	Ps␣2:7␣
ps002:007	1	(@)	-	Minä␣
ps002:007	1	@	-	ilmoitan
ps002:007	-	(,)	-	,␣
ps002:007	-	(@)	-	mitä␣
ps002:007	4	@	-	Herra␣
ps002:007	3	(@)	-	on␣
ps002:007	3	@	-	säätänyt
ps002:007	2	%case	NOM	
ps002:007	-	(.)	-	.␣
ps002:007	5	(@)	-	Hän␣
ps002:007	5	@	-	lausui␣
ps002:007	6	@	-	minulle
ps002:007	-	(:)	-	:␣
ps002:007	-	(@)	-	"
ps002:007	8	@	-	Sinä␣
ps002:007	-	(@)	-	olet␣
ps002:007	pers%7	@	-	minun␣
ps002:007	7	@	-	poikani
ps002:007	-	(,)	-	,␣
ps002:007	(10a) 10b	@	-	tänä␣
ps002:007	(10a) 10b	@	-	päivänä␣
ps002:007	9	@	-	minä␣
ps002:007	pers%11	@	-	sinut␣
ps002:007	11	@	-	synnytin
ps002:007	-	(.)	-	.␣
ps002:008	ps002:008	ps002:008	VERSE	Ps␣2:8␣
ps002:008	1	@	-	Ano␣
ps002:008	2	@	-	minulta
ps002:008	-	(,)	-	,␣
ps002:008	3a	@	-	niin␣
ps002:008	3b	(@)	-	minä␣
ps002:008	3b	@	-	annan␣
ps002:008	4	@	-	pakanakansat␣
ps002:008	pers%5	@	-	sinun␣
ps002:008	5	@	-	perinnöksesi␣
ps002:008	6a	@	-	ja␣
ps002:008	8	@	-	maan␣
ps002:008	7	@	-	ääret␣
ps002:008	pers%6b	@	-	sinun␣
ps002:008	6b	@	-	omiksesi
ps002:008	-	(.)	-	.␣
ps002:009	ps002:009	ps002:009	VERSE	Ps␣2:9␣
ps002:009	3	@	-	Rautaisella␣
ps002:009	2b	@	-	valtikalla␣
ps002:009	2a	%case	LOC	
ps002:009	1	(@)	-	sinä␣
ps002:009	pers%1	@	-	heidät␣
ps002:009	1	@	-	muserrat
ps002:009	-	(,)	-	,␣
ps002:009	4a	@	-	niinkuin␣
ps002:009	4b 5	@	-	saviastian␣
ps002:009	6	(@)	-	sinä␣
ps002:009	6	@	-	särjet␣
ps002:009	pers%6	@	-	heidät
ps002:009	-	(.)	-	.
ps002:009	-	(@)	-	"␣
ps002:010	ps002:010	ps002:010	VERSE	Ps␣2:10␣
ps002:010	(1a)	-	UNTRANSLATED	
ps002:010	3	@	-	Tulkaa␣
ps002:010	1b	@	-	siis␣
ps002:010	3	@	-	järkiinne
ps002:010	-	(,)	-	,␣
ps002:010	2	@	-	kuninkaat
ps002:010	-	(,)	-	,␣
ps002:010	6	@	-	maan␣
ps002:010	5	@	-	tuomarit
ps002:010	-	(,)	-	,␣
ps002:010	4	@	-	ottakaa␣
ps002:010	4	@	-	nuhteesta␣
ps002:010	4	@	-	vaari
ps002:010	-	(.)	-	.␣
ps002:011	ps002:011	ps002:011	VERSE	Ps␣2:11␣
ps002:011	1	@	-	Palvelkaa␣
ps002:011	3	@	-	Herraa␣
ps002:011	2	%case	PTV	
ps002:011	4b	@	-	pelvolla␣
ps002:011	4a	%case	LOC	
ps002:011	5a	@	-	ja␣
ps002:011	5b	@	-	iloitkaa␣
ps002:011	6b	@	-	vavistuksella
ps002:011	6a	%case	LOC	
ps002:011	-	(.)	-	.␣
ps002:012	ps002:012	ps002:012	VERSE	Ps␣2:12␣
ps002:012	1	@	-	Antakaa␣
ps002:012	1	@	-	suuta␣
ps002:012	2	@	-	pojalle
ps002:012	-	(,)	-	,␣
ps002:012	3	@	-	ettei␣
ps002:012	4	(@)	-	hän␣
ps002:012	4	@	-	vihastuisi␣
ps002:012	5a	@	-	ettekä␣
ps002:012	5b	(@)	-	te␣
ps002:012	5b	@	-	hukkuisi␣
ps002:012	6	@	-	tiellänne
ps002:012	-	(.)	-	.␣
ps002:012	7	@	-	Sillä␣
ps002:012	pers%10	@	-	hänen␣
ps002:012	10	@	-	vihansa␣
ps002:012	8	@	-	syttyy␣
ps002:012	9b	@	-	äkisti
ps002:012	9a	%case	?	
ps002:012	-	(.)	-	.␣
ps002:012	11	@	-	Autuaat␣
ps002:012	-	(@)	-	ovat␣
ps002:012	12	@	-	kaikki
ps002:012	-	(,)	-	,␣
ps002:012	-	(@)	-	jotka␣
ps002:012	14	@	-	häneen␣
ps002:012	13	@	-	turvaavat
ps002:012	-	(.)	-	.␣
ps003:001	ps003:001	ps003:001	VERSE	Ps␣3:1␣
ps003:001	2b	@	-	Daavidin␣
ps003:001	2a	%case	GEN	
ps003:001	1	@	-	virsi
ps003:001	-	(,)	-	,␣
ps003:001	pers%3b	@	-	hänen␣
ps003:001	3b	@	-	paetessaan␣
ps003:001	3a	%case	LOC	
ps003:001	6	@	-	poikaansa␣
ps003:001	5	@	-	Absalomia
ps003:001	4a 4b	%case	PTV	
ps003:001	-	(.)	-	.␣
ps003:002	ps003:002	ps003:002	VERSE	Ps␣3:2␣
ps003:002	1	@	-	Herra
ps003:002	-	(,)	-	,␣
ps003:002	2	@	-	kuinka␣
ps003:002	3	@	-	paljon␣
ps003:002	pers%4	@	-	minulla␣
ps003:002	3	@	-	on␣
ps003:002	4	@	-	vihollisia
ps003:002	-	(,)	-	,␣
ps003:002	5	@	-	paljon␣
ps003:002	-	(@)	-	niitä
ps003:002	-	(,)	-	,␣
ps003:002	-	(@)	-	jotka␣
ps003:002	6	@	-	nousevat␣
ps003:002	pers%7	@	-	minua␣
ps003:002	7	@	-	vastaan
ps003:002	-	(!)	-	!␣
ps003:003	ps003:003	ps003:003	VERSE	Ps␣3:3␣
ps003:003	1	@	-	Monet␣
ps003:003	2	@	-	sanovat␣
ps003:003	3b	@	-	minusta
ps003:003	3a	%case	LOC	
ps003:003	-	(:)	-	:␣
ps003:003	-	(@)	-	"
ps003:003	4	@	-	Ei␣
ps003:003	4	@	-	ole␣
ps003:003	6	@	-	hänellä␣
ps003:003	5	@	-	pelastusta␣
ps003:003	7b	@	-	Jumalassa
ps003:003	7a	%case	LOC	
ps003:003	-	(@)	-	"
ps003:003	-	(.)	-	.␣
ps003:003	8	@	-	Sela
ps003:003	-	(.)	-	.␣
ps003:004	ps003:004	ps003:004	VERSE	Ps␣3:4␣
ps003:004	1a	@	-	Mutta␣
ps003:004	1b	@	-	sinä
ps003:004	-	(,)	-	,␣
ps003:004	2	@	-	Herra
ps003:004	-	(,)	-	,␣
ps003:004	-	(@)	-	olet␣
ps003:004	4	@	-	minun␣
ps003:004	3	@	-	kilpeni
ps003:004	-	(,)	-	,␣
ps003:004	-	(@)	-	sinä␣
ps003:004	-	(@)	-	olet␣
ps003:004	pers%5	@	-	minun␣
ps003:004	5	@	-	kunniani
ps003:004	(6a)	-	UNTRANSLATED	
ps003:004	-	(,)	-	,␣
ps003:004	-	(@)	-	sinä␣
ps003:004	6b	@	-	kohotat␣
ps003:004	pers%7	@	-	minun␣
ps003:004	7	@	-	pääni
ps003:004	-	(.)	-	.␣
ps003:005	ps003:005	ps003:005	VERSE	Ps␣3:5␣
ps003:005	1	@	-	Ääneeni␣
ps003:005	4	(@)	-	minä␣
ps003:005	4	@	-	huudan␣
ps003:005	3	@	-	Herraa
ps003:005	2	%case	PTV	
ps003:005	-	(,)	-	,␣
ps003:005	5a	@	-	ja␣
ps003:005	5b	(@)	-	hän␣
ps003:005	5b	@	-	vastaa␣
ps003:005	pers%5b	@	-	minulle␣
ps003:005	7	@	-	pyhältä␣
ps003:005	6b	@	-	vuoreltansa
ps003:005	6a	%case	LOC	
ps003:005	-	(.)	-	.␣
ps003:005	8	@	-	Sela
ps003:005	-	(.)	-	.␣
ps003:006	ps003:006	ps003:006	VERSE	Ps␣3:6␣
ps003:006	1	@	-	Minä␣
ps003:006	2	@	-	käyn␣
ps003:006	2	@	-	levolle␣
ps003:006	3a	@	-	ja␣
ps003:006	3b	@	-	nukun
ps003:006	-	(;)	-	;␣
ps003:006	4	(@)	-	minä␣
ps003:006	4	@	-	herään
ps003:006	-	(,)	-	,␣
ps003:006	5	@	-	sillä␣
ps003:006	6	@	-	Herra␣
ps003:006	pers%7	@	-	minua␣
ps003:006	7	@	-	tukee
ps003:006	-	(.)	-	.␣
ps003:007	ps003:007	ps003:007	VERSE	Ps␣3:7␣
ps003:007	1	@	-	En␣
ps003:007	2	@	-	pelkää␣
ps003:007	3b	@	-	kymmentuhantista␣
ps003:007	3a	%case	PTV	
ps003:007	4	@	-	joukkoa
ps003:007	-	(,)	-	,␣
ps003:007	5	@	-	joka␣
ps003:007	7	@	-	asettuu␣
ps003:007	6	@	-	yltympäri␣
ps003:007	pers%8	@	-	minua␣
ps003:007	8	@	-	vastaan
ps003:007	-	(.)	-	.␣
ps003:008	ps003:008	ps003:008	VERSE	Ps␣3:8␣
ps003:008	1	@	-	Nouse
ps003:008	-	(,)	-	,␣
ps003:008	2	@	-	Herra
ps003:008	-	(,)	-	,␣
ps003:008	3	@	-	pelasta␣
ps003:008	pers%3	@	-	minut
ps003:008	-	(,)	-	,␣
ps003:008	pers%4	@	-	minun␣
ps003:008	4	@	-	Jumalani
ps003:008	-	(!)	-	!␣
ps003:008	5	@	-	Sillä␣
ps003:008	6	(@)	-	sinä␣
ps003:008	6	@	-	lyöt␣
ps003:008	10	@	-	poskelle␣
ps003:008	8	@	-	kaikkia␣
ps003:008	7	%case	PTV	
ps003:008	pers%9	@	-	minun␣
ps003:008	9	@	-	vihollisiani
ps003:008	-	(,)	-	,␣
ps003:008	13	(@)	-	sinä␣
ps003:008	13	@	-	murskaat␣
ps003:008	12	@	-	jumalattomain␣
ps003:008	11	@	-	hampaat
ps003:008	-	(.)	-	.␣
ps003:009	ps003:009	ps003:009	VERSE	Ps␣3:9␣
ps003:009	1b	@	-	Herrassa␣
ps003:009	1a	%case	LOC	
ps003:009	-	(@)	-	on␣
ps003:009	(2a) 2b	@	-	pelastus
ps003:009	-	(;)	-	;␣
ps003:009	pers%5	@	-	sinun␣
ps003:009	5	@	-	siunauksesi␣
ps003:009	-	(@)	-	tulkoon␣
ps003:009	pers%4	@	-	sinun␣
ps003:009	4	@	-	kansallesi
ps003:009	3	%case	LOC	
ps003:009	-	(.)	-	.␣
ps003:009	6	@	-	Sela
ps003:009	-	(.)	-	.␣
ps004:001	ps004:001	ps004:001	VERSE	Ps␣4:1␣
ps004:001	1b	@	-	Veisuunjohtajalle
ps004:001	1a	%case	LOC	
ps004:001	-	(;)	-	;␣
ps004:001	2b	@	-	kielisoittimilla
ps004:001	2a	%case	LOC	
ps004:001	-	(;)	-	;␣
ps004:001	4b	@	-	Daavidin␣
ps004:001	4a	%case	GEN	
ps004:001	3	@	-	virsi
ps004:001	-	(.)	-	.␣
ps004:002	ps004:002	ps004:002	VERSE	Ps␣4:2␣
ps004:002	2	@	-	Vastaa␣
ps004:002	pers%2	@	-	minulle
ps004:002	-	(,)	-	,␣
ps004:002	1a	@	-	kun␣
ps004:002	pers%1b	@	-	minä␣
ps004:002	1b	@	-	huudan
ps004:002	-	(,)	-	,␣
ps004:002	-	(@)	-	sinä␣
ps004:002	pers%4	@	-	minun␣
ps004:002	4	@	-	vanhurskauteni␣
ps004:002	3	@	-	Jumala
ps004:002	-	(,)	-	,␣
ps004:002	-	(@)	-	joka␣
ps004:002	5b	@	-	ahdingossa␣
ps004:002	5a	%case	LOC	
ps004:002	6	@	-	avarrat␣
ps004:002	7	@	-	minun␣
ps004:002	sem%6	@	-	tilani
ps004:002	-	(.)	-	.␣
ps004:002	8	@	-	Armahda␣
ps004:002	pers%8	@	-	minua
ps004:002	(9a)	-	UNTRANSLATED	
ps004:002	-	(,)	-	,␣
ps004:002	9b	@	-	kuule␣
ps004:002	pers%10	@	-	minun␣
ps004:002	10	@	-	rukoukseni
ps004:002	-	(.)	-	.␣
ps004:003	ps004:003	ps004:003	VERSE	Ps␣4:3␣
ps004:003	sem%1 sem%2	@	-	Te␣
ps004:003	1 2	@	-	miehet
ps004:003	-	(,)	-	,␣
ps004:003	3 4	@	-	kuinka␣
ps004:003	3 4	@	-	kauan␣
ps004:003	pers%5	@	-	minun␣
ps004:003	5	@	-	kunniaani␣
ps004:003	6a	@	-	pidetään␣
ps004:003	6b	@	-	pilkkana
ps004:003	-	(,)	-	,␣
ps004:003	-	(@)	-	kuinka␣
ps004:003	-	(@)	-	kauan␣
ps004:003	7	(@)	-	te␣
ps004:003	7	@	-	rakastatte␣
ps004:003	8	@	-	turhuutta
ps004:003	-	(,)	-	,␣
ps004:003	9	@	-	etsitte␣
ps004:003	10	@	-	valhetta
ps004:003	-	(?)	-	?␣
ps004:003	11	@	-	Sela
ps004:003	-	(.)	-	.␣
ps004:004	ps004:004	ps004:004	VERSE	Ps␣4:4␣
ps004:004	(1a)	-	UNTRANSLATED	
ps004:004	1b	@	-	Tietäkää
ps004:004	(2)	-	UNTRANSLATED	
ps004:004	-	(:)	-	:␣
ps004:004	3	@	-	ihmeellinen␣
ps004:004	3	@	-	on␣
ps004:004	4	@	-	Herra␣
ps004:004	5	@	-	hurskastansa␣
ps004:004	6	%pers	3	
ps004:004	sem%3	@	-	kohtaan
ps004:004	-	(,)	-	,␣
ps004:004	7	@	-	Herra␣
ps004:004	8	@	-	kuulee
ps004:004	-	(,)	-	,␣
ps004:004	9a	@	-	kun␣
ps004:004	pers%9b	@	-	minä␣
ps004:004	10	@	-	häntä␣
ps004:004	9b	@	-	huudan
ps004:004	-	(.)	-	.␣
ps004:005	ps004:005	ps004:005	VERSE	Ps␣4:5␣
ps004:005	1	@	-	Vaviskaa
ps004:005	-	(,)	-	,␣
ps004:005	2b	@	-	älkääkä␣
ps004:005	2a	%clitic	kA	
ps004:005	3	@	-	syntiä␣
ps004:005	3	@	-	tehkö
ps004:005	-	(.)	-	.␣
ps004:005	4	@	-	Puhukaa␣
ps004:005	5b	@	-	sydämissänne␣
ps004:005	5a	%case	LOC	
ps004:005	7	@	-	vuoteillanne␣
ps004:005	6	%case	LOC	
ps004:005	8a	@	-	ja␣
ps004:005	8b	@	-	olkaa␣
ps004:005	8b	@	-	hiljaa
ps004:005	-	(.)	-	.␣
ps004:005	9	@	-	Sela
ps004:005	-	(.)	-	.␣
ps004:006	ps004:006	ps004:006	VERSE	Ps␣4:6␣
ps004:006	1	@	-	Uhratkaa␣
ps004:006	3	@	-	vanhurskauden␣
ps004:006	2	@	-	uhreja␣
ps004:006	4a	@	-	ja␣
ps004:006	4b	@	-	luottakaa␣
ps004:006	6	@	-	Herraan
ps004:006	5	%case	LOC	
ps004:006	-	(.)	-	.␣
ps004:007	ps004:007	ps004:007	VERSE	Ps␣4:7␣
ps004:007	1	@	-	Moni␣
ps004:007	2	@	-	sanoo
ps004:007	-	(:)	-	:␣
ps004:007	-	(@)	-	"
ps004:007	3	@	-	Kuka␣
ps004:007	4	@	-	antaa␣
ps004:007	pers%4	@	-	meille␣
ps004:007	-	(@)	-	sitä
ps004:007	-	(,)	-	,␣
ps004:007	-	(@)	-	mikä␣
ps004:007	5	@	-	hyvä␣
ps004:007	-	(@)	-	on
ps004:007	-	(?)	-	?
ps004:007	-	(@)	-	"␣
ps004:007	10	@	-	Herra
ps004:007	-	(,)	-	,␣
ps004:007	6	@	-	käännä␣
ps004:007	-	(@)	-	sinä␣
ps004:007	7	@	-	meihin␣
ps004:007	9	@	-	kasvojesi␣
ps004:007	8	@	-	valkeus
ps004:007	-	(.)	-	.␣
ps004:008	ps004:008	ps004:008	VERSE	Ps␣4:8␣
ps004:008	1	(@)	-	Sinä␣
ps004:008	1	@	-	annat␣
ps004:008	pers%3b	@	-	minun␣
ps004:008	3b	@	-	sydämeeni␣
ps004:008	3a	%case	LOC	
ps004:008	4a	@	-	suuremman␣
ps004:008	2	@	-	ilon
ps004:008	-	(,)	-	,␣
ps004:008	4a	@	-	kuin␣
ps004:008	4b	%case	?	
ps004:008	pers%5	@	-	heillä␣
ps004:008	-	(@)	-	on␣
ps004:008	7	@	-	runsaasta␣
ps004:008	5	@	-	viljasta␣
ps004:008	6a	@	-	ja␣
ps004:008	6b	@	-	viinistä
ps004:008	-	(.)	-	.␣
ps004:009	ps004:009	ps004:009	VERSE	Ps␣4:9␣
ps004:009	1b	@	-	Rauhassa␣
ps004:009	1a	%case	LOC	
ps004:009	(2)	-	UNTRANSLATED	
ps004:009	3	(@)	-	minä␣
ps004:009	3	@	-	käyn␣
ps004:009	3	@	-	levolle␣
ps004:009	4a	@	-	ja␣
ps004:009	4b	@	-	nukun
ps004:009	-	(,)	-	,␣
ps004:009	5	@	-	sillä␣
ps004:009	6	@	-	sinä
ps004:009	-	(,)	-	,␣
ps004:009	7	@	-	Herra
ps004:009	-	(,)	-	,␣
ps004:009	8b	@	-	yksin␣
ps004:009	8a	%case	?	
ps004:009	10	(@)	-	annat␣
ps004:009	pers%10	@	-	minun␣
ps004:009	9b	@	-	turvassa␣
ps004:009	9a	%case	LOC	
ps004:009	10	@	-	asua
ps004:009	-	(.)	-	.␣
ps005:001	ps005:001	ps005:001	VERSE	Ps␣5:1␣
ps005:001	1b	@	-	Veisuunjohtajalle
ps005:001	1a	%case	LOC	
ps005:001	-	(;)	-	;␣
ps005:001	(3a) 3b	@	-	huilusoittimilla
ps005:001	2	%case	LOC	
ps005:001	-	(;)	-	;␣
ps005:001	5b	@	-	Daavidin␣
ps005:001	5a	%case	GEN	
ps005:001	4	@	-	virsi
ps005:001	-	(.)	-	.␣
ps005:002	ps005:002	ps005:002	VERSE	Ps␣5:2␣
ps005:002	2	@	-	Ota␣
ps005:002	2	@	-	korviisi␣
ps005:002	pers%1	@	-	minun␣
ps005:002	1	@	-	sanani
ps005:002	-	(,)	-	,␣
ps005:002	3	@	-	Herra
ps005:002	-	(,)	-	,␣
ps005:002	4	@	-	huomaa␣
ps005:002	5	@	-	huokaukseni
ps005:002	-	(.)	-	.␣
ps005:003	ps005:003	ps005:003	VERSE	Ps␣5:3␣
ps005:003	1	@	-	Kuuntele␣
ps005:003	3	@	-	huutoni␣
ps005:003	2b	@	-	ääntä
ps005:003	2a	%case	PTV	
ps005:003	-	(,)	-	,␣
ps005:003	pers%4	@	-	minun␣
ps005:003	4	@	-	kuninkaani␣
ps005:003	5a	@	-	ja␣
ps005:003	5b	@	-	Jumalani
ps005:003	-	(,)	-	,␣
ps005:003	6	@	-	sillä␣
ps005:003	7	@	-	sinua␣
ps005:003	8	(@)	-	minä␣
ps005:003	8	@	-	rukoilen
ps005:003	-	(.)	-	.␣
ps005:004	ps005:004	ps005:004	VERSE	Ps␣5:4␣
ps005:004	1	@	-	Herra
ps005:004	-	(,)	-	,␣
ps005:004	2	@	-	varhain␣
ps005:004	3	(@)	-	sinä␣
ps005:004	3	@	-	kuulet␣
ps005:004	pers%4	@	-	minun␣
ps005:004	4	@	-	ääneni
ps005:004	-	(,)	-	,␣
ps005:004	5	@	-	varhain␣
ps005:004	6	(@)	-	minä␣
ps005:004	6	@	-	valmistan␣
ps005:004	7	@	-	sinulle␣
ps005:004	sem%6	@	-	uhrin␣
ps005:004	8a	@	-	ja␣
ps005:004	8b	@	-	odotan
ps005:004	-	(.)	-	.␣
ps005:005	ps005:005	ps005:005	VERSE	Ps␣5:5␣
ps005:005	1	@	-	Sillä␣
ps005:005	-	(@)	-	sinä␣
ps005:005	2	@	-	et␣
ps005:005	-	(@)	-	ole␣
ps005:005	-	(@)	-	se␣
ps005:005	3	@	-	Jumala
ps005:005	-	(,)	-	,␣
ps005:005	-	(@)	-	jolle␣
ps005:005	5	@	-	jumalattomuus␣
ps005:005	4	@	-	kelpaa
ps005:005	-	(.)	-	.␣
ps005:005	9	@	-	Paha␣
ps005:005	7	@	-	ei␣
ps005:005	8	(@)	-	saa␣
ps005:005	8	@	-	asua␣
ps005:005	6	@	-	sinun␣
ps005:005	pers%8	@	-	tykönäsi
ps005:005	-	(.)	-	.␣
ps005:006	ps005:006	ps005:006	VERSE	Ps␣5:6␣
ps005:006	3	@	-	Ylvästelijät␣
ps005:006	1	@	-	eivät␣
ps005:006	2	@	-	kestä␣
ps005:006	pers%5	@	-	sinun␣
ps005:006	5	@	-	silmiesi␣
ps005:006	4a 4b	@	-	edessä
ps005:006	-	(;)	-	;␣
ps005:006	6	(@)	-	sinä␣
