jb001:001	jb001:001	jb001:001	VERSE	Job␣1:1␣
jb001:008	-	(@)	-	"
jb001:008	5b 6	(@)	-	Oletko␣
jb001:008	5a	%clitic	kO	
jb001:008	5b 6	@	-	pannut␣
jb001:008	5b 6	@	-	merkille␣
jb001:008	8	@	-	palvelijaani␣
jb001:008	7	%case	PTV	
jb001:008	9	@	-	Jobia
jb001:008	-	(?)	-	?␣
jb001:008	10	@	-	Sillä␣
jb001:008	11	@	-	ei␣
jb001:008	11	@	-	ole␣
jb001:008	13b	@	-	maan␣
jb001:008	13a	@	-	päällä␣
jb001:008	pers%12	@	-	hänen␣
jb001:008	12	@	-	vertaistansa
jb001:008	-	(;)	-	;␣
jb001:008	-	(@)	-	hän␣
jb001:008	-	(@)	-	on␣
jb001:008	15	@	-	nuhteeton␣
jb001:008	16a	@	-	ja␣
jb001:008	16b	@	-	rehellinen␣
jb001:008	14	@	-	mies
jb001:008	-	(,)	-	,␣
jb001:008	17	@	-	pelkää␣
jb001:008	18	@	-	Jumalaa␣
jb001:008	19a	@	-	ja␣
jb001:008	19b	@	-	karttaa␣
jb001:008	20b	@	-	pahaa
jb001:008	20a	%case	PTV	
jb001:008	-	(.)	-	.
jb001:008	-	(@)	-	"␣
jb001:009	jb001:009	jb001:009	VERSE	Job␣1:9␣
jb001:009	(1a)	-	UNTRANSLATED	
jb001:009	(2a) 2b	@	-	Saatana␣
jb001:009	1b	@	-	vastasi␣
jb001:009	4	@	-	Herralle␣
jb001:009	3	%case	LOC	
jb001:009	5a	@	-	ja␣
jb001:009	5b	@	-	sanoi
jb001:009	-	(:)	-	:␣
jb001:009	-	(@)	-	"
jb001:009	6b	@	-	Suottako␣
jb001:009	6a	%clitic	kO	
jb001:009	8	@	-	Job␣
jb001:009	7	@	-	pelkää␣
jb001:009	9	@	-	Jumalaa
jb001:009	-	(?)	-	?␣
jb001:010	jb001:010	jb001:010	VERSE	Job␣1:10␣
jb001:010	1b	@	-	Olethan␣
jb001:010	1a	%clitic	hAn	
jb001:010	3	@	-	itse␣
jb001:010	12b	@	-	kaikilta␣
jb001:010	12a	%case	LOC	
jb001:010	12b	@	-	puolin␣
jb001:010	4	@	-	suojannut␣
jb001:010	5	@	-	hänet
jb001:010	(6a)	-	UNTRANSLATED	
jb001:010	-	(,)	-	,␣
jb001:010	pers%7	@	-	hänen␣
jb001:010	7	@	-	talonsa␣
jb001:010	6b	%case	NOM.GEN	
jb001:010	8a	@	-	ja␣
jb001:010	9	@	-	kaiken
jb001:010	8b	%case	GEN	
jb001:010	-	(,)	-	,␣
jb001:010	10	@	-	mitä␣
jb001:010	11	@	-	hänellä␣
jb001:010	-	(@)	-	on
jb001:010	-	(;)	-	;␣
jb001:010	15	(@)	-	olet␣
jb001:010	15	@	-	siunannut␣
jb001:010	pers%14	@	-	hänen␣
jb001:010	14	@	-	kättensä␣
jb001:010	13	@	-	työn
jb001:010	-	(,)	-	,␣
jb001:010	16a	@	-	ja␣
jb001:010	pers%16b	@	-	hänen␣
jb001:010	16b	@	-	karjalaumansa␣
jb001:010	17	(@)	-	ovat␣
jb001:010	17	@	-	levinneet␣
jb001:010	18a	@	-	ympäri␣
jb001:010	18b	@	-	maata
jb001:010	-	(.)	-	.␣
jb001:011	jb001:011	jb001:011	VERSE	Job␣1:11␣
jb001:011	1a	@	-	Mutta␣
jb001:011	2	@	-	ojennapa␣
jb001:011	1b 3	%clitic	pA	
jb001:011	4	@	-	kätesi␣
jb001:011	5a	@	-	ja␣
jb001:011	5b	@	-	koske␣
jb001:011	6b	@	-	kaikkeen
jb001:011	6a	%case	LOC	
jb001:011	-	(,)	-	,␣
jb001:011	7	@	-	mitä␣
jb001:011	8	@	-	hänellä␣
jb001:011	-	(@)	-	on
jb001:011	-	(:)	-	:␣
jb001:011	10 9	@	-	varmaan␣
jb001:011	13	(@)	-	hän␣
jb001:011	13	@	-	kiroaa␣
jb001:011	pers%13	@	-	sinua␣
jb001:011	11	@	-	vasten␣
jb001:011	12	@	-	kasvojasi
jb001:011	-	(.)	-	.
jb001:011	-	(@)	-	"␣
jb001:012	jb001:012	jb001:012	VERSE	Job␣1:12␣
jb001:012	1a	@	-	Niin␣
jb001:012	2	@	-	Herra␣
jb001:012	1b	@	-	sanoi␣
jb001:012	(4a) 4b	@	-	saatanalle
jb001:012	3	%case	LOC	
jb001:012	-	(:)	-	:␣
jb001:012	-	(@)	-	"
jb001:012	5	@	-	Katso
jb001:012	-	(,)	-	,␣
jb001:012	6	@	-	kaikki
jb001:012	-	(,)	-	,␣
jb001:012	7	@	-	mitä␣
jb001:012	8	@	-	hänellä␣
jb001:012	-	(@)	-	on
jb001:012	-	(,)	-	,␣
jb001:012	-	(@)	-	olkoon␣
jb001:012	pers%9b	@	-	sinun␣
jb001:012	9b	@	-	käsissäsi
jb001:012	9a	%case	LOC	
jb001:012	-	(;)	-	;␣
jb001:012	12	@	-	älä␣
jb001:012	10	@	-	vain␣
jb001:012	13	@	-	koske␣
jb001:012	14	@	-	kädelläsi␣
jb001:012	11	@	-	häneen␣
jb001:012	-	(@)	-	itseensä
jb001:012	-	(@)	-	"
jb001:012	-	(.)	-	.␣
jb001:012	15a	@	-	Ja␣
jb001:012	(16a) 16b	@	-	saatana␣
jb001:012	15b	@	-	meni␣
jb001:012	17a	@	-	pois␣
jb001:012	19	@	-	Herran␣
jb001:012	18	@	-	edestä
jb001:012	17b	%case	LOC	
jb001:012	-	(.)	-	.␣
jb001:013	jb001:013	jb001:013	VERSE	Job␣1:13␣
jb001:013	1a	@	-	Kun␣
jb001:013	(1b)	-	UNTRANSLATED	
jb001:013	-	(@)	-	sitten␣
jb001:013	-	(@)	-	eräänä␣
jb001:013	(2a) 2b	@	-	päivänä␣
jb001:013	(3a)	-	UNTRANSLATED	
jb001:013	pers%3b	@	-	hänen␣
jb001:013	3b	@	-	poikansa␣
jb001:013	4a	@	-	ja␣
jb001:013	4b	@	-	tyttärensä␣
jb001:013	5	@	-	söivät␣
jb001:013	6a	@	-	ja␣
jb001:013	6b	@	-	joivat␣
jb001:013	7	@	-	viiniä␣
jb001:013	(10a) 10b	@	-	vanhimman␣
jb001:013	9	@	-	veljensä␣
jb001:013	8b	@	-	talossa
jb001:013	8a	%case	LOC	
jb001:013	-	(,)	-	,␣
jb001:014	jb001:014	jb001:014	VERSE	Job␣1:14␣
jb001:014	(1a)	-	UNTRANSLATED	
jb001:014	2	@	-	tuli␣
jb001:014	1b	@	-	sanansaattaja␣
jb001:014	4	@	-	Jobin␣
jb001:014	3	@	-	luo␣
jb001:014	5a	@	-	ja␣
jb001:014	5b	@	-	sanoi
jb001:014	-	(:)	-	:␣
jb001:014	-	(@)	-	"
jb001:014	(6a) 6b	@	-	Raavailla␣
jb001:014	8	@	-	kynnettiin
jb001:014	7	%case	?	
jb001:014	-	(,)	-	,␣
jb001:014	9a	@	-	ja␣
jb001:014	(9b) 9c	@	-	aasintammat␣
jb001:014	10	@	-	kävivät␣
jb001:014	pers%12	@	-	niiden␣
jb001:014	12	@	-	vieressä␣
jb001:014	11	%case	LOC	
jb001:014	10	@	-	laitumella
jb001:014	-	(;)	-	;␣
jb001:015	jb001:015	jb001:015	VERSE	Job␣1:15␣
jb001:015	1a	@	-	niin␣
jb001:015	2	@	-	sabalaiset␣
jb001:015	1b	@	-	hyökkäsivät␣
jb001:015	3a	@	-	ja␣
jb001:015	3b	@	-	ryöstivät␣
jb001:015	pers%3b	@	-	ne␣
jb001:015	4a	@	-	ja␣
jb001:015	6	@	-	surmasivat␣
jb001:015	(5a) 5b	@	-	palvelijat␣
jb001:015	4b	%case	NOM	
jb001:015	8	@	-	miekan␣
jb001:015	7b	@	-	terällä
jb001:015	7a	%case	LOC	
jb001:015	(9a)	-	UNTRANSLATED	
jb001:015	-	(.)	-	.␣
jb001:015	10	@	-	Vain␣
jb001:015	11	@	-	minä␣
jb001:015	12a 12b	@	-	yksin␣
jb001:015	9b	@	-	pelastuin␣
jb001:015	13b	@	-	kertomaan␣
jb001:015	13a	%case	LOC	
jb001:015	-	(@)	-	tämän␣
jb001:015	14	@	-	sinulle
jb001:015	-	(.)	-	.
jb001:015	-	(@)	-	"␣
jb001:016	jb001:016	jb001:016	VERSE	Job␣1:16␣
jb001:016	2	@	-	Hänen␣
jb001:016	1	@	-	vielä␣
jb001:016	3	@	-	puhuessaan␣
jb001:016	(4a)	-	UNTRANSLATED	
jb001:016	5	@	-	tuli␣
jb001:016	4b	@	-	toinen␣
jb001:016	6a	@	-	ja␣
jb001:016	6b	@	-	sanoi
jb001:016	-	(:)	-	:␣
jb001:016	-	(@)	-	"
jb001:016	8	@	-	Jumalan␣
jb001:016	7	@	-	tuli␣
jb001:016	9	@	-	iski␣
jb001:016	9	@	-	alas␣
jb001:016	(11a) 11b	@	-	taivaasta
jb001:016	10	%case	LOC	
jb001:016	(12a)	-	UNTRANSLATED	
jb001:016	-	(,)	-	,␣
jb001:016	12b	@	-	sytytti␣
jb001:016	12b	@	-	palamaan␣
jb001:016	13b	@	-	lampaat␣
jb001:016	13a	%case	NOM	
jb001:016	14a	@	-	ja␣
jb001:016	14c	@	-	palvelijat␣
jb001:016	14b	%case	NOM	
jb001:016	15a	@	-	ja␣
jb001:016	15b	@	-	kulutti␣
jb001:016	pers%15b	@	-	heidät
jb001:016	(16a)	-	UNTRANSLATED	
jb001:016	-	(.)	-	.␣
jb001:016	17	@	-	Vain␣
jb001:016	18	@	-	minä␣
jb001:016	19a 19b	@	-	yksin␣
jb001:016	16b	@	-	pelastuin␣
jb001:016	20b	@	-	kertomaan␣
jb001:016	20a	%case	LOC	
jb001:016	-	(@)	-	tämän␣
jb001:016	21	@	-	sinulle
jb001:016	-	(.)	-	.
jb001:016	-	(@)	-	"␣
jb001:017	jb001:017	jb001:017	VERSE	Job␣1:17␣
jb001:017	2	@	-	Hänen␣
jb001:017	1	@	-	vielä␣
jb001:017	3	@	-	puhuessaan␣
jb001:017	5	@	-	tuli␣
jb001:017	4a	@	-	taas␣
jb001:017	4b	@	-	toinen␣
jb001:017	6a	@	-	ja␣
jb001:017	6b	@	-	sanoi
jb001:017	-	(:)	-	:␣
jb001:017	-	(@)	-	"
jb001:017	7	@	-	Kaldealaiset␣
jb001:017	8	@	-	asettuivat␣
jb001:017	9	@	-	kolmeen␣
jb001:017	10	@	-	joukkoon␣
jb001:017	11a	@	-	ja␣
jb001:017	11b	@	-	karkasivat␣
jb001:017	(13a) 13b	@	-	kamelien␣
jb001:017	12	@	-	kimppuun
jb001:017	(14a)	-	UNTRANSLATED	
jb001:017	-	(,)	-	,␣
jb001:017	14b	@	-	ryöstivät␣
jb001:017	pers%14b	@	-	ne␣
jb001:017	15a	@	-	ja␣
jb001:017	17	@	-	surmasivat␣
jb001:017	(16a) 16b	@	-	palvelijat␣
jb001:017	15b	%case	NOM	
jb001:017	19	@	-	miekan␣
jb001:017	18b	@	-	terällä
jb001:017	18a	%case	LOC	
jb001:017	(20a)	-	UNTRANSLATED	
jb001:017	-	(.)	-	.␣
jb001:017	21	@	-	Vain␣
jb001:017	22	@	-	minä␣
jb001:017	23a 23b	@	-	yksin␣
jb001:017	20b	@	-	pelastuin␣
jb001:017	24b	@	-	kertomaan␣
jb001:017	24a	%case	LOC	
jb001:017	-	(@)	-	tämän␣
jb001:017	25	@	-	sinulle
jb001:017	-	(.)	-	.
jb001:017	-	(@)	-	"␣
jb001:018	jb001:018	jb001:018	VERSE	Job␣1:18␣
jb001:018	2	@	-	Hänen␣
jb001:018	1	@	-	vielä␣
jb001:018	3	@	-	puhuessaan␣
jb001:018	5	@	-	tuli␣
jb001:018	4a	@	-	taas␣
jb001:018	4b	@	-	toinen␣
jb001:018	6a	@	-	ja␣
jb001:018	6b	@	-	sanoi
jb001:018	-	(:)	-	:␣
jb001:018	-	(@)	-	"
jb001:018	7	@	-	Poikasi␣
jb001:018	8a	@	-	ja␣
jb001:018	8b	@	-	tyttäresi␣
jb001:018	9	@	-	söivät␣
jb001:018	10a	@	-	ja␣
jb001:018	10b	@	-	joivat␣
jb001:018	11	@	-	viiniä␣
jb001:018	(14a) 14b	@	-	vanhimman␣
jb001:018	13	@	-	veljensä␣
jb001:018	12b	@	-	talossa
jb001:018	12a	%case	LOC	
jb001:018	-	(;)	-	;␣
jb001:019	jb001:019	jb001:019	VERSE	Job␣1:19␣
jb001:019	1b	@	-	katso
jb001:019	-	(,)	-	,␣
jb001:019	1a	@	-	silloin␣
jb001:019	3	@	-	suuri␣
jb001:019	2	@	-	tuulispää␣
jb001:019	4	@	-	tuli␣
jb001:019	5b	@	-	tuolta␣
jb001:019	5a	%case	LOC	
jb001:019	5b	@	-	puolen␣
jb001:019	(6a) 6b	@	-	erämaan␣
jb001:019	7a	@	-	ja␣
jb001:019	7b	@	-	iski␣
jb001:019	(10a) 10b	@	-	talon␣
jb001:019	8b	@	-	neljään␣
jb001:019	8a	%case	LOC	
jb001:019	9	@	-	nurkkaan
jb001:019	-	(,)	-	,␣
jb001:019	11a	@	-	ja␣
jb001:019	11b	(@)	-	se␣
jb001:019	11b	@	-	luhistui␣
jb001:019	(13a) 13b	@	-	nuorukaisten␣
jb001:019	12	@	-	päälle
jb001:019	-	(,)	-	,␣
jb001:019	14a	@	-	niin␣
jb001:019	14a	@	-	että␣
jb001:019	14b	(@)	-	he␣
jb001:019	14b	@	-	kuolivat
jb001:019	(15a)	-	UNTRANSLATED	
jb001:019	-	(.)	-	.␣
jb001:019	16	@	-	Vain␣
jb001:019	17	@	-	minä␣
jb001:019	18a 18b	@	-	yksin␣
jb001:019	15b	@	-	pelastuin␣
jb001:019	19b	@	-	kertomaan␣
jb001:019	19a	%case	LOC	
jb001:019	-	(@)	-	tämän␣
jb001:019	20	@	-	sinulle
jb001:019	-	(.)	-	.
jb001:019	-	(@)	-	"␣
jb001:020	jb001:020	jb001:020	VERSE	Job␣1:20␣
jb001:020	1a	@	-	Silloin␣
jb001:020	2	@	-	Job␣
jb001:020	1b	@	-	nousi
jb001:020	(3a)	-	UNTRANSLATED	
jb001:020	-	(,)	-	,␣
jb001:020	3b	@	-	repäisi␣
jb001:020	5	@	-	viittansa␣
jb001:020	4	%case	NOM.GEN	
jb001:020	6a	@	-	ja␣
jb001:020	6b	@	-	leikkasi␣
jb001:020	8	@	-	hiuksensa
jb001:020	7	%case	NOM.GEN	
jb001:020	(9a)	-	UNTRANSLATED	
jb001:020	-	(,)	-	,␣
jb001:020	9b	@	-	heittäytyi␣
jb001:020	10	@	-	maahan␣
jb001:020	11a	@	-	ja␣
jb001:020	11b	@	-	rukoili
jb001:020	-	(.)	-	.␣
jb001:021	jb001:021	jb001:021	VERSE	Job␣1:21␣
jb001:021	1a	@	-	Ja␣
jb001:021	1b	(@)	-	hän␣
jb001:021	1b	@	-	sanoi
jb001:021	-	(:)	-	:␣
jb001:021	-	(@)	-	"
jb001:021	2	@	-	Alastonna␣
jb001:021	4	(@)	-	minä␣
jb001:021	4	@	-	tulin␣
jb001:021	6	@	-	äitini␣
jb001:021	5b	@	-	kohdusta
jb001:021	5a	%case	LOC	
jb001:021	-	(,)	-	,␣
jb001:021	7a	@	-	ja␣
jb001:021	7b	@	-	alastonna␣
jb001:021	8	(@)	-	minä␣
jb001:021	9	@	-	sinne␣
jb001:021	8	@	-	palajan
jb001:021	-	(.)	-	.␣
jb001:021	10	@	-	Herra␣
jb001:021	11	@	-	antoi
jb001:021	-	(,)	-	,␣
jb001:021	12a	@	-	ja␣
jb001:021	12b	@	-	Herra␣
jb001:021	13	@	-	otti
jb001:021	-	(;)	-	;␣
jb001:021	17	@	-	kiitetty␣
jb001:021	14	@	-	olkoon␣
jb001:021	16	@	-	Herran␣
jb001:021	15	@	-	nimi
jb001:021	-	(.)	-	.
jb001:021	-	(@)	-	"␣
jb001:022	jb001:022	jb001:022	VERSE	Job␣1:22␣
jb001:022	1b	@	-	Kaikessa␣
jb001:022	1a	%case	LOC	
jb001:022	2	@	-	tässä␣
jb001:022	5	@	-	Job␣
jb001:022	3	@	-	ei␣
jb001:022	4	@	-	tehnyt␣
jb001:022	4	@	-	syntiä␣
jb001:022	6b	@	-	eikä␣
jb001:022	6a	%clitic	kA	
jb001:022	7 8	@	-	puhunut␣
jb001:022	7 8	@	-	nurjasti␣
jb001:022	9b	@	-	Jumalaa␣
jb001:022	9a	@	-	vastaan
jb001:022	-	(.)	-	.␣
jb002:001	jb002:001	jb002:001	VERSE	Job␣2:1␣
jb002:001	1a	@	-	Ja␣
jb002:001	(1b)	-	UNTRANSLATED	
jb002:001	-	(@)	-	kun␣
jb002:001	-	(@)	-	eräänä␣
jb002:001	(2a) 2b	@	-	päivänä␣
jb002:001	(3a)	-	UNTRANSLATED	
jb002:001	(5a) 5b	@	-	Jumalan␣
jb002:001	4	@	-	pojat␣
jb002:001	3b	@	-	tulivat␣
jb002:001	6a	@	-	ja␣
jb002:001	6b	@	-	asettuivat␣
jb002:001	8	@	-	Herran␣
jb002:001	7	@	-	eteen
jb002:001	(9a)	-	UNTRANSLATED	
jb002:001	-	(,)	-	,␣
jb002:001	9b	@	-	tuli␣
jb002:001	10	@	-	myöskin␣
jb002:001	(11a) 11b	@	-	saatana␣
jb002:001	pers%12b	@	-	heidän␣
jb002:001	12b	@	-	joukossansa␣
jb002:001	12a	%case	LOC	
jb002:001	13a	@	-	ja␣
jb002:001	13b	@	-	asettui␣
jb002:001	15	@	-	Herran␣
jb002:001	14	@	-	eteen
jb002:001	-	(.)	-	.␣
jb002:002	jb002:002	jb002:002	VERSE	Job␣2:2␣
jb002:002	1a	@	-	Niin␣
jb002:002	2	@	-	Herra␣
jb002:002	1b	@	-	kysyi␣
jb002:002	(4a) 4b	@	-	saatanalta
jb002:002	3	%case	LOC	
jb002:002	-	(:)	-	:␣
jb002:002	-	(@)	-	"
jb002:002	5 6b	@	-	Mistä␣
jb002:002	6a	%case	LOC	
jb002:002	7	(@)	-	sinä␣
jb002:002	7	@	-	tulet
jb002:002	(8a)	-	UNTRANSLATED	
jb002:002	-	(?)	-	?
jb002:002	-	(@)	-	"␣
jb002:002	(9a) 9b	@	-	Saatana␣
jb002:002	8b	@	-	vastasi␣
jb002:002	11	@	-	Herralle␣
jb002:002	10	%case	LOC	
jb002:002	12a	@	-	ja␣
jb002:002	12b	@	-	sanoi
jb002:002	-	(:)	-	:␣
jb002:002	-	(@)	-	"
jb002:002	14b	@	-	Maata␣
jb002:002	14a	%case	PTV	
jb002:002	13b	@	-	kiertämästä␣
jb002:002	13a	%case	LOC	
jb002:002	15a	@	-	ja␣
jb002:002	16	@	-	siellä␣
jb002:002	15c	@	-	kuljeksimasta
jb002:002	15b	%case	LOC	
jb002:002	-	(@)	-	"
jb002:002	-	(.)	-	.␣
jb002:003	jb002:003	jb002:003	VERSE	Job␣2:3␣
jb002:003	1a	@	-	Niin␣
jb002:003	2	@	-	Herra␣
jb002:003	1b	@	-	sanoi␣
