1j001:001	1j001:001	1j001:001	VERSE	1Jh␣1:1␣
1j001:002	22	@	-	ilmestyi␣
1j001:002	23a	@	-	meille␣
1j001:002	23b	-	-	-␣
1j001:003	1j001:003	1j001:003	VERSE	1Jh␣1:3␣
1j001:003	1	@	-	minkä␣
1j001:003	2	(@)	-	olemme␣
1j001:003	2	@	-	nähneet␣
1j001:003	3	@	-	ja␣
1j001:003	4a	@	-	kuulleet
1j001:003	-	(,)	-	,␣
1j001:003	-	(@)	-	sen␣
1j001:003	5	(@)	-	me␣
1j001:003	6	@	-	myös␣
1j001:003	7a	@	-	teille␣
1j001:003	5	@	-	julistamme
1j001:003	7b	,	-	,␣
1j001:003	8	@	-	että␣
1j001:003	10	@	-	teilläkin␣
1j001:003	9	%clitic	kin	
1j001:003	12	@	-	olisi␣
1j001:003	11	@	-	yhteys␣
1j001:003	14a	@	-	meidän␣
1j001:003	13	@	-	kanssamme
1j001:003	14b	;	-	;␣
1j001:003	15	@	-	ja␣
1j001:003	(19) 20	@	-	meillä␣
1j001:003	-	(@)	-	on␣
1j001:003	(18)	-	UNTRANSLATED	
1j001:003	(16) 17	@	-	yhteys␣
1j001:003	(22) 23	@	-	Isän␣
1j001:003	21	%case	GEN	
1j001:003	24	@	-	ja␣
1j001:003	28	@	-	hänen␣
1j001:003	(26) 27	@	-	Poikansa
1j001:003	-	(,)	-	,␣
1j001:003	29	@	-	Jeesuksen␣
1j001:003	30a	@	-	Kristuksen
1j001:003	-	(,)	-	,␣
1j001:003	25	@	-	kanssa
1j001:003	30b	.	-	.␣
1j001:004	1j001:004	1j001:004	VERSE	1Jh␣1:4␣
1j001:004	1	@	-	Ja␣
1j001:004	2	@	-	tämän␣
1j001:004	4a	@	-	me␣
1j001:004	3	@	-	kirjoitamme
1j001:004	4b	,	-	,␣
1j001:004	5	@	-	että␣
1j001:004	8	@	-	meidän␣
1j001:004	(6) 7	@	-	ilomme␣
1j001:004	9	@	-	olisi␣
1j001:004	10a	@	-	täydellinen
1j001:004	10b	.	-	.␣
1j001:005	1j001:005	1j001:005	VERSE	1Jh␣1:5␣
1j001:005	1	@	-	Ja␣
1j001:005	3	@	-	tämä␣
1j001:005	2	@	-	on␣
1j001:005	4	@	-	se␣
1j001:005	5	@	-	sanoma
1j001:005	-	(,)	-	,␣
1j001:005	6	@	-	jonka␣
1j001:005	7	(@)	-	olemme␣
1j001:005	9	@	-	häneltä␣
1j001:005	8	%case	LOC	
1j001:005	7	@	-	kuulleet␣
1j001:005	10	@	-	ja␣
1j001:005	-	(@)	-	jonka␣
1j001:005	11	(@)	-	me␣
1j001:005	12a	@	-	teille␣
1j001:005	11	@	-	julistamme
1j001:005	12b	:	-	:␣
1j001:005	13	@	-	että␣
1j001:005	(14) 15	@	-	Jumala␣
1j001:005	17	@	-	on␣
1j001:005	16	@	-	valkeus␣
1j001:005	18	@	-	ja␣
1j001:005	22	@	-	ettei␣
1j001:005	21	@	-	hänessä␣
1j001:005	20	%case	LOC	
1j001:005	23	@	-	ole␣
1j001:005	24a	@	-	mitään␣
1j001:005	19	@	-	pimeyttä
1j001:005	24b	.	-	.␣
1j001:006	1j001:006	1j001:006	VERSE	1Jh␣1:6␣
1j001:006	1	@	-	Jos␣
1j001:006	2	@	-	sanomme
1j001:006	-	(,)	-	,␣
1j001:006	3	@	-	että␣
1j001:006	5	(@)	-	meillä␣
1j001:006	5	@	-	on␣
1j001:006	4	@	-	yhteys␣
1j001:006	7	@	-	hänen␣
1j001:006	6	@	-	kanssaan
1j001:006	-	(,)	-	,␣
1j001:006	8	@	-	mutta␣
1j001:006	12a	@	-	vaellamme␣
1j001:006	(10) 11	@	-	pimeydessä
1j001:006	9	%case	LOC	
1j001:006	-	(,)	-	,␣
1j001:006	-	(@)	-	niin␣
1j001:006	13	(@)	-	me␣
1j001:006	13	@	-	valhettelemme␣
1j001:006	15	@	-	emmekä␣
1j001:006	14	%clitic	kA	
1j001:006	16	@	-	tee␣
1j001:006	(17) 18a	@	-	totuutta
1j001:006	18b	.	-	.␣
1j001:007	1j001:007	1j001:007	VERSE	1Jh␣1:7␣
1j001:007	1	@	-	Mutta␣
1j001:007	2	@	-	jos␣
1j001:007	6	(@)	-	me␣
1j001:007	(4) 5	@	-	valkeudessa␣
1j001:007	3	%case	LOC	
1j001:007	6	@	-	vaellamme
1j001:007	-	(,)	-	,␣
1j001:007	7	@	-	niinkuin␣
1j001:007	8	@	-	hän␣
1j001:007	9	@	-	on␣
1j001:007	(11) 12a	@	-	valkeudessa
1j001:007	10	%case	LOC	
1j001:007	-	(,)	-	,␣
1j001:007	-	(@)	-	niin␣
1j001:007	14	(@)	-	meillä␣
1j001:007	14	@	-	on␣
1j001:007	13	@	-	yhteys␣
1j001:007	16	@	-	keskenämme
1j001:007	15	%case	?	
1j001:007	-	(,)	-	,␣
1j001:007	17	@	-	ja␣
1j001:007	20a	@	-	Jeesuksen␣
1j001:007	20b	@	-	Kristuksen
1j001:007	-	(,)	-	,␣
1j001:007	23	@	-	hänen␣
1j001:007	(21) 22	@	-	Poikansa
1j001:007	-	(,)	-	,␣
1j001:007	(18) 19	@	-	veri␣
1j001:007	24	@	-	puhdistaa␣
1j001:007	25	@	-	meidät␣
1j001:007	27	@	-	kaikesta␣
1j001:007	28a	@	-	synnistä
1j001:007	26	%case	LOC	
1j001:007	-	(.)	-	.␣
1j001:008	1j001:008	1j001:008	VERSE	1Jh␣1:8␣
1j001:008	1	@	-	Jos␣
1j001:008	2	@	-	sanomme
1j001:008	-	(,)	-	,␣
1j001:008	3 5	@	-	ettei␣
1j001:008	6a	(@)	-	meillä␣
1j001:008	6a	@	-	ole␣
1j001:008	4	@	-	syntiä
1j001:008	-	(,)	-	,␣
1j001:008	-	(@)	-	niin␣
1j001:008	8	(@)	-	me␣
1j001:008	8	@	-	eksytämme␣
1j001:008	7	@	-	itsemme
1j001:008	-	(,)	-	,␣
1j001:008	9	@	-	ja␣
1j001:008	(10) 11	@	-	totuus␣
1j001:008	12	@	-	ei␣
1j001:008	13	@	-	ole␣
1j001:008	15a	@	-	meissä
1j001:008	14	%case	LOC	
1j001:008	15b	.	-	.␣
1j001:009	1j001:009	1j001:009	VERSE	1Jh␣1:9␣
1j001:009	1	@	-	Jos␣
1j001:009	2	(@)	-	me␣
1j001:009	2	@	-	tunnustamme␣
1j001:009	(3) 4	@	-	syntimme
1j001:009	5a	%pers	?	
1j001:009	5b	,	-	,␣
1j001:009	7	@	-	on␣
1j001:009	7	(@)	-	hän␣
1j001:009	6	@	-	uskollinen␣
1j001:009	8	@	-	ja␣
1j001:009	9a	@	-	vanhurskas
1j001:009	9b	,	-	,␣
1j001:009	10	@	-	niin␣
1j001:009	10	@	-	että␣
1j001:009	11	(@)	-	hän␣
1j001:009	11	@	-	antaa␣
1j001:009	12	@	-	meille␣
1j001:009	(13) 14	@	-	synnit␣
1j001:009	11	@	-	anteeksi␣
1j001:009	15	@	-	ja␣
1j001:009	16	@	-	puhdistaa␣
1j001:009	17	@	-	meidät␣
1j001:009	19	@	-	kaikesta␣
1j001:009	20a	@	-	vääryydestä
1j001:009	18	%case	LOC	
1j001:009	20b	.	-	.␣
1j001:010	1j001:010	1j001:010	VERSE	1Jh␣1:10␣
1j001:010	1	@	-	Jos␣
1j001:010	2	@	-	sanomme
1j001:010	-	(,)	-	,␣
1j001:010	3 4	@	-	ettemme␣
1j001:010	5a	(@)	-	ole␣
1j001:010	5a	@	-	syntiä␣
1j001:010	5a	@	-	tehneet
1j001:010	-	(,)	-	,␣
1j001:010	-	(@)	-	niin␣
1j001:010	7	(@)	-	me␣
1j001:010	7	@	-	teemme␣
1j001:010	8	@	-	hänet␣
1j001:010	6	@	-	valhettelijaksi
1j001:010	-	(,)	-	,␣
1j001:010	9	@	-	ja␣
1j001:010	12	@	-	hänen␣
1j001:010	(10) 11	@	-	sanansa␣
1j001:010	13	@	-	ei␣
1j001:010	14	@	-	ole␣
1j001:010	16a	@	-	meissä
1j001:010	15	%case	LOC	
1j001:010	16b	.	-	.␣
1j002:001	1j002:001	1j002:001	VERSE	1Jh␣2:1␣
1j002:001	1	@	-	Lapsukaiseni
1j002:001	2a	%pers	?	
1j002:001	2b	,	-	,␣
1j002:001	3	@	-	tämän␣
1j002:001	4	(@)	-	minä␣
1j002:001	4	@	-	kirjoitan␣
1j002:001	5	@	-	teille
1j002:001	-	(,)	-	,␣
1j002:001	6 7	@	-	ettette␣
1j002:001	8a	@	-	syntiä␣
1j002:001	8a	@	-	tekisi
1j002:001	8b	;	-	;␣
1j002:001	9	@	-	mutta␣
1j002:001	10	@	-	jos␣
1j002:001	11	@	-	joku␣
1j002:001	12a	@	-	syntiä␣
1j002:001	12a	@	-	tekeekin
1j002:001	-	(,)	-	,␣
1j002:001	-	(@)	-	niin␣
1j002:001	14	(@)	-	meillä␣
1j002:001	14	@	-	on␣
1j002:001	13	@	-	puolustaja␣
1j002:001	(16) 17	@	-	Isän␣
1j002:001	15	@	-	tykönä
1j002:001	-	(,)	-	,␣
1j002:001	18	@	-	Jeesus␣
1j002:001	19	@	-	Kristus
1j002:001	-	(,)	-	,␣
1j002:001	-	(@)	-	joka␣
1j002:001	-	(@)	-	on␣
1j002:001	20a	@	-	vanhurskas
1j002:001	20b	.	-	.␣
1j002:002	1j002:002	1j002:002	VERSE	1Jh␣2:2␣
1j002:002	1	@	-	Ja␣
1j002:002	2	@	-	hän␣
1j002:002	4	@	-	on␣
1j002:002	8a	@	-	meidän␣
1j002:002	(6) 7	@	-	syntiemme␣
1j002:002	5	%case	GEN	
1j002:002	3	@	-	sovitus
1j002:002	8b	;	-	;␣
1j002:002	9	@	-	eikä␣
1j002:002	13	%clitic	kA	
1j002:002	14	@	-	ainoastaan␣
1j002:002	(11) 12	@	-	meidän
1j002:002	10	%case	GEN	
1j002:002	-	(,)	-	,␣
1j002:002	15	@	-	vaan␣
1j002:002	16	@	-	myös␣
1j002:002	18	@	-	koko␣
1j002:002	(19) 20a	@	-	maailman␣
1j002:002	17	%case	GEN	
1j002:002	-	(@)	-	syntien
1j002:002	20b	.	-	.␣
1j002:003	1j002:003	1j002:003	VERSE	1Jh␣2:3␣
1j002:003	1	@	-	Ja␣
1j002:003	3	@	-	siitä␣
1j002:003	2	%case	LOC	
1j002:003	4	(@)	-	me␣
1j002:003	4	@	-	tiedämme␣
1j002:003	7a	@	-	hänet␣
1j002:003	6	@	-	tuntevamme
1j002:003	5	%inflection	ACT.PCP1.-1.REFR	
1j002:003	7b	,	-	,␣
1j002:003	8	@	-	että␣
1j002:003	12a	@	-	pidämme␣
1j002:003	11	@	-	hänen␣
1j002:003	10 (9)	@	-	käskynsä
1j002:003	12b	.	-	.␣
1j002:004	1j002:004	1j002:004	VERSE	1Jh␣2:4␣
1j002:004	1	@	-	Joka␣
1j002:004	2	@	-	sanoo
1j002:004	3	:	-	:␣
1j002:004	-	(@)	-	"
1j002:004	4	(@)	-	Minä␣
1j002:004	4	@	-	tunnen␣
1j002:004	5	@	-	hänet
1j002:004	-	(@)	-	"
1j002:004	-	(,)	-	,␣
1j002:004	10	@	-	eikä␣
1j002:004	6	%clitic	kA	
1j002:004	11a	@	-	pidä␣
1j002:004	9	@	-	hänen␣
1j002:004	(7) 8	@	-	käskyjänsä
1j002:004	-	(,)	-	,␣
1j002:004	13	(@)	-	se␣
1j002:004	13	@	-	on␣
1j002:004	12	@	-	valhettelija
1j002:004	-	(,)	-	,␣
1j002:004	14	@	-	ja␣
1j002:004	(17) 18	@	-	totuus␣
1j002:004	19	@	-	ei␣
1j002:004	20a	@	-	ole␣
1j002:004	16	@	-	hänessä
1j002:004	15	%case	LOC	
1j002:004	20b	.	-	.␣
1j002:005	1j002:005	1j002:005	VERSE	1Jh␣2:5␣
1j002:005	2	@	-	Mutta␣
1j002:005	1	@	-	joka␣
1j002:005	4	@	-	pitää␣
1j002:005	3	%modus	IND	
1j002:005	5	@	-	hänen␣
1j002:005	(6) 7a	@	-	sanansa
1j002:005	7b	,	-	,␣
1j002:005	10	@	-	hänessä␣
1j002:005	9	%case	LOC	
1j002:005	15a	(@)	-	on␣
1j002:005	(13) 14	@	-	Jumalan␣
1j002:005	(11) 12	@	-	rakkaus␣
1j002:005	8	@	-	totisesti␣
1j002:005	15a	@	-	täydelliseksi␣
1j002:005	15a	@	-	tullut
1j002:005	15b	.	-	.␣
1j002:005	17	@	-	Siitä␣
1j002:005	16	%case	LOC	
1j002:005	18	(@)	-	me␣
1j002:005	18	@	-	tiedämme
1j002:005	-	(,)	-	,␣
1j002:005	19	@	-	että␣
1j002:005	22a	(@)	-	me␣
1j002:005	21	@	-	hänessä␣
1j002:005	20	%case	LOC	
1j002:005	22a	@	-	olemme
1j002:005	22b	.	-	.␣
1j002:006	1j002:006	1j002:006	VERSE	1Jh␣2:6␣
1j002:006	1	@	-	Joka␣
1j002:006	2	@	-	sanoo␣
1j002:006	4	@	-	hänessä␣
1j002:006	3	%case	LOC	
1j002:006	5	@	-	pysyvänsä
1j002:006	-	(,)	-	,␣
1j002:006	6	@	-	on␣
1j002:006	6	@	-	velvollinen␣
1j002:006	13a	@	-	vaeltamaan
1j002:006	-	(,)	-	,␣
1j002:006	7	@	-	niinkuin␣
1j002:006	8	@	-	hän␣
1j002:006	9	@	-	vaelsi
1j002:006	(10) (11a) (12a)	-	UNTRANSLATED	
1j002:006	13b	.	-	.␣
1j002:007	1j002:007	1j002:007	VERSE	1Jh␣2:7␣
1j002:007	1a	@	-	Rakkaani
1j002:007	1b	,	-	,␣
1j002:007	2	@	-	en␣
1j002:007	5	(@)	-	minä␣
1j002:007	5	@	-	kirjoita␣
1j002:007	6	@	-	teille␣
1j002:007	4	@	-	uutta␣
1j002:007	3	@	-	käskyä
1j002:007	-	(,)	-	,␣
1j002:007	7	@	-	vaan␣
1j002:007	9	@	-	vanhan␣
1j002:007	8	@	-	käskyn
1j002:007	-	(,)	-	,␣
1j002:007	10	@	-	joka␣
1j002:007	11	(@)	-	teillä␣
1j002:007	11	(@)	-	on␣
1j002:007	13a	@	-	alusta␣
1j002:007	12	%case	LOC	
1j002:007	11	@	-	ollut
1j002:007	-	(;)	-	;␣
1j002:007	16	@	-	tämä␣
1j002:007	17	@	-	vanha␣
1j002:007	(14) 15	@	-	käsky␣
1j002:007	18	@	-	on␣
1j002:007	19	@	-	se␣
1j002:007	20	@	-	sana
1j002:007	-	(,)	-	,␣
1j002:007	21	@	-	jonka␣
1j002:007	22a	(@)	-	te␣
1j002:007	22a	(@)	-	olette␣
1j002:007	22a	@	-	kuulleet
1j002:007	22b	.	-	.␣
1j002:008	1j002:008	1j002:008	VERSE	1Jh␣2:8␣
1j002:008	-	(@)	-	Ja␣
1j002:008	1	@	-	kuitenkin␣
1j002:008	4	(@)	-	minä␣
1j002:008	4	@	-	kirjoitan␣
1j002:008	5a	@	-	teille␣
1j002:008	3	@	-	uuden␣
1j002:008	2	@	-	käskyn
1j002:008	5b	,	-	,␣
1j002:008	6	@	-	sen
1j002:008	-	(,)	-	,␣
1j002:008	6	@	-	mikä␣
1j002:008	7	@	-	on␣
1j002:008	8	@	-	totta␣
1j002:008	10	@	-	hänessä␣
1j002:008	9	%case	LOC	
1j002:008	11	@	-	ja␣
1j002:008	13a	@	-	teissä
1j002:008	12	%case	LOC	
1j002:008	13b	;	-	;␣
1j002:008	14	@	-	sillä␣
1j002:008	(15) 16	@	-	pimeys␣
1j002:008	17	@	-	katoaa
1j002:008	-	(,)	-	,␣
1j002:008	18	@	-	ja␣
1j002:008	(21) 22	@	-	totinen␣
1j002:008	(19) 20	@	-	valkeus␣
1j002:008	23	@	-	jo␣
1j002:008	24a	@	-	loistaa
1j002:008	24b	.	-	.␣
1j002:009	1j002:009	1j002:009	VERSE	1Jh␣2:9␣
1j002:009	1	@	-	Joka␣
1j002:009	2	@	-	sanoo␣
1j002:009	(4) 5	@	-	valkeudessa␣
1j002:009	3	%case	LOC	
1j002:009	6	@	-	olevansa
1j002:009	-	(,)	-	,␣
1j002:009	7	@	-	mutta␣
1j002:009	11	@	-	vihaa␣
1j002:009	(8) 9	@	-	veljeänsä
1j002:009	10	%pers	3	
1j002:009	-	(,)	-	,␣
1j002:009	15	(@)	-	se␣
1j002:009	15	@	-	on␣
1j002:009	17a	@	-	yhä␣
1j002:009	17a	@	-	vielä␣
1j002:009	16	%case	?	
1j002:009	(13) 14	@	-	pimeydessä
1j002:009	12	%case	LOC	
1j002:009	17b	.	-	.␣
1j002:010	1j002:010	1j002:010	VERSE	1Jh␣2:10␣
1j002:010	1	@	-	Joka␣
1j002:010	2	@	-	rakastaa␣
1j002:010	(3) 4	@	-	veljeänsä
1j002:010	5	%pers	3	
1j002:010	-	(,)	-	,␣
1j002:010	9	(@)	-	se␣
1j002:010	9	@	-	pysyy␣
1j002:010	(7) 8	@	-	valkeudessa
1j002:010	6	%case	LOC	
1j002:010	-	(,)	-	,␣
1j002:010	10	@	-	ja␣
1j002:010	13	@	-	hänessä␣
1j002:010	12	%case	LOC	
1j002:010	14	@	-	ei␣
1j002:010	15a	@	-	ole␣
1j002:010	11	@	-	pahennusta
1j002:010	15b	.	-	.␣
1j002:011	1j002:011	1j002:011	VERSE	1Jh␣2:11␣
1j002:011	2	@	-	Mutta␣
1j002:011	1	@	-	joka␣
1j002:011	3	@	-	vihaa␣
1j002:011	(4) 5	@	-	veljeänsä
1j002:011	6	%pers	3	
1j002:011	-	(,)	-	,␣
1j002:011	10	(@)	-	se␣
1j002:011	10	@	-	on␣
1j002:011	(8) 9	@	-	pimeydessä␣
1j002:011	7	%case	LOC	
1j002:011	11	@	-	ja␣
1j002:011	15	@	-	vaeltaa␣
1j002:011	(13) 14	@	-	pimeydessä
1j002:011	12	%case	LOC	
1j002:011	-	(,)	-	,␣
1j002:011	17	@	-	eikä␣
1j002:011	16	%clitic	kA	
1j002:011	18	(@)	-	hän␣
1j002:011	18	@	-	tiedä
1j002:011	-	(,)	-	,␣
1j002:011	19	@	-	mihin␣
1j002:011	20a	@	-	menee
1j002:011	20b	;	-	;␣
1j002:011	21	@	-	sillä␣
1j002:011	(22) 23	@	-	pimeys␣
1j002:011	24	(@)	-	on␣
1j002:011	24	@	-	sokaissut␣
1j002:011	27a	@	-	hänen␣
1j002:011	(25) 26	@	-	silmänsä
1j002:011	27b	.	-	.␣
1j002:012	1j002:012	1j002:012	VERSE	1Jh␣2:12␣
1j002:012	1	(@)	-	Minä␣
1j002:012	1	@	-	kirjoitan␣
1j002:012	2a	@	-	teille
1j002:012	2b	,	-	,␣
1j002:012	3a	@	-	lapsukaiset
1j002:012	3b	,	-	,␣
1j002:012	4	@	-	sillä␣
1j002:012	(7) 8	@	-	synnit␣
1j002:012	5	(@)	-	ovat␣
1j002:012	6	@	-	teille␣
1j002:012	5	@	-	anteeksi␣
1j002:012	5	@	-	annetut␣
1j002:012	12a	@	-	hänen␣
1j002:012	(10) 11	@	-	nimensä␣
1j002:012	9	@	-	tähden
1j002:012	12b	.	-	.␣
1j002:013	1j002:013	1j002:013	VERSE	1Jh␣2:13␣
1j002:013	1	(@)	-	Minä␣
1j002:013	1	@	-	kirjoitan␣
1j002:013	2a	@	-	teille
1j002:013	-	(,)	-	,␣
1j002:013	3a	@	-	isät
1j002:013	-	(,)	-	,␣
1j002:013	4	@	-	sillä␣
1j002:013	5	(@)	-	te␣
1j002:013	5	(@)	-	olette␣
1j002:013	5	@	-	oppineet␣
1j002:013	5	@	-	tuntemaan␣
1j002:013	6	@	-	hänet
1j002:013	-	(,)	-	,␣
1j002:013	6	@	-	joka␣
1j002:013	8a	@	-	alusta␣
1j002:013	7	%case	LOC	
1j002:013	-	(@)	-	on␣
1j002:013	-	(@)	-	ollut
1j002:013	-	(.)	-	.␣
1j002:013	9	(@)	-	Minä␣
1j002:013	9	@	-	kirjoitan␣
1j002:013	10a	@	-	teille
1j002:013	-	(,)	-	,␣
1j002:013	11a	@	-	nuorukaiset
1j002:013	-	(,)	-	,␣
1j002:013	12	@	-	sillä␣
1j002:013	13	(@)	-	te␣
1j002:013	13	(@)	-	olette␣
1j002:013	13	@	-	voittaneet␣
1j002:013	14	@	-	sen
1j002:013	-	(,)	-	,␣
1j002:013	14	@	-	joka␣
1j002:013	-	(@)	-	on␣
1j002:013	15a	@	-	paha
1j002:013	-	(.)	-	.␣
1j002:013	1/14	(@)	-	Minä␣
1j002:013	1/14	(@)	-	olen␣
1j002:013	1/14	@	-	kirjoittanut␣
1j002:013	2a/14	@	-	teille
1j002:013	-	(,)	-	,␣
1j002:013	3a/14	@	-	lapsukaiset
1j002:013	-	(,)	-	,␣
1j002:013	4/14	@	-	sillä␣
1j002:013	5/14	(@)	-	te␣
1j002:013	5/14	(@)	-	olette␣
1j002:013	5/14	@	-	oppineet␣
1j002:013	5/14	@	-	tuntemaan␣
1j002:013	(6/14) 7a/14	@	-	Isän
1j002:013	15b	.	-	.␣
1j002:014	1j002:014	1j002:014	VERSE	1Jh␣2:14␣
1j002:014	8	(@)	-	Minä␣
1j002:014	8	(@)	-	olen␣
1j002:014	8	@	-	kirjoittanut␣
1j002:014	9a	@	-	teille
1j002:014	-	(,)	-	,␣
1j002:014	10a	@	-	isät
1j002:014	-	(,)	-	,␣
1j002:014	11	@	-	sillä␣
1j002:014	12	(@)	-	te␣
1j002:014	12	(@)	-	olette␣
1j002:014	12	@	-	oppineet␣
1j002:014	12	@	-	tuntemaan␣
1j002:014	13	@	-	hänet
1j002:014	-	(,)	-	,␣
1j002:014	13	@	-	joka␣
1j002:014	15a	@	-	alusta␣
1j002:014	14	%case	LOC	
1j002:014	-	(@)	-	on␣
1j002:014	-	(@)	-	ollut
1j002:014	-	(.)	-	.␣
1j002:014	16	(@)	-	Minä␣
1j002:014	16	(@)	-	olen␣
1j002:014	16	@	-	kirjoittanut␣
1j002:014	17a	@	-	teille
1j002:014	17b	,	-	,␣
1j002:014	18a	@	-	nuorukaiset
1j002:014	18b	,	-	,␣
1j002:014	19	@	-	sillä␣
1j002:014	21	(@)	-	te␣
1j002:014	21	@	-	olette␣
1j002:014	20	@	-	väkevät
1j002:014	-	(,)	-	,␣
1j002:014	22	@	-	ja␣
1j002:014	(25) 26	@	-	Jumalan␣
1j002:014	(23) 24	@	-	sana␣
1j002:014	29	@	-	pysyy␣
1j002:014	28	@	-	teissä
1j002:014	27	%case	LOC	
1j002:014	-	(,)	-	,␣
1j002:014	30	@	-	ja␣
1j002:014	31	(@)	-	te␣
1j002:014	31	(@)	-	olette␣
1j002:014	31	@	-	voittaneet␣
1j002:014	32	@	-	sen
1j002:014	-	(,)	-	,␣
1j002:014	32	@	-	joka␣
1j002:014	-	(@)	-	on␣
1j002:014	33a	@	-	paha
1j002:014	33b	.	-	.␣
1j002:015	1j002:015	1j002:015	VERSE	1Jh␣2:15␣
1j002:015	1	@	-	Älkää␣
1j002:015	2	@	-	rakastako␣
1j002:015	(3) 4	@	-	maailmaa␣
1j002:015	5	@	-	älkääkä␣
1j002:015	6	@	-	sitä
1j002:015	-	(,)	-	,␣
1j002:015	6	@	-	mikä␣
1j002:015	(8) 9a	@	-	maailmassa␣
1j002:015	7	%case	LOC	
1j002:015	-	(@)	-	on
1j002:015	9b	.	-	.␣
1j002:015	10	@	-	Jos␣
1j002:015	11	@	-	joku␣
1j002:015	(13) 14a	@	-	maailmaa␣
1j002:015	12	@	-	rakastaa
1j002:015	-	(,)	-	,␣
1j002:015	-	(@)	-	niin␣
1j002:015	(19) 20	@	-	Isän␣
1j002:015	(17) 18	@	-	rakkaus␣
1j002:015	15	@	-	ei␣
1j002:015	16	@	-	ole␣
1j002:015	22a	@	-	hänessä
1j002:015	21	%case	LOC	
1j002:015	22b	.	-	.␣
1j002:016	1j002:016	1j002:016	VERSE	1Jh␣2:16␣
1j002:016	1	@	-	Sillä␣
1j002:016	2	@	-	kaikki
1j002:016	-	(,)	-	,␣
1j002:016	3	@	-	mikä␣
1j002:016	(5) 6a	@	-	maailmassa␣
1j002:016	4	%case	LOC	
1j002:016	-	(@)	-	on
1j002:016	-	(,)	-	,␣
1j002:016	10 (9)	@	-	lihan␣
1j002:016	(7) 8	@	-	himo
1j002:016	-	(,)	-	,␣
1j002:016	(11)	-	UNTRANSLATED	
1j002:016	(14) 15	@	-	silmäin␣
1j002:016	(12) 13	@	-	pyyntö␣
1j002:016	16	@	-	ja␣
1j002:016	(19) 20a	@	-	elämän␣
1j002:016	(17) 18	@	-	korskeus
1j002:016	-	(,)	-	,␣
1j002:016	-	(@)	-	se␣
1j002:016	21	@	-	ei␣
1j002:016	22	@	-	ole␣
1j002:016	(24) 25	@	-	Isästä
1j002:016	23	%case	LOC	
1j002:016	-	(,)	-	,␣
1j002:016	26	@	-	vaan␣
1j002:016	(28) 29	@	-	maailmasta
1j002:016	27	%case	LOC	
1j002:016	(30a)	-	UNTRANSLATED	
1j002:016	-	(.)	-	.␣
1j002:017	1j002:017	1j002:017	VERSE	1Jh␣2:17␣
1j002:017	1	@	-	Ja␣
1j002:017	(2) 3	@	-	maailma␣
1j002:017	4	@	-	katoaa␣
1j002:017	5	@	-	ja␣
1j002:017	8a	@	-	sen␣
1j002:017	(6) 7	@	-	himo
1j002:017	8b	;	-	;␣
1j002:017	10	@	-	mutta␣
1j002:017	9	@	-	joka␣
1j002:017	11	@	-	tekee␣
1j002:017	(14) 15	@	-	Jumalan␣
1j002:017	(12) 13	@	-	tahdon
1j002:017	-	(,)	-	,␣
1j002:017	16	(@)	-	se␣
1j002:017	16	@	-	pysyy␣
1j002:017	(18) 19a	@	-	iankaikkisesti
1j002:017	17	%case	MAN	
