2x001:001	2x001:001	2x001:001	VERSE	2Ak␣1:1␣
2x001:002	-	(,)	-	,␣
2x001:002	13 (14a) 14b	@	-	perhekunta-päämiehille
2x001:002	-	(;)	-	;␣
2x001:003	2x001:003	2x001:003	VERSE	2Ak␣1:3␣
2x001:003	1a	@	-	ja␣
2x001:003	-	(@)	-	niin␣
2x001:003	2	@	-	Salomo␣
2x001:003	3a	@	-	ja␣
2x001:003	3b	@	-	koko␣
2x001:003	(4a) 4b	@	-	seurakunta␣
2x001:003	pers%5	@	-	hänen␣
2x001:003	5	@	-	kanssaan␣
2x001:003	1b	@	-	menivät␣
2x001:003	6b	@	-	uhrikukkulalle
2x001:003	6a	%case	LOC	
2x001:003	-	(,)	-	,␣
2x001:003	7	@	-	joka␣
2x001:003	-	(@)	-	oli␣
2x001:003	8b	@	-	Gibeonissa
2x001:003	8a	%case	LOC	
2x001:003	-	(,)	-	,␣
2x001:003	9	@	-	sillä␣
2x001:003	10	@	-	siellä␣
2x001:003	11	@	-	oli␣
2x001:003	(14a) 14b	@	-	Jumalan␣
2x001:003	12 13	@	-	ilmestysmaja
2x001:003	-	(,)	-	,␣
2x001:003	15	@	-	jonka␣
2x001:003	19	@	-	Herran␣
2x001:003	18	@	-	palvelija␣
2x001:003	17	@	-	Mooses␣
2x001:003	16	(@)	-	oli␣
2x001:003	16	@	-	tehnyt␣
2x001:003	20b	@	-	erämaassa
2x001:003	20a	%case	LOC	
2x001:003	-	(.)	-	.␣
2x001:004	2x001:004	2x001:004	VERSE	2Ak␣1:4␣
2x001:004	1	@	-	Mutta␣
2x001:004	(3a) 3b	@	-	Jumalan␣
2x001:004	2	@	-	arkin␣
2x001:004	4	(@)	-	oli␣
2x001:004	5	@	-	Daavid␣
2x001:004	4	@	-	tuonut␣
2x001:004	6b	@	-	Kirjat-Jearimista␣
2x001:004	6a	%case	LOC	
2x001:004	-	(@)	-	siihen␣
2x001:004	-	(@)	-	paikkaan
2x001:004	-	(,)	-	,␣
2x001:004	-	(@)	-	jonka␣
2x001:004	9	@	-	Daavid␣
2x001:004	7b	(@)	-	oli␣
2x001:004	8	@	-	sille␣
2x001:004	7b	@	-	valmistanut
2x001:004	7a	%case	NOM	
2x001:004	-	(;)	-	;␣
2x001:004	10	@	-	sillä␣
2x001:004	11	(@)	-	hän␣
2x001:004	11	(@)	-	oli␣
2x001:004	11	@	-	pystyttänyt␣
2x001:004	12	@	-	sille␣
2x001:004	13	@	-	majan␣
2x001:004	14b	@	-	Jerusalemiin
2x001:004	14a	%case	LOC	
2x001:004	-	(.)	-	.␣
2x001:005	2x001:005	2x001:005	VERSE	2Ak␣1:5␣
2x001:005	1a	@	-	Ja␣
2x001:005	1b (2a) 2b	@	-	vaskialttari
2x001:005	-	(,)	-	,␣
2x001:005	3	@	-	jonka␣
2x001:005	5	@	-	Besalel
2x001:005	-	(,)	-	,␣
2x001:005	7	@	-	Uurin␣
2x001:005	6	@	-	poika
2x001:005	-	(,)	-	,␣
2x001:005	9	@	-	Huurin␣
2x001:005	8	@	-	pojanpoika
2x001:005	-	(,)	-	,␣
2x001:005	4	(@)	-	oli␣
2x001:005	4	@	-	rakentanut
2x001:005	-	(,)	-	,␣
2x001:005	-	(@)	-	oli␣
2x001:005	10	@	-	siellä␣
2x001:005	13	@	-	Herran␣
2x001:005	12	@	-	asumuksen␣
2x001:005	11a 11b	@	-	edessä
2x001:005	(14a)	-	UNTRANSLATED	
2x001:005	-	(;)	-	;␣
2x001:005	15	@	-	Salomo␣
2x001:005	16a	@	-	ja␣
2x001:005	(16b) 16c	@	-	seurakunta␣
2x001:005	14b	@	-	etsivät␣
2x001:005	pers%14b	@	-	häntä␣
2x001:005	-	(@)	-	siellä
2x001:005	-	(.)	-	.␣
2x001:006	2x001:006	2x001:006	VERSE	2Ak␣1:6␣
2x001:006	1a	@	-	Ja␣
2x001:006	2	@	-	Salomo␣
2x001:006	1b	@	-	uhrasi␣
2x001:006	3	@	-	siellä␣
2x001:006	8	@	-	Herran␣
2x001:006	7a 7b	@	-	edessä␣
2x001:006	10b 11	@	-	ilmestysmajan␣
2x001:006	10a 9	%case	GEN	
2x001:006	5 (6a) 6b	@	-	vaskialttarilla
2x001:006	4	%case	LOC	
2x001:006	(12a)	-	UNTRANSLATED	
2x001:006	-	(;)	-	;␣
2x001:006	12b	(@)	-	hän␣
2x001:006	12b	@	-	uhrasi␣
2x001:006	pers%13	@	-	sen␣
2x001:006	13	@	-	päällä␣
2x001:006	15	@	-	tuhat␣
2x001:006	14	@	-	polttouhria
2x001:006	-	(.)	-	.␣
2x001:007	2x001:007	2x001:007	VERSE	2Ak␣1:7␣
2x001:007	(2a) 2b	@	-	Sinä␣
2x001:007	1b	@	-	yönä␣
2x001:007	1a	%case	ESS	
2x001:007	4	@	-	Jumala␣
2x001:007	3	@	-	ilmestyi␣
2x001:007	5b	@	-	Salomolle␣
2x001:007	5a	%case	LOC	
2x001:007	6a	@	-	ja␣
2x001:007	6b	@	-	sanoi␣
2x001:007	7	@	-	hänelle
2x001:007	-	(:)	-	:␣
2x001:007	-	(@)	-	"
2x001:007	8	@	-	Ano
2x001:007	-	(,)	-	,␣
2x001:007	9	@	-	mitä␣
2x001:007	-	(@)	-	tahdot␣
2x001:007	10	(@)	-	minun␣
2x001:007	11	@	-	sinulle␣
2x001:007	10	@	-	antavan
2x001:007	-	(@)	-	"
2x001:007	-	(.)	-	.␣
2x001:008	2x001:008	2x001:008	VERSE	2Ak␣1:8␣
2x001:008	(1a)	-	UNTRANSLATED	
2x001:008	2	@	-	Salomo␣
2x001:008	1b	@	-	vastasi␣
2x001:008	3b	@	-	Jumalalle
2x001:008	3a	%case	LOC	
2x001:008	-	(:)	-	:␣
2x001:008	-	(@)	-	"
2x001:008	4	@	-	Sinä␣
2x001:008	5	(@)	-	olet␣
2x001:008	5	@	-	tehnyt␣
2x001:008	10	@	-	suuren␣
2x001:008	9	@	-	laupeuden␣
2x001:008	pers%8	@	-	minun␣
2x001:008	8	@	-	isälleni␣
2x001:008	7	@	-	Daavidille␣
2x001:008	6	%case	LOC	
2x001:008	11a	@	-	ja␣
2x001:008	11b	@	-	tehnyt␣
2x001:008	pers%11b	@	-	minut␣
2x001:008	11b	@	-	kuninkaaksi␣
2x001:008	pers%12	@	-	hänen␣
2x001:008	12	@	-	sijaansa
2x001:008	-	(.)	-	.␣
2x001:009	2x001:009	2x001:009	VERSE	2Ak␣1:9␣
2x001:009	-	(@)	-	Niin␣
2x001:009	4	@	-	toteutukoon␣
2x001:009	1	@	-	nyt
2x001:009	-	(,)	-	,␣
2x001:009	2	@	-	Herra␣
2x001:009	3	@	-	Jumala
2x001:009	-	(,)	-	,␣
2x001:009	pers%5	@	-	sinun␣
2x001:009	8	@	-	isälleni␣
2x001:009	7	@	-	Daavidille␣
2x001:009	6	%case	LOC	
2x001:009	-	(@)	-	antamasi␣
2x001:009	5	@	-	sana
2x001:009	-	(;)	-	;␣
2x001:009	9	@	-	sillä␣
2x001:009	10	@	-	sinä␣
2x001:009	11	(@)	-	olet␣
2x001:009	tasp%11	@	-	pannut␣
2x001:009	pers%11	@	-	minut␣
2x001:009	11	@	-	hallitsemaan␣
2x001:009	13	@	-	kansaa
2x001:009	12	%case	PTV	
2x001:009	-	(,)	-	,␣
2x001:009	-	(@)	-	jota␣
2x001:009	-	(@)	-	on␣
2x001:009	14	@	-	paljon␣
2x001:009	15a	@	-	niinkuin␣
2x001:009	15b	@	-	tomua␣
2x001:009	(16a) 16b	@	-	maassa
2x001:009	-	(.)	-	.␣
2x001:010	2x001:010	2x001:010	VERSE	2Ak␣1:10␣
2x001:010	4	@	-	Anna␣
2x001:010	1	@	-	siis␣
2x001:010	5	@	-	minulle␣
2x001:010	2	@	-	viisaus␣
2x001:010	3a	@	-	ja␣
2x001:010	3b	@	-	taito␣
2x001:010	6b	@	-	lähteä␣
2x001:010	6a	%inflection	INF1.LAT	
2x001:010	10a	@	-	ja␣
2x001:010	10b	@	-	tulla␣
2x001:010	(9a) 9b	@	-	tämän␣
2x001:010	(8a) 8b	@	-	kansan␣
2x001:010	7a 7b	@	-	edellä
2x001:010	-	(,)	-	,␣
2x001:010	11	@	-	sillä␣
2x001:010	12	@	-	kuka␣
2x001:010	13	(@)	-	voi␣
2x001:010	-	(@)	-	muuten␣
2x001:010	(16a) 16b	@	-	tätä␣
2x001:010	pers%15	@	-	sinun␣
2x001:010	(17a) 17b	@	-	suurta␣
2x001:010	15	@	-	kansaasi␣
2x001:010	14	%case	PTV	
2x001:010	13	@	-	tuomita
2x001:010	-	(?)	-	?
2x001:010	-	(@)	-	"␣
2x001:011	2x001:011	2x001:011	VERSE	2Ak␣1:11␣
2x001:011	1a	@	-	Ja␣
2x001:011	2	@	-	Jumala␣
2x001:011	1b	@	-	sanoi␣
2x001:011	3b	@	-	Salomolle
2x001:011	3a	%case	LOC	
2x001:011	-	(:)	-	:␣
2x001:011	-	(@)	-	"
2x001:011	4 5	@	-	Koska␣
2x001:011	pers%9	@	-	sinulla␣
2x001:011	6	@	-	on␣
2x001:011	7	@	-	tämä␣
2x001:011	9	@	-	mieli␣
2x001:011	8	%case	NOM	
2x001:011	10b	@	-	etkä␣
2x001:011	10a	%clitic	kA	
2x001:011	11	@	-	anonut␣
2x001:011	12	@	-	rikkautta
2x001:011	-	(,)	-	,␣
2x001:011	13	@	-	tavaraa␣
2x001:011	14a	@	-	ja␣
2x001:011	14b	@	-	kunniaa
2x001:011	-	(,)	-	,␣
2x001:011	15a	@	-	et␣
2x001:011	17	@	-	vihamiestesi␣
2x001:011	16	@	-	henkeä
2x001:011	15b	%case	PTV	
2x001:011	-	(,)	-	,␣
2x001:011	21	@	-	etkä␣
2x001:011	18a	%clitic	kA	
2x001:011	18b	@	-	myöskään␣
2x001:011	22	@	-	anonut␣
2x001:011	20	@	-	pitkää␣
2x001:011	19	@	-	ikää
2x001:011	-	(,)	-	,␣
2x001:011	23a	@	-	vaan␣
2x001:011	23b	@	-	anoit␣
2x001:011	24	@	-	itsellesi␣
2x001:011	25	@	-	viisautta␣
2x001:011	26a	@	-	ja␣
2x001:011	26b	@	-	taitoa␣
2x001:011	28	@	-	tuomitaksesi␣
2x001:011	27	%inflection	INF1.TRA.-2	
2x001:011	pers%30	@	-	minun␣
2x001:011	30	@	-	kansaani
2x001:011	29	%case	PTV	
2x001:011	-	(,)	-	,␣
2x001:011	31	@	-	jonka␣
2x001:011	33	%case	GEN	
2x001:011	32	@	-	kuninkaaksi␣
2x001:011	32	(@)	-	minä␣
2x001:011	32	(@)	-	olen␣
2x001:011	pers%32	@	-	sinut␣
2x001:011	32	@	-	tehnyt
2x001:011	-	(,)	-	,␣
2x001:012	2x001:012	2x001:012	VERSE	2Ak␣1:12␣
2x001:012	-	(@)	-	niin␣
2x001:012	3	@	-	annetaan␣
2x001:012	4	@	-	sinulle␣
2x001:012	(1a) 1b	@	-	viisaus␣
2x001:012	2a	@	-	ja␣
2x001:012	(2b) 2c	@	-	taito
2x001:012	-	(;)	-	;␣
2x001:012	5a	@	-	ja␣
2x001:012	-	(@)	-	lisäksi␣
2x001:012	8	(@)	-	minä␣
2x001:012	8	@	-	annan␣
2x001:012	9	@	-	sinulle␣
2x001:012	5b	@	-	rikkautta
2x001:012	(6a)	-	UNTRANSLATED	
2x001:012	-	(,)	-	,␣
2x001:012	6b	@	-	tavaraa␣
2x001:012	7a	@	-	ja␣
2x001:012	7b	@	-	kunniaa
2x001:012	-	(,)	-	,␣
2x001:012	10	@	-	niin␣
2x001:012	11	@	-	ettei␣
2x001:012	12	(@)	-	sitä␣
2x001:012	12	(@)	-	ole␣
2x001:012	12	@	-	ollut␣
2x001:012	13	@	-	niin␣
2x001:012	-	(@)	-	paljoa␣
2x001:012	-	(@)	-	kenelläkään␣
2x001:012	14b	@	-	kuninkaalla␣
2x001:012	14a	%case	LOC	
2x001:012	16a 16b	@	-	ennen␣
2x001:012	pers%16b	@	-	sinua␣
2x001:012	15	%case	PTV	
2x001:012	18	@	-	eikä␣
2x001:012	17a	%clitic	kA	
2x001:012	19	(@)	-	tule␣
2x001:012	19	@	-	olemaan␣
2x001:012	pers%17b	@	-	sinun␣
2x001:012	17b	@	-	jälkeesi
2x001:012	(20)	-	UNTRANSLATED	
2x001:012	-	(@)	-	"
2x001:012	-	(.)	-	.␣
2x001:013	2x001:013	2x001:013	VERSE	2Ak␣1:13␣
2x001:013	(1a)	-	UNTRANSLATED	
2x001:013	-	(@)	-	Käytyään␣
2x001:013	3b	@	-	uhrikukkulalla
2x001:013	3a	%case	LOC	
2x001:013	-	(,)	-	,␣
2x001:013	4	@	-	joka␣
2x001:013	-	(@)	-	oli␣
2x001:013	5b	@	-	Gibeonissa
2x001:013	5a	%case	LOC	
2x001:013	-	(,)	-	,␣
2x001:013	2	@	-	Salomo␣
2x001:013	1b	@	-	palasi␣
2x001:013	8 9	@	-	ilmestysmajalta␣
2x001:013	7a 7b 7c	%case	LOC	
2x001:013	6	@	-	Jerusalemiin␣
2x001:013	10a	@	-	ja␣
2x001:013	10b	@	-	hallitsi␣
2x001:013	12	@	-	Israelia
2x001:013	11	%case	PTV	
2x001:013	-	(.)	-	.␣
2x001:014	2x001:014	2x001:014	VERSE	2Ak␣1:14␣
2x001:014	1a	@	-	Ja␣
2x001:014	2	@	-	Salomo␣
2x001:014	1b	@	-	kokosi␣
2x001:014	3	@	-	sotavaunuja␣
2x001:014	4a	@	-	ja␣
2x001:014	4b	@	-	ratsumiehiä
2x001:014	-	(,)	-	,␣
2x001:014	5a	@	-	niin␣
2x001:014	5a	@	-	että␣
2x001:014	6	@	-	hänellä␣
2x001:014	5b	@	-	oli␣
2x001:014	7 8a 8b 9	@	-	tuhannet␣
2x001:014	7 8a 8b 9	@	-	neljätsadat␣
2x001:014	10	@	-	sotavaunut␣
2x001:014	11a	@	-	ja␣
2x001:014	11b 12 13	@	-	kaksitoista␣
2x001:014	11b 12 13	@	-	tuhatta␣
2x001:014	14	@	-	ratsumiestä
2x001:014	(15a)	-	UNTRANSLATED	
2x001:014	-	(.)	-	.␣
2x001:014	pers%15b	@	-	Ne␣
2x001:014	15b	(@)	-	hän␣
2x001:014	15b	@	-	sijoitti␣
2x001:014	16b (17a) 17b	@	-	vaunukaupunkeihin␣
2x001:014	16a	%case	LOC	
2x001:014	18a	@	-	ja␣
2x001:014	(19a) 19b	@	-	kuninkaan␣
2x001:014	18b	@	-	luo␣
2x001:014	20b	@	-	Jerusalemiin
2x001:014	20a	%case	LOC	
2x001:014	-	(.)	-	.␣
2x001:015	2x001:015	2x001:015	VERSE	2Ak␣1:15␣
2x001:015	1a	@	-	Ja␣
2x001:015	(2a) 2b	@	-	kuningas␣
2x001:015	1b	@	-	toimitti␣
2x001:015	-	(@)	-	niin
2x001:015	-	(,)	-	,␣
2x001:015	-	(@)	-	että␣
2x001:015	7b	@	-	Jerusalemissa␣
2x001:015	7a	%case	LOC	
2x001:015	-	(@)	-	oli␣
2x001:015	(4a) 4b	@	-	hopeata␣
2x001:015	3	%case	PTV	
2x001:015	5a	@	-	ja␣
2x001:015	(6a) 6b	@	-	kultaa␣
2x001:015	5b	%case	PTV	
2x001:015	8a	@	-	kuin␣
2x001:015	8b	@	-	kiviä
2x001:015	-	(,)	-	,␣
2x001:015	9a	@	-	ja␣
2x001:015	(10a) 10b	@	-	setripuuta␣
2x001:015	9b	%case	PTV	
2x001:015	(11)	-	UNTRANSLATED	
2x001:015	12a	@	-	niin␣
2x001:015	15b	@	-	paljon␣
2x001:015	15a	%case	?	
2x001:015	12a	@	-	kuin␣
2x001:015	12b	@	-	metsäviikunapuita␣
2x001:015	14b	@	-	Alankomaassa
2x001:015	13 14a	%case	LOC	
2x001:015	-	(.)	-	.␣
2x001:016	2x001:016	2x001:016	VERSE	2Ak␣1:16␣
2x001:016	1a	@	-	Ja␣
2x001:016	(2a) 2b	@	-	hevoset
2x001:016	-	(,)	-	,␣
2x001:016	3	@	-	mitä␣
2x001:016	4b	@	-	Salomolla␣
2x001:016	4a	%case	LOC	
2x001:016	-	(@)	-	oli
2x001:016	-	(,)	-	,␣
2x001:016	1b	@	-	tuotiin␣
2x001:016	5b	@	-	Egyptistä␣
2x001:016	5a	%case	LOC	
2x001:016	6a	@	-	ja␣
2x001:016	6c	@	-	Kuvesta
2x001:016	6b	%case	LOC	
2x001:016	-	(;)	-	;␣
2x001:016	(8a) 8b	@	-	kuninkaan␣
2x001:016	7	@	-	kauppiaat␣
2x001:016	10	@	-	noutivat␣
2x001:016	-	(@)	-	niitä␣
2x001:016	9b	@	-	Kuvesta␣
2x001:016	9a	%case	LOC	
2x001:016	11b	@	-	maksua␣
2x001:016	11a	@	-	vastaan
2x001:016	-	(.)	-	.␣
2x001:017	2x001:017	2x001:017	VERSE	2Ak␣1:17␣
2x001:017	(1a) (1b) (2a)	-	UNTRANSLATED	
2x001:017	3b	@	-	Egyptistä␣
2x001:017	3a	%case	LOC	
2x001:017	2b	@	-	tuodut␣
2x001:017	4	@	-	vaunut␣
2x001:017	-	(@)	-	maksoivat␣
2x001:017	5b 6	@	-	kuusisataa␣
2x001:017	5a	%case	NOM	
2x001:017	7	@	-	hopeasekeliä␣
2x001:017	8a	@	-	ja␣
2x001:017	8b	@	-	hevonen␣
2x001:017	10a 10b 9b	@	-	sata␣
2x001:017	10a 10b 9b	@	-	viisikymmentä
2x001:017	9a	%case	NOM	
2x001:017	-	(.)	-	.␣
2x001:017	11b	@	-	Samoin␣
2x001:017	11a	%inflection	ADV	
2x001:017	18	@	-	tuotiin␣
2x001:017	-	(@)	-	niitä␣
2x001:017	pers%17b	@	-	heidän␣
2x001:017	17b	@	-	välityksellään␣
2x001:017	17a	%case	LOC	
2x001:017	12b	@	-	kaikille␣
2x001:017	12a	%case	LOC	
2x001:017	(13)	-	UNTRANSLATED	
2x001:017	(14a) 14b	@	-	heettiläisten␣
2x001:017	15a	@	-	ja␣
2x001:017	16	@	-	aramilaisten␣
2x001:017	15b	@	-	kuninkaille
2x001:017	-	(.)	-	.␣
2x002:001	2x001:018	2x002:001	VERSE.SHIFT	2Ak␣2:1␣
2x002:001	1a	@	-	Ja␣
2x002:001	2	@	-	Salomo␣
2x002:001	1b	@	-	käski␣
2x002:001	-	(@)	-	ryhtyä␣
2x002:001	3b	@	-	rakentamaan␣
2x002:001	3a	%case	LOC	
2x002:001	4	@	-	temppeliä␣
2x002:001	6	@	-	Herran␣
2x002:001	5b	@	-	nimelle␣
2x002:001	5a	%case	LOC	
2x002:001	7a	@	-	ja␣
2x002:001	8b	@	-	kuninkaallista␣
2x002:001	8a	%case	PTV	
2x002:001	7b	@	-	linnaa␣
2x002:001	pers%8b	@	-	itsellensä
2x002:001	-	(.)	-	.␣
2x002:002	2x002:001	2x002:002	VERSE.SHIFT	2Ak␣2:2␣
2x002:002	1a	@	-	Ja␣
2x002:002	2	@	-	Salomo␣
2x002:002	1b	@	-	määräsi␣
2x002:002	3 4	@	-	seitsemänkymmentä␣
2x002:002	3 4	@	-	tuhatta␣
2x002:002	5	@	-	miestä␣
2x002:002	6	@	-	taakankantajiksi␣
2x002:002	7a	@	-	ja␣
2x002:002	7b 8	@	-	kahdeksankymmentä␣
2x002:002	7b 8	@	-	tuhatta␣
2x002:002	9	@	-	miestä␣
2x002:002	10	@	-	kivenhakkaajiksi␣
2x002:002	11b	@	-	vuoristoon␣
2x002:002	11a	%case	LOC	
2x002:002	12a	@	-	ja␣
2x002:002	13	@	-	niille␣
2x002:002	14 15 16a 16b 17	@	-	kolmetuhatta␣
2x002:002	14 15 16a 16b 17	@	-	kuusisataa␣
2x002:002	12b	@	-	työnjohtajaa
2x002:002	-	(.)	-	.␣
2x002:003	2x002:002	2x002:003	VERSE.SHIFT	2Ak␣2:3␣
2x002:003	1a	@	-	Sitten␣
2x002:003	2	@	-	Salomo␣
2x002:003	1b	@	-	lähetti␣
2x002:003	4	@	-	Huuramille
2x002:003	3	%case	LOC	
2x002:003	-	(,)	-	,␣
2x002:003	6	@	-	Tyyron␣
2x002:003	5	@	-	kuninkaalle
2x002:003	-	(,)	-	,␣
2x002:003	7a 7b	@	-	sanan
2x002:003	-	(:)	-	:␣
