ca001:001	ca001:001	ca001:001	VERSE	KV␣1:1␣
ca001:005	-	(@)	-	"
ca001:005	2	@	-	Minä␣
ca001:005	-	(@)	-	olen␣
ca001:005	1	@	-	musta
ca001:005	-	(,)	-	,␣
ca001:005	3a	@	-	mutta␣
ca001:005	3b	@	-	ihana
ca001:005	-	(,)	-	,␣
ca001:005	-	(@)	-	te␣
ca001:005	5	@	-	Jerusalemin␣
ca001:005	4	@	-	tyttäret
ca001:005	-	(,)	-	,␣
ca001:005	6a	@	-	kuin␣
ca001:005	7	@	-	Keedarin␣
ca001:005	6b	@	-	teltat
ca001:005	-	(,)	-	,␣
ca001:005	8a	@	-	kuin␣
ca001:005	9	@	-	Salomon␣
ca001:005	8b	@	-	seinäverhot
ca001:005	-	(.)	-	.␣
ca001:006	ca001:006	ca001:006	VERSE	KV␣1:6␣
ca001:006	1	@	-	Älkää␣
ca001:006	2	@	-	katsoko␣
ca001:006	-	(@)	-	sitä
ca001:006	-	(,)	-	,␣
ca001:006	3a	@	-	että␣
ca001:006	3b	@	-	minä␣
ca001:006	-	(@)	-	olen␣
ca001:006	4	@	-	musta
ca001:006	(5a)	-	UNTRANSLATED	
ca001:006	-	(,)	-	,␣
ca001:006	(6a) 6b	@	-	päivän␣
ca001:006	5b	@	-	paahtama
ca001:006	-	(.)	-	.␣
ca001:006	8	@	-	Äitini␣
ca001:006	7	@	-	pojat␣
ca001:006	9	@	-	vihastuivat␣
ca001:006	10	@	-	minuun
ca001:006	-	(,)	-	,␣
ca001:006	11	@	-	panivat␣
ca001:006	pers%11	@	-	minut␣
ca001:006	(14a) 14b	@	-	viinitarhain␣
ca001:006	13	%case	GEN	
ca001:006	12	@	-	vartijaksi␣
ca001:006	-	(-)	-	-␣
ca001:006	16b	@	-	omaa␣
ca001:006	16a	%inflection	ADJ.SG.PTV	
ca001:006	15	@	-	viinitarhaani␣
ca001:006	17	@	-	en␣
ca001:006	18	@	-	vartioinut
ca001:006	-	(.)	-	.
ca001:006	-	(@)	-	"␣
ca001:007	ca001:007	ca001:007	VERSE	KV␣1:7␣
ca001:007	-	(@)	-	"
ca001:007	1	@	-	Sano␣
ca001:007	2	@	-	minulle␣
ca001:007	1	(@)	-	sinä
ca001:007	-	(,)	-	,␣
ca001:007	3a	@	-	jota␣
ca001:007	4	@	-	sieluni␣
ca001:007	3b	@	-	rakastaa
ca001:007	-	(,)	-	,␣
ca001:007	5	@	-	missä␣
ca001:007	6	@	-	laumaasi␣
ca001:007	6	@	-	paimennat
ca001:007	-	(,)	-	,␣
ca001:007	7	@	-	missä␣
ca001:007	8	(@)	-	annat␣
ca001:007	-	(@)	-	sen␣
ca001:007	9b	@	-	keskipäivällä␣
ca001:007	9a	%case	LOC	
ca001:007	8	@	-	levätä
ca001:007	-	(.)	-	.␣
ca001:007	10b	@	-	Miksi␣
ca001:007	10a	%inflection	ADV	
ca001:007	11	(@)	-	minä␣
ca001:007	12b	@	-	hunnutettuna␣
ca001:007	12a	%case	ESS	
ca001:007	11	@	-	joutuisin␣
ca001:007	pers%15	@	-	sinun␣
ca001:007	15	@	-	toveriesi␣
ca001:007	14	@	-	laumain␣
ca001:007	13	@	-	luo
ca001:007	-	(!)	-	!
ca001:007	-	(@)	-	"␣
ca001:008	ca001:008	ca001:008	VERSE	KV␣1:8␣
ca001:008	-	(@)	-	"
ca001:008	1	@	-	Jos␣
ca001:008	2	@	-	et␣
ca001:008	-	(@)	-	sitä␣
ca001:008	3	@	-	tiedä
ca001:008	-	(,)	-	,␣
ca001:008	4	@	-	sinä␣
ca001:008	6b	@	-	naisista␣
ca001:008	6a	%case	LOC	
ca001:008	(5a) 5b	@	-	kaunein
ca001:008	-	(,)	-	,␣
ca001:008	7	@	-	käy␣
ca001:008	8	%inflection	ACT.IMP.2S	
ca001:008	(10a) 10b	@	-	lammasten␣
ca001:008	9b	@	-	jälkiä␣
ca001:008	9a	%case	PTV	
ca001:008	11a	@	-	ja␣
ca001:008	11b	@	-	kaitse␣
ca001:008	13	@	-	vohliasi␣
ca001:008	12	%case	PTV	
ca001:008	(16a) 16b	@	-	paimenten␣
ca001:008	15	@	-	telttapaikoilla
ca001:008	14	%case	LOC	
ca001:008	-	(.)	-	.
ca001:008	-	(@)	-	"␣
ca001:009	ca001:009	ca001:009	VERSE	KV␣1:9␣
ca001:009	-	(@)	-	"
ca001:009	1b	@	-	Tammaani
ca001:009	1a	%case	LOC	
ca001:009	-	(,)	-	,␣
ca001:009	-	(@)	-	joka␣
ca001:009	-	(@)	-	on␣
ca001:009	3	@	-	faraon␣
ca001:009	2b	@	-	vaunujen␣
ca001:009	2a	@	-	edessä
ca001:009	-	(,)	-	,␣
ca001:009	pers%4	@	-	sinut
ca001:009	-	(,)	-	,␣
ca001:009	5	@	-	armaani
ca001:009	-	(,)	-	,␣
ca001:009	4	@	-	vertaan
ca001:009	-	(.)	-	.␣
ca001:010	ca001:010	ca001:010	VERSE	KV␣1:10␣
ca001:010	1	@	-	Ihanat␣
ca001:010	1	@	-	ovat␣
ca001:010	pers%2	@	-	sinun␣
ca001:010	2	@	-	poskesi␣
ca001:010	3b	@	-	käätyinensä
ca001:010	3a	%case	CMT	
ca001:010	-	(,)	-	,␣
ca001:010	4	@	-	kaulasi␣
ca001:010	5b	@	-	helminauhoinensa
ca001:010	5a	%case	CMT	
ca001:010	-	(.)	-	.␣
ca001:011	ca001:011	ca001:011	VERSE	KV␣1:11␣
ca001:011	3	(@)	-	Me␣
ca001:011	3	@	-	teemme␣
ca001:011	4	@	-	sinulle␣
ca001:011	1 2	@	-	kultakäädyt␣
ca001:011	5	@	-	ynnä␣
ca001:011	(7a) 7b	@	-	hopeasta␣
ca001:011	-	(@)	-	niihin␣
ca001:011	6	@	-	nastat
ca001:011	-	(.)	-	.
ca001:011	-	(@)	-	"␣
ca001:012	ca001:012	ca001:012	VERSE	KV␣1:12␣
ca001:012	(1) (2a)	-	UNTRANSLATED	
ca001:012	-	(@)	-	"
ca001:012	(2b) 2c	@	-	Kuninkaan␣
ca001:012	-	(@)	-	istuessa␣
ca001:012	3b	@	-	pöydässään␣
ca001:012	3a	%case	LOC	
ca001:012	5 6	@	-	tuoksui␣
ca001:012	pers%4	@	-	minun␣
ca001:012	4	@	-	nardukseni␣
ca001:012	-	(@)	-	kaiken␣
ca001:012	-	(@)	-	aikaa
ca001:012	-	(.)	-	.␣
ca001:013	ca001:013	ca001:013	VERSE	KV␣1:13␣
ca001:013	3	@	-	Rakkaani␣
ca001:013	-	(@)	-	on␣
ca001:013	4	@	-	minulle␣
ca001:013	1 (2a) 2b	@	-	mirhakimppu
ca001:013	-	(,)	-	,␣
ca001:013	-	(@)	-	joka␣
ca001:013	6	@	-	rintojeni␣
ca001:013	5	@	-	välissä␣
ca001:013	7	@	-	lepää
ca001:013	-	(.)	-	.␣
ca001:014	ca001:014	ca001:014	VERSE	KV␣1:14␣
ca001:014	3	@	-	Rakkaani␣
ca001:014	-	(@)	-	on␣
ca001:014	(4)	-	UNTRANSLATED	
ca001:014	1 (2a) 2b	@	-	kooferkukka-terttu␣
ca001:014	6	@	-	Een-Gedin␣
ca001:014	5b	@	-	viinitarhoista
ca001:014	5a	%case	LOC	
ca001:014	-	(.)	-	.
ca001:014	-	(@)	-	"␣
ca001:015	ca001:015	ca001:015	VERSE	KV␣1:15␣
ca001:015	-	(@)	-	"
ca001:015	1	@	-	Katso
ca001:015	-	(,)	-	,␣
ca001:015	2	@	-	kaunis␣
ca001:015	pers%1	@	-	sinä␣
ca001:015	-	(@)	-	olet
ca001:015	-	(,)	-	,␣
ca001:015	3	@	-	armaani
ca001:015	-	(;)	-	;␣
ca001:015	4	@	-	katso
ca001:015	-	(,)	-	,␣
ca001:015	5	@	-	kaunis␣
ca001:015	-	(@)	-	olet
ca001:015	-	(,)	-	,␣
ca001:015	6	@	-	silmäsi␣
ca001:015	-	(@)	-	ovat␣
ca001:015	7	@	-	kyyhkyläiset
ca001:015	-	(.)	-	.
ca001:015	-	(@)	-	"␣
ca001:016	ca001:016	ca001:016	VERSE	KV␣1:16␣
ca001:016	-	(@)	-	"
ca001:016	1	@	-	Katso
ca001:016	-	(,)	-	,␣
ca001:016	2	@	-	kaunis␣
ca001:016	pers%1	@	-	sinä␣
ca001:016	-	(@)	-	olet
ca001:016	-	(,)	-	,␣
ca001:016	3	@	-	rakkaani
ca001:016	-	(;)	-	;␣
ca001:016	4	@	-	kuinka␣
ca001:016	5	@	-	suloinen
ca001:016	-	(,)	-	,␣
ca001:016	6	@	-	kuinka␣
ca001:016	8	@	-	vihanta␣
ca001:016	-	(@)	-	on␣
ca001:016	7	@	-	vuoteemme
ca001:016	-	(!)	-	!␣
ca001:017	ca001:017	ca001:017	VERSE	KV␣1:17␣
ca001:017	2	@	-	Huoneittemme␣
ca001:017	1	@	-	seininä␣
ca001:017	-	(@)	-	ovat␣
ca001:017	3	@	-	setripuut
ca001:017	-	(,)	-	,␣
ca001:017	5	@	-	kattonamme␣
ca001:017	6	@	-	kypressit
ca001:017	-	(.)	-	.
ca001:017	-	(@)	-	"␣
ca002:001	ca002:001	ca002:001	VERSE	KV␣2:1␣
ca002:001	-	(@)	-	"
ca002:001	1	@	-	Minä␣
ca002:001	-	(@)	-	olen␣
ca002:001	(3a) 3b	@	-	Saaronin␣
ca002:001	2	@	-	kukkanen
ca002:001	-	(,)	-	,␣
ca002:001	-	(@)	-	olen␣
ca002:001	(5a) 5b	@	-	laaksojen␣
ca002:001	4	@	-	lilja
ca002:001	-	(.)	-	.
ca002:001	-	(@)	-	"␣
ca002:002	ca002:002	ca002:002	VERSE	KV␣2:2␣
ca002:002	-	(@)	-	"
ca002:002	1a	@	-	Niinkuin␣
ca002:002	1b	@	-	lilja␣
ca002:002	(3a) 3b	@	-	orjantappurain␣
ca002:002	2	@	-	keskellä
ca002:002	-	(,)	-	,␣
ca002:002	4	@	-	niin␣
ca002:002	-	(@)	-	on␣
ca002:002	pers%5	@	-	minun␣
ca002:002	5	@	-	armaani␣
ca002:002	(7a) 7b	@	-	neitosten␣
ca002:002	6	@	-	keskellä
ca002:002	-	(.)	-	.
ca002:002	-	(@)	-	"␣
ca002:003	ca002:003	ca002:003	VERSE	KV␣2:3␣
ca002:003	-	(@)	-	"
ca002:003	1a	@	-	Niinkuin␣
ca002:003	1b	@	-	omenapuu␣
ca002:003	2b (3a) 3b	@	-	metsäpuitten␣
ca002:003	2a	@	-	keskellä
ca002:003	-	(,)	-	,␣
ca002:003	4	@	-	niin␣
ca002:003	-	(@)	-	on␣
ca002:003	pers%5	@	-	minun␣
ca002:003	5	@	-	rakkaani␣
ca002:003	(7a) 7b	@	-	nuorukaisten␣
ca002:003	6	@	-	keskellä
ca002:003	-	(;)	-	;␣
ca002:003	9	(@)	-	minä␣
ca002:003	9	@	-	halajan␣
ca002:003	(10a)	-	UNTRANSLATED	
ca002:003	10b	@	-	istua␣
ca002:003	pers%8b	@	-	sen␣
ca002:003	8b	@	-	varjossa
ca002:003	8a	%case	LOC	
ca002:003	-	(,)	-	,␣
ca002:003	11a	@	-	ja␣
ca002:003	pers%11b	@	-	sen␣
ca002:003	11b	@	-	hedelmä␣
ca002:003	-	(@)	-	on␣
ca002:003	pers%13b	@	-	minun␣
ca002:003	13b	@	-	suussani␣
ca002:003	13a	%case	LOC	
ca002:003	12	@	-	makea
ca002:003	-	(.)	-	.␣
ca002:004	ca002:004	ca002:004	VERSE	KV␣2:4␣
ca002:004	1	(@)	-	Hän␣
ca002:004	1	(@)	-	on␣
ca002:004	1	@	-	vienyt␣
ca002:004	pers%1	@	-	minut␣
ca002:004	3 (4a) 4b	@	-	viinimajaan
ca002:004	2	%case	LOC	
ca002:004	(5a)	-	UNTRANSLATED	
ca002:004	-	(;)	-	;␣
ca002:004	7	@	-	rakkaus␣
ca002:004	-	(@)	-	on␣
ca002:004	pers%5b	@	-	hänen␣
ca002:004	5b	@	-	lippunsa␣
ca002:004	pers%6	@	-	minun␣
ca002:004	6	@	-	ylläni
ca002:004	-	(.)	-	.␣
ca002:005	ca002:005	ca002:005	VERSE	KV␣2:5␣
ca002:005	1	@	-	Vahvistakaa␣
ca002:005	pers%1	@	-	minua␣
ca002:005	2b	@	-	rypälekakuilla
ca002:005	2a	%case	LOC	
ca002:005	-	(,)	-	,␣
ca002:005	3	@	-	virvoittakaa␣
ca002:005	pers%3	@	-	minua␣
ca002:005	4b	@	-	omenilla
ca002:005	4a	%case	LOC	
ca002:005	-	(,)	-	,␣
ca002:005	5	@	-	sillä␣
ca002:005	8	@	-	minä␣
ca002:005	-	(@)	-	olen␣
ca002:005	7	@	-	rakkaudesta␣
ca002:005	6	@	-	sairas
ca002:005	-	(.)	-	.
ca002:005	-	(@)	-	"␣
ca002:006	ca002:006	ca002:006	VERSE	KV␣2:6␣
ca002:006	pers%1	@	-	Hänen␣
ca002:006	1	@	-	vasen␣
ca002:006	1	@	-	kätensä␣
ca002:006	-	(@)	-	on␣
ca002:006	pers%3b	@	-	minun␣
ca002:006	3b	@	-	pääni␣
ca002:006	3a	%case	NOM.GEN	
ca002:006	2	@	-	alla
ca002:006	-	(,)	-	,␣
ca002:006	4a	@	-	ja␣
ca002:006	pers%4b	@	-	hänen␣
ca002:006	4b	@	-	oikea␣
ca002:006	4b	@	-	kätensä␣
ca002:006	5	@	-	halaa␣
ca002:006	pers%5	@	-	minua
ca002:006	-	(.)	-	.␣
ca002:007	ca002:007	ca002:007	VERSE	KV␣2:7␣
ca002:007	1	(@)	-	Minä␣
ca002:007	1	@	-	vannotan␣
ca002:007	2	@	-	teitä
ca002:007	-	(,)	-	,␣
ca002:007	-	(@)	-	te␣
ca002:007	4	@	-	Jerusalemin␣
ca002:007	3	@	-	tyttäret
ca002:007	-	(,)	-	,␣
ca002:007	5b	@	-	gasellien␣
ca002:007	5a	%case	GEN	
ca002:007	6	@	-	tai␣
ca002:007	(8a) 8b	@	-	kedon␣
ca002:007	7b	@	-	peurojen␣
ca002:007	7a	@	-	kautta
ca002:007	-	(:)	-	:␣
ca002:007	9	@	-	älkää␣
ca002:007	10	@	-	herätelkö
ca002:007	(11a)	-	UNTRANSLATED	
ca002:007	-	(,)	-	,␣
ca002:007	11b	@	-	älkää␣
ca002:007	12	@	-	häiritkö␣
ca002:007	(14a) 14b	@	-	rakkautta
ca002:007	13	%case	PTV	
ca002:007	-	(,)	-	,␣
ca002:007	15 16a	@	-	ennenkuin␣
ca002:007	16b	(@)	-	se␣
ca002:007	-	(@)	-	itse␣
ca002:007	16b	@	-	haluaa
ca002:007	-	(.)	-	.␣
ca002:008	ca002:008	ca002:008	VERSE	KV␣2:8␣
ca002:008	1	@	-	Kuule
ca002:008	-	(!)	-	!␣
ca002:008	2	@	-	Rakkaani␣
ca002:008	5	@	-	tulee
ca002:008	-	(!)	-	!␣
ca002:008	3	@	-	Katso
ca002:008	-	(,)	-	,␣
ca002:008	4	@	-	tuolla␣
ca002:008	6	(@)	-	hän␣
ca002:008	6	@	-	tulee␣
ca002:008	6	@	-	hyppien␣
ca002:008	(8a) 8b	@	-	vuorilla
ca002:008	7	%case	LOC	
ca002:008	-	(,)	-	,␣
ca002:008	9	@	-	kiitäen␣
ca002:008	(11a) 11b	@	-	kukkuloilla
ca002:008	10	%case	LOC	
ca002:008	-	(.)	-	.␣
ca002:009	ca002:009	ca002:009	VERSE	KV␣2:9␣
ca002:009	2	@	-	Rakkaani␣
ca002:009	1	@	-	on␣
ca002:009	3b	@	-	gasellin␣
ca002:009	3a	%case	GEN	
ca002:009	1	@	-	kaltainen␣
ca002:009	4	@	-	tai␣
ca002:009	5b	@	-	nuoren␣
ca002:009	5a	%case	GEN	
ca002:009	(6a) 6b	@	-	peuran
ca002:009	-	(.)	-	.␣
ca002:009	7	@	-	Katso
ca002:009	-	(,)	-	,␣
ca002:009	8	@	-	tuolla␣
ca002:009	9	(@)	-	hän␣
ca002:009	9	@	-	seisoo␣
ca002:009	11	@	-	seinämme␣
ca002:009	10	@	-	takana
ca002:009	-	(,)	-	,␣
ca002:009	12	@	-	katsellen␣
ca002:009	(14a) 14b	@	-	ikkunasta␣
ca002:009	13	@	-	sisään
ca002:009	-	(,)	-	,␣
ca002:009	15	@	-	kurkistellen␣
ca002:009	(17a) 17b	@	-	ristikoista
ca002:009	16	%case	LOC	
ca002:009	-	(.)	-	.␣
ca002:010	ca002:010	ca002:010	VERSE	KV␣2:10␣
ca002:010	2	@	-	Rakkaani␣
ca002:010	1	@	-	lausuu␣
ca002:010	3a	@	-	ja␣
ca002:010	3b	@	-	sanoo␣
ca002:010	4	@	-	minulle
ca002:010	-	(:)	-	:␣
ca002:010	-	(@)	-	"
ca002:010	5	@	-	Nouse
ca002:010	6	%inflection	ACT.IMP.2S	
ca002:010	-	(,)	-	,␣
ca002:010	7	@	-	armaani
ca002:010	-	(,)	-	,␣
ca002:010	-	(@)	-	sinä␣
ca002:010	8	@	-	kaunoiseni
ca002:010	-	(,)	-	,␣
ca002:010	9a	@	-	ja␣
ca002:010	9b	@	-	tule
ca002:010	10	%inflection	ACT.IMP.2S	
ca002:010	-	(.)	-	.␣
ca002:011	ca002:011	ca002:011	VERSE	KV␣2:11␣
ca002:011	1	@	-	Sillä␣
ca002:011	2	@	-	katso
ca002:011	-	(,)	-	,␣
ca002:011	(3a) 3b	@	-	talvi␣
ca002:011	5	(@)	-	on␣
ca002:011	5	@	-	väistynyt
ca002:011	-	(,)	-	,␣
ca002:011	(6a) 6b	@	-	sateet␣
ca002:011	7	@	-	ovat␣
ca002:011	7	@	-	ohitse
ca002:011	-	(,)	-	,␣
ca002:011	8	(@)	-	ovat␣
ca002:011	8	@	-	menneet␣
ca002:011	9	%inflection	ACT.PCP2.PERF	
ca002:011	-	(@)	-	menojaan
ca002:011	-	(.)	-	.␣
ca002:012	ca002:012	ca002:012	VERSE	KV␣2:12␣
ca002:012	(1a) 1b	@	-	Kukkaset␣
ca002:012	2	(@)	-	ovat␣
ca002:012	2	@	-	puhjenneet␣
ca002:012	3b	@	-	maahan
ca002:012	3a	%case	LOC	
ca002:012	-	(,)	-	,␣
ca002:012	(5a) 5b	@	-	laulun␣
ca002:012	4	@	-	aika␣
ca002:012	6	(@)	-	on␣
ca002:012	6	@	-	tullut
ca002:012	-	(,)	-	,␣
ca002:012	7a	@	-	ja␣
ca002:012	(8a) 8b	@	-	metsäkyyhkysen␣
ca002:012	7b	@	-	ääni␣
ca002:012	9	@	-	kuuluu␣
ca002:012	10b	@	-	maassamme
ca002:012	10a	%case	LOC	
ca002:012	-	(.)	-	.␣
ca002:013	ca002:013	ca002:013	VERSE	KV␣2:13␣
ca002:013	(1a) 1b	@	-	Viikunapuu␣
ca002:013	2	@	-	tekee␣
ca002:013	3	@	-	keväthedelmää
ca002:013	(4a)	-	UNTRANSLATED	
ca002:013	-	(,)	-	,␣
ca002:013	(4b) 4c	@	-	viiniköynnökset␣
ca002:013	5	(@)	-	ovat␣
ca002:013	5	@	-	kukassa␣
ca002:013	-	(@)	-	ja␣
ca002:013	6 7	@	-	tuoksuavat
ca002:013	-	(.)	-	.␣
ca002:013	8	@	-	Nouse
ca002:013	-	(,)	-	,␣
ca002:013	11	@	-	armaani
ca002:013	-	(,)	-	,␣
ca002:013	-	(@)	-	sinä␣
ca002:013	12	@	-	kaunoiseni
ca002:013	-	(,)	-	,␣
ca002:013	13a	@	-	ja␣
ca002:013	13b	@	-	tule
ca002:013	14	%inflection	ACT.IMP.2S	
ca002:013	-	(.)	-	.␣
ca002:014	ca002:014	ca002:014	VERSE	KV␣2:14␣
ca002:014	1	@	-	Kyyhkyseni
ca002:014	-	(,)	-	,␣
ca002:014	-	(@)	-	joka␣
ca002:014	4b	@	-	piilet␣
ca002:014	4a	%case	?	
ca002:014	2b (3a) 3b	@	-	kallionkoloissa
ca002:014	2a	%case	LOC	
ca002:014	-	(,)	-	,␣
ca002:014	(5a) 5b	@	-	vuorenpengermillä␣
ca002:014	6	(@)	-	anna␣
ca002:014	pers%6	@	-	minun␣
ca002:014	6	@	-	nähdä␣
ca002:014	8	@	-	kasvosi
ca002:014	7	%case	NOM.GEN	
ca002:014	-	(,)	-	,␣
ca002:014	9	(@)	-	anna␣
ca002:014	pers%9	@	-	minun␣
ca002:014	9	@	-	kuulla␣
ca002:014	11	@	-	äänesi
ca002:014	10	%case	NOM.GEN	
ca002:014	-	(,)	-	,␣
ca002:014	12	@	-	sillä␣
ca002:014	14	@	-	suloinen␣
ca002:014	-	(@)	-	on␣
ca002:014	pers%13	@	-	sinun␣
ca002:014	13	@	-	äänesi␣
ca002:014	15a	@	-	ja␣
ca002:014	16	@	-	ihanat␣
ca002:014	-	(@)	-	ovat␣
ca002:014	pers%15b	@	-	sinun␣
ca002:014	15b	@	-	kasvosi
ca002:014	-	(.)	-	.
ca002:014	-	(@)	-	"␣
ca002:015	ca002:015	ca002:015	VERSE	KV␣2:15␣
ca002:015	1	@	-	Ottakaamme␣
ca002:015	2	%inflection	ACT.IMP.1P	
ca002:015	3	@	-	ketut␣
ca002:015	1	@	-	kiinni
ca002:015	-	(,)	-	,␣
ca002:015	5	@	-	pienet␣
ca002:015	4	@	-	ketut
ca002:015	-	(,)	-	,␣
ca002:015	-	(@)	-	jotka␣
ca002:015	7	@	-	viinitarhoja␣
ca002:015	6	@	-	turmelevat
ca002:015	-	(,)	-	,␣
ca002:015	8a	@	-	sillä␣
ca002:015	8b	@	-	viinitarhamme␣
ca002:015	9	(@)	-	ovat␣
ca002:015	9	@	-	kukassa
ca002:015	-	(.)	-	.␣
ca002:016	ca002:016	ca002:016	VERSE	KV␣2:16␣
ca002:016	1	@	-	Rakkaani␣
ca002:016	-	(@)	-	on␣
ca002:016	2	@	-	minun
ca002:016	-	(,)	-	,␣
ca002:016	3a	@	-	ja␣
ca002:016	3b	@	-	minä␣
ca002:016	4	@	-	hänen␣
ca002:016	-	(-)	-	-␣
ca002:016	-	(@)	-	hänen
ca002:016	-	(,)	-	,␣
ca002:016	5a	@	-	joka␣
ca002:016	5b	@	-	paimentaa␣
ca002:016	6b	@	-	liljojen␣
ca002:016	6a	@	-	keskellä
ca002:016	-	(.)	-	.␣
ca002:017	ca002:017	ca002:017	VERSE	KV␣2:17␣
ca002:017	1 2a	@	-	Kunnes␣
ca002:017	(3a) 3b	@	-	päivä␣
ca002:017	2b	@	-	viilenee␣
ca002:017	4a	@	-	ja␣
ca002:017	(5a) 5b	@	-	varjot␣
ca002:017	4b	@	-	pakenevat
ca002:017	-	(,)	-	,␣
ca002:017	6	@	-	kiertele
ca002:017	-	(,)	-	,␣
ca002:017	9	@	-	rakkaani
ca002:017	-	(,)	-	,␣
ca002:017	7 8	@	-	kuin␣
ca002:017	10b	@	-	gaselli
ca002:017	10a	%case	NOM	
ca002:017	-	(,)	-	,␣
ca002:017	11	@	-	kuin␣
ca002:017	12b	@	-	nuori␣
ca002:017	12a	%case	NOM	
ca002:017	(13a) 13b	@	-	peura␣
ca002:017	16	@	-	tuoksuisilla␣
ca002:017	15	@	-	vuorilla
ca002:017	14	%case	LOC	
ca002:017	-	(.)	-	.␣
ca003:001	ca003:001	ca003:001	VERSE	KV␣3:1␣
ca003:001	3b	@	-	Yöllä␣
ca003:001	3a	%case	LOC	
ca003:001	4	(@)	-	minä␣
ca003:001	2	@	-	vuoteellani␣
ca003:001	1	%case	LOC	
ca003:001	4	@	-	etsin␣
ca003:001	-	(@)	-	häntä
ca003:001	-	(,)	-	,␣
ca003:001	6a	@	-	jota␣
ca003:001	5	%case	PTV	
ca003:001	pers%7	@	-	minun␣
ca003:001	7	@	-	sieluni␣
ca003:001	6b	@	-	rakastaa
ca003:001	-	(,)	-	,␣
ca003:001	8	(@)	-	minä␣
ca003:001	8	@	-	etsin
ca003:001	-	(,)	-	,␣
ca003:001	9a	@	-	mutta␣
ca003:001	9b	@	-	en␣
ca003:001	10	@	-	löytänyt␣
ca003:001	pers%10	@	-	häntä
ca003:001	-	(.)	-	.␣
ca003:002	ca003:002	ca003:002	VERSE	KV␣3:2␣
