2t001:001	2t001:001	2t001:001	VERSE	2Tm␣1:1␣
2t001:004	tasp%3a	@	-	saada␣
2t001:004	2	@	-	sinua␣
2t001:004	3a	@	-	nähdä
2t001:004	7b	,	-	,␣
2t001:004	8	@	-	että␣
2t001:004	10a	@	-	täyttyisin␣
2t001:004	9	@	-	ilolla␣
2t001:004	10b	-	-	-␣
2t001:005	2t001:005	2t001:005	VERSE	2Tm␣1:5␣
2t001:005	2	(@)	-	kun␣
2t001:005	1	@	-	mieleeni␣
2t001:005	2	@	-	muistuu␣
2t001:005	3	@	-	se␣
2t001:005	6	@	-	vilpitön␣
2t001:005	7a	@	-	usko
2t001:005	-	(,)	-	,␣
2t001:005	-	(@)	-	joka␣
2t001:005	5	@	-	sinulla␣
2t001:005	4	%case	LOC	
2t001:005	-	(@)	-	on
2t001:005	7b	,	-	,␣
2t001:005	8	@	-	joka␣
2t001:005	10	@	-	ensin␣
2t001:005	9	@	-	oli␣
2t001:005	(12) 13	@	-	isoäidilläsi␣
2t001:005	14	%pers	?	
2t001:005	11	%case	LOC	
2t001:005	15	@	-	Looiksella␣
2t001:005	16	@	-	ja␣
2t001:005	(17) 18	@	-	äidilläsi␣
2t001:005	19	%pers	?	
2t001:005	20a	@	-	Eunikellä␣
2t001:005	22	@	-	ja␣
2t001:005	23	@	-	joka
2t001:005	-	(,)	-	,␣
2t001:005	-	(@)	-	siitä␣
2t001:005	21	@	-	olen␣
2t001:005	21	@	-	varma
2t001:005	-	(,)	-	,␣
2t001:005	-	(@)	-	on␣
2t001:005	26a	@	-	sinullakin
2t001:005	25	%case	LOC	
2t001:005	24	%clitic	kin	
2t001:005	26b	.	-	.␣
2t001:006	2t001:006	2t001:006	VERSE	2Tm␣1:6␣
2t001:006	2	@	-	Siitä␣
2t001:006	3	@	-	syystä␣
2t001:006	1	%case	LOC	
2t001:006	4	(@)	-	minä␣
2t001:006	5	@	-	sinua␣
2t001:006	4	@	-	muistutan␣
2t001:006	6	@	-	virittämään␣
2t001:006	6	@	-	palavaksi␣
2t001:006	10a (9)	@	-	Jumalan␣
2t001:006	(7) 8	@	-	armolahjan
2t001:006	10b	,	-	,␣
2t001:006	11	@	-	joka␣
2t001:006	14	@	-	sinussa␣
2t001:006	13	%case	LOC	
2t001:006	12	@	-	on␣
2t001:006	20a	@	-	minun␣
2t001:006	(18) 19	@	-	kätteni␣
2t001:006	(16) 17	@	-	päällepanemisen␣
2t001:006	15	@	-	kautta
2t001:006	20b	.	-	.␣
2t001:007	2t001:007	2t001:007	VERSE	2Tm␣1:7␣
2t001:007	2	@	-	Sillä␣
2t001:007	(5) 6	@	-	Jumala␣
2t001:007	1	@	-	ei␣
2t001:007	3	(@)	-	ole␣
2t001:007	3	@	-	antanut␣
2t001:007	4	@	-	meille␣
2t001:007	8	@	-	pelkuruuden␣
2t001:007	7	@	-	henkeä
2t001:007	-	(,)	-	,␣
2t001:007	9	@	-	vaan␣
2t001:007	10	@	-	voiman␣
2t001:007	11	@	-	ja␣
2t001:007	12	@	-	rakkauden␣
2t001:007	13	@	-	ja␣
2t001:007	14a	@	-	raittiuden␣
2t001:007	-	(@)	-	hengen
2t001:007	14b	.	-	.␣
2t001:008	2t001:008	2t001:008	VERSE	2Tm␣1:8␣
2t001:008	1	@	-	Älä␣
2t001:008	2	@	-	siis␣
2t001:008	3	@	-	häpeä␣
2t001:008	(4) 5	@	-	todistusta␣
2t001:008	(6) 7	@	-	Herrastamme␣
2t001:008	8	%pers	?	
2t001:008	9	@	-	äläkä␣
2t001:008	10	@	-	minua
2t001:008	-	(,)	-	,␣
2t001:008	13a	@	-	hänen␣
2t001:008	(11) 12	@	-	vankiaan
2t001:008	13b	,	-	,␣
2t001:008	14	@	-	vaan␣
2t001:008	15	@	-	kärsi␣
2t001:008	15	@	-	yhdessä␣
2t001:008	-	(@)	-	minun␣
2t001:008	-	(@)	-	kanssani␣
2t001:008	15	@	-	vaivaa␣
2t001:008	(16) 17	@	-	evankeliumin␣
2t001:008	case%17	@	-	tähden
2t001:008	-	(,)	-	,␣
2t001:008	18	@	-	sen␣
2t001:008	18	@	-	mukaan␣
2t001:008	18	@	-	kuin␣
2t001:008	20a	@	-	Jumala␣
2t001:008	-	(@)	-	antaa␣
2t001:008	19	@	-	voimaa
2t001:008	20b	,	-	,␣
2t001:009	2t001:009	2t001:009	VERSE	2Tm␣1:9␣
2t001:009	1	@	-	hän
2t001:009	-	(,)	-	,␣
2t001:009	1	@	-	joka␣
2t001:009	2	(@)	-	on␣
2t001:009	3	@	-	meidät␣
2t001:009	2	@	-	pelastanut␣
2t001:009	4	@	-	ja␣
2t001:009	5	@	-	kutsunut␣
2t001:009	7a	@	-	pyhällä␣
2t001:009	6	@	-	kutsumuksella
2t001:009	7b	,	-	,␣
2t001:009	8	@	-	ei␣
2t001:009	12	@	-	meidän␣
2t001:009	(10) 11	@	-	tekojemme␣
2t001:009	9	@	-	mukaan
2t001:009	-	(,)	-	,␣
2t001:009	13	@	-	vaan␣
2t001:009	15	@	-	oman␣
2t001:009	16	@	-	aivoituksensa␣
2t001:009	17	@	-	ja␣
2t001:009	18a	@	-	armonsa␣
2t001:009	14	@	-	mukaan
2t001:009	18b	,	-	,␣
2t001:009	19	@	-	joka␣
2t001:009	21	@	-	meille␣
2t001:009	20	(@)	-	on␣
2t001:009	20	@	-	annettu␣
2t001:009	23	@	-	Kristuksessa␣
2t001:009	24	@	-	Jeesuksessa␣
2t001:009	22	%case	LOC	
2t001:009	25	@	-	ennen␣
2t001:009	27a	@	-	ikuisia␣
2t001:009	26	@	-	aikoja
2t001:009	27b	,	-	,␣
2t001:010	2t001:010	2t001:010	VERSE	2Tm␣1:10␣
2t001:010	2	@	-	mutta␣
2t001:010	3	@	-	nyt␣
2t001:010	1	@	-	ilmisaatettu␣
2t001:010	9	@	-	meidän␣
2t001:010	(7) 8	@	-	Vapahtajamme␣
2t001:010	10	@	-	Kristuksen␣
2t001:010	11a	@	-	Jeesuksen␣
2t001:010	(5) 6	@	-	ilmestymisen␣
2t001:010	4	@	-	kautta
2t001:010	11b	,	-	,␣
2t001:010	12	(@)	-	joka␣
2t001:010	12	@	-	kukisti␣
2t001:010	(13)	-	UNTRANSLATED	
2t001:010	(14) 15	@	-	kuoleman␣
2t001:010	17	@	-	ja␣
2t001:010	16	@	-	toi␣
2t001:010	16	@	-	valoon␣
2t001:010	18	@	-	elämän␣
2t001:010	19	@	-	ja␣
2t001:010	20	@	-	katoamattomuuden␣
2t001:010	(22) 23	@	-	evankeliumin␣
2t001:010	21	@	-	kautta
2t001:010	-	(,)	-	,␣
2t001:011	2t001:011	2t001:011	VERSE	2Tm␣1:11␣
2t001:011	2	@	-	jonka␣
2t001:011	1	%case	GEN	
2t001:011	5	@	-	julistajaksi␣
2t001:011	6	@	-	ja␣
2t001:011	7	@	-	apostoliksi␣
2t001:011	8	@	-	ja␣
2t001:011	9a	@	-	opettajaksi␣
2t001:011	4	@	-	minä␣
2t001:011	3	(@)	-	olen␣
2t001:011	3	@	-	asetettu
2t001:011	9b	.	-	.␣
2t001:012	2t001:012	2t001:012	VERSE	2Tm␣1:12␣
2t001:012	2	@	-	Siitä␣
2t001:012	3	@	-	syystä␣
2t001:012	1	%case	LOC	
2t001:012	6a	(@)	-	minä␣
2t001:012	4	@	-	myös␣
2t001:012	5	@	-	näitä␣
2t001:012	6a	@	-	kärsin
2t001:012	6b	,	-	,␣
2t001:012	8	@	-	enkä␣
2t001:012	7	%clitic	kA	
2t001:012	-	(@)	-	sitä␣
2t001:012	9a	@	-	häpeä
2t001:012	9b	;	-	;␣
2t001:012	11	@	-	sillä␣
2t001:012	10	(@)	-	minä␣
2t001:012	10	@	-	tunnen␣
2t001:012	12	@	-	hänet
2t001:012	-	(,)	-	,␣
2t001:012	12	@	-	johon␣
2t001:012	13	(@)	-	minä␣
2t001:012	13	@	-	uskon
2t001:012	-	(,)	-	,␣
2t001:012	14	@	-	ja␣
2t001:012	15	@	-	olen␣
2t001:012	15	@	-	varma␣
2t001:012	-	(@)	-	siitä
2t001:012	-	(,)	-	,␣
2t001:012	16	@	-	että␣
2t001:012	18	(@)	-	hän␣
2t001:012	18	@	-	on␣
2t001:012	17	@	-	voimallinen␣
2t001:012	24	@	-	siihen␣
2t001:012	(25) 26a	@	-	päivään␣
2t001:012	23	@	-	asti␣
2t001:012	22	@	-	säilyttämään␣
2t001:012	19	@	-	sen
2t001:012	-	(,)	-	,␣
2t001:012	19	@	-	mikä␣
2t001:012	21	@	-	minulle␣
2t001:012	20	(@)	-	on␣
2t001:012	20	@	-	uskottu
2t001:012	26b	.	-	.␣
2t001:013	2t001:013	2t001:013	VERSE	2Tm␣1:13␣
2t001:013	2	@	-	Ota␣
2t001:013	1	@	-	esikuvaksi␣
2t001:013	-	(@)	-	ne␣
2t001:013	3	@	-	terveelliset␣
2t001:013	4	@	-	sanat
2t001:013	-	(,)	-	,␣
2t001:013	5	@	-	jotka␣
2t001:013	8	(@)	-	olet␣
2t001:013	7	@	-	minulta␣
2t001:013	6	%case	LOC	
2t001:013	8	@	-	kuullut
2t001:013	-	(,)	-	,␣
2t001:013	10	@	-	uskossa␣
2t001:013	9	%case	LOC	
2t001:013	11	@	-	ja␣
2t001:013	12	@	-	rakkaudessa
2t001:013	-	(,)	-	,␣
2t001:013	13	@	-	joka␣
2t001:013	-	(@)	-	on␣
2t001:013	15	@	-	Kristuksessa␣
2t001:013	16a	@	-	Jeesuksessa
2t001:013	14	%case	LOC	
2t001:013	16b	.	-	.␣
2t001:014	2t001:014	2t001:014	VERSE	2Tm␣1:14␣
2t001:014	4	@	-	Säilytä␣
2t001:014	1	@	-	se␣
2t001:014	2	@	-	hyvä
2t001:014	-	(,)	-	,␣
2t001:014	1	@	-	mikä␣
2t001:014	-	(@)	-	sinulle␣
2t001:014	3	(@)	-	on␣
2t001:014	3	@	-	uskottu
2t001:014	-	(,)	-	,␣
2t001:014	7	@	-	Pyhän␣
2t001:014	6	@	-	Hengen␣
2t001:014	5	@	-	kautta
2t001:014	-	(,)	-	,␣
2t001:014	8	@	-	joka␣
2t001:014	11a	@	-	meissä␣
2t001:014	10	%case	LOC	
2t001:014	9	@	-	asuu
2t001:014	11b	.	-	.␣
2t001:015	2t001:015	2t001:015	VERSE	2Tm␣1:15␣
2t001:015	1	(@)	-	Sinä␣
2t001:015	1	@	-	tiedät
2t001:015	(2a)	-	UNTRANSLATED	
2t001:015	-	(,)	-	,␣
2t001:015	3	@	-	että␣
2t001:015	6	@	-	kaikki␣
2t001:015	10a (7) (9)	@	-	aasialaiset␣
2t001:015	8	%case	NOM	
2t001:015	4	(@)	-	ovat␣
2t001:015	4	@	-	kääntyneet␣
2t001:015	5	@	-	minusta␣
2t001:015	4	@	-	pois
2t001:015	10b	;	-	;␣
2t001:015	11	@	-	niiden␣
2t001:015	case%11	@	-	joukossa␣
2t001:015	12	@	-	ovat␣
2t001:015	13	@	-	Fygelus␣
2t001:015	14	@	-	ja␣
2t001:015	15a	@	-	Hermogenes
2t001:015	15b	.	-	.␣
2t001:016	2t001:016	2t001:016	VERSE	2Tm␣1:16␣
2t001:016	1	@	-	Antakoon␣
2t001:016	(3) 4	@	-	Herra␣
2t001:016	2	@	-	laupeutta␣
2t001:016	6	@	-	Onesiforuksen␣
2t001:016	(5) 7a	@	-	huonekunnalle
2t001:016	7b	,	-	,␣
2t001:016	8	@	-	sillä␣
2t001:016	9	@	-	usein␣
2t001:016	11	(@)	-	hän␣
2t001:016	11	(@)	-	on␣
2t001:016	10	@	-	minua␣
2t001:016	11	@	-	virvoittanut
2t001:016	-	(,)	-	,␣
2t001:016	16	@	-	eikä␣
2t001:016	12	%clitic	kA	
2t001:016	17a	(@)	-	ole␣
2t001:016	(13) 14	@	-	kahleitani␣
2t001:016	15	%pers	?	
2t001:016	17a	@	-	hävennyt
2t001:016	17b	;	-	;␣
2t001:017	2t001:017	2t001:017	VERSE	2Tm␣1:17␣
2t001:017	1	@	-	vaan␣
2t001:017	2	(@)	-	kun␣
2t001:017	2	(@)	-	hän␣
2t001:017	2	@	-	tuli␣
2t001:017	4	@	-	Roomaan
2t001:017	3	%case	LOC	
2t001:017	-	(,)	-	,␣
2t001:017	6	@	-	etsi␣
2t001:017	6	(@)	-	hän␣
2t001:017	7	@	-	minua␣
2t001:017	5	@	-	innokkaasti␣
2t001:017	8	@	-	ja␣
2t001:017	9a	@	-	löysi␣
2t001:017	-	(@)	-	minut
2t001:017	9b	.	-	.␣
2t001:018	2t001:018	2t001:018	VERSE	2Tm␣1:18␣
2t001:018	1	@	-	Suokoon␣
2t001:018	(3) 4	@	-	Herra
2t001:018	-	(,)	-	,␣
2t001:018	-	(@)	-	että␣
2t001:018	2	@	-	hän␣
2t001:018	5	@	-	löytää␣
2t001:018	6	@	-	laupeuden␣
2t001:018	8	@	-	Herran␣
2t001:018	7	@	-	tykönä␣
2t001:018	10	@	-	sinä␣
2t001:018	(11) 12a	@	-	päivänä
2t001:018	9	%case	ESS	
2t001:018	12b	.	-	.␣
2t001:018	13	@	-	Ja␣
2t001:018	14	@	-	kuinka␣
2t001:018	14	@	-	suuria␣
2t001:018	17a	(@)	-	ne␣
2t001:018	17a	@	-	palvelukset␣
2t001:018	17a	(@)	-	olivat
2t001:018	-	(,)	-	,␣
2t001:018	17a	(@)	-	joita␣
2t001:018	17a	(@)	-	hän␣
2t001:018	17a	@	-	teki␣
2t001:018	16	@	-	Efesossa
2t001:018	15	%case	LOC	
2t001:018	-	(,)	-	,␣
2t001:018	-	(@)	-	sen␣
2t001:018	19	@	-	sinä␣
2t001:018	18	@	-	parhaiten␣
2t001:018	20a	@	-	tiedät
2t001:018	20b	.	-	.␣
2t002:001	2t002:001	2t002:001	VERSE	2Tm␣2:1␣
2t002:001	5	@	-	Vahvistu␣
2t002:001	1	%pers	2S	
2t002:001	2a	@	-	siis
2t002:001	2b	,	-	,␣
2t002:001	3	@	-	poikani
2t002:001	4a	%pers	?	
2t002:001	-	(,)	-	,␣
2t002:001	7	@	-	siinä␣
2t002:001	8	@	-	armossa
2t002:001	6	%case	LOC	
2t002:001	-	(,)	-	,␣
2t002:001	9	@	-	joka␣
2t002:001	-	(@)	-	on␣
2t002:001	11	@	-	Kristuksessa␣
2t002:001	12a	@	-	Jeesuksessa
2t002:001	10	%case	LOC	
2t002:001	12b	.	-	.␣
2t002:002	2t002:002	2t002:002	VERSE	2Tm␣2:2␣
2t002:002	1	@	-	Ja␣
2t002:002	2	@	-	minkä␣
2t002:002	3	(@)	-	olet␣
2t002:002	3	@	-	kuullut␣
2t002:002	5	@	-	minulta␣
2t002:002	4	%case	LOC	
2t002:002	-	(@)	-	ja␣
2t002:002	-	(@)	-	minkä␣
2t002:002	7	@	-	monet␣
2t002:002	-	(@)	-	ovat␣
2t002:002	8a	@	-	todistaneet
2t002:002	6	%case	NOM	
2t002:002	8b	,	-	,␣
2t002:002	10	@	-	usko␣
2t002:002	9	@	-	se␣
2t002:002	11	@	-	luotettaville␣
2t002:002	12a	@	-	miehille
2t002:002	12b	,	-	,␣
2t002:002	13	@	-	jotka␣
2t002:002	tasp%15	@	-	sitten␣
2t002:002	15	@	-	ovat␣
2t002:002	14	@	-	soveliaita␣
2t002:002	17	@	-	muitakin␣
2t002:002	16	%clitic	kin	
2t002:002	18a	@	-	opettamaan
2t002:002	18b	.	-	.␣
2t002:003	2t002:003	2t002:003	VERSE	2Tm␣2:3␣
2t002:003	1	@	-	Kärsi␣
2t002:003	1	@	-	vaivaa␣
2t002:003	2	@	-	niinkuin␣
2t002:003	-	(@)	-	ainakin␣
2t002:003	3	@	-	jalo␣
2t002:003	5	@	-	Kristuksen␣
2t002:003	6a	@	-	Jeesuksen␣
2t002:003	4	@	-	sotamies
2t002:003	6b	.	-	.␣
2t002:004	2t002:004	2t002:004	VERSE	2Tm␣2:4␣
2t002:004	1	@	-	Ei␣
2t002:004	1	@	-	kukaan
2t002:004	-	(,)	-	,␣
2t002:004	2	(@)	-	joka␣
2t002:004	2	@	-	sodassa␣
2t002:004	2	@	-	palvelee
2t002:004	-	(,)	-	,␣
2t002:004	3	@	-	sekaannu␣
2t002:004	(5) 6	@	-	elatuksen␣
2t002:004	(4) 7a	@	-	toimiin
2t002:004	7b	,	-	,␣
2t002:004	8	@	-	sillä␣
2t002:004	11a	(@)	-	hän␣
2t002:004	tasp%11a	@	-	tahtoo␣
2t002:004	11a	@	-	olla␣
2t002:004	11a	@	-	mieliksi␣
2t002:004	9	@	-	sille
2t002:004	-	(,)	-	,␣
2t002:004	9	@	-	joka␣
2t002:004	10	(@)	-	on␣
2t002:004	-	(@)	-	hänet␣
2t002:004	10	@	-	palkannut
2t002:004	11b	.	-	.␣
2t002:005	2t002:005	2t002:005	VERSE	2Tm␣2:5␣
2t002:005	6	@	-	Eihän␣
2t002:005	5a	@	-	sitäkään
2t002:005	2 3	%clitic	kAAn	
2t002:005	-	(,)	-	,␣
2t002:005	5a	@	-	joka␣
2t002:005	4	@	-	kilpailee
2t002:005	-	(,)	-	,␣
2t002:005	7	@	-	seppelöidä
2t002:005	-	(,)	-	,␣
2t002:005	8 9	@	-	ellei␣
2t002:005	11a	(@)	-	hän␣
2t002:005	11a	@	-	kilpaile␣
2t002:005	10	@	-	sääntöjen␣
2t002:005	sem%10	@	-	mukaisesti
2t002:005	11b	.	-	.␣
2t002:006	2t002:006	2t002:006	VERSE	2Tm␣2:6␣
2t002:006	3	@	-	Peltomiehen
2t002:006	-	(,)	-	,␣
2t002:006	1	@	-	joka␣
2t002:006	2	@	-	vaivaa␣
2t002:006	2	@	-	näkee
2t002:006	-	(,)	-	,␣
2t002:006	4	@	-	tulee␣
2t002:006	5	@	-	ennen␣
2t002:006	5	@	-	muita␣
2t002:006	8a	@	-	päästä␣
2t002:006	8a	@	-	osalliseksi␣
2t002:006	(6) 7	@	-	hedelmistä
2t002:006	8b	.	-	.␣
2t002:007	2t002:007	2t002:007	VERSE	2Tm␣2:7␣
2t002:007	1	@	-	Tarkkaa
2t002:007	-	(,)	-	,␣
2t002:007	2	@	-	mitä␣
2t002:007	3a	@	-	sanon
2t002:007	3b	;	-	;␣
2t002:007	(7) 8	@	-	Herra␣
2t002:007	(5)	-	UNTRANSLATED	
2t002:007	4	(@)	-	on␣
2t002:007	4	@	-	antava␣
2t002:007	6	@	-	sinulle␣
2t002:007	9	@	-	ymmärrystä␣
2t002:007	11a	@	-	kaikkeen
2t002:007	10	%case	LOC	
2t002:007	11b	.	-	.␣
2t002:008	2t002:008	2t002:008	VERSE	2Tm␣2:8␣
2t002:008	1	@	-	Muista␣
2t002:008	2	@	-	Jeesusta␣
2t002:008	3	@	-	Kristusta
2t002:008	-	(,)	-	,␣
2t002:008	4	(@)	-	joka␣
2t002:008	4	(@)	-	on␣
2t002:008	6a	@	-	kuolleista␣
2t002:008	5	%case	LOC	
2t002:008	4	@	-	herätetty␣
2t002:008	-	(@)	-	ja␣
2t002:008	-	(@)	-	on␣
2t002:008	9a	@	-	Daavidin␣
2t002:008	8	@	-	siementä␣
2t002:008	7	%case	PTV	
2t002:008	13a	@	-	minun␣
2t002:008	(11) 12	@	-	evankeliumini␣
2t002:008	10	@	-	mukaan
2t002:008	13b	,	-	,␣
2t002:009	2t002:009	2t002:009	VERSE	2Tm␣2:9␣
2t002:009	2	@	-	jonka␣
2t002:009	1	%case	GEN	
2t002:009	-	(@)	-	julistamisessa␣
2t002:009	3	(@)	-	minä␣
2t002:009	3	@	-	kärsin␣
2t002:009	3	@	-	vaivaa
2t002:009	-	(,)	-	,␣
2t002:009	5	@	-	kahleisiin␣
2t002:009	4	@	-	asti
2t002:009	-	(,)	-	,␣
2t002:009	6	@	-	niinkuin␣
2t002:009	7a	@	-	pahantekijä
2t002:009	7b	;	-	;␣
2t002:009	8	@	-	mutta␣
2t002:009	(11) 12	@	-	Jumalan␣
2t002:009	10 (9)	@	-	sana␣
2t002:009	13	@	-	ei␣
2t002:009	14a	(@)	-	ole␣
2t002:009	14a	@	-	kahlehdittu
2t002:009	14b	.	-	.␣
2t002:010	2t002:010	2t002:010	VERSE	2Tm␣2:10␣
2t002:010	2	@	-	Siitä␣
2t002:010	1	@	-	syystä␣
2t002:010	4	(@)	-	minä␣
2t002:010	4	@	-	kärsin␣
2t002:010	3	@	-	kaikki␣
2t002:010	(6) 7a	@	-	valittujen␣
2t002:010	5	@	-	tähden
2t002:010	7b	,	-	,␣
2t002:010	8	@	-	että␣
2t002:010	10	@	-	hekin␣
2t002:010	9	%clitic	kin	
2t002:010	12	@	-	saavuttaisivat␣
2t002:010	11	@	-	pelastuksen
2t002:010	-	(,)	-	,␣
2t002:010	13	@	-	joka␣
2t002:010	-	(@)	-	on␣
2t002:010	15	@	-	Kristuksessa␣
2t002:010	16	@	-	Jeesuksessa
2t002:010	14	%case	LOC	
2t002:010	-	(,)	-	,␣
2t002:010	17	@	-	ynnä␣
2t002:010	19a	@	-	iankaikkisen␣
2t002:010	18	@	-	kirkkauden
2t002:010	19b	.	-	.␣
2t002:011	2t002:011	2t002:011	VERSE	2Tm␣2:11␣
2t002:011	1	@	-	Varma␣
2t002:011	-	(@)	-	on␣
2t002:011	2	@	-	tämä␣
2t002:011	3a	@	-	sana
2t002:011	3b	;	-	;␣
2t002:011	5	@	-	sillä
2t002:011	-	(:)	-	:␣
2t002:011	4	@	-	jos␣
2t002:011	6a	(@)	-	olemme␣
2t002:011	6a	@	-	kuolleet␣
2t002:011	6a	@	-	yhdessä␣
2t002:011	-	(@)	-	hänen␣
2t002:011	-	(@)	-	kanssaan
2t002:011	-	(,)	-	,␣
2t002:011	tasp%8a	@	-	saamme␣
2t002:011	7	@	-	myös␣
2t002:011	-	(@)	-	hänen␣
2t002:011	8a	@	-	kanssaan␣
2t002:011	8a	@	-	elää
2t002:011	8b	;	-	;␣
2t002:012	2t002:012	2t002:012	VERSE	2Tm␣2:12␣
2t002:012	1	@	-	jos␣
2t002:012	2a	@	-	kärsimme␣
2t002:012	2a	@	-	yhdessä
2t002:012	2b	,	-	,␣
2t002:012	tasp%4a	@	-	saamme␣
2t002:012	-	(@)	-	hänen␣
2t002:012	4a	@	-	kanssaan␣
2t002:012	3	@	-	myös␣
2t002:012	4a	@	-	hallita
2t002:012	4b	;	-	;␣
2t002:012	5	@	-	jos␣
2t002:012	6a	@	-	kiellämme␣
2t002:012	-	(@)	-	hänet
2t002:012	6b	,	-	,␣
2t002:012	9	(@)	-	on␣
2t002:012	8	@	-	hänkin␣
2t002:012	9	@	-	kieltävä␣
2t002:012	10a	@	-	meidät
2t002:012	10b	;	-	;␣
2t002:013	2t002:013	2t002:013	VERSE	2Tm␣2:13␣
2t002:013	1	@	-	jos␣
2t002:013	2a	(@)	-	me␣
2t002:013	2a	@	-	olemme␣
2t002:013	2a	@	-	uskottomat
2t002:013	2b	,	-	,␣
2t002:013	5a	@	-	pysyy␣
2t002:013	-	(@)	-	kuitenkin␣
2t002:013	3	@	-	hän␣
2t002:013	4	@	-	uskollisena
2t002:013	5b	;	-	;␣
2t002:013	7	@	-	sillä␣
2t002:013	8	@	-	itseänsä␣
2t002:013	6	@	-	kieltää␣
2t002:013	10a	(@)	-	hän␣
2t002:013	9	@	-	ei␣
2t002:013	10a	@	-	saata
2t002:013	10b	.	-	.␣
2t002:014	2t002:014	2t002:014	VERSE	2Tm␣2:14␣
2t002:014	2	@	-	Muistuta␣
2t002:014	1	@	-	tästä
2t002:014	-	(,)	-	,␣
2t002:014	-	(@)	-	ja␣
2t002:014	3	@	-	teroita␣
2t002:014	-	(@)	-	heille␣
2t002:014	(5) 6	@	-	Jumalan␣
2t002:014	4	@	-	edessä
2t002:014	-	(,)	-	,␣
2t002:014	7	@	-	etteivät␣
2t002:014	8a	@	-	kiistelisi␣
2t002:014	8a	@	-	sanoista
2t002:014	-	(,)	-	,␣
2t002:014	-	(@)	-	mikä␣
2t002:014	10	@	-	ei␣
2t002:014	11a	@	-	ole␣
2t002:014	10	@	-	miksikään␣
2t002:014	9	%case	TRA	
2t002:014	11a	@	-	hyödyksi
2t002:014	-	(,)	-	,␣
2t002:014	-	(@)	-	vaan␣
2t002:014	14	@	-	niiden␣
2t002:014	13	@	-	turmioksi
2t002:014	12	%case	TRA	
2t002:014	-	(,)	-	,␣
2t002:014	14	@	-	jotka␣
2t002:014	15a	@	-	kuulevat
2t002:014	15b	.	-	.␣
2t002:015	2t002:015	2t002:015	VERSE	2Tm␣2:15␣
2t002:015	1	@	-	Pyri␣
2t002:015	2	%case	?	
2t002:015	4	@	-	osoittautumaan␣
2t002:015	(5) 6a	@	-	Jumalalle␣
2t002:015	-	(@)	-	semmoiseksi
2t002:015	-	(,)	-	,␣
