1c001:001	1c001:001	1c001:001	VERSE	1Kr␣1:1␣
1c001:004	10	@	-	armosta
1c001:004	8	%case	LOC	
1c001:004	-	(,)	-	,␣
1c001:004	13	@	-	joka␣
1c001:004	14	(@)	-	on␣
1c001:004	14	@	-	annettu␣
1c001:004	15	@	-	teille␣
1c001:004	17	@	-	Kristuksessa␣
1c001:004	18a	@	-	Jeesuksessa
1c001:004	16	%case	LOC	
1c001:004	18b	,	-	,␣
1c001:005	1c001:005	1c001:005	VERSE	1Kr␣1:5␣
1c001:005	1	@	-	että␣
1c001:005	3	@	-	kaikessa␣
1c001:005	2	%case	LOC	
1c001:005	4	(@)	-	olette␣
1c001:005	4	@	-	rikastuneet␣
1c001:005	6a	@	-	hänessä
1c001:005	5	%case	LOC	
1c001:005	6b	,	-	,␣
1c001:005	8	@	-	kaikessa␣
1c001:005	9	@	-	puheessa␣
1c001:005	7	%case	LOC	
1c001:005	10	@	-	ja␣
1c001:005	11	@	-	kaikessa␣
1c001:005	12a	@	-	tiedossa
1c001:005	12b	,	-	,␣
1c001:006	1c001:006	1c001:006	VERSE	1Kr␣1:6␣
1c001:006	1	@	-	sen␣
1c001:006	1	@	-	mukaan␣
1c001:006	1	@	-	kuin␣
1c001:006	(2) 3	@	-	todistus␣
1c001:006	(4) 5	@	-	Kristuksesta␣
1c001:006	6	(@)	-	on␣
1c001:006	8a	@	-	teissä␣
1c001:006	7	%case	LOC	
1c001:006	6	@	-	vahvistettu
1c001:006	8b	,	-	,␣
1c001:007	1c001:007	1c001:007	VERSE	1Kr␣1:7␣
1c001:007	1	@	-	niin␣
1c001:007	3	@	-	ettei␣
1c001:007	2	@	-	teiltä␣
1c001:007	6	@	-	mitään␣
1c001:007	4	@	-	puutu␣
1c001:007	6	@	-	missään␣
1c001:007	5	%case	LOC	
1c001:007	7	@	-	armolahjassa
1c001:007	-	(,)	-	,␣
1c001:007	8	(@)	-	teidän␣
1c001:007	8	@	-	odottaessanne␣
1c001:007	13	@	-	meidän␣
1c001:007	(11) 12	@	-	Herramme␣
1c001:007	14	@	-	Jeesuksen␣
1c001:007	15a	@	-	Kristuksen␣
1c001:007	10 (9)	@	-	ilmestystä
1c001:007	15b	.	-	.␣
1c001:008	1c001:008	1c001:008	VERSE	1Kr␣1:8␣
1c001:008	1	@	-	Hän␣
1c001:008	3	(@)	-	on␣
1c001:008	2	@	-	myös␣
1c001:008	3	@	-	vahvistava␣
1c001:008	4	@	-	teitä␣
1c001:008	6	@	-	loppuun␣
1c001:008	5	@	-	asti
1c001:008	-	(,)	-	,␣
1c001:008	7	(@)	-	niin␣
1c001:008	7	(@)	-	että␣
1c001:008	7	(@)	-	te␣
1c001:008	7	(@)	-	olette␣
1c001:008	7	@	-	nuhteettomat␣
1c001:008	13	@	-	meidän␣
1c001:008	(11) 12	@	-	Herramme␣
1c001:008	14a	@	-	Jeesuksen␣
1c001:008	15a	@	-	Kristuksen␣
1c001:008	10 (9)	@	-	päivänä
1c001:008	8	%case	ESS	
1c001:008	15b 15c	.	-	.␣
1c001:009	1c001:009	1c001:009	VERSE	1Kr␣1:9␣
1c001:009	(2) 3a	@	-	Jumala␣
1c001:009	1	(@)	-	on␣
1c001:009	1	@	-	uskollinen
1c001:009	3b	,	-	,␣
1c001:009	5	@	-	hän
1c001:009	-	(,)	-	,␣
1c001:009	5	@	-	jonka␣
1c001:009	4	@	-	kautta␣
1c001:009	6	(@)	-	te␣
1c001:009	6	(@)	-	olette␣
1c001:009	6	@	-	kutsutut␣
1c001:009	11	@	-	hänen␣
1c001:009	10 (9)	@	-	Poikansa␣
1c001:009	12	@	-	Jeesuksen␣
1c001:009	13	@	-	Kristuksen
1c001:009	-	(,)	-	,␣
1c001:009	16a	@	-	meidän␣
1c001:009	(14) 15	@	-	Herramme
1c001:009	-	(,)	-	,␣
1c001:009	8	@	-	yhteyteen
1c001:009	7	%case	LOC	
1c001:009	16b	.	-	.␣
1c001:010	1c001:010	1c001:010	VERSE	1Kr␣1:10␣
1c001:010	2	@	-	Mutta␣
1c001:010	1	(@)	-	minä␣
1c001:010	1	@	-	kehoitan␣
1c001:010	3a	@	-	teitä
1c001:010	3b	,	-	,␣
1c001:010	4a	@	-	veljet
1c001:010	4b	,	-	,␣
1c001:010	10	@	-	meidän␣
1c001:010	(8) 9	@	-	Herramme␣
1c001:010	11	@	-	Jeesuksen␣
1c001:010	12a	@	-	Kristuksen␣
1c001:010	(6) 7	@	-	nimeen
1c001:010	5	%case	LOC	
1c001:010	12b	,	-	,␣
1c001:010	13	@	-	että␣
1c001:010	17	@	-	kaikki␣
1c001:010	16	(@)	-	olisitte␣
1c001:010	16	@	-	puheessa␣
1c001:010	(14) 15	@	-	yksimieliset␣
1c001:010	19	@	-	ettekä␣
1c001:010	18	%clitic	kA	
1c001:010	20	@	-	suvaitsisi␣
1c001:010	23a	@	-	riitaisuuksia␣
1c001:010	22	@	-	keskuudessanne
1c001:010	21	%case	LOC	
1c001:010	23b	,	-	,␣
1c001:010	25	@	-	vaan␣
1c001:010	24	@	-	pysyisitte␣
1c001:010	26	@	-	sovinnossa␣
1c001:010	-	(@)	-	ja␣
1c001:010	-	(@)	-	teillä␣
1c001:010	-	(@)	-	olisi␣
1c001:010	29	@	-	sama␣
1c001:010	(28) 30	@	-	mieli␣
1c001:010	27	%case	NOM	
1c001:010	31	@	-	ja␣
1c001:010	34	@	-	sama␣
1c001:010	(33) 35a	@	-	ajatus
1c001:010	32	%case	NOM	
1c001:010	35b	.	-	.␣
1c001:011	1c001:011	1c001:011	VERSE	1Kr␣1:11␣
1c001:011	2	@	-	Sillä␣
1c001:011	10 (9)	@	-	Kloen␣
1c001:011	10 (9)	@	-	perheväeltä␣
1c001:011	8	%case	LOC	
1c001:011	1	(@)	-	olen␣
1c001:011	3	%pers	1S	
1c001:011	tasp%1	@	-	saanut␣
1c001:011	5a	@	-	teistä␣
1c001:011	4	%case	LOC	
1c001:011	1	@	-	kuulla
1c001:011	-	(,)	-	,␣
1c001:011	6	@	-	veljeni
1c001:011	7a	%pers	?	
1c001:011	-	(,)	-	,␣
1c001:011	11	@	-	että␣
1c001:011	14	@	-	teillä␣
1c001:011	13	%case	LOC	
1c001:011	15a	@	-	on␣
1c001:011	12	@	-	riitoja␣
1c001:011	13	@	-	keskuudessanne
1c001:011	15b	.	-	.␣
1c001:012	1c001:012	1c001:012	VERSE	1Kr␣1:12␣
1c001:012	1	@	-	Tarkoitan␣
1c001:012	(2)	-	UNTRANSLATED	
1c001:012	3	@	-	sitä
1c001:012	-	(,)	-	,␣
1c001:012	4	@	-	että␣
1c001:012	5	@	-	yksi␣
1c001:012	6	@	-	teistä␣
1c001:012	7a	@	-	sanoo
1c001:012	7b	:	-	:␣
1c001:012	7b	@	-	"
1c001:012	8	@	-	Minä␣
1c001:012	(9)	-	UNTRANSLATED	
1c001:012	10	@	-	olen␣
1c001:012	11a	@	-	Paavalin␣
1c001:012	case%11a	@	-	puolta
1c001:012	11b	@	-	"
1c001:012	11b	,	-	,␣
1c001:012	pro%13	@	-	toinen
1c001:012	-	(:)	-	:␣
1c001:012	-	(@)	-	"
1c001:012	12	@	-	Minä␣
1c001:012	14a	@	-	Apolloksen
1c001:012	14b	@	-	"
1c001:012	14b	,	-	,␣
1c001:012	16	@	-	joku␣
1c001:012	16	@	-	taas
1c001:012	-	(:)	-	:␣
1c001:012	-	(@)	-	"
1c001:012	15	@	-	Minä␣
1c001:012	17a	@	-	Keefaan
1c001:012	17b	@	-	"
1c001:012	17b	,	-	,␣
1c001:012	19	@	-	joku␣
1c001:012	19	@	-	vielä
1c001:012	-	(:)	-	:␣
1c001:012	-	(@)	-	"
1c001:012	18	@	-	Minä␣
1c001:012	20a	@	-	Kristuksen
1c001:012	20b	@	-	"
1c001:012	20b	.	-	.␣
1c001:013	1c001:013	1c001:013	VERSE	1Kr␣1:13␣
1c001:013	1	(@)	-	Onko␣
1c001:013	(2) 3a	@	-	Kristus␣
1c001:013	1	@	-	jaettu
1c001:013	-	(?)	-	?␣
1c001:013	4	@	-	Ei␣
1c001:013	4	@	-	kaiketi␣
1c001:013	5	@	-	Paavali␣
1c001:013	6	(@)	-	ole␣
1c001:013	6	@	-	ristiinnaulittu␣
1c001:013	8a	@	-	teidän␣
1c001:013	7	@	-	edestänne
1c001:013	-	(?)	-	?␣
1c001:013	9	@	-	Vai␣
1c001:013	14a	(@)	-	oletteko␣
1c001:013	14a	(@)	-	te␣
1c001:013	14a	@	-	kastetut␣
1c001:013	13	@	-	Paavalin␣
1c001:013	(11) 12	@	-	nimeen
1c001:013	10	%case	LOC	
1c001:013	-	(?)	-	?␣
1c001:014	1c001:014	1c001:014	VERSE	1Kr␣1:14␣
1c001:014	1a	(@)	-	Minä␣
1c001:014	1a	@	-	kiitän␣
1c001:014	(2) 3a	@	-	Jumalaa
1c001:014	3b	,	-	,␣
1c001:014	4 5	@	-	etten␣
1c001:014	7	(@)	-	ole␣
1c001:014	7	@	-	kastanut␣
1c001:014	6	@	-	teistä␣
1c001:014	8 9	@	-	ketään␣
1c001:014	8 9	@	-	muita␣
1c001:014	8 9	@	-	kuin␣
1c001:014	10	@	-	Krispuksen␣
1c001:014	11	@	-	ja␣
1c001:014	12a	@	-	Gaiuksen
1c001:014	12b	,	-	,␣
1c001:015	1c001:015	1c001:015	VERSE	1Kr␣1:15␣
1c001:015	1	@	-	niin␣
1c001:015	2	@	-	ettei␣
1c001:015	3	@	-	kukaan␣
1c001:015	tasp%4	@	-	saata␣
1c001:015	4	@	-	sanoa
1c001:015	-	(,)	-	,␣
1c001:015	5	@	-	että␣
1c001:015	10a	(@)	-	te␣
1c001:015	10a	(@)	-	olette␣
1c001:015	8	@	-	minun␣
1c001:015	(7) 9	@	-	nimeeni␣
1c001:015	6	%case	LOC	
1c001:015	10a	@	-	kastetut
1c001:015	10b	.	-	.␣
1c001:016	1c001:016	1c001:016	VERSE	1Kr␣1:16␣
1c001:016	1	@	-	Kastoinhan␣
1c001:016	2	@	-	tosin␣
1c001:016	5	@	-	Stefanaankin␣
1c001:016	3	%clitic	kin	
1c001:016	(4) 6a	@	-	perhekunnan
1c001:016	6b	;	-	;␣
1c001:016	7	@	-	sitten␣
1c001:016	8	@	-	en␣
1c001:016	9	@	-	tiedä
1c001:016	-	(,)	-	,␣
1c001:016	13a	(@)	-	olenko␣
1c001:016	10	%clitic	kO	
1c001:016	11	@	-	ketään␣
1c001:016	12	@	-	muuta␣
1c001:016	13a	@	-	kastanut
1c001:016	13b	.	-	.␣
1c001:017	1c001:017	1c001:017	VERSE	1Kr␣1:17␣
1c001:017	2	@	-	Sillä␣
1c001:017	5	@	-	Kristus␣
1c001:017	1	@	-	ei␣
1c001:017	3	@	-	lähettänyt␣
1c001:017	4	@	-	minua␣
1c001:017	6	@	-	kastamaan
1c001:017	-	(,)	-	,␣
1c001:017	7	@	-	vaan␣
1c001:017	8a	@	-	evankeliumia␣
1c001:017	8a	@	-	julistamaan␣
1c001:017	8b	-	-	-␣
1c001:017	9	@	-	ei␣
1c001:017	12a	@	-	puheen␣
1c001:017	11	@	-	viisaudella
1c001:017	10	%case	LOC	
1c001:017	12b	,	-	,␣
1c001:017	13 14	@	-	ettei␣
1c001:017	(18) 19a	@	-	Kristuksen␣
1c001:017	(16) 17	@	-	risti␣
1c001:017	15	@	-	menisi␣
1c001:017	15	@	-	mitättömäksi
1c001:017	19b	.	-	.␣
1c001:018	1c001:018	1c001:018	VERSE	1Kr␣1:18␣
1c001:018	3	@	-	Sillä␣
1c001:018	(1) 2	@	-	sana␣
1c001:018	(4)	-	UNTRANSLATED	
1c001:018	(5) 6	@	-	rististä␣
1c001:018	11a	@	-	on␣
1c001:018	10	@	-	hullutus␣
1c001:018	7	@	-	niille
1c001:018	(8)	-	UNTRANSLATED	
1c001:018	-	(,)	-	,␣
1c001:018	7	@	-	jotka␣
1c001:018	9	@	-	kadotukseen␣
1c001:018	9	@	-	joutuvat
1c001:018	11b	,	-	,␣
1c001:018	13	@	-	mutta␣
1c001:018	15	@	-	meille
1c001:018	-	(,)	-	,␣
1c001:018	12	@	-	jotka␣
1c001:018	14	@	-	pelastumme
1c001:018	-	(,)	-	,␣
1c001:018	18a	(@)	-	se␣
1c001:018	18a	@	-	on␣
1c001:018	17	@	-	Jumalan␣
1c001:018	16	@	-	voima
1c001:018	18b	.	-	.␣
1c001:019	1c001:019	1c001:019	VERSE	1Kr␣1:19␣
1c001:019	1	(@)	-	Onhan␣
1c001:019	2a	%clitic	hAn	
1c001:019	1	@	-	kirjoitettu
1c001:019	2b	:	-	:␣
1c001:019	2b	@	-	"
1c001:019	3	(@)	-	Minä␣
1c001:019	3	@	-	hävitän␣
1c001:019	(6) 7	@	-	viisasten␣
1c001:019	(4) 5	@	-	viisauden
1c001:019	-	(,)	-	,␣
1c001:019	8	@	-	ja␣
1c001:019	(11) 12	@	-	ymmärtäväisten␣
1c001:019	10 (9)	@	-	ymmärryksen␣
1c001:019	13a	(@)	-	minä␣
1c001:019	13a	@	-	teen␣
1c001:019	13a	@	-	mitättömäksi
1c001:019	13b	@	-	"
1c001:019	13b	.	-	.␣
1c001:020	1c001:020	1c001:020	VERSE	1Kr␣1:20␣
1c001:020	1	@	-	Missä␣
1c001:020	1	(@)	-	ovat␣
1c001:020	2a	@	-	viisaat
1c001:020	-	(?)	-	?␣
1c001:020	3	@	-	Missä␣
1c001:020	4a	@	-	kirjanoppineet
1c001:020	-	(?)	-	?␣
1c001:020	5	@	-	Missä␣
1c001:020	9a	@	-	tämän␣
1c001:020	(7) 8	@	-	maailman␣
1c001:020	6	@	-	älyniekat
1c001:020	-	(?)	-	?␣
1c001:020	10	@	-	Eikö␣
1c001:020	(12) 13	@	-	Jumala␣
1c001:020	11	(@)	-	ole␣
1c001:020	11	@	-	tehnyt␣
1c001:020	(16) 17a	@	-	maailman␣
1c001:020	(14) 15	@	-	viisautta␣
1c001:020	11	@	-	hullutukseksi
1c001:020	-	(?)	-	?␣
1c001:021	1c001:021	1c001:021	VERSE	1Kr␣1:21␣
1c001:021	2	@	-	Sillä␣
1c001:021	1	@	-	kun
1c001:021	-	(,)	-	,␣
1c001:021	(6) 7	@	-	Jumalan␣
1c001:021	(4) 5	@	-	viisaudesta
1c001:021	3	%case	LOC	
1c001:021	-	(,)	-	,␣
1c001:021	(10) 11	@	-	maailma␣
1c001:021	8	@	-	ei␣
1c001:021	tasp%9	@	-	oppinut␣
1c001:021	(13) 14	@	-	viisauden␣
1c001:021	12	@	-	avulla␣
1c001:021	9	@	-	tuntemaan␣
1c001:021	(15) 16a	@	-	Jumalaa
1c001:021	-	(,)	-	,␣
1c001:021	-	(@)	-	niin␣
1c001:021	(18) 19	@	-	Jumala␣
1c001:021	17	@	-	näki␣
1c001:021	17	@	-	hyväksi␣
1c001:021	(23) 24	@	-	saarnauttamansa␣
1c001:021	(21) 22	@	-	hullutuksen␣
1c001:021	20	@	-	kautta␣
1c001:021	25	@	-	pelastaa␣
1c001:021	26	@	-	ne
1c001:021	-	(,)	-	,␣
1c001:021	26	@	-	jotka␣
1c001:021	27a	@	-	uskovat
1c001:021	27b	,	-	,␣
1c001:022	1c001:022	1c001:022	VERSE	1Kr␣1:22␣
1c001:022	1	@	-	koskapa␣
1c001:022	2	%case	?	
1c001:022	3	@	-	juutalaiset␣
1c001:022	5	@	-	vaativat␣
1c001:022	4	@	-	tunnustekoja␣
1c001:022	6	@	-	ja␣
1c001:022	7	@	-	kreikkalaiset␣
1c001:022	9a	@	-	etsivät␣
1c001:022	8	@	-	viisautta
1c001:022	9b	,	-	,␣
1c001:023	1c001:023	1c001:023	VERSE	1Kr␣1:23␣
1c001:023	1	@	-	me␣
1c001:023	2	@	-	taas␣
1c001:023	3	@	-	saarnaamme␣
1c001:023	5a	@	-	ristiinnaulittua␣
1c001:023	4	@	-	Kristusta
1c001:023	5b	,	-	,␣
1c001:023	8a	(@)	-	joka␣
1c001:023	8a	(@)	-	on␣
1c001:023	(7)	-	UNTRANSLATED	
1c001:023	6	@	-	juutalaisille␣
1c001:023	8a	@	-	pahennus␣
1c001:023	10	@	-	ja␣
1c001:023	9	@	-	pakanoille␣
1c001:023	11a	@	-	hullutus
1c001:023	11b	,	-	,␣
1c001:024	1c001:024	1c001:024	VERSE	1Kr␣1:24␣
1c001:024	2	@	-	mutta␣
1c001:024	-	(@)	-	joka␣
1c001:024	1	@	-	niille
1c001:024	-	(,)	-	,␣
1c001:024	3	@	-	jotka␣
1c001:024	4a	(@)	-	ovat␣
1c001:024	4a	@	-	kutsutut
1c001:024	-	(,)	-	,␣
1c001:024	6	@	-	olkootpa␣
1c001:024	5	@	-	juutalaisia␣
1c001:024	7	@	-	tai␣
1c001:024	8a	@	-	kreikkalaisia
1c001:024	-	(,)	-	,␣
1c001:024	-	(@)	-	on␣
1c001:024	9	@	-	Kristus
1c001:024	-	(,)	-	,␣
1c001:024	10	@	-	Jumalan␣
1c001:024	11	@	-	voima␣
1c001:024	12	@	-	ja␣
1c001:024	13	@	-	Jumalan␣
1c001:024	14a	@	-	viisaus
1c001:024	14b	.	-	.␣
1c001:025	1c001:025	1c001:025	VERSE	1Kr␣1:25␣
1c001:025	1	@	-	Sillä␣
1c001:025	(4) 5	@	-	Jumalan␣
1c001:025	(2) 3	@	-	hulluus␣
1c001:025	9	@	-	on␣
1c001:025	6	@	-	viisaampi␣
1c001:025	6	(@)	-	kuin␣
1c001:025	(7) 8	@	-	ihmiset
1c001:025	-	(,)	-	,␣
1c001:025	10	@	-	ja␣
1c001:025	(13) 14	@	-	Jumalan␣
1c001:025	(11) 12	@	-	heikkous␣
1c001:025	15	(@)	-	on␣
1c001:025	15	@	-	väkevämpi␣
1c001:025	15	(@)	-	kuin␣
1c001:025	(16) 17a	@	-	ihmiset
1c001:025	17b	.	-	.␣
1c001:026	1c001:026	1c001:026	VERSE	1Kr␣1:26␣
1c001:026	2	@	-	Sillä␣
1c001:026	1	@	-	katsokaa
1c001:026	-	(,)	-	,␣
1c001:026	6a	@	-	veljet
1c001:026	-	(,)	-	,␣
1c001:026	5a	@	-	omaa␣
1c001:026	(3) 4	@	-	kutsumistanne
1c001:026	7	:	-	:␣
1c001:026	8	@	-	ei␣
1c001:026	-	(@)	-	ole␣
1c001:026	9	@	-	monta␣
1c001:026	12a	@	-	inhimillisesti␣
1c001:026	11	%case	MAN	
1c001:026	10	@	-	viisasta
1c001:026	12b	,	-	,␣
1c001:026	13	@	-	ei␣
1c001:026	14	@	-	monta␣
1c001:026	15a	@	-	mahtavaa
1c001:026	15b	,	-	,␣
1c001:026	16	@	-	ei␣
1c001:026	17	@	-	monta␣
1c001:026	18a	@	-	jalosukuista
1c001:026	18b	,	-	,␣
1c001:027	1c001:027	1c001:027	VERSE	1Kr␣1:27␣
1c001:027	1	@	-	vaan␣
1c001:027	2	@	-	sen
1c001:027	-	(,)	-	,␣
1c001:027	2	@	-	mikä␣
1c001:027	3	(@)	-	on␣
1c001:027	3	@	-	hulluutta␣
1c001:027	(4) 5	@	-	maailmalle
1c001:027	-	(,)	-	,␣
1c001:027	2	@	-	sen␣
1c001:027	(7) 8a	@	-	Jumala␣
1c001:027	6	@	-	valitsi␣
1c001:027	10	@	-	saattaaksensa␣
1c001:027	9	%case	TRA	
1c001:027	(11) 12a	@	-	viisaat␣
1c001:027	10	@	-	häpeään
1c001:027	12b	,	-	,␣
1c001:027	13	@	-	ja␣
1c001:027	14	@	-	sen
1c001:027	-	(,)	-	,␣
1c001:027	14	@	-	mikä␣
1c001:027	15	(@)	-	on␣
1c001:027	15	@	-	heikkoa␣
1c001:027	(16) 17	@	-	maailmassa
1c001:027	-	(,)	-	,␣
1c001:027	14	@	-	sen␣
1c001:027	(19) 20a	@	-	Jumala␣
1c001:027	18	@	-	valitsi␣
1c001:027	22	@	-	saattaaksensa␣
1c001:027	21	%case	TRA	
1c001:027	23	@	-	sen
1c001:027	-	(,)	-	,␣
1c001:027	23	@	-	mikä␣
1c001:027	24a	@	-	väkevää␣
1c001:027	24a	(@)	-	on
1c001:027	-	(,)	-	,␣
1c001:027	22	@	-	häpeään
1c001:027	24b	,	-	,␣
1c001:028	1c001:028	1c001:028	VERSE	1Kr␣1:28␣
1c001:028	1	@	-	ja␣
1c001:028	2	@	-	sen
1c001:028	-	(,)	-	,␣
1c001:028	2	@	-	mikä␣
1c001:028	(4) 5	@	-	maailmassa␣
1c001:028	3	(@)	-	on␣
1c001:028	3	@	-	halpasukuista␣
1c001:028	6	@	-	ja␣
1c001:028	(7) 8	@	-	halveksittua
1c001:028	-	(,)	-	,␣
1c001:028	2	@	-	sen␣
1c001:028	(10) 11a	@	-	Jumala␣
1c001:028	9	@	-	valitsi
1c001:028	11b	,	-	,␣
1c001:028	12	@	-	sen
1c001:028	-	(,)	-	,␣
1c001:028	12	@	-	joka␣
1c001:028	13	@	-	ei␣
1c001:028	13	@	-	mitään␣
1c001:028	14a	@	-	ole
1c001:028	14b	,	-	,␣
1c001:028	18a	@	-	tehdäksensä␣
1c001:028	15	%case	TRA	
1c001:028	18a	@	-	mitättömäksi␣
1c001:028	16	@	-	sen
1c001:028	-	(,)	-	,␣
1c001:028	16	@	-	joka␣
1c001:028	17	(@)	-	jotakin␣
1c001:028	17	@	-	on
1c001:028	18b	,	-	,␣
1c001:029	1c001:029	1c001:029	VERSE	1Kr␣1:29␣
1c001:029	1 2	@	-	ettei␣
1c001:029	4	@	-	mikään␣
1c001:029	5	@	-	liha␣
1c001:029	tasp%3	@	-	voisi␣
1c001:029	3	@	-	kerskata␣
1c001:029	(7) 8a	@	-	Jumalan␣
1c001:029	6	@	-	edessä
1c001:029	8b	.	-	.␣
1c001:030	1c001:030	1c001:030	VERSE	1Kr␣1:30␣
1c001:030	3	@	-	Mutta␣
1c001:030	2	@	-	hänestä␣
1c001:030	1	%case	LOC	
1c001:030	5	(@)	-	on␣
1c001:030	4	@	-	teidän␣
1c001:030	5	@	-	olemisenne␣
1c001:030	7	@	-	Kristuksessa␣
1c001:030	8a	@	-	Jeesuksessa
1c001:030	6	%case	LOC	
1c001:030	8b	,	-	,␣
1c001:030	9	@	-	joka␣
1c001:030	10	(@)	-	on␣
1c001:030	10	@	-	tullut␣
1c001:030	12	@	-	meille␣
1c001:030	11	@	-	viisaudeksi␣
1c001:030	14a	@	-	Jumalalta␣
1c001:030	13	%case	LOC	
1c001:030	16	@	-	ja␣
1c001:030	15	@	-	vanhurskaudeksi␣
1c001:030	17	@	-	ja␣
1c001:030	18	@	-	pyhitykseksi␣
1c001:030	19	@	-	ja␣
1c001:030	20a	@	-	lunastukseksi
1c001:030	20b	,	-	,␣
1c001:031	1c001:031	1c001:031	VERSE	1Kr␣1:31␣
1c001:031	1	@	-	että␣
1c001:031	sem%1	@	-	kävisi
1c001:031	-	(,)	-	,␣
1c001:031	2	@	-	niinkuin␣
1c001:031	3a	@	-	kirjoitettu␣
1c001:031	3a	(@)	-	on
1c001:031	3b	:	-	:␣
1c001:031	3b	@	-	"
1c001:031	4	@	-	Joka␣
1c001:031	5	@	-	kerskaa
1c001:031	-	(,)	-	,␣
1c001:031	4	@	-	sen␣
1c001:031	8a	@	-	kerskauksena␣
1c001:031	8a	(@)	-	olkoon␣
1c001:031	7	@	-	Herra
1c001:031	6	%case	NOM	
1c001:031	8b	@	-	"
1c001:031	8b	.	-	.␣
1c002:001	1c002:001	1c002:001	VERSE	1Kr␣2:1␣
1c002:001	2	@	-	Niinpä
1c002:001	-	(,)	-	,␣
1c002:001	-	(@)	-	kun␣
1c002:001	2	@	-	minä␣
1c002:001	3	@	-	tulin␣
1c002:001	5a	@	-	teidän␣
1c002:001	4	@	-	tykönne
1c002:001	5b	,	-	,␣
1c002:001	6a	@	-	veljet
1c002:001	6b	,	-	,␣
1c002:001	8	@	-	en␣
1c002:001	7	@	-	tullut␣
1c002:001	11	@	-	puheen␣
1c002:001	12	@	-	tai␣
1c002:001	13	@	-	viisauden␣
1c002:001	10	@	-	loistolla␣
1c002:001	9	%case	LOC	
1c002:001	15	@	-	teille␣
1c002:001	(18) 19a	@	-	Jumalan␣
1c002:001	(16) 17b	@	-	todistusta␣
1c002:001	14	@	-	julistamaan
1c002:001	19b	.	-	.␣
1c002:002	1c002:002	1c002:002	VERSE	1Kr␣2:2␣
1c002:002	2	@	-	Sillä␣
1c002:002	3	(@)	-	minä␣
1c002:002	3	(@)	-	olin␣
1c002:002	3	@	-	päättänyt␣
1c002:002	5	(@)	-	olla␣
1c002:002	7	@	-	teidän␣
1c002:002	6	@	-	tykönänne␣
1c002:002	5	@	-	tuntematta␣
