ne001:001	ne001:001	ne001:001	VERSE	Neh␣1:1␣
ne001:005	-	(@)	-	"
ne001:005	2	@	-	Oi␣
ne001:005	3	@	-	Herra
ne001:005	-	(,)	-	,␣
ne001:005	(5a) 5b	@	-	taivaan␣
ne001:005	4	@	-	Jumala
ne001:005	-	(,)	-	,␣
ne001:005	-	(@)	-	sinä␣
ne001:005	(7a) 7b	@	-	suuri␣
ne001:005	8a	@	-	ja␣
ne001:005	(8b) 8c	@	-	peljättävä␣
ne001:005	(6a) 6b	@	-	Jumala
ne001:005	-	(,)	-	,␣
ne001:005	-	(@)	-	joka␣
ne001:005	9	@	-	pidät␣
ne001:005	(10a) 10b	@	-	liiton␣
ne001:005	11a	@	-	ja␣
ne001:005	-	(@)	-	säilytät␣
ne001:005	11b	@	-	laupeuden␣
ne001:005	-	(@)	-	niille
ne001:005	-	(,)	-	,␣
ne001:005	-	(@)	-	jotka␣
ne001:005	pers%12b	@	-	sinua␣
ne001:005	12b	@	-	rakastavat␣
ne001:005	12a	%case	?	
ne001:005	13a	@	-	ja␣
ne001:005	13c	@	-	noudattavat␣
ne001:005	13b	%case	?	
ne001:005	pers%14	@	-	sinun␣
ne001:005	14	@	-	käskyjäsi
ne001:005	-	(,)	-	,␣
ne001:006	ne001:006	ne001:006	VERSE	Neh␣1:6␣
ne001:006	1	@	-	olkoon␣
ne001:006	2	%inflection	COP.ACT.IMP.3S	
ne001:006	pers%3	@	-	sinun␣
ne001:006	3	@	-	korvasi␣
ne001:006	4	@	-	tarkkaavainen␣
ne001:006	5a	@	-	ja␣
ne001:006	5b	@	-	silmäsi␣
ne001:006	6	@	-	avoin␣
ne001:006	7b	@	-	kuullaksesi␣
ne001:006	7a	%case	TRA	
ne001:006	10	@	-	palvelijasi␣
ne001:006	9	@	-	rukoukset
ne001:006	8	%case	NOM	
ne001:006	-	(,)	-	,␣
ne001:006	11	@	-	joita␣
ne001:006	12	@	-	minä␣
ne001:006	(15a) 15b	@	-	nyt␣
ne001:006	16	@	-	päivät␣
ne001:006	17a	@	-	ja␣
ne001:006	17b	@	-	yöt␣
ne001:006	13	@	-	rukoilen␣
ne001:006	pers%14b	@	-	sinun␣
ne001:006	14a 14b	@	-	edessäsi␣
ne001:006	21	@	-	palvelijaisi
ne001:006	-	(,)	-	,␣
ne001:006	19 20	@	-	israelilaisten
ne001:006	-	(,)	-	,␣
ne001:006	18	@	-	puolesta
ne001:006	-	(,)	-	,␣
ne001:006	22b	@	-	tunnustaen␣
ne001:006	22a	%inflection	ACT.INF2.MAN	
ne001:006	25 26	@	-	israelilaisten␣
ne001:006	24	@	-	synnit
ne001:006	23	%case	NOM	
ne001:006	-	(,)	-	,␣
ne001:006	27	@	-	jotka␣
ne001:006	28	(@)	-	me␣
ne001:006	28	(@)	-	olemme␣
ne001:006	28	@	-	tehneet␣
ne001:006	pers%29	@	-	sinua␣
ne001:006	29	@	-	vastaan
ne001:006	-	(;)	-	;␣
ne001:006	30a	@	-	sillä␣
ne001:006	30b	@	-	minäkin␣
ne001:006	31a	@	-	ja␣
ne001:006	pers%32	@	-	minun␣
ne001:006	31b 32	@	-	perhekuntani␣
ne001:006	33	(@)	-	olemme␣
ne001:006	33	@	-	syntiä␣
ne001:006	33	@	-	tehneet
ne001:006	-	(!)	-	!␣
ne001:007	ne001:007	ne001:007	VERSE	Neh␣1:7␣
ne001:007	2	(@)	-	Me␣
ne001:007	2	(@)	-	olemme␣
ne001:007	2	@	-	pahoin␣
ne001:007	2	@	-	tehneet␣
ne001:007	1	%case	NOM	
ne001:007	pers%3	@	-	sinua␣
ne001:007	3	@	-	vastaan
ne001:007	(4a)	-	UNTRANSLATED	
ne001:007	-	(;)	-	;␣
ne001:007	4b	@	-	emme␣
ne001:007	5	(@)	-	ole␣
ne001:007	5	@	-	noudattaneet␣
ne001:007	(7a) 7b	@	-	käskyjä
ne001:007	6	%case	PTV	
ne001:007	(8a)	-	UNTRANSLATED	
ne001:007	-	(,)	-	,␣
ne001:007	(9a) 9b	@	-	säädöksiä␣
ne001:007	8b	%case	PTV	
ne001:007	10a	@	-	ja␣
ne001:007	(11a) 11b	@	-	oikeuksia
ne001:007	10b	%case	PTV	
ne001:007	-	(,)	-	,␣
ne001:007	12	@	-	jotka␣
ne001:007	13	(@)	-	sinä␣
ne001:007	13	@	-	annoit␣
ne001:007	16	@	-	palvelijallesi␣
ne001:007	15	@	-	Moosekselle
ne001:007	14	%case	LOC	
ne001:007	-	(.)	-	.␣
ne001:008	ne001:008	ne001:008	VERSE	Neh␣1:8␣
ne001:008	1	@	-	Muista␣
ne001:008	2	%inflection	ACT.IMP.2S	
ne001:008	(4a) 4b	@	-	sana
ne001:008	3	%case	NOM	
ne001:008	-	(,)	-	,␣
ne001:008	5	@	-	jonka␣
ne001:008	6	(@)	-	sinä␣
ne001:008	6	@	-	annoit␣
ne001:008	9	@	-	palvelijallesi␣
ne001:008	8	@	-	Moosekselle
ne001:008	7	%case	LOC	
ne001:008	-	(,)	-	,␣
ne001:008	10a 10b	@	-	sanoen
ne001:008	-	(:)	-	:␣
ne001:008	-	(@)	-	'
ne001:008	-	(@)	-	Jos␣
ne001:008	11	@	-	te␣
ne001:008	12	@	-	tulette␣
ne001:008	12	@	-	uskottomiksi
ne001:008	-	(,)	-	,␣
ne001:008	-	(@)	-	niin␣
ne001:008	13	@	-	minä␣
ne001:008	14	@	-	hajotan␣
ne001:008	15	@	-	teidät␣
ne001:008	16b	@	-	kansojen␣
ne001:008	16a	@	-	sekaan
ne001:008	-	(;)	-	;␣
ne001:009	ne001:009	ne001:009	VERSE	Neh␣1:9␣
ne001:009	1a	@	-	mutta␣
ne001:009	-	(@)	-	jos␣
ne001:009	1b	(@)	-	te␣
ne001:009	1b	@	-	palajatte␣
ne001:009	pers%2	@	-	minun␣
ne001:009	2	@	-	tyköni
ne001:009	(3a)	-	UNTRANSLATED	
ne001:009	-	(,)	-	,␣
ne001:009	3b	@	-	noudatatte␣
ne001:009	pers%4	@	-	minun␣
ne001:009	4	@	-	käskyjäni␣
ne001:009	5a	@	-	ja␣
ne001:009	5b	@	-	seuraatte␣
ne001:009	6	@	-	niitä
ne001:009	-	(,)	-	,␣
ne001:009	-	(@)	-	niin␣
ne001:009	7	@	-	vaikka␣
ne001:009	pers%9	@	-	teidän␣
ne001:009	9	@	-	karkoitettunne␣
ne001:009	8	@	-	olisivat␣
ne001:009	(11a) 11b	@	-	taivaan␣
ne001:009	10b	@	-	ääressä
ne001:009	10a	%case	LOC	
ne001:009	-	(,)	-	,␣
ne001:009	13	(@)	-	minä␣
ne001:009	pers%13	@	-	heidät␣
ne001:009	12b	@	-	sieltäkin␣
ne001:009	12a	%case	LOC	
ne001:009	13	@	-	kokoan␣
ne001:009	15a	@	-	ja␣
ne001:009	15b	@	-	tuon␣
ne001:009	pers%15b	@	-	heidät␣
ne001:009	17a	@	-	siihen␣
ne001:009	17b	@	-	paikkaan
ne001:009	16	%case	LOC	
ne001:009	-	(,)	-	,␣
ne001:009	18	@	-	jonka␣
ne001:009	19	(@)	-	minä␣
ne001:009	19	(@)	-	olen␣
ne001:009	19	@	-	valinnut␣
ne001:009	22	@	-	nimeni␣
ne001:009	21	%case	NOM.GEN	
ne001:009	20b	@	-	asuinsijaksi
ne001:009	20a	%case	TRA	
ne001:009	(23)	-	UNTRANSLATED	
ne001:009	-	(@)	-	'
ne001:009	-	(.)	-	.␣
ne001:010	ne001:010	ne001:010	VERSE	Neh␣1:10␣
ne001:010	1a	@	-	Ovathan␣
ne001:010	1b	@	-	he␣
ne001:010	pers%2	@	-	sinun␣
ne001:010	2	@	-	palvelijasi␣
ne001:010	3a	@	-	ja␣
ne001:010	pers%3b	@	-	sinun␣
ne001:010	3b	@	-	kansasi
ne001:010	-	(,)	-	,␣
ne001:010	4	@	-	jotka␣
ne001:010	5	(@)	-	sinä␣
ne001:010	5	@	-	vapahdit␣
ne001:010	(7a) 7b	@	-	suurella␣
ne001:010	6b	@	-	voimallasi␣
ne001:010	6a	%case	LOC	
ne001:010	8a	@	-	ja␣
ne001:010	(9a) 9b	@	-	väkevällä␣
ne001:010	8c	@	-	kädelläsi
ne001:010	8b	%case	LOC	
ne001:010	-	(.)	-	.␣
ne001:011	ne001:011	ne001:011	VERSE	Neh␣1:11␣
ne001:011	1	@	-	Oi␣
ne001:011	2	@	-	Herra
ne001:011	-	(,)	-	,␣
ne001:011	6	@	-	tarkatkoon␣
ne001:011	3 4	%inflection	ACT.IMP.3S	
ne001:011	pers%5	@	-	sinun␣
ne001:011	5	@	-	korvasi␣
ne001:011	9	@	-	palvelijasi␣
ne001:011	8	@	-	rukousta␣
ne001:011	7	%case	PTV	
ne001:011	10a	@	-	ja␣
ne001:011	-	(@)	-	niiden␣
ne001:011	12	@	-	palvelijaisi␣
ne001:011	11	@	-	rukousta
ne001:011	10b	%case	PTV	
ne001:011	-	(,)	-	,␣
ne001:011	13a	@	-	jotka␣
ne001:011	13b	@	-	tahtovat␣
ne001:011	14b	@	-	peljätä␣
ne001:011	14a	%case	LAT	
ne001:011	pers%16	@	-	sinun␣
ne001:011	16	@	-	nimeäsi
ne001:011	15	%case	PTV	
ne001:011	(17a)	-	UNTRANSLATED	
ne001:011	-	(!)	-	!␣
ne001:011	17b	(@)	-	Anna␣
ne001:011	18	%inflection	ACT.IMP.2S	
ne001:011	20a	@	-	tänä␣
ne001:011	20b	@	-	päivänä␣
ne001:011	19b	@	-	palvelijasi␣
ne001:011	19a	%case	NOM.GEN	
ne001:011	17b	@	-	hankkeen␣
ne001:011	17b	@	-	menestyä␣
ne001:011	21a	@	-	ja␣
ne001:011	21b	@	-	suo␣
ne001:011	pers%21b	@	-	hänen␣
ne001:011	22b	@	-	saada␣
ne001:011	22a	%case	LAT	
ne001:011	22b	@	-	armo␣
ne001:011	(25a) 25b	@	-	sen␣
ne001:011	(24a) 24b	@	-	miehen␣
ne001:011	23a 23b	@	-	edessä
ne001:011	-	(.)	-	.
ne001:011	-	(@)	-	"␣
ne001:011	26b	@	-	Minä␣
ne001:011	27	@	-	olin␣
ne001:011	26a	@	-	näet␣
ne001:011	29b	@	-	kuninkaan␣
ne001:011	29a	%case	GEN	
ne001:011	28	@	-	juomanlaskija
ne001:011	-	(.)	-	.␣
ne002:001	ne002:001	ne002:001	VERSE	Neh␣2:1␣
ne002:001	2b 3	@	-	Niisan-kuussa
ne002:001	2a	%case	LOC	
ne002:001	-	(,)	-	,␣
ne002:001	(7a) 7b	@	-	kuningas␣
ne002:001	6b	@	-	Artahsastan␣
ne002:001	6a	%case	GEN	
ne002:001	5	@	-	kahdentenakymmenentenä␣
ne002:001	4	@	-	hallitusvuotena
ne002:001	-	(,)	-	,␣
ne002:001	1a	@	-	kun␣
ne002:001	8	@	-	viini␣
ne002:001	1b	@	-	oli␣
ne002:001	pers%9b	@	-	hänen␣
ne002:001	9a 9b	@	-	edessään
ne002:001	(10a)	-	UNTRANSLATED	
ne002:001	-	(,)	-	,␣
ne002:001	10b	@	-	otin␣
ne002:001	10b	(@)	-	minä␣
ne002:001	(12a) 12b	@	-	viinin␣
ne002:001	11	%case	GEN	
ne002:001	13a	@	-	ja␣
ne002:001	13b	@	-	annoin␣
ne002:001	-	(@)	-	sen␣
ne002:001	14b	@	-	kuninkaalle
ne002:001	14a	%case	LOC	
ne002:001	-	(.)	-	.␣
ne002:001	15a	@	-	Kun␣
ne002:001	16	(@)	-	minä␣
ne002:001	15b	@	-	en␣
ne002:001	16	(@)	-	ollut␣
ne002:001	-	(@)	-	ennen␣
ne002:001	16	@	-	ollut␣
ne002:001	pers%18b	@	-	hänen␣
ne002:001	18a 18b	@	-	edessään␣
ne002:001	17	@	-	murheellisena
ne002:001	-	(,)	-	,␣
ne002:002	ne002:002	ne002:002	VERSE	Neh␣2:2␣
ne002:002	(1a)	-	UNTRANSLATED	
ne002:002	1b	@	-	sanoi␣
ne002:002	(3a) 3b	@	-	kuningas␣
ne002:002	2	@	-	minulle
ne002:002	-	(:)	-	:␣
ne002:002	-	(@)	-	"
ne002:002	4	@	-	Minkätähden␣
ne002:002	pers%5	@	-	sinä␣
ne002:002	-	(@)	-	olet␣
ne002:002	-	(@)	-	niin␣
ne002:002	6	@	-	murheellisen␣
ne002:002	5	@	-	näköinen
ne002:002	-	(?)	-	?␣
ne002:002	8	@	-	Ethän␣
ne002:002	7a 7b	%clitic	hAn	
ne002:002	8	@	-	ole␣
ne002:002	9	@	-	sairas
ne002:002	-	(;)	-	;␣
ne002:002	-	(@)	-	sinulla␣
ne002:002	10	@	-	on␣
ne002:002	12 13	@	-	varmaan␣
ne002:002	11	@	-	jokin␣
ne002:002	14 15	@	-	sydämensuru
ne002:002	-	(.)	-	.
ne002:002	-	(@)	-	"␣
ne002:002	16a	@	-	Silloin␣
ne002:002	16b	(@)	-	minä␣
ne002:002	16b	@	-	peljästyin␣
ne002:002	17 18	@	-	kovin
ne002:002	-	(,)	-	,␣
ne002:003	ne002:003	ne002:003	VERSE	Neh␣2:3␣
ne002:003	1a	@	-	mutta␣
ne002:003	1b	(@)	-	minä␣
ne002:003	1b	@	-	sanoin␣
ne002:003	2b	@	-	kuninkaalle
ne002:003	2a	%case	LOC	
ne002:003	-	(:)	-	:␣
ne002:003	-	(@)	-	"
ne002:003	5	@	-	Eläköön␣
ne002:003	(3a) 3b	@	-	kuningas␣
ne002:003	4b	@	-	iankaikkisesti
ne002:003	4a	%case	MAN	
ne002:003	-	(.)	-	.␣
ne002:003	6	@	-	Kuinka␣
ne002:003	pers%9	@	-	minä␣
ne002:003	7	@	-	en␣
ne002:003	8	@	-	olisi␣
ne002:003	8	@	-	murheellisen␣
ne002:003	9	@	-	näköinen
ne002:003	-	(,)	-	,␣
ne002:003	10	@	-	kun␣
ne002:003	11a	@	-	se␣
ne002:003	11b	@	-	kaupunki
ne002:003	-	(,)	-	,␣
ne002:003	-	(@)	-	jossa␣
ne002:003	pers%14	@	-	minun␣
ne002:003	14	@	-	isieni␣
ne002:003	12 13	@	-	haudat␣
ne002:003	-	(@)	-	ovat
ne002:003	-	(,)	-	,␣
ne002:003	-	(@)	-	on␣
ne002:003	15	@	-	autio␣
ne002:003	16a	@	-	ja␣
ne002:003	pers%16b	@	-	sen␣
ne002:003	16b	@	-	portit␣
ne002:003	18b	@	-	tulella␣
ne002:003	18a	%case	LOC	
ne002:003	17	@	-	poltetut
ne002:003	-	(?)	-	?
ne002:003	-	(@)	-	"␣
ne002:004	ne002:004	ne002:004	VERSE	Neh␣2:4␣
ne002:004	(1a)	-	UNTRANSLATED	
ne002:004	(3a) 3b	@	-	Kuningas␣
ne002:004	1b	@	-	sanoi␣
ne002:004	2	@	-	minulle
ne002:004	-	(:)	-	:␣
ne002:004	-	(@)	-	"
ne002:004	5 6	@	-	Mitä␣
ne002:004	4	%case	PTV	
ne002:004	7	@	-	sinä␣
ne002:004	-	(@)	-	siis␣
ne002:004	8	@	-	pyydät
ne002:004	-	(?)	-	?
ne002:004	-	(@)	-	"␣
ne002:004	9a	@	-	Niin␣
ne002:004	9b	(@)	-	minä␣
ne002:004	9b	@	-	rukoilin␣
ne002:004	(12a) 12b	@	-	taivaan␣
ne002:004	11	@	-	Jumalaa␣
ne002:004	10	%case	PTV	
ne002:005	ne002:005	ne002:005	VERSE	Neh␣2:5␣
ne002:005	1a	@	-	ja␣
ne002:005	1b	@	-	sanoin␣
ne002:005	2b	@	-	kuninkaalle
ne002:005	2a	%case	LOC	
ne002:005	-	(:)	-	:␣
ne002:005	-	(@)	-	"
ne002:005	3	@	-	Jos␣
ne002:005	(5a) 5b	@	-	kuningas␣
ne002:005	4	%case	NOM	
ne002:005	6	@	-	hyväksi␣
ne002:005	6	@	-	näkee␣
ne002:005	7a	@	-	ja␣
ne002:005	7b	@	-	jos␣
ne002:005	10b 8	(@)	-	olet␣
ne002:005	10b 8	@	-	mielistynyt␣
ne002:005	10a	%case	NOM	
ne002:005	9	@	-	palvelijaasi
ne002:005	-	(,)	-	,␣
ne002:005	11	@	-	niin␣
ne002:005	12	@	-	lähetä␣
ne002:005	pers%12	@	-	minut␣
ne002:005	14	@	-	Juudaan
ne002:005	13	%case	LOC	
ne002:005	-	(,)	-	,␣
ne002:005	-	(@)	-	siihen␣
ne002:005	16	@	-	kaupunkiin
ne002:005	15	%case	LOC	
ne002:005	-	(,)	-	,␣
ne002:005	-	(@)	-	jossa␣
ne002:005	pers%18	@	-	minun␣
ne002:005	18	@	-	isieni␣
ne002:005	17	@	-	haudat␣
ne002:005	-	(@)	-	ovat
ne002:005	-	(,)	-	,␣
ne002:005	19b	@	-	rakentamaan␣
ne002:005	19a	%inflection	INF3.ILL	
ne002:005	pers%19b	@	-	sitä␣
ne002:005	sem%19b	@	-	uudestaan
ne002:005	-	(@)	-	"
ne002:005	-	(.)	-	.␣
ne002:006	ne002:006	ne002:006	VERSE	Neh␣2:6␣
ne002:006	1a	@	-	Niin␣
ne002:006	(3a) 3b	@	-	kuningas␣
ne002:006	1b	@	-	kysyi␣
ne002:006	2	@	-	minulta
ne002:006	-	(,)	-	,␣
ne002:006	(4b) 4c	@	-	kuningattaren␣
ne002:006	5	@	-	istuessa␣
ne002:006	4a	%inflection	ACT.INF2.INE	
ne002:006	pers%6	@	-	hänen␣
ne002:006	6	@	-	vieressään
ne002:006	-	(:)	-	:␣
ne002:006	-	(@)	-	"
ne002:006	7 8	@	-	Kuinka␣
ne002:006	7 8	@	-	kauan␣
ne002:006	pers%10	@	-	sinun␣
ne002:006	10	@	-	matkasi␣
ne002:006	9	@	-	kestäisi␣
ne002:006	11a	@	-	ja␣
ne002:006	11b	@	-	milloin␣
ne002:006	12	(@)	-	voisit␣
ne002:006	12	@	-	palata
ne002:006	-	(?)	-	?
ne002:006	-	(@)	-	"␣
ne002:006	13a	@	-	Kun␣
ne002:006	-	(@)	-	siis␣
ne002:006	(15a) 15b	@	-	kuningas␣
ne002:006	14a 14b	%case	NOM	
ne002:006	13b	@	-	näki␣
ne002:006	13b	@	-	hyväksi␣
ne002:006	16b	@	-	lähettää␣
ne002:006	16a	%inflection	INF1.LAT	
ne002:006	pers%16b	@	-	minut
ne002:006	(17a)	-	UNTRANSLATED	
ne002:006	-	(,)	-	,␣
ne002:006	17b	@	-	ilmoitin␣
ne002:006	17b	(@)	-	minä␣
ne002:006	18	@	-	hänelle␣
ne002:006	19	@	-	määrätyn␣
ne002:006	19	@	-	ajan
ne002:006	-	(.)	-	.␣
ne002:007	ne002:007	ne002:007	VERSE	Neh␣2:7␣
ne002:007	1a	@	-	Ja␣
ne002:007	1b	(@)	-	minä␣
ne002:007	1b	@	-	sanoin␣
ne002:007	2b	@	-	kuninkaalle
ne002:007	2a	%case	LOC	
ne002:007	-	(:)	-	:␣
ne002:007	-	(@)	-	"
ne002:007	3	@	-	Jos␣
ne002:007	(5a) 5b	@	-	kuningas␣
ne002:007	4	%case	NOM	
ne002:007	6	@	-	hyväksi␣
ne002:007	6	@	-	näkee
ne002:007	-	(,)	-	,␣
ne002:007	-	(@)	-	niin␣
ne002:007	8	@	-	annettakoon␣
ne002:007	pers%9	@	-	minun␣
ne002:007	9	@	-	mukaani␣
ne002:007	7	@	-	kirjeet␣
ne002:007	(13a) 13b	@	-	Eufrat-virran␣
ne002:007	12	@	-	tuonpuoleisen␣
ne002:007	12	@	-	maan␣
ne002:007	11	@	-	käskynhaltijoille
ne002:007	10	%case	LOC	
ne002:007	-	(,)	-	,␣
ne002:007	14	@	-	että␣
ne002:007	15	(@)	-	he␣
ne002:007	15	(@)	-	sallivat␣
ne002:007	pers%15	@	-	minun␣
ne002:007	15	@	-	kulkea␣
ne002:007	-	(@)	-	sen␣
ne002:007	sem%15	@	-	kautta␣
ne002:007	18	@	-	perille␣
ne002:007	16 17	%case	LOC	
ne002:007	20	@	-	Juudaan␣
ne002:007	19	@	-	asti
ne002:007	-	(,)	-	,␣
ne002:008	ne002:008	ne002:008	VERSE	Neh␣2:8␣
ne002:008	1a	@	-	samoin␣
ne002:008	1b	@	-	kirje␣
ne002:008	3	@	-	Aasafille
ne002:008	2	%case	LOC	
ne002:008	-	(,)	-	,␣
ne002:008	7b	@	-	kuninkaan␣
ne002:008	6 7a	%case	GEN	
ne002:008	(5a) 5b	@	-	puiston␣
ne002:008	4	@	-	vartijalle
ne002:008	-	(,)	-	,␣
ne002:008	8	@	-	että␣
ne002:008	9	(@)	-	hän␣
ne002:008	9	@	-	antaa␣
ne002:008	10	@	-	minulle␣
ne002:008	11	@	-	hirsiä␣
ne002:008	(15a) 15b 17b	@	-	temppelilinnan␣
ne002:008	16 17a	%case	GEN	
ne002:008	14	@	-	porttien␣
ne002:008	13	%case	GEN	
ne002:008	12b	@	-	kattamista␣
ne002:008	12a	@	-	varten␣
ne002:008	18a	@	-	sekä␣
ne002:008	(19a) 19b	@	-	kaupungin␣
ne002:008	18c	@	-	muuria␣
ne002:008	18b	%case	PTV	
ne002:008	20a	@	-	ja␣
ne002:008	-	(@)	-	sitä␣
ne002:008	20c	@	-	taloa␣
ne002:008	20b	@	-	varten
ne002:008	-	(,)	-	,␣
ne002:008	21	@	-	johon␣
ne002:008	23	%case	LOC	
ne002:008	22	@	-	menen␣
ne002:008	-	(@)	-	asumaan
ne002:008	-	(@)	-	"
ne002:008	-	(.)	-	.␣
ne002:008	24a	@	-	Ja␣
ne002:008	(26a) 26b	@	-	kuningas␣
ne002:008	24b	@	-	myönsi␣
ne002:008	25	@	-	minulle␣
ne002:008	-	(@)	-	sen
ne002:008	-	(,)	-	,␣
ne002:008	27a	@	-	koska␣
ne002:008	pers%28	@	-	minun␣
ne002:008	28	@	-	Jumalani␣
ne002:008	(29a) 29b	@	-	hyvä␣
ne002:008	27b	@	-	käsi␣
ne002:008	-	(@)	-	oli␣
ne002:008	pers%30	@	-	minun␣
ne002:008	30	@	-	päälläni
ne002:008	-	(.)	-	.␣
ne002:009	ne002:009	ne002:009	VERSE	Neh␣2:9␣
ne002:009	1a	@	-	Kun␣
ne002:009	1b	(@)	-	minä␣
ne002:009	-	(@)	-	sitten␣
ne002:009	1b	@	-	tulin␣
ne002:009	(5a) 5b	@	-	Eufrat-virran␣
ne002:009	4	@	-	tämänpuoleisen␣
ne002:009	4	@	-	maan␣
ne002:009	3	@	-	käskynhaltijain␣
ne002:009	2	@	-	luo
ne002:009	(6a)	-	UNTRANSLATED	
