1x001:001	1x001:001	1x001:001	VERSE	1Ak␣1:1␣
1x001:016	-	(,)	-	,␣
1x001:016	(4a) 4b	@	-	semarilaiset␣
1x001:016	3b	%case	NOM	
1x001:016	5a	@	-	ja␣
1x001:016	(6a) 6b	@	-	hamatilaiset
1x001:016	5b	%case	NOM	
1x001:016	-	(.)	-	.␣
1x001:017	1x001:017	1x001:017	VERSE	1Ak␣1:17␣
1x001:017	2	@	-	Seemin␣
1x001:017	1	@	-	pojat␣
1x001:017	-	(@)	-	olivat␣
1x001:017	3	@	-	Eelam
1x001:017	(4a)	-	UNTRANSLATED	
1x001:017	-	(,)	-	,␣
1x001:017	4b	@	-	Assur
1x001:017	(5a)	-	UNTRANSLATED	
1x001:017	-	(,)	-	,␣
1x001:017	5b	@	-	Arpaksad
1x001:017	(6a)	-	UNTRANSLATED	
1x001:017	-	(,)	-	,␣
1x001:017	6b	@	-	Luud
1x001:017	(7a)	-	UNTRANSLATED	
1x001:017	-	(,)	-	,␣
1x001:017	7b	@	-	Aram
1x001:017	(8a)	-	UNTRANSLATED	
1x001:017	-	(,)	-	,␣
1x001:017	8b	@	-	Uus
1x001:017	(9a)	-	UNTRANSLATED	
1x001:017	-	(,)	-	,␣
1x001:017	9b	@	-	Huul
1x001:017	(10a)	-	UNTRANSLATED	
1x001:017	-	(,)	-	,␣
1x001:017	10b	@	-	Geter␣
1x001:017	11a	@	-	ja␣
1x001:017	11b	@	-	Mesek
1x001:017	-	(.)	-	.␣
1x001:018	1x001:018	1x001:018	VERSE	1Ak␣1:18␣
1x001:018	1a	@	-	Ja␣
1x001:018	1b	@	-	Arpaksadille␣
1x001:018	2	@	-	syntyi␣
1x001:018	4	@	-	Selah
1x001:018	3	%case	NOM	
1x001:018	-	(,)	-	,␣
1x001:018	5a	@	-	ja␣
1x001:018	5b	@	-	Selahille␣
1x001:018	6	@	-	syntyi␣
1x001:018	8	@	-	Eeber
1x001:018	7	%case	NOM	
1x001:018	-	(.)	-	.␣
1x001:019	1x001:019	1x001:019	VERSE	1Ak␣1:19␣
1x001:019	1a	@	-	Ja␣
1x001:019	1c	@	-	Eeberille␣
1x001:019	1b	%case	LOC	
1x001:019	2	@	-	syntyi␣
1x001:019	3	@	-	kaksi␣
1x001:019	4	@	-	poikaa
1x001:019	-	(;)	-	;␣
1x001:019	(6a) 6b	@	-	toisen␣
1x001:019	5	@	-	nimi␣
1x001:019	-	(@)	-	oli␣
1x001:019	7	@	-	Peleg
1x001:019	-	(,)	-	,␣
1x001:019	8	@	-	sillä␣
1x001:019	pers%9b	@	-	hänen␣
1x001:019	9b	@	-	aikanansa␣
1x001:019	9a	%case	ESS	
1x001:019	10	@	-	jakaantuivat␣
1x001:019	(11a) 11b	@	-	maan␣
1x001:019	-	(@)	-	asukkaat
1x001:019	-	(,)	-	,␣
1x001:019	12a	@	-	ja␣
1x001:019	pers%13	@	-	hänen␣
1x001:019	13	@	-	veljensä␣
1x001:019	12b	@	-	nimi␣
1x001:019	-	(@)	-	oli␣
1x001:019	14	@	-	Joktan
1x001:019	-	(.)	-	.␣
1x001:020	1x001:020	1x001:020	VERSE	1Ak␣1:20␣
1x001:020	1a	@	-	Ja␣
1x001:020	1b	@	-	Joktanille␣
1x001:020	2	@	-	syntyivät␣
1x001:020	4	@	-	Almodad
1x001:020	3	%case	NOM	
1x001:020	(5a)	-	UNTRANSLATED	
1x001:020	-	(,)	-	,␣
1x001:020	6	@	-	Selef
1x001:020	5b	%case	NOM	
1x001:020	(7a)	-	UNTRANSLATED	
1x001:020	-	(,)	-	,␣
1x001:020	8	@	-	Hasarmavet
1x001:020	7b	%case	NOM	
1x001:020	(9a)	-	UNTRANSLATED	
1x001:020	-	(,)	-	,␣
1x001:020	10	@	-	Jerah
1x001:020	9b	%case	NOM	
1x001:020	-	(,)	-	,␣
1x001:021	1x001:021	1x001:021	VERSE	1Ak␣1:21␣
1x001:021	(1a)	-	UNTRANSLATED	
1x001:021	2	@	-	Hadoram
1x001:021	1b	%case	NOM	
1x001:021	(3a)	-	UNTRANSLATED	
1x001:021	-	(,)	-	,␣
1x001:021	4	@	-	Uusal
1x001:021	3b	%case	NOM	
1x001:021	(5a)	-	UNTRANSLATED	
1x001:021	-	(,)	-	,␣
1x001:021	6	@	-	Dikla
1x001:021	5b	%case	NOM	
1x001:021	-	(,)	-	,␣
1x001:022	1x001:022	1x001:022	VERSE	1Ak␣1:22␣
1x001:022	(1a)	-	UNTRANSLATED	
1x001:022	2	@	-	Eebal
1x001:022	1b	%case	NOM	
1x001:022	(3a)	-	UNTRANSLATED	
1x001:022	-	(,)	-	,␣
1x001:022	4	@	-	Abimael
1x001:022	3b	%case	NOM	
1x001:022	(5a)	-	UNTRANSLATED	
1x001:022	-	(,)	-	,␣
1x001:022	6	@	-	Saba
1x001:022	5b	%case	NOM	
1x001:022	-	(,)	-	,␣
1x001:023	1x001:023	1x001:023	VERSE	1Ak␣1:23␣
1x001:023	(1a)	-	UNTRANSLATED	
1x001:023	2	@	-	Oofir
1x001:023	1b	%case	NOM	
1x001:023	(3a)	-	UNTRANSLATED	
1x001:023	-	(,)	-	,␣
1x001:023	4	@	-	Havila␣
1x001:023	3b	%case	NOM	
1x001:023	5a	@	-	ja␣
1x001:023	6	@	-	Joobab
1x001:023	5b	%case	NOM	
1x001:023	-	(.)	-	.␣
1x001:023	7	@	-	Kaikki␣
1x001:023	8	@	-	nämä␣
1x001:023	-	(@)	-	olivat␣
1x001:023	10	@	-	Joktanin␣
1x001:023	9	@	-	poikia
1x001:023	-	(.)	-	.␣
1x001:024	1x001:024	1x001:024	VERSE	1Ak␣1:24␣
1x001:024	1	@	-	Seem
1x001:024	-	(,)	-	,␣
1x001:024	2	@	-	Arpaksad
1x001:024	-	(,)	-	,␣
1x001:024	3	@	-	Selah
1x001:024	-	(,)	-	,␣
1x001:025	1x001:025	1x001:025	VERSE	1Ak␣1:25␣
1x001:025	1	@	-	Eeber
1x001:025	-	(,)	-	,␣
1x001:025	2	@	-	Peleg
1x001:025	-	(,)	-	,␣
1x001:025	3	@	-	Regu
1x001:025	-	(,)	-	,␣
1x001:026	1x001:026	1x001:026	VERSE	1Ak␣1:26␣
1x001:026	1	@	-	Serug
1x001:026	-	(,)	-	,␣
1x001:026	2	@	-	Naahor
1x001:026	-	(,)	-	,␣
1x001:026	3	@	-	Terah
1x001:026	-	(,)	-	,␣
1x001:027	1x001:027	1x001:027	VERSE	1Ak␣1:27␣
1x001:027	1	@	-	Abram
1x001:027	-	(,)	-	,␣
1x001:027	2	@	-	se␣
1x001:027	-	(@)	-	on␣
1x001:027	3	@	-	Aabraham
1x001:027	-	(.)	-	.␣
1x001:028	1x001:028	1x001:028	VERSE	1Ak␣1:28␣
1x001:028	2	@	-	Aabrahamin␣
1x001:028	1	@	-	pojat␣
1x001:028	-	(@)	-	olivat␣
1x001:028	3	@	-	Iisak␣
1x001:028	4a	@	-	ja␣
1x001:028	4b	@	-	Ismael
1x001:028	-	(.)	-	.␣
1x001:029	1x001:029	1x001:029	VERSE	1Ak␣1:29␣
1x001:029	1	@	-	Tämä␣
1x001:029	-	(@)	-	on␣
1x001:029	pers%2	@	-	heidän␣
1x001:029	2	@	-	sukuluettelonsa
1x001:029	-	(:)	-	:␣
1x001:029	5	@	-	Nebajot
1x001:029	-	(,)	-	,␣
1x001:029	4	@	-	Ismaelin␣
1x001:029	3	@	-	esikoinen
1x001:029	(6a)	-	UNTRANSLATED	
1x001:029	-	(,)	-	,␣
1x001:029	6b	@	-	Keedar
1x001:029	(7a)	-	UNTRANSLATED	
1x001:029	-	(,)	-	,␣
1x001:029	7b	@	-	Adbeel
1x001:029	(8a)	-	UNTRANSLATED	
1x001:029	-	(,)	-	,␣
1x001:029	8b	@	-	Mibsam
1x001:029	-	(,)	-	,␣
1x001:030	1x001:030	1x001:030	VERSE	1Ak␣1:30␣
1x001:030	1	@	-	Misma
1x001:030	(2a)	-	UNTRANSLATED	
1x001:030	-	(,)	-	,␣
1x001:030	2b	@	-	Duuma
1x001:030	-	(,)	-	,␣
1x001:030	3	@	-	Massa
1x001:030	-	(,)	-	,␣
1x001:030	4	@	-	Hadad
1x001:030	(5a)	-	UNTRANSLATED	
1x001:030	-	(,)	-	,␣
1x001:030	5b	@	-	Teema
1x001:030	-	(,)	-	,␣
1x001:031	1x001:031	1x001:031	VERSE	1Ak␣1:31␣
1x001:031	1	@	-	Jetur
1x001:031	-	(,)	-	,␣
1x001:031	2	@	-	Naafis␣
1x001:031	3a	@	-	ja␣
1x001:031	3b	@	-	Keedma
1x001:031	-	(.)	-	.␣
1x001:031	4	@	-	Nämä␣
1x001:031	5	@	-	olivat␣
1x001:031	7	@	-	Ismaelin␣
1x001:031	6	@	-	pojat
1x001:031	-	(.)	-	.␣
1x001:032	1x001:032	1x001:032	VERSE	1Ak␣1:32␣
1x001:032	1a	@	-	Ja␣
1x001:032	2	@	-	Keturan
1x001:032	-	(,)	-	,␣
1x001:032	4	@	-	Aabrahamin␣
1x001:032	3	@	-	sivuvaimon
1x001:032	-	(,)	-	,␣
1x001:032	1b	@	-	pojat
1x001:032	-	(,)	-	,␣
1x001:032	-	(@)	-	jotka␣
1x001:032	5	(@)	-	tämä␣
1x001:032	5	@	-	synnytti
1x001:032	-	(,)	-	,␣
1x001:032	-	(@)	-	olivat␣
1x001:032	7	@	-	Simran
1x001:032	6	%case	NOM	
1x001:032	(8a)	-	UNTRANSLATED	
1x001:032	-	(,)	-	,␣
1x001:032	8b	@	-	Joksan
1x001:032	(9a)	-	UNTRANSLATED	
1x001:032	-	(,)	-	,␣
1x001:032	9b	@	-	Medan
1x001:032	(10a)	-	UNTRANSLATED	
1x001:032	-	(,)	-	,␣
1x001:032	10b	@	-	Midian
1x001:032	(11a)	-	UNTRANSLATED	
1x001:032	-	(,)	-	,␣
1x001:032	11b	@	-	Jisbak␣
1x001:032	12a	@	-	ja␣
1x001:032	12b	@	-	Suuah
1x001:032	(13a)	-	UNTRANSLATED	
1x001:032	-	(.)	-	.␣
1x001:032	14	@	-	Joksanin␣
1x001:032	13b	@	-	pojat␣
1x001:032	-	(@)	-	olivat␣
1x001:032	15	@	-	Saba␣
1x001:032	16a	@	-	ja␣
1x001:032	16b	@	-	Dedan
1x001:032	-	(.)	-	.␣
1x001:033	1x001:033	1x001:033	VERSE	1Ak␣1:33␣
1x001:033	1a	@	-	Ja␣
1x001:033	2	@	-	Midianin␣
1x001:033	1b	@	-	pojat␣
1x001:033	-	(@)	-	olivat␣
1x001:033	3	@	-	Eefa
1x001:033	(4a)	-	UNTRANSLATED	
1x001:033	-	(,)	-	,␣
1x001:033	4b	@	-	Eefer
1x001:033	(5a)	-	UNTRANSLATED	
1x001:033	-	(,)	-	,␣
1x001:033	5b	@	-	Hanok
1x001:033	(6a)	-	UNTRANSLATED	
1x001:033	-	(,)	-	,␣
1x001:033	6b	@	-	Abida␣
1x001:033	7a	@	-	ja␣
1x001:033	7b	@	-	Eldaa
1x001:033	-	(.)	-	.␣
1x001:033	8	@	-	Kaikki␣
1x001:033	9	@	-	nämä␣
1x001:033	-	(@)	-	olivat␣
1x001:033	11	@	-	Keturan␣
1x001:033	10	@	-	jälkeläisiä
1x001:033	-	(.)	-	.␣
1x001:034	1x001:034	1x001:034	VERSE	1Ak␣1:34␣
1x001:034	1a	@	-	Ja␣
1x001:034	2	@	-	Aabrahamille␣
1x001:034	1b	@	-	syntyi␣
1x001:034	4	@	-	Iisak
1x001:034	3	%case	NOM	
1x001:034	-	(.)	-	.␣
1x001:034	7	@	-	Iisakin␣
1x001:034	6	@	-	pojat␣
1x001:034	-	(@)	-	olivat␣
1x001:034	8	@	-	Eesau␣
1x001:034	9a	@	-	ja␣
1x001:034	9b	@	-	Israel
1x001:034	-	(.)	-	.␣
1x001:035	1x001:035	1x001:035	VERSE	1Ak␣1:35␣
1x001:035	2	@	-	Eesaun␣
1x001:035	1	@	-	pojat␣
1x001:035	-	(@)	-	olivat␣
1x001:035	3	@	-	Elifas
1x001:035	-	(,)	-	,␣
1x001:035	4	@	-	Reguel
1x001:035	(5a)	-	UNTRANSLATED	
1x001:035	-	(,)	-	,␣
1x001:035	5b	@	-	Jeus
1x001:035	(6a)	-	UNTRANSLATED	
1x001:035	-	(,)	-	,␣
1x001:035	6b	@	-	Jaelam␣
1x001:035	7a	@	-	ja␣
1x001:035	7b	@	-	Koorah
1x001:035	-	(.)	-	.␣
1x001:036	1x001:036	1x001:036	VERSE	1Ak␣1:36␣
1x001:036	2	@	-	Elifaan␣
1x001:036	1	@	-	pojat␣
1x001:036	-	(@)	-	olivat␣
1x001:036	3	@	-	Teeman
1x001:036	(4a)	-	UNTRANSLATED	
1x001:036	-	(,)	-	,␣
1x001:036	4b	@	-	Oomar
1x001:036	-	(,)	-	,␣
1x001:036	5	@	-	Sefi
1x001:036	(6a)	-	UNTRANSLATED	
1x001:036	-	(,)	-	,␣
1x001:036	6b	@	-	Gaetam
1x001:036	-	(,)	-	,␣
1x001:036	7	@	-	Kenas
1x001:036	(8a)	-	UNTRANSLATED	
1x001:036	-	(,)	-	,␣
1x001:036	8b	@	-	Timna␣
1x001:036	9a	@	-	ja␣
1x001:036	9b	@	-	Amalek
1x001:036	-	(.)	-	.␣
1x001:037	1x001:037	1x001:037	VERSE	1Ak␣1:37␣
1x001:037	2	@	-	Reguelin␣
1x001:037	1	@	-	pojat␣
1x001:037	-	(@)	-	olivat␣
1x001:037	3	@	-	Nahat
1x001:037	-	(,)	-	,␣
1x001:037	4	@	-	Serah
1x001:037	-	(,)	-	,␣
1x001:037	5	@	-	Samma␣
1x001:037	6a	@	-	ja␣
1x001:037	6b	@	-	Missa
1x001:037	-	(.)	-	.␣
1x001:038	1x001:038	1x001:038	VERSE	1Ak␣1:38␣
1x001:038	(1a)	-	UNTRANSLATED	
1x001:038	2	@	-	Seirin␣
1x001:038	1b	@	-	pojat␣
1x001:038	-	(@)	-	olivat␣
1x001:038	3	@	-	Lootan
1x001:038	(4a)	-	UNTRANSLATED	
1x001:038	-	(,)	-	,␣
1x001:038	4b	@	-	Soobal
1x001:038	(5a)	-	UNTRANSLATED	
1x001:038	-	(,)	-	,␣
1x001:038	5b	@	-	Sibon
1x001:038	(6a)	-	UNTRANSLATED	
1x001:038	-	(,)	-	,␣
1x001:038	6b	@	-	Ana
1x001:038	(7a)	-	UNTRANSLATED	
1x001:038	-	(,)	-	,␣
1x001:038	7b	@	-	Diison
1x001:038	(8a)	-	UNTRANSLATED	
1x001:038	-	(,)	-	,␣
1x001:038	8b	@	-	Eeser␣
1x001:038	9a	@	-	ja␣
1x001:038	9b	@	-	Diisan
1x001:038	-	(.)	-	.␣
1x001:039	1x001:039	1x001:039	VERSE	1Ak␣1:39␣
1x001:039	(1a)	-	UNTRANSLATED	
1x001:039	2	@	-	Lootanin␣
1x001:039	1b	@	-	pojat␣
1x001:039	-	(@)	-	olivat␣
1x001:039	3	@	-	Hoori␣
1x001:039	4a	@	-	ja␣
1x001:039	4b	@	-	Hoomam
1x001:039	-	(;)	-	;␣
1x001:039	5a	@	-	ja␣
1x001:039	6	@	-	Lootanin␣
1x001:039	5b	@	-	sisar␣
1x001:039	-	(@)	-	oli␣
1x001:039	7	@	-	Timna
1x001:039	-	(.)	-	.␣
1x001:040	1x001:040	1x001:040	VERSE	1Ak␣1:40␣
1x001:040	2	@	-	Soobalin␣
1x001:040	1	@	-	pojat␣
1x001:040	-	(@)	-	olivat␣
1x001:040	3	@	-	Aljan
1x001:040	(4a)	-	UNTRANSLATED	
1x001:040	-	(,)	-	,␣
1x001:040	4b	@	-	Maanahat
1x001:040	(5a)	-	UNTRANSLATED	
1x001:040	-	(,)	-	,␣
1x001:040	5b	@	-	Eebal
1x001:040	-	(,)	-	,␣
1x001:040	6	@	-	Sefi␣
1x001:040	7a	@	-	ja␣
1x001:040	7b	@	-	Oonan
1x001:040	-	(.)	-	.␣
1x001:040	9a	@	-	Ja␣
1x001:040	10	@	-	Sibonin␣
1x001:040	9b	@	-	pojat␣
1x001:040	-	(@)	-	olivat␣
1x001:040	11	@	-	Aija␣
1x001:040	12a	@	-	ja␣
1x001:040	12b	@	-	Ana
1x001:040	-	(.)	-	.␣
1x001:041	1x001:041	1x001:041	VERSE	1Ak␣1:41␣
1x001:041	2	@	-	Anan␣
1x001:041	1	@	-	pojat␣
1x001:041	-	(@)	-	olivat␣
1x001:041	3	@	-	Diison
1x001:041	-	(.)	-	.␣
1x001:041	5a	@	-	Ja␣
1x001:041	6	@	-	Diisonin␣
1x001:041	5b	@	-	pojat␣
1x001:041	-	(@)	-	olivat␣
1x001:041	7	@	-	Hamran
1x001:041	(8a)	-	UNTRANSLATED	
1x001:041	-	(,)	-	,␣
1x001:041	8b	@	-	Esban
1x001:041	(9a)	-	UNTRANSLATED	
1x001:041	-	(,)	-	,␣
1x001:041	9b	@	-	Jitran␣
1x001:041	10a	@	-	ja␣
1x001:041	10b	@	-	Keran
1x001:041	-	(.)	-	.␣
1x001:042	1x001:042	1x001:042	VERSE	1Ak␣1:42␣
1x001:042	2	@	-	Eeserin␣
1x001:042	1	@	-	pojat␣
1x001:042	-	(@)	-	olivat␣
1x001:042	3	@	-	Bilhan
1x001:042	(4a)	-	UNTRANSLATED	
1x001:042	-	(,)	-	,␣
1x001:042	4b	@	-	Saavan␣
1x001:042	-	(@)	-	ja␣
1x001:042	5	@	-	Jaakan
1x001:042	-	(.)	-	.␣
1x001:042	7	@	-	Diisanin␣
1x001:042	6	@	-	pojat␣
1x001:042	-	(@)	-	olivat␣
1x001:042	8	@	-	Uus␣
1x001:042	9a	@	-	ja␣
1x001:042	9b	@	-	Aran
1x001:042	-	(.)	-	.␣
1x001:043	1x001:043	1x001:043	VERSE	1Ak␣1:43␣
1x001:043	1a	@	-	Ja␣
1x001:043	1b	@	-	nämä␣
1x001:043	-	(@)	-	olivat␣
1x001:043	2a	@	-	ne␣
1x001:043	2b	@	-	kuninkaat
1x001:043	-	(,)	-	,␣
1x001:043	3	@	-	jotka␣
1x001:043	4	@	-	hallitsivat␣
1x001:043	6	@	-	Edomin␣
1x001:043	5b	@	-	maassa
1x001:043	5a	%case	LOC	
1x001:043	-	(,)	-	,␣
1x001:043	7a 7b	@	-	ennenkuin␣
1x001:043	-	(@)	-	mikään␣
1x001:043	9	@	-	kuningas␣
1x001:043	8	(@)	-	oli␣
1x001:043	8	@	-	hallinnut␣
1x001:043	10b 11	@	-	israelilaisia
1x001:043	10a	%case	PTV	
1x001:043	-	(:)	-	:␣
1x001:043	12	@	-	Bela
1x001:043	-	(,)	-	,␣
1x001:043	14	@	-	Beorin␣
1x001:043	13	@	-	poika
1x001:043	-	(;)	-	;␣
1x001:043	15a	@	-	ja␣
1x001:043	pers%16	@	-	hänen␣
1x001:043	16	@	-	kaupunkinsa␣
1x001:043	15b	@	-	nimi␣
1x001:043	-	(@)	-	oli␣
1x001:043	17	@	-	Dinhaba
1x001:043	-	(.)	-	.␣
1x001:044	1x001:044	1x001:044	VERSE	1Ak␣1:44␣
1x001:044	1a	@	-	Ja␣
