rv001:001	rv001:001	rv001:001	VERSE	Ilm␣1:1␣
rv001:008	12	@	-	joka␣
rv001:008	13	@	-	on␣
rv001:008	14	@	-	ja␣
rv001:008	15	@	-	joka␣
rv001:008	16	@	-	oli␣
rv001:008	17	@	-	ja␣
rv001:008	18	@	-	joka␣
rv001:008	19a	@	-	tuleva␣
rv001:008	19a	(@)	-	on
rv001:008	-	(,)	-	,␣
rv001:008	(20) 21a	@	-	Kaikkivaltias
rv001:008	21b	.	-	.␣
rv001:009	rv001:009	rv001:009	VERSE	Ilm␣1:9␣
rv001:009	1	@	-	Minä
rv001:009	-	(,)	-	,␣
rv001:009	2a	@	-	Johannes
rv001:009	-	(,)	-	,␣
rv001:009	5	@	-	teidän␣
rv001:009	(3) 4	@	-	veljenne
rv001:009	-	(,)	-	,␣
rv001:009	(6)	-	UNTRANSLATED	
rv001:009	-	(@)	-	joka␣
rv001:009	-	(@)	-	teidän␣
rv001:009	-	(@)	-	kanssanne␣
rv001:009	-	(@)	-	olen␣
rv001:009	7	@	-	osallinen␣
rv001:009	10 (9)	@	-	ahdistukseen␣
rv001:009	8	%case	LOC	
rv001:009	11	@	-	ja␣
rv001:009	12	@	-	valtakuntaan␣
rv001:009	13	@	-	ja␣
rv001:009	14	@	-	kärsivällisyyteen␣
rv001:009	16a	@	-	Jeesuksessa
rv001:009	15	%case	LOC	
rv001:009	-	(,)	-	,␣
rv001:009	17	(@)	-	minä␣
rv001:009	17	@	-	olin␣
rv001:009	(27) 28	@	-	Jumalan␣
rv001:009	(25) 26	@	-	sanan␣
rv001:009	29	@	-	ja␣
rv001:009	32a	@	-	Jeesuksen␣
rv001:009	(30) 31	@	-	todistuksen␣
rv001:009	24	@	-	tähden␣
rv001:009	(19) 20	@	-	saaressa
rv001:009	18	%case	LOC	
rv001:009	-	(,)	-	,␣
rv001:009	21	@	-	jonka␣
rv001:009	22	@	-	nimi␣
rv001:009	22	@	-	on␣
rv001:009	23	@	-	Patmos
rv001:009	32b	.	-	.␣
rv001:010	rv001:010	rv001:010	VERSE	Ilm␣1:10␣
rv001:010	1	(@)	-	Minä␣
rv001:010	1	@	-	olin␣
rv001:010	3	@	-	hengessä␣
rv001:010	2	%case	LOC	
rv001:010	6	@	-	Herran␣
rv001:010	(5) 7	@	-	päivänä
rv001:010	4	%case	ESS	
rv001:010	-	(,)	-	,␣
rv001:010	8	@	-	ja␣
rv001:010	9	@	-	kuulin␣
rv001:010	10	@	-	takaani␣
rv001:010	11	%pers	1S	
rv001:010	13	@	-	suuren␣
rv001:010	12	@	-	äänen
rv001:010	-	(,)	-	,␣
rv001:010	14	@	-	ikäänkuin␣
rv001:010	15	@	-	pasunan␣
rv001:010	-	(@)	-	äänen
rv001:010	-	(,)	-	,␣
rv001:011	rv001:011	rv001:011	VERSE	Ilm␣1:11␣
rv001:011	1a	(@)	-	joka␣
rv001:011	1a	@	-	sanoi
rv001:011	1b	:	-	:␣
rv001:011	1b	@	-	"
rv001:011	4	@	-	Kirjoita␣
rv001:011	6	@	-	kirjaan
rv001:011	5	%case	LOC	
rv001:011	-	(,)	-	,␣
rv001:011	2	@	-	mitä␣
rv001:011	3	@	-	näet
rv001:011	-	(,)	-	,␣
rv001:011	7	@	-	ja␣
rv001:011	8	@	-	lähetä␣
rv001:011	9	@	-	niille␣
rv001:011	10	@	-	seitsemälle␣
rv001:011	11a	@	-	seurakunnalle
rv001:011	11b	,	-	,␣
rv001:011	13	@	-	Efesoon␣
rv001:011	12	%case	LOC	
rv001:011	14	@	-	ja␣
rv001:011	16	@	-	Smyrnaan␣
rv001:011	15	%case	LOC	
rv001:011	17	@	-	ja␣
rv001:011	19	@	-	Pergamoon␣
rv001:011	18	%case	LOC	
rv001:011	20	@	-	ja␣
rv001:011	22	@	-	Tyatiraan␣
rv001:011	21	%case	LOC	
rv001:011	23	@	-	ja␣
rv001:011	25	@	-	Sardeeseen␣
rv001:011	24	%case	LOC	
rv001:011	26	@	-	ja␣
rv001:011	28	@	-	Filadelfiaan␣
rv001:011	27	%case	LOC	
rv001:011	29	@	-	ja␣
rv001:011	31a	@	-	Laodikeaan
rv001:011	30	%case	LOC	
rv001:011	31b	@	-	"
rv001:011	31b	.	-	.␣
rv001:012	rv001:012	rv001:012	VERSE	Ilm␣1:12␣
rv001:012	1	@	-	Ja␣
rv001:012	2	(@)	-	minä␣
rv001:012	2	@	-	käännyin␣
rv001:012	3	@	-	katsomaan
rv001:012	-	(,)	-	,␣
rv001:012	6	@	-	mikä␣
rv001:012	(4) 5	@	-	ääni␣
rv001:012	9a	@	-	minulle␣
rv001:012	8	%case	LOC	
rv001:012	7	@	-	puhui
rv001:012	9b	;	-	;␣
rv001:012	10	@	-	ja␣
rv001:012	11	@	-	kääntyessäni␣
rv001:012	12	(@)	-	minä␣
rv001:012	12	@	-	näin␣
rv001:012	13	@	-	seitsemän␣
rv001:012	15	@	-	kultaista␣
rv001:012	14	@	-	lampunjalkaa
rv001:012	-	(,)	-	,␣
rv001:013	rv001:013	rv001:013	VERSE	Ilm␣1:13␣
rv001:013	1	@	-	ja␣
rv001:013	(4) 5	@	-	lampunjalkain␣
rv001:013	3	@	-	keskellä␣
rv001:013	2	%case	LOC	
rv001:013	8	@	-	Ihmisen␣
rv001:013	7	@	-	Pojan␣
rv001:013	6	@	-	muotoisen
rv001:013	-	(,)	-	,␣
rv001:013	10	@	-	pitkäliepeiseen␣
rv001:013	10	@	-	viittaan␣
rv001:013	9	@	-	puetun␣
rv001:013	11	@	-	ja␣
rv001:013	(14) 15	@	-	rinnan␣
rv001:013	13	@	-	kohdalta␣
rv001:013	17a	@	-	kultaisella␣
rv001:013	16	@	-	vyöllä␣
rv001:013	12	@	-	vyötetyn
rv001:013	17b	.	-	.␣
rv001:014	rv001:014	rv001:014	VERSE	Ilm␣1:14␣
rv001:014	2	@	-	Ja␣
rv001:014	4	@	-	hänen␣
rv001:014	(1) 3	@	-	päänsä␣
rv001:014	5	@	-	ja␣
rv001:014	(6) 7	@	-	hiuksensa␣
rv001:014	-	(@)	-	olivat␣
rv001:014	8	@	-	valkoiset␣
rv001:014	9	@	-	niinkuin␣
rv001:014	11	@	-	valkoinen␣
rv001:014	10	@	-	villa
rv001:014	-	(,)	-	,␣
rv001:014	12	@	-	niinkuin␣
rv001:014	13	@	-	lumi
rv001:014	-	(,)	-	,␣
rv001:014	14	@	-	ja␣
rv001:014	17	@	-	hänen␣
rv001:014	(15) 16	@	-	silmänsä␣
rv001:014	18	@	-	niinkuin␣
rv001:014	20	@	-	tulen␣
rv001:014	19	@	-	liekki
rv001:014	-	(;)	-	;␣
rv001:015	rv001:015	rv001:015	VERSE	Ilm␣1:15␣
rv001:015	4	@	-	hänen␣
rv001:015	(1)	-	UNTRANSLATED	
rv001:015	(2) 3	@	-	jalkansa␣
rv001:015	-	(@)	-	olivat␣
rv001:015	9	@	-	ahjossa␣
rv001:015	8	%case	LOC	
rv001:015	(7)	-	UNTRANSLATED	
rv001:015	10	@	-	hehkuvan
rv001:015	-	(,)	-	,␣
rv001:015	6	@	-	kiiltävän␣
rv001:015	6	@	-	vasken␣
rv001:015	5	@	-	kaltaiset
rv001:015	-	(,)	-	,␣
rv001:015	11	@	-	ja␣
rv001:015	14	@	-	hänen␣
rv001:015	(12) 13	@	-	äänensä␣
rv001:015	-	(@)	-	oli␣
rv001:015	15	@	-	niinkuin␣
rv001:015	18a	@	-	paljojen␣
rv001:015	17	@	-	vetten␣
rv001:015	16	@	-	pauhina
rv001:015	18b	.	-	.␣
rv001:016	rv001:016	rv001:016	VERSE	Ilm␣1:16␣
rv001:016	1	@	-	Ja␣
rv001:016	2	(@)	-	hänellä␣
rv001:016	2	@	-	oli␣
rv001:016	5	@	-	oikeassa␣
rv001:016	(4) 6	@	-	kädessään␣
rv001:016	7	%pers	3	
rv001:016	3	%case	LOC	
rv001:016	9	@	-	seitsemän␣
rv001:016	8	@	-	tähteä
rv001:016	-	(,)	-	,␣
rv001:016	10	@	-	ja␣
rv001:016	14	@	-	hänen␣
rv001:016	(12) 13	@	-	suustaan␣
rv001:016	11	%case	LOC	
rv001:016	18	@	-	lähti␣
rv001:016	16	@	-	kaksiteräinen
rv001:016	-	(,)	-	,␣
rv001:016	17	@	-	terävä␣
rv001:016	15	@	-	miekka
rv001:016	-	(,)	-	,␣
rv001:016	19	@	-	ja␣
rv001:016	22	@	-	hänen␣
rv001:016	(20) 21	@	-	kasvonsa␣
rv001:016	-	(@)	-	olivat␣
rv001:016	23	@	-	niinkuin␣
rv001:016	(24) 25	@	-	aurinko
rv001:016	-	(,)	-	,␣
rv001:016	-	(@)	-	kun␣
rv001:016	30a	@	-	se␣
rv001:016	(28) 29	@	-	täydeltä␣
rv001:016	(28) 29	@	-	terältä␣
rv001:016	27	%case	LOC	
rv001:016	26	@	-	paistaa
rv001:016	30b	.	-	.␣
rv001:017	rv001:017	rv001:017	VERSE	Ilm␣1:17␣
rv001:017	1	@	-	Ja␣
rv001:017	2	@	-	kun␣
rv001:017	3	(@)	-	minä␣
rv001:017	4a	@	-	hänet␣
rv001:017	3	@	-	näin
rv001:017	4b	,	-	,␣
rv001:017	5	@	-	kaaduin␣
rv001:017	5	(@)	-	minä␣
rv001:017	10	@	-	kuin␣
rv001:017	11a	@	-	kuolleena␣
rv001:017	9	@	-	hänen␣
rv001:017	(7) 8	@	-	jalkojensa␣
rv001:017	6	@	-	juureen
rv001:017	11b	.	-	.␣
rv001:017	12	@	-	Ja␣
rv001:017	13	(@)	-	hän␣
rv001:017	13	@	-	pani␣
rv001:017	(14) 15	@	-	oikean␣
rv001:017	(14) 15	@	-	kätensä␣
rv001:017	16	%pers	3	
rv001:017	18	@	-	minun␣
rv001:017	17	@	-	päälleni␣
rv001:017	19a	@	-	sanoen
rv001:017	19b	:	-	:␣
rv001:017	19b	@	-	"
rv001:017	20	@	-	Älä␣
rv001:017	21a	@	-	pelkää
rv001:017	-	(!)	-	!␣
rv001:017	22	@	-	Minä␣
rv001:017	23	@	-	olen␣
rv001:017	(24) 25	@	-	ensimmäinen␣
rv001:017	26	@	-	ja␣
rv001:017	(27) 28	@	-	viimeinen
rv001:017	-	(,)	-	,␣
rv001:018	rv001:018	rv001:018	VERSE	Ilm␣1:18␣
rv001:018	1	@	-	ja␣
rv001:018	(2) 3a	(@)	-	minä␣
rv001:018	(2) 3a	@	-	elän
rv001:018	3b	;	-	;␣
rv001:018	4	@	-	ja␣
rv001:018	5	(@)	-	minä␣
rv001:018	5	@	-	olin␣
rv001:018	6	@	-	kuollut
rv001:018	-	(,)	-	,␣
rv001:018	7	@	-	ja␣
rv001:018	8	@	-	katso
rv001:018	-	(,)	-	,␣
rv001:018	9	(@)	-	minä␣
rv001:018	9	@	-	elän␣
rv001:018	10	%case	?	
rv001:018	(12) 13	@	-	aina␣
rv001:018	11	%case	?	
rv001:018	-	(@)	-	ja␣
rv001:018	(14) 15	@	-	iankaikkisesti
rv001:018	-	(,)	-	,␣
rv001:018	16	@	-	ja␣
rv001:018	17	(@)	-	minulla␣
rv001:018	17	@	-	on␣
rv001:018	(20) 21	@	-	kuoleman␣
rv001:018	22	@	-	ja␣
rv001:018	(23) 24a	@	-	tuonelan␣
rv001:018	(18) 19	@	-	avaimet
rv001:018	24b	.	-	.␣
rv001:019	rv001:019	rv001:019	VERSE	Ilm␣1:19␣
rv001:019	1	@	-	Kirjoita␣
rv001:019	2	@	-	siis
rv001:019	-	(,)	-	,␣
rv001:019	3	@	-	mitä␣
rv001:019	4	(@)	-	olet␣
rv001:019	4	@	-	nähnyt␣
rv001:019	5	@	-	ja␣
rv001:019	7	@	-	mikä␣
rv001:019	-	(@)	-	nyt␣
rv001:019	8	@	-	on␣
rv001:019	9	@	-	ja␣
rv001:019	11	@	-	mitä␣
rv001:019	15a	@	-	tämän␣
rv001:019	14	@	-	jälkeen␣
rv001:019	12	(@)	-	on␣
rv001:019	13	@	-	tapahtuva
rv001:019	12	%tasp	FUTR	
rv001:019	15b	.	-	.␣
rv001:020	rv001:020	rv001:020	VERSE	Ilm␣1:20␣
rv001:020	3	@	-	Niiden␣
rv001:020	4	@	-	seitsemän␣
rv001:020	5	@	-	tähden␣
rv001:020	(1) 2	@	-	salaisuus
rv001:020	-	(,)	-	,␣
rv001:020	6	@	-	jotka␣
rv001:020	7	@	-	näit␣
rv001:020	11	@	-	minun␣
rv001:020	10 (9)	@	-	oikeassa␣
rv001:020	10 (9)	@	-	kädessäni
rv001:020	8	%case	LOC	
rv001:020	-	(,)	-	,␣
rv001:020	12	@	-	ja␣
rv001:020	13	@	-	niiden␣
rv001:020	14	@	-	seitsemän␣
rv001:020	(16) 17a	@	-	kultaisen␣
rv001:020	15	@	-	lampunjalan␣
rv001:020	-	(@)	-	salaisuus␣
rv001:020	-	(@)	-	on␣
rv001:020	-	(@)	-	tämä
rv001:020	17b	:	-	:␣
rv001:020	18	@	-	ne␣
rv001:020	19	@	-	seitsemän␣
rv001:020	20	@	-	tähteä␣
rv001:020	25	@	-	ovat␣
rv001:020	22	@	-	niiden␣
rv001:020	23	@	-	seitsemän␣
rv001:020	24	@	-	seurakunnan␣
rv001:020	21	@	-	enkelit
rv001:020	-	(,)	-	,␣
rv001:020	26	@	-	ja␣
rv001:020	27	@	-	ne␣
rv001:020	(29) 30	@	-	seitsemän␣
rv001:020	28	@	-	lampunjalkaa␣
rv001:020	33a	@	-	ovat␣
rv001:020	-	(@)	-	ne␣
rv001:020	31	@	-	seitsemän␣
rv001:020	32	@	-	seurakuntaa
rv001:020	33b	.	-	.
rv001:020	33b	@	-	"␣
rv002:001	rv002:001	rv002:001	VERSE	Ilm␣2:1␣
