2c001:001	2c001:001	2c001:001	VERSE	2Kr␣1:1␣
2c001:005	3	@	-	tulevat␣
2c001:005	9a	@	-	meidän␣
2c001:005	pro%8	@	-	osaksemme
2c001:005	9b	,	-	,␣
2c001:005	10	@	-	samoin␣
2c001:005	14	@	-	tulee␣
2c001:005	18a	@	-	meidän␣
2c001:005	case%18a	@	-	osaksemme␣
2c001:005	15	@	-	myöskin␣
2c001:005	(16) 17	@	-	lohdutus␣
2c001:005	14	@	-	runsaana␣
2c001:005	(12) 13	@	-	Kristuksen␣
2c001:005	11	@	-	kautta
2c001:005	18b	.	-	.␣
2c001:006	2c001:006	2c001:006	VERSE	2Kr␣1:6␣
2c001:006	2	@	-	Mutta␣
2c001:006	1	@	-	jos␣
2c001:006	3a	@	-	olemme␣
2c001:006	3a	@	-	ahdistuksessa
2c001:006	-	(,)	-	,␣
2c001:006	-	(@)	-	niin␣
2c001:006	-	(@)	-	tapahtuu␣
2c001:006	-	(@)	-	se␣
2c001:006	6	@	-	teille␣
2c001:006	(5) 7	@	-	lohdutukseksi␣
2c001:006	4	%case	TRA	
2c001:006	8	@	-	ja␣
2c001:006	9a	@	-	pelastukseksi
2c001:006	-	(;)	-	;␣
2c001:006	10	@	-	jos␣
2c001:006	10	@	-	taas␣
2c001:006	11a	@	-	saamme␣
2c001:006	11a	@	-	lohdutusta
2c001:006	-	(,)	-	,␣
2c001:006	-	(@)	-	niin␣
2c001:006	-	(@)	-	tapahtuu␣
2c001:006	-	(@)	-	sekin␣
2c001:006	14	@	-	teille␣
2c001:006	(13) 15	@	-	lohdutukseksi
2c001:006	12	%case	TRA	
2c001:006	-	(,)	-	,␣
2c001:006	-	(@)	-	ja␣
2c001:006	pro%16	@	-	se␣
2c001:006	17	@	-	vaikuttaa
2c001:006	-	(,)	-	,␣
2c001:006	-	(@)	-	että␣
2c001:006	-	(@)	-	te␣
2c001:006	19	@	-	kestätte␣
2c001:006	18	%case	?	
2c001:006	21	@	-	samat␣
2c001:006	(20) 22	@	-	kärsimykset
2c001:006	-	(,)	-	,␣
2c001:006	23	@	-	joita␣
2c001:006	25	@	-	mekin␣
2c001:006	24	%clitic	kin	
2c001:006	26a	@	-	kärsimme
2c001:006	-	(;)	-	;␣
2c001:006	1/7	@	-	ja␣
2c001:006	(2/7) 3/7	@	-	toivomme␣
2c001:006	4/7	%pers	?	
2c001:006	7/7	@	-	teistä␣
2c001:006	6/7	%pers	?	
2c001:006	-	(@)	-	on␣
2c001:006	5/7	@	-	vahva
2c001:006	26b	,	-	,␣
2c001:007	2c001:007	2c001:007	VERSE	2Kr␣1:7␣
2c001:007	8	(@)	-	koska␣
2c001:007	8	(@)	-	me␣
2c001:007	8	@	-	tiedämme
2c001:007	-	(,)	-	,␣
2c001:007	9	@	-	että␣
2c001:007	10	@	-	samoin~kuin␣
2c001:007	12	@	-	olette␣
2c001:007	11	@	-	osalliset␣
2c001:007	(13) 14a	@	-	kärsimyksistä
2c001:007	14b	,	-	,␣
2c001:007	15	@	-	samoin␣
2c001:007	-	(@)	-	olette␣
2c001:007	-	(@)	-	osalliset␣
2c001:007	16	@	-	myöskin␣
2c001:007	(17) 18a	@	-	lohdutuksesta
2c001:007	18b	.	-	.␣
2c001:008	2c001:008	2c001:008	VERSE	2Kr␣1:8␣
2c001:008	2	@	-	Sillä␣
2c001:008	3	(@)	-	me␣
2c001:008	1	@	-	emme␣
2c001:008	3	@	-	tahdo
2c001:008	-	(,)	-	,␣
2c001:008	6a	@	-	veljet
2c001:008	-	(,)	-	,␣
2c001:008	5a	@	-	pitää␣
2c001:008	4	@	-	teitä␣
2c001:008	5a	@	-	tietämättöminä␣
2c001:008	8	@	-	siitä␣
2c001:008	9	@	-	ahdistuksesta
2c001:008	7	%case	LOC	
2c001:008	-	(,)	-	,␣
2c001:008	11	@	-	jossa␣
2c001:008	10	@	-	me␣
2c001:008	12	@	-	olimme␣
2c001:008	(14) 15a	@	-	Aasiassa
2c001:008	13	%case	LOC	
2c001:008	-	(,)	-	,␣
2c001:008	16	@	-	kuinka␣
2c001:008	18	@	-	ylenpalttiset
2c001:008	17	%case	NOM	
2c001:008	-	(,)	-	,␣
2c001:008	19	@	-	yli␣
2c001:008	20	@	-	voimiemme␣
2c001:008	19	@	-	käyvät
2c001:008	-	(,)	-	,␣
2c001:008	-	(@)	-	meidän␣
2c001:008	21	@	-	rasituksemme␣
2c001:008	21	@	-	olivat
2c001:008	-	(,)	-	,␣
2c001:008	22	@	-	niin␣
2c001:008	22	@	-	että␣
2c001:008	-	(@)	-	jo␣
2c001:008	23	@	-	olimme␣
2c001:008	24	%pers	1P	
2c001:008	23	@	-	epätoivossa␣
2c001:008	(26) 27a	@	-	hengestämmekin
2c001:008	25	%clitic	kin	
2c001:008	27b	,	-	,␣
2c001:009	2c001:009	2c001:009	VERSE	2Kr␣1:9␣
2c001:009	1	@	-	ja␣
2c001:009	4	@	-	itse␣
2c001:009	3	%case	NOM	
2c001:009	2	@	-	me␣
2c001:009	1	@	-	jo␣
2c001:009	9a	(@)	-	luulimme␣
2c001:009	9a	@	-	olevamme␣
2c001:009	(7) 8	@	-	kuolemaan␣
2c001:009	(5) 6	@	-	tuomitut
2c001:009	9b	,	-	,␣
2c001:009	10 11	@	-	ettemme␣
2c001:009	12	@	-	luottaisi␣
2c001:009	13	%tasp	?	
2c001:009	15	@	-	itseemme
2c001:009	14	%case	LOC	
2c001:009	-	(,)	-	,␣
2c001:009	16	@	-	vaan␣
2c001:009	(18) 19	@	-	Jumalaan
2c001:009	17	%case	LOC	
2c001:009	-	(,)	-	,␣
2c001:009	20	@	-	joka␣
2c001:009	(22) 23a	@	-	kuolleet␣
2c001:009	21	@	-	herättää
2c001:009	23b	.	-	.␣
2c001:010	2c001:010	2c001:010	VERSE	2Kr␣1:10␣
2c001:010	-	(@)	-	Ja␣
2c001:010	1	@	-	hän␣
2c001:010	5	@	-	pelasti␣
2c001:010	6	@	-	meidät␣
2c001:010	3	@	-	niin␣
2c001:010	3	@	-	suuresta␣
2c001:010	4	@	-	kuolemanvaarasta
2c001:010	2	%case	LOC	
2c001:010	-	(,)	-	,␣
2c001:010	7	@	-	ja␣
2c001:010	tasp%8a	@	-	yhä␣
2c001:010	8a	@	-	pelastaa
2c001:010	-	(,)	-	,␣
2c001:010	-	(@)	-	ja␣
2c001:010	10	@	-	häneen␣
2c001:010	9	%case	LOC	
2c001:010	11a	(@)	-	me␣
2c001:010	11a	(@)	-	olemme␣
2c001:010	11a	@	-	panneet␣
2c001:010	11a	@	-	toivomme
2c001:010	11b	,	-	,␣
2c001:010	12a	@	-	että␣
2c001:010	15a	(@)	-	hän␣
2c001:010	13	@	-	vielä␣
2c001:010	14	@	-	vastakin␣
2c001:010	15a	@	-	pelastaa
2c001:010	15b	,	-	,␣
2c001:011	2c001:011	2c001:011	VERSE	2Kr␣1:11␣
2c001:011	1	(@)	-	kun␣
2c001:011	3	@	-	tekin␣
2c001:011	2	%clitic	kin	
2c001:011	1	@	-	autatte␣
2c001:011	5	@	-	meitä␣
2c001:011	4	%case	PTV	
2c001:011	(6) 7a	@	-	rukouksillanne
2c001:011	7b	,	-	,␣
2c001:011	8	@	-	että␣
2c001:011	10	@	-	monesta␣
2c001:011	11	@	-	suusta␣
2c001:011	9	%case	LOC	
2c001:011	20a	@	-	meidän␣
2c001:011	19	@	-	tähtemme␣
2c001:011	18	@	-	kohoaisi␣
2c001:011	17	@	-	runsas␣
2c001:011	16	%case	NOM	
2c001:011	18	@	-	kiitos␣
2c001:011	12	@	-	siitä␣
2c001:011	15	@	-	armosta
2c001:011	-	(,)	-	,␣
2c001:011	12	@	-	joka␣
2c001:011	-	(@)	-	on␣
2c001:011	14	@	-	osaksemme␣
2c001:011	13	%case	TRA	
2c001:011	-	(@)	-	tullut
2c001:011	20b	.	-	.␣
2c001:012	2c001:012	2c001:012	VERSE	2Kr␣1:12␣
2c001:012	2	@	-	Sillä␣
2c001:012	4	@	-	meidän␣
2c001:012	(1) 3	@	-	kerskauksemme␣
2c001:012	6a	@	-	on␣
2c001:012	5	@	-	tämä
2c001:012	-	(:)	-	:␣
2c001:012	11a	@	-	meidän␣
2c001:012	10 (9)	@	-	omantuntomme␣
2c001:012	(7) 8	@	-	todistus␣
2c001:012	-	(@)	-	siitä
2c001:012	11b	,	-	,␣
2c001:012	12	@	-	että␣
2c001:012	-	(@)	-	me␣
2c001:012	(30) 31a	@	-	maailmassa␣
2c001:012	29	%case	LOC	
2c001:012	33	@	-	ja␣
2c001:012	32	@	-	varsinkin␣
2c001:012	35a	@	-	teidän␣
2c001:012	34	@	-	luonanne␣
2c001:012	28	(@)	-	olemme␣
2c001:012	28	@	-	vaeltaneet␣
2c001:012	(17) 18a	@	-	Jumalan␣
2c001:012	14b	@	-	pyhyydessä␣
2c001:012	13	%case	LOC	
2c001:012	15	@	-	ja␣
2c001:012	16	@	-	puhtaudessa
2c001:012	-	(,)	-	,␣
2c001:012	(19a)	-	UNTRANSLATED	
2c001:012	20	@	-	emme␣
2c001:012	23	@	-	lihallisessa␣
2c001:012	22	@	-	viisaudessa
2c001:012	21	%case	LOC	
2c001:012	-	(,)	-	,␣
2c001:012	24	@	-	vaan␣
2c001:012	27a	@	-	Jumalan␣
2c001:012	26	@	-	armossa
2c001:012	25	%case	LOC	
2c001:012	35b	.	-	.␣
2c001:013	2c001:013	2c001:013	VERSE	2Kr␣1:13␣
2c001:013	2	@	-	Sillä␣
2c001:013	1	@	-	eihän␣
2c001:013	-	(@)	-	siinä
2c001:013	-	(,)	-	,␣
2c001:013	-	(@)	-	mitä␣
2c001:013	5	@	-	teille␣
2c001:013	4	@	-	kirjoitamme
2c001:013	-	(,)	-	,␣
2c001:013	-	(@)	-	ole␣
2c001:013	3	@	-	muuta
2c001:013	-	(,)	-	,␣
2c001:013	6 7	@	-	kuin␣
2c001:013	8	@	-	mikä␣
2c001:013	-	(@)	-	siinä␣
2c001:013	9	(@)	-	on␣
2c001:013	9	@	-	luettavana␣
2c001:013	10	@	-	ja␣
2c001:013	-	(@)	-	minkä␣
2c001:013	12a	(@)	-	te␣
2c001:013	11	@	-	myös␣
2c001:013	12a	@	-	ymmärrätte
2c001:013	12b	;	-	;␣
2c001:013	14	@	-	ja␣
2c001:013	13	(@)	-	minä␣
2c001:013	13	@	-	toivon␣
2c001:013	(15)	-	UNTRANSLATED	
2c001:013	18a	(@)	-	teidän␣
2c001:013	17	@	-	loppuun␣
2c001:013	16	@	-	asti␣
2c001:013	18a	@	-	ymmärtävän␣
2c001:014	2c001:014	2c001:014	VERSE	2Kr␣1:14␣
2c001:014	-	(-)	-	-␣
2c001:014	1	@	-	niinkuin␣
2c001:014	4	@	-	meitä␣
2c001:014	6a	@	-	osaksi␣
2c001:014	5	%case	TRA	
2c001:014	2	@	-	myös␣
2c001:014	3	(@)	-	olette␣
2c001:014	3	@	-	oppineet␣
2c001:014	3	@	-	ymmärtämään␣
2c001:014	6b	-	-	-␣
2c001:014	7	@	-	että␣
2c001:014	10	(@)	-	me␣
2c001:014	10	@	-	olemme␣
2c001:014	9	@	-	teidän␣
2c001:014	8	@	-	kerskauksenne
2c001:014	-	(,)	-	,␣
2c001:014	11	@	-	samoin~kuin␣
2c001:014	13	@	-	tekin␣
2c001:014	12	%clitic	kin	
2c001:014	14	@	-	meidän
2c001:014	-	(,)	-	,␣
2c001:014	(18) 19a	@	-	Herramme␣
2c001:014	20a	%pers	?	
2c001:014	21a	@	-	Jeesuksen␣
2c001:014	(16) 17	@	-	päivänä
2c001:014	15	%case	ESS	
2c001:014	21b	.	-	.␣
2c001:015	2c001:015	2c001:015	VERSE	2Kr␣1:15␣
2c001:015	1	@	-	Ja␣
2c001:015	2	@	-	tässä␣
2c001:015	(3) 4	@	-	luottamuksessa␣
2c001:015	5	(@)	-	minä␣
2c001:015	5	@	-	aioin␣
2c001:015	6	@	-	ensin␣
2c001:015	9a	@	-	tulla␣
2c001:015	8	@	-	teidän␣
2c001:015	7	@	-	tykönne
2c001:015	9b	,	-	,␣
2c001:015	10	@	-	että␣
2c001:015	13a	@	-	saisitte␣
2c001:015	-	(@)	-	vielä␣
2c001:015	11	@	-	toisenkin␣
2c001:015	-	(@)	-	todistuksen␣
2c001:015	-	(@)	-	minun␣
2c001:015	12	@	-	suosiostani
2c001:015	13b	,	-	,␣
2c001:016	2c001:016	2c001:016	VERSE	2Kr␣1:16␣
2c001:016	1	@	-	ja␣
2c001:016	-	(@)	-	sitten␣
2c001:016	3	@	-	teidän␣
2c001:016	2	@	-	kauttanne␣
2c001:016	4	@	-	matkustaa␣
2c001:016	6	@	-	Makedoniaan
2c001:016	5	%case	LOC	
2c001:016	-	(,)	-	,␣
2c001:016	7	@	-	ja␣
2c001:016	8	@	-	taas␣
2c001:016	10	@	-	Makedoniasta␣
2c001:016	9	%case	LOC	
2c001:016	11	@	-	palata␣
2c001:016	13	@	-	teidän␣
2c001:016	12	@	-	tykönne␣
2c001:016	14	@	-	ja␣
2c001:016	16	@	-	teidän␣
2c001:016	15	%case	GEN	
2c001:016	17	@	-	varustamananne␣
2c001:016	-	(@)	-	matkata␣
2c001:016	(19) 20a	@	-	Juudeaan
2c001:016	18	%case	LOC	
2c001:016	20b	.	-	.␣
2c001:017	2c001:017	2c001:017	VERSE	2Kr␣1:17␣
2c001:017	3	(@)	-	Kun␣
2c001:017	3	(@)	-	minulla␣
2c001:017	2	@	-	siis␣
2c001:017	3	@	-	oli␣
2c001:017	1	@	-	tämä␣
2c001:017	3	@	-	aikomus
2c001:017	-	(,)	-	,␣
2c001:017	4	@	-	en␣
2c001:017	5	@	-	kaiketi␣
2c001:017	8a	(@)	-	ole␣
2c001:017	8a	@	-	menetellyt␣
2c001:017	(6) 7	@	-	kevytmielisesti
2c001:017	-	(?)	-	?␣
2c001:017	9	@	-	Vai␣
2c001:017	14a	@	-	päätänkö␣
2c001:017	13	@	-	lihan␣
2c001:017	12	@	-	mukaan
2c001:017	-	(,)	-	,␣
2c001:017	10	@	-	minkä␣
2c001:017	11	@	-	päätän
2c001:017	14b	,	-	,␣
2c001:017	15	@	-	niin␣
2c001:017	15	@	-	että␣
2c001:017	pro%18	@	-	puheeni␣
2c001:017	17	%case	NOM.GEN	
2c001:017	16	@	-	on␣
2c001:017	-	(@)	-	sekä␣
2c001:017	-	(@)	-	"
2c001:017	(19) 20	@	-	on
2c001:017	-	(,)	-	,␣
2c001:017	21	@	-	on
2c001:017	-	(@)	-	"
2c001:017	-	(,)	-	,␣
2c001:017	22	@	-	että␣
2c001:017	-	(@)	-	"
2c001:017	(23) 24	@	-	ei
2c001:017	-	(,)	-	,␣
2c001:017	25a	@	-	ei
2c001:017	-	(@)	-	"
2c001:017	-	(?)	-	?␣
2c001:018	2c001:018	2c001:018	VERSE	2Kr␣1:18␣
2c001:018	2	@	-	Mutta␣
2c001:018	(3) 4	@	-	Jumala␣
2c001:018	1	(@)	-	sen␣
2c001:018	1	@	-	takaa
2c001:018	-	(,)	-	,␣
2c001:018	5	@	-	että␣
2c001:018	(6) 7	@	-	puheemme␣
2c001:018	8	%pers	?	
2c001:018	(9)	-	UNTRANSLATED	
2c001:018	11	@	-	teille␣
2c001:018	10	%case	LOC	
2c001:018	12	@	-	ei␣
2c001:018	13	@	-	ole␣
2c001:018	-	(@)	-	"
2c001:018	14	@	-	on
2c001:018	-	(@)	-	"␣
2c001:018	15	@	-	ja␣
2c001:018	-	(@)	-	"
2c001:018	16a	@	-	ei
2c001:018	16b	@	-	"
2c001:018	16b	.	-	.␣
2c001:019	2c001:019	2c001:019	VERSE	2Kr␣1:19␣
2c001:019	4	@	-	Sillä␣
2c001:019	(2) 3	@	-	Jumalan␣
2c001:019	(1) 5	@	-	Poika
2c001:019	-	(,)	-	,␣
2c001:019	7	@	-	Kristus␣
2c001:019	6	@	-	Jeesus
2c001:019	-	(,)	-	,␣
2c001:019	8	@	-	jota␣
2c001:019	12	@	-	me
2c001:019	11	%case	NOM	
2c001:019	-	(,)	-	,␣
2c001:019	15	@	-	minä␣
2c001:019	14	%case	NOM	
2c001:019	16	@	-	ja␣
2c001:019	17	@	-	Silvanus␣
2c001:019	18	@	-	ja␣
2c001:019	19a	@	-	Timoteus
2c001:019	-	(,)	-	,␣
2c001:019	13a	(@)	-	olemme␣
2c001:019	10	@	-	teidän␣
2c001:019	9	@	-	keskellänne␣
2c001:019	13a	@	-	saarnanneet
2c001:019	-	(,)	-	,␣
2c001:019	20	@	-	ei␣
2c001:019	21	@	-	tullut␣
2c001:019	21	(@)	-	ollakseen␣
2c001:019	-	(@)	-	"
2c001:019	22	@	-	on
2c001:019	-	(@)	-	"␣
2c001:019	23	@	-	ja␣
2c001:019	-	(@)	-	"
2c001:019	24	@	-	ei
2c001:019	-	(@)	-	"
2c001:019	-	(,)	-	,␣
2c001:019	25	@	-	vaan␣
2c001:019	28	@	-	hänessä␣
2c001:019	27	%case	LOC	
2c001:019	29a	@	-	tuli␣
2c001:019	-	(@)	-	"
2c001:019	26	@	-	on
2c001:019	29b	@	-	"
2c001:019	29b	.	-	.␣
2c001:020	2c001:020	2c001:020	VERSE	2Kr␣1:20␣
2c001:020	2	@	-	Sillä␣
2c001:020	1	@	-	niin␣
2c001:020	1	@	-	monta␣
2c001:020	1	@	-	kuin␣
2c001:020	4a	@	-	Jumalan␣
2c001:020	3	@	-	lupausta␣
2c001:020	-	(@)	-	on
2c001:020	-	(,)	-	,␣
2c001:020	-	(@)	-	kaikki␣
2c001:020	-	(@)	-	ne␣
2c001:020	-	(@)	-	ovat␣
2c001:020	6	@	-	hänessä␣
2c001:020	5	%case	LOC	
2c001:020	-	(@)	-	"
2c001:020	(7) 8a	@	-	on
2c001:020	8b	@	-	"
2c001:020	8b	;	-	;␣
2c001:020	9	@	-	sentähden␣
2c001:020	-	(@)	-	tulee␣
2c001:020	12	@	-	hänen␣
2c001:020	11	@	-	kauttaan␣
2c001:020	10	@	-	myös␣
2c001:020	-	(@)	-	niiden␣
2c001:020	-	(@)	-	"
2c001:020	(13) 14	@	-	amen
2c001:020	-	(@)	-	"
2c001:020	-	(,)	-	,␣
2c001:020	(15) 16	@	-	Jumalalle␣
2c001:020	18	@	-	kunniaksi␣
2c001:020	17	%case	TRA	
2c001:020	20a	@	-	meidän␣
2c001:020	19	@	-	kauttamme
2c001:020	20b	.	-	.␣
2c001:021	2c001:021	2c001:021	VERSE	2Kr␣1:21␣
2c001:021	2	@	-	Mutta␣
2c001:021	1	@	-	se
2c001:021	-	(,)	-	,␣
2c001:021	1	@	-	joka␣
2c001:021	3	@	-	lujittaa␣
2c001:021	4	@	-	meidät␣
2c001:021	5	@	-	yhdessä␣
2c001:021	6	@	-	teidän␣
2c001:021	5	@	-	kanssanne␣
2c001:021	8	@	-	Kristukseen␣
2c001:021	7	%case	LOC	
2c001:021	9	@	-	ja␣
2c001:021	10	(@)	-	joka␣
2c001:021	10	(@)	-	on␣
2c001:021	10	@	-	voidellut␣
2c001:021	11	@	-	meidät
2c001:021	-	(,)	-	,␣
2c001:021	-	(@)	-	on␣
2c001:021	12a	@	-	Jumala
2c001:021	12b	,	-	,␣
2c001:022	2c001:022	2c001:022	VERSE	2Kr␣1:22␣
2c001:022	1	@	-	joka␣
2c001:022	2	@	-	myös␣
2c001:022	3	(@)	-	on␣
2c001:022	3	@	-	painanut␣
2c001:022	4	@	-	meihin␣
2c001:022	3	@	-	sinettinsä␣
2c001:022	5	@	-	ja␣
2c001:022	6	@	-	antanut␣
2c001:022	10 (9)	@	-	Hengen␣
2c001:022	(7) 8	@	-	vakuudeksi␣
2c001:022	14a	@	-	meidän␣
2c001:022	(12) 13	@	-	sydämiimme
2c001:022	11	%case	LOC	
2c001:022	14b	.	-	.␣
2c001:023	2c001:023	2c001:023	VERSE	2Kr␣1:23␣
2c001:023	2	@	-	Mutta␣
2c001:023	1	@	-	minä␣
2c001:023	6	@	-	kutsun␣
2c001:023	(4) 5	@	-	Jumalan␣
2c001:023	10a (8)	@	-	sieluni␣
2c001:023	9	%pers	?	
2c001:023	7	%case	NOM.GEN	
2c001:023	3	@	-	todistajaksi
2c001:023	10b	,	-	,␣
2c001:023	11	@	-	että␣
2c001:023	15	(@)	-	minä␣
2c001:023	13	@	-	teitä␣
2c001:023	12	@	-	säästääkseni␣
2c001:023	14	@	-	en␣
2c001:023	14	@	-	vielä␣
2c001:023	15	@	-	tullut␣
2c001:023	17a	@	-	Korinttoon
2c001:023	16	%case	LOC	
2c001:023	17b	;	-	;␣
2c001:024	2c001:024	2c001:024	VERSE	2Kr␣1:24␣
2c001:024	1	@	-	ei␣
2c001:024	-	(@)	-	niin
2c001:024	-	(,)	-	,␣
2c001:024	2	@	-	että␣
2c001:024	tasp%3	@	-	tahdomme␣
2c001:024	3	@	-	vallita␣
2c001:024	4	@	-	teidän␣
2c001:024	(5) 6	@	-	uskoanne
2c001:024	-	(,)	-	,␣
2c001:024	7	@	-	vaan␣
2c001:024	8	(@)	-	me␣
2c001:024	8	@	-	yhdessä␣
2c001:024	8	@	-	autamme␣
2c001:024	9	%case	?	
2c001:024	-	(@)	-	teitä␣
2c001:024	12a	@	-	teidän␣
2c001:024	(10) 11	@	-	iloonne
2c001:024	-	(;)	-	;␣
2c001:024	14	@	-	sillä␣
2c001:024	(13) 15	@	-	uskossa␣
2c001:024	16a	(@)	-	te␣
2c001:024	16a	@	-	olette␣
2c001:024	16a	@	-	lujat
2c001:024	16b	.	-	.␣
2c002:001	2c002:001	2c002:001	VERSE	2Kr␣2:1␣
2c002:001	1	(@)	-	Olin␣
2c002:001	2	@	-	nimittäin␣
2c002:001	3	@	-	mielessäni␣
2c002:001	1	@	-	päättänyt
2c002:001	-	(,)	-	,␣
2c002:001	(4)	-	UNTRANSLATED	
2c002:001	6	@	-	etten␣
2c002:001	12a (5)	@	-	tullessani␣
2c002:001	11	@	-	teidän␣
2c002:001	10	@	-	tykönne␣
2c002:001	7	@	-	taas␣
2c002:001	tasp%12a	@	-	toisi␣
2c002:001	9	@	-	murhetta␣
2c002:001	pro%8	@	-	mukanani
2c002:001	12b	.	-	.␣
2c002:002	2c002:002	2c002:002	VERSE	2Kr␣2:2␣
2c002:002	2	@	-	Sillä␣
2c002:002	1	@	-	jos␣
2c002:002	3	@	-	minä␣
2c002:002	4	@	-	saatan␣
2c002:002	5a	@	-	teidät␣
2c002:002	4	@	-	murheellisiksi
2c002:002	5b	,	-	,␣
2c002:002	6	@	-	niin␣
2c002:002	-	(@)	-	eihän␣
2c002:002	10	@	-	minua␣
2c002:002	tasp%9	@	-	voi␣
2c002:002	(8) 9	@	-	saada␣
2c002:002	(8) 9	@	-	iloiseksi␣
2c002:002	7	@	-	kukaan␣
2c002:002	7	@	-	muu␣
2c002:002	11 12	@	-	kuin␣
2c002:002	13	@	-	se
2c002:002	-	(,)	-	,␣
2c002:002	13	@	-	jonka␣
2c002:002	16a	@	-	minä␣
2c002:002	15	%case	NOM	
2c002:002	14	(@)	-	olen␣
2c002:002	14	@	-	murheelliseksi␣
2c002:002	14	@	-	saattanut
2c002:002	16b	.	-	.␣
2c002:003	2c002:003	2c002:003	VERSE	2Kr␣2:3␣
2c002:003	1	@	-	Ja␣
2c002:003	4a	@	-	juuri␣
2c002:003	3	@	-	sen␣
2c002:003	2	(@)	-	minä␣
2c002:003	2	@	-	kirjoitin␣
2c002:003	-	(@)	-	sitä␣
2c002:003	-	(@)	-	varten
2c002:003	4b	,	-	,␣
2c002:003	5 6	@	-	etten␣
2c002:003	7	@	-	tullessani␣
2c002:003	9	@	-	saisi␣
2c002:003	8	@	-	murhetta␣
2c002:003	11	@	-	niistä
2c002:003	-	(,)	-	,␣
2c002:003	11	@	-	joista␣
2c002:003	10	%case	LOC	
