ma001:001	ma001:001	ma001:001	VERSE	Mal␣1:1␣
ma001:004	-	(@)	-	"
ma001:004	4	(@)	-	Me␣
ma001:004	4	(@)	-	olemme␣
ma001:004	4	@	-	ruhjotut
ma001:004	-	(,)	-	,␣
ma001:004	5a	@	-	mutta␣
ma001:004	6b	(@)	-	me␣
ma001:004	6b	@	-	rakennamme␣
ma001:004	7	@	-	rauniot␣
ma001:004	5b	@	-	jälleen
ma001:004	(6a)	-	UNTRANSLATED	
ma001:004	-	(@)	-	"
ma001:004	-	(,)	-	,␣
ma001:004	-	(@)	-	niin␣
ma001:004	10	@	-	Herra␣
ma001:004	11	@	-	Sebaot␣
ma001:004	9	@	-	sanoo␣
ma001:004	8	@	-	näin
ma001:004	-	(:)	-	:␣
ma001:004	12	@	-	He␣
ma001:004	13	@	-	rakentakoot
ma001:004	-	(,)	-	,␣
ma001:004	14a	@	-	mutta␣
ma001:004	14b	@	-	minä␣
ma001:004	15	@	-	revin␣
ma001:004	15	@	-	maahan
ma001:004	-	(;)	-	;␣
ma001:004	16a	@	-	ja␣
ma001:004	17	@	-	heidän␣
ma001:004	16b	@	-	nimensä␣
ma001:004	16b	@	-	olkoon
ma001:004	-	(:)	-	:␣
ma001:004	-	(@)	-	"
ma001:004	19	@	-	jumalattomuuden␣
ma001:004	18	@	-	maa
ma001:004	-	(@)	-	"␣
ma001:004	20a	@	-	ja␣
ma001:004	-	(@)	-	"
ma001:004	(20b) 20c	@	-	kansa
ma001:004	-	(,)	-	,␣
ma001:004	21	@	-	johon␣
ma001:004	23	@	-	Herra␣
ma001:004	22	(@)	-	on␣
ma001:004	22	@	-	vihastunut␣
ma001:004	25	@	-	iankaikkisesti
ma001:004	24	%case	MAN	
ma001:004	-	(@)	-	"
ma001:004	-	(.)	-	.␣
ma001:005	ma001:005	ma001:005	VERSE	Mal␣1:5␣
ma001:005	1a	@	-	Ja␣
ma001:005	pers%1b	@	-	teidän␣
ma001:005	1b	@	-	silmänne␣
ma001:005	2	(@)	-	saavat␣
ma001:005	2	@	-	nähdä␣
ma001:005	-	(@)	-	sen
ma001:005	-	(,)	-	,␣
ma001:005	3a	@	-	ja␣
ma001:005	3b	@	-	te␣
ma001:005	4	@	-	sanotte
ma001:005	-	(:)	-	:␣
ma001:005	-	(@)	-	"
ma001:005	6	@	-	Herra␣
ma001:005	5	@	-	on␣
ma001:005	5	@	-	suuri␣
ma001:005	9	@	-	Israelin␣
ma001:005	8b	@	-	rajojen␣
ma001:005	8a	%case	GEN	
ma001:005	7b	@	-	ulkopuolellakin
ma001:005	7a	%case	LOC	
ma001:005	-	(@)	-	"
ma001:005	-	(.)	-	.␣
ma001:006	ma001:006	ma001:006	VERSE	Mal␣1:6␣
ma001:006	1	@	-	Poika␣
ma001:006	2	@	-	kunnioittakoon␣
ma001:006	3	@	-	isää␣
ma001:006	4a	@	-	ja␣
ma001:006	4b	@	-	palvelija␣
ma001:006	5	@	-	herraansa
ma001:006	-	(.)	-	.␣
ma001:006	6a	@	-	Mutta␣
ma001:006	6b	@	-	jos␣
ma001:006	8	@	-	minä␣
ma001:006	-	(@)	-	olen␣
ma001:006	7	@	-	isä
ma001:006	-	(,)	-	,␣
ma001:006	9	@	-	missä␣
ma001:006	-	(@)	-	on␣
ma001:006	pers%10	@	-	minun␣
ma001:006	10	@	-	kunnioitukseni
ma001:006	-	(?)	-	?␣
ma001:006	11a	@	-	Ja␣
ma001:006	11b	@	-	jos␣
ma001:006	13	@	-	minä␣
ma001:006	-	(@)	-	olen␣
ma001:006	12	@	-	Herra
ma001:006	-	(,)	-	,␣
ma001:006	14	@	-	missä␣
ma001:006	-	(@)	-	on␣
ma001:006	pers%15	@	-	minun␣
ma001:006	15	@	-	pelkoni
ma001:006	-	(?)	-	?␣
ma001:006	16	@	-	sanoo␣
ma001:006	17	@	-	Herra␣
ma001:006	18	@	-	Sebaot␣
ma001:006	19	@	-	teille
ma001:006	-	(,)	-	,␣
ma001:006	-	(@)	-	te␣
ma001:006	(20a) 20b	@	-	papit
ma001:006	-	(,)	-	,␣
ma001:006	-	(@)	-	jotka␣
ma001:006	21	@	-	pidätte␣
ma001:006	21	@	-	halpana␣
ma001:006	pers%22	@	-	minun␣
ma001:006	22	@	-	nimeni
ma001:006	-	(.)	-	.␣
ma001:006	23a	@	-	Mutta␣
ma001:006	23b	(@)	-	te␣
ma001:006	23b	@	-	sanotte
ma001:006	-	(:)	-	:␣
ma001:006	-	(@)	-	"
ma001:006	24b	@	-	Miten␣
ma001:006	24a	%case	?	
ma001:006	25	(@)	-	me␣
ma001:006	25	(@)	-	olemme␣
ma001:006	25	@	-	pitäneet␣
ma001:006	25	@	-	halpana␣
ma001:006	pers%27	@	-	sinun␣
ma001:006	27	@	-	nimesi
ma001:006	26	%case	NOM.GEN	
ma001:006	-	(?)	-	?
ma001:006	-	(@)	-	"␣
ma001:007	ma001:007	ma001:007	VERSE	Mal␣1:7␣
ma001:007	-	(@)	-	Siten
ma001:007	-	(,)	-	,␣
ma001:007	-	(@)	-	että␣
ma001:007	1	@	-	tuotte␣
ma001:007	pers%3	@	-	minun␣
ma001:007	3	@	-	alttarilleni␣
ma001:007	2	%case	LOC	
ma001:007	5	@	-	saastutettua␣
ma001:007	4	@	-	leipää
ma001:007	-	(.)	-	.␣
ma001:007	6a	@	-	Mutta␣
ma001:007	6b	(@)	-	te␣
ma001:007	6b	@	-	sanotte
ma001:007	-	(:)	-	:␣
ma001:007	-	(@)	-	"
ma001:007	7b	@	-	Miten␣
ma001:007	7a	%case	?	
ma001:007	8	(@)	-	me␣
ma001:007	8	(@)	-	olemme␣
ma001:007	pers%8	@	-	sinut␣
ma001:007	8	@	-	saastuttaneet
ma001:007	-	(?)	-	?
ma001:007	-	(@)	-	"␣
ma001:007	9a	@	-	Siten
ma001:007	-	(,)	-	,␣
ma001:007	9a	@	-	että␣
ma001:007	9b	@	-	sanotte
ma001:007	-	(:)	-	:␣
ma001:007	-	(@)	-	"
ma001:007	11	@	-	Herran␣
ma001:007	10	@	-	pöytä␣
ma001:007	13	@	-	on␣
ma001:007	12	@	-	halpana␣
ma001:007	12	@	-	pidettävä
ma001:007	-	(@)	-	"
ma001:007	-	(.)	-	.␣
ma001:008	ma001:008	ma001:008	VERSE	Mal␣1:8␣
ma001:008	1a	@	-	Ja␣
ma001:008	1b	@	-	kun␣
ma001:008	2	(@)	-	te␣
ma001:008	2	@	-	tuotte␣
ma001:008	4b	@	-	uhriksi␣
ma001:008	4a	%case	TRA	
ma001:008	3	@	-	sokean␣
ma001:008	3	@	-	eläimen
ma001:008	-	(,)	-	,␣
ma001:008	-	(@)	-	niin␣
ma001:008	-	(@)	-	se␣
ma001:008	-	(@)	-	muka␣
ma001:008	5	@	-	ei␣
ma001:008	5	@	-	ole␣
ma001:008	6	@	-	paha
ma001:008	-	(!)	-	!␣
ma001:008	7a	@	-	Ja␣
ma001:008	7b	@	-	kun␣
ma001:008	8	@	-	tuotte␣
ma001:008	9	@	-	ontuvan␣
ma001:008	10a	@	-	ja␣
ma001:008	10b	@	-	sairaan
ma001:008	-	(,)	-	,␣
ma001:008	-	(@)	-	niin␣
ma001:008	-	(@)	-	se␣
ma001:008	-	(@)	-	muka␣
ma001:008	11	@	-	ei␣
ma001:008	11	@	-	ole␣
ma001:008	12	@	-	paha
ma001:008	-	(!)	-	!␣
ma001:008	13	@	-	Vie␣
ma001:008	14	%inflection	ACT.IMP.2S	
ma001:008	pers%13	@	-	se␣
ma001:008	15b	@	-	maaherrallesi
ma001:008	15a	%case	LOC	
ma001:008	-	(:)	-	:␣
ma001:008	16b	@	-	mielistyykö␣
ma001:008	16a	%clitic	kO	
ma001:008	16b	(@)	-	hän␣
ma001:008	pers%16b	@	-	sinuun
ma001:008	-	(,)	-	,␣
ma001:008	17	@	-	ja␣
ma001:008	18b	@	-	onko␣
ma001:008	18a	%clitic	kO	
ma001:008	18b	(@)	-	hän␣
ma001:008	pers%19	@	-	sinulle␣
ma001:008	19	@	-	suosiollinen
ma001:008	-	(?)	-	?␣
ma001:008	20	@	-	sanoo␣
ma001:008	21	@	-	Herra␣
ma001:008	22	@	-	Sebaot
ma001:008	-	(.)	-	.␣
ma001:009	ma001:009	ma001:009	VERSE	Mal␣1:9␣
ma001:009	1a	@	-	Ja␣
ma001:009	1b	@	-	nyt
ma001:009	-	(:)	-	:␣
ma001:009	2 4	@	-	lepyttäkää␣
ma001:009	3	%inflection	DER.ACT.IMP.2P	
ma001:009	5	@	-	Jumalaa
ma001:009	-	(,)	-	,␣
ma001:009	6a	@	-	että␣
ma001:009	6b	(@)	-	hän␣
ma001:009	pers%6b	@	-	meitä␣
ma001:009	6b	@	-	armahtaisi
ma001:009	-	(.)	-	.␣
ma001:009	9	@	-	Tällaista␣
ma001:009	8	(@)	-	on␣
ma001:009	pers%7b	@	-	teidän␣
ma001:009	7b	@	-	kädestänne␣
ma001:009	7a	%case	LOC	
ma001:009	8	@	-	tullut
ma001:009	-	(:)	-	:␣
ma001:009	10b 12	@	-	olisiko␣
ma001:009	10a	%clitic	kO	
ma001:009	10b 12	(@)	-	hän␣
ma001:009	11	@	-	teille␣
ma001:009	10b 12	@	-	suosiollinen
ma001:009	-	(?)	-	?␣
ma001:009	13	@	-	sanoo␣
ma001:009	14	@	-	Herra␣
ma001:009	15	@	-	Sebaot
ma001:009	-	(.)	-	.␣
ma001:010	ma001:010	ma001:010	VERSE	Mal␣1:10␣
ma001:010	2	@	-	Jospa␣
ma001:010	-	(@)	-	olisi␣
ma001:010	pers%3	@	-	teidän␣
ma001:010	3	@	-	joukossanne␣
ma001:010	1	@	-	joku
ma001:010	-	(,)	-	,␣
ma001:010	4a	@	-	joka␣
ma001:010	4b	@	-	sulkisi␣
ma001:010	5	@	-	ovet
ma001:010	-	(,)	-	,␣
ma001:010	6a 6b	@	-	ettette␣
ma001:010	7	@	-	pitäisi␣
ma001:010	7	@	-	tulta␣
ma001:010	pers%8	@	-	minun␣
ma001:010	8	@	-	alttarillani␣
ma001:010	9	@	-	turhaan
ma001:010	-	(!)	-	!␣
ma001:010	10	@	-	Ei␣
ma001:010	10	@	-	ole␣
ma001:010	11	@	-	minulla␣
ma001:010	12	@	-	mielisuosiota␣
ma001:010	13	@	-	teihin
ma001:010	-	(,)	-	,␣
ma001:010	14	@	-	sanoo␣
ma001:010	15	@	-	Herra␣
ma001:010	16	@	-	Sebaot
ma001:010	-	(,)	-	,␣
ma001:010	17a 18	@	-	enkä␣
ma001:010	19	(@)	-	minä␣
ma001:010	19	@	-	mielisty␣
ma001:010	17b	@	-	ruokauhriin
ma001:010	-	(,)	-	,␣
ma001:010	-	(@)	-	joka␣
ma001:010	-	(@)	-	tulee␣
ma001:010	pers%20b	@	-	teidän␣
ma001:010	20b	@	-	kädestänne
ma001:010	20a	%case	LOC	
ma001:010	-	(.)	-	.␣
ma001:011	ma001:011	ma001:011	VERSE	Mal␣1:11␣
ma001:011	1	@	-	Sillä␣
ma001:011	3	@	-	auringon␣
ma001:011	2b	@	-	noususta␣
ma001:011	2a	%case	LOC	
ma001:011	(4a)	-	UNTRANSLATED	
ma001:011	4b	@	-	hamaan␣
ma001:011	pers%5	@	-	sen␣
ma001:011	5	@	-	laskuun␣
ma001:011	-	(@)	-	on␣
ma001:011	pers%7	@	-	minun␣
ma001:011	7	@	-	nimeni␣
ma001:011	-	(@)	-	oleva␣
ma001:011	6	@	-	suuri␣
ma001:011	8b	@	-	pakanain␣
ma001:011	8a	@	-	seassa
ma001:011	-	(,)	-	,␣
ma001:011	9a	@	-	ja␣
ma001:011	9c	@	-	joka␣
ma001:011	10	@	-	paikassa␣
ma001:011	9b	%case	LOC	
ma001:011	11	@	-	uhrataan␣
ma001:011	-	(@)	-	ja␣
ma001:011	12	@	-	tuodaan␣
ma001:011	pers%13b	@	-	minun␣
ma001:011	13b	@	-	nimeni␣
ma001:011	13a	@	-	kunniaksi␣
ma001:011	(14a)	-	UNTRANSLATED	
ma001:011	15	@	-	puhdas␣
ma001:011	14b	@	-	ruokauhri
ma001:011	-	(.)	-	.␣
ma001:011	16	@	-	Sillä␣
ma001:011	pers%18	@	-	minun␣
ma001:011	18	@	-	nimeni␣
ma001:011	-	(@)	-	on␣
ma001:011	-	(@)	-	oleva␣
ma001:011	17	@	-	suuri␣
ma001:011	19b	@	-	pakanain␣
ma001:011	19a	@	-	seassa
ma001:011	-	(,)	-	,␣
ma001:011	20	@	-	sanoo␣
ma001:011	21	@	-	Herra␣
ma001:011	22	@	-	Sebaot
ma001:011	-	(.)	-	.␣
ma001:012	ma001:012	ma001:012	VERSE	Mal␣1:12␣
ma001:012	1a	@	-	Mutta␣
ma001:012	1b	@	-	te␣
ma001:012	2	@	-	häpäisette␣
ma001:012	3	@	-	sen
ma001:012	-	(,)	-	,␣
ma001:012	4a	@	-	kun␣
ma001:012	4b	@	-	sanotte
ma001:012	-	(:)	-	:␣
ma001:012	-	(@)	-	"
ma001:012	6	@	-	Herran␣
ma001:012	5	@	-	pöytä␣
ma001:012	8	@	-	on␣
ma001:012	7	@	-	saastutettu
ma001:012	-	(,)	-	,␣
ma001:012	9a	@	-	ja␣
ma001:012	pers%9b	@	-	sen␣
ma001:012	9b	@	-	hedelmän␣
ma001:012	11	@	-	syönti␣
ma001:012	10	(@)	-	on␣
ma001:012	10	@	-	halpana␣
ma001:012	10	@	-	pidettävä
ma001:012	-	(@)	-	"
ma001:012	-	(.)	-	.␣
ma001:013	ma001:013	ma001:013	VERSE	Mal␣1:13␣
ma001:013	1a	@	-	Ja␣
ma001:013	1b	(@)	-	te␣
ma001:013	1b	@	-	sanotte
ma001:013	(2)	-	UNTRANSLATED	
ma001:013	-	(:)	-	:␣
ma001:013	-	(@)	-	"
ma001:013	3a	@	-	Mikä␣
ma001:013	3b	@	-	vaiva
ma001:013	-	(!)	-	!
ma001:013	-	(@)	-	"␣
ma001:013	4a	@	-	ja␣
ma001:013	4b	@	-	ylenkatsotte␣
ma001:013	5	@	-	sen
ma001:013	-	(,)	-	,␣
ma001:013	6	@	-	sanoo␣
ma001:013	7	@	-	Herra␣
ma001:013	8	@	-	Sebaot
ma001:013	-	(,)	-	,␣
ma001:013	9a	@	-	ja␣
ma001:013	9b	@	-	tuotte␣
ma001:013	10	@	-	ryöstettyä
ma001:013	(11a)	-	UNTRANSLATED	
ma001:013	-	(,)	-	,␣
ma001:013	(12a) 12b	@	-	ontuvaa␣
ma001:013	11b	%case	PTV	
ma001:013	13a	@	-	ja␣
ma001:013	(14a) 14b	@	-	sairasta␣
ma001:013	13b	%case	PTV	
ma001:013	-	(-)	-	-␣
ma001:013	(15a)	-	UNTRANSLATED	
ma001:013	15b	@	-	tuotte␣
ma001:013	(17a) 17b	@	-	uhrilahjaksi
ma001:013	16	%case	TRA	
ma001:013	-	(.)	-	.␣
ma001:013	-	(-)	-	-␣
ma001:013	18b	(@)	-	Minäkö␣
ma001:013	18a	%clitic	kO	
ma001:013	18b	@	-	mielistyisin␣
ma001:013	-	(@)	-	ottamaan␣
ma001:013	19	@	-	sen␣
ma001:013	pers%20b	@	-	teidän␣
ma001:013	20b	@	-	kädestänne
ma001:013	20a	%case	LOC	
ma001:013	-	(?)	-	?␣
ma001:013	21	@	-	sanoo␣
ma001:013	22	@	-	Herra
ma001:013	-	(.)	-	.␣
ma001:014	ma001:014	ma001:014	VERSE	Mal␣1:14␣
ma001:014	(1a)	-	UNTRANSLATED	
ma001:014	1b	@	-	Kirottu␣
ma001:014	-	(@)	-	olkoon␣
ma001:014	2	@	-	pettäjä
ma001:014	(3a)	-	UNTRANSLATED	
ma001:014	-	(,)	-	,␣
ma001:014	pers%4b	@	-	jolla␣
ma001:014	3b	@	-	on␣
ma001:014	4b	@	-	laumassaan␣
ma001:014	4a	%case	LOC	
ma001:014	5	@	-	koiraspuoli␣
ma001:014	6a	@	-	ja␣
ma001:014	-	(@)	-	joka␣
ma001:014	6b	(@)	-	on␣
ma001:014	6b	@	-	luvannut␣
ma001:014	-	(@)	-	sen
ma001:014	-	(,)	-	,␣
ma001:014	7a	@	-	mutta␣
ma001:014	7b	@	-	uhraakin␣
ma001:014	9b	@	-	Herralle␣
ma001:014	9a	%case	LOC	
ma001:014	8	@	-	viallisen
ma001:014	-	(.)	-	.␣
ma001:014	10	@	-	Sillä␣
ma001:014	12	@	-	suuri␣
ma001:014	11	@	-	kuningas␣
ma001:014	-	(@)	-	olen␣
ma001:014	13	@	-	minä
ma001:014	-	(,)	-	,␣
ma001:014	14	@	-	sanoo␣
ma001:014	15	@	-	Herra␣
ma001:014	16	@	-	Sebaot
ma001:014	-	(,)	-	,␣
ma001:014	17a	@	-	ja␣
ma001:014	pers%17b	@	-	minun␣
ma001:014	17b	@	-	nimeni␣
ma001:014	-	(@)	-	on␣
ma001:014	18	@	-	peljättävä␣
ma001:014	19b	@	-	pakanain␣
ma001:014	19a	@	-	seassa
ma001:014	-	(.)	-	.␣
ma002:001	ma002:001	ma002:001	VERSE	Mal␣2:1␣
ma002:001	1a	@	-	Ja␣
ma002:001	1b	@	-	nyt␣
ma002:001	2	@	-	teille␣
ma002:001	(4a) 4b	@	-	tämä␣
ma002:001	(3a) 3b	@	-	käsky
ma002:001	-	(,)	-	,␣
ma002:001	-	(@)	-	te␣
ma002:001	(5a) 5b	@	-	papit
ma002:001	-	(!)	-	!␣
ma002:002	ma002:002	ma002:002	VERSE	Mal␣2:2␣
ma002:002	1	@	-	Jos␣
ma002:002	2	@	-	ette␣
ma002:002	3	@	-	kuule␣
ma002:002	4a	@	-	ja␣
ma002:002	(4b) (5)	-	UNTRANSLATED	
ma002:002	6	@	-	paina␣
ma002:002	8	@	-	sydämeenne
ma002:002	7	%case	LOC	
ma002:002	-	(,)	-	,␣
ma002:002	9a	@	-	niin␣
ma002:002	9a	@	-	että␣
ma002:002	9b	@	-	annatte␣
ma002:002	10	@	-	kunnian␣
ma002:002	pers%11b	@	-	minun␣
ma002:002	11b	@	-	nimelleni
ma002:002	11a	%case	LOC	
ma002:002	-	(,)	-	,␣
ma002:002	12	@	-	sanoo␣
ma002:002	13	@	-	Herra␣
ma002:002	14	@	-	Sebaot
ma002:002	(15a)	-	UNTRANSLATED	
ma002:002	-	(,)	-	,␣
ma002:002	15b	@	-	lähetän␣
ma002:002	15b	(@)	-	minä␣
ma002:002	pers%16	@	-	teitä␣
ma002:002	16	@	-	vastaan␣
ma002:002	(18a) 18b	@	-	kirouksen␣
ma002:002	17	%case	GEN	
ma002:002	19a	@	-	ja␣
ma002:002	19b	@	-	kiroan␣
ma002:002	pers%21	@	-	teille␣
ma002:002	-	(@)	-	suodut␣
ma002:002	21	@	-	siunaukset
ma002:002	20	%case	NOM	
ma002:002	(22a)	-	UNTRANSLATED	
ma002:002	-	(.)	-	.␣
ma002:002	23	(@)	-	Minä␣
ma002:002	23	(@)	-	olenkin␣
ma002:002	pers%23	@	-	ne␣
ma002:002	22b	@	-	jo␣
ma002:002	23	@	-	kironnut
ma002:002	-	(,)	-	,␣
ma002:002	24	@	-	sillä␣
ma002:002	pers%25	@	-	te␣
ma002:002	25	@	-	ette␣
ma002:002	25	@	-	ole␣
ma002:002	26	@	-	painaneet␣
ma002:002	-	(@)	-	tätä␣
ma002:002	28	@	-	sydämeenne
ma002:002	27	%case	LOC	
ma002:002	-	(.)	-	.␣
ma002:003	ma002:003	ma002:003	VERSE	Mal␣2:3␣
ma002:003	1	@	-	Minä␣
ma002:003	2	@	-	kiellän␣
ma002:003	3	@	-	teiltä␣
ma002:003	(5a) 5b	@	-	jälkeläiset
ma002:003	4	%case	NOM	
ma002:003	-	(,)	-	,␣
ma002:003	6a	@	-	ja␣
ma002:003	6b	(@)	-	minä␣
ma002:003	6b	@	-	viskelen␣
ma002:003	7	@	-	rapaa␣
ma002:003	pers%9	@	-	teidän␣
ma002:003	9	@	-	kasvoihinne
ma002:003	8	%case	LOC	
ma002:003	-	(,)	-	,␣
ma002:003	pers%11	@	-	teidän␣
ma002:003	11	@	-	juhlauhrienne␣
ma002:003	10	@	-	rapaa
ma002:003	-	(,)	-	,␣
ma002:003	12a	@	-	ja␣
ma002:003	14	@	-	siihen␣
ma002:003	13	@	-	teidät␣
ma002:003	13	(@)	-	itsenne␣
ma002:003	12b	@	-	kannetaan
ma002:003	-	(.)	-	.␣
ma002:004	ma002:004	ma002:004	VERSE	Mal␣2:4␣
ma002:004	1a	@	-	Ja␣
ma002:004	1b	(@)	-	te␣
ma002:004	1b	(@)	-	tulette␣
ma002:004	1b	@	-	tietämään
ma002:004	-	(,)	-	,␣
ma002:004	2	@	-	että␣
ma002:004	3	(@)	-	minä␣
ma002:004	3	(@)	-	olen␣
ma002:004	3	@	-	lähettänyt␣
ma002:004	4	@	-	teille␣
ma002:004	(7a) 7b	@	-	tämän␣
ma002:004	(6a) 6b	@	-	käskyn
ma002:004	5	%case	GEN	
ma002:004	-	(,)	-	,␣
ma002:004	8a	@	-	jotta␣
ma002:004	pers%9	@	-	minun␣
ma002:004	9	@	-	liittoni␣
ma002:004	11	@	-	Leevin␣
ma002:004	10	@	-	kanssa␣
ma002:004	8b	@	-	pysyisi
ma002:004	-	(,)	-	,␣
ma002:004	12	@	-	sanoo␣
ma002:004	13	@	-	Herra␣
ma002:004	14	@	-	Sebaot
ma002:004	-	(.)	-	.␣
ma002:005	ma002:005	ma002:005	VERSE	Mal␣2:5␣
ma002:005	pers%1	@	-	Minun␣
ma002:005	1	@	-	liittoni␣
ma002:005	pers%3	@	-	hänen␣
ma002:005	3	@	-	kanssansa␣
ma002:005	2	@	-	oli␣
ma002:005	(4a) 4b	@	-	elämä␣
ma002:005	5a	@	-	ja␣
ma002:005	(5b) 5c	@	-	rauha
ma002:005	-	(,)	-	,␣
ma002:005	6a	@	-	ja␣
ma002:005	6b	(@)	-	minä␣
ma002:005	6b	@	-	annoin␣
ma002:005	pers%6b	@	-	sen␣
ma002:005	7	@	-	hänelle␣
ma002:005	8	@	-	peloksi
ma002:005	-	(;)	-	;␣
ma002:005	9a	@	-	ja␣
ma002:005	9b	(@)	-	hän␣
ma002:005	9b	@	-	pelkäsi␣
ma002:005	pers%9b	@	-	minua
ma002:005	(10a)	-	UNTRANSLATED	
ma002:005	-	(,)	-	,␣
ma002:005	12	@	-	vapisi␣
ma002:005	pers%11	@	-	minun␣
ma002:005	11	@	-	nimeni␣
ma002:005	10c	@	-	edessä
ma002:005	10b	%case	LOC	
ma002:005	(13)	-	UNTRANSLATED	
ma002:005	-	(.)	-	.␣
ma002:006	ma002:006	ma002:006	VERSE	Mal␣2:6␣
ma002:006	2	@	-	Oikea␣
ma002:006	1	@	-	opetus␣
ma002:006	3	@	-	oli␣
ma002:006	pers%4b	@	-	hänen␣
ma002:006	4b	@	-	suussansa
ma002:006	4a	%case	LOC	
ma002:006	-	(,)	-	,␣
ma002:006	5a 6	@	-	eikä␣
ma002:006	5b	@	-	vääryyttä␣
ma002:006	7	@	-	tavattu␣
ma002:006	pers%8b	@	-	hänen␣
ma002:006	8b	@	-	huuliltansa
ma002:006	8a	%case	LOC	
ma002:006	-	(.)	-	.␣
ma002:006	9b	@	-	Rauhassa␣
ma002:006	9a	%case	LOC	
ma002:006	10a	@	-	ja␣
ma002:006	10c	@	-	vakaasti␣
ma002:006	10b	%case	MAN	
ma002:006	11	(@)	-	hän␣
ma002:006	11	@	-	vaelsi␣
ma002:006	pers%12	@	-	minun␣
ma002:006	12	@	-	kanssani
ma002:006	-	(,)	-	,␣
ma002:006	13a	@	-	ja␣
ma002:006	13b	@	-	monet␣
ma002:006	14	(@)	-	hän␣
ma002:006	14	@	-	käänsi␣
ma002:006	15a	@	-	pois␣
ma002:006	15b	@	-	pahoista␣
ma002:006	15b	@	-	töistä
ma002:006	-	(.)	-	.␣
ma002:007	ma002:007	ma002:007	VERSE	Mal␣2:7␣
ma002:007	1	@	-	Sillä␣
ma002:007	3	@	-	papin␣
ma002:007	2	@	-	huulten␣
ma002:007	4	(@)	-	pitää␣
ma002:007	4	@	-	tallettaman␣
ma002:007	5	@	-	tieto
ma002:007	-	(,)	-	,␣
ma002:007	6a	@	-	ja␣
ma002:007	pers%8b	@	-	hänen␣
ma002:007	8b	@	-	suustansa␣
ma002:007	8a	%case	LOC	
ma002:007	7	@	-	etsitään␣
ma002:007	6b	@	-	opetus
ma002:007	-	(;)	-	;␣
ma002:007	9	@	-	sillä␣
ma002:007	13	@	-	hän␣
ma002:007	-	(@)	-	on␣
ma002:007	11	@	-	Herran␣
ma002:007	12	@	-	Sebaotin␣
ma002:007	10	@	-	sanansaattaja
ma002:007	-	(.)	-	.␣
ma002:008	ma002:008	ma002:008	VERSE	Mal␣2:8␣
