jg001:001	jg001:001	jg001:001	VERSE	Tm␣1:1␣
jg001:007	2	@	-	Adoni-Besek␣
jg001:007	1b	@	-	sanoi
jg001:007	-	(:)	-	:␣
jg001:007	-	(@)	-	"
jg001:007	3	@	-	Seitsemänkymmentä␣
jg001:007	4	@	-	kuningasta
jg001:007	-	(,)	-	,␣
jg001:007	-	(@)	-	joilta␣
jg001:007	8	(@)	-	oli␣
jg001:007	8	@	-	hakattu␣
jg001:007	5 6	@	-	peukalot␣
jg001:007	7a	@	-	ja␣
jg001:007	7b	@	-	isotvarpaat
jg001:007	-	(,)	-	,␣
jg001:007	10	@	-	kokosi␣
jg001:007	10	@	-	muruja␣
jg001:007	9	%case	PTV	
jg001:007	pers%12	@	-	minun␣
jg001:007	12	@	-	pöytäni␣
jg001:007	11	@	-	alta
jg001:007	-	(;)	-	;␣
jg001:007	13a 13b	@	-	niinkuin␣
jg001:007	14	(@)	-	minä␣
jg001:007	14	(@)	-	olen␣
jg001:007	14	@	-	tehnyt
jg001:007	-	(,)	-	,␣
jg001:007	15	@	-	niin␣
jg001:007	16	(@)	-	on␣
jg001:007	18	@	-	Jumala␣
jg001:007	17	@	-	minulle␣
jg001:007	16	@	-	maksanut
jg001:007	-	(@)	-	"
jg001:007	-	(.)	-	.␣
jg001:007	19a	@	-	Ja␣
jg001:007	19b	(@)	-	he␣
jg001:007	19b	@	-	veivät␣
jg001:007	pers%19b	@	-	hänet␣
jg001:007	20	@	-	Jerusalemiin
jg001:007	-	(,)	-	,␣
jg001:007	21a	@	-	ja␣
jg001:007	22	@	-	siellä␣
jg001:007	21b	(@)	-	hän␣
jg001:007	21b	@	-	kuoli
jg001:007	-	(.)	-	.␣
jg001:008	jg001:008	jg001:008	VERSE	Tm␣1:8␣
jg001:008	1a	@	-	Ja␣
jg001:008	3	@	-	Juudan␣
jg001:008	2	@	-	miehet␣
jg001:008	1b	@	-	ryhtyivät␣
jg001:008	1b	@	-	taisteluun␣
jg001:008	4b	@	-	Jerusalemia␣
jg001:008	4a	@	-	vastaan␣
jg001:008	5a	@	-	ja␣
jg001:008	5b	@	-	valloittivat␣
jg001:008	6	@	-	sen␣
jg001:008	7a	@	-	ja␣
jg001:008	7b	@	-	surmasivat␣
jg001:008	9	@	-	miekan␣
jg001:008	8b	@	-	terällä␣
jg001:008	8a	%case	LOC	
jg001:008	pers%7b	@	-	sen␣
jg001:008	pers%7b	@	-	asukkaat␣
jg001:008	10a	@	-	ja␣
jg001:008	12	@	-	pistivät␣
jg001:008	(11a) 11b	@	-	kaupungin␣
jg001:008	10b	%case	GEN	
jg001:008	13b	@	-	tuleen
jg001:008	13a	%case	LOC	
jg001:008	-	(.)	-	.␣
jg001:009	jg001:009	jg001:009	VERSE	Tm␣1:9␣
jg001:009	1a 1b	@	-	Sen␣
jg001:009	1a 1b	@	-	jälkeen␣
jg001:009	4	@	-	Juudan␣
jg001:009	3	@	-	miehet␣
jg001:009	2	@	-	laskeutuivat␣
jg001:009	5b	@	-	sotimaan␣
jg001:009	5a	%case	LOC	
jg001:009	-	(@)	-	niitä␣
jg001:009	6b	@	-	kanaanilaisia␣
jg001:009	6a	@	-	vastaan
jg001:009	-	(,)	-	,␣
jg001:009	-	(@)	-	jotka␣
jg001:009	7	@	-	asuivat␣
jg001:009	(8a) 8b	@	-	Vuoristossa
jg001:009	(9a)	-	UNTRANSLATED	
jg001:009	-	(,)	-	,␣
jg001:009	(9b) 9c	@	-	Etelämaassa␣
jg001:009	10a	@	-	ja␣
jg001:009	(10b) 10c	@	-	Alankomaassa
jg001:009	-	(.)	-	.␣
jg001:010	jg001:010	jg001:010	VERSE	Tm␣1:10␣
jg001:010	1a	@	-	Niin␣
jg001:010	2	@	-	Juuda␣
jg001:010	1b	@	-	meni␣
jg001:010	4a	@	-	niitä␣
jg001:010	4b	@	-	kanaanilaisia␣
jg001:010	3	@	-	vastaan
jg001:010	-	(,)	-	,␣
jg001:010	5a	@	-	jotka␣
jg001:010	5b	@	-	asuivat␣
jg001:010	6b	@	-	Hebronissa␣
jg001:010	6a	%case	LOC	
jg001:010	-	(-)	-	-␣
jg001:010	(7a)	-	UNTRANSLATED	
jg001:010	8	@	-	Hebronin␣
jg001:010	7b	@	-	nimi␣
jg001:010	-	(@)	-	oli␣
jg001:010	9a 9b	@	-	muinoin␣
jg001:010	10	@	-	Kirjat-Arba␣
jg001:010	-	(-)	-	-␣
jg001:010	11a	@	-	ja␣
jg001:010	11b	(@)	-	he␣
jg001:010	11b	@	-	voittivat␣
jg001:010	13	@	-	Seesain
jg001:010	12	%case	GEN	
jg001:010	(14a)	-	UNTRANSLATED	
jg001:010	-	(,)	-	,␣
jg001:010	15	@	-	Ahimanin␣
jg001:010	14b	%case	GEN	
jg001:010	16a	@	-	ja␣
jg001:010	17	@	-	Talmain
jg001:010	16b	%case	GEN	
jg001:010	-	(.)	-	.␣
jg001:011	jg001:011	jg001:011	VERSE	Tm␣1:11␣
jg001:011	(1a)	-	UNTRANSLATED	
jg001:011	2b	@	-	Sieltä␣
jg001:011	2a	%case	LOC	
jg001:011	1b	(@)	-	hän␣
jg001:011	1b	@	-	meni␣
jg001:011	5	@	-	Debirin␣
jg001:011	4	@	-	asukkaita␣
jg001:011	3	@	-	vastaan␣
jg001:011	-	(-)	-	-␣
jg001:011	(6a)	-	UNTRANSLATED	
jg001:011	7	@	-	Debirin␣
jg001:011	6b	@	-	nimi␣
jg001:011	-	(@)	-	oli␣
jg001:011	8a 8b	@	-	muinoin␣
jg001:011	9	@	-	Kirjat-Seefer␣
jg001:011	-	(-)	-	-␣
jg001:012	jg001:012	jg001:012	VERSE	Tm␣1:12␣
jg001:012	1a	@	-	ja␣
jg001:012	2	@	-	Kaaleb␣
jg001:012	1b	@	-	sanoi
jg001:012	-	(:)	-	:␣
jg001:012	-	(@)	-	"
jg001:012	3	@	-	Joka␣
jg001:012	4	@	-	voittaa␣
jg001:012	7a	@	-	ja␣
jg001:012	7b	@	-	valloittaa␣
jg001:012	6	@	-	Kirjat-Seeferin
jg001:012	5	%case	GEN	
jg001:012	(8a)	-	UNTRANSLATED	
jg001:012	-	(,)	-	,␣
jg001:012	9	@	-	sille␣
jg001:012	8b	(@)	-	minä␣
jg001:012	8b	@	-	annan␣
jg001:012	12	@	-	tyttäreni␣
jg001:012	11	@	-	Aksan␣
jg001:012	10	%case	GEN	
jg001:012	13b	@	-	vaimoksi
jg001:012	13a	%case	TRA	
jg001:012	-	(@)	-	"
jg001:012	-	(.)	-	.␣
jg001:013	jg001:013	jg001:013	VERSE	Tm␣1:13␣
jg001:013	1a	@	-	Niin␣
jg001:013	2	@	-	Otniel
jg001:013	-	(,)	-	,␣
jg001:013	4	@	-	Kenaan
jg001:013	-	(,)	-	,␣
jg001:013	6	@	-	Kaalebin␣
jg001:013	(7a) 7b	@	-	nuoremman␣
jg001:013	8	%inflection	ADJ.CMP.SG.GEN	
jg001:013	5	@	-	veljen
jg001:013	-	(,)	-	,␣
jg001:013	3	@	-	poika
jg001:013	-	(,)	-	,␣
jg001:013	1b	@	-	valloitti␣
jg001:013	pers%1b	@	-	sen
jg001:013	-	(;)	-	;␣
jg001:013	9a	@	-	ja␣
jg001:013	9b	(@)	-	hän␣
jg001:013	9b	@	-	antoi␣
jg001:013	10	@	-	tälle␣
jg001:013	13	@	-	tyttärensä␣
jg001:013	12	@	-	Aksan␣
jg001:013	11	%case	GEN	
jg001:013	14b	@	-	vaimoksi
jg001:013	14a	%case	TRA	
jg001:013	-	(.)	-	.␣
jg001:014	jg001:014	jg001:014	VERSE	Tm␣1:14␣
jg001:014	1a	@	-	Ja␣
jg001:014	(1b)	-	UNTRANSLATED	
jg001:014	2a	@	-	kun␣
jg001:014	pers%2b	@	-	Aksa␣
jg001:014	2b	@	-	tuli
jg001:014	-	(,)	-	,␣
jg001:014	3a	@	-	niin␣
jg001:014	3b	(@)	-	hän␣
jg001:014	3b	@	-	yllytti␣
jg001:014	pers%3b	@	-	miestänsä
jg001:014	-	(,)	-	,␣
jg001:014	4a	@	-	että␣
jg001:014	-	(@)	-	tämä␣
jg001:014	4b	@	-	pyytäisi␣
jg001:014	pers%6	@	-	hänen␣
jg001:014	6	@	-	isältänsä␣
jg001:014	5a 5b	%case	LOC	
jg001:014	(7a) 7b	@	-	peltomaata
jg001:014	-	(;)	-	;␣
jg001:014	8a	@	-	ja␣
jg001:014	pers%8b	@	-	Aksa␣
jg001:014	8b	@	-	pudottautui␣
jg001:014	(10a) 10b	@	-	aasin␣
jg001:014	9b	@	-	selästä␣
jg001:014	9a	%case	LOC	
jg001:014	8b	@	-	maahan
jg001:014	-	(.)	-	.␣
jg001:014	11a	@	-	Silloin␣
jg001:014	13	@	-	Kaaleb␣
jg001:014	11b	@	-	sanoi␣
jg001:014	12	@	-	hänelle
jg001:014	-	(:)	-	:␣
jg001:014	-	(@)	-	"
jg001:014	14	@	-	Mikä␣
jg001:014	15	@	-	sinun␣
jg001:014	-	(@)	-	on
jg001:014	-	(?)	-	?
jg001:014	-	(@)	-	"␣
jg001:015	jg001:015	jg001:015	VERSE	Tm␣1:15␣
jg001:015	1a	@	-	Niin␣
jg001:015	1b	(@)	-	hän␣
jg001:015	1b	@	-	vastasi␣
jg001:015	2	@	-	hänelle
jg001:015	-	(:)	-	:␣
jg001:015	-	(@)	-	"
jg001:015	3	@	-	Anna␣
jg001:015	4	@	-	minulle␣
jg001:015	5	@	-	jäähyväislahja
jg001:015	-	(,)	-	,␣
jg001:015	6	@	-	sillä␣
jg001:015	9	(@)	-	sinä␣
jg001:015	9	(@)	-	olet␣
jg001:015	9	@	-	naittanut␣
jg001:015	pers%9	@	-	minut␣
jg001:015	(8a) 8b	@	-	kuivaan␣
jg001:015	7	@	-	maahan
jg001:015	-	(,)	-	,␣
jg001:015	10b	@	-	anna␣
jg001:015	10a	@	-	siis␣
jg001:015	11	@	-	minulle␣
jg001:015	12 13	@	-	vesilähteitä
jg001:015	-	(@)	-	"
jg001:015	-	(.)	-	.␣
jg001:015	14a	@	-	Silloin␣
jg001:015	16	@	-	Kaaleb␣
jg001:015	14b	@	-	antoi␣
jg001:015	15	@	-	hänelle␣
jg001:015	18 19	@	-	Ylälähteet␣
jg001:015	17	%case	NOM	
jg001:015	20a	@	-	ja␣
jg001:015	21 22	@	-	Alalähteet
jg001:015	20b	%case	NOM	
jg001:015	-	(.)	-	.␣
jg001:016	jg001:016	jg001:016	VERSE	Tm␣1:16␣
jg001:016	1a	@	-	Ja␣
jg001:016	2	@	-	keeniläisen
jg001:016	-	(,)	-	,␣
jg001:016	4	@	-	Mooseksen␣
jg001:016	3	@	-	apen
jg001:016	-	(,)	-	,␣
jg001:016	1b	@	-	jälkeläiset␣
jg001:016	5	(@)	-	olivat␣
jg001:016	5	@	-	lähteneet␣
jg001:016	6b	@	-	Palmukaupungista␣
jg001:016	6a	%case	LOC	
jg001:016	9	@	-	Juudan␣
jg001:016	8	@	-	jälkeläisten␣
jg001:016	7	@	-	kanssa␣
jg001:016	11	@	-	Juudan␣
jg001:016	10	@	-	erämaahan
jg001:016	-	(,)	-	,␣
jg001:016	13b	@	-	eteläpuolelle␣
jg001:016	13a	%case	LOC	
jg001:016	14	@	-	Aradia
jg001:016	12	%case	PTV	
jg001:016	(15a)	-	UNTRANSLATED	
jg001:016	-	(;)	-	;␣
jg001:016	15b	(@)	-	he␣
jg001:016	15b	@	-	menivät␣
jg001:016	16a	@	-	ja␣
jg001:016	16b	@	-	asettuivat␣
jg001:016	-	(@)	-	sikäläisen␣
jg001:016	(18a) 18b	@	-	kansan␣
jg001:016	17	@	-	sekaan
jg001:016	-	(.)	-	.␣
jg001:017	jg001:017	jg001:017	VERSE	Tm␣1:17␣
jg001:017	1a	@	-	Mutta␣
jg001:017	2	@	-	Juuda␣
jg001:017	1b	@	-	meni␣
jg001:017	5	@	-	veljensä␣
jg001:017	4	@	-	Simeonin␣
jg001:017	3	@	-	kanssa
jg001:017	-	(,)	-	,␣
jg001:017	6a	@	-	ja␣
jg001:017	6b	(@)	-	he␣
jg001:017	6b	@	-	voittivat␣
jg001:017	(8a) 8b	@	-	kanaanilaiset
jg001:017	7	%case	NOM	
jg001:017	-	(,)	-	,␣
jg001:017	-	(@)	-	jotka␣
jg001:017	9	@	-	asuivat␣
jg001:017	10	@	-	Sefatissa
jg001:017	-	(,)	-	,␣
jg001:017	11a	@	-	ja␣
jg001:017	11b	(@)	-	he␣
jg001:017	11b	@	-	vihkivät␣
jg001:017	pro%12	@	-	kaupungin␣
jg001:017	11b	@	-	tuhon␣
jg001:017	11b	@	-	omaksi␣
jg001:017	13a	@	-	ja␣
jg001:017	13b	@	-	kutsuivat␣
jg001:017	(14) (15)	-	UNTRANSLATED	
jg001:017	(16a) 16b	@	-	sen␣
jg001:017	17	@	-	Hormaksi
jg001:017	-	(.)	-	.␣
jg001:018	jg001:018	jg001:018	VERSE	Tm␣1:18␣
jg001:018	1a	@	-	Ja␣
jg001:018	2	@	-	Juuda␣
jg001:018	1b	@	-	valloitti␣
jg001:018	4	@	-	Gassan␣
jg001:018	3	%case	GEN	
jg001:018	6	@	-	alueineen
jg001:018	5a 5b	%case	CMT	
jg001:018	(7a)	-	UNTRANSLATED	
jg001:018	-	(,)	-	,␣
jg001:018	8	@	-	Askelonin␣
jg001:018	7b	%case	GEN	
jg001:018	10	@	-	alueineen␣
jg001:018	9a 9b	%case	CMT	
jg001:018	11a	@	-	ja␣
jg001:018	12	@	-	Ekronin␣
jg001:018	11b	%case	GEN	
jg001:018	14	@	-	alueineen
jg001:018	13a 13b	%case	CMT	
jg001:018	-	(.)	-	.␣
jg001:019	jg001:019	jg001:019	VERSE	Tm␣1:19␣
jg001:019	1a	@	-	Ja␣
jg001:019	2	@	-	Herra␣
jg001:019	1b	@	-	oli␣
jg001:019	4	@	-	Juudan␣
jg001:019	3	@	-	kanssa
jg001:019	-	(,)	-	,␣
jg001:019	5a	@	-	niin␣
jg001:019	5a	@	-	että␣
jg001:019	5b	(@)	-	hän␣
jg001:019	5b	@	-	sai␣
jg001:019	5b	@	-	haltuunsa␣
jg001:019	(7a) 7b	@	-	vuoriston
jg001:019	6	%case	GEN	
jg001:019	-	(;)	-	;␣
jg001:019	8	@	-	sillä␣
jg001:019	10b	(@)	-	hän␣
jg001:019	9	@	-	ei␣
jg001:019	mod%10b	@	-	kyennyt␣
jg001:019	10b	@	-	karkoittamaan␣
jg001:019	10a	%case	LOC	
jg001:019	-	(@)	-	niitä
jg001:019	-	(,)	-	,␣
jg001:019	-	(@)	-	jotka␣
jg001:019	12	@	-	asuivat␣
jg001:019	11	%case	?	
jg001:019	(13a) 13b	@	-	tasangolla
jg001:019	-	(,)	-	,␣
jg001:019	14	@	-	koska␣
jg001:019	17	@	-	heillä␣
jg001:019	-	(@)	-	oli␣
jg001:019	16	@	-	raudoitettuja␣
jg001:019	15	@	-	sotavaunuja
jg001:019	-	(.)	-	.␣
jg001:020	jg001:020	jg001:020	VERSE	Tm␣1:20␣
jg001:020	1a	@	-	Ja␣
jg001:020	1b	(@)	-	he␣
jg001:020	1b	@	-	antoivat␣
jg001:020	2b	@	-	Kaalebille␣
jg001:020	2a	%case	LOC	
jg001:020	4	@	-	Hebronin
jg001:020	3	%case	GEN	
jg001:020	-	(,)	-	,␣
jg001:020	5a 5b	@	-	niinkuin␣
jg001:020	7	@	-	Mooses␣
jg001:020	6	(@)	-	oli␣
jg001:020	6	@	-	puhunut
jg001:020	-	(;)	-	;␣
jg001:020	8a	@	-	ja␣
jg001:020	8b	(@)	-	hän␣
jg001:020	8b	@	-	karkoitti␣
jg001:020	9b	@	-	sieltä␣
jg001:020	9a	%case	LOC	
jg001:020	-	(@)	-	ne␣
jg001:020	11	@	-	kolme␣
jg001:020	10	%case	NOM	
jg001:020	12 (13a) 13b	@	-	anakilaista
jg001:020	-	(.)	-	.␣
jg001:021	jg001:021	jg001:021	VERSE	Tm␣1:21␣
jg001:021	1a	@	-	Mutta␣
jg001:021	7 8	@	-	benjaminilaiset␣
jg001:021	5	@	-	eivät␣
jg001:021	6	@	-	karkoittaneet␣
jg001:021	(2a) 2b	@	-	jebusilaisia
jg001:021	1b	%case	PTV	
jg001:021	-	(,)	-	,␣
jg001:021	-	(@)	-	jotka␣
jg001:021	3	@	-	asuivat␣
jg001:021	4	@	-	Jerusalemissa
jg001:021	-	(,)	-	,␣
jg001:021	9a	@	-	ja␣
jg001:021	-	(@)	-	niin␣
jg001:021	(10a) 10b	@	-	jebusilaiset␣
jg001:021	9b	@	-	jäivät␣
jg001:021	9b	@	-	asumaan␣
jg001:021	12 13	@	-	benjaminilaisten␣
jg001:021	11	@	-	sekaan
jg001:021	-	(,)	-	,␣
jg001:021	14b	@	-	Jerusalemiin
jg001:021	14a	%case	LOC	
jg001:021	-	(,)	-	,␣
jg001:021	15	@	-	aina␣
jg001:021	(17a) 17b	@	-	tähän␣
jg001:021	(16a) 16b	@	-	päivään␣
jg001:021	15	@	-	asti
jg001:021	-	(.)	-	.␣
jg001:022	jg001:022	jg001:022	VERSE	Tm␣1:22␣
jg001:022	1a	@	-	Myöskin␣
jg001:022	4	%case	?	
jg001:022	3	@	-	Joosefin␣
jg001:022	2	@	-	heimo␣
jg001:022	1b	@	-	lähti␣
jg001:022	1b	@	-	liikkeelle
jg001:022	-	(;)	-	;␣
jg001:022	5	@	-	se␣
jg001:022	-	(@)	-	lähti␣
jg001:022	6	@	-	Beeteliin
jg001:022	-	(,)	-	,␣
jg001:022	7a	@	-	ja␣
jg001:022	7b	@	-	Herra␣
jg001:022	-	(@)	-	oli␣
jg001:022	pers%8	@	-	heidän␣
jg001:022	8	@	-	kanssansa
jg001:022	-	(.)	-	.␣
jg001:023	jg001:023	jg001:023	VERSE	Tm␣1:23␣
jg001:023	1a	@	-	Ja␣
jg001:023	3	@	-	Joosefin␣
jg001:023	2	@	-	heimo␣
jg001:023	1b	@	-	vakoilutti␣
jg001:023	4b	@	-	Beeteliä␣
jg001:023	4a	%case	PTV	
jg001:023	-	(-)	-	-␣
jg001:023	(5a)	-	UNTRANSLATED	
jg001:023	(6a) 6b	@	-	kaupungin␣
jg001:023	5b	@	-	nimi␣
jg001:023	-	(@)	-	oli␣
jg001:023	7a 7b	@	-	muinoin␣
jg001:023	8	@	-	Luus␣
jg001:023	-	(-)	-	-␣
jg001:024	jg001:024	jg001:024	VERSE	Tm␣1:24␣
jg001:024	1a	@	-	ja␣
jg001:024	(2a) 2b	@	-	vakoilijat␣
jg001:024	1b	@	-	näkivät␣
jg001:024	3	@	-	miehen␣
jg001:024	4	@	-	tulevan␣
jg001:024	(6a) 6b	@	-	kaupungista␣
jg001:024	5	%case	LOC	
jg001:024	7a	@	-	ja␣
jg001:024	7b	@	-	sanoivat␣
jg001:024	8	@	-	hänelle
jg001:024	-	(:)	-	:␣
jg001:024	-	(@)	-	"
jg001:024	9	@	-	Näytä␣
jg001:024	10	%inflection	ACT.IMP.2S	
jg001:024	pers%9	@	-	meille
jg001:024	-	(,)	-	,␣
jg001:024	12	@	-	mistä␣
jg001:024	12	@	-	päästään␣
jg001:024	11	%case	?	
jg001:024	(13a) 13b	@	-	kaupunkiin
jg001:024	-	(,)	-	,␣
jg001:024	14a	@	-	niin␣
jg001:024	14b	(@)	-	me␣
jg001:024	14b	@	-	teemme␣
jg001:024	15	@	-	sinulle␣
jg001:024	16	@	-	laupeuden
jg001:024	-	(@)	-	"
jg001:024	-	(.)	-	.␣
jg001:025	jg001:025	jg001:025	VERSE	Tm␣1:25␣
jg001:025	1a	@	-	Niin␣
jg001:025	1b	(@)	-	hän␣
jg001:025	1b	@	-	näytti␣
jg001:025	pers%1b	@	-	heille
jg001:025	-	(,)	-	,␣
jg001:025	3	@	-	mistä␣
jg001:025	3	@	-	päästiin␣
jg001:025	2	%case	?	
jg001:025	(4a) 4b	@	-	kaupunkiin
jg001:025	-	(,)	-	,␣
jg001:025	5a	@	-	ja␣
jg001:025	5b	(@)	-	he␣
jg001:025	5b	@	-	surmasivat␣
jg001:025	9	@	-	miekan␣
jg001:025	8b	@	-	terällä␣
jg001:025	8a	%case	LOC	
jg001:025	(7a) 7b	@	-	kaupungin␣
jg001:025	6	%case	GEN	
jg001:025	(7a) 7b	@	-	asukkaat
jg001:025	-	(,)	-	,␣
jg001:025	10a	@	-	mutta␣
jg001:025	11a	@	-	sen␣
jg001:025	11b	@	-	miehen␣
jg001:025	10b	%case	GEN	
jg001:025	12a	@	-	ja␣
jg001:025	13	@	-	koko␣
jg001:025	12b	%case	?	
jg001:025	pers%14	@	-	hänen␣
jg001:025	14	@	-	sukunsa␣
jg001:025	15	(@)	-	he␣
jg001:025	15	@	-	päästivät␣
jg001:025	15	@	-	menemään
jg001:025	-	(.)	-	.␣
jg001:026	jg001:026	jg001:026	VERSE	Tm␣1:26␣
jg001:026	1a	@	-	Ja␣
jg001:026	2a	@	-	se␣
jg001:026	2b	@	-	mies␣
jg001:026	1b	@	-	meni␣
jg001:026	(4a) 4b	@	-	heettiläisten␣
jg001:026	3	@	-	maahan␣
jg001:026	5a	@	-	ja␣
jg001:026	5b	@	-	rakensi␣
jg001:026	6	@	-	kaupungin␣
jg001:026	7a	@	-	ja␣
jg001:026	7b	@	-	antoi␣
jg001:026	pers%8	@	-	sille␣
jg001:026	8	@	-	nimen␣
jg001:026	9	@	-	Luus
jg001:026	-	(,)	-	,␣
jg001:026	-	(@)	-	ja␣
jg001:026	10	@	-	se␣
