hb001:001	hb001:001	hb001:001	VERSE	Heb␣1:1␣
hb001:004	-	(@)	-	hänen␣
hb001:004	10	@	-	perimänsä␣
hb001:004	11a	@	-	nimi␣
hb001:004	7	@	-	on␣
hb001:004	7	@	-	jalompi␣
hb001:004	8	@	-	kuin␣
hb001:004	9	@	-	heidän
hb001:004	11b	.	-	.␣
hb001:005	hb001:005	hb001:005	VERSE	Heb␣1:5␣
hb001:005	2	@	-	Sillä␣
hb001:005	1	@	-	kenelle␣
hb001:005	(5) 6a	@	-	enkeleistä␣
hb001:005	3	(@)	-	hän␣
hb001:005	4	@	-	koskaan␣
hb001:005	3	(@)	-	on␣
hb001:005	3	@	-	sanonut
hb001:005	6b	:	-	:␣
hb001:005	6b	@	-	"
hb001:005	10a	@	-	Sinä␣
hb001:005	9	@	-	olet␣
hb001:005	8	@	-	minun␣
hb001:005	7	@	-	Poikani
hb001:005	10b	,	-	,␣
hb001:005	12	@	-	tänä␣
hb001:005	12	@	-	päivänä␣
hb001:005	11	@	-	minä␣
hb001:005	14a	@	-	sinut␣
hb001:005	13	@	-	synnytin
hb001:005	14b	@	-	"
hb001:005	14b	;	-	;␣
hb001:005	15	@	-	ja␣
hb001:005	16a	@	-	taas
hb001:005	16b	:	-	:␣
hb001:005	16b	@	-	"
hb001:005	17	@	-	Minä␣
hb001:005	18	(@)	-	olen␣
hb001:005	18	@	-	oleva␣
hb001:005	19	@	-	hänen␣
hb001:005	21a	@	-	Isänsä
hb001:005	20	%case	NOM.GEN	
hb001:005	21b	,	-	,␣
hb001:005	22	@	-	ja␣
hb001:005	23	@	-	hän␣
hb001:005	24	(@)	-	on␣
hb001:005	24	@	-	oleva␣
hb001:005	25	@	-	minun␣
hb001:005	27a	@	-	Poikani
hb001:005	26	%case	NOM.GEN	
hb001:005	-	(@)	-	"
hb001:005	-	(?)	-	?␣
hb001:006	hb001:006	hb001:006	VERSE	Heb␣1:6␣
hb001:006	2	@	-	Ja␣
hb001:006	-	(@)	-	siitä
hb001:006	-	(,)	-	,␣
hb001:006	1	@	-	kun␣
hb001:006	4	(@)	-	hän␣
hb001:006	3	@	-	jälleen␣
hb001:006	4	@	-	tuo␣
hb001:006	(5) 6	@	-	esikoisensa␣
hb001:006	(8) 9a	@	-	maailmaan
hb001:006	7	%case	LOC	
hb001:006	-	(,)	-	,␣
hb001:006	10a	(@)	-	hän␣
hb001:006	10a	@	-	sanoo
hb001:006	10b	:	-	:␣
hb001:006	10b	@	-	"
hb001:006	11	@	-	Ja␣
hb001:006	12	@	-	kumartakoot␣
hb001:006	13	@	-	häntä␣
hb001:006	14	@	-	kaikki␣
hb001:006	16a	@	-	Jumalan␣
hb001:006	15	@	-	enkelit
hb001:006	16b	@	-	"
hb001:006	16b	.	-	.␣
hb001:007	hb001:007	hb001:007	VERSE	Heb␣1:7␣
hb001:007	1	@	-	Ja␣
hb001:007	(4) 5	@	-	enkeleistä␣
hb001:007	(3)	-	UNTRANSLATED	
hb001:007	2	%case	LOC	
hb001:007	6a	(@)	-	hän␣
hb001:007	6a	@	-	sanoo
hb001:007	6b	:	-	:␣
hb001:007	6b	@	-	"
hb001:007	7	@	-	Hän␣
hb001:007	8	@	-	tekee␣
hb001:007	10 (9)	@	-	enkelinsä␣
hb001:007	11	%pers	3	
hb001:007	12	@	-	tuuliksi␣
hb001:007	13	@	-	ja␣
hb001:007	(14) 15	@	-	palvelijansa␣
hb001:007	16	%pers	3	
hb001:007	17	@	-	tulen␣
hb001:007	18a	@	-	liekiksi
hb001:007	18b	@	-	"
hb001:007	18b	;	-	;␣
hb001:008	hb001:008	hb001:008	VERSE	Heb␣1:8␣
hb001:008	2	@	-	mutta␣
hb001:008	(3) 4a	@	-	Pojasta
hb001:008	1	%case	LOC	
hb001:008	-	(:)	-	:␣
hb001:008	-	(@)	-	"
hb001:008	(8) 9	@	-	Jumala
hb001:008	-	(,)	-	,␣
hb001:008	7	@	-	sinun␣
hb001:008	(5) 6	@	-	valtaistuimesi␣
hb001:008	-	(@)	-	pysyy␣
hb001:008	(11) 12	@	-	aina␣
hb001:008	-	(@)	-	ja␣
hb001:008	(13) 14a	@	-	iankaikkisesti
hb001:008	10	%case	MAN	
hb001:008	14b	,	-	,␣
hb001:008	15	@	-	ja␣
hb001:008	23a	@	-	sinun␣
hb001:008	(21) 22	@	-	valtakuntasi␣
hb001:008	20	@	-	valtikka␣
hb001:008	-	(@)	-	on␣
hb001:008	(18) 19	@	-	oikeuden␣
hb001:008	(16) 17	@	-	valtikka
hb001:008	23b	.	-	.␣
hb001:009	hb001:009	hb001:009	VERSE	Heb␣1:9␣
hb001:009	1	(@)	-	Sinä␣
hb001:009	1	@	-	rakastit␣
hb001:009	2	@	-	vanhurskautta␣
hb001:009	3	@	-	ja␣
hb001:009	4	@	-	vihasit␣
hb001:009	5a	@	-	laittomuutta
hb001:009	5b	;	-	;␣
hb001:009	6 7	@	-	sentähden␣
hb001:009	8	(@)	-	on␣
hb001:009	(10) 11	@	-	Jumala
hb001:009	-	(,)	-	,␣
hb001:009	14	@	-	sinun␣
hb001:009	(12) 13	@	-	Jumalasi
hb001:009	-	(,)	-	,␣
hb001:009	8	@	-	voidellut␣
hb001:009	9	@	-	sinua␣
hb001:009	15 16	@	-	iloöljyllä
hb001:009	-	(,)	-	,␣
hb001:009	17	@	-	enemmän␣
hb001:009	17	@	-	kuin␣
hb001:009	20a	@	-	sinun␣
hb001:009	(18) 19	@	-	osaveljiäsi
hb001:009	20b	.	-	.
hb001:009	20b	@	-	"␣
hb001:010	hb001:010	hb001:010	VERSE	Heb␣1:10␣
hb001:010	1a	@	-	Ja
hb001:010	1b	:	-	:␣
hb001:010	1b	@	-	"
hb001:010	2	@	-	Sinä
hb001:010	-	(,)	-	,␣
hb001:010	5a	@	-	Herra
hb001:010	-	(,)	-	,␣
hb001:010	8a	(@)	-	olet␣
hb001:010	4a	@	-	alussa␣
hb001:010	3	%case	LOC	
hb001:010	(6) 7	@	-	maan␣
hb001:010	8a	@	-	perustanut
hb001:010	8b	,	-	,␣
hb001:010	9	@	-	ja␣
hb001:010	(15) 16a	@	-	taivaat␣
hb001:010	14	@	-	ovat␣
hb001:010	13	@	-	sinun␣
hb001:010	(11) 12	@	-	kättesi␣
hb001:010	10	@	-	tekoja
hb001:010	16b	;	-	;␣
hb001:011	hb001:011	hb001:011	VERSE	Heb␣1:11␣
hb001:011	1	@	-	ne␣
hb001:011	2a	@	-	katoavat
hb001:011	2b	,	-	,␣
hb001:011	4	@	-	mutta␣
hb001:011	3	@	-	sinä␣
hb001:011	5a	@	-	pysyt
hb001:011	5b	,	-	,␣
hb001:011	6	@	-	ja␣
hb001:011	10a	(@)	-	ne␣
hb001:011	10a	@	-	vanhenevat␣
hb001:011	7	@	-	kaikki␣
hb001:011	8	@	-	niinkuin␣
hb001:011	9	@	-	vaate
hb001:011	10b	,	-	,␣
hb001:012	hb001:012	hb001:012	VERSE	Heb␣1:12␣
hb001:012	1	@	-	ja␣
hb001:012	2	@	-	niinkuin␣
hb001:012	3	@	-	vaipan␣
hb001:012	4	(@)	-	sinä␣
hb001:012	5a	@	-	ne␣
hb001:012	4	@	-	käärit
hb001:012	5b	,	-	,␣
hb001:012	6	@	-	niinkuin␣
hb001:012	7	@	-	vaatteen
hb001:012	-	(,)	-	,␣
hb001:012	8	@	-	ja␣
hb001:012	9a	(@)	-	ne␣
hb001:012	9a	@	-	muuttuvat
hb001:012	9b	;	-	;␣
hb001:012	11	@	-	mutta␣
hb001:012	10	@	-	sinä␣
hb001:012	14	@	-	olet␣
hb001:012	(12) 13	@	-	sama
hb001:012	-	(,)	-	,␣
hb001:012	19	@	-	eivätkä␣
hb001:012	15	%clitic	kA	
hb001:012	18	@	-	sinun␣
hb001:012	(16) 17	@	-	vuotesi␣
hb001:012	20a	@	-	lopu
hb001:012	20b	@	-	"
hb001:012	20b	.	-	.␣
hb001:013	hb001:013	hb001:013	VERSE	Heb␣1:13␣
hb001:013	2	@	-	Kenelle␣
hb001:013	1	%case	LOC	
hb001:013	(3)	-	UNTRANSLATED	
hb001:013	(4) 5	@	-	enkeleistä␣
hb001:013	6	(@)	-	hän␣
hb001:013	7a	@	-	koskaan␣
hb001:013	6	(@)	-	on␣
hb001:013	6	@	-	sanonut
hb001:013	7b	:	-	:␣
hb001:013	7b	@	-	"
hb001:013	8	@	-	Istu␣
hb001:013	11a	@	-	minun␣
hb001:013	10	@	-	oikealle␣
hb001:013	9	%case	LOC	
hb001:013	9	@	-	puolelleni
hb001:013	11b	,	-	,␣
hb001:013	12	@	-	kunnes␣
hb001:013	14	(@)	-	minä␣
hb001:013	14	@	-	panen␣
hb001:013	13	%modus	IND	
hb001:013	17	@	-	sinun␣
hb001:013	(15) 16	@	-	vihollisesi␣
hb001:013	21a	@	-	sinun␣
hb001:013	(19) 20	@	-	jalkojesi␣
hb001:013	18	@	-	astinlaudaksi
hb001:013	-	(@)	-	"
hb001:013	-	(?)	-	?␣
hb001:014	hb001:014	hb001:014	VERSE	Heb␣1:14␣
hb001:014	1	@	-	Eivätkö␣
hb001:014	3	(@)	-	he␣
hb001:014	2	@	-	kaikki␣
hb001:014	3	@	-	ole␣
hb001:014	4	@	-	palvelevia␣
hb001:014	5	@	-	henkiä
hb001:014	-	(,)	-	,␣
hb001:014	7	@	-	palvelukseen␣
hb001:014	6	%case	LOC	
hb001:014	8	@	-	lähetettyjä␣
hb001:014	10	@	-	niitä␣
hb001:014	9	@	-	varten
hb001:014	-	(,)	-	,␣
hb001:014	10	@	-	jotka␣
hb001:014	11	@	-	saavat␣
hb001:014	13a	@	-	autuuden␣
hb001:014	12	@	-	periä
hb001:014	-	(?)	-	?␣
hb002:001	hb002:001	hb002:001	VERSE	Heb␣2:1␣
hb002:001	1 2	@	-	Sentähden␣
hb002:001	3	@	-	tulee␣
hb002:001	6	@	-	meidän␣
hb002:001	4	@	-	sitä␣
hb002:001	4	@	-	tarkemmin␣
hb002:001	5	@	-	ottaa␣
hb002:001	5	@	-	vaari␣
hb002:001	7	@	-	siitä
hb002:001	-	(,)	-	,␣
hb002:001	7	@	-	mitä␣
hb002:001	8a	(@)	-	olemme␣
hb002:001	8a	@	-	kuulleet
hb002:001	8b	,	-	,␣
hb002:001	9	@	-	ettemme␣
hb002:001	9	@	-	vain␣
hb002:001	10a	@	-	kulkeutuisi␣
hb002:001	-	(@)	-	sen␣
hb002:001	10a	@	-	ohitse
hb002:001	10b	.	-	.␣
hb002:002	hb002:002	hb002:002	VERSE	Heb␣2:2␣
hb002:002	2	@	-	Sillä␣
hb002:002	1	@	-	jos␣
hb002:002	5	@	-	enkelien␣
hb002:002	4	@	-	kautta␣
hb002:002	6	@	-	puhuttu␣
hb002:002	(3) 7	@	-	sana␣
hb002:002	8	@	-	pysyi␣
hb002:002	9	@	-	lujana
hb002:002	-	(,)	-	,␣
hb002:002	10	@	-	ja␣
hb002:002	11	@	-	jokainen␣
hb002:002	12	@	-	rikkomus␣
hb002:002	13	@	-	ja␣
hb002:002	14	@	-	tottelemattomuus␣
hb002:002	15	@	-	sai␣
hb002:002	16	@	-	oikeudenmukaisen␣
hb002:002	17a	@	-	palkkansa
hb002:002	17b	,	-	,␣
hb002:003	hb002:003	hb002:003	VERSE	Heb␣2:3␣
hb002:003	1	@	-	kuinka␣
hb002:003	2	@	-	me␣
hb002:003	tasp%3	@	-	voimme␣
hb002:003	3	@	-	päästä␣
hb002:003	3	@	-	pakoon
hb002:003	-	(,)	-	,␣
hb002:003	5	(@)	-	jos␣
hb002:003	5	@	-	emme␣
hb002:003	5	@	-	välitä␣
hb002:003	4	@	-	tuosta␣
hb002:003	4	@	-	niin␣
hb002:003	4	@	-	suuresta␣
hb002:003	6a	@	-	pelastuksesta
hb002:003	6b	,	-	,␣
hb002:003	7	@	-	jonka␣
hb002:003	(12) 13	@	-	Herra␣
hb002:003	11	%case	NOM	
hb002:003	8	@	-	alkuaan␣
hb002:003	(9)	-	UNTRANSLATED	
hb002:003	10	@	-	julisti␣
hb002:003	-	(@)	-	ja␣
hb002:003	-	(@)	-	joka␣
hb002:003	15	@	-	niiden␣
hb002:003	19a	@	-	vahvistamana
hb002:003	-	(,)	-	,␣
hb002:003	15	@	-	jotka␣
hb002:003	16	(@)	-	olivat␣
hb002:003	-	(@)	-	sen␣
hb002:003	16	@	-	kuulleet
hb002:003	14	%case	NOM	
hb002:003	-	(,)	-	,␣
hb002:003	pro%17	@	-	saatettiin␣
hb002:003	18	@	-	meille
hb002:003	19b	,	-	,␣
hb002:004	hb002:004	hb002:004	VERSE	Heb␣2:4␣
hb002:004	1	(@)	-	kun␣
hb002:004	(2) 3	@	-	Jumala␣
hb002:004	1	@	-	yhdessä␣
hb002:004	-	(@)	-	heidän␣
hb002:004	-	(@)	-	kanssaan␣
hb002:004	1	@	-	todisti␣
hb002:004	4	@	-	tunnusmerkeillä␣
hb002:004	5 6	@	-	ja␣
hb002:004	7	@	-	ihmeillä␣
hb002:004	8	@	-	ja␣
hb002:004	9	@	-	moninaisilla␣
hb002:004	10	@	-	väkevillä␣
hb002:004	10	@	-	teoilla␣
hb002:004	11	@	-	ja␣
hb002:004	14	@	-	jakamalla␣
hb002:004	13	@	-	Pyhää␣
hb002:004	12	@	-	Henkeä␣
hb002:004	(16) 18a	@	-	tahtonsa␣
hb002:004	17	%pers	3	
hb002:004	15	@	-	mukaan
hb002:004	-	(?)	-	?␣
hb002:005	hb002:005	hb002:005	VERSE	Heb␣2:5␣
hb002:005	2	@	-	Sillä␣
hb002:005	3	@	-	enkelien␣
hb002:005	4	@	-	alle␣
hb002:005	4	(@)	-	hän␣
hb002:005	1	@	-	ei␣
hb002:005	4	@	-	alistanut␣
hb002:005	(7) 8a	@	-	tulevaa␣
hb002:005	(5) 6	@	-	maailmaa
hb002:005	8b	,	-	,␣
hb002:005	10	@	-	josta␣
hb002:005	9	%case	LOC	
hb002:005	11a	(@)	-	me␣
hb002:005	11a	@	-	puhumme
hb002:005	11b	.	-	.␣
hb002:006	hb002:006	hb002:006	VERSE	Heb␣2:6␣
hb002:006	2	@	-	Vaan␣
hb002:006	4	@	-	joku␣
hb002:006	1	(@)	-	on␣
hb002:006	3	@	-	jossakin␣
hb002:006	3	(@)	-	paikassa␣
hb002:006	1	@	-	todistanut
hb002:006	-	(,)	-	,␣
hb002:006	5a	@	-	sanoen
hb002:006	5b	:	-	:␣
hb002:006	5b	@	-	"
hb002:006	6	@	-	Mikä␣
hb002:006	7	@	-	on␣
hb002:006	8	@	-	ihminen
hb002:006	-	(,)	-	,␣
hb002:006	9	@	-	että␣
hb002:006	10	(@)	-	sinä␣
hb002:006	11a	@	-	häntä␣
hb002:006	10	@	-	muistat
hb002:006	11b	,	-	,␣
hb002:006	12	@	-	tai␣
hb002:006	14	@	-	ihmisen␣
hb002:006	13	@	-	poika
hb002:006	-	(,)	-	,␣
hb002:006	15	@	-	että␣
hb002:006	16	@	-	pidät␣
hb002:006	17a	@	-	hänestä␣
hb002:006	16	@	-	huolen
hb002:006	-	(?)	-	?␣
hb002:007	hb002:007	hb002:007	VERSE	Heb␣2:7␣
hb002:007	1	(@)	-	Sinä␣
hb002:007	1	@	-	teit␣
hb002:007	2	@	-	hänet␣
hb002:007	3	@	-	vähäksi␣
hb002:007	3	@	-	aikaa␣
hb002:007	4	%case	PTV	
hb002:007	6a	@	-	enkeleitä␣
hb002:007	5	%case	PTV	
hb002:007	1	@	-	halvemmaksi
hb002:007	6b	,	-	,␣
hb002:007	7	@	-	kirkkaudella␣
hb002:007	8	@	-	ja␣
hb002:007	9	@	-	kunnialla␣
hb002:007	10	(@)	-	sinä␣
hb002:007	11a	@	-	hänet␣
hb002:007	10	@	-	seppelöitsit
hb002:007	11b	,	-	,␣
hb002:007	12	@	-	ja␣
hb002:007	13	(@)	-	sinä␣
hb002:007	13	@	-	panit␣
hb002:007	14	@	-	hänet␣
hb002:007	pro%15	@	-	hallitsemaan␣
hb002:007	(18) 19	@	-	kättesi␣
hb002:007	20	%pers	?	
hb002:007	(16) 17	@	-	tekoja
hb002:007	20b	;	-	;␣
hb002:008	hb002:008	hb002:008	VERSE	Heb␣2:8␣
hb002:008	2	@	-	asetit␣
hb002:008	1	@	-	kaikki␣
hb002:008	6a	@	-	hänen␣
hb002:008	(4) 5	@	-	jalkojensa␣
hb002:008	3	@	-	alle
hb002:008	6b	.	-	.
hb002:008	6b	@	-	"␣
hb002:008	9	@	-	Sillä
hb002:008	-	(,)	-	,␣
hb002:008	10a (8)	@	-	asettaessaan␣
hb002:008	7	%case	LOC	
hb002:008	(12) 13	@	-	kaikki␣
hb002:008	11a	@	-	hänen␣
hb002:008	case%11a	@	-	valtansa␣
hb002:008	10a (8)	@	-	alle
hb002:008	-	(,)	-	,␣
hb002:008	15	(@)	-	hän␣
hb002:008	14	@	-	ei␣
hb002:008	15	@	-	jättänyt␣
hb002:008	14	@	-	mitään␣
hb002:008	16	@	-	hänen␣
hb002:008	17a	@	-	allensa␣
hb002:008	17a	@	-	alistamatta
hb002:008	17b	.	-	.␣
hb002:008	19	@	-	Mutta␣
hb002:008	18	@	-	nyt␣
hb002:008	20	@	-	emme␣
hb002:008	20	@	-	vielä␣
hb002:008	21	@	-	näe␣
hb002:008	(23) 24	@	-	kaikkea␣
hb002:008	22	@	-	hänen␣
hb002:008	case%22	@	-	valtansa␣
hb002:008	25a	@	-	alle␣
hb002:008	25a	@	-	asetetuksi
hb002:008	25b	.	-	.␣
hb002:009	hb002:009	hb002:009	VERSE	Heb␣2:9␣
hb002:009	2	@	-	Mutta␣
hb002:009	1	@	-	hänet
hb002:009	-	(,)	-	,␣
hb002:009	1	@	-	joka␣
hb002:009	3	@	-	vähäksi␣
hb002:009	4	%case	TRA	
hb002:009	3	@	-	aikaa␣
hb002:009	7	(@)	-	oli␣
hb002:009	7	@	-	tehty␣
hb002:009	6	@	-	enkeleitä␣
hb002:009	5	%case	PTV	
hb002:009	7	@	-	halvemmaksi
hb002:009	-	(,)	-	,␣
hb002:009	9	@	-	Jeesuksen
hb002:009	-	(,)	-	,␣
hb002:009	8	(@)	-	me␣
hb002:009	8	@	-	näemme␣
hb002:009	-	(@)	-	hänen␣
hb002:009	(13) 14	@	-	kuolemansa␣
hb002:009	(11) 12	@	-	kärsimyksen␣
hb002:009	10	@	-	tähden␣
hb002:009	15	@	-	kirkkaudella␣
hb002:009	16	@	-	ja␣
hb002:009	17	@	-	kunnialla␣
hb002:009	18a	@	-	seppelöidyksi
hb002:009	18b	,	-	,␣
hb002:009	19	@	-	että␣
hb002:009	24	(@)	-	hän␣
hb002:009	21	@	-	Jumalan␣
hb002:009	20	@	-	armosta␣
hb002:009	24	(@)	-	olisi␣
hb002:009	23	@	-	kaikkien␣
hb002:009	22	@	-	edestä␣
hb002:009	tasp%24	@	-	joutunut␣
hb002:009	24	@	-	maistamaan␣
hb002:009	25a	@	-	kuolemaa
hb002:009	25b	.	-	.␣
hb002:010	hb002:010	hb002:010	VERSE	Heb␣2:10␣
hb002:010	2	@	-	Sillä␣
hb002:010	3a	@	-	hänen
hb002:010	-	(,)	-	,␣
hb002:010	5	@	-	jonka␣
hb002:010	4	@	-	tähden␣
hb002:010	(6) 7	@	-	kaikki␣
hb002:010	-	(@)	-	on␣
hb002:010	8	@	-	ja␣
hb002:010	10	@	-	jonka␣
hb002:010	9	@	-	kautta␣
hb002:010	(11) 12a	@	-	kaikki␣
hb002:010	-	(@)	-	on
hb002:010	-	(,)	-	,␣
hb002:010	1	@	-	sopi
hb002:010	12b	,	-	,␣
hb002:010	17	@	-	saattaessaan␣
hb002:010	13	@	-	paljon␣
hb002:010	14	@	-	lapsia␣
hb002:010	16	@	-	kirkkauteen
hb002:010	15	%case	LOC	
hb002:010	-	(,)	-	,␣
hb002:010	24	@	-	kärsimysten␣
hb002:010	23	@	-	kautta␣
hb002:010	25a	@	-	tehdä␣
hb002:010	22	@	-	heidän␣
hb002:010	(20) 21	@	-	pelastuksensa␣
hb002:010	(18) 19	@	-	päämies␣
hb002:010	25a	@	-	täydelliseksi
hb002:010	25b	.	-	.␣
hb002:011	hb002:011	hb002:011	VERSE	Heb␣2:11␣
hb002:011	3	@	-	Sillä␣
hb002:011	2	@	-	sekä␣
hb002:011	1	@	-	hän
hb002:011	-	(,)	-	,␣
hb002:011	1	@	-	joka␣
hb002:011	4	@	-	pyhittää
hb002:011	-	(,)	-	,␣
hb002:011	5	@	-	että␣
hb002:011	6	@	-	ne
hb002:011	-	(,)	-	,␣
hb002:011	6	@	-	jotka␣
hb002:011	7	@	-	pyhitetään
hb002:011	-	(,)	-	,␣
hb002:011	-	(@)	-	ovat␣
hb002:011	10a	@	-	kaikki␣
hb002:011	-	(@)	-	alkuisin␣
hb002:011	9	@	-	yhdestä
hb002:011	8	%case	LOC	
hb002:011	10b	.	-	.␣
hb002:011	11 12 13	@	-	Sentähden␣
hb002:011	15	(@)	-	hän␣
hb002:011	14	@	-	ei␣
hb002:011	15	@	-	häpeä␣
hb002:011	18	@	-	kutsua␣
hb002:011	17	@	-	heitä␣
hb002:011	16	@	-	veljiksi
hb002:011	-	(,)	-	,␣
hb002:012	hb002:012	hb002:012	VERSE	Heb␣2:12␣
hb002:012	1a	(@)	-	kun␣
hb002:012	1a	(@)	-	hän␣
hb002:012	1a	@	-	sanoo
hb002:012	-	(:)	-	:␣
hb002:012	-	(@)	-	"
hb002:012	2	(@)	-	Minä␣
hb002:012	2	@	-	julistan␣
hb002:012	5	@	-	sinun␣
hb002:012	(3) 4	@	-	nimeäsi␣
hb002:012	(6) 7	@	-	veljilleni
hb002:012	8a	%pers	?	
hb002:012	8b	,	-	,␣
hb002:012	12	@	-	ylistän␣
hb002:012	13a	@	-	sinua␣
hb002:012	11	@	-	seurakunnan␣
hb002:012	10	@	-	keskellä
hb002:012	9	%case	LOC	
hb002:012	13b	@	-	"
hb002:012	13b	;	-	;␣
hb002:013	hb002:013	hb002:013	VERSE	Heb␣2:13␣
hb002:013	1	@	-	ja␣
hb002:013	2a	@	-	taas
hb002:013	2b	:	-	:␣
hb002:013	2b	@	-	"
hb002:013	3	@	-	Minä␣
hb002:013	4	@	-	panen␣
hb002:013	5	@	-	uskallukseni␣
hb002:013	7a	@	-	häneen
hb002:013	6	%case	LOC	
hb002:013	7b	@	-	"
hb002:013	7b	;	-	;␣
hb002:013	8	@	-	ja␣
hb002:013	9a	@	-	taas
hb002:013	9b	:	-	:␣
hb002:013	9b	@	-	"
hb002:013	10	@	-	Katso
hb002:013	-	(,)	-	,␣
hb002:013	11	@	-	minä␣
hb002:013	12	@	-	ja␣
hb002:013	(13) 14	@	-	lapset
hb002:013	-	(,)	-	,␣
hb002:013	15	@	-	jotka␣
hb002:013	(18) 19a	@	-	Jumala␣
hb002:013	17	(@)	-	on␣
hb002:013	16	@	-	minulle␣
hb002:013	17	@	-	antanut
hb002:013	-	(!)	-	!
hb002:013	19b	@	-	"␣
hb002:014	hb002:014	hb002:014	VERSE	Heb␣2:14␣
hb002:014	1	@	-	Koska␣
hb002:014	2	@	-	siis␣
hb002:014	(3) 4	@	-	lapsilla␣
hb002:014	5	@	-	on␣
hb002:014	6	@	-	veri␣
hb002:014	7	@	-	ja␣
hb002:014	8a	@	-	liha
hb002:014	8b	,	-	,␣
hb002:014	12	@	-	tuli␣
hb002:014	10	@	-	hänkin␣
hb002:014	9	%clitic	kin	
hb002:014	(13) 14a	@	-	niistä␣
hb002:014	11	@	-	yhtäläisellä␣
hb002:014	11	@	-	tavalla␣
hb002:014	12	@	-	osalliseksi
hb002:014	14b	,	-	,␣
hb002:014	15	@	-	että␣
hb002:014	19	(@)	-	hän␣
hb002:014	(17) 18	@	-	kuoleman␣
hb002:014	16	@	-	kautta␣
hb002:014	19	@	-	kukistaisi␣
hb002:014	20	@	-	sen
hb002:014	-	(,)	-	,␣
hb002:014	20	@	-	jolla␣
hb002:014	23	@	-	oli␣
hb002:014	(24) 25a	@	-	kuolema␣
hb002:014	(21) 22	@	-	vallassaan
hb002:014	25b	,	-	,␣
hb002:014	26	@	-	se␣
hb002:014	27	@	-	on
hb002:014	-	(:)	-	:␣
hb002:014	(28) 29a	@	-	perkeleen
hb002:014	29b	,	-	,␣
hb002:015	hb002:015	hb002:015	VERSE	Heb␣2:15␣
hb002:015	1	@	-	ja␣
hb002:015	2	@	-	vapauttaisi␣
hb002:015	4	@	-	kaikki␣
hb002:015	3a	@	-	ne
hb002:015	-	(,)	-	,␣
hb002:015	4	@	-	jotka␣
