jl001:001	jl001:001	jl001:001	VERSE	Jl␣1:1␣
jl001:004	5a	@	-	Ja␣
jl001:004	5b	(@)	-	mitä␣
jl001:004	(6a) 6b	@	-	heinäsirkalta␣
jl001:004	5b	@	-	jäi
jl001:004	-	(,)	-	,␣
jl001:004	-	(@)	-	sen␣
jl001:004	7	@	-	söi␣
jl001:004	(8a) 8b	@	-	syöjäsirkka
jl001:004	-	(.)	-	.␣
jl001:004	9a	@	-	Ja␣
jl001:004	9b	(@)	-	mitä␣
jl001:004	(10a) 10b	@	-	syöjäsirkalta␣
jl001:004	9b	@	-	jäi
jl001:004	-	(,)	-	,␣
jl001:004	-	(@)	-	sen␣
jl001:004	11	@	-	söi␣
jl001:004	(12a) 12b	@	-	tuhosirkka
jl001:004	-	(.)	-	.␣
jl001:005	jl001:005	jl001:005	VERSE	Jl␣1:5␣
jl001:005	1	@	-	Herätkää
jl001:005	-	(,)	-	,␣
jl001:005	1	(@)	-	te␣
jl001:005	2	@	-	juopuneet
jl001:005	-	(,)	-	,␣
jl001:005	3a	@	-	ja␣
jl001:005	3b	@	-	itkekää
jl001:005	(4a)	-	UNTRANSLATED	
jl001:005	-	(,)	-	,␣
jl001:005	4b	@	-	valittakaa
jl001:005	-	(,)	-	,␣
jl001:005	5	@	-	kaikki␣
jl001:005	6 7	@	-	viininjuojat
jl001:005	-	(,)	-	,␣
jl001:005	9	@	-	rypälemehun␣
jl001:005	8	@	-	tähden
jl001:005	-	(,)	-	,␣
jl001:005	10	@	-	sillä␣
jl001:005	11	(@)	-	se␣
jl001:005	11	(@)	-	on␣
jl001:005	11	@	-	otettu␣
jl001:005	11	@	-	pois␣
jl001:005	pers%12b	@	-	teidän␣
jl001:005	12b	@	-	suustanne
jl001:005	12a	%case	LOC	
jl001:005	-	(.)	-	.␣
jl001:006	jl001:006	jl001:006	VERSE	Jl␣1:6␣
jl001:006	1	@	-	Sillä␣
jl001:006	pers%5	@	-	minun␣
jl001:006	5	@	-	maahani␣
jl001:006	4	%case	LOC	
jl001:006	3	(@)	-	on␣
jl001:006	3	@	-	hyökännyt␣
jl001:006	2	@	-	kansa
jl001:006	-	(,)	-	,␣
jl001:006	6	@	-	väkevä␣
jl001:006	7a	@	-	ja␣
jl001:006	7b 8	@	-	epälukuinen
jl001:006	-	(.)	-	.␣
jl001:006	pers%9	@	-	Sen␣
jl001:006	9	@	-	hampaat␣
jl001:006	-	(@)	-	ovat␣
jl001:006	11	@	-	leijonan␣
jl001:006	10	@	-	hampaat
jl001:006	-	(,)	-	,␣
jl001:006	12a	@	-	ja␣
jl001:006	14	@	-	sillä␣
jl001:006	-	(@)	-	on␣
jl001:006	13	@	-	naarasleijonan␣
jl001:006	12b	@	-	leukaluut
jl001:006	-	(.)	-	.␣
jl001:007	jl001:007	jl001:007	VERSE	Jl␣1:7␣
jl001:007	1 3b	(@)	-	Se␣
jl001:007	1 3b	(@)	-	on␣
jl001:007	1 3b	@	-	raastanut␣
jl001:007	3a	%case	NOM	
jl001:007	pers%2	@	-	minun␣
jl001:007	2	@	-	viiniköynnökseni␣
jl001:007	4a	@	-	ja␣
jl001:007	5b	@	-	katkonut␣
jl001:007	5a	%case	NOM	
jl001:007	pers%4b	@	-	minun␣
jl001:007	4b	@	-	viikunapuuni
jl001:007	-	(,)	-	,␣
jl001:007	7	(@)	-	on␣
jl001:007	-	(@)	-	ne␣
jl001:007	6	@	-	paljaiksi␣
jl001:007	7	@	-	kuorinut␣
jl001:007	8a	@	-	ja␣
jl001:007	8b	@	-	karsinut
jl001:007	-	(;)	-	;␣
jl001:007	pers%10	@	-	niiden␣
jl001:007	10	@	-	oksat␣
jl001:007	9	(@)	-	ovat␣
jl001:007	9	@	-	valjenneet
jl001:007	-	(.)	-	.␣
jl001:008	jl001:008	jl001:008	VERSE	Jl␣1:8␣
jl001:008	1	@	-	Valita␣
jl001:008	2a	@	-	niinkuin␣
jl001:008	2b	@	-	neitsyt
jl001:008	-	(,)	-	,␣
jl001:008	3	(@)	-	joka␣
jl001:008	3	(@)	-	on␣
jl001:008	3	@	-	vyöttäytynyt␣
jl001:008	4	@	-	säkkiin␣
jl001:008	7	@	-	nuoruutensa␣
jl001:008	6	@	-	yljän␣
jl001:008	5	@	-	tähden
jl001:008	-	(.)	-	.␣
jl001:009	jl001:009	jl001:009	VERSE	Jl␣1:9␣
jl001:009	1	@	-	Pois␣
jl001:009	1	(@)	-	on␣
jl001:009	1	@	-	otettu␣
jl001:009	2	@	-	ruokauhri␣
jl001:009	3a	@	-	ja␣
jl001:009	3b	@	-	juomauhri␣
jl001:009	5	@	-	Herran␣
jl001:009	4b	@	-	huoneesta
jl001:009	4a	%case	LOC	
jl001:009	-	(.)	-	.␣
jl001:009	(7a) 7b	@	-	Papit
jl001:009	-	(,)	-	,␣
jl001:009	-	(@)	-	jotka␣
jl001:009	8	@	-	toimittavat␣
jl001:009	9	@	-	Herran␣
jl001:009	8	@	-	palvelusta
jl001:009	-	(,)	-	,␣
jl001:009	6	@	-	murehtivat
jl001:009	-	(.)	-	.␣
jl001:010	jl001:010	jl001:010	VERSE	Jl␣1:10␣
jl001:010	1	@	-	Hävitetty␣
jl001:010	1	(@)	-	on␣
jl001:010	2	@	-	pelto
jl001:010	-	(,)	-	,␣
jl001:010	4	@	-	maa␣
jl001:010	3	@	-	murehtii
jl001:010	-	(;)	-	;␣
jl001:010	5	@	-	sillä␣
jl001:010	7	@	-	vilja␣
jl001:010	6	(@)	-	on␣
jl001:010	6	@	-	hävitetty
jl001:010	-	(,)	-	,␣
jl001:010	9	@	-	viinistä␣
jl001:010	8	(@)	-	on␣
jl001:010	8	@	-	tullut␣
jl001:010	8	@	-	kato
jl001:010	-	(,)	-	,␣
jl001:010	11	@	-	öljy␣
jl001:010	10	(@)	-	on␣
jl001:010	10	@	-	kuivunut
jl001:010	-	(.)	-	.␣
jl001:011	jl001:011	jl001:011	VERSE	Jl␣1:11␣
jl001:011	2	@	-	Peltomiehet␣
jl001:011	1	(@)	-	ovat␣
jl001:011	1	@	-	joutuneet␣
jl001:011	1	@	-	häpeään
jl001:011	-	(,)	-	,␣
jl001:011	4	@	-	viinitarhurit␣
jl001:011	3	@	-	valittavat␣
jl001:011	6	@	-	nisun␣
jl001:011	7a	@	-	ja␣
jl001:011	8	@	-	ohran␣
jl001:011	5	@	-	tähden
jl001:011	(7b)	-	UNTRANSLATED	
jl001:011	-	(,)	-	,␣
jl001:011	9	@	-	sillä␣
jl001:011	10	@	-	mennyt␣
jl001:011	10	(@)	-	on␣
jl001:011	12	@	-	pellon␣
jl001:011	11	@	-	sato
jl001:011	-	(.)	-	.␣
jl001:012	jl001:012	jl001:012	VERSE	Jl␣1:12␣
jl001:012	(1a) 1b	@	-	Viiniköynnöstä␣
jl001:012	2	(@)	-	on␣
jl001:012	2	@	-	kohdannut␣
jl001:012	2	@	-	kato
jl001:012	(3a)	-	UNTRANSLATED	
jl001:012	-	(,)	-	,␣
jl001:012	(3b) 3c	@	-	viikunapuu␣
jl001:012	4	(@)	-	on␣
jl001:012	4	@	-	kuihtunut
jl001:012	-	(,)	-	,␣
jl001:012	5	@	-	granaattipuu␣
jl001:012	6	@	-	ja␣
jl001:012	6	@	-	myös␣
jl001:012	7	@	-	palmu␣
jl001:012	8a	@	-	ja␣
jl001:012	8b	@	-	omenapuu
jl001:012	-	(;)	-	;␣
jl001:012	9	@	-	kaikki␣
jl001:012	(11a) 11b	@	-	kedon␣
jl001:012	10	@	-	puut␣
jl001:012	12	(@)	-	ovat␣
jl001:012	12	@	-	kuivettuneet
jl001:012	-	(.)	-	.␣
jl001:012	13	@	-	Niin
jl001:012	-	(,)	-	,␣
jl001:012	14	@	-	häpeään␣
jl001:012	14	(@)	-	on␣
jl001:012	14	@	-	joutunut␣
jl001:012	15	@	-	ilo
jl001:012	-	(,)	-	,␣
jl001:012	17 18	@	-	ihmislasten␣
jl001:012	16	@	-	joukosta␣
jl001:012	16	@	-	pois
jl001:012	-	(.)	-	.␣
jl001:013	jl001:013	jl001:013	VERSE	Jl␣1:13␣
jl001:013	1	@	-	Vyöttäytykää␣
jl001:013	1	@	-	säkkiin
jl001:013	(2a)	-	UNTRANSLATED	
jl001:013	-	(,)	-	,␣
jl001:013	2b	@	-	pitäkää␣
jl001:013	2b	@	-	valittajaiset
jl001:013	-	(,)	-	,␣
jl001:013	2b	(@)	-	te␣
jl001:013	(3a) 3b	@	-	papit
jl001:013	-	(;)	-	;␣
jl001:013	4	@	-	valittakaa
jl001:013	-	(,)	-	,␣
jl001:013	4	(@)	-	te␣
jl001:013	-	(@)	-	jotka␣
jl001:013	5	@	-	toimitatte␣
jl001:013	5	@	-	palvelusta␣
jl001:013	6	@	-	alttarilla
jl001:013	-	(.)	-	.␣
jl001:013	7	@	-	Käykää␣
jl001:013	7	@	-	sisälle
jl001:013	-	(,)	-	,␣
jl001:013	8	@	-	viettäkää␣
jl001:013	8	@	-	yö␣
jl001:013	9b	@	-	säkkeihin␣
jl001:013	9a	@	-	puettuina
jl001:013	-	(,)	-	,␣
jl001:013	10	(@)	-	te␣
jl001:013	-	(@)	-	jotka␣
jl001:013	10	@	-	toimitatte␣
jl001:013	pers%11	@	-	minun␣
jl001:013	11	@	-	Jumalani␣
jl001:013	10	@	-	palvelusta
jl001:013	-	(.)	-	.␣
jl001:013	12	@	-	Sillä␣
jl001:013	13	@	-	poissa␣
jl001:013	13	@	-	on␣
jl001:013	pers%15	@	-	teidän␣
jl001:013	15	@	-	Jumalanne␣
jl001:013	14b	@	-	huoneesta␣
jl001:013	14a	%case	LOC	
jl001:013	16	@	-	ruokauhri␣
jl001:013	17a	@	-	ja␣
jl001:013	17b	@	-	juomauhri
jl001:013	-	(.)	-	.␣
jl001:014	jl001:014	jl001:014	VERSE	Jl␣1:14␣
jl001:014	1	@	-	Kuuluttakaa␣
jl001:014	1	@	-	pyhä␣
jl001:014	2	@	-	paasto
jl001:014	-	(,)	-	,␣
jl001:014	3	@	-	kutsukaa␣
jl001:014	3	@	-	koolle␣
jl001:014	4	@	-	juhlakokous
jl001:014	-	(,)	-	,␣
jl001:014	5	@	-	kootkaa␣
jl001:014	6	@	-	vanhimmat␣
jl001:014	-	(@)	-	ja␣
jl001:014	7	@	-	kaikki␣
jl001:014	(9a) 9b	@	-	maan␣
jl001:014	8	@	-	asukkaat␣
jl001:014	11	@	-	Herran
jl001:014	-	(,)	-	,␣
jl001:014	pers%12	@	-	teidän␣
jl001:014	12	@	-	Jumalanne
jl001:014	-	(,)	-	,␣
jl001:014	10	@	-	huoneeseen␣
jl001:014	13a	@	-	ja␣
jl001:014	13b	@	-	huutakaa␣
jl001:014	15	@	-	Herran␣
jl001:014	14	@	-	puoleen
jl001:014	-	(.)	-	.␣
jl001:015	jl001:015	jl001:015	VERSE	Jl␣1:15␣
jl001:015	1	@	-	Voi␣
jl001:015	2a	@	-	sitä␣
jl001:015	2b	@	-	päivää
jl001:015	-	(!)	-	!␣
jl001:015	3	@	-	Sillä␣
jl001:015	4	@	-	lähellä␣
jl001:015	-	(@)	-	on␣
jl001:015	6	@	-	Herran␣
jl001:015	5	@	-	päivä
jl001:015	-	(,)	-	,␣
jl001:015	7a	@	-	ja␣
jl001:015	9	(@)	-	se␣
jl001:015	9	@	-	tulee␣
jl001:015	7b	@	-	niinkuin␣
jl001:015	7c	@	-	hävitys␣
jl001:015	8b	@	-	Kaikkivaltiaalta
jl001:015	8a	%case	LOC	
jl001:015	-	(.)	-	.␣
jl001:016	jl001:016	jl001:016	VERSE	Jl␣1:16␣
jl001:016	1a 1b	@	-	Eikö␣
jl001:016	5	(@)	-	ole␣
jl001:016	5	@	-	otettu␣
jl001:016	pers%3	@	-	meiltä␣
jl001:016	4	@	-	ruoka␣
jl001:016	3	@	-	silmäimme␣
jl001:016	2	@	-	edestä␣
jl001:016	-	(@)	-	sekä␣
jl001:016	pers%7	@	-	meidän␣
jl001:016	7	@	-	Jumalamme␣
jl001:016	6b	@	-	huoneesta␣
jl001:016	6a	%case	LOC	
jl001:016	8	@	-	ilo␣
jl001:016	9a	@	-	ja␣
jl001:016	9b	@	-	riemu
jl001:016	-	(?)	-	?␣
jl001:017	jl001:017	jl001:017	VERSE	Jl␣1:17␣
jl001:017	1	@	-	Surkastuneet␣
jl001:017	1	(@)	-	ovat␣
jl001:017	2	@	-	siemenjyvät␣
jl001:017	4	@	-	multiensa␣
jl001:017	3	@	-	alla
jl001:017	-	(,)	-	,␣
jl001:017	6	@	-	varastohuoneet␣
jl001:017	5	@	-	autiot
jl001:017	-	(,)	-	,␣
jl001:017	8	@	-	aitat␣
jl001:017	7	@	-	puretut
jl001:017	-	(,)	-	,␣
jl001:017	9	@	-	kun␣
jl001:017	11	@	-	viljasta␣
jl001:017	10	(@)	-	on␣
jl001:017	10	@	-	kato
jl001:017	-	(.)	-	.␣
jl001:018	jl001:018	jl001:018	VERSE	Jl␣1:18␣
jl001:018	1	@	-	Kuinka␣
jl001:018	2	@	-	huokaa␣
jl001:018	3	@	-	karja
jl001:018	-	(,)	-	,␣
jl001:018	-	(@)	-	kuinka␣
jl001:018	4	@	-	hädissään␣
jl001:018	4	(@)	-	ovat␣
jl001:018	5 6	@	-	raavaslaumat
jl001:018	-	(,)	-	,␣
jl001:018	7	@	-	sillä␣
jl001:018	8	@	-	ei␣
jl001:018	8	@	-	ole␣
jl001:018	10	@	-	niillä␣
jl001:018	9	@	-	laidunta
jl001:018	-	(!)	-	!␣
jl001:018	11	@	-	Myös␣
jl001:018	12 (13a) 13b	@	-	lammaslaumat␣
jl001:018	14	@	-	joutuvat␣
jl001:018	14	@	-	perikatoon
jl001:018	-	(.)	-	.␣
jl001:019	jl001:019	jl001:019	VERSE	Jl␣1:19␣
jl001:019	1	@	-	Sinua
jl001:019	-	(,)	-	,␣
jl001:019	2	@	-	Herra
jl001:019	-	(,)	-	,␣
jl001:019	3	(@)	-	minä␣
jl001:019	3	@	-	huudan
jl001:019	-	(,)	-	,␣
jl001:019	4	@	-	sillä␣
jl001:019	5	@	-	tuli␣
jl001:019	6	(@)	-	on␣
jl001:019	6	@	-	kuluttanut␣
jl001:019	8	@	-	erämaan␣
jl001:019	7	@	-	laitumet␣
jl001:019	9a	@	-	ja␣
jl001:019	9b	@	-	liekki␣
jl001:019	10	@	-	polttanut␣
jl001:019	11	@	-	kaikki␣
jl001:019	(13a) 13b	@	-	kedon␣
jl001:019	12	@	-	puut
jl001:019	-	(.)	-	.␣
jl001:020	jl001:020	jl001:020	VERSE	Jl␣1:20␣
jl001:020	3	@	-	Metsän␣
jl001:020	2	@	-	eläimetkin␣
jl001:020	1	%clitic	kin	
jl001:020	5	@	-	sinua␣
jl001:020	4	@	-	ikävöivät
jl001:020	-	(,)	-	,␣
jl001:020	6	@	-	sillä␣
jl001:020	8 9	@	-	vesipurot␣
jl001:020	7	(@)	-	ovat␣
jl001:020	7	@	-	kuivuneet␣
jl001:020	10a	@	-	ja␣
jl001:020	10b	@	-	tuli␣
jl001:020	11	(@)	-	on␣
jl001:020	11	@	-	kuluttanut␣
jl001:020	(13a) 13b	@	-	erämaan␣
jl001:020	12	@	-	laitumet
jl001:020	-	(.)	-	.␣
jl002:001	jl002:001	jl002:001	VERSE	Jl␣2:1␣
jl002:001	1	@	-	Puhaltakaa␣
jl002:001	2	@	-	pasunaan␣
jl002:001	3b	@	-	Siionissa
jl002:001	3a	%case	LOC	
jl002:001	(4a)	-	UNTRANSLATED	
jl002:001	-	(,)	-	,␣
jl002:001	4b	@	-	toitottakaa␣
jl002:001	4b	@	-	torvia␣
jl002:001	pers%6	@	-	minun␣
jl002:001	6	@	-	pyhällä␣
jl002:001	5b	@	-	vuorellani
jl002:001	5a	%case	LOC	
jl002:001	-	(.)	-	.␣
jl002:001	8	@	-	Jokainen␣
jl002:001	(10a) 10b	@	-	maan␣
jl002:001	9	@	-	asukas␣
jl002:001	7	(@)	-	on␣
jl002:001	7	@	-	vapiseva
jl002:001	-	(,)	-	,␣
jl002:001	11	@	-	sillä␣
jl002:001	14	@	-	Herran␣
jl002:001	13	@	-	päivä␣
jl002:001	12	@	-	tulee
jl002:001	-	(.)	-	.␣
jl002:001	15	@	-	Niin
jl002:001	-	(,)	-	,␣
jl002:001	-	(@)	-	se␣
jl002:001	-	(@)	-	on␣
jl002:001	16	@	-	lähellä
jl002:001	-	(:)	-	:␣
jl002:002	jl002:002	jl002:002	VERSE	Jl␣2:2␣
jl002:002	2	@	-	pimeyden␣
jl002:002	3a	@	-	ja␣
jl002:002	3b	@	-	synkeyden␣
jl002:002	1	@	-	päivä
jl002:002	-	(,)	-	,␣
jl002:002	5	@	-	pilvien␣
jl002:002	6a	@	-	ja␣
jl002:002	6b	@	-	pilkkopimeän␣
jl002:002	4	@	-	päivä
jl002:002	-	(.)	-	.␣
jl002:002	(10a) 10b	@	-	Vuorille␣
jl002:002	9	%case	LOC	
jl002:002	8	@	-	levinneenä␣
jl002:002	7a	@	-	niinkuin␣
jl002:002	7b	@	-	aamurusko␣
jl002:002	-	(@)	-	on␣
jl002:002	12	@	-	lukuisa␣
jl002:002	13a	@	-	ja␣
jl002:002	13b	@	-	väkevä␣
jl002:002	11	@	-	kansa
jl002:002	-	(,)	-	,␣
jl002:002	pers%14	@	-	jonka␣
jl002:002	14	@	-	vertaista␣
jl002:002	15	@	-	ei␣
jl002:002	16	(@)	-	ole␣
jl002:002	16	@	-	ollut␣
jl002:002	(18a) 18b	@	-	ikiajoista␣
jl002:002	17	@	-	asti␣
jl002:002	(19a) 20	@	-	eikä␣
jl002:002	pers%19b	@	-	tämän␣
jl002:002	19b	@	-	jälkeen␣
jl002:002	21	@	-	enää␣
jl002:002	21	@	-	tule
jl002:002	-	(,)	-	,␣
jl002:002	24	@	-	tulevaisten␣
jl002:002	25b	@	-	polvien␣
jl002:002	25a	%case	GEN	
jl002:002	23	@	-	vuosiin␣
jl002:002	22	@	-	saakka
jl002:002	-	(.)	-	.␣
jl002:003	jl002:003	jl002:003	VERSE	Jl␣2:3␣
jl002:003	pers%1b	@	-	Sen␣
jl002:003	1b	@	-	edellä␣
jl002:003	1a	%case	LOC	
jl002:003	2	@	-	käy␣
jl002:003	2	@	-	kuluttava␣
jl002:003	3	@	-	tuli
jl002:003	(4a)	-	UNTRANSLATED	
jl002:003	-	(,)	-	,␣
jl002:003	pers%4b	@	-	sen␣
jl002:003	4b	@	-	jäljissä␣
jl002:003	5	@	-	polttava␣
jl002:003	6	@	-	liekki
jl002:003	-	(.)	-	.␣
jl002:003	7a	@	-	Niinkuin␣
jl002:003	8	@	-	Eedenin␣
jl002:003	7b	@	-	puutarha␣
jl002:003	-	(@)	-	on␣
jl002:003	(9a) 9b	@	-	maa␣
jl002:003	pers%10b	@	-	sen␣
jl002:003	10b	@	-	edessä
jl002:003	10a	%case	LOC	
jl002:003	(11a)	-	UNTRANSLATED	
jl002:003	-	(,)	-	,␣
jl002:003	pers%11b	@	-	sen␣
jl002:003	11b	@	-	jäljissä␣
jl002:003	-	(@)	-	on␣
jl002:003	13	@	-	autio␣
jl002:003	12	@	-	erämaa
jl002:003	-	(,)	-	,␣
jl002:003	14a 16	@	-	eikä␣
jl002:003	17	@	-	jää␣
jl002:003	14b	@	-	ketään
jl002:003	-	(,)	-	,␣
jl002:003	14b	@	-	joka␣
jl002:003	-	(@)	-	olisi␣
jl002:003	18	@	-	siltä␣
jl002:003	15	@	-	pelastunut
jl002:003	-	(.)	-	.␣
jl002:004	jl002:004	jl002:004	VERSE	Jl␣2:4␣
jl002:004	pers%3	@	-	Ne␣
jl002:004	(1b)	-	UNTRANSLATED	
jl002:004	-	(@)	-	ovat␣
jl002:004	3	@	-	näöltänsä␣
jl002:004	1a	@	-	kuin␣
jl002:004	2	@	-	hevoset
jl002:004	-	(,)	-	,␣
jl002:004	4a	@	-	ja␣
jl002:004	4b	@	-	niinkuin␣
jl002:004	4c	@	-	ratsut␣
jl002:004	(5)	-	UNTRANSLATED	
jl002:004	6	(@)	-	ne␣
jl002:004	6	@	-	juoksevat
jl002:004	-	(.)	-	.␣
jl002:005	jl002:005	jl002:005	VERSE	Jl␣2:5␣
jl002:005	1b	@	-	Ryskyen␣
jl002:005	1a	@	-	kuin␣
jl002:005	2	@	-	sotavaunut␣
jl002:005	6	(@)	-	ne␣
jl002:005	6	@	-	hyppivät␣
jl002:005	(5a) 5b	@	-	vuorten␣
jl002:005	4	@	-	huipuilla
jl002:005	3	%case	LOC	
jl002:005	-	(,)	-	,␣
jl002:005	7b	@	-	räiskyen␣
jl002:005	7a	@	-	kuin␣
jl002:005	9	@	-	tulen␣
jl002:005	8	@	-	liekki
jl002:005	-	(,)	-	,␣
jl002:005	-	(@)	-	joka␣
jl002:005	10	@	-	kuluttaa␣
jl002:005	11	@	-	oljet
jl002:005	-	(;)	-	;␣
jl002:005	-	(@)	-	ne␣
jl002:005	-	(@)	-	ovat␣
jl002:005	12a	@	-	kuin␣
jl002:005	13	@	-	väkevä␣
jl002:005	12b	@	-	kansa
jl002:005	-	(,)	-	,␣
jl002:005	15	@	-	sotarintaan␣
jl002:005	14	@	-	asettunut
jl002:005	-	(.)	-	.␣
jl002:006	jl002:006	jl002:006	VERSE	Jl␣2:6␣
jl002:006	pers%1b	@	-	Niitten␣
jl002:006	1b	@	-	edessä␣
jl002:006	1a	%case	LOC	
jl002:006	3	@	-	kansat␣
jl002:006	2	@	-	vapisevat
jl002:006	-	(,)	-	,␣
jl002:006	4	@	-	kaikki␣
jl002:006	5	@	-	kasvot␣
jl002:006	6 7	@	-	kalpenevat
jl002:006	-	(.)	-	.␣
jl002:007	jl002:007	jl002:007	VERSE	Jl␣2:7␣
jl002:007	2	(@)	-	Ne␣
jl002:007	2	@	-	juoksevat␣
jl002:007	1a	@	-	kuin␣
jl002:007	1b	@	-	sankarit
jl002:007	-	(,)	-	,␣
jl002:007	3a	@	-	kuin␣
jl002:007	3b 4	@	-	soturit␣
jl002:007	5	(@)	-	ne␣
jl002:007	5	@	-	nousevat␣
jl002:007	6	@	-	muurille
jl002:007	(7a)	-	UNTRANSLATED	
jl002:007	-	(.)	-	.␣
jl002:007	7b	@	-	Jokainen␣
jl002:007	9	@	-	kulkee␣
jl002:007	8b	@	-	tietänsä␣
jl002:007	8a	%case	PTV	
jl002:007	-	(@)	-	suoraan
jl002:007	(10a)	-	UNTRANSLATED	
jl002:007	-	(,)	-	,␣
jl002:007	10b	@	-	ei␣
jl002:007	11	@	-	mutkittele␣
jl002:007	12	@	-	polullansa
jl002:007	-	(.)	-	.␣
jl002:008	jl002:008	jl002:008	VERSE	Jl␣2:8␣
jl002:008	(1a)	-	UNTRANSLATED	
jl002:008	1b	@	-	Toinen␣
jl002:008	3	@	-	ei␣
jl002:008	4	@	-	sysi␣
jl002:008	2	@	-	toistansa
jl002:008	-	(:)	-	:␣
jl002:008	5	@	-	jokainen␣
jl002:008	7	@	-	kulkee␣
jl002:008	pers%6b	@	-	omaa␣
jl002:008	6b	@	-	suuntaansa
jl002:008	6a	%case	LOC	
jl002:008	(8a)	-	UNTRANSLATED	
jl002:008	-	(.)	-	.␣
jl002:008	(9a) 9b	@	-	Heittoaseitten␣
jl002:008	8b	@	-	välitse␣
jl002:008	10	(@)	-	ne␣
jl002:008	10	@	-	syöksyvät␣
jl002:008	12	@	-	pysähtymättä
jl002:008	11	%case	ABE	
jl002:008	-	(.)	-	.␣
jl002:009	jl002:009	jl002:009	VERSE	Jl␣2:9␣
jl002:009	1b	@	-	Kaupunkiin␣
jl002:009	1a	%case	LOC	
jl002:009	2	(@)	-	ne␣
jl002:009	2	@	-	hyökkäävät
jl002:009	-	(,)	-	,␣
jl002:009	4	@	-	ryntäävät␣
jl002:009	3b	@	-	muurille
jl002:009	3a	%case	LOC	
jl002:009	-	(,)	-	,␣
jl002:009	6	@	-	nousevat␣
jl002:009	5b	@	-	taloihin
jl002:009	5a	%case	LOC	
jl002:009	-	(,)	-	,␣
jl002:009	9	@	-	tulevat␣
jl002:009	(8a) 8b	@	-	ikkunoista␣
jl002:009	7	%case	LOC	
jl002:009	9	@	-	sisään␣
jl002:009	10a	@	-	kuin␣
jl002:009	10b	@	-	varas
jl002:009	-	(.)	-	.␣
jl002:010	jl002:010	jl002:010	VERSE	Jl␣2:10␣
jl002:010	pers%1b	@	-	Niitten␣
jl002:010	1b	@	-	edessä␣
jl002:010	1a	%case	LOC	
jl002:010	3	@	-	maa␣
jl002:010	2	@	-	vapisee
jl002:010	-	(,)	-	,␣
jl002:010	-	(@)	-	ja␣
jl002:010	5	@	-	taivaat␣
jl002:010	4	@	-	järkkyvät
jl002:010	-	(;)	-	;␣
jl002:010	6	@	-	aurinko␣
jl002:010	7a	@	-	ja␣
jl002:010	7b	@	-	kuu␣
jl002:010	8	@	-	käyvät␣
jl002:010	8	@	-	mustiksi
jl002:010	-	(,)	-	,␣
jl002:010	9a	@	-	ja␣
jl002:010	9b	@	-	tähdet␣
jl002:010	10	@	-	kadottavat␣
