rv001:001	rv001:001	rv001:001	VERSE	Ilm␣1:1␣
rv001:002	7	ja	CNJ	ja␣
rv001:002	10	Jeesus	PR.SG.GEN	Jeesuksen␣
rv001:002	11	Kristus	PR.SG.GEN	Kristuksen␣
rv001:002	(8) 9	todistus	DER.SG.GEN	todistuksen
rv001:002	-	(,)	PUNC	,␣
rv001:002	12	kaikki	INDEF.SG.GEN	kaiken␣
rv001:002	12	se	DEM.SG.GEN	sen
rv001:002	-	(,)	PUNC	,␣
rv001:002	12	mikä	INT.REL.SG.GEN	minkä␣
rv001:002	13a	(hän)	PERS.SG.NOM	hän␣
rv001:002	13a	(olla)	COP.ACT.PRES.3S	on␣
rv001:002	13a	nähdä	ACT.PCP2.PERF	nähnyt
rv001:002	13b	.	PUNC	.␣
rv001:003	rv001:003	rv001:003	VERSE	Ilm␣1:3␣
rv001:003	1	autuas	ADJ.SG.NOM	Autuas␣
rv001:003	2	se	DEM.SG.NOM	se
rv001:003	-	(,)	PUNC	,␣
rv001:003	2	joka	REL.INDEF.SG.NOM	joka␣
rv001:003	3	lukea	ACT.PRES.3S	lukee
rv001:003	-	(,)	PUNC	,␣
rv001:003	4	ja	CNJ	ja␣
rv001:003	-	(autuas)	ADJ.PL.NOM	autuaat␣
rv001:003	5	ne	DEM.PL.NOM	ne
rv001:003	-	(,)	PUNC	,␣
rv001:003	5	joka	REL.PL.NOM	jotka␣
rv001:003	6	kuulla	ACT.PRES.3P	kuulevat␣
rv001:003	9	tämä	DEM.SG.GEN	tämän␣
rv001:003	10	profetia	SG.GEN	profetian␣
rv001:003	(7) 8	sana	PL.NOM	sanat␣
rv001:003	11	ja	CNJ	ja␣
rv001:003	12	ottaa	ACT.PRES.3P	ottavat␣
rv001:003	12	vaari	DER.ADV	vaarin␣
rv001:003	13	se	DEM.SG.ELA	siitä
rv001:003	-	(,)	PUNC	,␣
rv001:003	13	mikä	INT.REL.SG.PTV	mitä␣
rv001:003	15	se	DEM.SG.ILL	siihen␣
rv001:003	14	%case	LOC	
rv001:003	16a	kirjoittaa	PSS.PCP2.PERF	kirjoitettu␣
rv001:003	16a	(olla)	COP.ACT.PRES.3S	on
rv001:003	-	(;)	PUNC	;␣
rv001:003	18	sillä	SUBORD	sillä␣
rv001:003	(17) 19	aika	SG.NOM	aika␣
rv001:003	-	(olla)	COP.ACT.PRES.3S	on␣
rv001:003	20a	lähellä	PREP	lähellä
rv001:003	-	(!)	PUNC	!␣
rv001:004	rv001:004	rv001:004	VERSE	Ilm␣1:4␣
rv001:004	1	Johannes	PR.SG.NOM	Johannes␣
rv001:004	3	7	NUM.SG.ALL	seitsemälle␣
rv001:004	(5)	-	UNTRANSLATED	
rv001:004	(7) 8a	Aasia	PR.SG.GEN	Aasian␣
rv001:004	6	%case	GEN	
rv001:004	(2) 4	seurakunta	SG.ALL	seurakunnalle
rv001:004	8b	:	PUNC	:␣
rv001:004	9	armo	SG.NOM	Armo␣
rv001:004	10	te	PERS.PL.ALL	teille␣
rv001:004	11	ja	CNJ	ja␣
rv001:004	12	rauha	SG.NOM	rauha␣
rv001:004	14	hän	PERS.SG.ABL	häneltä
rv001:004	13	%case	LOC	
rv001:004	-	(,)	PUNC	,␣
rv001:004	14	joka	REL.INDEF.SG.NOM	joka␣
rv001:004	15	olla	COP.ACT.PRES.3S	on␣
rv001:004	16	ja	CNJ	ja␣
rv001:004	17	joka	REL.INDEF.SG.NOM	joka␣
rv001:004	18	olla	COP.ACT.PAST.3S	oli␣
rv001:004	19	ja	CNJ	ja␣
rv001:004	20	joka	REL.INDEF.SG.NOM	joka␣
rv001:004	21	tulla	ACT.PCP1.FUTR	tuleva␣
rv001:004	21	(olla)	COP.ACT.PRES.3S	on
rv001:004	-	(,)	PUNC	,␣
rv001:004	22	ja	CNJ	ja␣
rv001:004	24	ne	DEM.PL.ABL	niiltä␣
rv001:004	25	7	NUM.SG.ABL	seitsemältä␣
rv001:004	26	henki	SG.ABL	hengeltä
rv001:004	23	%case	LOC	
rv001:004	-	(,)	PUNC	,␣
rv001:004	27	joka	REL.PL.NOM	jotka␣
rv001:004	-	(olla)	COP.ACT.PRES.3P	ovat␣
rv001:004	31	hän	PERS.SG.GEN	hänen␣
rv001:004	(29) 30	valta_istuin	NOM&SGGEN.-3	valtaistuimensa␣
rv001:004	31	%pers	3	
rv001:004	28	edessä	PREP	edessä
rv001:004	-	(,)	PUNC	,␣
rv001:005	rv001:005	rv001:005	VERSE	Ilm␣1:5␣
rv001:005	1	ja	CNJ	ja␣
rv001:005	3	Jeesus	PR.SG.ABL	Jeesukselta␣
rv001:005	4a	Kristus	PR.SG.ABL	Kristukselta
rv001:005	2	%case	LOC	
rv001:005	-	(,)	PUNC	,␣
rv001:005	(7) 8a	uskollinen	DER.ADJ.SG.ABL	uskolliselta␣
rv001:005	(5) 6a	todistaja	DER.SG.ABL	todistajalta
rv001:005	-	(,)	PUNC	,␣
rv001:005	-	(hän)	PERS.SG.ABL	häneltä
rv001:005	-	(,)	PUNC	,␣
rv001:005	-	(joka)	REL.INDEF.SG.NOM	joka␣
rv001:005	-	(olla)	COP.ACT.PRES.3S	on␣
rv001:005	(11) 12	kuollut	ADJ.PL.GEN	kuolleitten␣
rv001:005	10 (9)	esikoinen	SG.NOM	esikoinen␣
rv001:005	13	ja	CNJ	ja␣
rv001:005	(18) 19a	maa	SG.GEN	maan␣
rv001:005	(16) 17	kuningas	PL.GEN	kuningasten␣
rv001:005	(14) 15	hallitsija	DER.SG.NOM	hallitsija
rv001:005	-	(!)	PUNC	!␣
rv001:005	20	hän	PERS.SG.ALL	Hänelle
rv001:005	-	(,)	PUNC	,␣
rv001:005	20	joka	REL.INDEF.SG.NOM	joka␣
rv001:005	22	me	PERS.PL.PTV	meitä␣
rv001:005	21	rakastaa	ACT.PRES.3S	rakastaa␣
rv001:005	23	ja	CNJ	ja␣
rv001:005	24	(olla)	COP.ACT.PRES.3S	on␣
rv001:005	24	päästää	ACT.PCP2.PERF	päästänyt␣
rv001:005	25	me	PERS.PL.ACC	meidät␣
rv001:005	(27) 28	synti	PL.ELA.-1	synneistämme␣
rv001:005	29	%pers	?	
rv001:005	26	%case	LOC	
rv001:005	(31) 32	veri	SG.ADE.-3	verellänsä␣
rv001:005	33a	%pers	3	
rv001:005	30	%case	LOC	
rv001:006	rv001:006	rv001:006	VERSE	Ilm␣1:6␣
rv001:006	1	ja	CNJ	ja␣
rv001:006	2	tehdä	ACT.PCP2.PERF	tehnyt␣
rv001:006	3	me	PERS.PL.ACC	meidät␣
rv001:006	4a	kuningas_kunta	SG.TRA	kuningaskunnaksi
rv001:006	4b	,	PUNC	,␣
rv001:006	5	pappi	PL.TRA	papeiksi␣
rv001:006	(6) 7	Jumala	SG.ALL.-3	Jumalalleen␣
rv001:006	8	ja	CNJ	ja␣
rv001:006	9	Isä	SG.ALL.-3	Isälleen
rv001:006	10a	%pers	3	
rv001:006	10b	,	PUNC	,␣
rv001:006	11	hän	PERS.SG.ALL	hänelle␣
rv001:006	(12) 13	kunnia	SG.NOM	kunnia␣
rv001:006	14	ja	CNJ	ja␣
rv001:006	(15) 16	voima	DER.SG.NOM	voima␣
rv001:006	(18) 19a	aina	ADV	aina␣
rv001:006	17	%case	?	
rv001:006	-	(ja)	CNJ	ja␣
rv001:006	(20) 21a	iankaikkisesti	DER.ADV.POS	iankaikkisesti
rv001:006	21c	!	PUNC	!␣
rv001:006	22a	amen	INTJ	Amen
rv001:006	22b	.	PUNC	.␣
rv001:007	rv001:007	rv001:007	VERSE	Ilm␣1:7␣
rv001:007	1	katso	INTJ	Katso
rv001:007	-	(,)	PUNC	,␣
rv001:007	2	(hän)	PERS.SG.NOM	hän␣
rv001:007	2	tulla	ACT.PRES.3S	tulee␣
rv001:007	(4) 5a	pilvi	PL.INE	pilvissä
rv001:007	3	%case	LOC	
rv001:007	5b	,	PUNC	,␣
rv001:007	6	ja	CNJ	ja␣
rv001:007	9	kaikki	INDEF.SG.NOM	kaikki␣
rv001:007	10	silmä	PL.NOM	silmät␣
rv001:007	tasp%7	saada	ACT.PRES.3P	saavat␣
rv001:007	7	nähdä	INF1.LAT	nähdä␣
rv001:007	8	hän	PERS.SG.ACC	hänet
rv001:007	-	(,)	PUNC	,␣
rv001:007	12	ne	DEM.PL.GEN.-CLITIC	niidenkin
rv001:007	11	%clitic	kin	
rv001:007	-	(,)	PUNC	,␣
rv001:007	12	joka	REL.PL.NOM	jotka␣
rv001:007	13	hän	PERS.SG.ACC	hänet␣
rv001:007	14a	lävistää	ACT.PAST.3P	lävistivät
rv001:007	14b	,	PUNC	,␣
rv001:007	15	ja	CNJ	ja␣
rv001:007	19	kaikki	INDEF.SG.NOM	kaikki␣
rv001:007	(22) 23a	maa	SG.GEN	maan␣
rv001:007	(20) 21	suku_kunta	PL.NOM	sukukunnat␣
rv001:007	16	vaikeroida	ACT.PRES.3P	vaikeroitsevat␣
rv001:007	18	hän	PERS.SG.GEN	hänen␣
rv001:007	pro%17	tulla	ACT.INF2.INE.-3	tullessansa
rv001:007	23b	.	PUNC	.␣
rv001:007	24a	totisesti	DER.ADV.POS	Totisesti
rv001:007	24b	,	PUNC	,␣
rv001:007	25a	amen	INTJ	amen
rv001:007	25b	.	PUNC	.␣
rv001:008	rv001:008	rv001:008	VERSE	Ilm␣1:8␣
rv001:008	-	(")	PUNC.LEFT	"
rv001:008	1	minä	PERS.SG.NOM	Minä␣
rv001:008	2	olla	COP.ACT.PRES.1S	olen␣
rv001:008	(3) 4	A	SG.NOM	A␣
rv001:008	5	ja	CNJ	ja␣
rv001:008	(6) 7a	O	SG.NOM	O
rv001:008	7b	"	PUNC.RIGHT	"
rv001:008	7b	,	PUNC	,␣
rv001:008	8	sanoa	ACT.PRES.3S	sanoo␣
rv001:008	9	Herra	SG.NOM	Herra␣
rv001:008	(10) 11a	Jumala	SG.NOM	Jumala
rv001:008	11b	,	PUNC	,␣
rv001:008	12	joka	REL.INDEF.SG.NOM	joka␣
rv001:008	13	olla	COP.ACT.PRES.3S	on␣
rv001:008	14	ja	CNJ	ja␣
rv001:008	15	joka	REL.INDEF.SG.NOM	joka␣
rv001:008	16	olla	COP.ACT.PAST.3S	oli␣
rv001:008	17	ja	CNJ	ja␣
rv001:008	18	joka	REL.INDEF.SG.NOM	joka␣
rv001:008	19a	tulla	ACT.PCP1.FUTR	tuleva␣
rv001:008	19a	(olla)	COP.ACT.PRES.3S	on
rv001:008	-	(,)	PUNC	,␣
rv001:008	(20) 21a	Kaikki_valtias	ADJ.SG.NOM	Kaikkivaltias
rv001:008	21b	.	PUNC	.␣
rv001:009	rv001:009	rv001:009	VERSE	Ilm␣1:9␣
rv001:009	1	minä	PERS.SG.NOM	Minä
rv001:009	-	(,)	PUNC	,␣
rv001:009	2a	Johannes	PR.SG.NOM	Johannes
rv001:009	-	(,)	PUNC	,␣
rv001:009	5	te	PERS.PL.GEN	teidän␣
rv001:009	(3) 4	veli	NOM&SGGEN.-2	veljenne
rv001:009	-	(,)	PUNC	,␣
rv001:009	(6)	-	UNTRANSLATED	
rv001:009	-	(joka)	REL.INDEF.SG.NOM	joka␣
rv001:009	-	(te)	PERS.PL.GEN	teidän␣
rv001:009	-	(kanssa)	POST.-2	kanssanne␣
rv001:009	-	(olla)	COP.ACT.PRES.1S	olen␣
rv001:009	7	osallinen	DER.ADJ.SG.NOM	osallinen␣
rv001:009	10 (9)	ahdistus	DER.SG.ILL	ahdistukseen␣
rv001:009	8	%case	LOC	
rv001:009	11	ja	CNJ	ja␣
rv001:009	12	valta_kunta	SG.ILL	valtakuntaan␣
rv001:009	13	ja	CNJ	ja␣
rv001:009	14	kärsivällisyys	DER.SG.ILL	kärsivällisyyteen␣
rv001:009	16a	Jeesus	PR.SG.INE	Jeesuksessa
rv001:009	15	%case	LOC	
rv001:009	-	(,)	PUNC	,␣
rv001:009	17	(minä)	PERS.SG.NOM	minä␣
rv001:009	17	olla	COP.ACT.PAST.1S	olin␣
rv001:009	(27) 28	Jumala	SG.GEN	Jumalan␣
rv001:009	(25) 26	sana	SG.GEN	sanan␣
rv001:009	29	ja	CNJ	ja␣
rv001:009	32a	Jeesus	PR.SG.GEN	Jeesuksen␣
rv001:009	(30) 31	todistus	DER.SG.GEN	todistuksen␣
rv001:009	24	tähden	POST	tähden␣
rv001:009	(19) 20	saari	SG.INE	saaressa
rv001:009	18	%case	LOC	
rv001:009	-	(,)	PUNC	,␣
rv001:009	21	joka	REL.SG.GEN	jonka␣
rv001:009	22	nimi	SG.NOM	nimi␣
rv001:009	22	olla	COP.ACT.PRES.3S	on␣
rv001:009	23	Patmos	PR.SG.NOM	Patmos
rv001:009	32b	.	PUNC	.␣
rv001:010	rv001:010	rv001:010	VERSE	Ilm␣1:10␣
rv001:010	1	(minä)	PERS.SG.NOM	Minä␣
rv001:010	1	olla	COP.ACT.PAST.1S	olin␣
rv001:010	3	henki	SG.INE	hengessä␣
rv001:010	2	%case	LOC	
rv001:010	6	Herra	SG.GEN	Herran␣
rv001:010	(5) 7	päivä	SG.ESS	päivänä
rv001:010	4	%case	ESS	
rv001:010	-	(,)	PUNC	,␣
rv001:010	8	ja	CNJ	ja␣
rv001:010	9	kuulla	ACT.PAST.1S	kuulin␣
rv001:010	10	takaa	PREP	takaani␣
rv001:010	11	%pers	1S	
rv001:010	13	suuri	ADJ.SG.GEN	suuren␣
rv001:010	12	ääni	SG.GEN	äänen
rv001:010	-	(,)	PUNC	,␣
rv001:010	14	ikään_kuin	SUBORD	ikäänkuin␣
rv001:010	15	pasuna	SG.GEN	pasunan␣
rv001:010	-	(ääni)	SG.GEN	äänen
rv001:010	-	(,)	PUNC	,␣
rv001:011	rv001:011	rv001:011	VERSE	Ilm␣1:11␣
rv001:011	1a	(joka)	REL.INDEF.SG.NOM	joka␣
rv001:011	1a	sanoa	ACT.PAST.3S	sanoi
rv001:011	1b	:	PUNC	:␣
rv001:011	1b	"	PUNC.LEFT	"
rv001:011	4	kirjoittaa	ACT.IMP.2S	Kirjoita␣
rv001:011	6	kirja	SG.ILL	kirjaan
rv001:011	5	%case	LOC	
rv001:011	-	(,)	PUNC	,␣
rv001:011	2	mikä	INT.REL.SG.PTV	mitä␣
rv001:011	3	nähdä	ACT.PRES.2S	näet
rv001:011	-	(,)	PUNC	,␣
rv001:011	7	ja	CNJ	ja␣
rv001:011	8	lähettää	ACT.IMP.2S	lähetä␣
rv001:011	9	ne	DEM.PL.ALL	niille␣
rv001:011	10	7	NUM.SG.ALL	seitsemälle␣
rv001:011	11a	seurakunta	SG.ALL	seurakunnalle
rv001:011	11b	,	PUNC	,␣
rv001:011	13	Efeso	PR.SG.ILL	Efesoon␣
rv001:011	12	%case	LOC	
rv001:011	14	ja	CNJ	ja␣
rv001:011	16	Smyrna	PR.SG.ILL	Smyrnaan␣
rv001:011	15	%case	LOC	
rv001:011	17	ja	CNJ	ja␣
rv001:011	19	Pergamo	PR.SG.ILL	Pergamoon␣
rv001:011	18	%case	LOC	
rv001:011	20	ja	CNJ	ja␣
rv001:011	22	Tyatira	PR.SG.ILL	Tyatiraan␣
rv001:011	21	%case	LOC	
rv001:011	23	ja	CNJ	ja␣
rv001:011	25	Sardes	PR.SG.ILL	Sardeeseen␣
rv001:011	24	%case	LOC	
rv001:011	26	ja	CNJ	ja␣
rv001:011	28	Filadelfia	PR.SG.ILL	Filadelfiaan␣
rv001:011	27	%case	LOC	
rv001:011	29	ja	CNJ	ja␣
rv001:011	31a	Laodikea	PR.SG.ILL	Laodikeaan
rv001:011	30	%case	LOC	
rv001:011	31b	"	PUNC.RIGHT	"
rv001:011	31b	.	PUNC	.␣
rv001:012	rv001:012	rv001:012	VERSE	Ilm␣1:12␣
rv001:012	1	ja	CNJ	Ja␣
rv001:012	2	(minä)	PERS.SG.NOM	minä␣
rv001:012	2	kääntyä	ACT.PAST.1S	käännyin␣
rv001:012	3	katsoa	INF3.ILL	katsomaan
rv001:012	-	(,)	PUNC	,␣
rv001:012	6	mikä	INT.REL.INDEF.SG.NOM	mikä␣
rv001:012	(4) 5	ääni	SG.NOM	ääni␣
rv001:012	9a	minä	PERS.SG.ALL	minulle␣
rv001:012	8	%case	LOC	
rv001:012	7	puhua	ACT.PAST.3S	puhui
rv001:012	9b	;	PUNC	;␣
rv001:012	10	ja	CNJ	ja␣
rv001:012	11	kääntyä	ACT.INF2.INE.-1	kääntyessäni␣
rv001:012	12	(minä)	PERS.SG.NOM	minä␣
rv001:012	12	nähdä	ACT.PAST.1S	näin␣
rv001:012	13	7	NUM.SG.NOM	seitsemän␣
rv001:012	15	kultainen	ADJ.SG.PTV	kultaista␣
rv001:012	14	lampun_jalka	SG.PTV	lampunjalkaa
rv001:012	-	(,)	PUNC	,␣
rv001:013	rv001:013	rv001:013	VERSE	Ilm␣1:13␣
rv001:013	1	ja	CNJ	ja␣
rv001:013	(4) 5	lampun_jalka	PL.GEN	lampunjalkain␣
rv001:013	3	keskellä	PREP	keskellä␣
rv001:013	2	%case	LOC	
rv001:013	8	Ihminen	SG.GEN	Ihmisen␣
rv001:013	7	Poika	SG.GEN	Pojan␣
rv001:013	6	muotoinen	ADJ.SG.GEN	muotoisen
rv001:013	-	(,)	PUNC	,␣
rv001:013	10	pitkä_liepeinen	ADJ.SG.ILL	pitkäliepeiseen␣
rv001:013	10	viitta	SG.ILL	viittaan␣
rv001:013	9	pukea:puettu	PSS.PCP2.SG.GEN	puetun␣
rv001:013	11	ja	CNJ	ja␣
rv001:013	(14) 15	rinta	SG.GEN	rinnan␣
rv001:013	13	kohdalla	DER.SG.ABL	kohdalta␣
rv001:013	17a	kultainen	ADJ.SG.ADE	kultaisella␣
rv001:013	16	vyö	SG.ADE	vyöllä␣
rv001:013	12	vyöttää:vyötetty	PSS.PCP2.SG.GEN	vyötetyn
rv001:013	17b	.	PUNC	.␣
rv001:014	rv001:014	rv001:014	VERSE	Ilm␣1:14␣
rv001:014	2	ja	CNJ	Ja␣
rv001:014	4	hän	PERS.SG.GEN	hänen␣
rv001:014	(1) 3	pää	NOM&SGGEN.-3	päänsä␣
rv001:014	5	ja	CNJ	ja␣
rv001:014	(6) 7	hius	NOM&SGGEN.-3	hiuksensa␣
rv001:014	-	(olla)	COP.ACT.PAST.3P	olivat␣
rv001:014	8	valkoinen	ADJ.PL.NOM	valkoiset␣
rv001:014	9	niin_kuin	SUBORD	niinkuin␣
rv001:014	11	valkoinen	ADJ.SG.NOM	valkoinen␣
rv001:014	10	villa	SG.NOM	villa
rv001:014	-	(,)	PUNC	,␣
rv001:014	12	niin_kuin	SUBORD	niinkuin␣
rv001:014	13	lumi	SG.NOM	lumi
rv001:014	-	(,)	PUNC	,␣
rv001:014	14	ja	CNJ	ja␣
rv001:014	17	hän	PERS.SG.GEN	hänen␣
rv001:014	(15) 16	silmä	NOM&SGGEN.-3	silmänsä␣
rv001:014	18	niin_kuin	SUBORD	niinkuin␣
rv001:014	20	tuli	SG.GEN	tulen␣
rv001:014	19	liekki	SG.NOM	liekki
rv001:014	-	(;)	PUNC	;␣
rv001:015	rv001:015	rv001:015	VERSE	Ilm␣1:15␣
rv001:015	4	hän	PERS.SG.GEN	hänen␣
rv001:015	(1)	-	UNTRANSLATED	
rv001:015	(2) 3	jalka	NOM&SGGEN.-3	jalkansa␣
rv001:015	-	(olla)	COP.ACT.PAST.3P	olivat␣
rv001:015	9	ahjo	SG.INE	ahjossa␣
rv001:015	8	%case	LOC	
rv001:015	(7)	-	UNTRANSLATED	
rv001:015	10	hehkua:hehkuva	ACT.PCP1.SG.GEN	hehkuvan
rv001:015	-	(,)	PUNC	,␣
rv001:015	6	kiiltävä	ADJ.SG.GEN	kiiltävän␣
rv001:015	6	vaski	SG.GEN	vasken␣
rv001:015	5	kaltainen	ADJ.PL.NOM	kaltaiset
rv001:015	-	(,)	PUNC	,␣
rv001:015	11	ja	CNJ	ja␣
rv001:015	14	hän	PERS.SG.GEN	hänen␣
rv001:015	(12) 13	ääni	NOM&SGGEN.-3	äänensä␣
rv001:015	-	(olla)	COP.ACT.PAST.3S	oli␣
rv001:015	15	niin_kuin	SUBORD	niinkuin␣
rv001:015	18a	paljo	ADJ.PL.GEN	paljojen␣
rv001:015	17	vesi	PL.GEN	vetten␣
rv001:015	16	pauhina	SG.NOM	pauhina
rv001:015	18b	.	PUNC	.␣
rv001:016	rv001:016	rv001:016	VERSE	Ilm␣1:16␣
rv001:016	1	ja	CNJ	Ja␣
rv001:016	2	(hän)	PERS.SG.ADE	hänellä␣
rv001:016	2	olla	COP.ACT.PAST.3S	oli␣
rv001:016	5	oikea	ADJ.SG.INE	oikeassa␣
rv001:016	(4) 6	käsi	SG.INE.-3	kädessään␣
rv001:016	7	%pers	3	
rv001:016	3	%case	LOC	
rv001:016	9	7	NUM.SG.NOM	seitsemän␣
rv001:016	8	tähti	SG.PTV	tähteä
rv001:016	-	(,)	PUNC	,␣
rv001:016	10	ja	CNJ	ja␣
rv001:016	14	hän	PERS.SG.GEN	hänen␣
rv001:016	(12) 13	suu	SG.ELA.-3	suustaan␣
rv001:016	11	%case	LOC	
rv001:016	18	lähteä	ACT.PAST.3S	lähti␣
rv001:016	16	kaksi_teräinen	ADJ.SG.NOM	kaksiteräinen
rv001:016	-	(,)	PUNC	,␣
rv001:016	17	terävä	ADJ.SG.NOM	terävä␣
rv001:016	15	miekka	SG.NOM	miekka
rv001:016	-	(,)	PUNC	,␣
rv001:016	19	ja	CNJ	ja␣
rv001:016	22	hän	PERS.SG.GEN	hänen␣
rv001:016	(20) 21	kasvot	NOM&SGGEN.-3	kasvonsa␣
rv001:016	-	(olla)	COP.ACT.PAST.3P	olivat␣
rv001:016	23	niin_kuin	SUBORD	niinkuin␣
rv001:016	(24) 25	aurinko	SG.NOM	aurinko
rv001:016	-	(,)	PUNC	,␣
rv001:016	-	(kun)	SUBORD	kun␣
rv001:016	30a	se	DEM.SG.NOM	se␣
rv001:016	(28) 29	täysi	ADJ.SG.ABL	täydeltä␣
rv001:016	(28) 29	terä	SG.ABL	terältä␣
rv001:016	27	%case	LOC	
rv001:016	26	paistaa	ACT.PRES.3S	paistaa
rv001:016	30b	.	PUNC	.␣
rv001:017	rv001:017	rv001:017	VERSE	Ilm␣1:17␣
rv001:017	1	ja	CNJ	Ja␣
rv001:017	2	kun	SUBORD	kun␣
rv001:017	3	(minä)	PERS.SG.NOM	minä␣
rv001:017	4a	hän	PERS.SG.ACC	hänet␣
rv001:017	3	nähdä	ACT.PAST.1S	näin
rv001:017	4b	,	PUNC	,␣
rv001:017	5	kaatua	ACT.PAST.1S	kaaduin␣
rv001:017	5	(minä)	PERS.SG.NOM	minä␣
rv001:017	10	kuin	SUBORD	kuin␣
rv001:017	11a	kuollut	ADJ.SG.ESS	kuolleena␣
rv001:017	9	hän	PERS.SG.GEN	hänen␣
rv001:017	(7) 8	jalka	PL.GEN.-3	jalkojensa␣
rv001:017	6	juuressa	DER.SG.ILL	juureen
rv001:017	11b	.	PUNC	.␣
rv001:017	12	ja	CNJ	Ja␣
rv001:017	13	(hän)	PERS.SG.NOM	hän␣
rv001:017	13	panna	ACT.PAST.3S	pani␣
rv001:017	(14) 15	oikea	ADJ.SG.GEN	oikean␣
rv001:017	(14) 15	käsi	NOM&SGGEN.-3	kätensä␣
rv001:017	16	%pers	3	
rv001:017	18	minä	PERS.SG.GEN	minun␣
rv001:017	17	päälle	PREP.-1	päälleni␣
rv001:017	19a	sanoa	ACT.INF2.MAN	sanoen
rv001:017	19b	:	PUNC	:␣
rv001:017	19b	"	PUNC.LEFT	"
rv001:017	20	älä	NEGV.ACT.IMP.2S	Älä␣
rv001:017	21a	pelätä	ACT.PRES.NEG	pelkää
rv001:017	-	(!)	PUNC	!␣
rv001:017	22	minä	PERS.SG.NOM	Minä␣
rv001:017	23	olla	COP.ACT.PRES.1S	olen␣
rv001:017	(24) 25		ORD.SG.NOM	ensimmäinen␣
rv001:017	26	ja	CNJ	ja␣
rv001:017	(27) 28	viimeinen	ADJ.SG.NOM	viimeinen
rv001:017	-	(,)	PUNC	,␣
rv001:018	rv001:018	rv001:018	VERSE	Ilm␣1:18␣
rv001:018	1	ja	CNJ	ja␣
rv001:018	(2) 3a	(minä)	PERS.SG.NOM	minä␣
rv001:018	(2) 3a	elää	ACT.PRES.1S	elän
rv001:018	3b	;	PUNC	;␣
rv001:018	4	ja	CNJ	ja␣
rv001:018	5	(minä)	PERS.SG.NOM	minä␣
rv001:018	5	olla	COP.ACT.PAST.1S	olin␣
rv001:018	6	kuollut	ADJ.SG.NOM	kuollut
rv001:018	-	(,)	PUNC	,␣
rv001:018	7	ja	CNJ	ja␣
rv001:018	8	katso	INTJ	katso
rv001:018	-	(,)	PUNC	,␣
rv001:018	9	(minä)	PERS.SG.NOM	minä␣
rv001:018	9	elää	ACT.PRES.1S	elän␣
rv001:018	10	%case	?	
rv001:018	(12) 13	aina	ADV	aina␣
rv001:018	11	%case	?	
rv001:018	-	(ja)	CNJ	ja␣
rv001:018	(14) 15	iankaikkisesti	DER.ADV.POS	iankaikkisesti
rv001:018	-	(,)	PUNC	,␣
rv001:018	16	ja	CNJ	ja␣
rv001:018	17	(minä)	PERS.SG.ADE	minulla␣
rv001:018	17	olla	COP.ACT.PRES.3S	on␣
rv001:018	(20) 21	kuolema	DER.SG.GEN	kuoleman␣
rv001:018	22	ja	CNJ	ja␣
rv001:018	(23) 24a	tuonela	SG.GEN	tuonelan␣
rv001:018	(18) 19	avain	PL.NOM	avaimet
rv001:018	24b	.	PUNC	.␣
rv001:019	rv001:019	rv001:019	VERSE	Ilm␣1:19␣
