am001:001	am001:001	am001:001	VERSE	Aam␣1:1␣
am001:002	am001:002	am001:002	VERSE	Aam␣1:2␣
am001:002	1a	ja	CNJ	Ja␣
am001:002	1b	(hän)	PERS.SG.NOM	hän␣
am001:002	1b	sanoa	ACT.PAST.3S	sanoi
am001:002	-	(:)	PUNC	:␣
am001:002	2	Herra	SG.NOM	Herra␣
am001:002	4	ärjyä	ACT.PRES.3S	ärjyy␣
am001:002	3b	Siion	PR.SG.ELA	Siionista
am001:002	3a	%case	LOC	
am001:002	(5a)	-	UNTRANSLATED	
am001:002	-	(,)	PUNC	,␣
am001:002	6 7	(hän)	PERS.SG.NOM	hän␣
am001:002	6 7	jylistä	ACT.PRES.3S	jylisee␣
am001:002	5c	Jerusalem	PR.SG.ELA	Jerusalemista
am001:002	5b	%case	LOC	
am001:002	-	(,)	PUNC	,␣
am001:002	8a	ja	CNJ	ja␣
am001:002	(10a) 10b	paimen	PL.GEN	paimenten␣
am001:002	9	laidun	PL.NOM	laitumet␣
am001:002	8b	lakastua	ACT.PRES.3P	lakastuvat
am001:002	-	(,)	PUNC	,␣
am001:002	11a	ja	CNJ	ja␣
am001:002	(13a) 13b	Karmel	PR.SG.GEN	Karmelin␣
am001:002	12	laki	SG.NOM	laki␣
am001:002	11b	kuivua	ACT.PRES.3S	kuivuu
am001:002	-	(.)	PUNC	.␣
am001:003	am001:003	am001:003	VERSE	Aam␣1:3␣
am001:003	1	näin	ADV.AD-A	Näin␣
am001:003	2	sanoa	ACT.PRES.3S	sanoo␣
am001:003	3	Herra	SG.NOM	Herra
am001:003	-	(:)	PUNC	:␣
am001:003	7	Damasko	PR.SG.GEN	Damaskon␣
am001:003	5	3	NUM.SG.GEN	kolmen␣
am001:003	6	rikos	SG.GEN	rikoksen
am001:003	(8a) (8b)	-	UNTRANSLATED	
am001:003	-	(,)	PUNC	,␣
am001:003	9	4	NUM.SG.GEN	neljän␣
am001:003	-	(rikos)	SG.GEN	rikoksen␣
am001:003	4	tähden	POST	tähden␣
am001:003	11	(minä)	PERS.SG.GEN	minun␣
am001:003	11	(päätös)	NOM&SGGEN.-1	päätökseni␣
am001:003	11	(olla)	COP.ACT.PRES.3S	on␣
am001:003	11	peruuttamaton	DER.ADJ.SG.NOM	peruuttamaton
am001:003	10	%inflection	DER.ADJ.SG.NOM	
am001:003	-	(.)	PUNC	.␣
am001:003	12	koska	SUBORD	Koska␣
am001:003	13	(he)	PERS.PL.NOM	he␣
am001:003	13	(olla)	COP.ACT.PRES.3P	ovat␣
am001:003	13	puida	ACT.PCP2.PERF	puineet␣
am001:003	(17a) 17b	Gilead	PR.SG.GEN	Gileadin␣
am001:003	16	%case	GEN	
am001:003	(15a) 15b	rautainen	ADJ.PL.ADE	rautaisilla␣
am001:003	14b	puima_äes	PL.ADE	puimaäkeillä
am001:003	14a	%case	LOC	
am001:003	-	(,)	PUNC	,␣
am001:004	am001:004	am001:004	VERSE	Aam␣1:4␣
am001:004	1a	sen_tähden	ADV	sentähden␣
am001:004	1b	(minä)	PERS.SG.NOM	minä␣
am001:004	1b	lähettää	ACT.PRES.1S	lähetän␣
am001:004	2	tuli	SG.GEN	tulen␣
am001:004	4	Hasael	PR.SG.GEN	Hasaelin␣
am001:004	3b	linna	SG.PTV	linnaa␣
am001:004	3a	vastaan	POST	vastaan
am001:004	-	(,)	PUNC	,␣
am001:004	5a	ja	CNJ	ja␣
am001:004	5b	(se)	DEM.SG.NOM	se␣
am001:004	5b	kuluttaa	DER.ACT.PRES.3S	kuluttaa␣
am001:004	7	Benhadad	PR.SG.GEN	Benhadadin␣
am001:004	6	palatsi	PL.NOM	palatsit
am001:004	-	(.)	PUNC	.␣
am001:005	am001:005	am001:005	VERSE	Aam␣1:5␣
am001:005	(1a)	-	UNTRANSLATED	
am001:005	1b	(minä)	PERS.SG.NOM	Minä␣
am001:005	1b	särkeä	ACT.PRES.1S	särjen␣
am001:005	3	Damasko	PR.SG.GEN	Damaskon␣
am001:005	2	salpa	PL.NOM	salvat
am001:005	-	(,)	PUNC	,␣
am001:005	4a	ja	CNJ	ja␣
am001:005	4b	(minä)	PERS.SG.NOM	minä␣
am001:005	4b	hävittää	DER.ACT.PRES.1S	hävitän␣
am001:005	6b	Bikat-Aaven	PR.SG.GEN	Bikat-Aavenin␣
am001:005	6a	%case	GEN	
am001:005	5	asukas	PL.NOM	asukkaat␣
am001:005	7a	ja	CNJ	ja␣
am001:005	9b	Beet-Eden	PR.SG.GEN	Beet-Edenin␣
am001:005	9a	%case	GEN	
am001:005	7b 8	valtikan_pitäjä	DER.PL.NOM	valtikanpitäjät
am001:005	-	(,)	PUNC	,␣
am001:005	10a	ja	CNJ	ja␣
am001:005	12	Aram	PR.SG.GEN	Aramin␣
am001:005	11	kansa	SG.NOM	kansa␣
am001:005	10b	viedä	PSS.PRES	viedään␣
am001:005	10b	pakko_siirtolaisuus	DER.SG.ILL	pakkosiirtolaisuuteen␣
am001:005	13	Kiir	PR.SG.ILL	Kiiriin
am001:005	-	(,)	PUNC	,␣
am001:005	14	sanoa	ACT.PRES.3S	sanoo␣
am001:005	15	Herra	SG.NOM	Herra
am001:005	-	(.)	PUNC	.␣
am001:006	am001:006	am001:006	VERSE	Aam␣1:6␣
am001:006	1	näin	ADV.AD-A	Näin␣
am001:006	2	sanoa	ACT.PRES.3S	sanoo␣
am001:006	3	Herra	SG.NOM	Herra
am001:006	-	(:)	PUNC	:␣
am001:006	7	Gassa	PR.SG.GEN	Gassan␣
am001:006	5	3	NUM.SG.GEN	kolmen␣
am001:006	6	rikos	SG.GEN	rikoksen
am001:006	4	%case	GEN	
am001:006	(8a)	-	UNTRANSLATED	
am001:006	-	(,)	PUNC	,␣
am001:006	9	4	NUM.SG.GEN	neljän␣
am001:006	-	(rikos)	SG.GEN	rikoksen␣
am001:006	8b	tähden	POST	tähden␣
am001:006	11	(minä)	PERS.SG.GEN	minun␣
am001:006	11	(päätös)	NOM&SGGEN.-1	päätökseni␣
am001:006	11	(olla)	COP.ACT.PRES.3S	on␣
am001:006	11	peruuttamaton	DER.ADJ.SG.NOM	peruuttamaton
am001:006	10	%inflection	DER.ADJ.SG.NOM	
am001:006	-	(.)	PUNC	.␣
am001:006	12	koska	SUBORD	Koska␣
am001:006	13	(he)	PERS.PL.NOM	he␣
am001:006	13	(olla)	COP.ACT.PRES.3P	ovat␣
am001:006	13	viedä	ACT.PCP2.PERF	vieneet␣
am001:006	14	pakko_siirtolaisuus	DER.SG.ILL	pakkosiirtolaisuuteen␣
am001:006	-	(ja)	CNJ	ja␣
am001:006	16b	luovuttaa	DER.ACT.PCP2.PERF	luovuttaneet␣
am001:006	16a	%case	NOM	
am001:006	17b	Edom	PR.SG.ALL	Edomille␣
am001:006	17a	%case	LOC	
am001:006	15	kaikki	INDEF.SG.GEN	kaiken␣
am001:006	15	väki	SG.GEN	väen
am001:006	-	(,)	PUNC	,␣
am001:007	am001:007	am001:007	VERSE	Aam␣1:7␣
am001:007	1a	sen_tähden	ADV	sentähden␣
am001:007	1b	(minä)	PERS.SG.NOM	minä␣
am001:007	1b	lähettää	ACT.PRES.1S	lähetän␣
am001:007	2	tuli	SG.GEN	tulen␣
am001:007	4	Gassa	PR.SG.GEN	Gassan␣
am001:007	3b	muuri	SG.PTV	muuria␣
am001:007	3a	vastaan	POST	vastaan
am001:007	-	(,)	PUNC	,␣
am001:007	5a	ja	CNJ	ja␣
am001:007	5b	(se)	DEM.SG.NOM	se␣
am001:007	5b	kuluttaa	DER.ACT.PRES.3S	kuluttaa␣
am001:007	pers%6	se	DEM.SG.GEN	sen␣
am001:007	6	palatsi	PL.NOM	palatsit
am001:007	-	(.)	PUNC	.␣
am001:008	am001:008	am001:008	VERSE	Aam␣1:8␣
am001:008	(1a)	-	UNTRANSLATED	
am001:008	1b	(minä)	PERS.SG.NOM	Minä␣
am001:008	1b	hävittää	DER.ACT.PRES.1S	hävitän␣
am001:008	3b	Asdod	PR.SG.GEN	Asdodin␣
am001:008	3a	%case	GEN	
am001:008	2	asukas	PL.NOM	asukkaat␣
am001:008	4a	ja	CNJ	ja␣
am001:008	6b	Askelon	PR.SG.GEN	Askelonin␣
am001:008	6a	%case	GEN	
am001:008	4b 5	valtikan_pitäjä	DER.PL.NOM	valtikanpitäjät
am001:008	-	(,)	PUNC	,␣
am001:008	7a	ja	CNJ	ja␣
am001:008	7b	(minä)	PERS.SG.NOM	minä␣
am001:008	7b	kääntää	ACT.PRES.1S	käännän␣
am001:008	8	käsi	NOM&SGGEN.-1	käteni␣
am001:008	10	Ekron	PR.SG.PTV	Ekronia␣
am001:008	9	vastaan	POST	vastaan
am001:008	-	(,)	PUNC	,␣
am001:008	11a	ja	CNJ	ja␣
am001:008	13	filistealainen	DER.ADJ.PL.GEN	filistealaisten␣
am001:008	12	tähde	PL.NOM	tähteet␣
am001:008	11b	hukkua	ACT.PRES.3P	hukkuvat
am001:008	-	(,)	PUNC	,␣
am001:008	14	sanoa	ACT.PRES.3S	sanoo␣
am001:008	15	Herra	SG.NOM	Herra
am001:008	-	(,)	PUNC	,␣
am001:008	16	Herra	SG.NOM	Herra
am001:008	-	(.)	PUNC	.␣
am001:009	am001:009	am001:009	VERSE	Aam␣1:9␣
am001:009	1	näin	ADV.AD-A	Näin␣
am001:009	2	sanoa	ACT.PRES.3S	sanoo␣
am001:009	3	Herra	SG.NOM	Herra
am001:009	-	(:)	PUNC	:␣
am001:009	7	Tyyro	PR.SG.GEN	Tyyron␣
am001:009	5	3	NUM.SG.GEN	kolmen␣
am001:009	6	rikos	SG.GEN	rikoksen
am001:009	4	%case	GEN	
am001:009	(8a)	-	UNTRANSLATED	
am001:009	-	(,)	PUNC	,␣
am001:009	9	4	NUM.SG.GEN	neljän␣
am001:009	-	(rikos)	SG.GEN	rikoksen␣
am001:009	8b	tähden	POST	tähden␣
am001:009	11	(minä)	PERS.SG.GEN	minun␣
am001:009	11	(päätös)	NOM&SGGEN.-1	päätökseni␣
am001:009	11	(olla)	COP.ACT.PRES.3S	on␣
am001:009	11	peruuttamaton	DER.ADJ.SG.NOM	peruuttamaton
am001:009	10	%inflection	DER.ADJ.SG.NOM	
am001:009	-	(.)	PUNC	.␣
am001:009	12	koska	SUBORD	Koska␣
am001:009	13	(he)	PERS.PL.NOM	he␣
am001:009	13	(olla)	COP.ACT.PRES.3P	ovat␣
am001:009	13	luovuttaa	DER.ACT.PCP2.PERF	luovuttaneet␣
am001:009	15	kaikki	INDEF.SG.GEN	kaiken␣
am001:009	15	väki	SG.GEN	väen␣
am001:009	14	pakko_siirtolainen	PL.ESS	pakkosiirtolaisina␣
am001:009	16b	Edom	PR.SG.ALL	Edomille␣
am001:009	16a	%case	LOC	
am001:009	17a 17b	ei	NEGV.3P.-CLITIC	eivätkä␣
am001:009	18	(olla)	COP.ACT.PRES.NEG	ole␣
am001:009	18	muistaa	ACT.PCP2.PERF	muistaneet␣
am001:009	19 20	veljes_liitto	SG.PTV	veljesliittoa
am001:009	-	(,)	PUNC	,␣
am001:010	am001:010	am001:010	VERSE	Aam␣1:10␣
am001:010	1a	sen_tähden	ADV	sentähden␣
am001:010	1b	(minä)	PERS.SG.NOM	minä␣
am001:010	1b	lähettää	ACT.PRES.1S	lähetän␣
am001:010	2	tuli	SG.GEN	tulen␣
am001:010	4	Tyyro	PR.SG.GEN	Tyyron␣
am001:010	3b	muuri	SG.PTV	muuria␣
am001:010	3a	vastaan	POST	vastaan
am001:010	-	(,)	PUNC	,␣
am001:010	5a	ja	CNJ	ja␣
am001:010	5b	(se)	DEM.SG.NOM	se␣
am001:010	5b	kuluttaa	DER.ACT.PRES.3S	kuluttaa␣
am001:010	pers%6	se	DEM.SG.GEN	sen␣
am001:010	6	palatsi	PL.NOM	palatsit
am001:010	-	(.)	PUNC	.␣
am001:011	am001:011	am001:011	VERSE	Aam␣1:11␣
am001:011	1	näin	ADV.AD-A	Näin␣
am001:011	2	sanoa	ACT.PRES.3S	sanoo␣
am001:011	3	Herra	SG.NOM	Herra
am001:011	-	(:)	PUNC	:␣
am001:011	7	Edom	PR.SG.GEN	Edomin␣
am001:011	5	3	NUM.SG.GEN	kolmen␣
am001:011	6	rikos	SG.GEN	rikoksen
am001:011	4	%case	GEN	
am001:011	(8a)	-	UNTRANSLATED	
am001:011	-	(,)	PUNC	,␣
am001:011	9	4	NUM.SG.GEN	neljän␣
am001:011	-	(rikos)	SG.GEN	rikoksen␣
am001:011	8b	tähden	POST	tähden␣
am001:011	11	(minä)	PERS.SG.GEN	minun␣
am001:011	11	(päätös)	NOM&SGGEN.-1	päätökseni␣
am001:011	11	(olla)	COP.ACT.PRES.3S	on␣
am001:011	11	peruuttamaton	DER.ADJ.SG.NOM	peruuttamaton
am001:011	10	%inflection	DER.ADJ.SG.NOM	
am001:011	-	(.)	PUNC	.␣
am001:011	12	koska	SUBORD	Koska␣
am001:011	13	(se)	DEM.SG.NOM	se␣
am001:011	13	(olla)	COP.ACT.PRES.3S	on␣
am001:011	13	vainota	ACT.PCP2.PERF	vainonnut␣
am001:011	14b	miekka	SG.ADE	miekalla␣
am001:011	14a	%case	LOC	
am001:011	15	veli	SG.PTV.-3	veljeänsä␣
am001:011	16a	ja	CNJ	ja␣
am001:011	16b	tukahduttaa	ACT.PCP2.PERF	tukahduttanut␣
am001:011	-	(kaikki)	INDEF.SG.GEN	kaiken␣
am001:011	17	armahtavaisuus	DER.SG.GEN	armahtavaisuuden␣
am001:011	18a	ja	CNJ	ja␣
am001:011	18b	pitää	ACT.PCP2.PERF	pitänyt␣
am001:011	19b	ikuinen	ADJ.SG.PTV	ikuista␣
am001:011	19a	%case	PTV	
am001:011	20	viha	SG.PTV	vihaa␣
am001:011	21a	ja	CNJ	ja␣
am001:011	22	säilyttää	DER.ACT.PCP2.PERF	säilyttänyt␣
am001:011	21b	kiukku	NOM&SGGEN.-3	kiukkunsa␣
am001:011	23	ainaisesti	DER.ADV.POS	ainaisesti
am001:011	-	(,)	PUNC	,␣
am001:012	am001:012	am001:012	VERSE	Aam␣1:12␣
am001:012	1a	sen_tähden	ADV	sentähden␣
am001:012	1b	(minä)	PERS.SG.NOM	minä␣
am001:012	1b	lähettää	ACT.PRES.1S	lähetän␣
am001:012	2	tuli	SG.GEN	tulen␣
am001:012	3b	Teeman	PR.SG.PTV	Teemania␣
am001:012	3a	vastaan	POST	vastaan
am001:012	-	(,)	PUNC	,␣
am001:012	4a	ja	CNJ	ja␣
am001:012	4b	(se)	DEM.SG.NOM	se␣
am001:012	4b	kuluttaa	DER.ACT.PRES.3S	kuluttaa␣
am001:012	6	Bosra	PR.SG.GEN	Bosran␣
am001:012	5	palatsi	PL.NOM	palatsit
am001:012	-	(.)	PUNC	.␣
am001:013	am001:013	am001:013	VERSE	Aam␣1:13␣
am001:013	1	näin	ADV.AD-A	Näin␣
am001:013	2	sanoa	ACT.PRES.3S	sanoo␣
am001:013	3	Herra	SG.NOM	Herra
am001:013	-	(:)	PUNC	:␣
am001:013	7 8	ammonilainen	DER.ADJ.PL.GEN	Ammonilaisten␣
am001:013	5	3	NUM.SG.GEN	kolmen␣
am001:013	6	rikos	SG.GEN	rikoksen
am001:013	4	%case	GEN	
am001:013	(9a)	-	UNTRANSLATED	
am001:013	-	(,)	PUNC	,␣
am001:013	10	4	NUM.SG.GEN	neljän␣
am001:013	-	(rikos)	SG.GEN	rikoksen␣
am001:013	9b	tähden	POST	tähden␣
am001:013	12	(minä)	PERS.SG.GEN	minun␣
am001:013	12	(päätös)	NOM&SGGEN.-1	päätökseni␣
am001:013	12	(olla)	COP.ACT.PRES.3S	on␣
am001:013	12	peruuttamaton	DER.ADJ.SG.NOM	peruuttamaton
am001:013	11	%inflection	DER.ADJ.SG.NOM	
am001:013	-	(.)	PUNC	.␣
am001:013	13	koska	SUBORD	Koska␣
am001:013	14	(he)	PERS.PL.NOM	he␣
am001:013	14	(olla)	COP.ACT.PRES.3P	ovat␣
am001:013	14	halkaista	ACT.PCP2.PERF	halkaisseet␣
am001:013	(16a) 16b	Gilead	PR.SG.GEN	Gileadin␣
am001:013	15	raskas	ADJ.PL.NOM	raskaat␣
am001:013	15	vaimo	PL.NOM	vaimot
am001:013	-	(,)	PUNC	,␣
am001:013	18	laajentaa	DER.INF1.TRA.-3	laajentaakseen␣
am001:013	17	%case	TRA	
am001:013	20	alue	SG.PTV.-3	aluettansa
am001:013	19	%case	PTV	
am001:013	-	(,)	PUNC	,␣
am001:014	am001:014	am001:014	VERSE	Aam␣1:14␣
am001:014	1a	sen_tähden	ADV	sentähden␣
am001:014	1b	(minä)	PERS.SG.NOM	minä␣
am001:014	1b	sytyttää	DER.ACT.PRES.1S	sytytän␣
am001:014	2	tuli	SG.GEN	tulen␣
am001:014	4	Rabba	PR.SG.GEN	Rabban␣
am001:014	3b	muuri	SG.PTV	muuria␣
am001:014	3a	vastaan	POST	vastaan
am001:014	-	(,)	PUNC	,␣
am001:014	5a	ja	CNJ	ja␣
am001:014	5b	(se)	DEM.SG.NOM	se␣
am001:014	5b	kuluttaa	DER.ACT.PRES.3S	kuluttaa␣
am001:014	pers%6	se	DEM.SG.GEN	sen␣
am001:014	6	palatsi	PL.NOM	palatsit
am001:014	-	(,)	PUNC	,␣
am001:014	7b	sota_huuto	SG.GEN	sotahuudon␣
am001:014	7a	kaikua	ACT.INF2.INE	kaikuessa␣
am001:014	9	sota	SG.GEN	sodan␣
am001:014	8b	päivä	SG.ESS	päivänä
am001:014	8a	%case	ESS	
am001:014	-	(,)	PUNC	,␣
am001:014	10b	myrsky	SG.GEN	myrskyn␣
am001:014	10a	pauhata	ACT.INF2.INE	pauhatessa␣
am001:014	12	raju_ilma	SG.GEN	rajuilman␣
am001:014	11b	päivä	SG.ESS	päivänä
am001:014	11a	%case	ESS	
am001:014	-	(.)	PUNC	.␣
am001:015	am001:015	am001:015	VERSE	Aam␣1:15␣
am001:015	1a	ja	CNJ	Ja␣
am001:015	pers%2	he	PERS.PL.GEN	heidän␣
am001:015	2	kuningas	NOM&SGGEN.-3	kuninkaansa␣
am001:015	1b	vaeltaa	ACT.PRES.3S	vaeltaa␣
am001:015	3b	pakko_siirtolaisuus	DER.SG.ILL	pakkosiirtolaisuuteen
am001:015	3a	%case	LOC	
am001:015	-	(,)	PUNC	,␣
am001:015	4	hän	PERS.SG.NOM	hän␣
am001:015	5a	ja	CNJ	ja␣
am001:015	pers%5b	hän	PERS.SG.GEN	hänen␣
am001:015	5b	ruhtinas	NOM&SGGEN.-3	ruhtinaansa␣
am001:015	6	kaikki	INDEF.SG.NOM	kaikki␣
am001:015	6	tyynni	ADV	tyynni
am001:015	-	(,)	PUNC	,␣
am001:015	7	sanoa	ACT.PRES.3S	sanoo␣
am001:015	8	Herra	SG.NOM	Herra
am001:015	-	(.)	PUNC	.␣
am002:001	am002:001	am002:001	VERSE	Aam␣2:1␣
am002:001	1	näin	ADV.AD-A	Näin␣
am002:001	2	sanoa	ACT.PRES.3S	sanoo␣
am002:001	3	Herra	SG.NOM	Herra
am002:001	-	(:)	PUNC	:␣
am002:001	7	Mooab	PR.SG.GEN	Mooabin␣
am002:001	5	3	NUM.SG.GEN	kolmen␣
am002:001	6	rikos	SG.GEN	rikoksen
am002:001	4	%case	GEN	
am002:001	(8a)	-	UNTRANSLATED	
am002:001	-	(,)	PUNC	,␣
am002:001	9	4	NUM.SG.GEN	neljän␣
am002:001	-	(rikos)	SG.GEN	rikoksen␣
am002:001	8b	tähden	POST	tähden␣
am002:001	11	(minä)	PERS.SG.GEN	minun␣
am002:001	11	(päätös)	NOM&SGGEN.-1	päätökseni␣
am002:001	11	(olla)	COP.ACT.PRES.3S	on␣
am002:001	11	peruuttamaton	DER.ADJ.SG.NOM	peruuttamaton
am002:001	10	%inflection	DER.ADJ.SG.NOM	
am002:001	-	(.)	PUNC	.␣
am002:001	12	koska	SUBORD	Koska␣
am002:001	13	(se)	DEM.SG.NOM	se␣
am002:001	13	(olla)	COP.ACT.PRES.3S	on␣
am002:001	13	polttaa	ACT.PCP2.PERF	polttanut␣
am002:001	16	Edom	PR.SG.GEN	Edomin␣
am002:001	15	kuningas	SG.GEN	kuninkaan␣
am002:001	14	luu	PL.NOM	luut␣
am002:001	17b	kalkki	SG.TRA	kalkiksi
am002:001	17a	%case	TRA	
am002:001	-	(,)	PUNC	,␣
am002:002	am002:002	am002:002	VERSE	Aam␣2:2␣
am002:002	1a	sen_tähden	ADV	sentähden␣
am002:002	1b	(minä)	PERS.SG.NOM	minä␣
am002:002	1b	lähettää	ACT.PRES.1S	lähetän␣
am002:002	2	tuli	SG.GEN	tulen␣
am002:002	3b	Mooab	PR.SG.PTV	Mooabia␣
am002:002	3a	vastaan	POST	vastaan
am002:002	-	(,)	PUNC	,␣
am002:002	4a	ja	CNJ	ja␣
am002:002	4b	(se)	DEM.SG.NOM	se␣
am002:002	4b	kuluttaa	DER.ACT.PRES.3S	kuluttaa␣
am002:002	(6a) 6b	Kerijot	PR.SG.GEN	Kerijotin␣
am002:002	5	palatsi	PL.NOM	palatsit
am002:002	-	(.)	PUNC	.␣
am002:002	7a	ja	CNJ	Ja␣
am002:002	9	Mooab	PR.SG.NOM	Mooab␣
am002:002	7b	kuolla	ACT.PRES.3S	kuolee␣
am002:002	8b	sota	SG.GEN	sodan␣
am002:002	8b	melske	SG.INE	melskeessä
am002:002	8a	%case	LOC	
am002:002	-	(,)	PUNC	,␣
am002:002	10b	sota_huuto	SG.GEN	sotahuudon␣
am002:002	10a	%case	GEN	
am002:002	-	(ja)	CNJ	ja␣
am002:002	12	pasuna	SG.GEN	pasunan␣
am002:002	11b	pauhina	SG.INE	pauhinassa
am002:002	11a	%case	LOC	
am002:002	-	(.)	PUNC	.␣
am002:003	am002:003	am002:003	VERSE	Aam␣2:3␣
am002:003	1a	ja	CNJ	Ja␣
am002:003	1b	(minä)	PERS.SG.NOM	minä␣
am002:003	1b	hävittää	DER.ACT.PRES.1S	hävitän␣
am002:003	2	tuomari	SG.GEN	tuomarin␣
am002:003	pers%3b	se	DEM.SG.GEN	sen␣
am002:003	3b	keskeltä	PREP	keskeltä
am002:003	3a	%case	LOC	
am002:003	-	(,)	PUNC	,␣
am002:003	4a	ja	CNJ	ja␣
am002:003	4b	kaikki	INDEF.SG.NOM	kaikki␣
am002:003	pers%5	se	DEM.SG.GEN	sen␣
am002:003	5	pää_mies	PL.NOM	päämiehet␣
am002:003	6	(minä)	PERS.SG.NOM	minä␣
am002:003	6	tappaa	ACT.PRES.1S	tapan␣
am002:003	7	yhdessä	ADV	yhdessä␣
am002:003	pers%7	se	DEM.SG.GEN	sen␣
am002:003	7	kanssa	POST	kanssa
am002:003	-	(,)	PUNC	,␣
am002:003	8	sanoa	ACT.PRES.3S	sanoo␣
am002:003	9	Herra	SG.NOM	Herra
am002:003	-	(.)	PUNC	.␣
am002:004	am002:004	am002:004	VERSE	Aam␣2:4␣
am002:004	1	näin	ADV.AD-A	Näin␣
am002:004	2	sanoa	ACT.PRES.3S	sanoo␣
am002:004	3	Herra	SG.NOM	Herra
am002:004	-	(:)	PUNC	:␣
am002:004	7	Juuda	PR.SG.GEN	Juudan␣
am002:004	5	3	NUM.SG.GEN	kolmen␣
am002:004	6	rikos	SG.GEN	rikoksen
am002:004	4	%case	GEN	
am002:004	(8a)	-	UNTRANSLATED	
am002:004	-	(,)	PUNC	,␣
am002:004	9	4	NUM.SG.GEN	neljän␣
am002:004	-	(rikos)	SG.GEN	rikoksen␣
am002:004	8b	tähden	POST	tähden␣
am002:004	11	(minä)	PERS.SG.GEN	minun␣
am002:004	11	(päätös)	NOM&SGGEN.-1	päätökseni␣
am002:004	11	(olla)	COP.ACT.PRES.3S	on␣
am002:004	11	peruuttamaton	DER.ADJ.SG.NOM	peruuttamaton
am002:004	10	%inflection	DER.ADJ.SG.NOM	
am002:004	-	(.)	PUNC	.␣
am002:004	12	koska	SUBORD	Koska␣
am002:004	13	(he)	PERS.PL.NOM	he␣
am002:004	13	(olla)	COP.ACT.PRES.3P	ovat␣
am002:004	13	hyljätä	ACT.PCP2.PERF	hyljänneet␣
am002:004	16	Herra	SG.GEN	Herran␣
am002:004	15	laki	SG.GEN	lain␣
am002:004	14	%case	GEN	
am002:004	17a 18	ei	NEGV.3P.-CLITIC	eivätkä␣
am002:004	19	(olla)	COP.ACT.PRES.NEG	ole␣
am002:004	19	pitää	ACT.PCP2.PERF	pitäneet␣
am002:004	pers%17b	hän	PERS.SG.GEN	hänen␣
am002:004	17b	käsky	PL.PTV.-3	käskyjänsä
am002:004	-	(,)	PUNC	,␣
am002:004	20a	vaan	SUBORD	vaan␣
am002:004	pers%21	he	PERS.PL.GEN	heidän␣
am002:004	21	valhe_jumala	NOM&SGGEN.-3	valhejumalansa
am002:004	-	(,)	PUNC	,␣
am002:004	22	joka	REL.PL.GEN	joiden␣
am002:004	25	perässä	POST	perässä␣
am002:004	-	(jo)	ADV	jo␣
am002:004	pers%24	he	PERS.PL.GEN	heidän␣
am002:004	24	isä	NOM&SGGEN.-3	isänsä␣
am002:004	23	kulkea	ACT.PAST.3P	kulkivat
am002:004	-	(,)	PUNC	,␣
am002:004	20b	(olla)	COP.ACT.PRES.3P	ovat␣
am002:004	pers%20b	he	PERS.PL.ACC	heidät␣
am002:004	20b	vietellä	ACT.PCP2.PERF	vietelleet
am002:004	-	(,)	PUNC	,␣
am002:005	am002:005	am002:005	VERSE	Aam␣2:5␣
am002:005	1a	sen_tähden	ADV	sentähden␣
am002:005	1b	(minä)	PERS.SG.NOM	minä␣
am002:005	1b	lähettää	ACT.PRES.1S	lähetän␣
am002:005	2	tuli	SG.GEN	tulen␣
