lv001:001	lv001:001	lv001:001	VERSE	3Ms␣1:1␣
lv001:005	(17a) 17b	alttari	SG.ALL	alttarille
lv001:005	16	%case	LOC	
lv001:005	-	(,)	PUNC	,␣
lv001:005	19	joka	REL.INDEF.SG.NOM	joka␣
lv001:005	-	(olla)	COP.ACT.PRES.3S	on␣
lv001:005	21 22	ilmestys_maja	SG.GEN	ilmestysmajan␣
lv001:005	20	ovi	SG.ADE	ovella
lv001:005	-	(.)	PUNC	.␣
lv001:006	lv001:006	lv001:006	VERSE	3Ms␣1:6␣
lv001:006	1a	ja	CNJ	Ja␣
lv001:006	1b	(hän)	PERS.SG.NOM	hän␣
lv001:006	1b	nylkeä	ACT.IMP.3S	nylkeköön␣
lv001:006	(3a) 3b	poltto_uhri_teuras	SG.GEN	polttouhriteuraan␣
lv001:006	2	%case	GEN	
lv001:006	4a	ja	CNJ	ja␣
lv001:006	4b	leikellä	ACT.IMP.3S	leikelköön␣
lv001:006	5	se	DEM.SG.GEN	sen␣
lv001:006	6b	määrä_kappale	PL.TRA	määräkappaleiksi
lv001:006	6a	%case	TRA	
lv001:006	-	(.)	PUNC	.␣
lv001:007	lv001:007	lv001:007	VERSE	3Ms␣1:7␣
lv001:007	1a	ja	CNJ	Ja␣
lv001:007	(4a) 4b	pappi	SG.NOM	pappi␣
lv001:007	3	Aaron	PR.SG.GEN	Aaronin␣
lv001:007	2	poika	PL.NOM	pojat␣
lv001:007	1b	tehdä	ACT.IMP.3P	tehkööt␣
lv001:007	5	tuli	SG.GEN	tulen␣
lv001:007	(7a) 7b	alttari	SG.ALL	alttarille␣
lv001:007	6	%case	LOC	
lv001:007	8a	ja	CNJ	ja␣
lv001:007	8b	panna	ACT.IMP.3P	pankoot␣
lv001:007	9	halko	PL.PTV	halkoja␣
lv001:007	(11a) 11b	tuli	SG.ILL	tuleen
lv001:007	10	%case	LOC	
lv001:007	-	(.)	PUNC	.␣
lv001:008	lv001:008	lv001:008	VERSE	3Ms␣1:8␣
lv001:008	1a	ja	CNJ	Ja␣
lv001:008	(4a) 4b	pappi	PL.NOM	papit
lv001:008	-	(,)	PUNC	,␣
lv001:008	3	Aaron	PR.SG.GEN	Aaronin␣
lv001:008	2	poika	PL.NOM	pojat
lv001:008	-	(,)	PUNC	,␣
lv001:008	1b	asettaa	ACT.IMP.3P	asettakoot␣
lv001:008	(6a) 6b	kappale	PL.NOM	kappaleet␣
lv001:008	5	%case	NOM	
lv001:008	-	(ynnä)		ynnä␣
lv001:008	(8a) 8b	pää	SG.GEN	pään␣
lv001:008	7	%case	GEN	
lv001:008	9a	ja	CNJ	ja␣
lv001:008	(10a) 10b	rasva	SG.GEN	rasvan␣
lv001:008	9b	%case	GEN	
lv001:008	(12a) 12b	halko	PL.GEN	halkojen␣
lv001:008	11	päälle	PREP	päälle
lv001:008	-	(,)	PUNC	,␣
lv001:008	13	joka	REL.PL.NOM	jotka␣
lv001:008	-	(olla)	COP.ACT.PRES.3P	ovat␣
lv001:008	(15a) 15b	tuli	SG.INE	tulessa␣
lv001:008	14	%case	LOC	
lv001:008	(18a) 18b	alttari	SG.ADE	alttarilla
lv001:008	16 17	%case	LOC	
lv001:008	-	(.)	PUNC	.␣
lv001:009	lv001:009	lv001:009	VERSE	3Ms␣1:9␣
lv001:009	1a	mutta	CNJ	Mutta␣
lv001:009	1b	sisälmykset	PL.NOM	sisälmykset␣
lv001:009	2a	ja	CNJ	ja␣
lv001:009	2b	jalka	PL.NOM	jalat␣
lv001:009	3	(hän)	PERS.SG.NOM	hän␣
lv001:009	3	pestä	ACT.IMP.3S	pesköön␣
lv001:009	4b	vesi	SG.INE	vedessä
lv001:009	4a	%case	LOC	
lv001:009	-	(,)	PUNC	,␣
lv001:009	5a	ja	CNJ	ja␣
lv001:009	(6a) 6b	pappi	SG.NOM	pappi␣
lv001:009	5b	polttaa	ACT.IMP.3S	polttakoon␣
lv001:009	(8a) 8b	kaikki	INDEF.SG.GEN	kaiken␣
lv001:009	7	%case	GEN	
lv001:009	(9a) 9b	alttari	SG.ADE	alttarilla
lv001:009	-	(;)	PUNC	;␣
lv001:009	-	(se)	DEM.SG.NOM	se␣
lv001:009	-	(olla)	COP.ACT.PRES.3S	on␣
lv001:009	10	poltto_uhri	SG.NOM	polttouhri
lv001:009	-	(,)	PUNC	,␣
lv001:009	13	suloisesti	DER.ADV.POS	suloisesti␣
lv001:009	12	tuoksuva	ADJ.SG.NOM	tuoksuva␣
lv001:009	11	uhri	SG.NOM	uhri␣
lv001:009	14b	Herra	SG.ALL	Herralle
lv001:009	14a	%case	LOC	
lv001:009	-	(.)	PUNC	.␣
lv001:010	lv001:010	lv001:010	VERSE	3Ms␣1:10␣
lv001:010	1a	ja	CNJ	Ja␣
lv001:010	1b	jos	SUBORD	jos␣
lv001:010	pers%4	hän	PERS.SG.GEN	hänen␣
lv001:010	4	uhri_lahja	NOM&SGGEN.-3	uhrilahjansa
lv001:010	-	(,)	PUNC	,␣
lv001:010	-	(joka)	REL.INDEF.SG.NOM	joka␣
lv001:010	-	(olla)	COP.ACT.PRES.3S	on␣
lv001:010	-	(tarkoittaa)	PSS.PCP2.PERF	tarkoitettu␣
lv001:010	10b	poltto_uhri	SG.TRA	polttouhriksi
lv001:010	10a	%case	TRA	
lv001:010	-	(,)	PUNC	,␣
lv001:010	-	(olla)	COP.ACT.PRES.3S	on␣
lv001:010	-	(ottaa)	PSS.PCP2.PERF	otettu␣
lv001:010	(3a) 3b	pikku_karja	SG.ELA	pikkukarjasta
lv001:010	2	%case	LOC	
lv001:010	-	(,)	PUNC	,␣
lv001:010	(6a) 6b	lammas	PL.ELA	lampaista␣
lv001:010	5	%case	LOC	
lv001:010	7	tai	CNJ	tai␣
lv001:010	(9a) 9b	vuohi	PL.ELA	vuohista
lv001:010	8	%case	LOC	
lv001:010	-	(,)	PUNC	,␣
lv001:010	13	tuoda	ACT.IMP.3S	tuokoon␣
lv001:010	12	virheetön	DER.ADJ.SG.GEN	virheettömän␣
lv001:010	11	uros_puoli	SG.GEN	urospuolen
lv001:010	-	(.)	PUNC	.␣
lv001:011	lv001:011	lv001:011	VERSE	3Ms␣1:11␣
lv001:011	1a	ja	CNJ	Ja␣
lv001:011	1b	teurastaa	ACT.IMP.3S	teurastakoon␣
lv001:011	2	se	DEM.SG.GEN	sen␣
lv001:011	(5a) 5b	alttari	SG.GEN	alttarin␣
lv001:011	4 6	pohjois_sivu	SG.ADE	pohjoissivulla
lv001:011	3	%case	LOC	
lv001:011	-	(,)	PUNC	,␣
lv001:011	8	Herra	SG.GEN	Herran␣
lv001:011	7a 7b	edessä	PREP	edessä
lv001:011	-	(;)	PUNC	;␣
lv001:011	9a	ja	CNJ	ja␣
lv001:011	(12a) 12b	pappi	PL.NOM	papit
lv001:011	-	(,)	PUNC	,␣
lv001:011	11	Aaron	PR.SG.GEN	Aaronin␣
lv001:011	10	poika	PL.NOM	pojat
lv001:011	-	(,)	PUNC	,␣
lv001:011	9b	vihmoa	ACT.IMP.3P	vihmokoot␣
lv001:011	pers%14	se	DEM.SG.GEN	sen␣
lv001:011	14	veri	SG.GEN	veren␣
lv001:011	13	%case	GEN	
lv001:011	(16a) 16b	alttari	SG.ALL	alttarille␣
lv001:011	15	%case	LOC	
lv001:011	17	ympäri	ADV.-3	ympärinsä
lv001:011	-	(.)	PUNC	.␣
lv001:012	lv001:012	lv001:012	VERSE	3Ms␣1:12␣
lv001:012	1a	ja	CNJ	Ja␣
lv001:012	1b	(hän)	PERS.SG.NOM	hän␣
lv001:012	1b	leikellä	ACT.IMP.3S	leikelköön␣
lv001:012	2	se	DEM.SG.GEN	sen␣
lv001:012	3b	määrä_kappale	PL.TRA	määräkappaleiksi
lv001:012	3a	%case	TRA	
lv001:012	-	(,)	PUNC	,␣
lv001:012	8a	ja	CNJ	ja␣
lv001:012	(9a) 9b	pappi	SG.NOM	pappi␣
lv001:012	8b	asettaa	ACT.IMP.3S	asettakoon␣
lv001:012	10	ne	DEM.PL.NOM	ne␣
lv001:012	4a	ynnä		ynnä␣
lv001:012	5	pää	SG.GEN	pään␣
lv001:012	4b	%case	GEN	
lv001:012	6a	ja	CNJ	ja␣
lv001:012	7	rasva	SG.GEN	rasvan␣
lv001:012	6b	%case	GEN	
lv001:012	(12a) 12b	halko	PL.GEN	halkojen␣
lv001:012	11	päälle	PREP	päälle
lv001:012	-	(,)	PUNC	,␣
lv001:012	13	joka	REL.PL.NOM	jotka␣
lv001:012	-	(olla)	COP.ACT.PRES.3P	ovat␣
lv001:012	(15a) 15b	tuli	SG.INE	tulessa␣
lv001:012	14	%case	LOC	
lv001:012	(18a) 18b	alttari	SG.ADE	alttarilla
lv001:012	16 17	%case	LOC	
lv001:012	-	(.)	PUNC	.␣
lv001:013	lv001:013	lv001:013	VERSE	3Ms␣1:13␣
lv001:013	1a	mutta	CNJ	Mutta␣
lv001:013	(1b) 1c	sisälmykset	PL.NOM	sisälmykset␣
lv001:013	2a	ja	CNJ	ja␣
lv001:013	(2b) 2c	jalka	PL.NOM	jalat␣
lv001:013	3	(hän)	PERS.SG.NOM	hän␣
lv001:013	3	pestä	ACT.IMP.3S	pesköön␣
lv001:013	4b	vesi	SG.INE	vedessä
lv001:013	4a	%case	LOC	
lv001:013	-	(,)	PUNC	,␣
lv001:013	5a	ja	CNJ	ja␣
lv001:013	(6a) 6b	pappi	SG.NOM	pappi␣
lv001:013	5b	tuoda	ACT.IMP.3S	tuokoon␣
lv001:013	-	(se)	DEM.SG.GEN	sen␣
lv001:013	(8a) 8b	kaikki	INDEF.SG.GEN	kaiken␣
lv001:013	7	%case	GEN	
lv001:013	9a	ja	CNJ	ja␣
lv001:013	9b	polttaa	ACT.IMP.3S	polttakoon␣
lv001:013	(10a) 10b	alttari	SG.ADE	alttarilla
lv001:013	-	(;)	PUNC	;␣
lv001:013	12	se	DEM.SG.NOM	se␣
lv001:013	-	(olla)	COP.ACT.PRES.3S	on␣
lv001:013	11	poltto_uhri	SG.NOM	polttouhri
lv001:013	-	(,)	PUNC	,␣
lv001:013	15	suloisesti	DER.ADV.POS	suloisesti␣
lv001:013	14	tuoksuva	ADJ.SG.NOM	tuoksuva␣
lv001:013	13	uhri	SG.NOM	uhri␣
lv001:013	16b	Herra	SG.ALL	Herralle
lv001:013	16a	%case	LOC	
lv001:013	-	(.)	PUNC	.␣
lv001:014	lv001:014	lv001:014	VERSE	3Ms␣1:14␣
lv001:014	1a	ja	CNJ	Ja␣
lv001:014	1b	jos	SUBORD	jos␣
lv001:014	pers%5	hän	PERS.SG.GEN	hänen␣
lv001:014	5	uhri_lahja	NOM&SGGEN.-3	uhrilahjansa␣
lv001:014	6b	Herra	SG.ALL	Herralle␣
lv001:014	6a	%case	LOC	
lv001:014	-	(olla)	COP.ACT.PRES.3S	on␣
lv001:014	(3a) 3b 4	lintu_poltto_uhri	SG.NOM	lintupolttouhri
lv001:014	2	%case	NOM	
lv001:014	(7a)	-	UNTRANSLATED	
lv001:014	-	(,)	PUNC	,␣
lv001:014	7b	tuoda	ACT.IMP.3S	tuokoon␣
lv001:014	15	uhri_lahja	SG.ESS.-3	uhrilahjanaan␣
lv001:014	14	%case	ESS	
lv001:014	(9a) 9b	metsä_kyyhkynen	PL.PTV	metsäkyyhkysiä␣
lv001:014	8	%case	PTV	
lv001:014	10	tai	CNJ	tai␣
lv001:014	12 (13a) 13b	kyyhkysen_poika	PL.PTV	kyyhkysenpoikia
lv001:014	11	%case	PTV	
lv001:014	-	(.)	PUNC	.␣
lv001:015	lv001:015	lv001:015	VERSE	3Ms␣1:15␣
lv001:015	1a	ja	CNJ	Ja␣
lv001:015	(2a) 2b	pappi	SG.NOM	pappi␣
lv001:015	1b	tuoda	ACT.IMP.3S	tuokoon␣
lv001:015	pers%1b	se	DEM.SG.GEN	sen␣
lv001:015	(4a) 4b	alttari	SG.ALL	alttarille
lv001:015	3	%case	LOC	
lv001:015	(5a)	-	UNTRANSLATED	
lv001:015	-	(,)	PUNC	,␣
lv001:015	5b	vääntää	ACT.IMP.3S	vääntäköön␣
lv001:015	pers%7	se	DEM.SG.ABL	siltä␣
lv001:015	7	niska	PL.NOM	niskat␣
lv001:015	6	%case	NOM	
lv001:015	5b	poikki	PREP	poikki␣
lv001:015	8a	ja	CNJ	ja␣
lv001:015	8b	polttaa	ACT.IMP.3S	polttakoon␣
lv001:015	-	(se)	DEM.SG.GEN	sen␣
lv001:015	(9a) 9b	alttari	SG.ADE	alttarilla
lv001:015	-	(,)	PUNC	,␣
lv001:015	10a	ja	CNJ	ja␣
lv001:015	10b	pusertaa	PSS.IMP	puserrettakoon␣
lv001:015	pers%11	se	DEM.SG.GEN	sen␣
lv001:015	11	veri	SG.NOM	veri␣
lv001:015	(14a) 14b	alttari	SG.GEN	alttarin␣
lv001:015	13	seinä	SG.ILL	seinään
lv001:015	12	%case	LOC	
lv001:015	-	(.)	PUNC	.␣
lv001:016	lv001:016	lv001:016	VERSE	3Ms␣1:16␣
lv001:016	1a	ja	CNJ	Ja␣
lv001:016	1b	(hän)	PERS.SG.NOM	hän␣
lv001:016	1b	ottaa	ACT.IMP.3S	ottakoon␣
lv001:016	pers%3	se	DEM.SG.GEN	sen␣
lv001:016	3	kupu	SG.GEN	kuvun␣
lv001:016	2	%case	GEN	
lv001:016	4b	rapa	CMT.-3	rapoineen␣
lv001:016	4a	%case	CMT	
lv001:016	1b	pois	ADV	pois␣
lv001:016	5a	ja	CNJ	ja␣
lv001:016	5b	heittää	ACT.IMP.3S	heittäköön␣
lv001:016	6	se	DEM.SG.GEN	sen␣
lv001:016	(8a) 8b	alttari	SG.GEN	alttarin␣
lv001:016	7	viereen	POST	viereen␣
lv001:016	9	itä_puoli	SG.ALL	itäpuolelle
lv001:016	-	(,)	PUNC	,␣
lv001:016	11 (12a) 12b	tuhka_läjä	SG.ALL	tuhkaläjälle
lv001:016	10	%case	LOC	
lv001:016	-	(.)	PUNC	.␣
lv001:017	lv001:017	lv001:017	VERSE	3Ms␣1:17␣
lv001:017	1a	sitten	ADV	Sitten␣
lv001:017	1b	(hän)	PERS.SG.NOM	hän␣
lv001:017	1b	reväistä	ACT.IMP.3S	reväisköön␣
lv001:017	2	se	DEM.SG.GEN	sen␣
lv001:017	1b	auki	ADV	auki␣
lv001:017	3b	siipi	PL.GEN	siipien␣
lv001:017	3a	kohta	SG.ABL	kohdalta
lv001:017	-	(,)	PUNC	,␣
lv001:017	-	(ne)	DEM.PL.PTV	niitä␣
lv001:017	-	(kuitenkaan)	ADV	kuitenkaan␣
lv001:017	5	irroittaa	INF3.ABE	irroittamatta
lv001:017	4	%inflection	INF3.ABE	
lv001:017	-	(,)	PUNC	,␣
lv001:017	6a	ja	CNJ	ja␣
lv001:017	(8a) 8b	pappi	SG.NOM	pappi␣
lv001:017	6b	polttaa	ACT.IMP.3S	polttakoon␣
lv001:017	7	se	DEM.SG.GEN	sen␣
lv001:017	(9a) 9b	alttari	SG.ADE	alttarilla␣
lv001:017	(11a) 11b	halko	PL.GEN	halkojen␣
lv001:017	10	päällä	PREP	päällä
lv001:017	-	(,)	PUNC	,␣
lv001:017	12	joka	REL.PL.NOM	jotka␣
lv001:017	-	(olla)	COP.ACT.PRES.3P	ovat␣
lv001:017	(14a) 14b	tuli	SG.INE	tulessa
lv001:017	13	%case	LOC	
lv001:017	-	(;)	PUNC	;␣
lv001:017	16	se	DEM.SG.NOM	se␣
lv001:017	-	(olla)	COP.ACT.PRES.3S	on␣
lv001:017	15	poltto_uhri	SG.NOM	polttouhri
lv001:017	-	(,)	PUNC	,␣
lv001:017	19	suloisesti	DER.ADV.POS	suloisesti␣
lv001:017	18	tuoksuva	ADJ.SG.NOM	tuoksuva␣
lv001:017	17	uhri	SG.NOM	uhri␣
lv001:017	20b	Herra	SG.ALL	Herralle
lv001:017	20a	%case	LOC	
lv001:017	-	(.)	PUNC	.
lv001:017	-	(")	PUNC.RIGHT	"␣
lv002:001	lv002:001	lv002:001	VERSE	3Ms␣2:1␣
lv002:001	(1a)	-	UNTRANSLATED	
lv002:001	-	(")	PUNC.LEFT	"
lv002:001	2	jos	SUBORD	Jos␣
lv002:001	1b	joku	INDEF.SG.NOM	joku␣
lv002:001	tasp%3	tahtoa	ACT.PRES.3S	tahtoo␣
lv002:001	3	tuoda	INF1.LAT	tuoda␣
lv002:001	6b	Herra	SG.ALL	Herralle␣
lv002:001	6a	%case	LOC	
lv002:001	4	lahja	SG.TRA	lahjaksi␣
lv002:001	5	ruoka_uhri	SG.GEN	ruokauhrin
lv002:001	-	(,)	PUNC	,␣
lv002:001	8	olla	COP.ACT.IMP.3S	olkoon␣
lv002:001	pers%9	hän	PERS.SG.GEN	hänen␣
lv002:001	9	uhri_lahja	SG.ESS.-3	uhrilahjanaan␣
lv002:001	7	lesty	ADJ.PL.PTV	lestyjä␣
lv002:001	7	jauho	PL.PTV	jauhoja
lv002:001	-	(;)	PUNC	;␣
lv002:001	10a	ja	CNJ	ja␣
lv002:001	10b	(hän)	PERS.SG.NOM	hän␣
lv002:001	10b	vuodattaa	DER.ACT.IMP.3S	vuodattakoon␣
lv002:001	11	se	DEM.SG.ILL	siihen␣
lv002:001	12	öljy	SG.PTV	öljyä␣
lv002:001	13a	ja	CNJ	ja␣
lv002:001	13b	panna	ACT.IMP.3S	pankoon␣
lv002:001	pers%14	se	DEM.SG.GEN	sen␣
lv002:001	14	päälle	PREP	päälle␣
lv002:001	15	suitsuke	SG.PTV	suitsuketta␣
lv002:002	lv002:002	lv002:002	VERSE	3Ms␣2:2␣
lv002:002	1a	ja	CNJ	ja␣
lv002:002	1b	viedä	ACT.IMP.3S	vieköön␣
lv002:002	pers%1b	se	DEM.SG.GEN	sen␣
lv002:002	(5a) 5b	pappi	PL.ALL	papeille
lv002:002	-	(,)	PUNC	,␣
lv002:002	4	Aaron	PR.SG.GEN	Aaronin␣
lv002:002	3	poika	PL.ALL	pojille
lv002:002	2	%case	LOC	
lv002:002	-	(,)	PUNC	,␣
lv002:002	6a	ja	CNJ	ja␣
lv002:002	(16a) 16b	pappi	SG.NOM	pappi␣
lv002:002	6b	ottaa	ACT.IMP.3S	ottakoon␣
lv002:002	9	kourallinen	SG.GEN	kourallisen␣
lv002:002	8	%case	GEN	
lv002:002	7b	ne	DEM.PL.PTV	niitä␣
lv002:002	7a	%case	PTV	
lv002:002	10b	jauho	PL.PTV	jauhoja␣
lv002:002	10a	%case	PTV	
lv002:002	11a	ja	CNJ	ja␣
lv002:002	pers%11c	se	DEM.SG.PTV	sitä␣
lv002:002	11c	öljy	SG.PTV	öljyä␣
lv002:002	11b	%case	PTV	
lv002:002	12	ynnä		ynnä␣
lv002:002	13	kaikki	INDEF.SG.GEN	kaiken␣
lv002:002	14	suitsuke	SG.GEN	suitsukkeen␣
lv002:002	15a	ja	CNJ	ja␣
lv002:002	15b	polttaa	ACT.IMP.3S	polttakoon␣
lv002:002	-	(tämä)	DEM.SG.GEN	tämän␣
lv002:002	18	alttari_uhri_osa	SG.GEN	alttariuhriosan␣
lv002:002	17	%case	GEN	
lv002:002	(19a) 19b	alttari	SG.ADE	alttarilla␣
lv002:002	22	suloisesti	DER.ADV.POS	suloisesti␣
lv002:002	21	tuoksuva	ADJ.SG.ESS	tuoksuvana␣
lv002:002	20	uhri	SG.ESS	uhrina␣
lv002:002	23b	Herra	SG.ALL	Herralle
lv002:002	23a	%case	LOC	
lv002:002	-	(.)	PUNC	.␣
lv002:003	lv002:003	lv002:003	VERSE	3Ms␣2:3␣
lv002:003	1a	mutta	CNJ	Mutta␣
lv002:003	-	(se)	DEM.SG.NOM	se
lv002:003	-	(,)	PUNC	,␣
lv002:003	-	(mikä)	INT.REL.INDEF.SG.NOM	mikä␣
lv002:003	(1b) 1c	jäädä	ACT.PRES.3S	jää␣
lv002:003	(1b) 1c	tähde	SG.TRA	tähteeksi␣
lv002:003	(3a) 3b	ruoka_uhri	SG.ELA	ruokauhrista
lv002:003	2	%case	LOC	
lv002:003	-	(,)	PUNC	,␣
lv002:003	-	(olla)	COP.ACT.IMP.3S	olkoon␣
lv002:003	4b	Aaron	PR.SG.GEN	Aaronin␣
lv002:003	4a	%case	GEN	
lv002:003	5a	ja	CNJ	ja␣
lv002:003	pers%5c	hän	PERS.SG.GEN	hänen␣
lv002:003	5c	poika	PL.GEN.-3	poikiensa␣
lv002:003	5b	oma	ADJ.SG.NOM	oma
lv002:003	-	(;)	PUNC	;␣
lv002:003	-	(se)	DEM.SG.NOM	se␣
lv002:003	-	(olla)	COP.ACT.PRES.3S	on␣
lv002:003	6 7	korkeasti_pyhä	ADJ.SG.PTV	korkeasti-pyhää
lv002:003	-	(,)	PUNC	,␣
lv002:003	9	Herra	SG.GEN	Herran␣
lv002:003	8b	uhri	SG.PTV	uhria
lv002:003	8a	%case	PTV	
lv002:003	-	(.)	PUNC	.␣
lv002:004	lv002:004	lv002:004	VERSE	3Ms␣2:4␣
lv002:004	1a	mutta	CNJ	Mutta␣
lv002:004	1b	jos	SUBORD	jos␣
lv002:004	2	(tahtoa)	ACT.PRES.2S	tahdot␣
lv002:004	2	tuoda	INF1.LAT	tuoda␣
lv002:004	3 4	ruoka_uhri_lahja	SG.GEN	ruokauhrilahjan␣
lv002:004	6	uuni	SG.INE	uunissa␣
lv002:004	5	paistaa:paistettu	PSS.PCP2.SG.ELA	paistetusta
lv002:004	-	(,)	PUNC	,␣
