2p001:001	2p001:001	2p001:001	VERSE	2Pt␣1:1␣
2p001:006	(17) 18a	jumalisuus	DER.SG.PTV	jumalisuutta
2p001:006	18b	,	PUNC	,␣
2p001:007	2p001:007	2p001:007	VERSE	2Pt␣1:7␣
2p001:007	(3) 4	jumalisuus	DER.SG.INE	jumalisuudessa␣
2p001:007	1	%case	LOC	
2p001:007	(2)	-	UNTRANSLATED	
2p001:007	(5) 6a	veljellinen	ADJ.SG.PTV	veljellistä␣
2p001:007	(5) 6a	rakkaus	DER.SG.PTV	rakkautta
2p001:007	6b	,	PUNC	,␣
2p001:007	10 (9)	veljellinen	ADJ.SG.INE	veljellisessä␣
2p001:007	10 (9)	rakkaus	DER.SG.INE	rakkaudessa␣
2p001:007	7	%case	LOC	
2p001:007	(8)	-	UNTRANSLATED	
2p001:007	-	(yhteinen)	ADJ.SG.PTV	yhteistä␣
2p001:007	(11) 12a	rakkaus	DER.SG.PTV	rakkautta
2p001:007	12b	.	PUNC	.␣
2p001:008	2p001:008	2p001:008	VERSE	2Pt␣1:8␣
2p001:008	2	sillä	SUBORD	Sillä␣
2p001:008	-	(jos)	SUBORD	jos␣
2p001:008	3	te	PERS.PL.ADE	teillä␣
2p001:008	4	olla	COP.ACT.PRES.3S	on␣
2p001:008	1	nämä	DEM.PL.NOM	nämä␣
2p001:008	5	ja	CNJ	ja␣
2p001:008	6	(ne)	DEM.PL.NOM	ne␣
2p001:008	6	yhä	ADV	yhä␣
2p001:008	6	enetä	ACT.PRES.3P	enenevät
2p001:008	-	(,)	PUNC	,␣
2p001:008	-	(niin)	ADV.AD-A	niin␣
2p001:008	-	(ne)	DEM.PL.NOM	ne␣
2p001:008	7	ei	NEGV.3P	eivät␣
2p001:008	11	(sallia)	ACT.PRES.NEG	salli␣
2p001:008	-	(te)	PERS.PL.GEN	teidän␣
2p001:008	11	olla	COP.INF1.LAT	olla␣
2p001:008	8	toimeton	DER.ADJ.PL.PTV	toimettomia␣
2p001:008	9	ei	NEGV.3S.-CLITIC	eikä␣
2p001:008	10	hedelmätön	DER.ADJ.PL.PTV	hedelmättömiä␣
2p001:008	16	me	PERS.PL.GEN	meidän␣
2p001:008	(14) 15	Herra	NOM&SGGEN.-1	Herramme␣
2p001:008	17	Jeesus	PR.SG.GEN	Jeesuksen␣
2p001:008	18	Kristus	PR.SG.GEN	Kristuksen␣
2p001:008	(13) 19a	tunteminen	DER.SG.INE	tuntemisessa
2p001:008	12	%case	LOC	
2p001:008	19b	.	PUNC	.␣
2p001:009	2p001:009	2p001:009	VERSE	2Pt␣1:9␣
2p001:009	1	joka	REL.SG.ADE	Jolla␣
2p001:009	2	sitä_vastoin	ADV	sitävastoin␣
2p001:009	3	ei	NEGV.3S	ei␣
2p001:009	5a	ne	DEM.PL.PTV	niitä␣
2p001:009	4	olla	COP.ACT.PRES.NEG	ole
2p001:009	-	(,)	PUNC	,␣
2p001:009	7	(se)	DEM.SG.NOM	se␣
2p001:009	7	olla	COP.ACT.PRES.3S	on␣
2p001:009	6	sokea	ADJ.SG.NOM	sokea
2p001:009	-	(,)	PUNC	,␣
2p001:009	8a	liki_näköinen	ADJ.SG.NOM	likinäköinen
2p001:009	8b	,	PUNC	,␣
2p001:009	10 9	(olla)	COP.ACT.PRES.3S	on␣
2p001:009	10 9	unhottaa	ACT.PCP2.PERF	unhottanut␣
2p001:009	(11) 12	puhdistua	DER.ACT.PCP2.-3.REFR	puhdistuneensa␣
2p001:009	14	entinen	ADJ.PL.ELA	entisistä␣
2p001:009	(13) 16a	synti	PL.ELA.-3	synneistänsä
2p001:009	15	%pers	3	
2p001:009	16b	.	PUNC	.␣
2p001:010	2p001:010	2p001:010	VERSE	2Pt␣1:10␣
2p001:010	4	pyrkiä	ACT.IMP.2P	Pyrkikää␣
2p001:010	1	sen_tähden	ADV	sentähden
2p001:010	-	(,)	PUNC	,␣
2p001:010	3a	veli	PL.NOM	veljet
2p001:010	-	(,)	PUNC	,␣
2p001:010	2a	se	DEM.SG.PTV	sitä␣
2p001:010	2a	enemmän	ADV	enemmän␣
2p001:010	11a	tehdä	INF3.ILL	tekemään␣
2p001:010	(7) 8	kutsuminen	DER.NOM&SGGEN.-2	kutsumisenne␣
2p001:010	6	%pers	?	
2p001:010	9	ja	CNJ	ja␣
2p001:010	10	valitseminen	DER.NOM&SGGEN.-2	valitsemisenne␣
2p001:010	5	luja	ADJ.SG.TRA	lujaksi
2p001:010	11b	;	PUNC	;␣
2p001:010	13	sillä	SUBORD	sillä␣
2p001:010	-	(jos)	SUBORD	jos␣
2p001:010	12	se	DEM.SG.GEN	sen␣
2p001:010	14	tehdä	ACT.PRES.2P	teette
2p001:010	-	(,)	PUNC	,␣
2p001:010	15 16	ei	NEGV.2P	ette␣
2p001:010	18a	koskaan	ADV	koskaan␣
2p001:010	17	langeta	ACT.PRES.NEG	lankea
2p001:010	18b	;	PUNC	;␣
2p001:011	2p001:011	2p001:011	VERSE	2Pt␣1:11␣
2p001:011	2	sillä	SUBORD	sillä␣
2p001:011	1	näin	ADV.AD-A	näin␣
2p001:011	5	te	PERS.PL.ALL	teille␣
2p001:011	3	runsas	ADJ.PL.INS	runsain␣
2p001:011	3	määrä	PL.INS	määrin␣
2p001:011	4	tarjota	PSS.PRES	tarjotaan␣
2p001:011	(6) 7	pääsy	SG.NOM	pääsy␣
2p001:011	14	me	PERS.PL.GEN	meidän␣
2p001:011	(12) 13	Herra	NOM&SGGEN.-1	Herramme␣
2p001:011	15	ja	CNJ	ja␣
2p001:011	16	Vapahtaja	NOM&SGGEN.-1	Vapahtajamme␣
2p001:011	17	Jeesus	PR.SG.GEN	Jeesuksen␣
2p001:011	18a	Kristus	PR.SG.GEN	Kristuksen␣
2p001:011	10	iankaikkinen	ADJ.SG.ILL	iankaikkiseen␣
2p001:011	11 (9)	valta_kunta	SG.ILL	valtakuntaan
2p001:011	8	%case	LOC	
2p001:011	18b	.	PUNC	.␣
2p001:012	2p001:012	2p001:012	VERSE	2Pt␣1:12␣
2p001:012	1	sen_tähden	ADV	Sentähden␣
2p001:012	2	(minä)	PERS.SG.NOM	minä␣
2p001:012	3	aina	ADV	aina␣
2p001:012	2	aikoa	ACT.PRES.1S	aion␣
2p001:012	5	muistuttaa	DER.INF1.LAT	muistuttaa␣
2p001:012	4	te	PERS.PL.PTV	teitä␣
2p001:012	7	tämä	DEM.SG.ELA	tästä
2p001:012	6	%case	LOC	
2p001:012	-	(,)	PUNC	,␣
2p001:012	8	vaikka	SUBORD	vaikka␣
2p001:012	-	(se)	DEM.SG.GEN	sen␣
2p001:012	9	tietää	ACT.PRES.2P.-CLITIC	tiedättekin␣
2p001:012	10	ja	CNJ	ja␣
2p001:012	11	(olla)	COP.ACT.PRES.2P	olette␣
2p001:012	11	vahvistaa:vahvistettu	PSS.PCP2.PL.NOM	vahvistetut␣
2p001:012	13	se	DEM.SG.INE	siinä␣
2p001:012	15a	totuus	SG.INE	totuudessa
2p001:012	12	%case	LOC	
2p001:012	-	(,)	PUNC	,␣
2p001:012	13	joka	REL.INDEF.SG.NOM	joka␣
2p001:012	-	(te)	PERS.PL.ADE	teillä␣
2p001:012	14	olla	COP.ACT.PRES.3S	on
2p001:012	15b	.	PUNC	.␣
2p001:013	2p001:013	2p001:013	VERSE	2Pt␣1:13␣
2p001:013	2	ja	CNJ	Ja␣
2p001:013	3a	(minä)	PERS.SG.NOM	minä␣
2p001:013	3a	katsoa	ACT.PRES.1S	katson␣
2p001:013	1	oikea	ADJ.SG.TRA	oikeaksi
2p001:013	3b	,	PUNC	,␣
2p001:013	5	niin	ADV.AD-A	niin␣
2p001:013	5	kauan	ADV	kauan␣
2p001:013	5	kuin	SUBORD	kuin␣
2p001:013	4	%case	?	
2p001:013	8	tämä	DEM.SG.INE	tässä␣
2p001:013	10a (9)	maja	SG.INE	majassa␣
2p001:013	7	%case	LOC	
2p001:013	6	olla	COP.ACT.PRES.1S	olen
2p001:013	-	(,)	PUNC	,␣
2p001:013	-	(näin)	ADV.AD-A	näin␣
2p001:013	14a	muistuttaa	DER.INF3.ADE	muistuttamalla␣
2p001:013	13	%case	LOC	
2p001:013	11	herättää	INF1.LAT	herättää␣
2p001:013	12	te	PERS.PL.PTV	teitä
2p001:013	14b	.	PUNC	.␣
2p001:014	2p001:014	2p001:014	VERSE	2Pt␣1:14␣
2p001:014	1	sillä	SUBORD	Sillä␣
2p001:014	1	(minä)	PERS.SG.NOM	minä␣
2p001:014	1	tietää	ACT.PRES.1S	tiedän
2p001:014	-	(,)	PUNC	,␣
2p001:014	2	että	SUBORD	että␣
2p001:014	-	(tämä)	DEM.SG.GEN	tämän␣
2p001:014	(7) 8	maja	NOM&SGGEN.-1	majani␣
2p001:014	9	%pers	?	
2p001:014	(5) 6	pois_paneminen	DER.SG.NOM	poispaneminen␣
2p001:014	4	tapahtua	ACT.PRES.3S	tapahtuu␣
2p001:014	3	äkisti	ADV	äkisti
2p001:014	-	(,)	PUNC	,␣
2p001:014	10	niin_kuin	SUBORD	niinkuin␣
2p001:014	11	myös	ADV	myös␣
2p001:014	14	me	PERS.PL.GEN	meidän␣
2p001:014	(12) 13	Herra	NOM&SGGEN.-1	Herramme␣
2p001:014	15	Jeesus	PR.SG.NOM	Jeesus␣
2p001:014	16	Kristus	PR.SG.NOM	Kristus␣
2p001:014	18a	minä	PERS.SG.ALL	minulle␣
2p001:014	17	ilmoittaa	ACT.PAST.3S	ilmoitti
2p001:014	18b	.	PUNC	.␣
2p001:015	2p001:015	2p001:015	VERSE	2Pt␣1:15␣
2p001:015	2	mutta	CNJ	Mutta␣
2p001:015	1	(minä)	PERS.SG.NOM	minä␣
2p001:015	1	(olla)	COP.ACT.PRES.1S	olen␣
2p001:015	1	huolehtia	ACT.PCP1.FUTR	huolehtiva␣
2p001:015	-	(se)	DEM.SG.ELA	siitä
2p001:015	-	(,)	PUNC	,␣
2p001:015	-	(että)	SUBORD	että␣
2p001:015	6	te	PERS.PL.NOM	te␣
2p001:015	9	minä	PERS.SG.GEN	minun␣
2p001:015	10 (8)	lähtö	NOM&SGGEN.-1	lähtöni␣
2p001:015	7	jälkeen	PREP.-CLITIC	jälkeenkin␣
2p001:015	3	%clitic	kin	
2p001:015	4	aina	ADV	aina␣
2p001:015	5	voida	ACT.COND.2P	voisitte␣
2p001:015	12	tämä	DEM.SG.GEN	tämän␣
2p001:015	(11) 13 14a	muistaa	INF1.LAT	muistaa
2p001:015	14b	.	PUNC	.␣
2p001:016	2p001:016	2p001:016	VERSE	2Pt␣1:16␣
2p001:016	2	sillä	SUBORD	Sillä␣
2p001:016	5	(me)	PERS.PL.NOM	me␣
2p001:016	1	ei	NEGV.1P	emme␣
2p001:016	5	seurata	ACT.PAST.PL	seuranneet␣
2p001:016	3	viekkaasti	DER.ADV.POS	viekkaasti␣
2p001:016	3	sommitella:sommiteltu	PSS.PCP2.PL.PTV	sommiteltuja␣
2p001:016	4	taru	PL.PTV	taruja␣
2p001:016	6	tehdä	ACT.INF2.INE.-1	tehdessämme␣
2p001:016	7	te	PERS.PL.ALL	teille␣
2p001:016	6	tietää:tiettävä	PSS.PCP1.SG.TRA	tiettäväksi␣
2p001:016	10 (9)	Herra	NOM&SGGEN.-1	Herramme␣
2p001:016	11	%pers	?	
2p001:016	12	Jeesus	PR.SG.GEN	Jeesuksen␣
2p001:016	13	Kristus	PR.SG.GEN	Kristuksen␣
2p001:016	14 (8)	voima	DER.SG.PTV	voimaa␣
2p001:016	15	ja	CNJ	ja␣
2p001:016	16	tulemus	SG.PTV	tulemusta
2p001:016	-	(,)	PUNC	,␣
2p001:016	17	vaan	SUBORD	vaan␣
2p001:016	19	(me)	PERS.PL.NOM	me␣
2p001:016	19	(olla)	COP.ACT.PAST.1P	olimme␣
2p001:016	18	oma	ADJ.PL.INS	omin␣
2p001:016	18	silmä	PL.INS	silmin␣
2p001:016	19	nähdä	ACT.PCP2.PERF	nähneet␣
2p001:016	21	hän	PERS.SG.GEN	hänen␣
2p001:016	(20) 22a	valta_suuruus	DER.NOM&SGGEN.-3	valtasuuruutensa
2p001:016	22b	.	PUNC	.␣
2p001:017	2p001:017	2p001:017	VERSE	2Pt␣1:17␣
2p001:017	2	sillä	SUBORD	Sillä␣
2p001:017	1	(hän)	PERS.SG.NOM	hän␣
2p001:017	1	saada	ACT.PAST.3S	sai␣
2p001:017	5	Isä	SG.ABL	Isältä␣
2p001:017	4	Jumala	SG.ABL	Jumalalta␣
2p001:017	3	%case	LOC	
2p001:017	6	kunnia	SG.GEN	kunnian␣
2p001:017	7	ja	CNJ	ja␣
2p001:017	8	kirkkaus	DER.SG.GEN	kirkkauden
2p001:017	-	(,)	PUNC	,␣
2p001:017	10	(kun)	SUBORD	kun␣
2p001:017	14	tämä	DEM.SG.ABL	tältä␣
2p001:017	15	ylhäinen	ADJ.SUP.SG.ABL	ylhäisimmältä␣
2p001:017	16a	kirkkaus	DER.SG.ABL	kirkkaudelta␣
2p001:017	13	%case	LOC	
2p001:017	10	tulla	ACT.PAST.3S	tuli␣
2p001:017	11	hän	PERS.SG.ALL	hänelle␣
2p001:017	12	tämä	DEM.SG.NOM	tämä␣
2p001:017	9	ääni	SG.NOM	ääni
2p001:017	-	(:)	PUNC	:␣
2p001:017	-	(")	PUNC.LEFT	"
2p001:017	23	tämä	DEM.SG.NOM	Tämä␣
2p001:017	24	olla	COP.ACT.PRES.3S	on␣
2p001:017	22	minä	PERS.SG.GEN	minun␣
2p001:017	(20) 21	rakas	ADJ.SG.NOM	rakas␣
2p001:017	(17) 18	Poika	NOM&SGGEN.-1	Poikani
2p001:017	19	%pers	?	
2p001:017	-	(,)	PUNC	,␣
2p001:017	26	joka	REL.SG.ILL	johon␣
2p001:017	25	%case	LOC	
2p001:017	27	minä	PERS.SG.NOM	minä␣
2p001:017	28a	(olla)	COP.ACT.PRES.1S	olen␣
2p001:017	28a	mielistyä	ACT.PCP2.PERF	mielistynyt
2p001:017	28b	"	PUNC.RIGHT	"
2p001:017	28b	.	PUNC	.␣
2p001:018	2p001:018	2p001:018	VERSE	2Pt␣1:18␣
2p001:018	1	ja	CNJ	Ja␣
2p001:018	2	tämä	DEM.SG.GEN	tämän␣
2p001:018	(3) 4	ääni	SG.GEN	äänen␣
2p001:018	5	me	PERS.PL.NOM	me␣
2p001:018	6	kuulla	ACT.PAST.1P	kuulimme␣
2p001:018	9	tulla	ACT.PCP1.REFR	tulevan␣
2p001:018	8	taivas	SG.ELA	taivaasta
2p001:018	7	%case	LOC	
2p001:018	-	(,)	PUNC	,␣
2p001:018	12	(kun)	SUBORD	kun␣
2p001:018	12	olla	COP.ACT.PAST.1P	olimme␣
2p001:018	11	hän	PERS.SG.GEN	hänen␣
2p001:018	10	kanssa	POST.-3	kanssaan␣
2p001:018	15	pyhä	ADJ.SG.ADE	pyhällä␣
2p001:018	(14) 16a	vuori	SG.ADE	vuorella
2p001:018	13	%case	LOC	
2p001:018	16b	.	PUNC	.␣
2p001:019	2p001:019	2p001:019	VERSE	2Pt␣1:19␣
2p001:019	1	ja	CNJ	Ja␣
2p001:019	3	se	DEM.SG.PTV	sitä␣
2p001:019	3	luja	ADJ.CMP.SG.NOM	lujempi␣
2p001:019	2	olla	COP.ACT.PRES.3S	on␣
2p001:019	2	(me)	PERS.PL.ALL	meille␣
2p001:019	-	(nyt)	ADV	nyt␣
2p001:019	5	profeetallinen	DER.ADJ.SG.NOM	profeetallinen␣
2p001:019	(4) 6a	sana	SG.NOM	sana
2p001:019	-	(,)	PUNC	,␣
2p001:019	-	(ja)	CNJ	ja␣
2p001:019	9	(te)	PERS.PL.NOM	te␣
2p001:019	9	tehdä	ACT.PRES.2P	teette␣
2p001:019	8	hyvin	ADV.POS	hyvin
2p001:019	-	(,)	PUNC	,␣
2p001:019	10	(jos)	SUBORD	jos␣
2p001:019	10	ottaa	ACT.PRES.2P	otatte␣
2p001:019	7	se	DEM.SG.ELA	siitä␣
2p001:019	10	vaari	DER.ADV	vaarin
2p001:019	-	(,)	PUNC	,␣
2p001:019	11	niin_kuin	SUBORD	niinkuin␣
2p001:019	15	pimeä	ADJ.SG.INE	pimeässä␣
2p001:019	16a	paikka	SG.INE	paikassa␣
2p001:019	14	%case	LOC	
2p001:019	13	loistaa:loistava	ACT.PCP1.SG.ELA	loistavasta␣
2p001:019	12	lamppu	SG.ELA	lampusta
2p001:019	16b	,	PUNC	,␣
2p001:019	17 18	kunnes	ADV	kunnes␣
2p001:019	19	päivä	SG.NOM	päivä␣
2p001:019	20	valjeta	ACT.PRES.3S	valkenee␣
2p001:019	21	ja	CNJ	ja␣
2p001:019	22	koin_tähti	SG.NOM	kointähti␣
2p001:019	23	koittaa	ACT.PRES.3S	koittaa␣
2p001:019	27a	te	PERS.PL.GEN	teidän␣
2p001:019	(25) 26	sydän	PL.INE.-2	sydämissänne
2p001:019	24	%case	LOC	
2p001:019	27b	.	PUNC	.␣
2p001:020	2p001:020	2p001:020	VERSE	2Pt␣1:20␣
2p001:020	-	(ja)	CNJ	Ja␣
2p001:020	3	tietää	ACT.IMP.2P	tietäkää␣
2p001:020	2	ennen	PREP	ennen␣
2p001:020	2	kaikki	INDEF.SG.PTV	kaikkea␣
2p001:020	1	se	DEM.SG.NOM	se
2p001:020	-	(,)	PUNC	,␣
2p001:020	10 4	ettei	NEGV.3S	ettei␣
2p001:020	5	1	NUM.SG.NOM.-CLITIC	yksikään␣
2p001:020	7	Raamattu	SG.GEN	Raamatun␣
2p001:020	6	profetia	SG.NOM	profetia␣
2p001:020	11a	olla	COP.ACT.PRES.NEG	ole␣
2p001:020	8	kukaan	INDEF.SG.GEN	kenenkään␣
2p001:020	8	oma	ADJ.PL.INS	omin␣
2p001:020	8	neuvo	PL.INS	neuvoin␣
2p001:020	9	selittää:selitettävä	DER.PSS.PCP1.PL.INE	selitettävissä
2p001:020	11b	;	PUNC	;␣
2p001:021	2p001:021	2p001:021	VERSE	2Pt␣1:21␣
2p001:021	2	sillä	SUBORD	sillä␣
2p001:021	1	ei	NEGV.3S	ei␣
2p001:021	7a	koskaan	ADV	koskaan␣
2p001:021	5	(olla)	COP.ACT.PRES.NEG	ole␣
2p001:021	case%6	mikään	INDEF.SG.PTV	mitään␣
2p001:021	6	profetia	SG.PTV	profetiaa␣
2p001:021	5	tuoda	PSS.PCP2.PERF	tuotu␣
2p001:021	5	esiin	ADV	esiin␣
2p001:021	4	ihminen	SG.GEN	ihmisen␣
2p001:021	3	tahto	SG.ELA	tahdosta
2p001:021	7b	,	PUNC	,␣
2p001:021	8	vaan	SUBORD	vaan␣
2p001:021	11	Pyhä	ADJ.SG.GEN	Pyhän␣
2p001:021	10	Henki	SG.GEN	Hengen␣
2p001:021	9	%case	GEN	
2p001:021	12	johtaa:johtama	PCPA.PL.ESS	johtamina␣
2p001:021	16a	ihminen	PL.NOM	ihmiset␣
2p001:021	13	(olla)	COP.ACT.PRES.3P	ovat␣
2p001:021	13	puhua	ACT.PCP2.PERF	puhuneet␣
2p001:021	-	(se)	DEM.SG.GEN	sen
2p001:021	-	(,)	PUNC	,␣
2p001:021	-	(mikä)	INT.REL.SG.GEN	minkä␣
2p001:021	-	(saada)	ACT.PAST.3P	saivat␣
2p001:021	15	Jumala	SG.ABL	Jumalalta
2p001:021	14	%case	LOC	
2p001:021	16b	.	PUNC	.␣
2p002:001	2p002:001	2p002:001	VERSE	2Pt␣2:1␣
2p002:001	2	mutta	CNJ	Mutta␣
2p002:001	3	myös	ADV	myös␣
2p002:001	4	valhe_profeetta	PL.PTV	valheprofeettoja␣
2p002:001	1	olla	COP.ACT.PAST.3S	oli␣
2p002:001	(6) 7a	kansa	SG.GEN	kansan␣
2p002:001	5	seassa	POST	seassa
2p002:001	7b	,	PUNC	,␣
2p002:001	8	niin_kuin	SUBORD	niinkuin␣
