mt001:001	mt001:001	mt001:001	VERSE	Mt␣1:1␣
mt001:003	(15) 16a	Esrom	PR.SG.NOM	Esrom
mt001:003	16b	,	PUNC	,␣
mt001:003	17	Esrom	PR.SG.ALL	Esromille␣
mt001:003	(18)	-	UNTRANSLATED	
mt001:003	19	syntyä	ACT.PAST.3S	syntyi␣
mt001:003	(20) 21a	Aram	PR.SG.NOM	Aram
mt001:003	21b	;	PUNC	;␣
mt001:004	mt001:004	mt001:004	VERSE	Mt␣1:4␣
mt001:004	1	Aram	PR.SG.ALL	Aramille␣
mt001:004	(2)	-	UNTRANSLATED	
mt001:004	3	syntyä	ACT.PAST.3S	syntyi␣
mt001:004	(4) 5a	Aminadab	PR.SG.NOM	Aminadab
mt001:004	5b	,	PUNC	,␣
mt001:004	6	Aminadab	PR.SG.ALL	Aminadabille␣
mt001:004	(7)	-	UNTRANSLATED	
mt001:004	8	syntyä	ACT.PAST.3S	syntyi␣
mt001:004	10a (9)	Nahasson	PR.SG.NOM	Nahasson
mt001:004	10b	,	PUNC	,␣
mt001:004	11	Nahasson	PR.SG.ALL	Nahassonille␣
mt001:004	(12)	-	UNTRANSLATED	
mt001:004	13	syntyä	ACT.PAST.3S	syntyi␣
mt001:004	(14) 15a	Salmon	PR.SG.NOM	Salmon
mt001:004	15b	;	PUNC	;␣
mt001:005	mt001:005	mt001:005	VERSE	Mt␣1:5␣
mt001:005	1	Salmon	PR.SG.ALL	Salmonille␣
mt001:005	(2)	-	UNTRANSLATED	
mt001:005	3	syntyä	ACT.PAST.3S	syntyi␣
mt001:005	(4) 5	Booas	PR.SG.NOM	Booas␣
mt001:005	(7) 8a	Raahab	PR.SG.ELA	Raahabista
mt001:005	6	%case	LOC	
mt001:005	8b	,	PUNC	,␣
mt001:005	9	Booas	PR.SG.ALL	Booaalle␣
mt001:005	(10)	-	UNTRANSLATED	
mt001:005	11	syntyä	ACT.PAST.3S	syntyi␣
mt001:005	(12) 13	Oobed	PR.SG.NOM	Oobed␣
mt001:005	(15) 16a	Ruut	PR.SG.ELA	Ruutista
mt001:005	14	%case	LOC	
mt001:005	16b	,	PUNC	,␣
mt001:005	17	Oobed	PR.SG.ALL	Oobedille␣
mt001:005	(18)	-	UNTRANSLATED	
mt001:005	19	syntyä	ACT.PAST.3S	syntyi␣
mt001:005	(20) 21a	Iisai	PR.SG.NOM	Iisai
mt001:005	21b	;	PUNC	;␣
mt001:006	mt001:006	mt001:006	VERSE	Mt␣1:6␣
mt001:006	1	Iisai	PR.SG.ALL	Iisaille␣
mt001:006	(2)	-	UNTRANSLATED	
mt001:006	3	syntyä	ACT.PAST.3S	syntyi␣
mt001:006	(4) 5	Daavid	PR.SG.NOM	Daavid
mt001:006	-	(,)	PUNC	,␣
mt001:006	(6) 7a	kuningas	SG.NOM	kuningas
mt001:006	7b	.	PUNC	.␣
mt001:006	8	Daavid	PR.SG.ALL	Daavidille␣
mt001:006	(9)	-	UNTRANSLATED	
mt001:006	10	syntyä	ACT.PAST.3S	syntyi␣
mt001:006	(11) 12	Salomo	PR.SG.NOM	Salomo␣
mt001:006	(15) 16a	Uuria	PR.SG.GEN	Uurian␣
mt001:006	pro%14	vaimo	SG.ELA	vaimosta
mt001:006	13	%case	LOC	
mt001:006	16b	;	PUNC	;␣
mt001:007	mt001:007	mt001:007	VERSE	Mt␣1:7␣
mt001:007	1	Salomo	PR.SG.ALL	Salomolle␣
mt001:007	(2)	-	UNTRANSLATED	
mt001:007	3	syntyä	ACT.PAST.3S	syntyi␣
mt001:007	(4) 5a	Rehabeam	PR.SG.NOM	Rehabeam
mt001:007	5b	,	PUNC	,␣
mt001:007	6	Rehabeam	PR.SG.ALL	Rehabeamille␣
mt001:007	(7)	-	UNTRANSLATED	
mt001:007	8	syntyä	ACT.PAST.3S	syntyi␣
mt001:007	10a (9)	Abia	PR.SG.NOM	Abia
mt001:007	10b	,	PUNC	,␣
mt001:007	11	Abia	PR.SG.ALL	Abialle␣
mt001:007	(12)	-	UNTRANSLATED	
mt001:007	13	syntyä	ACT.PAST.3S	syntyi␣
mt001:007	(14) 15a	Aasa	PR.SG.NOM	Aasa
mt001:007	15b	;	PUNC	;␣
mt001:008	mt001:008	mt001:008	VERSE	Mt␣1:8␣
mt001:008	1	Aasa	PR.SG.ALL	Aasalle␣
mt001:008	3	syntyä	ACT.PAST.3S	syntyi␣
mt001:008	(2)	-	UNTRANSLATED	
mt001:008	(4) 5a	Joosafat	PR.SG.NOM	Joosafat
mt001:008	5b	,	PUNC	,␣
mt001:008	6	Joosafat	PR.SG.ALL	Joosafatille␣
mt001:008	(7)	-	UNTRANSLATED	
mt001:008	8	syntyä	ACT.PAST.3S	syntyi␣
mt001:008	10a (9)	Jooram	PR.SG.NOM	Jooram
mt001:008	10b	,	PUNC	,␣
mt001:008	11	Jooram	PR.SG.ALL	Jooramille␣
mt001:008	(12)	-	UNTRANSLATED	
mt001:008	13	syntyä	ACT.PAST.3S	syntyi␣
mt001:008	(14) 15a	Ussia	PR.SG.NOM	Ussia
mt001:008	15b	;	PUNC	;␣
mt001:009	mt001:009	mt001:009	VERSE	Mt␣1:9␣
mt001:009	1	Ussia	PR.SG.ALL	Ussialle␣
mt001:009	(2)	-	UNTRANSLATED	
mt001:009	3	syntyä	ACT.PAST.3S	syntyi␣
mt001:009	(4) 5a	Jootam	PR.SG.NOM	Jootam
mt001:009	5b	,	PUNC	,␣
mt001:009	6	Jootam	PR.SG.ALL	Jootamille␣
mt001:009	(7)	-	UNTRANSLATED	
mt001:009	8	syntyä	ACT.PAST.3S	syntyi␣
mt001:009	10a (9)	Aahas	PR.SG.NOM	Aahas
mt001:009	10b	,	PUNC	,␣
mt001:009	11	Aahas	PR.SG.ALL	Aahaalle␣
mt001:009	(12)	-	UNTRANSLATED	
mt001:009	13	syntyä	ACT.PAST.3S	syntyi␣
mt001:009	(14) 15a	Hiskia	PR.SG.NOM	Hiskia
mt001:009	15b	;	PUNC	;␣
mt001:010	mt001:010	mt001:010	VERSE	Mt␣1:10␣
mt001:010	1	Hiskia	PR.SG.ALL	Hiskialle␣
mt001:010	(2)	-	UNTRANSLATED	
mt001:010	3	syntyä	ACT.PAST.3S	syntyi␣
mt001:010	(4) 5a	Manasse	PR.SG.NOM	Manasse
mt001:010	5b	,	PUNC	,␣
mt001:010	6	Manasse	PR.SG.ALL	Manasselle␣
mt001:010	(7)	-	UNTRANSLATED	
mt001:010	8	syntyä	ACT.PAST.3S	syntyi␣
mt001:010	10a (9)	Aamon	PR.SG.NOM	Aamon
mt001:010	10b	,	PUNC	,␣
mt001:010	11	Aamon	PR.SG.ALL	Aamonille␣
mt001:010	(12)	-	UNTRANSLATED	
mt001:010	13	syntyä	ACT.PAST.3S	syntyi␣
mt001:010	(14) 15a	Joosia	PR.SG.NOM	Joosia
mt001:010	15b	;	PUNC	;␣
mt001:011	mt001:011	mt001:011	VERSE	Mt␣1:11␣
mt001:011	1	Joosia	PR.SG.ALL	Joosialle␣
mt001:011	(2)	-	UNTRANSLATED	
mt001:011	3	syntyä	ACT.PAST.3S	syntyi␣
mt001:011	(4) 5	Jekonja	PR.SG.NOM	Jekonja␣
mt001:011	6	ja	CNJ	ja␣
mt001:011	9	tämä	DEM.SG.GEN	tämän␣
mt001:011	(7) 8	veli	PL.NOM	veljet␣
mt001:011	13a	Babylon	PR.SG.ILL	Babyloniin␣
mt001:011	(11) 12	siirtäminen	DER.SG.GEN	siirtämisen␣
mt001:011	10	aika	PL.ESS	aikoina
mt001:011	13b	.	PUNC	.␣
mt001:012	mt001:012	mt001:012	VERSE	Mt␣1:12␣
mt001:012	5	Babylon	PR.SG.ILL	Babyloniin␣
mt001:012	(2)	-	UNTRANSLATED	
mt001:012	(3) 4	siirtäminen	DER.SG.GEN	siirtämisen␣
mt001:012	1	jälkeen	PREP	jälkeen␣
mt001:012	6	Jekonja	PR.SG.ALL	Jekonjalle␣
mt001:012	7	syntyä	ACT.PAST.3S	syntyi␣
mt001:012	(8) 9a	Sealtiel	PR.SG.NOM	Sealtiel
mt001:012	9b	,	PUNC	,␣
mt001:012	10	Sealtiel	PR.SG.ALL	Sealtielille␣
mt001:012	(11)	-	UNTRANSLATED	
mt001:012	12	syntyä	ACT.PAST.3S	syntyi␣
mt001:012	(13) 14a	Serubbaabel	PR.SG.NOM	Serubbaabel
mt001:012	14b	;	PUNC	;␣
mt001:013	mt001:013	mt001:013	VERSE	Mt␣1:13␣
mt001:013	1	Serubbaabel	PR.SG.ALL	Serubbaabelille␣
mt001:013	(2)	-	UNTRANSLATED	
mt001:013	3	syntyä	ACT.PAST.3S	syntyi␣
mt001:013	(4) 5a	Abiud	PR.SG.NOM	Abiud
mt001:013	5b	,	PUNC	,␣
mt001:013	6	Abiud	PR.SG.ALL	Abiudille␣
mt001:013	(7)	-	UNTRANSLATED	
mt001:013	8	syntyä	ACT.PAST.3S	syntyi␣
mt001:013	10a (9)	Eljakim	PR.SG.NOM	Eljakim
mt001:013	10b	,	PUNC	,␣
mt001:013	11	Eljakim	PR.SG.ALL	Eljakimille␣
mt001:013	(12)	-	UNTRANSLATED	
mt001:013	13	syntyä	ACT.PAST.3S	syntyi␣
mt001:013	(14) 15a	Asor	PR.SG.NOM	Asor
mt001:013	15b	;	PUNC	;␣
mt001:014	mt001:014	mt001:014	VERSE	Mt␣1:14␣
mt001:014	1	Asor	PR.SG.ALL	Asorille␣
mt001:014	(2)	-	UNTRANSLATED	
mt001:014	3	syntyä	ACT.PAST.3S	syntyi␣
mt001:014	(4) 5a	Saadok	PR.SG.NOM	Saadok
mt001:014	5b	,	PUNC	,␣
mt001:014	6	Saadok	PR.SG.ALL	Saadokille␣
mt001:014	(7)	-	UNTRANSLATED	
mt001:014	8	syntyä	ACT.PAST.3S	syntyi␣
mt001:014	10a (9)	Akim	PR.SG.NOM	Akim
mt001:014	10b	,	PUNC	,␣
mt001:014	11	Akim	PR.SG.ALL	Akimille␣
mt001:014	(12)	-	UNTRANSLATED	
mt001:014	13	syntyä	ACT.PAST.3S	syntyi␣
mt001:014	(14) 15a	Eliud	PR.SG.NOM	Eliud
mt001:014	15b	;	PUNC	;␣
mt001:015	mt001:015	mt001:015	VERSE	Mt␣1:15␣
mt001:015	1	Eliud	PR.SG.ALL	Eliudille␣
mt001:015	(2)	-	UNTRANSLATED	
mt001:015	3	syntyä	ACT.PAST.3S	syntyi␣
mt001:015	(4) 5a	Eleasar	PR.SG.NOM	Eleasar
mt001:015	5b	,	PUNC	,␣
mt001:015	6	Eleasar	PR.SG.ALL	Eleasarille␣
mt001:015	(7)	-	UNTRANSLATED	
mt001:015	8	syntyä	ACT.PAST.3S	syntyi␣
mt001:015	10a (9)	Mattan	PR.SG.NOM	Mattan
mt001:015	10b	,	PUNC	,␣
mt001:015	11	Mattan	PR.SG.ALL	Mattanille␣
mt001:015	(12)	-	UNTRANSLATED	
mt001:015	13	syntyä	ACT.PAST.3S	syntyi␣
mt001:015	(14) 15a	Jaakob	PR.SG.NOM	Jaakob
mt001:015	15b	;	PUNC	;␣
mt001:016	mt001:016	mt001:016	VERSE	Mt␣1:16␣
mt001:016	1	Jaakob	PR.SG.ALL	Jaakobille␣
mt001:016	(2)	-	UNTRANSLATED	
mt001:016	3	syntyä	ACT.PAST.3S	syntyi␣
mt001:016	(4) 5	Joosef	PR.SG.NOM	Joosef
mt001:016	-	(,)	PUNC	,␣
mt001:016	8a	Maria	PR.SG.GEN	Marian␣
mt001:016	(6) 7	mies	SG.NOM	mies
mt001:016	-	(,)	PUNC	,␣
mt001:016	-	(hän)	PERS.SG.GEN	hänen
mt001:016	8b	,	PUNC	,␣
mt001:016	10	joka	REL.SG.ELA	josta␣
mt001:016	9	%case	LOC	
mt001:016	11	syntyä	ACT.PAST.3S	syntyi␣
mt001:016	12	Jeesus	PR.SG.NOM	Jeesus
mt001:016	-	(,)	PUNC	,␣
mt001:016	13	joka	REL.SG.PTV	jota␣
mt001:016	14	kutsua	PSS.PRES	kutsutaan␣
mt001:016	15a	Kristus	PR.SG.TRA	Kristukseksi
mt001:016	15b	.	PUNC	.␣
mt001:017	mt001:017	mt001:017	VERSE	Mt␣1:17␣
mt001:017	2	näin	ADV.AD-A	Näin␣
mt001:017	-	(olla)	COP.ACT.PRES.3S	on␣
mt001:017	(3) 4	suku_polvi	PL.PTV	sukupolvia␣
mt001:017	6	Aabraham	PR.SG.ELA	Aabrahamista␣
mt001:017	5	%case	LOC	
mt001:017	8	Daavid	PR.SG.ILL	Daavidiin␣
mt001:017	7	%case	LOC	
mt001:017	1	kaikkiaan	DER.ADV.-3	kaikkiaan␣
mt001:017	10a	14	NUM.SG.NOM	neljätoista␣
mt001:017	9	polvi	SG.PTV	polvea
mt001:017	10b	,	PUNC	,␣
mt001:017	11	ja	CNJ	ja␣
mt001:017	13	Daavid	PR.SG.ELA	Daavidista␣
mt001:017	12	%case	LOC	
mt001:017	17	Babylon	PR.SG.ILL	Babyloniin␣
mt001:017	(15) 16	siirtäminen	DER.SG.ILL	siirtämiseen␣
mt001:017	14	%case	LOC	
mt001:017	19a	14	NUM.SG.NOM	neljätoista␣
mt001:017	18	polvi	SG.PTV	polvea
mt001:017	19b	,	PUNC	,␣
mt001:017	20	ja	CNJ	ja␣
mt001:017	24	Babylon	PR.SG.ILL	Babyloniin␣
mt001:017	(22) 23	siirtäminen	DER.SG.ELA	siirtämisestä␣
mt001:017	21	%case	LOC	
mt001:017	(26) 27	Kristus	PR.SG.ILL	Kristukseen␣
mt001:017	25	asti	POST	asti␣
mt001:017	29a	14	NUM.SG.NOM	neljätoista␣
mt001:017	28	polvi	SG.PTV	polvea
mt001:017	29b	.	PUNC	.␣
mt001:018	mt001:018	mt001:018	VERSE	Mt␣1:18␣
mt001:018	(1) 3	Jeesus	PR.SG.GEN	Jeesuksen␣
mt001:018	(2)	-	UNTRANSLATED	
mt001:018	4	Kristus	PR.SG.GEN	Kristuksen␣
mt001:018	(5) 6	syntyminen	DER.SG.NOM	syntyminen␣
mt001:018	8a	olla	COP.ACT.PAST.3S	oli␣
mt001:018	7	näin	ADV.AD-A	näin
mt001:018	8b	.	PUNC	.␣
mt001:018	9	(kun)	SUBORD	Kun␣
mt001:018	12	hän	PERS.SG.GEN	hänen␣
mt001:018	(10) 11	äiti	NOM&SGGEN.-3	äitinsä␣
mt001:018	13	Maria	PR.SG.NOM	Maria␣
mt001:018	9	(olla)	COP.ACT.PAST.3S	oli␣
mt001:018	9	kihlata	PSS.PCP2.PERF	kihlattu␣
mt001:018	(14) 15a	Joosef	PR.SG.ALL	Joosefille
mt001:018	15b	,	PUNC	,␣
mt001:018	20	huomata	PSS.PAST	huomattiin␣
mt001:018	20	(hän)	PERS.SG.GEN	hänen␣
mt001:018	16 17	ennen	PREP	ennen␣
mt001:018	19	he	PERS.PL.GEN	heidän␣
mt001:018	18	yhteen_meno	DER.SG.PTV.-3	yhteenmenoaan␣
mt001:018	23	olla	COP.ACT.PCP1.REFR	olevan␣
mt001:018	22	raskaana	DER.ADV	raskaana␣
mt001:018	21	%case	ESS	
mt001:018	26a	Pyhä	ADJ.SG.ELA	Pyhästä␣
mt001:018	25	Henki	SG.ELA	Hengestä
mt001:018	24	%case	LOC	
mt001:018	26b	.	PUNC	.␣
mt001:019	mt001:019	mt001:019	VERSE	Mt␣1:19␣
mt001:019	2	mutta	CNJ	Mutta␣
mt001:019	7	(kun)	SUBORD	kun␣
mt001:019	1	Joosef	PR.SG.NOM	Joosef
mt001:019	-	(,)	PUNC	,␣
mt001:019	5a	hän	PERS.SG.GEN	hänen␣
mt001:019	(3) 4	mies	NOM&SGGEN.-3	miehensä
mt001:019	5b	,	PUNC	,␣
mt001:019	7	olla	COP.ACT.PAST.3S	oli␣
mt001:019	6	hurskas	ADJ.SG.NOM	hurskas
mt001:019	-	(,)	PUNC	,␣
mt001:019	8	ja	CNJ	ja␣
mt001:019	10	(koska)	SUBORD	koska␣
mt001:019	10	(hän)	PERS.SG.NOM	hän␣
mt001:019	9	ei	NEGV.3S	ei␣
mt001:019	10	tahtoa	ACT.PAST.SG	tahtonut␣
mt001:019	12a	saattaa	INF1.LAT	saattaa␣
mt001:019	11	hän	PERS.SG.PTV	häntä␣
mt001:019	12a	häpeä	SG.ILL	häpeään
mt001:019	12b	,	PUNC	,␣
mt001:019	13	aikoa	ACT.PAST.3S	aikoi␣
mt001:019	13	(hän)	PERS.SG.NOM	hän␣
mt001:019	14	salaisesti	DER.ADV.POS	salaisesti␣
mt001:019	15	hyljätä	INF1.LAT	hyljätä␣
mt001:019	16a	hän	PERS.SG.ACC	hänet
mt001:019	16b	.	PUNC	.␣
mt001:020	mt001:020	mt001:020	VERSE	Mt␣1:20␣
mt001:020	2	mutta	CNJ	Mutta␣
mt001:020	4	(kun)	SUBORD	kun␣
mt001:020	3	hän	PERS.SG.NOM	hän␣
mt001:020	1	tämä	DEM.SG.PTV	tätä␣
mt001:020	4	ajatella	ACT.PAST.3S	ajatteli
mt001:020	-	(,)	PUNC	,␣
mt001:020	-	(niin)	ADV.AD-A	niin␣
mt001:020	5	katso	INTJ	katso
mt001:020	-	(,)	PUNC	,␣
mt001:020	11	hän	PERS.SG.ALL	hänelle␣
mt001:020	10	ilmestyä	ACT.PAST.3S	ilmestyi␣
mt001:020	9	uni	SG.INE	unessa␣
mt001:020	8	%case	LOC	
mt001:020	7	Herra	SG.GEN	Herran␣
mt001:020	6	enkeli	SG.NOM	enkeli
mt001:020	-	(,)	PUNC	,␣
mt001:020	12a	(joka)	REL.INDEF.SG.NOM	joka␣
mt001:020	12a	sanoa	ACT.PAST.3S	sanoi
mt001:020	12b	:	PUNC	:␣
mt001:020	12b	"	PUNC.LEFT	"
mt001:020	13	Joosef	PR.SG.NOM	Joosef
mt001:020	-	(,)	PUNC	,␣
mt001:020	15a	Daavid	PR.SG.GEN	Daavidin␣
mt001:020	14	poika	SG.NOM	poika
mt001:020	15b	,	PUNC	,␣
mt001:020	16	älä	NEGV.ACT.IMP.2S	älä␣
mt001:020	17	pelätä	ACT.PRES.NEG	pelkää␣
mt001:020	18	ottaa	INF1.LAT	ottaa␣
mt001:020	18	tykö	POST.-2	tykösi␣
mt001:020	19	Maria	PR.SG.PTV	Mariaa
mt001:020	-	(,)	PUNC	,␣
mt001:020	(20) 21	vaimo	SG.PTV.-2	vaimoasi
mt001:020	22a	%pers	?	
mt001:020	22b	;	PUNC	;␣
mt001:020	24	sillä	SUBORD	sillä␣
mt001:020	23	se	DEM.SG.NOM	se
mt001:020	-	(,)	PUNC	,␣
mt001:020	23	mikä	INT.REL.INDEF.SG.NOM	mikä␣
mt001:020	26	hän	PERS.SG.INE	hänessä␣
mt001:020	25	%case	LOC	
mt001:020	27	(olla)	COP.ACT.PRES.3S	on␣
mt001:020	27	siitä	ACT.PCP2.PERF	siinnyt
mt001:020	-	(,)	PUNC	,␣
mt001:020	30	olla	COP.ACT.PRES.3S	on␣
mt001:020	31a	Pyhä	ADJ.SG.ELA	Pyhästä␣
mt001:020	29	Henki	SG.ELA	Hengestä
mt001:020	28	%case	LOC	
mt001:020	31b	.	PUNC	.␣
mt001:021	mt001:021	mt001:021	VERSE	Mt␣1:21␣
mt001:021	2	ja	CNJ	Ja␣
mt001:021	1	(hän)	PERS.SG.NOM	hän␣
mt001:021	1	(olla)	COP.ACT.PRES.3S	on␣
mt001:021	1	synnyttää	DER.ACT.PCP1.FUTR	synnyttävä␣
mt001:021	3a	poika	SG.GEN	pojan
mt001:021	3b	,	PUNC	,␣
mt001:021	4	ja	CNJ	ja␣
mt001:021	5	(sinä)	PERS.SG.GEN	sinun␣
mt001:021	5	(olla)	COP.ACT.PRES.3S	on␣
mt001:021	5	antaa	PSS.PCP1.NECE	annettava␣
mt001:021	8	hän	PERS.SG.ALL	hänelle␣
mt001:021	(6) 7	nimi	SG.NOM	nimi␣
mt001:021	9a	Jeesus	PR.SG.NOM	Jeesus
mt001:021	9b	,	PUNC	,␣
mt001:021	11	sillä	SUBORD	sillä␣
mt001:021	10	hän	PERS.SG.NOM	hän␣
mt001:021	12	(olla)	COP.ACT.PRES.3S	on␣
mt001:021	12	vapahtaa	ACT.PCP1.FUTR	vapahtava␣
mt001:021	(13) 14	kansa	NOM&SGGEN.-3	kansansa␣
mt001:021	15	%pers	3	
mt001:021	19a	he	PERS.PL.GEN	heidän␣
mt001:021	(17) 18	synti	PL.ELA.-3	synneistänsä
mt001:021	16	%case	LOC	
mt001:021	19b	.	PUNC	.
mt001:021	19b	"	PUNC.RIGHT	"␣
mt001:022	mt001:022	mt001:022	VERSE	Mt␣1:22␣
mt001:022	1	tämä	DEM.SG.NOM	Tämä␣
mt001:022	(2)	-	UNTRANSLATED	
mt001:022	3	kaikki	INDEF.SG.NOM	kaikki␣
mt001:022	4	(olla)	COP.ACT.PRES.3S	on␣
mt001:022	4	tapahtua	ACT.PCP2.PERF	tapahtunut
mt001:022	-	(,)	PUNC	,␣
mt001:022	5	että	SUBORD	että␣
mt001:022	6	käydä	ACT.COND.3S	kävisi␣
mt001:022	6	toteen	DER.ADV.POS	toteen
mt001:022	-	(,)	PUNC	,␣
mt001:022	7	mikä	INT.REL.SG.GEN	minkä␣
mt001:022	10	Herra	SG.NOM	Herra␣
mt001:022	9	%case	NOM	
mt001:022	8	(olla)	COP.ACT.PRES.3S	on␣
mt001:022	8	puhua	ACT.PCP2.PERF	puhunut␣
mt001:022	(12) 13	profeetta	SG.GEN	profeetan␣
mt001:022	11	kautta	PREP	kautta
mt001:022	-	(,)	PUNC	,␣
mt001:022	14a	(joka)	REL.INDEF.SG.NOM	joka␣
mt001:022	14a	sanoa	ACT.PRES.3S	sanoo
mt001:022	14b	:	PUNC	:␣
mt001:023	mt001:023	mt001:023	VERSE	Mt␣1:23␣
mt001:023	-	(")	PUNC.LEFT	"
mt001:023	1	katso	INTJ	Katso
mt001:023	-	(,)	PUNC	,␣
mt001:023	(2) 3	neitsyt	SG.NOM	neitsyt␣
mt001:023	6	tulla	ACT.PRES.3S	tulee␣
mt001:023	5	raskaaksi	DER.ADV	raskaaksi␣
mt001:023	4	%case	TRA	
mt001:023	7	ja	CNJ	ja␣
mt001:023	8	synnyttää	DER.ACT.PRES.3S	synnyttää␣
mt001:023	9a	poika	SG.GEN	pojan
mt001:023	9b	,	PUNC	,␣
mt001:023	10	ja	CNJ	ja␣
mt001:023	14	tämä	DEM.SG.ALL	tälle␣
mt001:023	11	(olla)	COP.ACT.PRES.3S	on␣
mt001:023	11	antaa	PSS.PCP1.NECE	annettava␣
mt001:023	(12) 13	nimi	SG.NOM	nimi␣
mt001:023	15a	Immanuel	PR.SG.NOM	Immanuel
mt001:023	15b	"	PUNC.RIGHT	"
mt001:023	15b	,	PUNC	,␣
mt001:023	16	mikä	INT.REL.INDEF.SG.NOM	mikä␣
mt001:023	18	kääntää:käännetty	PSS.PCP2.SG.ESS	käännettynä␣
mt001:023	17	olla	COP.ACT.PRES.3S	on
mt001:023	-	(:)	PUNC	:␣
mt001:023	(21) 22a	Jumala	SG.NOM	Jumala␣
mt001:023	20	me	PERS.PL.GEN	meidän␣
mt001:023	19	kanssa	POST.-1	kanssamme
mt001:023	22b	.	PUNC	.␣
mt001:024	mt001:024	mt001:024	VERSE	Mt␣1:24␣
mt001:024	1	herätä	PSS.PCP2.-3.TEMP	Herättyään␣
mt001:024	(2)	-	UNTRANSLATED	
mt001:024	(6) 7	uni	SG.ELA	unesta␣
mt001:024	5	%case	LOC	
mt001:024	(3) 4	Joosef	PR.SG.NOM	Joosef␣
mt001:024	8	tehdä	ACT.PAST.3S	teki
mt001:024	-	(,)	PUNC	,␣
mt001:024	9	niin_kuin	SUBORD	niinkuin␣
mt001:024	14	Herra	SG.GEN	Herran␣
mt001:024	(12) 13	enkeli	SG.NOM	enkeli␣
mt001:024	10	(olla)	COP.ACT.PAST.3S	oli␣
mt001:024	10	käskeä	ACT.PCP2.PERF	käskenyt␣
mt001:024	11	hän	PERS.SG.GEN	hänen␣
mt001:024	-	(tehdä)	INF1.LAT	tehdä
mt001:024	-	(,)	PUNC	,␣
mt001:024	15	ja	CNJ	ja␣
mt001:024	16	ottaa	ACT.PAST.3S	otti␣
mt001:024	(17) 18	vaimo	NOM&SGGEN.-3	vaimonsa␣
mt001:024	19a	%pers	3	
mt001:024	16	tykö	POST.-3	tykönsä␣
mt001:025	mt001:025	mt001:025	VERSE	Mt␣1:25␣
mt001:025	2	ei	NEGV.3S.-CLITIC	eikä␣
mt001:025	1	%clitic	kA	
mt001:025	3	yhtyä	ACT.PAST.SG	yhtynyt␣
mt001:025	4	hän	PERS.SG.ILL	häneen
mt001:025	-	(,)	PUNC	,␣
mt001:025	5 6	ennen_kuin	SUBORD	ennenkuin␣
mt001:025	7	(hän)	PERS.SG.NOM	hän␣
mt001:025	7	(olla)	COP.ACT.PAST.3S	oli␣
mt001:025	7	synnyttää	DER.ACT.PCP2.PERF	synnyttänyt␣
mt001:025	8a	poika	SG.GEN	pojan
mt001:025	8b	.	PUNC	.␣
mt001:025	9	ja	CNJ	Ja␣
mt001:025	10	(hän)	PERS.SG.NOM	hän␣
mt001:025	10	antaa	ACT.PAST.3S	antoi␣
mt001:025	13	hän	PERS.SG.ALL	hänelle␣
mt001:025	(11) 12	nimi	SG.GEN	nimen␣
mt001:025	14a	Jeesus	PR.SG.NOM	Jeesus
