2t001:001	2t001:001	2t001:001	VERSE	2Tm␣1:1␣
2t001:003	23	yö	PL.INS	öin␣
2t001:003	24	ja	CNJ	ja␣
2t001:003	25a	päivä	PL.INS	päivin
2t001:003	25b	,	PUNC	,␣
2t001:004	2t001:004	2t001:004	VERSE	2Tm␣1:4␣
2t001:004	1	haluta	ACT.INF2.MAN	haluten
2t001:004	-	(,)	PUNC	,␣
2t001:004	4	muistaa	ACT.INF2.INE.-1	muistaessani␣
2t001:004	(6) 7a	kyynel,kyynele	PL.PTV.-2	kyyneleitäsi
2t001:004	5	%pers	?	
2t001:004	-	(,)	PUNC	,␣
2t001:004	tasp%3a	saada	INF1.LAT	saada␣
2t001:004	2	sinä	PERS.SG.PTV	sinua␣
2t001:004	3a	nähdä	INF1.LAT	nähdä
2t001:004	7b	,	PUNC	,␣
2t001:004	8	että	SUBORD	että␣
2t001:004	10a	täyttyä	ACT.COND.1S	täyttyisin␣
2t001:004	9	ilo	SG.ADE	ilolla␣
2t001:004	10b	-	PUNC	-␣
2t001:005	2t001:005	2t001:005	VERSE	2Tm␣1:5␣
2t001:005	2	(kun)	SUBORD	kun␣
2t001:005	1	mieli	SG.ILL.-1	mieleeni␣
2t001:005	2	muistua	ACT.PRES.3S	muistuu␣
2t001:005	3	se	DEM.SG.NOM	se␣
2t001:005	6	vilpitön	DER.ADJ.SG.NOM	vilpitön␣
2t001:005	7a	usko	SG.NOM	usko
2t001:005	-	(,)	PUNC	,␣
2t001:005	-	(joka)	REL.INDEF.SG.NOM	joka␣
2t001:005	5	sinä	PERS.SG.ADE	sinulla␣
2t001:005	4	%case	LOC	
2t001:005	-	(olla)	COP.ACT.PRES.3S	on
2t001:005	7b	,	PUNC	,␣
2t001:005	8	joka	REL.INDEF.SG.NOM	joka␣
2t001:005	10	ensin	ADV	ensin␣
2t001:005	9	olla	COP.ACT.PAST.3S	oli␣
2t001:005	(12) 13	iso_äiti	SG.ADE.-2	isoäidilläsi␣
2t001:005	14	%pers	?	
2t001:005	11	%case	LOC	
2t001:005	15	Loois	PR.SG.ADE	Looiksella␣
2t001:005	16	ja	CNJ	ja␣
2t001:005	(17) 18	äiti	SG.ADE.-2	äidilläsi␣
2t001:005	19	%pers	?	
2t001:005	20a	Eunike	PR.SG.ADE	Eunikellä␣
2t001:005	22	ja	CNJ	ja␣
2t001:005	23	joka	REL.INDEF.SG.NOM	joka
2t001:005	-	(,)	PUNC	,␣
2t001:005	-	(se)	DEM.SG.ELA	siitä␣
2t001:005	21	olla	COP.ACT.PRES.1S	olen␣
2t001:005	21	varma	ADJ.SG.NOM	varma
2t001:005	-	(,)	PUNC	,␣
2t001:005	-	(olla)	COP.ACT.PRES.3S	on␣
2t001:005	26a	sinä	PERS.SG.ADE.-CLITIC	sinullakin
2t001:005	25	%case	LOC	
2t001:005	24	%clitic	kin	
2t001:005	26b	.	PUNC	.␣
2t001:006	2t001:006	2t001:006	VERSE	2Tm␣1:6␣
2t001:006	2	se	DEM.SG.ELA	Siitä␣
2t001:006	3	syy	SG.ELA	syystä␣
2t001:006	1	%case	LOC	
2t001:006	4	(minä)	PERS.SG.NOM	minä␣
2t001:006	5	sinä	PERS.SG.PTV	sinua␣
2t001:006	4	muistuttaa	DER.ACT.PRES.1S	muistutan␣
2t001:006	6	virittää	DER.INF3.ILL	virittämään␣
2t001:006	6	palaa:palava	ACT.PCP1.SG.TRA	palavaksi␣
2t001:006	10a (9)	Jumala	SG.GEN	Jumalan␣
2t001:006	(7) 8	armo_lahja	SG.GEN	armolahjan
2t001:006	10b	,	PUNC	,␣
2t001:006	11	joka	REL.INDEF.SG.NOM	joka␣
2t001:006	14	sinä	PERS.SG.INE	sinussa␣
2t001:006	13	%case	LOC	
2t001:006	12	olla	COP.ACT.PRES.3S	on␣
2t001:006	20a	minä	PERS.SG.GEN	minun␣
2t001:006	(18) 19	käsi	PL.GEN.-1	kätteni␣
2t001:006	(16) 17	päälle_paneminen	DER.SG.GEN	päällepanemisen␣
2t001:006	15	kautta	PREP	kautta
2t001:006	20b	.	PUNC	.␣
2t001:007	2t001:007	2t001:007	VERSE	2Tm␣1:7␣
2t001:007	2	sillä	SUBORD	Sillä␣
2t001:007	(5) 6	Jumala	SG.NOM	Jumala␣
2t001:007	1	ei	NEGV.3S	ei␣
2t001:007	3	(olla)	COP.ACT.PRES.NEG	ole␣
2t001:007	3	antaa	ACT.PCP2.PERF	antanut␣
2t001:007	4	me	PERS.PL.ALL	meille␣
2t001:007	8	pelkuruus	SG.GEN	pelkuruuden␣
2t001:007	7	henki	SG.PTV	henkeä
2t001:007	-	(,)	PUNC	,␣
2t001:007	9	vaan	SUBORD	vaan␣
2t001:007	10	voima	DER.SG.GEN	voiman␣
2t001:007	11	ja	CNJ	ja␣
2t001:007	12	rakkaus	DER.SG.GEN	rakkauden␣
2t001:007	13	ja	CNJ	ja␣
2t001:007	14a	raittius	SG.GEN	raittiuden␣
2t001:007	-	(henki)	SG.GEN	hengen
2t001:007	14b	.	PUNC	.␣
2t001:008	2t001:008	2t001:008	VERSE	2Tm␣1:8␣
2t001:008	1	älä	NEGV.ACT.IMP.2S	Älä␣
2t001:008	2	siis	ADV	siis␣
2t001:008	3	hävetä	ACT.PRES.NEG	häpeä␣
2t001:008	(4) 5	todistus	DER.SG.PTV	todistusta␣
2t001:008	(6) 7	Herra	SG.ELA.-1	Herrastamme␣
2t001:008	8	%pers	?	
2t001:008	9	älä	NEGV.ACT.IMP.2S.-CLITIC	äläkä␣
2t001:008	10	minä	PERS.SG.PTV	minua
2t001:008	-	(,)	PUNC	,␣
2t001:008	13a	hän	PERS.SG.GEN	hänen␣
2t001:008	(11) 12	vanki	SG.PTV.-3	vankiaan
2t001:008	13b	,	PUNC	,␣
2t001:008	14	vaan	SUBORD	vaan␣
2t001:008	15	kärsiä	ACT.IMP.2S	kärsi␣
2t001:008	15	yhdessä	ADV	yhdessä␣
2t001:008	-	(minä)	PERS.SG.GEN	minun␣
2t001:008	-	(kanssa)	POST.-1	kanssani␣
2t001:008	15	vaiva	SG.PTV	vaivaa␣
2t001:008	(16) 17	evankeliumi	SG.GEN	evankeliumin␣
2t001:008	case%17	tähden	POST	tähden
2t001:008	-	(,)	PUNC	,␣
2t001:008	18	se	DEM.SG.GEN	sen␣
2t001:008	18	mukaan	POST	mukaan␣
2t001:008	18	kuin	SUBORD	kuin␣
2t001:008	20a	Jumala	SG.NOM	Jumala␣
2t001:008	-	(antaa)	ACT.PRES.3S	antaa␣
2t001:008	19	voima	DER.SG.PTV	voimaa
2t001:008	20b	,	PUNC	,␣
2t001:009	2t001:009	2t001:009	VERSE	2Tm␣1:9␣
2t001:009	1	hän	PERS.SG.NOM	hän
2t001:009	-	(,)	PUNC	,␣
2t001:009	1	joka	REL.INDEF.SG.NOM	joka␣
2t001:009	2	(olla)	COP.ACT.PRES.3S	on␣
2t001:009	3	me	PERS.PL.ACC	meidät␣
2t001:009	2	pelastaa	ACT.PCP2.PERF	pelastanut␣
2t001:009	4	ja	CNJ	ja␣
2t001:009	5	kutsua	ACT.PCP2.PERF	kutsunut␣
2t001:009	7a	pyhä	ADJ.SG.ADE	pyhällä␣
2t001:009	6	kutsumus	SG.ADE	kutsumuksella
2t001:009	7b	,	PUNC	,␣
2t001:009	8	ei	NEGV.3S	ei␣
2t001:009	12	me	PERS.PL.GEN	meidän␣
2t001:009	(10) 11	teko	PL.GEN.-1	tekojemme␣
2t001:009	9	mukaan	POST	mukaan
2t001:009	-	(,)	PUNC	,␣
2t001:009	13	vaan	SUBORD	vaan␣
2t001:009	15	oma	ADJ.SG.GEN	oman␣
2t001:009	16	aivoitus	NOM&SGGEN.-3	aivoituksensa␣
2t001:009	17	ja	CNJ	ja␣
2t001:009	18a	armo	NOM&SGGEN.-3	armonsa␣
2t001:009	14	mukaan	POST	mukaan
2t001:009	18b	,	PUNC	,␣
2t001:009	19	joka	REL.INDEF.SG.NOM	joka␣
2t001:009	21	me	PERS.PL.ALL	meille␣
2t001:009	20	(olla)	COP.ACT.PRES.3S	on␣
2t001:009	20	antaa	PSS.PCP2.PERF	annettu␣
2t001:009	23	Kristus	PR.SG.INE	Kristuksessa␣
2t001:009	24	Jeesus	PR.SG.INE	Jeesuksessa␣
2t001:009	22	%case	LOC	
2t001:009	25	ennen	PREP	ennen␣
2t001:009	27a	ikuinen	ADJ.PL.PTV	ikuisia␣
2t001:009	26	aika	PL.PTV	aikoja
2t001:009	27b	,	PUNC	,␣
2t001:010	2t001:010	2t001:010	VERSE	2Tm␣1:10␣
2t001:010	2	mutta	CNJ	mutta␣
2t001:010	3	nyt	ADV	nyt␣
2t001:010	1	ilmisaattaa	PSS.PCP2.PERF	ilmisaatettu␣
2t001:010	9	me	PERS.PL.GEN	meidän␣
2t001:010	(7) 8	Vapahtaja	NOM&SGGEN.-1	Vapahtajamme␣
2t001:010	10	Kristus	PR.SG.GEN	Kristuksen␣
2t001:010	11a	Jeesus	PR.SG.GEN	Jeesuksen␣
2t001:010	(5) 6	ilmestyminen	DER.SG.GEN	ilmestymisen␣
2t001:010	4	kautta	PREP	kautta
2t001:010	11b	,	PUNC	,␣
2t001:010	12	(joka)	REL.INDEF.SG.NOM	joka␣
2t001:010	12	kukistaa	ACT.PAST.3S	kukisti␣
2t001:010	(13)	-	UNTRANSLATED	
2t001:010	(14) 15	kuolema	DER.SG.GEN	kuoleman␣
2t001:010	17	ja	CNJ	ja␣
2t001:010	16	tuoda	ACT.PAST.3S	toi␣
2t001:010	16	valo	SG.ILL	valoon␣
2t001:010	18	elämä	DER.SG.GEN	elämän␣
2t001:010	19	ja	CNJ	ja␣
2t001:010	20	katoamattomuus	DER.SG.GEN	katoamattomuuden␣
2t001:010	(22) 23	evankeliumi	SG.GEN	evankeliumin␣
2t001:010	21	kautta	PREP	kautta
2t001:010	-	(,)	PUNC	,␣
2t001:011	2t001:011	2t001:011	VERSE	2Tm␣1:11␣
2t001:011	2	joka	REL.SG.GEN	jonka␣
2t001:011	1	%case	GEN	
2t001:011	5	julistaja	DER.SG.TRA	julistajaksi␣
2t001:011	6	ja	CNJ	ja␣
2t001:011	7	apostoli	SG.TRA	apostoliksi␣
2t001:011	8	ja	CNJ	ja␣
2t001:011	9a	opettaja	DER.SG.TRA	opettajaksi␣
2t001:011	4	minä	PERS.SG.NOM	minä␣
2t001:011	3	(olla)	COP.ACT.PRES.1S	olen␣
2t001:011	3	asettaa	PSS.PCP2.PERF	asetettu
2t001:011	9b	.	PUNC	.␣
2t001:012	2t001:012	2t001:012	VERSE	2Tm␣1:12␣
2t001:012	2	se	DEM.SG.ELA	Siitä␣
2t001:012	3	syy	SG.ELA	syystä␣
2t001:012	1	%case	LOC	
2t001:012	6a	(minä)	PERS.SG.NOM	minä␣
2t001:012	4	myös	ADV	myös␣
2t001:012	5	nämä	DEM.PL.PTV	näitä␣
2t001:012	6a	kärsiä	ACT.PRES.1S	kärsin
2t001:012	6b	,	PUNC	,␣
2t001:012	8	ei	NEGV.1S.-CLITIC	enkä␣
2t001:012	7	%clitic	kA	
2t001:012	-	(se)	DEM.SG.PTV	sitä␣
2t001:012	9a	hävetä	ACT.PRES.NEG	häpeä
2t001:012	9b	;	PUNC	;␣
2t001:012	11	sillä	SUBORD	sillä␣
2t001:012	10	(minä)	PERS.SG.NOM	minä␣
2t001:012	10	tuntea	ACT.PRES.1S	tunnen␣
2t001:012	12	hän	PERS.SG.ACC	hänet
2t001:012	-	(,)	PUNC	,␣
2t001:012	12	joka	REL.SG.ILL	johon␣
2t001:012	13	(minä)	PERS.SG.NOM	minä␣
2t001:012	13	uskoa	ACT.PRES.1S	uskon
2t001:012	-	(,)	PUNC	,␣
2t001:012	14	ja	CNJ	ja␣
2t001:012	15	olla	COP.ACT.PRES.1S	olen␣
2t001:012	15	varma	ADJ.SG.NOM	varma␣
2t001:012	-	(se)	DEM.SG.ELA	siitä
2t001:012	-	(,)	PUNC	,␣
2t001:012	16	että	SUBORD	että␣
2t001:012	18	(hän)	PERS.SG.NOM	hän␣
2t001:012	18	olla	COP.ACT.PRES.3S	on␣
2t001:012	17	voimallinen	DER.ADJ.SG.NOM	voimallinen␣
2t001:012	24	se	DEM.SG.ILL	siihen␣
2t001:012	(25) 26a	päivä	SG.ILL	päivään␣
2t001:012	23	asti	POST	asti␣
2t001:012	22	säilyttää	DER.INF3.ILL	säilyttämään␣
2t001:012	19	se	DEM.SG.GEN	sen
2t001:012	-	(,)	PUNC	,␣
2t001:012	19	mikä	INT.REL.INDEF.SG.NOM	mikä␣
2t001:012	21	minä	PERS.SG.ALL	minulle␣
2t001:012	20	(olla)	COP.ACT.PRES.3S	on␣
2t001:012	20	uskoa	PSS.PCP2.PERF	uskottu
2t001:012	26b	.	PUNC	.␣
2t001:013	2t001:013	2t001:013	VERSE	2Tm␣1:13␣
2t001:013	2	ottaa	ACT.IMP.2S	Ota␣
2t001:013	1	esi_kuva	SG.TRA	esikuvaksi␣
2t001:013	-	(ne)	DEM.PL.NOM	ne␣
2t001:013	3	terveellinen	ADJ.PL.NOM	terveelliset␣
2t001:013	4	sana	PL.NOM	sanat
2t001:013	-	(,)	PUNC	,␣
2t001:013	5	joka	REL.PL.NOM	jotka␣
2t001:013	8	(olla)	COP.ACT.PRES.2S	olet␣
2t001:013	7	minä	PERS.SG.ABL	minulta␣
2t001:013	6	%case	LOC	
2t001:013	8	kuulla	ACT.PCP2.PERF	kuullut
2t001:013	-	(,)	PUNC	,␣
2t001:013	10	usko	SG.INE	uskossa␣
2t001:013	9	%case	LOC	
2t001:013	11	ja	CNJ	ja␣
2t001:013	12	rakkaus	DER.SG.INE	rakkaudessa
2t001:013	-	(,)	PUNC	,␣
2t001:013	13	joka	REL.INDEF.SG.NOM	joka␣
2t001:013	-	(olla)	COP.ACT.PRES.3S	on␣
2t001:013	15	Kristus	PR.SG.INE	Kristuksessa␣
2t001:013	16a	Jeesus	PR.SG.INE	Jeesuksessa
2t001:013	14	%case	LOC	
2t001:013	16b	.	PUNC	.␣
2t001:014	2t001:014	2t001:014	VERSE	2Tm␣1:14␣
2t001:014	4	säilyttää	DER.ACT.IMP.2S	Säilytä␣
2t001:014	1	se	DEM.SG.NOM	se␣
2t001:014	2	hyvä	ADJ.SG.NOM	hyvä
2t001:014	-	(,)	PUNC	,␣
2t001:014	1	mikä	INT.REL.INDEF.SG.NOM	mikä␣
2t001:014	-	(sinä)	PERS.SG.ALL	sinulle␣
2t001:014	3	(olla)	COP.ACT.PRES.3S	on␣
2t001:014	3	uskoa	PSS.PCP2.PERF	uskottu
2t001:014	-	(,)	PUNC	,␣
2t001:014	7	Pyhä	ADJ.SG.GEN	Pyhän␣
2t001:014	6	Henki	SG.GEN	Hengen␣
2t001:014	5	kautta	PREP	kautta
2t001:014	-	(,)	PUNC	,␣
2t001:014	8	joka	REL.INDEF.SG.NOM	joka␣
2t001:014	11a	me	PERS.PL.INE	meissä␣
2t001:014	10	%case	LOC	
2t001:014	9	asua	ACT.PRES.3S	asuu
2t001:014	11b	.	PUNC	.␣
2t001:015	2t001:015	2t001:015	VERSE	2Tm␣1:15␣
2t001:015	1	(sinä)	PERS.SG.NOM	Sinä␣
2t001:015	1	tietää	ACT.PRES.2S	tiedät
2t001:015	(2a)	-	UNTRANSLATED	
2t001:015	-	(,)	PUNC	,␣
2t001:015	3	että	SUBORD	että␣
2t001:015	6	kaikki	INDEF.SG.NOM	kaikki␣
2t001:015	10a (7) (9)	aasialainen	DER.ADJ.PL.NOM	aasialaiset␣
2t001:015	8	%case	NOM	
2t001:015	4	(olla)	COP.ACT.PRES.3P	ovat␣
2t001:015	4	kääntyä	ACT.PCP2.PERF	kääntyneet␣
2t001:015	5	minä	PERS.SG.ELA	minusta␣
2t001:015	4	pois	ADV	pois
2t001:015	10b	;	PUNC	;␣
2t001:015	11	ne	DEM.PL.GEN	niiden␣
2t001:015	case%11	joukossa	DER.SG.INE	joukossa␣
2t001:015	12	olla	COP.ACT.PRES.3P	ovat␣
2t001:015	13	Fygelus	PR.SG.NOM	Fygelus␣
2t001:015	14	ja	CNJ	ja␣
2t001:015	15a	Hermogenes	PR.SG.NOM	Hermogenes
2t001:015	15b	.	PUNC	.␣
2t001:016	2t001:016	2t001:016	VERSE	2Tm␣1:16␣
2t001:016	1	antaa	ACT.IMP.3S	Antakoon␣
2t001:016	(3) 4	Herra	SG.NOM	Herra␣
2t001:016	2	laupeus	SG.PTV	laupeutta␣
2t001:016	6	Onesiforus	PR.SG.GEN	Onesiforuksen␣
2t001:016	(5) 7a	huone_kunta	SG.ALL	huonekunnalle
2t001:016	7b	,	PUNC	,␣
2t001:016	8	sillä	SUBORD	sillä␣
2t001:016	9	usein	ADV.POS	usein␣
2t001:016	11	(hän)	PERS.SG.NOM	hän␣
2t001:016	11	(olla)	COP.ACT.PRES.3S	on␣
2t001:016	10	minä	PERS.SG.PTV	minua␣
2t001:016	11	virvoittaa	ACT.PCP2.PERF	virvoittanut
2t001:016	-	(,)	PUNC	,␣
2t001:016	16	ei	NEGV.3S.-CLITIC	eikä␣
2t001:016	12	%clitic	kA	
2t001:016	17a	(olla)	COP.ACT.PRES.NEG	ole␣
2t001:016	(13) 14	kahle	PL.PTV.-1	kahleitani␣
2t001:016	15	%pers	?	
2t001:016	17a	hävetä	ACT.PCP2.PERF	hävennyt
2t001:016	17b	;	PUNC	;␣
2t001:017	2t001:017	2t001:017	VERSE	2Tm␣1:17␣
2t001:017	1	vaan	SUBORD	vaan␣
2t001:017	2	(kun)	SUBORD	kun␣
2t001:017	2	(hän)	PERS.SG.NOM	hän␣
2t001:017	2	tulla	ACT.PAST.3S	tuli␣
2t001:017	4	Rooma	PR.SG.ILL	Roomaan
2t001:017	3	%case	LOC	
2t001:017	-	(,)	PUNC	,␣
2t001:017	6	etsiä	ACT.PAST.3S	etsi␣
2t001:017	6	(hän)	PERS.SG.NOM	hän␣
2t001:017	7	minä	PERS.SG.PTV	minua␣
2t001:017	5	innokkaasti	DER.ADV.POS	innokkaasti␣
2t001:017	8	ja	CNJ	ja␣
2t001:017	9a	löytää	ACT.PAST.3S	löysi␣
2t001:017	-	(minä)	PERS.SG.ACC	minut
2t001:017	9b	.	PUNC	.␣
2t001:018	2t001:018	2t001:018	VERSE	2Tm␣1:18␣
2t001:018	1	suoda	ACT.IMP.3S	Suokoon␣
2t001:018	(3) 4	Herra	SG.NOM	Herra
2t001:018	-	(,)	PUNC	,␣
2t001:018	-	(että)	SUBORD	että␣
2t001:018	2	hän	PERS.SG.NOM	hän␣
2t001:018	5	löytää	ACT.PRES.3S	löytää␣
2t001:018	6	laupeus	SG.GEN	laupeuden␣
2t001:018	8	Herra	SG.GEN	Herran␣
2t001:018	7	tykönä	POST	tykönä␣
2t001:018	10	se	DEM.SG.ESS	sinä␣
2t001:018	(11) 12a	päivä	SG.ESS	päivänä
2t001:018	9	%case	ESS	
2t001:018	12b	.	PUNC	.␣
2t001:018	13	ja	CNJ	Ja␣
2t001:018	14	kuinka	AD-A	kuinka␣
2t001:018	14	suuri	ADJ.PL.PTV	suuria␣
2t001:018	17a	(ne)	DEM.PL.NOM	ne␣
2t001:018	17a	palvelus	PL.NOM	palvelukset␣
2t001:018	17a	(olla)	COP.ACT.PAST.3P	olivat
2t001:018	-	(,)	PUNC	,␣
2t001:018	17a	(joka)	REL.PL.PTV	joita␣
2t001:018	17a	(hän)	PERS.SG.NOM	hän␣
2t001:018	17a	tehdä	ACT.PAST.3S	teki␣
2t001:018	16	Efeso	PR.SG.INE	Efesossa
2t001:018	15	%case	LOC	
2t001:018	-	(,)	PUNC	,␣
2t001:018	-	(se)	DEM.SG.GEN	sen␣
2t001:018	19	sinä	PERS.SG.NOM	sinä␣
2t001:018	18	parhaiten	ADV.SUP	parhaiten␣
2t001:018	20a	tietää	ACT.PRES.2S	tiedät
2t001:018	20b	.	PUNC	.␣
2t002:001	2t002:001	2t002:001	VERSE	2Tm␣2:1␣
2t002:001	5	vahvistua	DER.ACT.IMP.2S	Vahvistu␣
2t002:001	1	%pers	2S	
2t002:001	2a	siis	ADV	siis
2t002:001	2b	,	PUNC	,␣
2t002:001	3	poika	NOM&SGGEN.-1	poikani
2t002:001	4a	%pers	?	
2t002:001	-	(,)	PUNC	,␣
2t002:001	7	se	DEM.SG.INE	siinä␣
2t002:001	8	armo	SG.INE	armossa
2t002:001	6	%case	LOC	
2t002:001	-	(,)	PUNC	,␣
2t002:001	9	joka	REL.INDEF.SG.NOM	joka␣
2t002:001	-	(olla)	COP.ACT.PRES.3S	on␣
2t002:001	11	Kristus	PR.SG.INE	Kristuksessa␣
2t002:001	12a	Jeesus	PR.SG.INE	Jeesuksessa
2t002:001	10	%case	LOC	
2t002:001	12b	.	PUNC	.␣
2t002:002	2t002:002	2t002:002	VERSE	2Tm␣2:2␣
2t002:002	1	ja	CNJ	Ja␣
2t002:002	2	mikä	INT.REL.SG.GEN	minkä␣
2t002:002	3	(olla)	COP.ACT.PRES.2S	olet␣
2t002:002	3	kuulla	ACT.PCP2.PERF	kuullut␣
2t002:002	5	minä	PERS.SG.ABL	minulta␣
2t002:002	4	%case	LOC	
2t002:002	-	(ja)	CNJ	ja␣
2t002:002	-	(mikä)	INT.REL.SG.GEN	minkä␣
2t002:002	7	moni	INDEF.PL.NOM	monet␣
2t002:002	-	(olla)	COP.ACT.PRES.3P	ovat␣
2t002:002	8a	todistaa	ACT.PCP2.PERF	todistaneet
2t002:002	6	%case	NOM	
2t002:002	8b	,	PUNC	,␣
2t002:002	10	uskoa	ACT.IMP.2S	usko␣
2t002:002	9	se	DEM.SG.NOM	se␣
2t002:002	11	luotettava	ADJ.PL.ALL	luotettaville␣
2t002:002	12a	mies	PL.ALL	miehille
2t002:002	12b	,	PUNC	,␣
2t002:002	13	joka	REL.PL.NOM	jotka␣
2t002:002	tasp%15	sitten	ADV	sitten␣
2t002:002	15	olla	COP.ACT.PRES.3P	ovat␣
2t002:002	14	sovelias	ADJ.PL.PTV	soveliaita␣
2t002:002	17	muu	INDEF.PL.PTV.-CLITIC	muitakin␣
2t002:002	16	%clitic	kin	
2t002:002	18a	opettaa	INF3.ILL	opettamaan
2t002:002	18b	.	PUNC	.␣
2t002:003	2t002:003	2t002:003	VERSE	2Tm␣2:3␣
2t002:003	1	kärsiä	ACT.IMP.2S	Kärsi␣
2t002:003	1	vaiva	SG.PTV	vaivaa␣
2t002:003	2	niin_kuin	SUBORD	niinkuin␣
2t002:003	-	(ainakin)	ADV	ainakin␣
2t002:003	3	jalo	ADJ.SG.NOM	jalo␣
2t002:003	5	Kristus	PR.SG.GEN	Kristuksen␣
2t002:003	6a	Jeesus	PR.SG.GEN	Jeesuksen␣
2t002:003	4	sota_mies	SG.NOM	sotamies
2t002:003	6b	.	PUNC	.␣
2t002:004	2t002:004	2t002:004	VERSE	2Tm␣2:4␣
2t002:004	1	ei	NEGV.3S	Ei␣
2t002:004	1	kukaan	INDEF.SG.NOM	kukaan
2t002:004	-	(,)	PUNC	,␣
2t002:004	2	(joka)	REL.INDEF.SG.NOM	joka␣
2t002:004	2	sota	SG.INE	sodassa␣
2t002:004	2	palvella	ACT.PRES.3S	palvelee
2t002:004	-	(,)	PUNC	,␣
2t002:004	3	sekaantua	ACT.IMP.2S	sekaannu␣
2t002:004	(5) 6	elatus	SG.GEN	elatuksen␣
2t002:004	(4) 7a	toimi	PL.ILL	toimiin
2t002:004	7b	,	PUNC	,␣
2t002:004	8	sillä	SUBORD	sillä␣
2t002:004	11a	(hän)	PERS.SG.NOM	hän␣
2t002:004	tasp%11a	tahtoa	ACT.PRES.3S	tahtoo␣
2t002:004	11a	olla	COP.INF1.LAT	olla␣
2t002:004	11a	mieliksi	DER.ADV	mieliksi␣
2t002:004	9	se	DEM.SG.ALL	sille
2t002:004	-	(,)	PUNC	,␣
2t002:004	9	joka	REL.INDEF.SG.NOM	joka␣
2t002:004	10	(olla)	COP.ACT.PRES.3S	on␣
2t002:004	-	(hän)	PERS.SG.ACC	hänet␣
2t002:004	10	palkata	ACT.PCP2.PERF	palkannut
2t002:004	11b	.	PUNC	.␣
2t002:005	2t002:005	2t002:005	VERSE	2Tm␣2:5␣
2t002:005	6	ei	NEGV.3S.-CLITIC	Eihän␣
