nu001:001	nu001:001	nu001:001	VERSE	4Ms␣1:1␣
nu001:003	11b	osastoittain	DER.ADV	osastoittain
nu001:003	11a	%case	?	
nu001:003	(10)	-	UNTRANSLATED	
nu001:003	-	(.)	PUNC	.␣
nu001:004	nu001:004	nu001:004	VERSE	4Ms␣1:4␣
nu001:004	1a	ja	CNJ	Ja␣
nu001:004	pers%1b	te	PERS.PL.GEN	teidän␣
nu001:004	1b	apu	SG.ESS.-2	apunanne␣
nu001:004	2	olla	COP.ACT.IMP.3S	olkoon␣
nu001:004	3	1	NUM.SG.NOM	yksi␣
nu001:004	3	mies	SG.NOM	mies␣
nu001:004	4	jokainen	INDEF.SG.ELA	jokaisesta␣
nu001:004	5b	suku_kunta	SG.ELA	sukukunnasta
nu001:004	5a	%case	LOC	
nu001:004	-	(,)	PUNC	,␣
nu001:004	(6)	-	UNTRANSLATED	
nu001:004	pers%9	se	DEM.SG.GEN	sen␣
nu001:004	8b 9	perhe_kunta	PL.GEN	perhekuntien␣
nu001:004	8a	%case	GEN	
nu001:004	7	pää_mies	SG.NOM	päämies
nu001:004	(10)	-	UNTRANSLATED	
nu001:004	-	(.)	PUNC	.␣
nu001:005	nu001:005	nu001:005	VERSE	4Ms␣1:5␣
nu001:005	1a	ja	CNJ	Ja␣
nu001:005	1b	nämä	DEM.PL.NOM	nämä␣
nu001:005	-	(olla)	COP.ACT.PRES.3P	ovat␣
nu001:005	-	(ne)	DEM.PL.GEN	niiden␣
nu001:005	(3a) 3b	mies	PL.GEN	miesten␣
nu001:005	2	nimi	PL.NOM	nimet
nu001:005	-	(,)	PUNC	,␣
nu001:005	4	joka	REL.PL.NOM	jotka␣
nu001:005	6	te	PERS.PL.PTV	teitä␣
nu001:005	5	avustaa	ACT.IMP.3P	avustakoot
nu001:005	-	(:)	PUNC	:␣
nu001:005	7b	Ruuben	PR.SG.ELA	Ruubenista␣
nu001:005	7a	%case	LOC	
nu001:005	8	Elisur	PR.SG.NOM	Elisur
nu001:005	-	(,)	PUNC	,␣
nu001:005	10	Sedeur	PR.SG.GEN	Sedeurin␣
nu001:005	9	poika	SG.NOM	poika
nu001:005	-	(;)	PUNC	;␣
nu001:006	nu001:006	nu001:006	VERSE	4Ms␣1:6␣
nu001:006	1b	Simeon	PR.SG.ELA	Simeonista␣
nu001:006	1a	%case	LOC	
nu001:006	2	Selumiel	PR.SG.NOM	Selumiel
nu001:006	-	(,)	PUNC	,␣
nu001:006	4	Suurisaddai	PR.SG.GEN	Suurisaddain␣
nu001:006	3	poika	SG.NOM	poika
nu001:006	-	(;)	PUNC	;␣
nu001:007	nu001:007	nu001:007	VERSE	4Ms␣1:7␣
nu001:007	1b	Juuda	PR.SG.ELA	Juudasta␣
nu001:007	1a	%case	LOC	
nu001:007	2	Nahson	PR.SG.NOM	Nahson
nu001:007	-	(,)	PUNC	,␣
nu001:007	4	Amminadab	PR.SG.GEN	Amminadabin␣
nu001:007	3	poika	SG.NOM	poika
nu001:007	-	(;)	PUNC	;␣
nu001:008	nu001:008	nu001:008	VERSE	4Ms␣1:8␣
nu001:008	1b	Isaskar	PR.SG.ELA	Isaskarista␣
nu001:008	1a	%case	LOC	
nu001:008	2	Netanel	PR.SG.NOM	Netanel
nu001:008	-	(,)	PUNC	,␣
nu001:008	4	Suuar	PR.SG.GEN	Suuarin␣
nu001:008	3	poika	SG.NOM	poika
nu001:008	-	(;)	PUNC	;␣
nu001:009	nu001:009	nu001:009	VERSE	4Ms␣1:9␣
nu001:009	1b	Sebulon	PR.SG.ELA	Sebulonista␣
nu001:009	1a	%case	LOC	
nu001:009	2	Eliab	PR.SG.NOM	Eliab
nu001:009	-	(,)	PUNC	,␣
nu001:009	4	Heelon	PR.SG.GEN	Heelonin␣
nu001:009	3	poika	SG.NOM	poika
nu001:009	-	(;)	PUNC	;␣
nu001:010	nu001:010	nu001:010	VERSE	4Ms␣1:10␣
nu001:010	2	Joosef	PR.SG.GEN	Joosefin␣
nu001:010	1b	poika	PL.ELA	pojista
nu001:010	1a	%case	LOC	
nu001:010	-	(:)	PUNC	:␣
nu001:010	3b	Efraim	PR.SG.ELA	Efraimista␣
nu001:010	3a	%case	LOC	
nu001:010	4	Elisama	PR.SG.NOM	Elisama
nu001:010	-	(,)	PUNC	,␣
nu001:010	6	Ammihud	PR.SG.GEN	Ammihudin␣
nu001:010	5	poika	SG.NOM	poika␣
nu001:010	-	(ja)	CNJ	ja␣
nu001:010	7b	Manasse	PR.SG.ELA	Manassesta␣
nu001:010	7a	%case	LOC	
nu001:010	8	Gamliel	PR.SG.NOM	Gamliel
nu001:010	-	(,)	PUNC	,␣
nu001:010	10	Pedasur	PR.SG.GEN	Pedasurin␣
nu001:010	9	poika	SG.NOM	poika
nu001:010	-	(;)	PUNC	;␣
nu001:011	nu001:011	nu001:011	VERSE	4Ms␣1:11␣
nu001:011	1b	Benjamin	PR.SG.ELA	Benjaminista␣
nu001:011	1a	%case	LOC	
nu001:011	2	Abida	PR.SG.GEN	Abidan
nu001:011	-	(,)	PUNC	,␣
nu001:011	4	Gideoni	PR.SG.GEN	Gideonin␣
nu001:011	3	poika	SG.NOM	poika
nu001:011	-	(;)	PUNC	;␣
nu001:012	nu001:012	nu001:012	VERSE	4Ms␣1:12␣
nu001:012	1b	Daan	PR.SG.ELA	Daanista␣
nu001:012	1a	%case	LOC	
nu001:012	2	Ahieser	PR.SG.NOM	Ahieser
nu001:012	-	(,)	PUNC	,␣
nu001:012	4	Ammisaddai	PR.SG.GEN	Ammisaddain␣
nu001:012	3	poika	SG.NOM	poika
nu001:012	-	(;)	PUNC	;␣
nu001:013	nu001:013	nu001:013	VERSE	4Ms␣1:13␣
nu001:013	1b	Asser	PR.SG.ELA	Asserista␣
nu001:013	1a	%case	LOC	
nu001:013	2	Pagiel	PR.SG.NOM	Pagiel
nu001:013	-	(,)	PUNC	,␣
nu001:013	4	Okran	PR.SG.GEN	Okranin␣
nu001:013	3	poika	SG.NOM	poika
nu001:013	-	(;)	PUNC	;␣
nu001:014	nu001:014	nu001:014	VERSE	4Ms␣1:14␣
nu001:014	1b	Gaad	PR.SG.ELA	Gaadista␣
nu001:014	1a	%case	LOC	
nu001:014	2	Eljasaf	PR.SG.NOM	Eljasaf
nu001:014	-	(,)	PUNC	,␣
nu001:014	4	Deguel	PR.SG.GEN	Deguelin␣
nu001:014	3	poika	SG.NOM	poika
nu001:014	-	(;)	PUNC	;␣
nu001:015	nu001:015	nu001:015	VERSE	4Ms␣1:15␣
nu001:015	1b	Naftali	PR.SG.ELA	Naftalista␣
nu001:015	1a	%case	LOC	
nu001:015	2	Ahira	PR.SG.NOM	Ahira
nu001:015	-	(,)	PUNC	,␣
nu001:015	4	Eenan	PR.SG.GEN	Eenanin␣
nu001:015	3	poika	SG.NOM	poika
nu001:015	-	(.)	PUNC	.␣
nu001:016	nu001:016	nu001:016	VERSE	4Ms␣1:16␣
nu001:016	1	nämä	DEM.PL.NOM	Nämä␣
nu001:016	-	(olla)	COP.ACT.IMP.3P	olkoot␣
nu001:016	(4a) 4b	kansa	SG.GEN	kansan␣
nu001:016	2	edus_mies	PL.NOM	edusmiehet
nu001:016	-	(,)	PUNC	,␣
nu001:016	pers%7	he	PERS.PL.GEN	heidän␣
nu001:016	7	isä	PL.GEN.-3	isiensä␣
nu001:016	6	suku_kunta	PL.GEN	sukukuntien␣
nu001:016	5	ruhtinas	PL.NOM	ruhtinaat
nu001:016	-	(,)	PUNC	,␣
nu001:016	10	Israel	PR.SG.GEN	Israelin␣
nu001:016	9	heimo	PL.GEN	heimojen␣
nu001:016	8	pää_mies	PL.NOM	päämiehet
nu001:016	(11)	-	UNTRANSLATED	
nu001:016	-	(.)	PUNC	.
nu001:016	-	(")	PUNC.RIGHT	"␣
nu001:017	nu001:017	nu001:017	VERSE	4Ms␣1:17␣
nu001:017	1a	ja	CNJ	Ja␣
nu001:017	2	Mooses	PR.SG.NOM	Mooses␣
nu001:017	3a	ja	CNJ	ja␣
nu001:017	3b	Aaron	PR.SG.NOM	Aaron␣
nu001:017	1b	ottaa	ACT.PAST.3P	ottivat␣
nu001:017	-	(luokse)	PREP.-3	luoksensa␣
nu001:017	(6a) 6b	nämä	DEM.PL.NOM	nämä␣
nu001:017	9b	nimi	SG.ABL	nimeltä␣
nu001:017	9a	%case	LOC	
nu001:017	8	mainita:mainittu	PSS.PCP2.PL.NOM	mainitut␣
nu001:017	7	%inflection	PSS.PCP2.PL.NOM	
nu001:017	(5a) 5b	mies	PL.NOM	miehet␣
nu001:017	4	%case	NOM	
nu001:018	nu001:018	nu001:018	VERSE	4Ms␣1:18␣
nu001:018	1a	ja	CNJ	ja␣
nu001:018	4	koota	ACT.PAST.3P	kokosivat␣
nu001:018	2	kaikki	INDEF.SG.GEN	kaiken␣
nu001:018	1b	%case	GEN	
nu001:018	(3a) 3b	kansa	SG.GEN	kansan␣
nu001:018	(7a) 7b		ORD.SG.GEN	toisen␣
nu001:018	6b	kuu_kausi	SG.GEN	kuukauden␣
nu001:018	6a	%case	GEN	
nu001:018	5b		ORD.SG.ESS	ensimmäisenä␣
nu001:018	5a	%case	ESS	
nu001:018	sem%5b	päivä	SG.ESS	päivänä
nu001:018	-	(,)	PUNC	,␣
nu001:018	8a	ja	CNJ	ja␣
nu001:018	-	(kansa)	SG.NOM	kansa␣
nu001:018	8b	panna	PSS.PAST	pantiin␣
nu001:018	8b	luettelo	PL.ILL	luetteloihin␣
nu001:018	10	suvuittain	DER.ADV	suvuittain␣
nu001:018	9	%case	?	
nu001:018	-	(ja)	CNJ	ja␣
nu001:018	11b 12	perhe_kunnittain	DER.ADV	perhekunnittain
nu001:018	11a	%case	?	
nu001:018	-	(,)	PUNC	,␣
nu001:018	14	nimi	PL.GEN	nimien␣
nu001:018	13b	luku_määrä	SG.GEN	lukumäärän␣
nu001:018	13a	mukaan	POST	mukaan
nu001:018	-	(,)	PUNC	,␣
nu001:018	15b 16 17	kaksi_kymmenvuotinen	ADJ.PL.NOM	kaksikymmenvuotiset␣
nu001:018	15a	%case	NOM	
nu001:018	18a	ja	CNJ	ja␣
nu001:018	18b	se	DEM.SG.PTV	sitä␣
nu001:018	18b	vanha	ADJ.CMP.PL.NOM	vanhemmat
nu001:018	-	(,)	PUNC	,␣
nu001:018	19b	pää_luku	SG.GEN	pääluvun␣
nu001:018	19a	mukaan	POST	mukaan
nu001:018	-	(,)	PUNC	,␣
nu001:019	nu001:019	nu001:019	VERSE	4Ms␣1:19␣
nu001:019	1a 1b	niin_kuin	SUBORD	niinkuin␣
nu001:019	3	Herra	SG.NOM	Herra␣
nu001:019	2	(olla)	COP.ACT.PAST.3S	oli␣
nu001:019	5	Mooses	PR.SG.ALL	Moosekselle␣
nu001:019	4	%case	LOC	
nu001:019	2	käsky	SG.GEN	käskyn␣
nu001:019	2	antaa	ACT.PCP2.PERF	antanut
nu001:019	-	(.)	PUNC	.␣
nu001:019	6a	niin	ADV.AD-A	Niin␣
nu001:019	6b	(hän)	PERS.SG.NOM	hän␣
nu001:019	6b	pitää	ACT.PAST.3S	piti␣
nu001:019	pers%6b	he	PERS.PL.ELA	heistä␣
nu001:019	6b	katselmus	SG.GEN	katselmuksen␣
nu001:019	8	Siinai	PR.SG.GEN	Siinain␣
nu001:019	7b	erä_maa	SG.INE	erämaassa
nu001:019	7a	%case	LOC	
nu001:019	-	(.)	PUNC	.␣
nu001:020	nu001:020	nu001:020	VERSE	4Ms␣1:20␣
nu001:020	(1a)	-	UNTRANSLATED	
nu001:020	3	Ruuben	PR.SG.GEN	Ruubenin
nu001:020	-	(,)	PUNC	,␣
nu001:020	5	Israel	PR.SG.GEN	Israelin␣
nu001:020	4	esikoinen	SG.GEN	esikoisen
nu001:020	-	(,)	PUNC	,␣
nu001:020	2	jälkeläinen	PL.PTV	jälkeläisiä␣
nu001:020	1b	olla	COP.ACT.PAST.3S	oli␣
nu001:020	6	polveutuminen	DER.NOM&SGGEN.-3	polveutumisensa␣
nu001:020	-	(mukaan)	POST	mukaan
nu001:020	-	(,)	PUNC	,␣
nu001:020	7b	suvuittain	DER.ADV	suvuittain␣
nu001:020	7a	%case	?	
nu001:020	-	(ja)	CNJ	ja␣
nu001:020	8b 9	perhe_kunnittain	DER.ADV	perhekunnittain
nu001:020	8a	%case	?	
nu001:020	-	(,)	PUNC	,␣
nu001:020	11	nimi	PL.GEN	nimien␣
nu001:020	10b	luku_määrä	SG.GEN	lukumäärän
nu001:020	10a	%case	GEN	
nu001:020	-	(,)	PUNC	,␣
nu001:020	12b	pää_luku	SG.GEN	pääluvun␣
nu001:020	12a	mukaan	POST	mukaan
nu001:020	-	(,)	PUNC	,␣
nu001:020	13	kaikkiaan	DER.ADV.-3	kaikkiaan␣
nu001:020	14	miehen_puoli	PL.PTV	miehenpuolia
nu001:020	-	(,)	PUNC	,␣
nu001:020	15b 16 17	kaksi_kymmenvuotinen	ADJ.PL.PTV	kaksikymmenvuotisia␣
nu001:020	15a	%case	PTV	
nu001:020	18a	ja	CNJ	ja␣
nu001:020	18b	se	DEM.SG.PTV	sitä␣
nu001:020	18b	vanha	ADJ.CMP.PL.PTV	vanhempia
nu001:020	-	(,)	PUNC	,␣
nu001:020	19	kaikki	INDEF.PL.PTV	kaikkia␣
nu001:020	20 21	sota_kelpoinen	ADJ.PL.PTV	sotakelpoisia
nu001:020	-	(,)	PUNC	,␣
nu001:021	nu001:021	nu001:021	VERSE	4Ms␣1:21␣
nu001:021	-	(nämä)	DEM.PL.PTV	näitä␣
nu001:021	3	Ruuben	PR.SG.GEN	Ruubenin␣
nu001:021	2b	suku_kunta	SG.ELA	sukukunnasta␣
nu001:021	2a	%case	LOC	
nu001:021	1	katselmus	SG.INE	katselmuksessa␣
nu001:021	1	olla:ollut	COP.ACT.PCP2.PL.PTV	olleita␣
nu001:021	-	(olla)	COP.ACT.PAST.3S	oli␣
nu001:021	4 5a 5b 6 7a 7b 8	46	NUM.SG.NOM	neljäkymmentäkuusi␣
nu001:021	4 5a 5b 6 7a 7b 8	1000	NUM.SG.PTV	tuhatta␣
nu001:021	4 5a 5b 6 7a 7b 8	46500	NUM.SG.NOM	viisisataa
nu001:021	-	(.)	PUNC	.␣
nu001:022	nu001:022	nu001:022	VERSE	4Ms␣1:22␣
nu001:022	2	Simeon	PR.SG.GEN	Simeonin␣
nu001:022	1b	jälkeläinen	PL.PTV	jälkeläisiä
nu001:022	1a	%case	PTV	
nu001:022	-	(,)	PUNC	,␣
nu001:022	7	katselmus	SG.INE	katselmuksessa␣
nu001:022	7	olla:ollut	COP.ACT.PCP2.PL.PTV	olleita
nu001:022	-	(,)	PUNC	,␣
nu001:022	-	(olla)	COP.ACT.PAST.3S	oli␣
nu001:022	3	polveutuminen	DER.NOM&SGGEN.-3	polveutumisensa␣
nu001:022	3	mukaan	POST	mukaan
nu001:022	-	(,)	PUNC	,␣
nu001:022	4b	suvuittain	DER.ADV	suvuittain␣
nu001:022	4a	%case	?	
nu001:022	-	(ja)	CNJ	ja␣
nu001:022	5b 6	perhe_kunnittain	DER.ADV	perhekunnittain
nu001:022	5a	%case	?	
nu001:022	-	(,)	PUNC	,␣
nu001:022	9	nimi	PL.GEN	nimien␣
nu001:022	8b	luku_määrä	SG.GEN	lukumäärän
nu001:022	8a	%case	GEN	
nu001:022	-	(,)	PUNC	,␣
nu001:022	10b	pää_luku	SG.GEN	pääluvun␣
nu001:022	10a	mukaan	POST	mukaan
nu001:022	-	(,)	PUNC	,␣
nu001:022	11	kaikkiaan	DER.ADV.-3	kaikkiaan␣
nu001:022	12	miehen_puoli	PL.PTV	miehenpuolia
nu001:022	-	(,)	PUNC	,␣
nu001:022	13b 14 15	kaksi_kymmenvuotinen	ADJ.PL.PTV	kaksikymmenvuotisia␣
nu001:022	13a	%case	PTV	
nu001:022	16a	ja	CNJ	ja␣
nu001:022	16b	se	DEM.SG.PTV	sitä␣
nu001:022	16b	vanha	ADJ.CMP.PL.PTV	vanhempia
nu001:022	-	(,)	PUNC	,␣
nu001:022	17	kaikki	INDEF.PL.PTV	kaikkia␣
nu001:022	18 19	sota_kelpoinen	ADJ.PL.PTV	sotakelpoisia
nu001:022	-	(,)	PUNC	,␣
nu001:023	nu001:023	nu001:023	VERSE	4Ms␣1:23␣
nu001:023	-	(nämä)	DEM.PL.PTV	näitä␣
nu001:023	3	Simeon	PR.SG.GEN	Simeonin␣
nu001:023	2b	suku_kunta	SG.ELA	sukukunnasta␣
nu001:023	2a	%case	LOC	
nu001:023	1	katselmus	SG.INE	katselmuksessa␣
nu001:023	1	olla:ollut	COP.ACT.PCP2.PL.PTV	olleita␣
nu001:023	-	(olla)	COP.ACT.PAST.3S	oli␣
nu001:023	4 5a 5b 6 7a 7b 8	59	NUM.SG.NOM	viisikymmentäyhdeksän␣
nu001:023	4 5a 5b 6 7a 7b 8	1000	NUM.SG.PTV	tuhatta␣
nu001:023	4 5a 5b 6 7a 7b 8	59300	NUM.SG.NOM	kolmesataa
nu001:023	-	(.)	PUNC	.␣
nu001:024	nu001:024	nu001:024	VERSE	4Ms␣1:24␣
nu001:024	2	Gaad	PR.SG.GEN	Gaadin␣
nu001:024	1b	jälkeläinen	PL.PTV	jälkeläisiä␣
nu001:024	1a	%case	PTV	
nu001:024	-	(olla)	COP.ACT.PAST.3S	oli␣
nu001:024	3	polveutuminen	DER.NOM&SGGEN.-3	polveutumisensa␣
nu001:024	3	mukaan	POST	mukaan
nu001:024	-	(,)	PUNC	,␣
nu001:024	4b	suvuittain	DER.ADV	suvuittain␣
nu001:024	4a	%case	?	
nu001:024	-	(ja)	CNJ	ja␣
nu001:024	5b 6	perhe_kunnittain	DER.ADV	perhekunnittain
nu001:024	5a	%case	?	
nu001:024	-	(,)	PUNC	,␣
nu001:024	8	nimi	PL.GEN	nimien␣
nu001:024	7b	luku_määrä	SG.GEN	lukumäärän␣
nu001:024	7a	mukaan	POST	mukaan
nu001:024	-	(,)	PUNC	,␣
nu001:024	10 11 9b	kaksi_kymmenvuotinen	ADJ.PL.PTV	kaksikymmenvuotisia␣
nu001:024	9a	%case	PTV	
nu001:024	12a	ja	CNJ	ja␣
nu001:024	12b	se	DEM.SG.PTV	sitä␣
nu001:024	12b	vanha	ADJ.CMP.PL.PTV	vanhempia
nu001:024	-	(,)	PUNC	,␣
nu001:024	13	kaikki	INDEF.PL.PTV	kaikkia␣
nu001:024	14 15	sota_kelpoinen	ADJ.PL.PTV	sotakelpoisia
nu001:024	-	(,)	PUNC	,␣
nu001:025	nu001:025	nu001:025	VERSE	4Ms␣1:25␣
nu001:025	-	(nämä)	DEM.PL.PTV	näitä␣
nu001:025	3	Gaad	PR.SG.GEN	Gaadin␣
nu001:025	2b	suku_kunta	SG.ELA	sukukunnasta␣
nu001:025	2a	%case	LOC	
nu001:025	1	katselmus	SG.INE	katselmuksessa␣
nu001:025	1	olla:ollut	COP.ACT.PCP2.PL.PTV	olleita␣
nu001:025	-	(olla)	COP.ACT.PAST.3S	oli␣
nu001:025	4 5a 5b 6 7a 7b 8 9a 9b	45	NUM.SG.NOM	neljäkymmentäviisi␣
nu001:025	4 5a 5b 6 7a 7b 8 9a 9b	1000	NUM.SG.PTV	tuhatta␣
nu001:025	4 5a 5b 6 7a 7b 8 9a 9b	600	NUM.SG.NOM	kuusisataa␣
nu001:025	4 5a 5b 6 7a 7b 8 9a 9b	45650	NUM.SG.NOM	viisikymmentä
nu001:025	-	(.)	PUNC	.␣
nu001:026	nu001:026	nu001:026	VERSE	4Ms␣1:26␣
nu001:026	2	Juuda	PR.SG.GEN	Juudan␣
nu001:026	1b	jälkeläinen	PL.PTV	jälkeläisiä␣
nu001:026	1a	%case	PTV	
nu001:026	-	(olla)	COP.ACT.PAST.3S	oli␣
nu001:026	3	polveutuminen	DER.NOM&SGGEN.-3	polveutumisensa␣
nu001:026	3	mukaan	POST	mukaan
nu001:026	-	(,)	PUNC	,␣
nu001:026	4b	suvuittain	DER.ADV	suvuittain␣
nu001:026	4a	%case	?	
nu001:026	-	(ja)	CNJ	ja␣
nu001:026	5b 6	perhe_kunnittain	DER.ADV	perhekunnittain
nu001:026	5a	%case	?	
nu001:026	-	(,)	PUNC	,␣
nu001:026	8	nimi	PL.GEN	nimien␣
nu001:026	7b	luku_määrä	SG.GEN	lukumäärän␣
nu001:026	7a	mukaan	POST	mukaan
nu001:026	-	(,)	PUNC	,␣
nu001:026	10 11 9b	kaksi_kymmenvuotinen	ADJ.PL.PTV	kaksikymmenvuotisia␣
nu001:026	9a	%case	PTV	
nu001:026	12a	ja	CNJ	ja␣
nu001:026	12b	se	DEM.SG.PTV	sitä␣
nu001:026	12b	vanha	ADJ.CMP.PL.PTV	vanhempia
nu001:026	-	(,)	PUNC	,␣
nu001:026	13	kaikki	INDEF.PL.PTV	kaikkia␣
nu001:026	14 15	sota_kelpoinen	ADJ.PL.PTV	sotakelpoisia
nu001:026	-	(,)	PUNC	,␣
nu001:027	nu001:027	nu001:027	VERSE	4Ms␣1:27␣
nu001:027	-	(nämä)	DEM.PL.PTV	näitä␣
nu001:027	3	Juuda	PR.SG.GEN	Juudan␣
nu001:027	2b	suku_kunta	SG.ELA	sukukunnasta␣
nu001:027	2a	%case	LOC	
nu001:027	1	katselmus	SG.INE	katselmuksessa␣
nu001:027	1	olla:ollut	COP.ACT.PCP2.PL.PTV	olleita␣
nu001:027	-	(olla)	COP.ACT.PAST.3S	oli␣
nu001:027	4 5a 5b 6 7a 7b 8	74	NUM.SG.NOM	seitsemänkymmentäneljä␣
nu001:027	4 5a 5b 6 7a 7b 8	1000	NUM.SG.PTV	tuhatta␣
nu001:027	4 5a 5b 6 7a 7b 8	74600	NUM.SG.NOM	kuusisataa
nu001:027	-	(.)	PUNC	.␣
nu001:028	nu001:028	nu001:028	VERSE	4Ms␣1:28␣
nu001:028	2	Isaskar	PR.SG.GEN	Isaskarin␣
nu001:028	1b	jälkeläinen	PL.PTV	jälkeläisiä␣
nu001:028	1a	%case	PTV	
nu001:028	-	(olla)	COP.ACT.PAST.3S	oli␣
nu001:028	3	polveutuminen	DER.NOM&SGGEN.-3	polveutumisensa␣
nu001:028	3	mukaan	POST	mukaan
nu001:028	-	(,)	PUNC	,␣
nu001:028	4b	suvuittain	DER.ADV	suvuittain␣
nu001:028	4a	%case	?	
nu001:028	-	(ja)	CNJ	ja␣
nu001:028	5b 6	perhe_kunnittain	DER.ADV	perhekunnittain
nu001:028	5a	%case	?	
nu001:028	-	(,)	PUNC	,␣
nu001:028	8	nimi	PL.GEN	nimien␣
nu001:028	7b	luku_määrä	SG.GEN	lukumäärän␣
nu001:028	7a	mukaan	POST	mukaan
nu001:028	-	(,)	PUNC	,␣
nu001:028	10 11 9b	kaksi_kymmenvuotinen	ADJ.PL.PTV	kaksikymmenvuotisia␣
nu001:028	9a	%case	PTV	
nu001:028	12a	ja	CNJ	ja␣
nu001:028	12b	se	DEM.SG.PTV	sitä␣
nu001:028	12b	vanha	ADJ.CMP.PL.PTV	vanhempia
nu001:028	-	(,)	PUNC	,␣
nu001:028	13	kaikki	INDEF.PL.PTV	kaikkia␣
nu001:028	14 15	sota_kelpoinen	ADJ.PL.PTV	sotakelpoisia
nu001:028	-	(,)	PUNC	,␣
nu001:029	nu001:029	nu001:029	VERSE	4Ms␣1:29␣
nu001:029	-	(nämä)	DEM.PL.PTV	näitä␣
nu001:029	3	Isaskar	PR.SG.GEN	Isaskarin␣
nu001:029	2b	suku_kunta	SG.ELA	sukukunnasta␣
nu001:029	2a	%case	LOC	
nu001:029	1	katselmus	SG.INE	katselmuksessa␣
nu001:029	1	olla:ollut	COP.ACT.PCP2.PL.PTV	olleita␣
