ep001:001	ep001:001	ep001:001	VERSE	Ef␣1:1␣
ep001:007	(7) 8	veri	NOM&SGGEN.-3	verensä␣
ep001:007	6	kautta	PREP	kautta
ep001:007	9b	,	PUNC	,␣
ep001:007	(12) 13a	rikkomus	PL.GEN	rikkomusten␣
ep001:007	(10) 11	anteeksi_saaminen	DER.SG.NOM	anteeksisaaminen
ep001:007	13b	,	PUNC	,␣
ep001:007	19	hän	PERS.SG.GEN	hänen␣
ep001:007	(17) 18	armo	NOM&SGGEN.-3	armonsa␣
ep001:007	(15) 16	rikkaus	DER.SG.GEN	rikkauden␣
ep001:007	14	mukaan	POST	mukaan
ep001:007	-	(.)	PUNC	.␣
ep001:008	ep001:008	ep001:008	VERSE	Ef␣1:8␣
ep001:008	1	tämä	DEM.SG.PTV	Tätä␣
ep001:008	-	(armo)	SG.PTV	armoa␣
ep001:008	2	(hän)	PERS.SG.NOM	hän␣
ep001:008	2	(olla)	COP.ACT.PRES.3S	on␣
ep001:008	2	ylen_palttisesti	DER.ADV.POS	ylenpalttisesti␣
ep001:008	2	antaa	ACT.PCP2.PERF	antanut␣
ep001:008	4a	me	PERS.PL.ALL	meille␣
ep001:008	3	%case	LOC	
ep001:008	6	kaikkinainen	ADJ.SG.TRA	kaikkinaiseksi␣
ep001:008	7	viisaus	DER.SG.TRA	viisaudeksi␣
ep001:008	5	%case	TRA	
ep001:008	8	ja	CNJ	ja␣
ep001:008	9a	ymmärrys	DER.SG.TRA	ymmärrykseksi
ep001:008	9b	,	PUNC	,␣
ep001:009	ep001:009	ep001:009	VERSE	Ef␣1:9␣
ep001:009	1	tehdä	ACT.INF2.MAN	tehden␣
ep001:009	2	me	PERS.PL.ALL	meille␣
ep001:009	1	tietää:tiettävä	PSS.PCP1.SG.TRA	tiettäväksi␣
ep001:009	-	(se)	DEM.SG.GEN	sen␣
ep001:009	(5) 6	tahto	NOM&SGGEN.-3	tahtonsa␣
ep001:009	7a	%pers	3	
ep001:009	(3) 4	salaisuus	DER.SG.GEN	salaisuuden
ep001:009	-	(,)	PUNC	,␣
ep001:009	-	(että)	SUBORD	että␣
ep001:009	-	(hän)	PERS.SG.NOM	hän
ep001:009	7b	,	PUNC	,␣
ep001:009	10 (9)	päätös	NOM&SGGEN.-3	päätöksensä␣
ep001:009	11	%pers	3	
ep001:009	8	mukaan	POST	mukaan
ep001:009	-	(,)	PUNC	,␣
ep001:009	12	joka	REL.SG.GEN	jonka␣
ep001:009	13	(hän)	PERS.SG.NOM	hän␣
ep001:009	13	(olla)	COP.ACT.PAST.3S	oli␣
ep001:009	13	nähdä	ACT.PCP2.PERF	nähnyt␣
ep001:009	13	hyvä	ADJ.SG.TRA	hyväksi␣
ep001:009	15	itse	REFL.SG.INE.-3	itsessään␣
ep001:009	14	%case	LOC	
ep001:009	13	tehdä	INF1.LAT	tehdä␣
ep001:009	-	(-)	PUNC	-␣
ep001:010	ep001:010	ep001:010	VERSE	Ef␣1:10␣
ep001:010	-	(se)	DEM.SG.ELA	siitä␣
ep001:010	2	armo_talous	SG.ELA	armotaloudesta
ep001:010	1	%case	LOC	
ep001:010	-	(,)	PUNC	,␣
ep001:010	-	(mikä)	INT.REL.SG.GEN	minkä␣
ep001:010	-	(hän)	PERS.SG.NOM	hän␣
ep001:010	(5) 6a	aika	PL.GEN	aikojen␣
ep001:010	(3) 4	täyttyä	ACT.INF2.INE	täyttyessä␣
ep001:010	-	(aikoa)	ACT.PAST.3S	aikoi␣
ep001:010	-	(toteuttaa)	INF1.LAT	toteuttaa
ep001:010	6b	,	PUNC	,␣
ep001:010	-	(-)	PUNC	-␣
ep001:010	7	(olla)	COP.ACT.PAST.3S	oli␣
ep001:010	7	yhdistää	ACT.PCP1.FUTR	yhdistävä␣
ep001:010	(11) 12a	Kristus	PR.SG.INE	Kristuksessa␣
ep001:010	10	%case	LOC	
ep001:010	7	1	NUM.SG.TRA	yhdeksi␣
ep001:010	(8) 9	kaikki	INDEF.SG.NOM	kaikki
ep001:010	12b	,	PUNC	,␣
ep001:010	13	mikä	INT.REL.SG.PTV	mitä␣
ep001:010	-	(olla)	COP.ACT.PRES.3S	on␣
ep001:010	(15) 16	taivas	PL.INE	taivaissa␣
ep001:010	14	%case	LOC	
ep001:010	17	ja	CNJ	ja␣
ep001:010	18	mikä	INT.REL.SG.PTV	mitä␣
ep001:010	-	(olla)	COP.ACT.PRES.3S	on␣
ep001:010	(20) 21	maa	SG.GEN	maan␣
ep001:010	19	päällä	PREP	päällä
ep001:010	(22) (23a)	-	UNTRANSLATED	
ep001:010	23b	.	PUNC	.␣
ep001:011	ep001:011	ep001:011	VERSE	Ef␣1:11␣
ep001:011	2	hän	PERS.SG.INE	Hänessä␣
ep001:011	1	%case	LOC	
ep001:011	4	(me)	PERS.PL.NOM	me␣
ep001:011	3	myös	ADV	myös␣
ep001:011	4	(olla)	COP.ACT.PRES.1P	olemme␣
ep001:011	4	saada	ACT.PCP2.PERF	saaneet␣
ep001:011	4	perintö_osa	SG.GEN	perintöosan
ep001:011	-	(,)	PUNC	,␣
ep001:011	5	(olla)	COP.ACT.INF2.MAN	ollen␣
ep001:011	-	(se)	DEM.SG.ILL	siihen␣
ep001:011	5	edeltä_määrätä:edeltä_määrätty	PSS.PCP2.PL.NOM	edeltämäärätyt␣
ep001:011	-	(hän)	PERS.SG.GEN	hänen␣
ep001:011	7	aivoitus	NOM&SGGEN.-3	aivoituksensa␣
ep001:011	6	mukaan	POST	mukaan
ep001:011	-	(,)	PUNC	,␣
ep001:011	pro%8	hän	PERS.SG.GEN	hänen
ep001:011	-	(,)	PUNC	,␣
ep001:011	9	joka	REL.INDEF.SG.NOM	joka␣
ep001:011	11	vaikuttaa	ACT.PRES.3S	vaikuttaa␣
ep001:011	10	kaikki	INDEF.SG.NOM	kaikki␣
ep001:011	17	oma	ADJ.SG.GEN	oman␣
ep001:011	(15) 16	tahto	NOM&SGGEN.-3	tahtonsa␣
ep001:011	(13) 14	päättämä	DER.SG.GEN	päättämän␣
ep001:011	12	mukaan	POST	mukaan
ep001:011	-	(,)	PUNC	,␣
ep001:012	ep001:012	ep001:012	VERSE	Ef␣1:12␣
ep001:012	1	että	SUBORD	että␣
ep001:012	4	me	PERS.PL.NOM	me␣
ep001:012	3	olla	COP.ACT.COND.1P	olisimme␣
ep001:012	2	%case	?	
ep001:012	8	hän	PERS.SG.GEN	hänen␣
ep001:012	7	kirkkaus	DER.NOM&SGGEN.-3	kirkkautensa␣
ep001:012	6	kiitos	SG.TRA	kiitokseksi
ep001:012	5	%case	TRA	
ep001:012	-	(,)	PUNC	,␣
ep001:012	9	me	PERS.PL.NOM	me
ep001:012	-	(,)	PUNC	,␣
ep001:012	9	joka	REL.PL.NOM	jotka␣
ep001:012	-	(jo)	ADV	jo␣
ep001:012	10	edeltä	PREP	edeltä␣
ep001:012	10	(olla)	COP.ACT.PAST.1P	olimme␣
ep001:012	10	panna	ACT.PCP2.PERF	panneet␣
ep001:012	10	toivo	NOM&SGGEN.-1	toivomme␣
ep001:012	(12) 13a	Kristus	PR.SG.ILL	Kristukseen
ep001:012	11	%case	LOC	
ep001:012	13b	.	PUNC	.␣
ep001:013	ep001:013	ep001:013	VERSE	Ef␣1:13␣
ep001:013	2	hän	PERS.SG.INE	Hänessä␣
ep001:013	1	%case	LOC	
ep001:013	-	(olla)	COP.ACT.PRES.3S	on␣
ep001:013	4	te	PERS.PL.ILL.-CLITIC	teihinkin
ep001:013	3	%clitic	kin	
ep001:013	-	(,)	PUNC	,␣
ep001:013	5	(sitten_kuin)	SUB	sittenkuin␣
ep001:013	5	(olla)	COP.ACT.PAST.2P	olitte␣
ep001:013	5	kuulla	ACT.PCP2.PERF	kuulleet␣
ep001:013	(8) 9a	totuus	SG.GEN	totuuden␣
ep001:013	(6) 7	sana	SG.GEN	sanan
ep001:013	9b	,	PUNC	,␣
ep001:013	(12) 13	pelastus	DER.NOM&SGGEN.-2	pelastuksenne␣
ep001:013	14a	%pers	?	
ep001:013	(10) 11	evankeliumi	SG.GEN	evankeliumin
ep001:013	14b	,	PUNC	,␣
ep001:013	(15) (16) (17)	-	UNTRANSLATED	
ep001:013	18	uskova	ADJ.PL.TRA	uskoviksi␣
ep001:013	18	tulla	PSS.PCP2.-2.TEMP	tultuanne␣
ep001:013	19	panna	PSS.PCP2.PERF	pantu␣
ep001:013	(22) 23	luvattu	ADJ.SG.GEN	luvatun␣
ep001:013	(24) 25a	Pyhä	ADJ.SG.GEN	Pyhän␣
ep001:013	(20) 21	Henki	SG.GEN	Hengen␣
ep001:013	19	sinetti	SG.NOM	sinetti
ep001:013	25b	,	PUNC	,␣
ep001:014	ep001:014	ep001:014	VERSE	Ef␣1:14␣
ep001:014	-	(se)	DEM.SG.GEN	sen
ep001:014	-	(,)	PUNC	,␣
ep001:014	1	joka	REL.INDEF.SG.NOM	joka␣
ep001:014	2	olla	COP.ACT.PRES.3S	on␣
ep001:014	6a	me	PERS.PL.GEN	meidän␣
ep001:014	(4) 5	perintö	NOM&SGGEN.-1	perintömme␣
ep001:014	3	vakuus	SG.ESS	vakuutena
ep001:014	6b	,	PUNC	,␣
ep001:014	-	(hän)	PERS.SG.GEN	hänen␣
ep001:014	10a (9)	omaisuus	DER.NOM&SGGEN.-3	omaisuutensa␣
ep001:014	8	lunastaa	INF4.TRA	lunastamiseksi␣
ep001:014	7	%case	TRA	
ep001:014	10b	-	PUNC	-␣
ep001:014	15a	hän	PERS.SG.GEN	hänen␣
ep001:014	(13) 14	kirkkaus	DER.NOM&SGGEN.-3	kirkkautensa␣
ep001:014	12	kiitos	SG.TRA	kiitokseksi
ep001:014	11	%case	TRA	
ep001:014	15b	.	PUNC	.␣
ep001:015	ep001:015	ep001:015	VERSE	Ef␣1:15␣
ep001:015	1 2	sen_tähden	ADV	Sentähden
ep001:015	-	(,)	PUNC	,␣
ep001:015	(4=omit)	-	UNTRANSLATED	
ep001:015	5	(kun)	SUBORD	kun␣
ep001:015	5	kuulla	ACT.PAST.1S	kuulin␣
ep001:015	6	se	DEM.SG.ELA	siitä␣
ep001:015	9	usko	SG.ELA	uskosta
ep001:015	-	(,)	PUNC	,␣
ep001:015	6	joka	REL.INDEF.SG.NOM	joka␣
ep001:015	8	te	PERS.PL.ADE	teillä␣
ep001:015	7	%case	LOC	
ep001:015	-	(olla)	COP.ACT.PRES.3S	on␣
ep001:015	(11) 12	Herra	SG.INE	Herrassa␣
ep001:015	13	Jeesus	PR.SG.INE	Jeesuksessa
ep001:015	10	%case	LOC	
ep001:015	-	(,)	PUNC	,␣
ep001:015	14	ja	CNJ	ja␣
ep001:015	-	(te)	PERS.PL.GEN	teidän␣
ep001:015	(15) 16	rakkaus	DER.SG.ELA.-2	rakkaudestanne␣
ep001:015	(17)	-	UNTRANSLATED	
ep001:015	19	kaikki	INDEF.PL.PTV	kaikkia␣
ep001:015	(20) 21	pyhä	ADJ.PL.PTV	pyhiä␣
ep001:015	18	kohtaan	POST	kohtaan
ep001:015	-	(,)	PUNC	,␣
ep001:016	ep001:016	ep001:016	VERSE	Ef␣1:16␣
ep001:016	1	ei	NEGV.1S	en␣
ep001:016	2	(minä)	PERS.SG.NOM.-CLITIC	minäkään␣
ep001:016	2	lakata	ACT.PRES.NEG	lakkaa␣
ep001:016	3	kiittää	INF3.ELA	kiittämästä␣
ep001:016	5	te	PERS.PL.GEN	teidän␣
ep001:016	4	tähden	POST.-2	tähtenne
ep001:016	-	(,)	PUNC	,␣
ep001:016	6 7	(kun)	SUBORD	kun␣
ep001:016	6 7	muistella	DER.ACT.PRES.1S	muistelen␣
ep001:016	-	(te)	PERS.PL.PTV	teitä␣
ep001:016	10 (9)	rukous	PL.INE.-1	rukouksissani
ep001:016	11a	%pers	?	
ep001:016	8	%case	LOC	
ep001:016	11b	,	PUNC	,␣
ep001:017	ep001:017	ep001:017	VERSE	Ef␣1:17␣
ep001:017	-	(anoa)	ACT.INF2.MAN	anoen
ep001:017	-	(,)	PUNC	,␣
ep001:017	1	että	SUBORD	että␣
ep001:017	6	me	PERS.PL.GEN	meidän␣
ep001:017	(4) 5	Herra	NOM&SGGEN.-1	Herramme␣
ep001:017	7	Jeesus	PR.SG.GEN	Jeesuksen␣
ep001:017	8a	Kristus	PR.SG.GEN	Kristuksen␣
ep001:017	(2) 3	Jumala	SG.NOM	Jumala
ep001:017	8b	,	PUNC	,␣
ep001:017	(11) 12a	kirkkaus	DER.SG.GEN	kirkkauden␣
ep001:017	10 (9)	Isä	SG.NOM	Isä
ep001:017	12b	,	PUNC	,␣
ep001:017	13	antaa	ACT.COND.3S	antaisi␣
ep001:017	14	te	PERS.PL.ALL	teille␣
ep001:017	16	viisaus	DER.SG.GEN	viisauden␣
ep001:017	17	ja	CNJ	ja␣
ep001:017	18	ilmestys	SG.GEN	ilmestyksen␣
ep001:017	15	Henki	SG.GEN	Hengen␣
ep001:017	21a	hän	PERS.SG.GEN	hänen␣
ep001:017	20	tunteminen	DER.SG.INE.-3	tuntemisessaan␣
ep001:017	19	%case	LOC	
ep001:018	ep001:018	ep001:018	VERSE	Ef␣1:18␣
ep001:018	-	(ja)	CNJ	ja␣
ep001:018	1	valaista	ACT.COND.3S	valaisisi␣
ep001:018	6a	te	PERS.PL.GEN	teidän␣
ep001:018	(4) 5a	sydän	NOM&SGGEN.-2	sydämenne␣
ep001:018	(2) 3	silmä	PL.NOM	silmät
ep001:018	-	(,)	PUNC	,␣
ep001:018	7	että	SUBORD	että␣
ep001:018	(8) 9	tietää	ACT.COND.2P	tietäisitte
ep001:018	10	%pers	2P	
ep001:018	-	(,)	PUNC	,␣
ep001:018	11	mikä	INT.REL.INDEF.SG.NOM	mikä␣
ep001:018	12	olla	COP.ACT.PRES.3S	on␣
ep001:018	13	se	DEM.SG.NOM	se␣
ep001:018	14	toivo	SG.NOM	toivo
ep001:018	-	(,)	PUNC	,␣
ep001:018	15	joka	REL.SG.ILL	johon␣
ep001:018	17a	hän	PERS.SG.NOM	hän␣
ep001:018	16	(olla)	COP.ACT.PRES.3S	on␣
ep001:018	-	(te)	PERS.PL.ACC	teidät␣
ep001:018	16	kutsua	ACT.PCP2.PERF	kutsunut
ep001:018	17b	,	PUNC	,␣
ep001:018	18	kuinka	AD-A	kuinka␣
ep001:018	(19) 20	suuri	ADJ.SG.NOM	suuri␣
ep001:018	25	hän	PERS.SG.GEN	hänen␣
ep001:018	(23) 24	perintö	NOM&SGGEN.-3	perintönsä␣
ep001:018	(21) 22	kirkkaus	DER.SG.NOM	kirkkaus␣
ep001:018	-	(hän)	PERS.SG.GEN	hänen␣
ep001:018	(27) 28a	pyhä	ADJ.PL.INE.-3	pyhissään␣
ep001:018	26	%case	LOC	
ep001:019	ep001:019	ep001:019	VERSE	Ef␣1:19␣
ep001:019	1	ja	CNJ	ja␣
ep001:019	2	mikä	INT.REL.INDEF.SG.NOM	mikä␣
ep001:019	8	hän	PERS.SG.GEN	hänen␣
ep001:019	(6) 7	voima	DER.NOM&SGGEN.-3	voimansa␣
ep001:019	4	ylen_palttinen	ADJ.SG.NOM	ylenpalttinen␣
ep001:019	(3) 5	suuruus	DER.SG.NOM	suuruus␣
ep001:019	10	me	PERS.PL.PTV	meitä␣
ep001:019	9	kohtaan	POST	kohtaan
ep001:019	-	(,)	PUNC	,␣
ep001:019	11	joka	REL.PL.NOM	jotka␣
ep001:019	12	uskoa	ACT.PRES.1P	uskomme␣
ep001:019	-	(-)	PUNC	-␣
ep001:019	14	se	DEM.SG.GEN	sen␣
ep001:019	20a	hän	PERS.SG.GEN	hänen␣
ep001:019	(18) 19	väkevyys	DER.NOM&SGGEN.-3	väkevyytensä␣
ep001:019	(16) 17	voima	DER.SG.GEN	voiman␣
ep001:019	15	vaikutus	DER.SG.GEN	vaikutuksen␣
ep001:019	13	mukaan	POST	mukaan
ep001:019	20b	,	PUNC	,␣
ep001:020	ep001:020	ep001:020	VERSE	Ef␣1:20␣
ep001:020	1	joka	REL.SG.GEN	jonka␣
ep001:020	2	(hän)	PERS.SG.NOM	hän␣
ep001:020	2	vaikuttaa	ACT.PAST.3S	vaikutti␣
ep001:020	(4) 5	Kristus	PR.SG.INE	Kristuksessa
ep001:020	3	%case	LOC	
ep001:020	-	(,)	PUNC	,␣
ep001:020	6	(kun)	SUBORD	kun␣
ep001:020	6	(hän)	PERS.SG.NOM	hän␣
ep001:020	6	herättää	ACT.PAST.3S	herätti␣
ep001:020	7	hän	PERS.SG.ACC	hänet␣
ep001:020	9	kuollut	ADJ.PL.ELA	kuolleista␣
ep001:020	8	%case	LOC	
ep001:020	10	ja	CNJ	ja␣
ep001:020	11	asettaa	ACT.PAST.3S	asetti␣
ep001:020	-	(hän)	PERS.SG.ACC	hänet␣
ep001:020	13	oikea	ADJ.SG.ALL	oikealle␣
ep001:020	13	puolella	DER.POST.-3	puolellensa␣
ep001:020	14	%pers	3	
ep001:020	12	%case	LOC	
ep001:020	(16) 17	taivas	PL.INE	taivaissa
ep001:020	15	%case	LOC	
ep001:020	-	(,)	PUNC	,␣
ep001:021	ep001:021	ep001:021	VERSE	Ef␣1:21␣
ep001:021	1	korkea	ADJ.CMP.SG.ALL	korkeammalle␣
ep001:021	2	kaikki	INDEF.SG.PTV	kaikkea␣
ep001:021	3	hallitus	SG.PTV	hallitusta␣
ep001:021	4	ja	CNJ	ja␣
ep001:021	5	valta	SG.PTV	valtaa␣
ep001:021	6	ja	CNJ	ja␣
ep001:021	7	voima	DER.SG.PTV	voimaa␣
ep001:021	8	ja	CNJ	ja␣
ep001:021	9	herraus	SG.PTV	herrautta␣
ep001:021	10	ja	CNJ	ja␣
ep001:021	11	jokainen	INDEF.SG.PTV	jokaista␣
ep001:021	12	nimi	SG.PTV	nimeä
ep001:021	-	(,)	PUNC	,␣
ep001:021	13a	(mikä)	INT.REL.INDEF.SG.NOM	mikä␣
ep001:021	13a	mainita	PSS.PRES	mainitaan
ep001:021	13b	,	PUNC	,␣
ep001:021	14	ei	NEGV.3S	ei␣
ep001:021	15	ainoastaan	ADV	ainoastaan␣
ep001:021	19	tämä	DEM.SG.INE	tässä␣
ep001:021	(17) 18	maailman_aika	SG.INE	maailmanajassa
ep001:021	16	%case	LOC	
ep001:021	-	(,)	PUNC	,␣
ep001:021	20	vaan	SUBORD	vaan␣
ep001:021	21	myös	ADV	myös␣
ep001:021	(23) 24a	tuleva	ADJ.SG.INE	tulevassa
ep001:021	22	%case	LOC	
ep001:021	24b	.	PUNC	.␣
ep001:022	ep001:022	ep001:022	VERSE	Ef␣1:22␣
ep001:022	1	ja	CNJ	Ja␣
ep001:022	2	kaikki	INDEF.SG.NOM	kaikki␣
ep001:022	3	(hän)	PERS.SG.NOM	hän␣
ep001:022	3	(olla)	COP.ACT.PRES.3S	on␣
ep001:022	3	asettaa	ACT.PCP2.PERF	asettanut␣
ep001:022	7	hän	PERS.SG.GEN	hänen␣
ep001:022	(5) 6	jalka	PL.GEN.-3	jalkainsa␣
ep001:022	4	alle	PREP	alle␣
ep001:022	8	ja	CNJ	ja␣
ep001:022	10	antaa	ACT.PCP2.PERF	antanut␣
ep001:022	9	hän	PERS.SG.ACC	hänet␣
ep001:022	13	kaikki	INDEF.SG.GEN	kaiken␣
ep001:022	12	%case	GEN	
ep001:022	11	pää	SG.TRA	pääksi␣
ep001:022	(14) 15a	seurakunta	SG.ALL	seurakunnalle
ep001:022	15b	,	PUNC	,␣
ep001:023	ep001:023	ep001:023	VERSE	Ef␣1:23␣
ep001:023	1	joka	REL.INDEF.SG.NOM	joka␣
ep001:023	2	olla	COP.ACT.PRES.3S	on␣
ep001:023	5a	hän	PERS.SG.GEN	hänen␣
ep001:023	(3) 4	ruumis	NOM&SGGEN.-3	ruumiinsa
ep001:023	5b	,	PUNC	,␣
ep001:023	-	(hän)	PERS.SG.GEN	hänen␣
ep001:023	(6) 7	täyteys	NOM&SGGEN.-3	täyteytensä
ep001:023	-	(,)	PUNC	,␣
ep001:023	8	joka	REL.INDEF.SG.NOM	joka␣
ep001:023	10 (9)	kaikki	INDEF.SG.NOM	kaikki␣
ep001:023	12	kaikki	INDEF.PL.INE	kaikissa␣
ep001:023	11	%case	LOC	
ep001:023	13a	täyttää	ACT.PRES.3S	täyttää
ep001:023	13b	.	PUNC	.␣
ep002:001	ep002:001	ep002:001	VERSE	Ef␣2:1␣
ep002:001	1	ja	CNJ	Ja␣
ep002:001	-	(Jumala)	SG.NOM	Jumala␣
ep002:001	-	(olla)	COP.ACT.PRES.3S	on␣
ep002:001	-	(elävä)	ADJ.PL.TRA	eläviksi␣
ep002:001	-	(tehdä)	ACT.PCP2.PERF	tehnyt␣
ep002:001	2	te	PERS.PL.ACC	teidät
ep002:001	-	(,)	PUNC	,␣
ep002:001	3	(joka)	REL.PL.NOM	jotka␣
ep002:001	3	olla	COP.ACT.PAST.2P	olitte␣
ep002:001	4	kuolla	ACT.PCP2.PERF	kuolleet␣
