2k001:001	2k001:001	2k001:001	VERSE	2Kn␣1:1␣
2k001:005	4b	(hän)	PERS.SG.NOM	hän␣
2k001:005	5	he	PERS.PL.ABL	heiltä
2k001:005	-	(:)	PUNC	:␣
2k001:005	-	(")	PUNC.LEFT	"
2k001:005	6 7	minkä_tähden	ADV	Minkätähden␣
2k001:005	8	(te)	PERS.PL.NOM	te␣
2k001:005	8	tulla	ACT.PRES.2P	tulette␣
2k001:005	8	takaisin	ADV	takaisin
2k001:005	-	(?)	PUNC	?
2k001:005	-	(")	PUNC.RIGHT	"␣
2k001:006	2k001:006	2k001:006	VERSE	2Kn␣1:6␣
2k001:006	(1a)	-	UNTRANSLATED	
2k001:006	1b	(he)	PERS.PL.NOM	He␣
2k001:006	1b	vastata	ACT.PAST.3P	vastasivat␣
2k001:006	2	hän	PERS.SG.ALL	hänelle
2k001:006	-	(:)	PUNC	:␣
2k001:006	-	(")	PUNC.LEFT	"
2k001:006	pers%5b	me	PERS.PL.PTV	Meitä␣
2k001:006	5b	vastaan	POST	vastaan␣
2k001:006	5a	%case	LOC	
2k001:006	4	tulla	ACT.PAST.3S	tuli␣
2k001:006	3	mies	SG.NOM	mies
2k001:006	-	(,)	PUNC	,␣
2k001:006	6a	joka	REL.INDEF.SG.NOM	joka␣
2k001:006	6b	sanoa	ACT.PAST.3S	sanoi␣
2k001:006	7	me	PERS.PL.ALL	meille
2k001:006	-	(:)	PUNC	:␣
2k001:006	-	(')	PUNC.LEFT	'
2k001:006	8	mennä	ACT.IMP.2P	Menkää␣
2k001:006	9	takaisin	ADV	takaisin␣
2k001:006	(11a) 11b	kuningas	SG.GEN	kuninkaan␣
2k001:006	10	luo	PREP	luo
2k001:006	-	(,)	PUNC	,␣
2k001:006	12	joka	REL.INDEF.SG.NOM	joka␣
2k001:006	13	(olla)	COP.ACT.PRES.3S	on␣
2k001:006	14	te	PERS.PL.ACC	teidät␣
2k001:006	13	lähettää	ACT.PCP2.PERF	lähettänyt
2k001:006	-	(,)	PUNC	,␣
2k001:006	15a	ja	CNJ	ja␣
2k001:006	15b	sanoa	ACT.IMP.2P	sanokaa␣
2k001:006	16	hän	PERS.SG.ALL	hänelle
2k001:006	-	(:)	PUNC	:␣
2k001:006	17	näin	ADV.AD-A	Näin␣
2k001:006	18	sanoa	ACT.PRES.3S	sanoo␣
2k001:006	19	Herra	SG.NOM	Herra
2k001:006	-	(:)	PUNC	:␣
2k001:006	21	ei	NEGV.3S.-CLITIC	Eikö␣
2k001:006	20a	%clitic	kO	
2k001:006	(20b) (20c)	-	UNTRANSLATED	
2k001:006	21	olla	COP.ACT.PRES.NEG	ole␣
2k001:006	22	Jumala	SG.PTV	Jumalaa␣
2k001:006	23b	Israel	PR.SG.INE	Israelissa
2k001:006	23a	%case	LOC	
2k001:006	-	(,)	PUNC	,␣
2k001:006	-	(koska)	SUBORD	koska␣
2k001:006	24	sinä	PERS.SG.NOM	sinä␣
2k001:006	25	lähettää	ACT.PRES.2S	lähetät␣
2k001:006	26b	kysyä	INF3.ILL	kysymään␣
2k001:006	26a	%case	LOC	
2k001:006	26b	neuvo	SG.PTV	neuvoa␣
2k001:006	27b	Baal-Sebub	PR.SG.ABL	Baal-Sebubilta
2k001:006	27a	%case	LOC	
2k001:006	-	(,)	PUNC	,␣
2k001:006	29	Ekron	PR.SG.GEN	Ekronin␣
2k001:006	28	jumala	SG.ABL	jumalalta
2k001:006	-	(?)	PUNC	?␣
2k001:006	30b	sen_tähden	ADV	Sentähden␣
2k001:006	30a	%case	?	
2k001:006	36	(sinä)	PERS.SG.NOM	sinä␣
2k001:006	35	ei	NEGV.2S	et␣
2k001:006	-	(enää)	ADV	enää␣
2k001:006	36	astua	ACT.PRES.NEG	astu␣
2k001:006	36	alas	ADV	alas␣
2k001:006	(31a) 31b	vuode	SG.ELA	vuoteesta
2k001:006	-	(,)	PUNC	,␣
2k001:006	32	joka	REL.SG.ILL	johon␣
2k001:006	34	%case	LOC	
2k001:006	33	(olla)	COP.ACT.PRES.2S	olet␣
2k001:006	33	nousta	ACT.PCP2.PERF	noussut
2k001:006	(37)	-	UNTRANSLATED	
2k001:006	-	(,)	PUNC	,␣
2k001:006	38	sillä	SUBORD	sillä␣
2k001:006	40	(sinä)	PERS.SG.GEN	sinun␣
2k001:006	40	(olla)	COP.ACT.PRES.3S	on␣
2k001:006	40	kuolla	PSS.PCP1.NECE	kuoltava
2k001:006	39	%case	NOM	
2k001:006	-	(.)	PUNC	.
2k001:006	-	(')	PUNC.RIGHT	'
2k001:006	-	(")	PUNC.RIGHT	"␣
2k001:007	2k001:007	2k001:007	VERSE	2Kn␣1:7␣
2k001:007	(1a)	-	UNTRANSLATED	
2k001:007	1b	(hän)	PERS.SG.NOM	Hän␣
2k001:007	1b	kysyä	ACT.PAST.3S	kysyi␣
2k001:007	2	he	PERS.PL.ABL	heiltä
2k001:007	-	(:)	PUNC	:␣
2k001:007	-	(")	PUNC.LEFT	"
2k001:007	3	mikä	INT.REL.SG.GEN	Minkä␣
2k001:007	4	näköinen	ADJ.SG.NOM	näköinen␣
2k001:007	-	(olla)	COP.ACT.PAST.3S	oli␣
2k001:007	(5a) 5b	mies	SG.NOM	mies
2k001:007	-	(,)	PUNC	,␣
2k001:007	6	joka	REL.INDEF.SG.NOM	joka␣
2k001:007	7	tulla	ACT.PAST.3S	tuli␣
2k001:007	pers%8b	te	PERS.PL.PTV	teitä␣
2k001:007	8b	vastaan	POST	vastaan␣
2k001:007	8a	%case	LOC	
2k001:007	9a	ja	CNJ	ja␣
2k001:007	9b	puhua	ACT.PAST.3S	puhui␣
2k001:007	10	te	PERS.PL.ALL	teille␣
2k001:007	(12a) 12b (13a) 13b	nämä	DEM.PL.PTV	näitä
2k001:007	11	%case	PTV	
2k001:007	-	(?)	PUNC	?
2k001:007	-	(")	PUNC.RIGHT	"␣
2k001:008	2k001:008	2k001:008	VERSE	2Kn␣1:8␣
2k001:008	(1a)	-	UNTRANSLATED	
2k001:008	1b	(he)	PERS.PL.NOM	He␣
2k001:008	1b	vastata	ACT.PAST.3P	vastasivat␣
2k001:008	2	hän	PERS.SG.ALL	hänelle
2k001:008	-	(:)	PUNC	:␣
2k001:008	-	(")	PUNC.LEFT	"
2k001:008	3	hän	PERS.SG.ADE	Hänellä␣
2k001:008	-	(olla)	COP.ACT.PAST.3S	oli␣
2k001:008	4	yllä	POST.-3	yllään␣
2k001:008	5	karva_nahka	SG.NOM	karvanahka␣
2k001:008	6a	ja	CNJ	ja␣
2k001:008	6b 7	nahka_vyö	SG.NOM	nahkavyö␣
2k001:008	9b	vyötäiset	PL.ADE	vyötäisillä
2k001:008	8 9a	%case	LOC	
2k001:008	-	(")	PUNC.RIGHT	"
2k001:008	-	(.)	PUNC	.␣
2k001:008	10a	silloin	ADV	Silloin␣
2k001:008	10b	(hän)	PERS.SG.NOM	hän␣
2k001:008	10b	sanoa	ACT.PAST.3S	sanoi
2k001:008	-	(:)	PUNC	:␣
2k001:008	-	(")	PUNC.LEFT	"
2k001:008	13	se	DEM.SG.NOM	Se␣
2k001:008	-	(olla)	COP.ACT.PAST.3S	oli␣
2k001:008	(12a) 12b	tisbeläinen	DER.ADJ.SG.NOM	tisbeläinen␣
2k001:008	11	Elia	PR.SG.NOM	Elia
2k001:008	-	(")	PUNC.RIGHT	"
2k001:008	-	(.)	PUNC	.␣
2k001:009	2k001:009	2k001:009	VERSE	2Kn␣1:9␣
2k001:009	1a	ja	CNJ	Ja␣
2k001:009	1b	(hän)	PERS.SG.NOM	hän␣
2k001:009	1b	lähettää	ACT.PAST.3S	lähetti␣
2k001:009	pers%2	hän	PERS.SG.GEN	hänen␣
2k001:009	2	luokse	PREP.-3	luokseen␣
2k001:009	3 4	viiden_kymmenen_pää_mies	SG.GEN	viidenkymmenenpäämiehen␣
2k001:009	5a	ja	CNJ	ja␣
2k001:009	pers%5b	hän	PERS.SG.GEN	hänen␣
2k001:009	5b	50	NUM.SG.NOM	viisikymmentä␣
2k001:009	-	(mies)	SG.PTV.-3	miestänsä
2k001:009	-	(.)	PUNC	.␣
2k001:009	6a	ja	CNJ	Ja␣
2k001:009	-	(kun)	SUBORD	kun␣
2k001:009	6b	(tämä)	DEM.SG.NOM	tämä␣
2k001:009	6b	tulla	ACT.PAST.3S	tuli␣
2k001:009	pers%7	hän	PERS.SG.GEN	hänen␣
2k001:009	7	luokse	PREP.-3	luoksensa
2k001:009	(8a) (8b)	-	UNTRANSLATED	
2k001:009	-	(,)	PUNC	,␣
2k001:009	pro%9	hän	PERS.SG.GEN	hänen␣
2k001:009	9	istua	ACT.INF2.INE.-3	istuessaan␣
2k001:009	(12a) 12b	vuori	SG.GEN	vuoren␣
2k001:009	11	kukkula	SG.ADE	kukkulalla
2k001:009	10	%case	LOC	
2k001:009	(13a)	-	UNTRANSLATED	
2k001:009	-	(,)	PUNC	,␣
2k001:009	13b	sanoa	ACT.PAST.3S	sanoi␣
2k001:009	13b	(hän)	PERS.SG.NOM	hän␣
2k001:009	14	hän	PERS.SG.ALL	hänelle
2k001:009	-	(:)	PUNC	:␣
2k001:009	-	(")	PUNC.LEFT	"
2k001:009	-	(sinä)	PERS.SG.NOM	Sinä␣
2k001:009	(16a) 16b	Jumala	SG.GEN	Jumalan␣
2k001:009	15	mies	SG.NOM	mies
2k001:009	-	(,)	PUNC	,␣
2k001:009	(17a) 17b	kuningas	SG.NOM	kuningas␣
2k001:009	18	käskeä	ACT.PRES.3S	käskee
2k001:009	-	(:)	PUNC	:␣
2k001:009	19	tulla	ACT.IMP.2S	Tule␣
2k001:009	19	alas	ADV	alas
2k001:009	-	(")	PUNC.RIGHT	"
2k001:009	-	(.)	PUNC	.␣
2k001:010	2k001:010	2k001:010	VERSE	2Kn␣1:10␣
2k001:010	1a	mutta	CNJ	Mutta␣
2k001:010	2	Elia	PR.SG.NOM	Elia␣
2k001:010	1b	vastata	ACT.PAST.3S	vastasi␣
2k001:010	3a	ja	CNJ	ja␣
2k001:010	3b	sanoa	ACT.PAST.3S	sanoi␣
2k001:010	5 (6a) 6b	viiden_kymmenen_pää_mies	SG.ALL	viidenkymmenenpäämiehelle
2k001:010	4	%case	LOC	
2k001:010	4	%case	LOC	
2k001:010	(7a)	-	UNTRANSLATED	
2k001:010	-	(:)	PUNC	:␣
2k001:010	-	(")	PUNC.LEFT	"
2k001:010	7b	jos	SUBORD	Jos␣
2k001:010	10	minä	PERS.SG.NOM	minä␣
2k001:010	-	(olla)	COP.ACT.PRES.1S	olen␣
2k001:010	9	Jumala	SG.GEN	Jumalan␣
2k001:010	8	mies	SG.NOM	mies
2k001:010	-	(,)	PUNC	,␣
2k001:010	-	(niin)	ADV.AD-A	niin␣
2k001:010	11	tulla	ACT.IMP.3S	tulkoon␣
2k001:010	12	tuli	SG.NOM	tuli␣
2k001:010	(14a) 14b	taivas	SG.ELA	taivaasta␣
2k001:010	13	%case	LOC	
2k001:010	15a	ja	CNJ	ja␣
2k001:010	15b	kuluttaa	DER.ACT.IMP.3S	kuluttakoon␣
2k001:010	16	sinä	PERS.SG.ACC	sinut␣
2k001:010	17a	ja	CNJ	ja␣
2k001:010	pers%18	sinä	PERS.SG.GEN	sinun␣
2k001:010	18	50	NUM.SG.NOM	viisikymmentä␣
2k001:010	17b	%case	NOM	
2k001:010	-	(mies)	SG.PTV.-2	miestäsi
2k001:010	-	(")	PUNC.RIGHT	"
2k001:010	-	(.)	PUNC	.␣
2k001:010	19a	silloin	ADV	Silloin␣
2k001:010	19b	tulla	ACT.PAST.3S	tuli␣
2k001:010	(22a) 22b	taivas	SG.ELA	taivaasta␣
2k001:010	21	%case	LOC	
2k001:010	20	tuli	SG.NOM	tuli␣
2k001:010	23a	ja	CNJ	ja␣
2k001:010	23b	kuluttaa	DER.ACT.PAST.3S	kulutti␣
2k001:010	24	hän	PERS.SG.ACC	hänet␣
2k001:010	25a	ja	CNJ	ja␣
2k001:010	pers%26	hän	PERS.SG.GEN	hänen␣
2k001:010	26	50	NUM.SG.NOM	viisikymmentä␣
2k001:010	25b	%case	NOM	
2k001:010	-	(mies)	SG.PTV.-3	miestänsä
2k001:010	-	(.)	PUNC	.␣
2k001:011	2k001:011	2k001:011	VERSE	2Kn␣1:11␣
2k001:011	(1a) (2a)	-	UNTRANSLATED	
2k001:011	2b	(hän)	PERS.SG.NOM	Hän␣
2k001:011	2b	lähettää	ACT.PAST.3S	lähetti␣
2k001:011	1b	taas	ADV	taas␣
2k001:011	pers%3	hän	PERS.SG.GEN	hänen␣
2k001:011	3	luokse	PREP.-3	luoksensa␣
2k001:011	6	toinen	INDEF.SG.GEN	toisen␣
2k001:011	4 5	viiden_kymmenen_pää_mies	SG.GEN	viidenkymmenenpäämiehen␣
2k001:011	7a	ja	CNJ	ja␣
2k001:011	pers%7b	hän	PERS.SG.GEN	hänen␣
2k001:011	7b	50	NUM.SG.NOM	viisikymmentä␣
2k001:011	-	(mies)	SG.PTV.-3	miestänsä
2k001:011	(8a)	-	UNTRANSLATED	
2k001:011	-	(.)	PUNC	.␣
2k001:011	8b	(tämä)	DEM.SG.NOM	Tämä␣
2k001:011	8b	lausua	ACT.PAST.3S	lausui␣
2k001:011	9a	ja	CNJ	ja␣
2k001:011	9b	sanoa	ACT.PAST.3S	sanoi␣
2k001:011	10	hän	PERS.SG.ALL	hänelle
2k001:011	-	(:)	PUNC	:␣
2k001:011	-	(")	PUNC.LEFT	"
2k001:011	-	(sinä)	PERS.SG.NOM	Sinä␣
2k001:011	(12a) 12b	Jumala	SG.GEN	Jumalan␣
2k001:011	11	mies	SG.NOM	mies
2k001:011	-	(,)	PUNC	,␣
2k001:011	13	näin	ADV.AD-A	näin␣
2k001:011	14	käskeä	ACT.PRES.3S	käskee␣
2k001:011	(15a) 15b	kuningas	SG.NOM	kuningas
2k001:011	-	(:)	PUNC	:␣
2k001:011	17	tulla	ACT.IMP.2S	Tule␣
2k001:011	16	kiiruusti	ADV	kiiruusti␣
2k001:011	17	alas	ADV	alas
2k001:011	-	(")	PUNC.RIGHT	"
2k001:011	-	(.)	PUNC	.␣
2k001:012	2k001:012	2k001:012	VERSE	2Kn␣1:12␣
2k001:012	1a	mutta	CNJ	Mutta␣
2k001:012	2	Elia	PR.SG.NOM	Elia␣
2k001:012	1b	vastata	ACT.PAST.3S	vastasi␣
2k001:012	3a	ja	CNJ	ja␣
2k001:012	3b	sanoa	ACT.PAST.3S	sanoi␣
2k001:012	4	he	PERS.PL.ALL	heille
2k001:012	-	(:)	PUNC	:␣
2k001:012	-	(")	PUNC.LEFT	"
2k001:012	5	jos	SUBORD	Jos␣
2k001:012	8	minä	PERS.SG.NOM	minä␣
2k001:012	-	(olla)	COP.ACT.PRES.1S	olen␣
2k001:012	(7a) 7b	Jumala	SG.GEN	Jumalan␣
2k001:012	6	mies	SG.NOM	mies
2k001:012	-	(,)	PUNC	,␣
2k001:012	-	(niin)	ADV.AD-A	niin␣
2k001:012	9	tulla	ACT.IMP.3S	tulkoon␣
2k001:012	10	tuli	SG.NOM	tuli␣
2k001:012	(12a) 12b	taivas	SG.ELA	taivaasta␣
2k001:012	11	%case	LOC	
2k001:012	13a	ja	CNJ	ja␣
2k001:012	13b	kuluttaa	DER.ACT.IMP.3S	kuluttakoon␣
2k001:012	14	sinä	PERS.SG.ACC	sinut␣
2k001:012	15a	ja	CNJ	ja␣
2k001:012	pers%16	sinä	PERS.SG.GEN	sinun␣
2k001:012	16	50	NUM.SG.NOM	viisikymmentä␣
2k001:012	15b	%case	NOM	
2k001:012	-	(mies)	SG.PTV.-2	miestäsi
2k001:012	-	(")	PUNC.RIGHT	"
2k001:012	-	(.)	PUNC	.␣
2k001:012	17a	silloin	ADV	Silloin␣
2k001:012	17b	tulla	ACT.PAST.3S	tuli␣
2k001:012	(21a) 21b	taivas	SG.ELA	taivaasta␣
2k001:012	20	%case	LOC	
2k001:012	19	Jumala	SG.GEN	Jumalan␣
2k001:012	18	tuli	SG.NOM	tuli␣
2k001:012	22a	ja	CNJ	ja␣
2k001:012	22b	kuluttaa	DER.ACT.PAST.3S	kulutti␣
2k001:012	23	hän	PERS.SG.ACC	hänet␣
2k001:012	24a	ja	CNJ	ja␣
2k001:012	pers%25	hän	PERS.SG.GEN	hänen␣
2k001:012	25	50	NUM.SG.NOM	viisikymmentä␣
2k001:012	24b	%case	NOM	
2k001:012	-	(mies)	SG.PTV.-3	miestänsä
2k001:012	-	(.)	PUNC	.␣
2k001:013	2k001:013	2k001:013	VERSE	2Kn␣1:13␣
2k001:013	(1a) (2a)	-	UNTRANSLATED	
2k001:013	2b	(hän)	PERS.SG.NOM	Hän␣
2k001:013	2b	lähettää	ACT.PAST.3S	lähetti␣
2k001:013	1b	vielä	ADV	vielä␣
2k001:013	5		ORD.SG.GEN	kolmannen␣
2k001:013	3 4	viiden_kymmenen_pää_mies	SG.GEN	viidenkymmenenpäämiehen␣
2k001:013	6a	ja	CNJ	ja␣
2k001:013	pers%6b	hän	PERS.SG.GEN	hänen␣
2k001:013	6b	50	NUM.SG.NOM	viisikymmentä␣
2k001:013	-	(mies)	SG.PTV.-3	miestänsä
2k001:013	-	(.)	PUNC	.␣
2k001:013	7a	ja	CNJ	Ja␣
2k001:013	7b	(tämä)	DEM.SG.NOM	tämä␣
2k001:013	(11a) 11b		ORD.SG.NOM	kolmas␣
2k001:013	(10a) 10b 9	viiden_kymmenen_pää_mies	SG.NOM	viidenkymmenenpäämies␣
2k001:013	7b	mennä	ACT.PAST.3S	meni␣
2k001:013	-	(sinne)	ADV	sinne
2k001:013	-	(,)	PUNC	,␣
2k001:013	8a	ja	CNJ	ja␣
2k001:013	-	(kun)	SUBORD	kun␣
2k001:013	8b	(hän)	PERS.SG.NOM	hän␣
2k001:013	8b	tulla	ACT.PAST.3S	tuli␣
2k001:013	8b	perille	ADV	perille
2k001:013	(12a)	-	UNTRANSLATED	
2k001:013	-	(,)	PUNC	,␣
2k001:013	12b 14	polvistua	ACT.PAST.3S	polvistui␣
2k001:013	pro%12b	hän	PERS.SG.NOM	hän␣
2k001:013	13	%case	NOM	
2k001:013	16	Elia	PR.SG.GEN	Elian␣
2k001:013	15b	eteen	PREP	eteen␣
2k001:013	15a	%case	LOC	
2k001:013	17a	ja	CNJ	ja␣
2k001:013	17b	anoa	ACT.PAST.3S	anoi␣
2k001:013	18	hän	PERS.SG.ABL	häneltä␣
2k001:013	17b	armo	SG.PTV	armoa␣
2k001:013	19a	ja	CNJ	ja␣
2k001:013	19b	sanoa	ACT.PAST.3S	sanoi␣
2k001:013	20	hän	PERS.SG.ALL	hänelle
2k001:013	-	(:)	PUNC	:␣
2k001:013	-	(")	PUNC.LEFT	"
2k001:013	-	(sinä)	PERS.SG.NOM	Sinä␣
2k001:013	(22a) 22b	Jumala	SG.GEN	Jumalan␣
2k001:013	21	mies	SG.NOM	mies
2k001:013	-	(,)	PUNC	,␣
2k001:013	23	olla	COP.ACT.IMP.3S	olkoon␣
2k001:013	24	%inflection	COP.ACT.IMP.3S	
2k001:013	pers%25	minä	PERS.SG.GEN	minun␣
2k001:013	25	henki	NOM&SGGEN.-1	henkeni␣
2k001:013	26a	ja	CNJ	ja␣
2k001:013	28	nämä	DEM.PL.GEN	näiden␣
2k001:013	29	50	NUM.SG.GEN	viidenkymmenen␣
2k001:013	27	palvelija	DER.NOM&SGGEN.-2	palvelijasi␣
2k001:013	26b	henki	SG.NOM	henki␣
2k001:013	23	kallis	ADJ.SG.NOM	kallis␣
2k001:013	pers%30b	sinä	PERS.SG.GEN	sinun␣
2k001:013	30b	silmä	PL.INE.-2	silmissäsi
2k001:013	30a	%case	LOC	
2k001:013	-	(.)	PUNC	.␣
2k001:014	2k001:014	2k001:014	VERSE	2Kn␣1:14␣
2k001:014	1	katso	INTJ	Katso
2k001:014	-	(,)	PUNC	,␣
2k001:014	3	tuli	SG.NOM	tuli␣
2k001:014	2	(olla)	COP.ACT.PRES.3S	on␣
2k001:014	2	tulla	ACT.PCP2.PERF	tullut␣
2k001:014	(5a) 5b	taivas	SG.ELA	taivaasta␣
2k001:014	4	%case	LOC	
2k001:014	6a	ja	CNJ	ja␣
2k001:014	6b	kuluttaa	DER.ACT.PCP2.PERF	kuluttanut␣
2k001:014	11a	ne	DEM.PL.NOM	ne␣
2k001:014	8	2	NUM.SG.NOM	kaksi␣
