hg001:001	hg001:001	hg001:001	VERSE	Hag␣1:1␣
hg002:003	12	te	PERS.PL.ELA	teistä␣
hg002:003	15	nyt	ADV	nyt
hg002:003	-	(?)	PUNC	?␣
hg002:003	16a 16b	ei	NEGV.3S.-CLITIC	Eikö␣
hg002:003	pers%17	se	DEM.SG.NOM	se␣
hg002:003	-	(olla)	COP.ACT.PRES.NEG	ole␣
hg002:003	18b	tyhjä	ADJ.SG.GEN	tyhjän␣
hg002:003	18a	%case	GEN	
hg002:003	17	veroinen	ADJ.SG.NOM	veroinen␣
hg002:003	pers%19b	te	PERS.PL.GEN	teidän␣
hg002:003	19b	silmä	PL.INE.-2	silmissänne
hg002:003	19a	%case	LOC	
hg002:003	-	(?)	PUNC	?␣
hg002:004	hg002:004	hg002:004	VERSE	Hag␣2:4␣
hg002:004	1a	mutta	CNJ	Mutta␣
hg002:004	1b	nyt	ADV	nyt␣
hg002:004	2	olla	COP.ACT.IMP.2S	ole␣
hg002:004	2	luja	ADJ.SG.NOM	luja
hg002:004	-	(,)	PUNC	,␣
hg002:004	3	Serubbaabel	PR.SG.NOM	Serubbaabel
hg002:004	-	(,)	PUNC	,␣
hg002:004	4	sanoa	ACT.PRES.3S	sanoo␣
hg002:004	5	Herra	SG.NOM	Herra
hg002:004	-	(,)	PUNC	,␣
hg002:004	6a	ja	CNJ	ja␣
hg002:004	6b	olla	COP.ACT.IMP.2S	ole␣
hg002:004	6b	luja	ADJ.SG.NOM	luja
hg002:004	-	(,)	PUNC	,␣
hg002:004	7	Joosua	PR.SG.NOM	Joosua
hg002:004	-	(,)	PUNC	,␣
hg002:004	9	Joosadak	PR.SG.GEN	Joosadakin␣
hg002:004	8	poika	SG.NOM	poika
hg002:004	-	(,)	PUNC	,␣
hg002:004	(11a) 11b	ylimmäinen	ADJ.SG.NOM	ylimmäinen␣
