pp001:001	pp001:001	pp001:001	VERSE	Flp␣1:1␣
pp001:008	pp001:008	pp001:008	VERSE	Flp␣1:8␣
pp001:008	2	sillä	SUBORD	Sillä␣
pp001:008	(4) 5	Jumala	SG.NOM	Jumala␣
pp001:008	-	(olla)	COP.ACT.PRES.3S	on␣
pp001:008	3	minä	PERS.SG.GEN	minun␣
pp001:008	1	todistaja	DER.NOM&SGGEN.-1	todistajani
pp001:008	-	(,)	PUNC	,␣
pp001:008	6	kuinka	AD-A	kuinka␣
pp001:008	7	(minä)	PERS.SG.NOM	minä␣
pp001:008	9	te	PERS.PL.PTV	teitä␣
pp001:008	8	kaikki	INDEF.PL.PTV	kaikkia␣
pp001:008	7	ikävöidä	ACT.PRES.1S	ikävöitsen␣
pp001:008	12	Kristus	PR.SG.GEN	Kristuksen␣
pp001:008	13a	Jeesus	PR.SG.GEN	Jeesuksen␣
pp001:008	11	sydämellinen	DER.ADJ.SG.ADE	sydämellisellä␣
pp001:008	11	rakkaus	DER.SG.ADE	rakkaudella
pp001:008	10	%case	LOC	
pp001:008	13b	.	PUNC	.␣
pp001:009	pp001:009	pp001:009	VERSE	Flp␣1:9␣
pp001:009	1	ja	CNJ	Ja␣
pp001:009	2	se	DEM.SG.PTV	sitä␣
pp001:009	3a	(minä)	PERS.SG.NOM	minä␣
pp001:009	3a	rukoilla	ACT.PRES.1S	rukoilen
pp001:009	3b	,	PUNC	,␣
pp001:009	4	että	SUBORD	että␣
pp001:009	7	te	PERS.PL.GEN	teidän␣
pp001:009	(5) 6	rakkaus	DER.NOM&SGGEN.-2	rakkautenne␣
pp001:009	12	tulla	ACT.COND.3S	tulisi␣
pp001:009	8	yhä	ADV	yhä␣
pp001:009	12	runsas	ADJ.CMP.SG.TRA	runsaammaksi␣
pp001:009	10 11 9	%case	TRA	
pp001:009	14	tieto	SG.INE	tiedossa␣
pp001:009	13	%case	LOC	
pp001:009	15	ja	CNJ	ja␣
pp001:009	16	kaikki	INDEF.SG.INE	kaikessa␣
pp001:009	17	käsittäminen	DER.SG.INE	käsittämisessä
pp001:009	-	(,)	PUNC	,␣
pp001:010	pp001:010	pp001:010	VERSE	Flp␣1:10␣
pp001:010	tasp%3	voida	INF1.TRA.-2	voidaksenne␣
pp001:010	4	%pers	?	
pp001:010	1	%case	TRA	
pp001:010	(2) 3	tutkia	INF1.LAT	tutkia
pp001:010	-	(,)	PUNC	,␣
pp001:010	5	mikä	INT.REL.INDEF.SG.NOM	mikä␣
pp001:010	6a	paras	ADJ.SUP.SG.NOM	paras␣
pp001:010	6a	olla	COP.ACT.PRES.3S	on
pp001:010	6b	,	PUNC	,␣
pp001:010	7	että	SUBORD	että␣
pp001:010	8	(te)	PERS.PL.NOM	te␣
pp001:010	14a	Kristus	PR.SG.GEN	Kristuksen␣
pp001:010	13	päivä	SG.ILL	päivään␣
pp001:010	12	saakka	ADV	saakka␣
pp001:010	8	olla	COP.ACT.COND.2P	olisitte␣
pp001:010	9	puhdas	ADJ.PL.NOM	puhtaat␣
pp001:010	11	ei	NEGV.2P.-CLITIC	ettekä␣
pp001:010	10	%clitic	kA	
pp001:010	-	(kukaan)	INDEF.SG.ALL	kenellekään␣
pp001:010	11	loukkaus	DER.SG.TRA	loukkaukseksi
pp001:010	14b	,	PUNC	,␣
pp001:011	pp001:011	pp001:011	VERSE	Flp␣1:11␣
pp001:011	1	täynnä	ADV	täynnä␣
pp001:011	3	vanhurskaus	DER.SG.GEN	vanhurskauden␣
pp001:011	2	hedelmä	SG.PTV	hedelmää
pp001:011	-	(,)	PUNC	,␣
pp001:011	4	joka	REL.SG.GEN	jonka␣
pp001:011	6	Jeesus	PR.SG.NOM	Jeesus␣
pp001:011	7	Kristus	PR.SG.NOM	Kristus␣
pp001:011	5	saada	ACT.PRES.3S	saa␣
pp001:011	5	aikaan	ADV	aikaan
pp001:011	-	(,)	PUNC	,␣
pp001:011	12a	Jumala	SG.GEN	Jumalan␣
pp001:011	9	kunnia	SG.TRA	kunniaksi␣
pp001:011	8	%case	TRA	
pp001:011	10	ja	CNJ	ja␣
pp001:011	11	ylistys	DER.SG.TRA	ylistykseksi
pp001:011	12b	.	PUNC	.␣
pp001:012	pp001:012	pp001:012	VERSE	Flp␣1:12␣
pp001:012	2	mutta	CNJ	Mutta␣
pp001:012	4a	(minä)	PERS.SG.NOM	minä␣
pp001:012	4a	tahtoa	ACT.PRES.1S	tahdon
pp001:012	-	(,)	PUNC	,␣
pp001:012	1	(että)	SUBORD	että␣
pp001:012	3	te	PERS.PL.NOM	te
pp001:012	-	(,)	PUNC	,␣
pp001:012	5a	veli	PL.NOM	veljet
pp001:012	-	(,)	PUNC	,␣
pp001:012	1	tietää	ACT.COND.2P	tietäisitte
pp001:012	5b	,	PUNC	,␣
pp001:012	6	että	SUBORD	että␣
pp001:012	7	se	DEM.SG.NOM	se
pp001:012	-	(,)	PUNC	,␣
pp001:012	7	mikä	INT.REL.SG.PTV	mitä␣
pp001:012	9	minä	PERS.SG.ALL	minulle␣
pp001:012	8	%case	LOC	
pp001:012	-	(olla)	COP.ACT.PRES.3S	on␣
pp001:012	-	(tapahtua)	ACT.PCP2.PERF	tapahtunut
pp001:012	-	(,)	PUNC	,␣
pp001:012	15a	(olla)	COP.ACT.PRES.3S	on␣
pp001:012	15a	koitua	ACT.PCP2.-CLITIC.PERF	koitunutkin␣
pp001:012	10	%clitic	kin	
pp001:012	(13) 14	evankeliumi	SG.GEN	evankeliumin␣
pp001:012	12	menestys	SG.TRA	menestykseksi
pp001:012	11	%case	TRA	
pp001:012	15b	,	PUNC	,␣
pp001:013	pp001:013	pp001:013	VERSE	Flp␣1:13␣
pp001:013	1	niin	ADV.AD-A	niin␣
pp001:013	1	että	SUBORD	että␣
pp001:013	10	koko	ADJ	koko␣
pp001:013	(11) 12	henki_vartiosto	SG.GEN	henkivartioston␣
pp001:013	9	%case	GEN	
pp001:013	13	ja	CNJ	ja␣
pp001:013	16a	kaikki	INDEF.PL.GEN	kaikkien␣
pp001:013	(14) 15	muu	INDEF.PL.GEN	muiden␣
pp001:013	5	tieto	SG.ILL	tietoon␣
pp001:013	8	(olla)	COP.ACT.PRES.3S	on␣
pp001:013	8	tulla	ACT.PCP2.PERF	tullut
pp001:013	-	(,)	PUNC	,␣
pp001:013	-	(että)	SUBORD	että␣
pp001:013	4	minä	PERS.SG.NOM	minä␣
pp001:013	-	(olla)	COP.ACT.PRES.1S	olen␣
pp001:013	(2) 3	kahle	PL.INE	kahleissa␣
pp001:013	7	Kristus	PR.SG.GEN	Kristuksen␣
pp001:013	6	tähden	POST	tähden
pp001:013	16b	,	PUNC	,␣
pp001:014	pp001:014	pp001:014	VERSE	Flp␣1:14␣
pp001:014	1	ja	CNJ	ja␣
pp001:014	-	(että)	SUBORD	että␣
pp001:014	(2) 3	usea	ADJ.SUP.PL.NOM	useimmat␣
pp001:014	(4) 5	veli	PL.ELA	veljistä
pp001:014	-	(,)	PUNC	,␣
pp001:014	8	saada	ACT.INF2.MAN	saaden␣
pp001:014	7	Herra	SG.INE	Herrassa␣
pp001:014	6	%case	LOC	
pp001:014	8	uskallus	DER.SG.PTV	uskallusta␣
pp001:014	11	minä	PERS.SG.GEN	minun␣
pp001:014	10 (9)	kahle	PL.ELA.-1	kahleistani
pp001:014	-	(,)	PUNC	,␣
pp001:014	12	yhä	ADV	yhä␣
pp001:014	12	enemmän	ADV	enemmän␣
pp001:014	13	rohjeta	ACT.PRES.3P	rohkenevat␣
pp001:014	14	pelätä	INF3.ABE	pelkäämättä␣
pp001:014	19a	puhua	INF1.LAT	puhua␣
pp001:014	(17) 18	Jumala	SG.GEN	Jumalan␣
pp001:014	(15) 16	sana	SG.PTV	sanaa
pp001:014	19b	.	PUNC	.␣
pp001:015	pp001:015	pp001:015	VERSE	Flp␣1:15␣
pp001:015	1	muutama	INDEF.PL.NOM	Muutamat␣
pp001:015	2	tosin	ADV	tosin␣
pp001:015	15a	julistaa	ACT.PRES.3P	julistavat␣
pp001:015	(13) 14	Kristus	PR.SG.PTV	Kristusta␣
pp001:015	5	kateus	SG.ELA.-CLITIC	kateudestakin␣
pp001:015	4	%case	LOC	
pp001:015	3	%clitic	kin	
pp001:015	6	ja	CNJ	ja␣
pp001:015	7a	riita	SG.GEN	riidan␣
pp001:015	4	halu	SG.ELA	halusta
pp001:015	-	(,)	PUNC	,␣
pp001:015	9	mutta	CNJ	mutta␣
pp001:015	8	toinen	INDEF.PL.NOM	toiset␣
pp001:015	(10)	-	UNTRANSLATED	
pp001:015	12	hyvä	ADJ.SG.INE	hyvässä␣
pp001:015	12	tarkoitus	DER.SG.INE	tarkoituksessa
pp001:015	11	%case	LOC	
pp001:015	15b	:	PUNC	:␣
pp001:016	pp001:016	pp001:016	VERSE	Flp␣1:16␣
pp001:016	1	nämä	DEM.PL.NOM	nämä␣
pp001:016	2	%case	NOM	
pp001:016	-	(tehdä)	ACT.PRES.3P	tekevät␣
pp001:016	-	(se)	DEM.SG.PTV	sitä␣
pp001:016	4a	rakkaus	DER.SG.ELA	rakkaudesta
pp001:016	3	%case	LOC	
pp001:016	4b	,	PUNC	,␣
pp001:016	5	(koska)	SUBORD	koska␣
pp001:016	5	tietää	ACT.PRES.3P	tietävät
pp001:016	-	(,)	PUNC	,␣
pp001:016	6	että	SUBORD	että␣
pp001:016	11a	(minä)	PERS.SG.ACC	minut␣
pp001:016	11a	(olla)	COP.ACT.PRES.3S	on␣
pp001:016	11a	panna	PSS.PCP2.PERF	pantu␣
pp001:016	10 (9)	evankeliumi	SG.PTV	evankeliumia␣
pp001:016	8	puolustaa	INF3.ILL	puolustamaan
pp001:016	7	%case	LOC	
pp001:016	11b	,	PUNC	,␣
pp001:017	pp001:017	pp001:017	VERSE	Flp␣1:17␣
pp001:017	1	nuo	DEM.PL.NOM	nuo␣
pp001:017	1	toinen	INDEF.PL.NOM	toiset␣
pp001:017	2	taas	ADV	taas␣
pp001:017	7a	julistaa	ACT.PRES.3P	julistavat␣
pp001:017	(5) 6	Kristus	PR.SG.PTV	Kristusta␣
pp001:017	4	itsekkyys	DER.SG.ELA	itsekkyydestä
pp001:017	3	%case	LOC	
pp001:017	7b	,	PUNC	,␣
pp001:017	9a	epä_puhdas	ADJ.SG.ADE	epäpuhtaalla␣
pp001:017	9a	mieli	SG.ADE	mielellä
pp001:017	8	%case	LOC	
pp001:017	9b	,	PUNC	,␣
pp001:017	10	luulla	ACT.INF2.MAN	luullen␣
pp001:017	12	tuottaa	ACT.PCP1.-3.REFR	tuottavansa␣
pp001:017	-	(minä)	PERS.SG.ALL	minulle␣
pp001:017	11	murhe	SG.PTV	murhetta␣
pp001:017	(13) 14	kahle	PL.INE.-1	kahleissani
pp001:017	15a	%pers	?	
pp001:017	15b	.	PUNC	.␣
pp001:018	pp001:018	pp001:018	VERSE	Flp␣1:18␣
pp001:018	2a	vaan	SUBORD	Vaan␣
pp001:018	1	mikä	INT.REL.SG.PTV.-CLITIC	mitäpä␣
pp001:018	1	tuo	DEM.SG.ELA	tuosta
pp001:018	2b	,	PUNC	,␣
pp001:018	3	kunhan		kunhan␣
pp001:018	11	Kristus	PR.SG.PTV	Kristusta␣
pp001:018	3	vain	ADV	vain␣
pp001:018	(4)	-	UNTRANSLATED	
pp001:018	6a	tapa	SG.ADE	tavalla␣
pp001:018	-	(tai)	CNJ	tai␣
pp001:018	5	toinen	INDEF.SG.ADE	toisella␣
pp001:018	12a	julistaa	PSS.PRES	julistetaan
pp001:018	-	(,)	PUNC	,␣
pp001:018	7	joko	CNJ	joko␣
pp001:018	8	näkö	SG.GEN	näön␣
pp001:018	8	vuoksi	POST	vuoksi␣
pp001:018	9	tai	CNJ	tai␣
pp001:018	10a	totuus	SG.INE	totuudessa
pp001:018	12b	!	PUNC	!␣
pp001:018	13	ja	CNJ	Ja␣
pp001:018	15	se	DEM.SG.ELA	siitä␣
pp001:018	14	%case	LOC	
pp001:018	16a	(minä)	PERS.SG.NOM	minä␣
pp001:018	16a	iloita	ACT.PRES.1S	iloitsen
pp001:018	16b	,	PUNC	,␣
pp001:018	18	ja	CNJ	ja␣
pp001:018	19a	(olla)	COP.ACT.PRES.1S	olen␣
pp001:018	17	vasta	ADV.-CLITIC	vastakin␣
pp001:018	19a	iloita	ACT.PCP1.FUTR	iloitseva
pp001:018	19b	.	PUNC	.␣
pp001:019	pp001:019	pp001:019	VERSE	Flp␣1:19␣
pp001:019	2	sillä	SUBORD	Sillä␣
pp001:019	1	(minä)	PERS.SG.NOM	minä␣
pp001:019	1	tietää	ACT.PRES.1S	tiedän
pp001:019	-	(,)	PUNC	,␣
pp001:019	3	että	SUBORD	että␣
pp001:019	4	tämä	DEM.SG.NOM	tämä␣
pp001:019	6	(olla)	COP.ACT.PRES.3S	on␣
pp001:019	6	päättyä	ACT.PCP1.FUTR	päättyvä␣
pp001:019	5	minä	PERS.SG.ALL	minulle␣
pp001:019	8	pelastus	DER.SG.TRA	pelastukseksi␣
pp001:019	7	%case	TRA	
pp001:019	11	te	PERS.PL.GEN	teidän␣
pp001:019	(10) 12	rukous	PL.GEN.-2	rukoustenne␣
pp001:019	9	kautta	PREP	kautta␣
pp001:019	13	ja	CNJ	ja␣
pp001:019	17	Jeesus	PR.SG.GEN	Jeesuksen␣
pp001:019	18	Kristus	PR.SG.GEN	Kristuksen␣
pp001:019	(15) 16	Henki	SG.GEN	Hengen␣
pp001:019	14	apu	SG.ADE	avulla
pp001:019	-	(,)	PUNC	,␣
pp001:020	pp001:020	pp001:020	VERSE	Flp␣1:20␣
pp001:020	6a	minä	PERS.SG.GEN	minun␣
pp001:020	(2) 3	harras	ADJ.SG.GEN	hartaan␣
pp001:020	(2) 3	odotus	DER.NOM&SGGEN.-1	odotukseni␣
pp001:020	4	ja	CNJ	ja␣
pp001:020	5	toivo	NOM&SGGEN.-1	toivoni␣
pp001:020	1	mukaan	POST	mukaan
pp001:020	6b	,	PUNC	,␣
pp001:020	7	ettei	NEGV.1S	etten␣
pp001:020	10	(olla)	COP.ACT.PRES.NEG	ole␣
pp001:020	9	mikään	INDEF.SG.INE	missään␣
pp001:020	8	%case	LOC	
pp001:020	10	häpeä	SG.ILL	häpeään␣
pp001:020	10	joutua	ACT.PCP1.FUTR	joutuva
pp001:020	-	(,)	PUNC	,␣
pp001:020	11	vaan	SUBORD	vaan␣
pp001:020	-	(että)	SUBORD	että␣
pp001:020	20	Kristus	PR.SG.NOM	Kristus␣
pp001:020	18	nyt	ADV.-CLITIC	nytkin
pp001:020	17	%clitic	kin	
pp001:020	-	(,)	PUNC	,␣
pp001:020	15	niin_kuin	SUBORD	niinkuin␣
pp001:020	16	aina	ADV	aina
pp001:020	-	(,)	PUNC	,␣
pp001:020	19	(olla)	COP.ACT.PRES.3S	on␣
pp001:020	19	(tulla)	ACT.PCP1.FUTR	tuleva␣
pp001:020	19	ylistää:ylistetty	PSS.PCP2.SG.TRA	ylistetyksi␣
pp001:020	24a	minä	PERS.SG.GEN	minun␣
pp001:020	(22) 23	ruumis	SG.INE.-1	ruumiissani␣
pp001:020	21	%case	LOC	
pp001:020	13	kaikki	INDEF.SG.ADE	kaikella␣
pp001:020	14	rohkeus	DER.SG.ADE	rohkeudella
pp001:020	12	%case	LOC	
pp001:020	24b	,	PUNC	,␣
pp001:020	25	joko	CNJ	joko␣
pp001:020	27	elämä	DER.SG.GEN	elämän␣
pp001:020	26	%case	GEN	
pp001:020	28	tai	CNJ	tai␣
pp001:020	30a	kuolema	DER.SG.GEN	kuoleman␣
pp001:020	29	kautta	PREP	kautta
pp001:020	30b	.	PUNC	.␣
pp001:021	pp001:021	pp001:021	VERSE	Flp␣1:21␣
pp001:021	2	sillä	SUBORD	Sillä␣
pp001:021	(3) 4	elämä	DER.SG.NOM	elämä␣
pp001:021	-	(olla)	COP.ACT.PRES.3S	on␣
pp001:021	1	minä	PERS.SG.ALL	minulle␣
pp001:021	5	Kristus	PR.SG.NOM	Kristus
pp001:021	-	(,)	PUNC	,␣
pp001:021	6	ja	CNJ	ja␣
pp001:021	(7) 8	kuolema	DER.SG.NOM	kuolema␣
pp001:021	-	(olla)	COP.ACT.PRES.3S	on␣
pp001:021	9a	voitto	SG.NOM	voitto
pp001:021	9b	.	PUNC	.␣
pp001:022	pp001:022	pp001:022	VERSE	Flp␣1:22␣
pp001:022	2	mutta	CNJ	Mutta␣
pp001:022	1	jos	SUBORD	jos␣
pp001:022	-	(minä)	PERS.SG.GEN	minun␣
pp001:022	-	(olla)	COP.ACT.PRES.3S	on␣
pp001:022	(3) 4	elää	INF4.NOM	eläminen␣
pp001:022	-	(täällä)	ADV	täällä␣
pp001:022	6a	liha	SG.INE	lihassa
pp001:022	5	%case	LOC	
pp001:022	6b	,	PUNC	,␣
pp001:022	-	(niin)	ADV.AD-A	niin␣
pp001:022	7	se	DEM.SG.ELA	siitä␣
pp001:022	-	(koitua)	ACT.PRES.3S	koituu␣
pp001:022	9	hedelmä	SG.PTV	hedelmää␣
pp001:022	10a	työ	SG.ALL.-1	työlleni
pp001:022	8	%pers	?	
pp001:022	10b	,	PUNC	,␣
pp001:022	11	ja	CNJ	ja␣
pp001:022	-	(silloin)	ADV	silloin␣
pp001:022	14	ei	NEGV.1S	en␣
pp001:022	15a	tietää	ACT.PRES.NEG	tiedä
pp001:022	-	(,)	PUNC	,␣
pp001:022	12	mikä	INT.REL.SG.GEN	minkä␣
pp001:022	13	valita	ACT.COND.1S	valitsisin
pp001:022	15b	.	PUNC	.␣
pp001:023	pp001:023	pp001:023	VERSE	Flp␣1:23␣
pp001:023	1	ahdas	ADJ.SG.ADE	Ahtaalla␣
pp001:023	1	(minä)	PERS.SG.NOM	minä␣
pp001:023	1	olla	COP.ACT.PRES.1S	olen␣
pp001:023	(2)	-	UNTRANSLATED	
pp001:023	4	nämä	DEM.PL.GEN	näiden␣
pp001:023	5a	2	NUM.SG.GEN	kahden␣
pp001:023	3	välissä	POST	välissä
pp001:023	5b	:	PUNC	:␣
pp001:023	(6) 7	halu	SG.NOM	halu␣
pp001:023	8	(minä)	PERS.SG.ADE	minulla␣
pp001:023	8	olla	COP.ACT.PRES.3S	on␣
pp001:023	-	(täältä)	ADV	täältä␣
pp001:023	(10) 11	eritä	INF1.LAT	eritä␣
pp001:023	9	%case	LAT	
pp001:023	12	ja	CNJ	ja␣
pp001:023	15a	olla	COP.INF1.LAT	olla␣
pp001:023	14	Kristus	PR.SG.GEN	Kristuksen␣
pp001:023	13	kanssa	POST	kanssa
pp001:023	15b	,	PUNC	,␣
pp001:023	17a	sillä	SUBORD	sillä␣
pp001:023	-	(se)	DEM.SG.NOM	se␣
pp001:023	-	(olla)	COP.ACT.COND.3S	olisi␣
pp001:023	16a	moni	INDEF.PL.INS	monin␣
pp001:023	18	verta,verran	PL.INS	verroin␣
pp001:023	19a	parempi	ADJ.CMP.SG.NOM	parempi
pp001:023	19b	;	PUNC	;␣
pp001:024	pp001:024	pp001:024	VERSE	Flp␣1:24␣
pp001:024	2	mutta	CNJ	mutta␣
pp001:024	9a	te	PERS.PL.GEN	teidän␣
pp001:024	8	tähden	POST.-2	tähtenne␣
pp001:024	-	(olla)	COP.ACT.PRES.3S	on␣
pp001:024	(5) 6	liha	SG.INE	lihassa␣
pp001:024	4a	%case	LOC	
pp001:024	(1) 3a	viipyminen	DER.NOM&SGGEN.-1	viipymiseni␣
pp001:024	7	tarpeellinen	DER.ADJ.CMP.SG.NOM	tarpeellisempi
pp001:024	9b	.	PUNC	.␣
pp001:025	pp001:025	pp001:025	VERSE	Flp␣1:25␣
pp001:025	1	ja	CNJ	Ja␣
