es001:001	es001:001	es001:001	VERSE	Est␣1:1␣
es001:004	9	suuruus	DER.NOM&SGGEN.-3	suuruutensa␣
es001:004	8	loistava	ADJ.SG.PTV	loistavaa␣
es001:004	7	komeus	DER.SG.PTV	komeutta␣
es001:004	6b	%case	PTV	
es001:004	11	moni	INDEF.SG.PTV	monta␣
es001:004	10	päivä	SG.PTV	päivää
es001:004	-	(,)	PUNC	,␣
es001:004	12 13a 13b	100	NUM.SG.NOM	sata␣
es001:004	12 13a 13b	180	NUM.SG.NOM	kahdeksankymmentä␣
es001:004	14	päivä	SG.PTV	päivää
es001:004	-	(.)	PUNC	.␣
es001:005	es001:005	es001:005	VERSE	Est␣1:5␣
es001:005	1a	ja	CNJ	Ja␣
es001:005	1b	kun	SUBORD	kun␣
es001:005	(3a) 3b	ne	DEM.PL.NOM	ne␣
es001:005	(2a) 2b	päivä	PL.NOM	päivät␣
es001:005	1c	(olla)	COP.ACT.PAST.3P	olivat␣
es001:005	1c	kulua	ACT.PCP2.PERF	kuluneet
es001:005	-	(,)	PUNC	,␣
es001:005	4	laittaa	ACT.PAST.3S	laittoi␣
es001:005	(5a) 5b	kuningas	SG.NOM	kuningas␣
es001:005	6b	kaikki	INDEF.SG.ALL	kaikelle␣
es001:005	6a	%case	LOC	
es001:005	9b	Suusan	PR.SG.GEN	Suusanin␣
es001:005	9a	%case	GEN	
es001:005	(10a) 10b	linna	SG.GEN	linnan␣
es001:005	(7a) 7b	väki	SG.ALL	väelle
es001:005	(8a) (8b)	-	UNTRANSLATED	
es001:005	-	(,)	PUNC	,␣
es001:005	12b	niin	ADV.AD-A	niin␣
es001:005	13	pieni	ADJ.PL.ALL	pienille␣
es001:005	12a	kuin	SUBORD	kuin␣
es001:005	11c	suuri	ADJ.PL.ALL.-CLITIC	suurillekin
es001:005	11a 11b	%case	LOC	
es001:005	-	(,)	PUNC	,␣
es001:005	(20a) 20b	kuningas	SG.GEN	kuninkaan␣
es001:005	19	palatsi	SG.GEN	palatsin␣
es001:005	18	puu_tarha	SG.GEN	puutarhan␣
es001:005	17b	esi_piha	SG.ILL	esipihaan␣
es001:005	17a	%case	LOC	
es001:005	15 16	seitsen_päiväinen	ADJ.PL.NOM	seitsenpäiväiset␣
es001:005	14	pito,pidot	PL.NOM	pidot
es001:005	-	(.)	PUNC	.␣
es001:006	es001:006	es001:006	VERSE	Est␣1:6␣
es001:006	1	pellava_verho	PL.PTV	Pellava-/Pellavaverhoja
es001:006	-	(,)	PUNC	,␣
es001:006	2	puu_villa_verho	PL.PTV	puuvilla-~/puuvillaverhoja␣
es001:006	3a	ja	CNJ	ja␣
es001:006	3b	puna_sini_verho	PL.PTV	punasiniverhoja␣
es001:006	4	(olla)	COP.ACT.PAST.3S	oli␣
es001:006	4	kiinnittää	PSS.PCP2.PERF	kiinnitetty␣
es001:006	5b 6	valkoinen	ADJ.PL.ADE	valkoisilla␣
es001:006	5b 6	pellava_nauha	PL.ADE	pellavanauhoilla␣
es001:006	5a	%case	LOC	
es001:006	7a	ja	CNJ	ja␣
es001:006	7b	purppuran_punainen	ADJ.PL.ADE	purppuranpunaisilla␣
es001:006	-	(nauha)	PL.ADE	nauhoilla␣
es001:006	10 9	hopea_tanko	PL.ILL	hopeatankoihin␣
es001:006	8	%case	LOC	
es001:006	11a	ja	CNJ	ja␣
es001:006	11b 12	valko_marmori_pylväs	PL.ILL	valkomarmoripylväisiin
es001:006	-	(.)	PUNC	.␣
es001:006	14	kultainen	ADJ.PL.PTV	Kultaisia␣
es001:006	15a	ja	CNJ	ja␣
es001:006	15b	hopeainen	ADJ.PL.PTV	hopeaisia␣
es001:006	13	lepo_vuode	PL.PTV	lepovuoteita␣
es001:006	-	(olla)	COP.ACT.PAST.3S	oli␣
es001:006	17	piha	SG.ADE	pihalla
es001:006	16	%case	LOC	
es001:006	-	(,)	PUNC	,␣
es001:006	-	(joka)	REL.INDEF.SG.NOM	joka␣
es001:006	-	(olla)	COP.ACT.PAST.3S	oli␣
es001:006	-	(laskea)	PSS.PCP2.PERF	laskettu␣
es001:006	18	vihreä	ADJ.SG.ADE	vihreällä␣
es001:006	19a	ja	CNJ	ja␣
es001:006	19b	valkoinen	ADJ.SG.ADE	valkoisella␣
es001:006	19b	marmori	SG.ADE	marmorilla
es001:006	(20a)	-	UNTRANSLATED	
es001:006	-	(,)	PUNC	,␣
es001:006	20b	helmiäinen	SG.ADE	helmiäisellä␣
es001:006	21a	ja	CNJ	ja␣
es001:006	21b	kirjava	ADJ.SG.ADE	kirjavalla␣
es001:006	21b	marmori	SG.ADE	marmorilla
es001:006	-	(.)	PUNC	.␣
es001:007	es001:007	es001:007	VERSE	Est␣1:7␣
es001:007	(1a)	-	UNTRANSLATED	
es001:007	1b	juotava	ADJ.SG.PTV	Juotavaa␣
es001:007	1b	tarjota	PSS.PAST	tarjottiin␣
es001:007	2b 3	kulta-astia	PL.INE	kulta-astioissa
es001:007	2a	%case	LOC	
es001:007	-	(,)	PUNC	,␣
es001:007	4a	ja	CNJ	ja␣
es001:007	4b	astia	PL.NOM	astiat␣
es001:007	-	(olla)	COP.ACT.PAST.3P	olivat␣
es001:007	5a 5b 6	eri_muotoinen	ADJ.PL.NOM	erimuotoiset
es001:007	-	(,)	PUNC	,␣
es001:007	7a	ja	CNJ	ja␣
es001:007	8	kuningas	SG.GEN	kuninkaan␣
es001:007	7b	viini	SG.PTV	viiniä␣
es001:007	-	(olla)	COP.ACT.PAST.3S	oli␣
es001:007	9	viljalti	ADV	viljalti
es001:007	-	(,)	PUNC	,␣
es001:007	(11a) 11b	kuninkaallinen	DER.ADJ.SG.ILL	kuninkaalliseen␣
es001:007	10b	tapa	SG.ILL	tapaan
es001:007	10a	%case	LOC	
es001:007	-	(.)	PUNC	.␣
es001:008	es001:008	es001:008	VERSE	Est␣1:8␣
es001:008	1a	ja	CNJ	Ja␣
es001:008	(1b) 1c	juominen	DER.SG.INE	juomisessa␣
es001:008	-	(olla)	COP.ACT.PAST.3S	oli␣
es001:008	2b	laki	SG.ESS	lakina
es001:008	2a	%case	ESS	
es001:008	-	(,)	PUNC	,␣
es001:008	3	ettei	NEGV.3S	ettei␣
es001:008	-	(saada)	ACT.PAST.SG	saanut␣
es001:008	-	(olla)	COP.INF1.LAT	olla␣
es001:008	3	mikään	INDEF.SG.PTV	mitään␣
es001:008	4	pakko	SG.PTV	pakkoa
es001:008	-	(,)	PUNC	,␣
es001:008	5	sillä	SUBORD	sillä␣
es001:008	6	niin	ADV.AD-A	niin␣
es001:008	7	(olla)	COP.ACT.PAST.3S	oli␣
es001:008	(8a) 8b	kuningas	SG.NOM	kuningas␣
es001:008	7	käskeä	ACT.PCP2.PERF	käskenyt␣
es001:008	10	kaikki	INDEF.PL.PTV	kaikkia␣
es001:008	9	%case	PTV	
es001:008	11 12	hovi_mestari	PL.PTV.-3	hovimestareitansa
es001:008	-	(,)	PUNC	,␣
es001:008	13a	että	SUBORD	että␣
es001:008	13b	(olla)	COP.ACT.PAST.3S	oli␣
es001:008	13b	tehdä	PSS.PCP1.NECE	tehtävä␣
es001:008	15 16a 16b	kukin	INDEF.SG.GEN	kunkin␣
es001:008	-	(oma)	ADJ.SG.GEN	oman␣
es001:008	14b	halu	SG.GEN	halun␣
es001:008	14a	mukaan	POST	mukaan
es001:008	-	(.)	PUNC	.␣
es001:009	es001:009	es001:009	VERSE	Est␣1:9␣
es001:009	1	myös	ADV.-CLITIC	Myöskin␣
es001:009	(3a) 3b	kuningatar	SG.NOM	kuningatar␣
es001:009	2	Vasti	PR.SG.NOM	Vasti␣
es001:009	4	laittaa	ACT.PAST.3S	laittoi␣
es001:009	6	nainen	PL.ALL	naisille␣
es001:009	5	pito,pidot	PL.NOM	pidot␣
es001:009	10b	kuningas	SG.NOM	kuningas␣
es001:009	10a 9	%case	NOM	
es001:009	11	Ahasveros	PR.SG.GEN	Ahasveroksen␣
es001:009	(8a) 8b	kuninkaallinen	DER.ADJ.SG.ILL	kuninkaalliseen␣
es001:009	7	palatsi	SG.ILL	palatsiin
es001:009	-	(.)	PUNC	.␣
es001:010	es001:010	es001:010	VERSE	Est␣1:10␣
es001:010	(2a) 2b		ORD.SG.ESS	Seitsemäntenä␣
es001:010	1b	päivä	SG.ESS	päivänä
es001:010	1a	%case	ESS	
es001:010	-	(,)	PUNC	,␣
es001:010	3a	kun	SUBORD	kun␣
es001:010	(5a) 5b	kuningas	SG.GEN	kuninkaan␣
es001:010	4	sydän	SG.NOM	sydän␣
es001:010	3b	(olla)	COP.ACT.PAST.3S	oli␣
es001:010	6b	viini	SG.ELA	viinistä␣
es001:010	6a	%case	LOC	
es001:010	3b	iloinen	ADJ.SG.NOM	iloinen
es001:010	-	(,)	PUNC	,␣
es001:010	7	käskeä	ACT.PAST.3S	käski␣
es001:010	7	(hän)	PERS.SG.NOM	hän␣
es001:010	8b	Mehuman	PR.SG.GEN	Mehumanin
es001:010	8a	%case	GEN	
es001:010	-	(,)	PUNC	,␣
es001:010	9	Bista	PR.SG.GEN	Bistan
es001:010	-	(,)	PUNC	,␣
es001:010	10	Harbona	PR.SG.GEN	Harbonan
es001:010	-	(,)	PUNC	,␣
es001:010	11	Bigta	PR.SG.GEN	Bigtan
es001:010	(12a)	-	UNTRANSLATED	
es001:010	-	(,)	PUNC	,␣
es001:010	12b	Abagta	PR.SG.GEN	Abagtan
es001:010	-	(,)	PUNC	,␣
es001:010	13	Seetar	PR.SG.GEN	Seetarin␣
es001:010	14a	ja	CNJ	ja␣
es001:010	14b	Karkas	PR.SG.GEN	Karkaan
es001:010	-	(,)	PUNC	,␣
es001:010	-	(ne)	DEM.PL.GEN	niiden␣
es001:010	15	7	NUM.SG.GEN	seitsemän␣
es001:010	(16a) 16b	hovi_herra	SG.GEN	hoviherran
es001:010	-	(,)	PUNC	,␣
es001:010	17a	joka	REL.PL.NOM	jotka␣
es001:010	17b	toimittaa	DER.ACT.PAST.3P	toimittivat␣
es001:010	17b	palvelus	SG.PTV	palvelusta␣
es001:010	(20a) 20b	kuningas	SG.NOM	kuningas␣
es001:010	21	Ahasveros	PR.SG.GEN	Ahasveroksen␣
es001:010	19	luona	PREP	luona
es001:010	18	%case	?	
es001:010	-	(,)	PUNC	,␣
es001:011	es001:011	es001:011	VERSE	Est␣1:11␣
es001:011	1b	tuoda	INF1.LAT	tuoda␣
es001:011	1a	%case	LAT	
es001:011	(4a) 4b	kuningatar	SG.NOM	kuningatar␣
es001:011	3	Vasti	PR.SG.GEN	Vastin
es001:011	2	%case	GEN	
es001:011	-	(,)	PUNC	,␣
es001:011	8	kuninkaallinen	DER.ADJ.SG.NOM	kuninkaallinen␣
es001:011	7b	kruunu	SG.NOM	kruunu␣
es001:011	7a	pää	SG.INE	päässä
es001:011	-	(,)	PUNC	,␣
es001:011	(6a) 6b	kuningas	SG.GEN	kuninkaan␣
es001:011	5a 5b	eteen	PREP	eteen
es001:011	-	(,)	PUNC	,␣
es001:011	9a	että	SUBORD	että␣
es001:011	9b	(hän)	PERS.SG.NOM	hän␣
es001:011	sem%9b	saada	ACT.COND.3S	saisi␣
es001:011	9b	näyttää	INF1.LAT	näyttää␣
es001:011	(10a) 10b	kansa	PL.ALL	kansoille␣
es001:011	11a	ja	CNJ	ja␣
es001:011	(11b) 11c	ruhtinas	PL.ALL	ruhtinaille␣
es001:011	pers%13	hän	PERS.SG.GEN	hänen␣
es001:011	13	kauneus	NOM&SGGEN.-3	kauneutensa
es001:011	12	%case	NOM.GEN	
es001:011	-	(,)	PUNC	,␣
es001:011	14	sillä	SUBORD	sillä␣
es001:011	17	hän	PERS.SG.NOM	hän␣
es001:011	-	(olla)	COP.ACT.PAST.3S	oli␣
es001:011	16	näkö	SG.ABL.-3	näöltään␣
es001:011	15	ihana	ADJ.SG.NOM	ihana
es001:011	-	(.)	PUNC	.␣
es001:012	es001:012	es001:012	VERSE	Est␣1:12␣
es001:012	1a	mutta	CNJ	Mutta␣
es001:012	(2a) 2b	kuningatar	SG.NOM	kuningatar␣
es001:012	3	Vasti	PR.SG.NOM	Vasti␣
es001:012	1b	kieltäytyä	ACT.PAST.3S	kieltäytyi␣
es001:012	4b	tulla	INF3.ELA	tulemasta
es001:012	4a	%case	LOC	
es001:012	-	(,)	PUNC	,␣
es001:012	-	(vaikka)	SUBORD	vaikka␣
es001:012	(6a) 6b	kuningas	SG.NOM	kuningas␣
es001:012	(9a) 9b	hovi_herra	PL.GEN	hoviherrojen␣
es001:012	8b	kautta	PREP	kautta␣
es001:012	7 8a	%case	?	
es001:012	5b	(olla)	COP.ACT.PAST.3S	oli␣
es001:012	5b	käskeä	ACT.PCP2.PERF	käskenyt
es001:012	5a	%case	NOM	
es001:012	-	(.)	PUNC	.␣
es001:012	10a	silloin	ADV	Silloin␣
es001:012	(11a) 11b	kuningas	SG.NOM	kuningas␣
es001:012	10b	suuttua	ACT.PAST.3S	suuttui␣
es001:012	12	kovin	ADV.AD-A	kovin
es001:012	-	(,)	PUNC	,␣
es001:012	13a	ja	CNJ	ja␣
es001:012	15	hän	PERS.SG.INE	hänessä␣
es001:012	14	syttyä	ACT.PAST.3S	syttyi␣
es001:012	13b	viha	SG.NOM	viha
es001:012	-	(.)	PUNC	.␣
es001:013	es001:013	es001:013	VERSE	Est␣1:13␣
es001:013	1a	ja	CNJ	Ja␣
es001:013	(2a) 2b	kuningas	SG.NOM	kuningas␣
es001:013	1b	puhua	ACT.PAST.3S	puhui␣
es001:013	3b	viisas	ADJ.PL.ALL	viisaille
es001:013	3a	%case	LOC	
es001:013	-	(,)	PUNC	,␣
es001:013	4 (5a) 5b	ajan_tietäjä	PL.ALL	ajantietäjille␣
es001:013	-	(-)	PUNC	-␣
es001:013	6	sillä	SUBORD	sillä␣
es001:013	7	näin	ADV.AD-A	näin␣
es001:013	-	(olla)	COP.ACT.PAST.3S	oli␣
es001:013	-	(tapa)	SG.ESS	tapana␣
es001:013	-	(esittää)	INF1.LAT	esittää␣
es001:013	(9a) 9b	kuningas	SG.GEN	kuninkaan␣
es001:013	8	sana	SG.NOM	sana␣
es001:013	11	kaikki	INDEF.PL.ALL	kaikille␣
es001:013	10a 10b	%case	LOC	
es001:013	13	laki	SG.GEN	lain␣
es001:013	14a	ja	CNJ	ja␣
es001:013	14b	oikeus	DER.SG.GEN	oikeuden␣
es001:013	12	tuntija	DER.PL.ALL	tuntijoille
es001:013	-	(,)	PUNC	,␣
es001:014	es001:014	es001:014	VERSE	Est␣1:14␣
es001:014	1a	ja	CNJ	ja␣
es001:014	2	hän	PERS.SG.GEN	hänen␣
es001:014	(1b) 1c	lähin	ADJ.SUP.NOM&SGGEN.-3	lähimpänsä␣
es001:014	-	(olla)	COP.ACT.PAST.3P	olivat␣
es001:014	3	Karsena	PR.SG.NOM	Karsena
es001:014	-	(,)	PUNC	,␣
es001:014	4	Seetar	PR.SG.NOM	Seetar
es001:014	-	(,)	PUNC	,␣
es001:014	5	Admata	PR.SG.PTV	Admata
es001:014	-	(,)	PUNC	,␣
es001:014	6	Tarsis	PR.SG.NOM	Tarsis
es001:014	-	(,)	PUNC	,␣
es001:014	7	Meres	PR.SG.NOM	Meres
es001:014	-	(,)	PUNC	,␣
es001:014	8	Marsena	PR.SG.NOM	Marsena␣
es001:014	-	(ja)	CNJ	ja␣
es001:014	9	Memukan	PR.SG.NOM	Memukan
es001:014	-	(,)	PUNC	,␣
es001:014	10	7	NUM.SG.NOM	seitsemän␣
es001:014	12	Persia	PR.SG.GEN	Persian␣
es001:014	13a	ja	CNJ	ja␣
es001:014	13b	Meedia	PR.SG.GEN	Meedian␣
es001:014	11	ruhtinas	SG.PTV	ruhtinasta
es001:014	-	(,)	PUNC	,␣
es001:014	-	(joka)	REL.PL.NOM	jotka␣
es001:014	14	nähdä	ACT.PAST.3P	näkivät␣
es001:014	(16a) 16b	kuningas	SG.GEN	kuninkaan␣
es001:014	15	kasvot	PL.NOM	kasvot␣
es001:014	-	(ja)	CNJ	ja␣
es001:014	(17a) 17b	istua	ACT.PAST.3P	istuivat␣
es001:014	19b	valta_kunta	SG.GEN	valtakunnan␣
es001:014	19a	%case	GEN	
es001:014	18		ORD.PL.ESS	ensimmäisinä␣
es001:014	-	(-)	PUNC	-
es001:014	-	(:)	PUNC	:␣
es001:015	es001:015	es001:015	VERSE	Est␣1:15␣
es001:015	-	(")	PUNC.LEFT	"
es001:015	2	mikä	INT.REL.SG.PTV	Mitä␣
es001:015	3b	(olla)	COP.ACT.PRES.3S	on␣
es001:015	3a	%case	?	
es001:015	1b	laki	SG.GEN	lain␣
es001:015	1a	mukaan	POST	mukaan␣
es001:015	3b	tehdä	PSS.PCP1.NECE	tehtävä␣
es001:015	4b	kuningatar	SG.NOM	kuningatar␣
es001:015	4a	%case	NOM	
es001:015	5	Vasti	PR.SG.ALL	Vastille
es001:015	-	(,)	PUNC	,␣
es001:015	7	koska	SUBORD	koska␣
es001:015	6	%case	?	
es001:015	9	(hän)	PERS.SG.NOM	hän␣
es001:015	8	ei	NEGV.3S	ei␣
es001:015	9	(olla)	COP.ACT.PRES.NEG	ole␣
es001:015	9	noudattaa	ACT.PCP2.PERF	noudattanut␣
es001:015	11	käsky	SG.PTV	käskyä
es001:015	10	%case	PTV	
es001:015	-	(,)	PUNC	,␣
es001:015	-	(joka)	REL.SG.GEN	jonka␣
es001:015	(12a) 12b	kuningas	SG.NOM	kuningas␣
es001:015	13	Ahasveros	PR.SG.NOM	Ahasveros␣
es001:015	-	(olla)	COP.ACT.PRES.3S	on␣
es001:015	-	(antaa)	ACT.PCP2.PERF	antanut␣
es001:015	(15a) 15b	hovi_herra	PL.GEN	hoviherrojen␣
es001:015	14b	kautta	PREP	kautta
es001:015	14a	%case	?	
es001:015	-	(?)	PUNC	?
es001:015	-	(")	PUNC.RIGHT	"␣
es001:016	es001:016	es001:016	VERSE	Est␣1:16␣
es001:016	1a	niin	ADV.AD-A	Niin␣
es001:016	3	Memukan	PR.SG.NOM	Memukan␣
es001:016	1b	sanoa	ACT.PAST.3S	sanoi␣
es001:016	(5a) 5b	kuningas	SG.GEN	kuninkaan␣
es001:016	6a	ja	CNJ	ja␣
es001:016	(6b) 6c	ruhtinas	PL.GEN	ruhtinasten␣
es001:016	4a 4b	edessä	PREP	edessä
es001:016	-	(:)	PUNC	:␣
es001:016	-	(")	PUNC.LEFT	"
es001:016	(13a) 13b	kuningatar	SG.NOM	Kuningatar␣
es001:016	12	Vasti	PR.SG.NOM	Vasti␣
es001:016	7	ei	NEGV.3S	ei␣
es001:016	11	(olla)	COP.ACT.PRES.NEG	ole␣
es001:016	11	rikkoa	ACT.PCP2.PERF	rikkonut␣
es001:016	10a 10b	ainoastaan	ADV	ainoastaan␣
es001:016	(9a) 9b	kuningas	SG.PTV	kuningasta␣
es001:016	8	vastaan	POST	vastaan
es001:016	-	(,)	PUNC	,␣
es001:016	14	vaan	SUBORD	vaan␣
es001:016	-	(myös)	ADV	myös␣
es001:016	16	kaikki	INDEF.PL.PTV	kaikkia␣
es001:016	(17a) 17b	ruhtinas	PL.PTV	ruhtinaita␣
es001:016	15	vastaan	POST	vastaan␣
es001:016	18a	ja	CNJ	ja␣
es001:016	19	kaikki	INDEF.PL.PTV	kaikkia␣
es001:016	(20a) 20b	kansa	PL.PTV	kansoja␣
es001:016	18b	vastaan	POST	vastaan␣
es001:016	(24a) 24b	kuningas	SG.NOM	kuningas␣
es001:016	25	Ahasveros	PR.SG.GEN	Ahasveroksen␣
es001:016	22b	kaikki	INDEF.PL.INE	kaikissa␣
es001:016	21 22a	%case	LOC	
es001:016	23	maa_kunta	PL.INE	maakunnissa
es001:016	-	(.)	PUNC	.␣
es001:017	es001:017	es001:017	VERSE	Est␣1:17␣
es001:017	1	kun	SUBORD	Kun␣
es001:017	(4a) 4b	kuningatar	SG.GEN	kuningattaren␣
es001:017	3	teko	SG.NOM	teko␣
es001:017	2	tulla	ACT.PRES.3S	tulee␣
es001:017	6	kaikki	INDEF.PL.GEN	kaikkien␣
es001:017	(7a) 7b	vaimo	PL.GEN	vaimojen␣
es001:017	5	tieto	SG.ILL	tietoon
es001:017	-	(,)	PUNC	,␣
es001:017	tasp%8b	saattaa	ACT.PRES.3S	saattaa␣
es001:017	8b	(se)	DEM.SG.NOM	se␣
es001:017	10b	he	PERS.PL.ACC	heidät␣
es001:017	10a	%case	ACC	
es001:017	8b	halveksia	INF3.ILL	halveksimaan␣
es001:017	8a	%case	LOC	
es001:017	9	avio_mies	PL.PTV.-3	aviomiehiänsä
es001:017	-	(,)	PUNC	,␣
es001:017	pers%11b	he	PERS.PL.NOM	he␣
es001:017	11a	kun	SUBORD	kun␣
es001:017	11b	(voida)	ACT.PRES.3P	voivat␣
es001:017	11b	sanoa	INF1.LAT	sanoa
es001:017	-	(:)	PUNC	:␣
es001:017	-	(')	PUNC.LEFT	'
es001:017	(12a) 12b	kuningas	SG.NOM	Kuningas␣
es001:017	13	Ahasveros	PR.SG.NOM	Ahasveros␣
es001:017	14	käskeä	ACT.PAST.3S	käski␣
es001:017	15b	tuoda	INF1.LAT	tuoda␣
es001:017	15a	%case	LAT	
es001:017	(18a) 18b	kuningatar	SG.NOM	kuningatar␣
es001:017	17	Vasti	PR.SG.GEN	Vastin␣
es001:017	16	%case	GEN	
es001:017	19a 19b	eteen	PREP.-3	eteensä
es001:017	-	(,)	PUNC	,␣
es001:017	20a	mutta	CNJ	mutta␣
es001:017	21	(tämä)	DEM.SG.NOM	tämä␣
es001:017	20b	ei	NEGV.3S	ei␣
es001:017	21	tulla	ACT.PAST.SG	tullut
es001:017	-	(')	PUNC.RIGHT	'
es001:017	-	(.)	PUNC	.␣
es001:018	es001:018	es001:018	VERSE	Est␣1:18␣
es001:018	1a	jo	ADV	Jo␣
es001:018	(2a) 2b	tämä	DEM.SG.ESS	tänä␣
es001:018	(1b) 1c	päivä	SG.ESS	päivänä␣
es001:018	3	(voida)	ACT.PRES.3P	voivat␣
es001:018	5	Persia	PR.SG.GEN	Persian␣
es001:018	6a	ja	CNJ	ja␣
es001:018	6b	Meedia	PR.SG.GEN	Meedian␣
es001:018	4	ruhtinatar	PL.NOM	ruhtinattaret
es001:018	-	(,)	PUNC	,␣
es001:018	7	joka	REL.PL.NOM	jotka␣
es001:018	8	kuulla	ACT.PRES.3P	kuulevat␣
es001:018	(11a) 11b	kuningatar	SG.GEN	kuningattaren␣
es001:018	10	teko	SG.GEN	teon
es001:018	9	%case	GEN	
es001:018	-	(,)	PUNC	,␣
es001:018	3	puhua	INF1.LAT	puhua␣
es001:018	-	(se)	DEM.SG.ELA	siitä␣
es001:018	12b	kaikki	INDEF.PL.ALL	kaikille␣
es001:018	12a	%case	LOC	
es001:018	(14a) 14b	kuningas	SG.GEN	kuninkaan␣
es001:018	13	ruhtinas	PL.ALL	ruhtinaille
es001:018	-	(,)	PUNC	,␣
es001:018	15a	ja	CNJ	ja␣
es001:018	-	(se)	DEM.SG.ELA	siitä␣
es001:018	-	(tulla)	ACT.PRES.3S	tulee␣
es001:018	16	halveksiminen	DER.SG.PTV	halveksimista␣
es001:018	17a	ja	CNJ	ja␣
es001:018	17b	suuttumus	SG.PTV	suuttumusta␣
es001:018	15c	riittämään	DER.ADV	riittämään␣
es001:018	15b	asti	POST	asti
es001:018	-	(.)	PUNC	.␣
es001:019	es001:019	es001:019	VERSE	Est␣1:19␣
es001:019	1	jos	SUBORD	Jos␣
