ho001:001	ho001:001	ho001:001	VERSE	Hos␣1:1␣
ho001:002	21b	luopua	INF3.ADE	luopumalla␣
ho001:002	21a	%case	LOC	
ho001:002	22	Herra	SG.ELA	Herrasta
ho001:002	-	(")	PUNC.RIGHT	"
ho001:002	-	(.)	PUNC	.␣
ho001:003	ho001:003	ho001:003	VERSE	Hos␣1:3␣
ho001:003	1a	niin	ADV.AD-A	Niin␣
ho001:003	1b	(hän)	PERS.SG.NOM	hän␣
ho001:003	1b	mennä	ACT.PAST.3S	meni␣
ho001:003	2a	ja	CNJ	ja␣
ho001:003	2b	ottaa	ACT.PAST.3S	otti␣
ho001:003	4	Goomer	PR.SG.GEN	Goomerin
ho001:003	3	%case	GEN	
ho001:003	-	(,)	PUNC	,␣
ho001:003	6	Diblaim	PR.SG.GEN	Diblaimin␣
ho001:003	5	tytär	SG.GEN	tyttären
ho001:003	-	(.)	PUNC	.␣
ho001:003	7a	ja	CNJ	Ja␣
ho001:003	7b	(tämä)	DEM.SG.NOM	tämä␣
ho001:003	7b	tulla	ACT.PAST.3S	tuli␣
ho001:003	7b	raskas	ADJ.SG.TRA	raskaaksi␣
ho001:003	8a	ja	CNJ	ja␣
ho001:003	8b	synnyttää	DER.ACT.PAST.3S	synnytti␣
ho001:003	9	hän	PERS.SG.ALL	hänelle␣
ho001:003	10	poika	SG.GEN	pojan
ho001:003	-	(.)	PUNC	.␣
ho001:004	ho001:004	ho001:004	VERSE	Hos␣1:4␣
ho001:004	1a	ja	CNJ	Ja␣
ho001:004	2	Herra	SG.NOM	Herra␣
ho001:004	1b	sanoa	ACT.PAST.3S	sanoi␣
ho001:004	3	hän	PERS.SG.ALL	hänelle
ho001:004	-	(:)	PUNC	:␣
ho001:004	-	(")	PUNC.LEFT	"
ho001:004	4	panna	ACT.IMP.2S	Pane␣
ho001:004	pers%5	hän	PERS.SG.ALL	hänelle␣
ho001:004	5	nimi	SG.TRA	nimeksi␣
ho001:004	6	Jisreel	PR.SG.NOM	Jisreel
ho001:004	-	(,)	PUNC	,␣
ho001:004	7	sillä	SUBORD	sillä␣
ho001:004	9	vähän	ADV	vähän␣
ho001:004	9	aika	SG.PTV	aikaa␣
ho001:004	8	vielä	ADV	vielä
ho001:004	-	(,)	PUNC	,␣
ho001:004	10a	ja	CNJ	ja␣
ho001:004	10b	(minä)	PERS.SG.NOM	minä␣
ho001:004	10b	kostaa	ACT.PRES.1S	kostan␣
ho001:004	13	Jisreel	PR.SG.GEN	Jisreelin␣
ho001:004	12	veri_velka	PL.NOM	verivelat␣
ho001:004	11	%case	NOM	
ho001:004	16	Jeehu	PR.SG.GEN	Jeehun␣
ho001:004	15	suku	SG.ALL	suvulle␣
ho001:004	14	%case	LOC	
ho001:004	17a	ja	CNJ	ja␣
ho001:004	17b	tehdä	ACT.PRES.1S	teen␣
ho001:004	17b	loppu	SG.GEN	lopun␣
ho001:004	20	Israel	PR.SG.GEN	Israelin␣
ho001:004	19	heimo	SG.GEN	heimon␣
ho001:004	18	kuningas_kunta	SG.ELA	kuningaskunnasta
ho001:004	-	(.)	PUNC	.␣
ho001:005	ho001:005	ho001:005	VERSE	Hos␣1:5␣
ho001:005	1a	ja	CNJ	Ja␣
ho001:005	(1b)	-	UNTRANSLATED	
ho001:005	(3a) 3b	se	DEM.SG.ESS	sinä␣
ho001:005	2b	päivä	SG.ESS	päivänä␣
ho001:005	2a	%case	ESS	
ho001:005	(4a)	-	UNTRANSLATED	
ho001:005	4b	(minä)	PERS.SG.NOM	minä␣
ho001:005	4b	särkeä	ACT.PRES.1S	särjen␣
ho001:005	7	Israel	PR.SG.GEN	Israelin␣
ho001:005	6	jousi	SG.GEN	jousen␣
ho001:005	5	%case	GEN	
ho001:005	9	Jisreel	PR.SG.GEN	Jisreelin␣
ho001:005	8b	laakso	SG.INE	laaksossa
ho001:005	8a	%case	LOC	
ho001:005	-	(.)	PUNC	.
ho001:005	-	(")	PUNC.RIGHT	"␣
ho001:006	ho001:006	ho001:006	VERSE	Hos␣1:6␣
ho001:006	1a	ja	CNJ	Ja␣
ho001:006	pers%1b	vaimo	SG.NOM	vaimo␣
ho001:006	1b	tulla	ACT.PAST.3S	tuli␣
ho001:006	2	jälleen	ADV	jälleen␣
ho001:006	1b	raskas	ADJ.SG.TRA	raskaaksi␣
ho001:006	3a	ja	CNJ	ja␣
ho001:006	3b	synnyttää	DER.ACT.PAST.3S	synnytti␣
ho001:006	4	tytär	SG.GEN	tyttären
ho001:006	-	(,)	PUNC	,␣
ho001:006	5a	ja	CNJ	ja␣
ho001:006	pers%5b	Herra	SG.NOM	Herra␣
ho001:006	5b	sanoa	ACT.PAST.3S	sanoi␣
ho001:006	pro%6	Hoosea	PR.SG.ALL	Hoosealle
ho001:006	-	(:)	PUNC	:␣
ho001:006	-	(")	PUNC.LEFT	"
ho001:006	7	panna	ACT.IMP.2S	Pane␣
ho001:006	pers%8	hän	PERS.SG.ALL	hänelle␣
ho001:006	8	nimi	SG.TRA	nimeksi␣
ho001:006	9	Loo-Ruhama	PR.SG.NOM	Loo-Ruhama
ho001:006	-	(,)	PUNC	,␣
ho001:006	10	sillä	SUBORD	sillä␣
ho001:006	11	ei	NEGV.1S	en␣
ho001:006	14	(minä)	PERS.SG.NOM	minä␣
ho001:006	12	enää	ADV	enää␣
ho001:006	13	tästedes	ADV	tästedes␣
ho001:006	14	armahtaa	ACT.PRES.NEG	armahda␣
ho001:006	17	Israel	PR.SG.GEN	Israelin␣
ho001:006	16	heimo	SG.PTV	heimoa
ho001:006	15	%case	PTV	
ho001:006	-	(,)	PUNC	,␣
ho001:006	18	niin	ADV.AD-A	niin␣
ho001:006	18	että	SUBORD	että␣
ho001:006	19	antaa	ACT.COND.1S	antaisin␣
ho001:006	21	he	PERS.PL.ALL	heille␣
ho001:006	20	anteeksi	DER.ADV	anteeksi
ho001:006	-	(.)	PUNC	.␣
ho001:007	ho001:007	ho001:007	VERSE	Hos␣1:7␣
ho001:007	1a	mutta	CNJ	Mutta␣
ho001:007	3	Juuda	PR.SG.GEN	Juudan␣
ho001:007	2	heimo	SG.PTV	heimoa␣
ho001:007	1b	%case	PTV	
ho001:007	4	(minä)	PERS.SG.NOM	minä␣
ho001:007	4	armahtaa	ACT.PRES.1S	armahdan
ho001:007	(5a)	-	UNTRANSLATED	
ho001:007	-	(:)	PUNC	:␣
ho001:007	5b	(minä)	PERS.SG.NOM	minä␣
ho001:007	5b	pelastaa	ACT.PRES.1S	pelastan␣
ho001:007	pers%5b	he	PERS.PL.ACC	heidät␣
ho001:007	6b	Herra	SG.GEN	Herran
ho001:007	-	(,)	PUNC	,␣
ho001:007	pers%7	he	PERS.PL.GEN	heidän␣
ho001:007	7	Jumala	NOM&SGGEN.-3	Jumalansa
ho001:007	-	(,)	PUNC	,␣
ho001:007	6a	apu	SG.ADE	avulla
ho001:007	-	(,)	PUNC	,␣
ho001:007	8a	mutta	CNJ	mutta␣
ho001:007	8b	ei	NEGV.1S	en␣
ho001:007	9	pelastaa	ACT.PRES.NEG	pelasta␣
ho001:007	pers%9	he	PERS.PL.PTV	heitä␣
ho001:007	10b	jousi	SG.ADE	jousella
ho001:007	10a	%case	LOC	
ho001:007	(11a)	-	UNTRANSLATED	
ho001:007	-	(,)	PUNC	,␣
ho001:007	11c	miekka	SG.ADE	miekalla␣
ho001:007	11b	%case	LOC	
ho001:007	12a	ei	NEGV.1S.-CLITIC	enkä␣
ho001:007	12c	sota	SG.ADE	sodalla
ho001:007	12b	%case	LOC	
ho001:007	-	(,)	PUNC	,␣
ho001:007	-	(ei)	NEGV.1S	en␣
ho001:007	13b	hevonen	PL.ADE	hevosilla␣
ho001:007	13a	%case	LOC	
ho001:007	14a	ei	NEGV.1S.-CLITIC	enkä␣
ho001:007	14c	ratsu_mies	PL.ADE	ratsumiehillä
ho001:007	14b	%case	LOC	
ho001:007	-	(.)	PUNC	.
ho001:007	-	(")	PUNC.RIGHT	"␣
ho001:008	ho001:008	ho001:008	VERSE	Hos␣1:8␣
ho001:008	1a	kun	SUBORD	Kun␣
ho001:008	pers%1b	vaimo	SG.NOM	vaimo␣
ho001:008	1b	(olla)	COP.ACT.PAST.3S	oli␣
ho001:008	1b	vieroittaa	ACT.PCP2.PERF	vieroittanut␣
ho001:008	3	Loo-Ruhama	PR.SG.GEN	Loo-Ruhaman
ho001:008	2	%case	GEN	
ho001:008	(4a)	-	UNTRANSLATED	
ho001:008	-	(,)	PUNC	,␣
ho001:008	4b	tulla	ACT.PAST.3S	tuli␣
ho001:008	4b	(hän)	PERS.SG.NOM	hän␣
ho001:008	4b	raskas	ADJ.SG.TRA	raskaaksi␣
ho001:008	5a	ja	CNJ	ja␣
ho001:008	5b	synnyttää	DER.ACT.PAST.3S	synnytti␣
ho001:008	6	poika	SG.GEN	pojan
ho001:008	-	(.)	PUNC	.␣
ho001:009	ho001:009	ho001:009	VERSE	Hos␣1:9␣
ho001:009	1a	ja	CNJ	Ja␣
ho001:009	pers%1b	Herra	SG.NOM	Herra␣
ho001:009	1b	sanoa	ACT.PAST.3S	sanoi
ho001:009	-	(:)	PUNC	:␣
ho001:009	-	(")	PUNC.LEFT	"
ho001:009	2	panna	ACT.IMP.2S	Pane␣
ho001:009	pers%3	hän	PERS.SG.ALL	hänelle␣
ho001:009	3	nimi	SG.TRA	nimeksi␣
ho001:009	4	Loo-Ammi	PR.SG.NOM	Loo-Ammi
ho001:009	-	(,)	PUNC	,␣
ho001:009	5	sillä	SUBORD	sillä␣
ho001:009	6	te	PERS.PL.NOM	te␣
ho001:009	7	ei	NEGV.2P	ette␣
ho001:009	-	(olla)	COP.ACT.PRES.NEG	ole␣
ho001:009	pers%8	minä	PERS.SG.GEN	minun␣
ho001:009	8	kansa	NOM&SGGEN.-1	kansani
ho001:009	-	(,)	PUNC	,␣
ho001:009	10 9a	ei	NEGV.1S.-CLITIC	enkä␣
ho001:009	9b	minä	PERS.SG.NOM	minä␣
ho001:009	11	(tahtoa)	ACT.PRES.NEG	tahdo␣
ho001:009	11	olla	COP.INF1.LAT	olla␣
ho001:009	pers%12	te	PERS.PL.GEN	teidän␣
ho001:009	12	oma	ADJ.NOM&SGGEN.-2	omanne
ho001:009	-	(.)	PUNC	.␣
ho001:010	ho002:001	ho001:010	VERSE.SHIFT	Hos␣1:10␣
ho001:010	1a	mutta	CNJ	Mutta␣
ho001:010	3 4	israelilainen	DER.ADJ.PL.GEN	israelilaisten␣
ho001:010	2	luku	SG.NOM	luku␣
ho001:010	1b	(olla)	COP.ACT.PRES.3S	on␣
ho001:010	1b	olla	COP.ACT.PCP1.FUTR	oleva␣
ho001:010	5a	niin_kuin	SUBORD	niinkuin␣
ho001:010	(6a) 6b	meri	SG.GEN	meren␣
ho001:010	5b	hiekka	SG.NOM	hiekka
ho001:010	-	(,)	PUNC	,␣
ho001:010	7	joka	REL.SG.PTV	jota␣
ho001:010	8	ei	NEGV.3S	ei␣
ho001:010	9	(voida)	ACT.PRES.NEG	voi␣
ho001:010	9	mitata	INF1.LAT	mitata␣
ho001:010	10a 10b	ei	NEGV.3S.-CLITIC	eikä␣
ho001:010	11	lukea	INF1.LAT	lukea
ho001:010	-	(.)	PUNC	.␣
ho001:010	12a	ja	CNJ	Ja␣
ho001:010	(12b)	-	UNTRANSLATED	
ho001:010	13b	(se)	DEM.SG.INE	siinä␣
ho001:010	13b	paikka	SG.INE	paikassa
ho001:010	13a	%case	LOC	
ho001:010	-	(,)	PUNC	,␣
ho001:010	14	joka	REL.SG.INE	jossa␣
ho001:010	16	he	PERS.PL.ALL	heille␣
ho001:010	15	(olla)	COP.ACT.PRES.3S	on␣
ho001:010	15	sanoa	PSS.PCP2.PERF	sanottu
ho001:010	-	(:)	PUNC	:␣
ho001:010	-	(')	PUNC.LEFT	'
ho001:010	19	te	PERS.PL.NOM	Te␣
ho001:010	17	ei	NEGV.2P	ette␣
ho001:010	-	(olla)	COP.ACT.PRES.NEG	ole␣
ho001:010	pers%18	minä	PERS.SG.GEN	minun␣
ho001:010	18	kansa	NOM&SGGEN.-1	kansani
ho001:010	-	(')	PUNC.RIGHT	'
ho001:010	-	(,)	PUNC	,␣
ho001:010	21	he	PERS.PL.ALL	heille␣
ho001:010	20	sanoa	PSS.PRES	sanotaan
ho001:010	-	(:)	PUNC	:␣
ho001:010	-	(')	PUNC.LEFT	'
ho001:010	24	elävä	ADJ.SG.GEN	Elävän␣
ho001:010	23	Jumala	SG.GEN	Jumalan␣
ho001:010	22	lapsi	PL.NOM	lapset
ho001:010	-	(!)	PUNC	!
ho001:010	-	(')	PUNC.RIGHT	'␣
ho001:011	ho002:002	ho001:011	VERSE.SHIFT	Hos␣1:11␣
ho001:011	1a	ja	CNJ	Ja␣
ho001:011	3	Juuda	PR.SG.GEN	Juudan␣
ho001:011	2	mies	PL.NOM	miehet␣
ho001:011	4a	ja	CNJ	ja␣
ho001:011	5	Israel	PR.SG.GEN	Israelin␣
ho001:011	4b	mies	PL.NOM	miehet␣
ho001:011	1b	kokoontua	ACT.PRES.3P	kokoontuvat␣
ho001:011	6	yhteen	ADV	yhteen␣
ho001:011	7a	ja	CNJ	ja␣
ho001:011	7b	asettaa	ACT.PRES.3P	asettavat␣
ho001:011	8	itse	REFL.SG.ALL.-3	itsellensä␣
ho001:011	10	yhteinen	ADJ.SG.GEN	yhteisen␣
ho001:011	9	pää	SG.GEN	pään
ho001:011	-	(;)	PUNC	;␣
ho001:011	11a	ja	CNJ	ja␣
ho001:011	11b	(he)	PERS.PL.NOM	he␣
ho001:011	11b	lähteä	ACT.PRES.3P	lähtevät␣
ho001:011	11b	sota	SG.ILL	sotaan␣
ho001:011	13a	se	DEM.SG.ELA	siitä␣
ho001:011	13b	maa	SG.ELA	maasta
ho001:011	12	%case	LOC	
ho001:011	-	(,)	PUNC	,␣
ho001:011	14	sillä	SUBORD	sillä␣
ho001:011	15	suuri	ADJ.SG.NOM	suuri␣
ho001:011	-	(olla)	COP.ACT.PRES.3S	on␣
ho001:011	17	Jisreel	PR.SG.GEN	Jisreelin␣
ho001:011	16	päivä	SG.NOM	päivä
ho001:011	-	(.)	PUNC	.␣
ho002:001	ho002:003	ho002:001	VERSE.SHIFT	Hos␣2:1␣
ho002:001	1	sanoa	ACT.IMP.2P	Sanokaa␣
ho002:001	2b	veli	PL.PTV.-2	veljiänne␣
ho002:001	2a	%case	PTV	
ho002:001	3	Ammi	PR.SG.TRA	Ammiksi␣
ho002:001	4a	ja	CNJ	ja␣
ho002:001	4c	sisar	PL.PTV.-2	sisarianne␣
ho002:001	4b	%case	PTV	
ho002:001	5	Ruhama	PR.SG.TRA	Ruhamaksi
ho002:001	-	(.)	PUNC	.
ho002:001	-	(")	PUNC.RIGHT	"␣
ho002:002	ho002:004	ho002:002	VERSE.SHIFT	Hos␣2:2␣
ho002:002	-	(")	PUNC.LEFT	"
ho002:002	1	riidellä	ACT.IMP.2P	Riidelkää␣
ho002:002	2b	äiti	NOM&SGGEN.-2	äitinne␣
ho002:002	2a	kanssa	POST	kanssa
ho002:002	-	(,)	PUNC	,␣
ho002:002	3	riidellä	ACT.IMP.2P	riidelkää
ho002:002	-	(,)	PUNC	,␣
ho002:002	4	sillä	SUBORD	sillä␣
ho002:002	6	ei	NEGV.3S	ei␣
ho002:002	5	hän	PERS.SG.NOM	hän␣
ho002:002	-	(olla)	COP.ACT.PRES.NEG	ole␣
ho002:002	pers%7	minä	PERS.SG.GEN	minun␣
ho002:002	7	vaimo	NOM&SGGEN.-1	vaimoni
ho002:002	-	(,)	PUNC	,␣
ho002:002	8a 9	ei	NEGV.1S.-CLITIC	enkä␣
ho002:002	8b	minä	PERS.SG.NOM	minä␣
ho002:002	-	(olla)	COP.ACT.PRES.NEG	ole␣
ho002:002	pers%10	hän	PERS.SG.GEN	hänen␣
ho002:002	10	mies	NOM&SGGEN.-3	miehensä
ho002:002	(11a)	-	UNTRANSLATED	
ho002:002	-	(.)	PUNC	.␣
ho002:002	11b	poistaa	ACT.IMP.3S	Poistakoon␣
ho002:002	11b	(hän)	PERS.SG.NOM	hän␣
ho002:002	12	haureus	NOM&SGGEN.-3	haureutensa␣
ho002:002	13b	kasvot	PL.ELA.-3	kasvoistansa␣
ho002:002	13a	%case	LOC	
ho002:002	14a	ja	CNJ	ja␣
ho002:002	14b	avio_rikos	NOM&SGGEN.-3	aviorikoksensa␣
ho002:002	16	rinta	PL.GEN.-3	rintainsa␣
ho002:002	15b	väli	SG.ELA	välistä
ho002:002	15a	%case	LOC	
ho002:002	-	(,)	PUNC	,␣
ho002:003	ho002:005	ho002:003	VERSE.SHIFT	Hos␣2:3␣
ho002:003	1	ettei	NEGV.1S	etten␣
ho002:003	2	(minä)	PERS.SG.NOM	minä␣
ho002:003	2	riisua	ACT.COND.NEG	riisuisi␣
ho002:003	pers%2	hän	PERS.SG.PTV	häntä␣
ho002:003	3	alasti	ADV	alasti␣
ho002:003	4a	ja	CNJ	ja␣
ho002:003	4b	asettaa	ACT.COND.NEG	asettaisi␣
ho002:003	pers%4b	hän	PERS.SG.PTV	häntä
ho002:003	-	(,)	PUNC	,␣
ho002:003	5a	niin_kuin	SUBORD	niinkuin␣
ho002:003	pers%6	hän	PERS.SG.NOM	hän␣
ho002:003	-	(olla)	COP.ACT.PAST.3S	oli␣
ho002:003	6	syntymä	DER.NOM&SGGEN.-3	syntymänsä␣
ho002:003	5b	päivä	SG.ESS	päivänä
ho002:003	-	(,)	PUNC	,␣
ho002:003	7a	ettei	NEGV.1S	etten␣
ho002:003	7b	tehdä	ACT.COND.NEG	tekisi␣
ho002:003	pers%7b	hän	PERS.SG.PTV	häntä␣
ho002:003	8b	erä_maa	SG.GEN	erämaan␣
ho002:003	8a	kaltainen	ADJ.SG.TRA	kaltaiseksi
ho002:003	(9a)	-	UNTRANSLATED	
ho002:003	-	(,)	PUNC	,␣
ho002:003	9b	saattaa	ACT.COND.3S	saattaisi␣
ho002:003	pers%9b	hän	PERS.SG.PTV	häntä␣
ho002:003	11	kuiva	ADJ.SG.GEN	kuivan␣
ho002:003	10b	maa	SG.GEN	maan␣
ho002:003	10a	kaltainen	ADJ.SG.TRA	kaltaiseksi␣
ho002:003	12a	ja	CNJ	ja␣
ho002:003	12b	kuolettaa	DER.ACT.COND.3S	kuolettaisi␣
ho002:003	pers%12b	hän	PERS.SG.PTV	häntä␣
ho002:003	13b	jano	SG.ILL	janoon
ho002:003	13a	%case	LOC	
ho002:003	-	(.)	PUNC	.␣
ho002:004	ho002:006	ho002:004	VERSE.SHIFT	Hos␣2:4␣
ho002:004	1a	ja	CNJ	Ja␣
ho002:004	pers%2	hän	PERS.SG.GEN	hänen␣
ho002:004	2	lapsi	PL.PTV.-3	lapsiansa␣
ho002:004	1b	%case	PTV	
ho002:004	4	(minä)	PERS.SG.NOM	minä␣
ho002:004	3	ei	NEGV.1S	en␣
ho002:004	4	armahtaa	ACT.PRES.NEG	armahda
ho002:004	-	(,)	PUNC	,␣
ho002:004	5	sillä	SUBORD	sillä␣
ho002:004	8	he	PERS.PL.NOM	he␣
ho002:004	-	(olla)	COP.ACT.PRES.3P	ovat␣
ho002:004	7	haureus	SG.ELA	haureudesta␣
ho002:004	6	syntyä:syntynyt	ACT.PCP2.PL.PTV	syntyneitä␣
ho002:004	6	lapsi	PL.PTV	lapsia
ho002:004	-	(.)	PUNC	.␣
ho002:005	ho002:007	ho002:005	VERSE.SHIFT	Hos␣2:5␣
ho002:005	1	sillä	SUBORD	Sillä␣
ho002:005	pers%3	he	PERS.PL.GEN	heidän␣
ho002:005	3	äiti	NOM&SGGEN.-3	äitinsä␣
ho002:005	2	(olla)	COP.ACT.PRES.3S	on␣
ho002:005	2	harjoittaa	ACT.PCP2.PERF	harjoittanut␣
ho002:005	2	haureus	SG.PTV	haureutta
ho002:005	-	(,)	PUNC	,␣
ho002:005	pers%5	he	PERS.PL.GEN	heidän␣
ho002:005	5	kantaja	DER.NOM&SGGEN.-3	kantajansa␣
ho002:005	4	(olla)	COP.ACT.PRES.3S	on␣
ho002:005	4	häpeällinen	DER.ADJ.MAN	häpeällisesti␣
ho002:005	4	elää	ACT.PCP2.PERF	elänyt
ho002:005	(6)	-	UNTRANSLATED	
ho002:005	-	(,)	PUNC	,␣
ho002:005	7	(hän)	PERS.SG.NOM	hän␣
ho002:005	7	(olla)	COP.ACT.PRES.3S	on␣
ho002:005	7	sanoa	ACT.PCP2.PERF	sanonut
ho002:005	-	(:)	PUNC	:␣
ho002:005	-	(')	PUNC.LEFT	'
ho002:005	8	(minä)	PERS.SG.NOM	Minä␣
ho002:005	8	kulkea	ACT.PRES.1S	kuljen␣
ho002:005	10	rakastaja	DER.PL.GEN.-1	rakastajaini␣
ho002:005	9	perässä	POST	perässä
ho002:005	-	(,)	PUNC	,␣
ho002:005	-	(joka)	REL.PL.NOM	jotka␣
ho002:005	11	antaa	ACT.PRES.3P	antavat␣
ho002:005	pers%12	minä	PERS.SG.ALL	minulle␣
ho002:005	12	leipä	NOM&SGGEN.-1	leipäni␣
ho002:005	13a	ja	CNJ	ja␣
ho002:005	13b	vesi	NOM&SGGEN.-1	veteni
ho002:005	-	(,)	PUNC	,␣
ho002:005	14	villa	NOM&SGGEN.-1	villani␣
ho002:005	15a	ja	CNJ	ja␣
ho002:005	15b	pellava	NOM&SGGEN.-1	pellavani
ho002:005	-	(,)	PUNC	,␣
ho002:005	16	öljy	NOM&SGGEN.-1	öljyni␣
ho002:005	17a	ja	CNJ	ja␣
ho002:005	17b	juoma	DER.NOM&SGGEN.-1	juomani
ho002:005	-	(')	PUNC.RIGHT	'
ho002:005	-	(.)	PUNC	.␣
ho002:006	ho002:008	ho002:006	VERSE.SHIFT	Hos␣2:6␣
ho002:006	1a 1b	sen_tähden	ADV	Sentähden
ho002:006	-	(,)	PUNC	,␣
ho002:006	2	katso	INTJ	katso
ho002:006	-	(,)	PUNC	,␣
ho002:006	pers%2	minä	PERS.SG.NOM	minä␣
ho002:006	3	aidata	ACT.PRES.1S	aitaan␣
ho002:006	pers%5	sinä	PERS.SG.GEN	sinun␣
ho002:006	5	tie	NOM&SGGEN.-2	tiesi␣
ho002:006	4	%case	NOM.GEN	
ho002:006	6b	orjan_tappura	PL.ADE	orjantappuroilla
ho002:006	6a	%case	LOC	
ho002:006	(7a)	-	UNTRANSLATED	
ho002:006	-	(,)	PUNC	,␣
ho002:006	7b	(minä)	PERS.SG.NOM	minä␣
ho002:006	7b	muurata	ACT.PRES.1S	muuraan␣
ho002:006	9	muuri	SG.GEN	muurin␣
ho002:006	8	%case	GEN	
ho002:006	-	(hän)	PERS.SG.GEN	hänen␣
ho002:006	-	(eteen)	PREP.-3	eteensä
ho002:006	-	(,)	PUNC	,␣
ho002:006	10a	niin	ADV.AD-A	niin␣
ho002:006	11	ettei	NEGV.3S	ettei␣
ho002:006	12	(hän)	PERS.SG.NOM	hän␣
ho002:006	12	löytää	ACT.PRES.NEG	löydä␣
ho002:006	10b	polku	PL.PTV.-3	polkujansa
ho002:006	-	(.)	PUNC	.␣
ho002:007	ho002:009	ho002:007	VERSE.SHIFT	Hos␣2:7␣
ho002:007	1a	ja	CNJ	Ja␣
ho002:007	1b	(hän)	PERS.SG.NOM	hän␣
ho002:007	1b	ajaa	ACT.PRES.3S	ajaa␣
ho002:007	1b	takaa	PREP	takaa␣
ho002:007	3	rakastaja	DER.PL.PTV.-3	rakastajiansa
ho002:007	2	%case	PTV	
ho002:007	-	(,)	PUNC	,␣
ho002:007	4a	mutta	CNJ	mutta␣
ho002:007	4b	ei	NEGV.3S	ei␣
ho002:007	6	he	PERS.PL.PTV	heitä␣
ho002:007	5	saavuttaa	DER.ACT.PRES.NEG	saavuta
ho002:007	(7a)	-	UNTRANSLATED	
ho002:007	-	(;)	PUNC	;␣
ho002:007	7b	etsiä	ACT.PRES.3S	etsii␣
ho002:007	pers%7b	he	PERS.PL.PTV	heitä
ho002:007	-	(,)	PUNC	,␣
ho002:007	8a	mutta	CNJ	mutta␣
ho002:007	8b	ei	NEGV.3S	ei␣
ho002:007	9	löytää	ACT.PRES.NEG	löydä
ho002:007	-	(.)	PUNC	.␣
ho002:007	10a	ja	CNJ	Ja␣
ho002:007	10b	(hän)	PERS.SG.NOM	hän␣
ho002:007	10b	(olla)	COP.ACT.PRES.3S	on␣
