pr001:001	pr001:001	pr001:001	VERSE	Snl␣1:1␣
pr001:011	pr001:011	pr001:011	VERSE	Snl␣1:11␣
pr001:011	1	jos	SUBORD	Jos␣
pr001:011	2	(he)	PERS.PL.NOM	he␣
pr001:011	2	sanoa	ACT.PRES.3P	sanovat
pr001:011	-	(:)	PUNC	:␣
pr001:011	-	(")	PUNC.LEFT	"
pr001:011	3	lähteä	ACT.IMP.2S	Lähde␣
pr001:011	4	mukaan	POST.-1	mukaamme
pr001:011	-	(!)	PUNC	!␣
pr001:011	5	väijyä	ACT.IMP.1P	Väijykäämme␣
pr001:011	6b	veri	SG.PTV	verta
pr001:011	6a	%case	PTV	
pr001:011	-	(,)	PUNC	,␣
pr001:011	7	vaania	ACT.IMP.1P	vaanikaamme␣
pr001:011	8b	viaton	DER.ADJ.SG.PTV	viatonta␣
pr001:011	8a	%case	PTV	
pr001:011	9	syytön	DER.ADJ.MAN	syyttömästi
pr001:011	-	(;)	PUNC	;␣
pr001:012	pr001:012	pr001:012	VERSE	Snl␣1:12␣
pr001:012	1	nielaista	ACT.IMP.1P	nielaiskaamme␣
pr001:012	2a	niin_kuin	SUBORD	niinkuin␣
pr001:012	2b	tuonela	SG.NOM	tuonela␣
pr001:012	pers%1	he	PERS.PL.ACC	heidät␣
pr001:012	3	elävältä	DER.ADV	elävältä
pr001:012	(4a)	-	UNTRANSLATED	
pr001:012	-	(,)	PUNC	,␣
pr001:012	4b	ehyt	ADJ.SG.ABL.-3	ehyeltään
pr001:012	-	(,)	PUNC	,␣
pr001:012	5a	niin_kuin	SUBORD	niinkuin␣
pr001:012	6	hauta	SG.ILL	hautaan␣
pr001:012	5b	vaipuvainen	DER.ADJ.PL.NOM	vaipuvaiset
pr001:012	-	(;)	PUNC	;␣
pr001:013	pr001:013	pr001:013	VERSE	Snl␣1:13␣
pr001:013	4	(me)	PERS.PL.NOM	me␣
pr001:013	4	saada	ACT.PRES.1P	saamme␣
pr001:013	1	kaikenlainen	ADJ.SG.PTV	kaikenlaista␣
pr001:013	3	kallis	ADJ.SG.PTV	kallista␣
pr001:013	2	tavara	SG.PTV	tavaraa
pr001:013	-	(,)	PUNC	,␣
pr001:013	5	täyttää	ACT.PRES.1P	täytämme␣
pr001:013	6	talo	NOM&SGGEN.-1	talomme␣
pr001:013	7	saalis	SG.ADE	saaliilla
pr001:013	-	(;)	PUNC	;␣
pr001:014	pr001:014	pr001:014	VERSE	Snl␣1:14␣
pr001:014	2	heittää	ACT.IMP.2S	heitä␣
pr001:014	1	arpa	NOM&SGGEN.-2	arpasi␣
pr001:014	pers%3b	me	PERS.PL.GEN	meidän␣
pr001:014	3b	kanssa	POST.-1	kanssamme
pr001:014	3a	%case	?	
pr001:014	-	(,)	PUNC	,␣
pr001:014	5	yhteinen	ADJ.SG.NOM	yhteinen␣
pr001:014	4	kukkaro	SG.NOM	kukkaro␣
pr001:014	6	olla	COP.ACT.IMP.3S	olkoon␣
pr001:014	pers%7b	me	PERS.PL.ADE	meillä␣
pr001:014	7b	kaikki	INDEF.PL.ADE	kaikilla
pr001:014	7a	%case	LOC	
pr001:014	-	(")	PUNC.RIGHT	"␣
pr001:014	-	(-)	PUNC	-␣
pr001:015	pr001:015	pr001:015	VERSE	Snl␣1:15␣
pr001:015	2	älä	NEGV.ACT.IMP.2S	älä␣
pr001:015	3	lähteä	ACT.PRES.NEG	lähde
pr001:015	-	(,)	PUNC	,␣
pr001:015	1	poika	NOM&SGGEN.-1	poikani
pr001:015	-	(,)	PUNC	,␣
pr001:015	-	(sama)	INDEF.SG.ALL	samalle␣
pr001:015	4b	tie	SG.ALL	tielle␣
pr001:015	4a	%case	LOC	
pr001:015	5	kuin	SUBORD	kuin␣
pr001:015	pers%5	he	PERS.PL.NOM	he
pr001:015	-	(,)	PUNC	,␣
pr001:015	6	pidättää	DER.ACT.IMP.2S	pidätä␣
pr001:015	7	jalka	NOM&SGGEN.-2	jalkasi␣
pr001:015	pers%8b	he	PERS.PL.GEN	heidän␣
pr001:015	8b	polku	PL.ABL.-3	poluiltansa
pr001:015	8a	%case	LOC	
pr001:015	-	(.)	PUNC	.␣
pr001:016	pr001:016	pr001:016	VERSE	Snl␣1:16␣
pr001:016	1	sillä	SUBORD	Sillä␣
pr001:016	pers%2	he	PERS.PL.GEN	heidän␣
pr001:016	2	jalka	NOM&SGGEN.-3	jalkansa␣
pr001:016	4	juosta	ACT.PRES.3P	juoksevat␣
pr001:016	3b	pahuus	DER.SG.ILL	pahuuteen
pr001:016	3a	%case	LOC	
pr001:016	(5a)	-	UNTRANSLATED	
pr001:016	-	(,)	PUNC	,␣
pr001:016	5b	kiiruhtaa	ACT.PRES.3P	kiiruhtavat␣
pr001:016	6b	vuodattaa	DER.INF3.ILL	vuodattamaan␣
pr001:016	6a	%case	LOC	
pr001:016	7	veri	SG.PTV	verta
pr001:016	-	(.)	PUNC	.␣
pr001:017	pr001:017	pr001:017	VERSE	Snl␣1:17␣
pr001:017	1	sillä	SUBORD	Sillä␣
pr001:017	(4a) 4b	verkko	SG.NOM	verkko␣
pr001:017	3	(olla)	COP.ACT.PRES.3S	on␣
pr001:017	3	virittää	DER.PSS.PCP2.PERF	viritetty␣
pr001:017	6	kaikki	INDEF.PL.ALL	kaikille␣
pr001:017	7 8	siivekäs	ADJ.PL.ALL	siivekkäille
pr001:017	-	(,)	PUNC	,␣
pr001:017	-	(niin)	ADV.AD-A	niin␣
pr001:017	-	(että)	SUBORD	että␣
pr001:017	-	(ne)	DEM.PL.NOM	ne␣
pr001:017	-	(se)	DEM.SG.GEN	sen␣
pr001:017	5b	nähdä	ACT.PRES.3P	näkevät
pr001:017	5a	%case	?	
pr001:017	-	(.)	PUNC	.␣
pr001:017	-	(-)	PUNC	-␣
pr001:017	-	(mutta)	CNJ	Mutta␣
pr001:017	2	turhaan	DER.ADV.POS	turhaan
pr001:017	-	(:)	PUNC	:␣
pr001:018	pr001:018	pr001:018	VERSE	Snl␣1:18␣
pr001:018	(1a)	-	UNTRANSLATED	
pr001:018	pers%2b	oma	ADJ.SG.PTV	omaa␣
pr001:018	2b	veri	SG.PTV.-3	vertansa␣
pr001:018	2a	%case	PTV	
pr001:018	1b	he	PERS.PL.NOM	he␣
pr001:018	3	väijyä	ACT.PRES.3P	väijyvät
pr001:018	-	(,)	PUNC	,␣
pr001:018	4	vaania	ACT.PRES.3P	vaanivat␣
pr001:018	pers%5b	oma	ADJ.SG.PTV	omaa␣
pr001:018	5b	henki	SG.PTV.-3	henkeänsä
pr001:018	5a	%case	PTV	
pr001:018	-	(.)	PUNC	.␣
pr001:019	pr001:019	pr001:019	VERSE	Snl␣1:19␣
pr001:019	1	näin	ADV.AD-A	Näin␣
pr001:019	2	käydä	ACT.PRES.3S	käy␣
pr001:019	3	jokainen	INDEF.SG.ALL	jokaiselle␣
pr001:019	5	väärä	ADJ.SG.GEN	väärän␣
pr001:019	5	voitto	SG.GEN	voiton␣
pr001:019	4	pyytäjä	DER.SG.ALL	pyytäjälle
pr001:019	-	(:)	PUNC	:␣
pr001:019	9	(se)	DEM.SG.NOM	se␣
pr001:019	9	ottaa	ACT.PRES.3S	ottaa␣
pr001:019	8	haltija	SG.ABL.-3	haltijaltaan␣
pr001:019	7	henki	SG.GEN	hengen
pr001:019	6	%case	GEN	
pr001:019	-	(.)	PUNC	.␣
pr001:020	pr001:020	pr001:020	VERSE	Snl␣1:20␣
pr001:020	1	viisaus	DER.SG.NOM	Viisaus␣
pr001:020	3	huutaa	ACT.PRES.3S	huutaa␣
pr001:020	2b	katu	SG.ADE	kadulla
pr001:020	2a	%case	LOC	
pr001:020	-	(,)	PUNC	,␣
pr001:020	5	antaa	ACT.PRES.3S	antaa␣
pr001:020	6	ääni	NOM&SGGEN.-3	äänensä␣
pr001:020	5	(kuulua)	INF1.LAT	kuulua␣
pr001:020	4b	tori	PL.ADE	toreilla
pr001:020	4a	%case	LOC	
pr001:020	-	(;)	PUNC	;␣
pr001:021	pr001:021	pr001:021	VERSE	Snl␣1:21␣
pr001:021	2	meluinen	ADJ.PL.GEN	meluisten␣
pr001:021	2	(katu)	PL.GEN	katujen␣
pr001:021	1b	kulma	PL.INE	kulmissa␣
pr001:021	1a	%case	LOC	
pr001:021	3	(se)	DEM.SG.NOM	se␣
pr001:021	3	kutsua	ACT.PRES.3S	kutsuu
pr001:021	-	(,)	PUNC	,␣
pr001:021	5	portti	PL.GEN	porttien␣
pr001:021	4b	ovi	PL.ABL	ovilta␣
pr001:021	4a	%case	LOC	
pr001:021	6b	kaupunki	SG.INE	kaupungissa␣
pr001:021	6a	%case	LOC	
pr001:021	7	sana	NOM&SGGEN.-3	sanansa␣
pr001:021	8	sanoa	ACT.PRES.3S	sanoo
pr001:021	-	(:)	PUNC	:␣
pr001:022	pr001:022	pr001:022	VERSE	Snl␣1:22␣
pr001:022	1 2	kuinka	ADV	Kuinka␣
pr001:022	1 2	kauan	ADV	kauan␣
pr001:022	4	(te)	PERS.PL.NOM	te
pr001:022	-	(,)	PUNC	,␣
pr001:022	3	yksin_kertainen	ADJ.PL.NOM	yksinkertaiset
pr001:022	-	(,)	PUNC	,␣
pr001:022	4	rakastaa	ACT.PRES.2P	rakastatte␣
pr001:022	5	yksin_kertaisuus	DER.SG.PTV	yksinkertaisuutta
pr001:022	-	(,)	PUNC	,␣
pr001:022	6a	kuinka	ADV	kuinka␣
pr001:022	6a	kauan	ADV	kauan␣
pr001:022	6b	pilkkaaja	DER.PL.ADE	pilkkaajilla␣
pr001:022	8	olla	COP.ACT.PRES.3S	on␣
pr001:022	8	halu	SG.NOM	halu␣
pr001:022	7	pilkka	SG.ILL	pilkkaan␣
pr001:022	(9)	-	UNTRANSLATED	
pr001:022	10a	ja	CNJ	ja␣
pr001:022	10b	tyhmä	ADJ.PL.NOM	tyhmät␣
pr001:022	11	vihata	ACT.PRES.3P	vihaavat␣
pr001:022	12	tieto	SG.PTV	tietoa
pr001:022	-	(?)	PUNC	?␣
pr001:023	pr001:023	pr001:023	VERSE	Snl␣1:23␣
pr001:023	1	kääntyä	ACT.IMP.2P	Kääntykää␣
pr001:023	pers%2b	minä	PERS.SG.GEN	minun␣
pr001:023	2b	nuhdella:nuhdeltava	PSS.PCP1.PL.TRA.-1	nuhdeltavikseni
pr001:023	2a	%case	TRA	
pr001:023	-	(.)	PUNC	.␣
pr001:023	3	katso	INTJ	Katso
pr001:023	-	(,)	PUNC	,␣
pr001:023	4	(minä)	PERS.SG.NOM	minä␣
pr001:023	4	vuodattaa	DER.ACT.PRES.1S	vuodatan␣
pr001:023	5	te	PERS.PL.ALL	teille␣
pr001:023	6	henki	SG.PTV.-1	henkeäni
pr001:023	-	(,)	PUNC	,␣
pr001:023	7	saattaa	ACT.PRES.1S	saatan␣
pr001:023	8	sana	NOM&SGGEN.-1	sanani␣
pr001:023	7	tieto	SG.TRA.-2	tiedoksenne
pr001:023	9	%inflection	SG.TRA.-2	
pr001:023	-	(.)	PUNC	.␣
pr001:024	pr001:024	pr001:024	VERSE	Snl␣1:24␣
pr001:024	1	kun	SUBORD	Kun␣
pr001:024	2	(minä)	PERS.SG.NOM	minä␣
pr001:024	2	kutsua	ACT.PAST.1S	kutsuin␣
pr001:024	3a	ja	CNJ	ja␣
pr001:024	3b	(te)	PERS.PL.NOM	te␣
pr001:024	3b	estellä	DER.ACT.PAST.2P	estelitte
pr001:024	-	(,)	PUNC	,␣
pr001:024	-	(kun)	SUBORD	kun␣
pr001:024	4	ojentaa	ACT.PAST.1S	ojensin␣
pr001:024	5	käsi	SG.PTV.-1	kättäni␣
pr001:024	6b	ei	NEGV.3S.-CLITIC	eikä␣
pr001:024	6a	%clitic	kA	
pr001:024	-	(kenkään)	INDEF.SG.NOM	kenkään␣
pr001:024	7	kuunnella	ACT.PAST.SG	kuunnellut
pr001:024	-	(,)	PUNC	,␣
pr001:025	pr001:025	pr001:025	VERSE	Snl␣1:25␣
pr001:025	1a	vaan	SUBORD	vaan␣
pr001:025	1b	(te)	PERS.PL.NOM	te␣
pr001:025	1b	vieroksua	ACT.PAST.2P	vieroksuitte␣
pr001:025	2	kaikki	INDEF.PL.PTV	kaikkia␣
pr001:025	pers%3	minä	PERS.SG.GEN	minun␣
pr001:025	3	neuvo	PL.PTV.-1	neuvojani
pr001:025	-	(,)	PUNC	,␣
pr001:025	5	ei	NEGV.2P	ette␣
pr001:025	4a	%inflection	NEGV.2P	
pr001:025	6	suostua	ACT.PAST.PL	suostuneet␣
pr001:025	pers%4b	minä	PERS.SG.GEN	minun␣
pr001:025	4b	nuhde	PL.ILL.-1	nuhteisiini
pr001:025	-	(,)	PUNC	,␣
pr001:026	pr001:026	pr001:026	VERSE	Snl␣1:26␣
pr001:026	-	(niin)	ADV.AD-A	niin␣
pr001:026	2	minä	PERS.SG.NOM.-CLITIC	minäkin␣
pr001:026	1	%clitic	kin	
pr001:026	4	nauraa	ACT.PRES.1S	nauran␣
pr001:026	pers%3b	te	PERS.PL.GEN	teidän␣
pr001:026	3b	hätä	SG.ALL.-2	hädällenne
pr001:026	3a	%case	LOC	
pr001:026	-	(,)	PUNC	,␣
pr001:026	5	pilkata	ACT.PRES.1S	pilkkaan
pr001:026	-	(,)	PUNC	,␣
pr001:026	6a	kun	SUBORD	kun␣
pr001:026	6b	tulla	ACT.PRES.3S	tulee␣
pr001:026	-	(se)	DEM.SG.NOM	se
pr001:026	-	(,)	PUNC	,␣
pr001:026	-	(mikä)	INT.REL.SG.PTV	mitä␣
pr001:026	pers%7	te	PERS.PL.NOM	te␣
pr001:026	7	kauhistua	DER.ACT.PRES.2P	kauhistutte
pr001:026	-	(;)	PUNC	;␣
pr001:027	pr001:027	pr001:027	VERSE	Snl␣1:27␣
pr001:027	1a	kun	SUBORD	kun␣
pr001:027	3b	myrsky	SG.ESS	myrskynä␣
pr001:027	3a	%case	ESS	
pr001:027	1b	tulla	ACT.PRES.3S	tulee␣
pr001:027	-	(se)	DEM.SG.NOM	se
pr001:027	-	(,)	PUNC	,␣
pr001:027	-	(mikä)	INT.REL.SG.PTV	mitä␣
pr001:027	pers%4	te	PERS.PL.NOM	te␣
pr001:027	4	kauhistua	DER.ACT.PRES.2P	kauhistutte
pr001:027	-	(,)	PUNC	,␣
pr001:027	5a	kun	SUBORD	kun␣
pr001:027	5b	hätä	NOM&SGGEN.-2	hätänne␣
pr001:027	7	saapua	ACT.PRES.3S	saapuu␣
pr001:027	6b	tuulis_pää	SG.ESS	tuulispäänä
pr001:027	6a	%case	ESS	
pr001:027	-	(,)	PUNC	,␣
pr001:027	8a	kun	SUBORD	kun␣
pr001:027	9	päälle	PREP.-2	päällenne␣
pr001:027	8b	tulla	ACT.PRES.3S	tulee␣
pr001:027	10	vaiva	SG.NOM	vaiva␣
pr001:027	11a	ja	CNJ	ja␣
pr001:027	11b	ahdistus	DER.SG.NOM	ahdistus
pr001:027	-	(.)	PUNC	.␣
pr001:028	pr001:028	pr001:028	VERSE	Snl␣1:28␣
pr001:028	1	silloin	ADV	Silloin␣
pr001:028	2	(he)	PERS.PL.NOM	he␣
pr001:028	pers%2	minä	PERS.SG.PTV	minua␣
pr001:028	2	kutsua	ACT.PRES.3P	kutsuvat
pr001:028	-	(,)	PUNC	,␣
pr001:028	3a	mutta	CNJ	mutta␣
pr001:028	4	(minä)	PERS.SG.NOM	minä␣
pr001:028	3b	ei	NEGV.1S	en␣
pr001:028	4	vastata	ACT.PRES.NEG	vastaa
pr001:028	-	(,)	PUNC	,␣
pr001:028	5	etsiä	ACT.PRES.3P	etsivät␣
pr001:028	pers%5	minä	PERS.SG.PTV	minua
pr001:028	-	(,)	PUNC	,␣
pr001:028	6a	mutta	CNJ	mutta␣
pr001:028	6b	ei	NEGV.3P	eivät␣
pr001:028	7	löytää	ACT.PRES.NEG	löydä
pr001:028	-	(.)	PUNC	.␣
pr001:029	pr001:029	pr001:029	VERSE	Snl␣1:29␣
pr001:029	1 2	koska	SUBORD	Koska␣
pr001:029	3	(he)	PERS.PL.NOM	he␣
pr001:029	3	vihata	ACT.PAST.3P	vihasivat␣
pr001:029	4	tieto	SG.PTV	tietoa
pr001:029	-	(,)	PUNC	,␣
pr001:029	7	ei	NEGV.3P	eivät␣
pr001:029	5a	%inflection	NEGV.3P	
pr001:029	8	valita	ACT.PAST.PL	valinneet␣
pr001:029	-	(osa)	SG.TRA.-3	osaksensa␣
pr001:029	6	Herra	SG.GEN	Herran␣
pr001:029	5b	pelko	SG.PTV	pelkoa␣
pr001:030	pr001:030	pr001:030	VERSE	Snl␣1:30␣
pr001:030	1	ei	NEGV.3P.-CLITIC	eivätkä␣
pr001:030	2	suostua	ACT.PAST.PL	suostuneet␣
pr001:030	pers%3b	minä	PERS.SG.GEN	minun␣
pr001:030	3b	neuvo	SG.ILL.-1	neuvooni
pr001:030	3a	%case	LOC	
pr001:030	-	(,)	PUNC	,␣
pr001:030	-	(vaan)	SUBORD	vaan␣
pr001:030	4	katsoa	ACT.PAST.3P	katsoivat␣
pr001:030	5	kaikki	INDEF.SG.GEN	kaiken␣
pr001:030	pers%6	minä	PERS.SG.GEN	minun␣
pr001:030	6	nuhtelu	DER.NOM&SGGEN.-1	nuhteluni␣
pr001:030	4	halpa	ADJ.SG.TRA	halvaksi
pr001:030	-	(,)	PUNC	,␣
pr001:031	pr001:031	pr001:031	VERSE	Snl␣1:31␣
pr001:031	(1a)	-	UNTRANSLATED	
pr001:031	1b	(saada)	ACT.PRES.3P	saavat␣
pr001:031	1b	(he)	PERS.PL.NOM	he␣
pr001:031	1b	syödä	INF1.LAT	syödä␣
pr001:031	pers%3	oma	ADJ.SG.GEN	oman␣
pr001:031	3	vaellus	DER.NOM&SGGEN.-3	vaelluksensa␣
pr001:031	2b	hedelmä	PL.PTV	hedelmiä␣
pr001:031	2a	%case	PTV	
pr001:031	4a	ja	CNJ	ja␣
pr001:031	5	saada	ACT.PRES.3P	saavat␣
pr001:031	5	kyllänsä	DER.ADV.-3	kyllänsä␣
pr001:031	pers%4c	oma	ADJ.PL.ELA	omista␣
pr001:031	4c	hanke	PL.ELA.-3	hankkeistaan
pr001:031	4b	%case	LOC	
pr001:031	-	(.)	PUNC	.␣
pr001:032	pr001:032	pr001:032	VERSE	Snl␣1:32␣
pr001:032	1	sillä	SUBORD	Sillä␣
pr001:032	3	yksin_kertainen	ADJ.PL.NOM	yksinkertaiset␣
pr001:032	4	tappaa	ACT.PRES.3S	tappaa␣
pr001:032	pers%4	he	PERS.PL.GEN	heidän␣
pr001:032	-	(oma)	ADJ.SG.NOM	oma␣
pr001:032	2	luopumus	NOM&SGGEN.-3	luopumuksensa
pr001:032	-	(,)	PUNC	,␣
pr001:032	5a	ja	CNJ	ja␣
pr001:032	6	tyhmä	ADJ.PL.NOM	tyhmät␣
pr001:032	7	tuhota	ACT.PRES.3S	tuhoaa␣
pr001:032	pers%7	he	PERS.PL.GEN	heidän␣
pr001:032	-	(oma)	ADJ.SG.NOM	oma␣
pr001:032	5b	suruttomuus	DER.NOM&SGGEN.-3	suruttomuutensa
pr001:032	-	(.)	PUNC	.␣
pr001:033	pr001:033	pr001:033	VERSE	Snl␣1:33␣
pr001:033	1a	mutta	CNJ	Mutta␣
pr001:033	-	(joka)	REL.INDEF.SG.NOM	joka␣
pr001:033	2	minä	PERS.SG.PTV	minua␣
pr001:033	1b	kuulla	ACT.PRES.3S	kuulee
pr001:033	-	(,)	PUNC	,␣
pr001:033	3	(saada)	ACT.PRES.3S	saa␣
pr001:033	3	asua	INF1.LAT	asua␣
pr001:033	4	turva	SG.INE	turvassa␣
pr001:033	5a	ja	CNJ	ja␣
pr001:033	5b	olla	COP.INF1.LAT	olla␣
pr001:033	5b	rauha	SG.INE	rauhassa␣
pr001:033	7	onnettomuus	DER.SG.GEN	onnettomuuden␣
pr001:033	6b	kauhu	PL.ABL	kauhuilta
pr001:033	6a	%case	LOC	
pr001:033	-	(.)	PUNC	.␣
pr002:001	pr002:001	pr002:001	VERSE	Snl␣2:1␣
pr002:001	1	poika	NOM&SGGEN.-1	Poikani
pr002:001	-	(,)	PUNC	,␣
pr002:001	2	jos	SUBORD	jos␣
pr002:001	3	(sinä)	PERS.SG.NOM	sinä␣
pr002:001	3	ottaa	ACT.PRES.2S	otat␣
pr002:001	pers%4	minä	PERS.SG.GEN	minun␣
pr002:001	4	sana	NOM&SGGEN.-1	sanani␣
pr002:001	3	(varteen)	PREP	varteen␣
pr002:001	5a	ja	CNJ	ja␣
pr002:001	6	kätkeä	ACT.PRES.2S	kätket␣
pr002:001	7	mieli	SG.ILL.-2	mieleesi␣
pr002:001	pers%5b	minä	PERS.SG.GEN	minun␣
pr002:001	5b	käsky	NOM&SGGEN.-1	käskyni
pr002:001	-	(,)	PUNC	,␣
pr002:002	pr002:002	pr002:002	VERSE	Snl␣2:2␣
