rm001:001	rm001:001	rm001:001	VERSE	Rm␣1:1␣
rm001:006	4	%clitic	kin	
rm001:006	-	(,)	PUNC	,␣
rm001:006	7	Jeesus	PR.SG.GEN	Jeesuksen␣
rm001:006	8a	Kristus	PR.SG.GEN	Kristuksen␣
rm001:006	6	kutsua:kutsuma	PCPA.PL.NOM	kutsumat
rm001:006	-	(,)	PUNC	,␣
rm001:006	3	kuulua	ACT.PRES.2P	kuulutte
rm001:006	8b	:	PUNC	:␣
rm001:007	rm001:007	rm001:007	VERSE	Rm␣1:7␣
rm001:007	1	kaikki	INDEF.PL.ALL	kaikille␣
rm001:007	5	Rooma	PR.SG.INE	Roomassa␣
rm001:007	4	%case	LOC	
rm001:007	(2) 3	olla:oleva	COP.ACT.PCP1.PL.ALL	oleville␣
rm001:007	7a	Jumala	SG.GEN	Jumalan␣
rm001:007	6	rakas	ADJ.PL.ALL	rakkaille
rm001:007	7b	,	PUNC	,␣
rm001:007	8	kutsua:kutsuttu	PSS.PCP2.PL.ALL	kutsutuille␣
rm001:007	9a	pyhä	ADJ.PL.ALL	pyhille
rm001:007	9b	.	PUNC	.␣
rm001:007	10	armo	SG.NOM	Armo␣
rm001:007	11	te	PERS.PL.ALL	teille␣
rm001:007	12	ja	CNJ	ja␣
rm001:007	13	rauha	SG.NOM	rauha␣
rm001:007	15	Jumala	SG.ABL	Jumalalta
rm001:007	14	%case	LOC	
rm001:007	-	(,)	PUNC	,␣
rm001:007	17	me	PERS.PL.GEN	meidän␣
rm001:007	16	Isä	SG.ABL.-1	Isältämme
rm001:007	-	(,)	PUNC	,␣
rm001:007	18	ja	CNJ	ja␣
rm001:007	19	Herra	SG.ABL	Herralta␣
rm001:007	20	Jeesus	PR.SG.ABL	Jeesukselta␣
rm001:007	21a	Kristus	PR.SG.ABL	Kristukselta
rm001:007	-	(!)	PUNC	!␣
rm001:008	rm001:008	rm001:008	VERSE	Rm␣1:8␣
rm001:008	1	ensiksi	ADV.-CLITIC	Ensiksikin␣
rm001:008	2	%clitic	kin	
rm001:008	3	(minä)	PERS.SG.NOM	minä␣
rm001:008	3	kiittää	ACT.PRES.1S	kiitän␣
rm001:008	(4) 5	Jumala	SG.PTV.-1	Jumalaani␣
rm001:008	6	%pers	?	
rm001:008	8	Jeesus	PR.SG.GEN	Jeesuksen␣
rm001:008	9	Kristus	PR.SG.GEN	Kristuksen␣
rm001:008	7	kautta	PREP	kautta␣
rm001:008	12	te	PERS.PL.GEN	teidän␣
rm001:008	11	kaikki	INDEF.PL.GEN	kaikkien␣
rm001:008	10	tähden	POST	tähden
rm001:008	-	(,)	PUNC	,␣
rm001:008	13	koska	SUBORD	koska␣
rm001:008	16	te	PERS.PL.GEN	teidän␣
rm001:008	(14) 15	usko	SG.PTV.-2	uskoanne␣
rm001:008	17	mainita	PSS.PRES	mainitaan␣
rm001:008	19	kaikki	INDEF.SG.INE	kaikessa␣
rm001:008	(20) 21a	maailma	SG.INE	maailmassa
rm001:008	18	%case	LOC	
rm001:008	21b	.	PUNC	.␣
rm001:009	rm001:009	rm001:009	VERSE	Rm␣1:9␣
rm001:009	2	sillä	SUBORD	Sillä␣
rm001:009	(5) 6a	Jumala	SG.NOM	Jumala
rm001:009	-	(,)	PUNC	,␣
rm001:009	7	joka	REL.SG.PTV	jota␣
rm001:009	8	(minä)	PERS.SG.NOM	minä␣
rm001:009	(10) 11	henki	SG.INE.-1	hengessäni␣
rm001:009	12	%pers	?	
rm001:009	9	%case	LOC	
rm001:009	8	palvella	ACT.PRES.1S	palvelen␣
rm001:009	-	(julistaa)	ACT.INF2.MAN	julistaen␣
rm001:009	18a	hän	PERS.SG.GEN	hänen␣
rm001:009	(16) 17	Poika	NOM&SGGEN.-3	Poikansa␣
rm001:009	(14) 15	evankeliumi	SG.PTV	evankeliumia
rm001:009	13	%case	PTV	
rm001:009	-	(,)	PUNC	,␣
rm001:009	4	olla	COP.ACT.PRES.3S	on␣
rm001:009	3	minä	PERS.SG.GEN	minun␣
rm001:009	1	todistaja	DER.NOM&SGGEN.-1	todistajani
rm001:009	18b	,	PUNC	,␣
rm001:009	19	kuinka	AD-A	kuinka␣
rm001:009	21 23	(minä)	PERS.SG.NOM	minä␣
rm001:009	22	te	PERS.PL.PTV	teitä␣
rm001:009	20	lakata	INF3.ABE	lakkaamatta␣
rm001:009	21 23	muistaa	ACT.PRES.1S	muistan
rm001:009	-	(,)	PUNC	,␣
rm001:010	rm001:010	rm001:010	VERSE	Rm␣1:10␣
rm001:010	1	aina	ADV	aina␣
rm001:010	(3) 4	rukous	PL.INE.-1	rukouksissani␣
rm001:010	5	%pers	?	
rm001:010	2	%case	LOC	
rm001:010	6	anoa	ACT.INF2.MAN	anoen
rm001:010	-	(,)	PUNC	,␣
rm001:010	-	(että)	SUBORD	että␣
rm001:010	11	(minä)	PERS.SG.NOM	minä␣
rm001:010	9	jo	ADV	jo␣
rm001:010	10	vihdoin	ADV.-CLITIC	vihdoinkin
rm001:010	-	(,)	PUNC	,␣
rm001:010	7 8	jos	SUBORD	jos␣
rm001:010	(15) 16	Jumala	SG.NOM	Jumala␣
rm001:010	(13) 14	tahtoa	ACT.PRES.3S	tahtoo
rm001:010	12	%case	?	
rm001:010	-	(,)	PUNC	,␣
rm001:010	11	päästä	ACT.COND.1S	pääsisin␣
rm001:010	17	tulla	INF3.ILL	tulemaan␣
rm001:010	19a	te	PERS.PL.GEN	teidän␣
rm001:010	18	tykö	POST.-2	tykönne
rm001:010	19b	.	PUNC	.␣
rm001:011	rm001:011	rm001:011	VERSE	Rm␣1:11␣
rm001:011	2	sillä	SUBORD	Sillä␣
rm001:011	1	(minä)	PERS.SG.NOM	minä␣
rm001:011	1	ikävöidä	ACT.PRES.1S	ikävöitsen␣
rm001:011	4a	te	PERS.PL.PTV	teitä␣
rm001:011	3	nähdä	INF1.LAT	nähdä
rm001:011	4b	,	PUNC	,␣
rm001:011	tasp%7	voida	INF1.TRA.-1	voidakseni␣
rm001:011	5	%case	TRA	
rm001:011	7	antaa	INF1.LAT	antaa␣
rm001:011	9	te	PERS.PL.ALL	teille␣
rm001:011	6	joku	INDEF.SG.GEN	jonkun␣
rm001:011	10	hengellinen	DER.ADJ.SG.GEN	hengellisen␣
rm001:011	8	lahja	SG.GEN	lahjan
rm001:011	-	(,)	PUNC	,␣
rm001:011	11	että	SUBORD	että␣
rm001:011	14a	te	PERS.PL.NOM	te␣
rm001:011	(12) 13	vahvistua	DER.ACT.COND.2P	vahvistuisitte
rm001:011	14b	,	PUNC	,␣
rm001:012	rm001:012	rm001:012	VERSE	Rm␣1:12␣
rm001:012	1	se	DEM.SG.NOM	se␣
rm001:012	(2)	-	UNTRANSLATED	
rm001:012	3	olla	COP.ACT.PRES.3S	on
rm001:012	-	(,)	PUNC	,␣
rm001:012	-	(että)	SUBORD	että␣
rm001:012	4	(me)	PERS.PL.NOM	me␣
rm001:012	4	yhdessä	ADV	yhdessä␣
rm001:012	6	olla	COP.ACT.INF2.INE.-1	ollessamme␣
rm001:012	5	%case	LOC	
rm001:012	4	virkistyä	DER.ACT.COND.1P	virkistyisimme␣
rm001:012	10	yhteinen	ADJ.SG.ELA	yhteisestä␣
rm001:012	9	%case	LOC	
rm001:012	11 (8)	usko	SG.ELA.-1	uskostamme
rm001:012	7	%case	LOC	
rm001:012	-	(,)	PUNC	,␣
rm001:012	12	te	PERS.PL.GEN	teidän␣
rm001:012	13	%case	GEN	
rm001:012	14	ja	CNJ	ja␣
rm001:012	15a	minä	PERS.SG.GEN	minun
rm001:012	15b	.	PUNC	.␣
rm001:013	rm001:013	rm001:013	VERSE	Rm␣1:13␣
rm001:013	3	ja	CNJ	Ja␣
rm001:013	2	(minä)	PERS.SG.NOM	minä␣
rm001:013	1	ei	NEGV.1S	en␣
rm001:013	2	tahtoa	ACT.PRES.NEG	tahdo
rm001:013	-	(,)	PUNC	,␣
rm001:013	6a	veli	PL.NOM	veljet
rm001:013	-	(,)	PUNC	,␣
rm001:013	4	te	PERS.PL.ABL	teiltä␣
rm001:013	5a	salata	INF1.LAT	salata
rm001:013	6b	,	PUNC	,␣
rm001:013	7	että	SUBORD	että␣
rm001:013	-	(jo)	ADV	jo␣
rm001:013	8	monesti	ADV	monesti␣
rm001:013	9	(olla)	COP.ACT.PRES.1S	olen␣
rm001:013	9	päättää	ACT.PCP2.PERF	päättänyt␣
rm001:013	10	tulla	INF1.LAT	tulla␣
rm001:013	12a	te	PERS.PL.GEN	teidän␣
rm001:013	11	tykö	POST.-2	tykönne␣
rm001:013	21	saada	INF1.TRA.-1	saadakseni␣
rm001:013	18	%case	TRA	
rm001:013	19	jokin	INDEF.SG.GEN	jonkin␣
rm001:013	20	hedelmä	SG.GEN	hedelmän␣
rm001:013	24	te	PERS.PL.GEN.-CLITIC	teidänkin␣
rm001:013	22	%clitic	kin	
rm001:013	23	keskuudesta	POST.-2	keskuudestanne
rm001:013	-	(,)	PUNC	,␣
rm001:013	25	niin_kuin	SUBORD	niinkuin␣
rm001:013	29	muu	INDEF.PL.GEN.-CLITIC	muidenkin␣
rm001:013	26	%clitic	kin	
rm001:013	(28) 30a	pakana	PL.GEN	pakanain
rm001:013	27	%case	GEN	
rm001:013	-	(,)	PUNC	,␣
rm001:013	13	mutta	CNJ	mutta␣
rm001:013	14	(olla)	COP.ACT.PRES.1S	olen␣
rm001:013	14	(olla)	COP.ACT.PCP2.PERF	ollut␣
rm001:013	14	estää:estetty	PSS.PCP2.SG.NOM	estetty␣
rm001:013	(16) 17a	tämä	DEM.SG.ILL	tähän␣
rm001:013	15	saakka	ADV	saakka
rm001:013	30b	.	PUNC	.␣
rm001:014	rm001:014	rm001:014	VERSE	Rm␣1:14␣
rm001:014	1	kreikkalainen	DER.ADJ.PL.ALL	Kreikkalaisille␣
rm001:014	3	ja	CNJ	ja␣
rm001:014	2	%case	?	
rm001:014	4a	barbaari	PL.ALL	barbaareille
rm001:014	4b	,	PUNC	,␣
rm001:014	5	viisas	ADJ.PL.ALL	viisaille␣
rm001:014	7	ja	CNJ	ja␣
rm001:014	6	%case	?	
rm001:014	8	tyhmä	ADJ.PL.ALL	tyhmille␣
rm001:014	10a	(minä)	PERS.SG.NOM	minä␣
rm001:014	10a	olla	COP.ACT.PRES.1S	olen␣
rm001:014	9	velka	SG.INE	velassa
rm001:014	10b	;	PUNC	;␣
rm001:015	rm001:015	rm001:015	VERSE	Rm␣1:15␣
rm001:015	(2) 4	oma	ADJ.SG.ELA	omasta␣
rm001:015	3	puolesta	DER.POST.-1	puolestani␣
rm001:015	-	(minä)	PERS.SG.NOM	minä␣
rm001:015	1	siis	ADV	siis␣
rm001:015	-	(olla)	COP.ACT.PRES.1S	olen␣
rm001:015	5	altis	ADJ.SG.NOM	altis␣
rm001:015	7	te	PERS.PL.ALL.-CLITIC	teillekin
rm001:015	6	%clitic	kin	
rm001:015	-	(,)	PUNC	,␣
rm001:015	10	Rooma	PR.SG.INE	Roomassa␣
rm001:015	9	%case	LOC	
rm001:015	pro%8	asuvainen	DER.ADJ.PL.ALL	asuvaisille
rm001:015	-	(,)	PUNC	,␣
rm001:015	11a	julistaa	INF3.ILL	julistamaan␣
rm001:015	11a	evankeliumi	SG.PTV	evankeliumia
rm001:015	11b	.	PUNC	.␣
rm001:016	rm001:016	rm001:016	VERSE	Rm␣1:16␣
rm001:016	2	sillä	SUBORD	Sillä␣
rm001:016	3	(minä)	PERS.SG.NOM	minä␣
rm001:016	1	ei	NEGV.1S	en␣
rm001:016	3	hävetä	ACT.PRES.NEG	häpeä␣
rm001:016	(4) 5a	evankeliumi	SG.PTV	evankeliumia
rm001:016	-	(;)	PUNC	;␣
rm001:016	7	sillä	SUBORD	sillä␣
rm001:016	9	(se)	DEM.SG.NOM	se␣
rm001:016	9	olla	COP.ACT.PRES.3S	on␣
rm001:016	8	Jumala	SG.GEN	Jumalan␣
rm001:016	6	voima	DER.SG.NOM	voima
rm001:016	-	(,)	PUNC	,␣
rm001:016	12	itse_kukin	REFL.SG.ALL	itsekullekin␣
rm001:016	(13) 14a	uskova	ADJ.SG.ALL	uskovalle␣
rm001:016	11	pelastus	DER.SG.TRA	pelastukseksi
rm001:016	10	%case	TRA	
rm001:016	14b	,	PUNC	,␣
rm001:016	15	juutalainen	DER.ADJ.SG.ALL	juutalaiselle␣
rm001:016	(16)	-	UNTRANSLATED	
rm001:016	17	ensin	ADV	ensin
rm001:016	-	(,)	PUNC	,␣
rm001:016	18	sitten	ADV	sitten␣
rm001:016	18	myös	ADV	myös␣
rm001:016	19a	kreikkalainen	DER.ADJ.SG.ALL	kreikkalaiselle
rm001:016	19b	.	PUNC	.␣
rm001:017	rm001:017	rm001:017	VERSE	Rm␣1:17␣
rm001:017	2	sillä	SUBORD	Sillä␣
rm001:017	5	se	DEM.SG.INE	siinä␣
rm001:017	4	%case	LOC	
rm001:017	3	Jumala	SG.GEN	Jumalan␣
rm001:017	1	vanhurskaus	DER.SG.NOM	vanhurskaus␣
rm001:017	6	ilmestyä	ACT.PRES.3S	ilmestyy␣
rm001:017	8	usko	SG.ELA	uskosta␣
rm001:017	7	%case	LOC	
rm001:017	10a	usko	SG.ILL	uskoon
rm001:017	9	%case	LOC	
rm001:017	10b	,	PUNC	,␣
rm001:017	11	niin_kuin	SUBORD	niinkuin␣
rm001:017	12a	kirjoittaa	PSS.PCP2.PERF	kirjoitettu␣
rm001:017	12a	(olla)	COP.ACT.PRES.3S	on
rm001:017	-	(:)	PUNC	:␣
rm001:017	-	(")	PUNC.LEFT	"
rm001:017	(14)	-	UNTRANSLATED	
rm001:017	(13) 15	vanhurskas	ADJ.SG.NOM	Vanhurskas␣
rm001:017	18a	(olla)	COP.ACT.PRES.3S	on␣
rm001:017	18a	elää	ACT.PCP1.FUTR	elävä␣
rm001:017	17	usko	SG.ELA	uskosta
rm001:017	16	%case	LOC	
rm001:017	18b	"	PUNC.RIGHT	"
rm001:017	18b	.	PUNC	.␣
rm001:018	rm001:018	rm001:018	VERSE	Rm␣1:18␣
rm001:018	2	sillä	SUBORD	Sillä␣
rm001:018	4	Jumala	SG.GEN	Jumalan␣
rm001:018	3	viha	SG.NOM	viha␣
rm001:018	1	ilmestyä	ACT.PRES.3S	ilmestyy␣
rm001:018	6	taivas	SG.ELA	taivaasta␣
rm001:018	5	%case	LOC	
rm001:018	8	kaikki	INDEF.SG.PTV	kaikkea␣
rm001:018	12	ihminen	PL.GEN	ihmisten␣
rm001:018	9	jumalattomuus	DER.SG.PTV	jumalattomuutta␣
rm001:018	10	ja	CNJ	ja␣
rm001:018	11	vääryys	SG.PTV	vääryyttä␣
rm001:018	7	vastaan	POST	vastaan
rm001:018	-	(,)	PUNC	,␣
rm001:018	13	ne	DEM.PL.GEN	niiden
rm001:018	-	(,)	PUNC	,␣
rm001:018	13	joka	REL.PL.NOM	jotka␣
rm001:018	18a	pitää	ACT.PRES.3P	pitävät␣
rm001:018	(14) 15	totuus	SG.PTV	totuutta␣
rm001:018	17	vääryys	SG.GEN	vääryyden␣
rm001:018	16	valta	SG.INE	vallassa
rm001:018	18b	,	PUNC	,␣
rm001:019	rm001:019	rm001:019	VERSE	Rm␣1:19␣
rm001:019	1	sen_tähden	ADV	sentähden␣
rm001:019	1	että	SUBORD	että␣
rm001:019	2	se	DEM.SG.NOM	se
rm001:019	-	(,)	PUNC	,␣
rm001:019	2	mikä	INT.REL.INDEF.SG.NOM	mikä␣
rm001:019	(4) 5	Jumala	SG.ELA	Jumalasta␣
rm001:019	sem%3	voida	PSS.PRES	voidaan␣
rm001:019	3	tietää	INF1.LAT	tietää
rm001:019	-	(,)	PUNC	,␣
rm001:019	7	olla	COP.ACT.PRES.3S	on␣
rm001:019	6	ilmeinen	ADJ.SG.PTV	ilmeistä␣
rm001:019	9a	he	PERS.PL.GEN	heidän␣
rm001:019	8	keskuudessa	POST.-3	keskuudessaan
rm001:019	-	(;)	PUNC	;␣
rm001:019	12	sillä	SUBORD	sillä␣
rm001:019	(10) 11	Jumala	SG.NOM	Jumala␣
rm001:019	14a	(olla)	COP.ACT.PRES.3S	on␣
rm001:019	-	(se)	DEM.SG.GEN	sen␣
rm001:019	13	he	PERS.PL.ALL	heille␣
rm001:019	14a	ilmoittaa	ACT.PCP2.PERF	ilmoittanut
rm001:019	14b	.	PUNC	.␣
rm001:020	rm001:020	rm001:020	VERSE	Rm␣1:20␣
rm001:020	2	sillä	SUBORD	Sillä␣
rm001:020	4	hän	PERS.SG.GEN	hänen␣
rm001:020	(1) 3	näkymätön	DER.ADJ.SG.NOM	näkymätön␣
rm001:020	(1) 3	(olemus)	NOM&SGGEN.-3	olemuksensa
rm001:020	-	(,)	PUNC	,␣
rm001:020	15	hän	PERS.SG.GEN	hänen␣
rm001:020	14	iankaikkinen	ADJ.SG.NOM	iankaikkinen␣
rm001:020	(13)	-	UNTRANSLATED	
rm001:020	(12) 16	voima	DER.NOM&SGGEN.-3	voimansa␣
rm001:020	17	ja	CNJ	ja␣
rm001:020	18a	jumalallisuus	DER.NOM&SGGEN.-3	jumalallisuutensa
rm001:020	-	(,)	PUNC	,␣
rm001:020	11a	(olla)	COP.ACT.PRES.3P	ovat
rm001:020	-	(,)	PUNC	,␣
rm001:020	10	(kun)	SUBORD	kun␣
rm001:020	-	(ne)	DEM.PL.PTV	niitä␣
rm001:020	-	(hän)	PERS.SG.GEN	hänen␣
rm001:020	(8) 9	teko	PL.INE.-3	teoissansa␣
rm001:020	10	tarkata	PSS.PRES	tarkataan
rm001:020	-	(,)	PUNC	,␣
rm001:020	7	maailma	SG.GEN	maailman␣
rm001:020	6	luominen	DER.SG.ELA	luomisesta␣
rm001:020	5	asti	POST	asti␣
rm001:020	11a	nähdä:nähtävä	PSS.PCP1.PL.ESS	nähtävinä
rm001:020	-	(,)	PUNC	,␣
rm001:020	-	(niin)	ADV.AD-A	niin␣
rm001:020	(20) 21	ettei	NEGV.3P	etteivät␣
rm001:020	19	%case	?	
rm001:020	22	he	PERS.PL.NOM	he␣
rm001:020	sem%23a	voida	ACT.PRES.NEG	voi␣
rm001:020	-	(mikään)	INDEF.SG.ADE	millään␣
rm001:020	22	itse	REFL.SG.PTV.-3	itseänsä␣
rm001:020	23a	puolustaa	INF1.LAT	puolustaa
rm001:020	23b	,	PUNC	,␣
rm001:021	rm001:021	rm001:021	VERSE	Rm␣1:21␣
rm001:021	1	koska	SUBORD	koska␣
rm001:021	2	(he)	PERS.PL.NOM	he
rm001:021	-	(,)	PUNC	,␣
rm001:021	2	(vaikka)	SUBORD	vaikka␣
rm001:021	2	(olla)	COP.ACT.PRES.3P	ovat␣
rm001:021	2	tuntea	ACT.PCP2.PERF	tunteneet␣
rm001:021	(3) 4	Jumala	SG.GEN	Jumalan
rm001:021	-	(,)	PUNC	,␣
rm001:021	5	ei	NEGV.3P	eivät␣
rm001:021	8	(olla)	COP.ACT.PRES.NEG	ole␣
rm001:021	-	(hän)	PERS.SG.PTV	häntä␣
rm001:021	7	Jumala	SG.ESS	Jumalana␣
rm001:021	6	%inflection	SG.ESS	
rm001:021	8	kunnioittaa	ACT.PAST.PL	kunnioittaneet␣
rm001:021	9	ei	NEGV.3P.-CLITIC	eivätkä␣
rm001:021	10a	kiittää	ACT.PAST.PL	kiittäneet
rm001:021	10b	,	PUNC	,␣
rm001:021	11	vaan	SUBORD	vaan␣
rm001:021	12	(olla)	COP.ACT.PRES.3P	ovat␣
rm001:021	(14) 15	ajatus	PL.ABL.-3	ajatuksiltansa␣
rm001:021	16	%pers	3	
rm001:021	13	%case	LOC	
rm001:021	12	turhistua	DER.ACT.PCP2.PERF	turhistuneet
rm001:021	-	(,)	PUNC	,␣
rm001:021	17	ja	CNJ	ja␣
rm001:021	21	he	PERS.PL.GEN	heidän␣
rm001:021	20	ymmärtämätön	DER.ADJ.SG.NOM	ymmärtämätön␣
rm001:021	(19) 22a	sydän	NOM&SGGEN.-3	sydämensä␣
rm001:021	18	(olla)	COP.ACT.PRES.3S	on␣
rm001:021	18	pimentyä	ACT.PCP2.PERF	pimentynyt
rm001:021	22b	.	PUNC	.␣
rm001:022	rm001:022	rm001:022	VERSE	Rm␣1:22␣
rm001:022	1	kehua	ACT.INF2.INE.-3	Kehuessaan␣
rm001:022	3	viisas	ADJ.PL.PTV	viisaita␣
rm001:022	2	olla	COP.ACT.PCP1.-3.REFR	olevansa␣
rm001:022	4	(he)	PERS.PL.NOM	he␣
rm001:022	4	(olla)	COP.ACT.PRES.3P	ovat␣
rm001:022	4	tyhmä	ADJ.PL.TRA	tyhmiksi␣
rm001:022	4	tulla	ACT.PCP2.PERF	tulleet␣
rm001:023	rm001:023	rm001:023	VERSE	Rm␣1:23␣
rm001:023	1	ja	CNJ	ja␣
rm001:023	2	(olla)	COP.ACT.PRES.3P	ovat␣
rm001:023	6	katoamaton	DER.ADJ.SG.GEN	katoamattoman␣
rm001:023	(5) 7	Jumala	SG.GEN	Jumalan␣
rm001:023	(3) 4	kirkkaus	DER.SG.GEN	kirkkauden␣
rm001:023	2	muuttaa	ACT.PCP2.PERF	muuttaneet␣
rm001:023	11	katoavainen	DER.ADJ.SG.GEN	katoavaisen␣
rm001:023	12	ihminen	SG.GEN	ihmisen␣
rm001:023	13	ja	CNJ	ja␣
rm001:023	14	lintu	PL.GEN	lintujen␣
rm001:023	15	ja	CNJ	ja␣
rm001:023	16	neli_jalkainen	ADJ.PL.GEN	nelijalkaisten␣
rm001:023	17	ja	CNJ	ja␣
rm001:023	18a	matelevainen	DER.ADJ.PL.GEN	matelevaisten␣
rm001:023	10	kuva	SG.GEN	kuvan␣
rm001:023	9	kaltainen	ADJ.SG.TRA	kaltaiseksi
rm001:023	8	%case	TRA	
rm001:023	18b	.	PUNC	.␣
rm001:024	rm001:024	rm001:024	VERSE	Rm␣1:24␣
rm001:024	1	sen_tähden	ADV	Sentähden␣
rm001:024	(4) 5	Jumala	SG.NOM	Jumala␣
rm001:024	2	(olla)	COP.ACT.PRES.3S	on␣
rm001:024	3	he	PERS.PL.ACC	heidät
rm001:024	-	(,)	PUNC	,␣
rm001:024	11	he	PERS.PL.GEN	heidän␣
rm001:024	10 (9)	sydän	NOM&SGGEN.-3	sydämensä␣
rm001:024	(7) 8	himo	PL.INE	himoissa
rm001:024	6	%case	LOC	
rm001:024	-	(,)	PUNC	,␣
rm001:024	2	hyljätä	ACT.PCP2.PERF	hyljännyt␣
rm001:024	13	saastaisuus	DER.SG.ILL	saastaisuuteen
rm001:024	12	%case	LOC	
rm001:024	-	(,)	PUNC	,␣
rm001:024	(14) 15	häpäistä	INF3.ILL	häpäisemään␣
rm001:024	20a	itse	REFL.SG.NOM	itse␣
rm001:024	19	%case	NOM	
rm001:024	18	oma	ADJ.PL.NOM	omat␣
rm001:024	(16) 17	ruumis	NOM&SGGEN.-3	ruumiinsa
rm001:024	20b	,	PUNC	,␣
rm001:025	rm001:025	rm001:025	VERSE	Rm␣1:25␣
rm001:025	1	nuo	DEM.PL.NOM	nuo
rm001:025	-	(,)	PUNC	,␣
