dt001:001	dt001:001	dt001:001	VERSE	5Ms␣1:1␣
dt001:008	15b	Iisak	PR.SG.ALL	Iisakille␣
dt001:008	15a	%case	LOC	
dt001:008	16a	ja	CNJ	ja␣
dt001:008	16c	Jaakob	PR.SG.ALL	Jaakobille
dt001:008	16b	%case	LOC	
dt001:008	-	(,)	PUNC	,␣
dt001:008	11	vannoa:vannottu	PSS.PCP2.SG.ADE	vannotulla␣
dt001:008	11	vala	SG.ADE	valalla␣
dt001:008	11	(olla)	COP.ACT.PRES.3S	on␣
dt001:008	11	luvata	ACT.PCP2.PERF	luvannut␣
dt001:008	17b	antaa	INF1.LAT	antaa␣
dt001:008	17a	%case	LAT	
dt001:008	18	he	PERS.PL.ALL	heille␣
dt001:008	19a	ja	CNJ	ja␣
dt001:008	pers%19c	he	PERS.PL.GEN	heidän␣
dt001:008	19c 20	jälkeläinen	PL.ALL.-3	jälkeläisillensä
dt001:008	19b	%case	LOC	
dt001:008	-	(.)	PUNC	.
dt001:008	-	(')	PUNC.RIGHT	'␣
dt001:009	dt001:009	dt001:009	VERSE	5Ms␣1:9␣
dt001:009	1a	ja	CNJ	Ja␣
dt001:009	1b	(minä)	PERS.SG.NOM	minä␣
dt001:009	1b	puhua	ACT.PAST.1S	puhuin␣
dt001:009	2	te	PERS.PL.ALL	teille␣
dt001:009	3b (4a) 4b	silloin	ADV	silloin␣
dt001:009	3a	%case	?	
dt001:009	5a 5b	sanoa	ACT.INF2.MAN	sanoen
dt001:009	-	(:)	PUNC	:␣
dt001:009	-	(')	PUNC.LEFT	'
dt001:009	7	(minä)	PERS.SG.NOM	Minä␣
dt001:009	6	ei	NEGV.1S	en␣
dt001:009	7	jaksaa	ACT.PRES.NEG	jaksa␣
dt001:009	8a 8b	yksin	ADV	yksin␣
dt001:009	9	kantaa	INF1.LAT	kantaa␣
dt001:009	10	te	PERS.PL.PTV	teitä
dt001:009	-	(.)	PUNC	.␣
dt001:010	dt001:010	dt001:010	VERSE	5Ms␣1:10␣
dt001:010	1	Herra	SG.NOM	Herra
dt001:010	-	(,)	PUNC	,␣
dt001:010	pers%2	te	PERS.PL.GEN	teidän␣
dt001:010	2	Jumala	NOM&SGGEN.-2	Jumalanne
dt001:010	-	(,)	PUNC	,␣
dt001:010	3	(olla)	COP.ACT.PRES.3S	on␣
dt001:010	3	(antaa)	ACT.PCP2.PERF	antanut␣
dt001:010	4	te	PERS.PL.GEN	teidän␣
dt001:010	3	lisääntyä	INF1.LAT	lisääntyä
dt001:010	-	(,)	PUNC	,␣
dt001:010	5a	ja	CNJ	ja␣
dt001:010	5b	katso	INTJ	katso
dt001:010	-	(,)	PUNC	,␣
dt001:010	pers%5b	te	PERS.PL.GEN	teidän␣
dt001:010	9b	luku	NOM&SGGEN.-2	lukunne␣
dt001:010	9a	%case	NOM.GEN	
dt001:010	-	(olla)	COP.ACT.PRES.3S	on␣
dt001:010	6a	tämä	DEM.SG.ESS	tänä␣
dt001:010	6b	päivä	SG.ESS	päivänä␣
dt001:010	7a	niin_kuin	SUBORD	niinkuin␣
dt001:010	(8a) 8b	taivas	SG.GEN	taivaan␣
dt001:010	7b	tähti	PL.GEN	tähtien
dt001:010	-	(.)	PUNC	.␣
dt001:011	dt001:011	dt001:011	VERSE	5Ms␣1:11␣
dt001:011	4	lisätä	ACT.IMP.3S	Lisätköön␣
dt001:011	1	Herra	SG.NOM	Herra
dt001:011	-	(,)	PUNC	,␣
dt001:011	pers%3	te	PERS.PL.GEN	teidän␣
dt001:011	3	isä	PL.GEN.-2	isienne␣
dt001:011	2	Jumala	SG.NOM	Jumala
dt001:011	-	(,)	PUNC	,␣
dt001:011	5	te	PERS.PL.PTV	teitä␣
dt001:011	6	vielä	ADV	vielä␣
dt001:011	7 8	tuhat_kertaisesti	DER.ADV.POS	tuhatkertaisesti␣
dt001:011	9a	ja	CNJ	ja␣
dt001:011	9b	siunata	ACT.IMP.3S	siunatkoon␣
dt001:011	10	te	PERS.PL.PTV	teitä
dt001:011	-	(,)	PUNC	,␣
dt001:011	11a 11b	niin_kuin	SUBORD	niinkuin␣
dt001:011	12	(hän)	PERS.SG.NOM	hän␣
dt001:011	12	(olla)	COP.ACT.PRES.3S	on␣
dt001:011	13	te	PERS.PL.ALL	teille␣
dt001:011	12	puhua	ACT.PCP2.PERF	puhunut
dt001:011	-	(.)	PUNC	.␣
dt001:012	dt001:012	dt001:012	VERSE	5Ms␣1:12␣
dt001:012	-	(mutta)	CNJ	Mutta␣
dt001:012	1	kuinka	ADV	kuinka␣
dt001:012	2	(minä)	PERS.SG.NOM	minä␣
dt001:012	2	(voida)	ACT.PRES.1S	voin␣
dt001:012	3a 3b	yksin	ADV	yksin␣
dt001:012	2	kantaa	INF1.LAT	kantaa␣
dt001:012	-	(se)	DEM.SG.PTV	sitä␣
dt001:012	4	kuorma	SG.PTV	kuormaa␣
dt001:012	5a	ja	CNJ	ja␣
dt001:012	5b	taakka	SG.PTV	taakkaa
dt001:012	-	(,)	PUNC	,␣
dt001:012	-	(joka)	REL.INDEF.SG.NOM	joka␣
dt001:012	-	(minä)	PERS.SG.ADE	minulla␣
dt001:012	-	(olla)	COP.ACT.PRES.3S	on␣
dt001:012	pers%5b	te	PERS.PL.ELA	teistä␣
dt001:012	6a	ja	CNJ	ja␣
dt001:012	pers%6b	te	PERS.PL.GEN	teidän␣
dt001:012	6b	riiteleminen	DER.PL.ELA.-2	riitelemisistänne
dt001:012	-	(?)	PUNC	?␣
dt001:013	dt001:013	dt001:013	VERSE	5Ms␣1:13␣
dt001:013	1	tuoda	ACT.IMP.2P	Tuokaa␣
dt001:013	2	%inflection	ACT.IMP.2P	
dt001:013	-	(tänne)	ADV	tänne␣
dt001:013	4	viisas	ADJ.PL.PTV	viisaita
dt001:013	(5a)	-	UNTRANSLATED	
dt001:013	-	(,)	PUNC	,␣
dt001:013	5b	ymmärtäväinen	DER.ADJ.PL.PTV	ymmärtäväisiä␣
dt001:013	6a	ja	CNJ	ja␣
dt001:013	6b	tunnettu	ADJ.PL.PTV	tunnettuja␣
dt001:013	3	mies	PL.PTV	miehiä␣
dt001:013	7b	(jokainen)	INDEF.SG.ELA	jokaisesta␣
dt001:013	7b	suku_kunta	SG.ELA.-2	sukukunnastanne
dt001:013	7a	%case	LOC	
dt001:013	-	(,)	PUNC	,␣
dt001:013	8a	niin	ADV.AD-A	niin␣
dt001:013	8b	(minä)	PERS.SG.NOM	minä␣
dt001:013	8b	asettaa	ACT.PRES.1S	asetan␣
dt001:013	pers%8b	he	PERS.PL.ACC	heidät␣
dt001:013	pers%9b	te	PERS.PL.GEN	teidän␣
dt001:013	9b	pää_mies	PL.TRA.-2	päämiehiksenne
dt001:013	9a	%case	TRA	
dt001:013	-	(.)	PUNC	.
dt001:013	-	(')	PUNC.RIGHT	'␣
dt001:014	dt001:014	dt001:014	VERSE	5Ms␣1:14␣
dt001:014	(1a)	-	UNTRANSLATED	
dt001:014	1b	(te)	PERS.PL.NOM	Te␣
dt001:014	1b	vastata	ACT.PAST.2P	vastasitte␣
dt001:014	2	minä	PERS.SG.ALL	minulle␣
dt001:014	3a	ja	CNJ	ja␣
dt001:014	3b	sanoa	ACT.PAST.2P	sanoitte
dt001:014	-	(:)	PUNC	:␣
dt001:014	-	(')	PUNC.LEFT	'
dt001:014	(5a) 5b	se	DEM.SG.NOM	Se␣
dt001:014	-	(olla)	COP.ACT.PRES.3S	on␣
dt001:014	4	hyvä	ADJ.SG.NOM	hyvä
dt001:014	-	(,)	PUNC	,␣
dt001:014	6	mikä	INT.REL.SG.PTV	mitä␣
dt001:014	7	(sinä)	PERS.SG.NOM	sinä␣
dt001:014	7	ehdottaa	ACT.PRES.2S	ehdotat␣
dt001:014	8b	tehdä:tehtävä	PSS.PCP1.SG.TRA	tehtäväksi
dt001:014	8a	%case	TRA	
dt001:014	-	(')	PUNC.RIGHT	'
dt001:014	-	(.)	PUNC	.␣
dt001:015	dt001:015	dt001:015	VERSE	5Ms␣1:15␣
dt001:015	1a	silloin	ADV	Silloin␣
dt001:015	1b	(minä)	PERS.SG.NOM	minä␣
dt001:015	1b	ottaa	ACT.PAST.1S	otin␣
dt001:015	pers%4	te	PERS.PL.GEN	teidän␣
dt001:015	4	suku_kunta	PL.GEN.-2	sukukuntienne␣
dt001:015	3	pää_mies	PL.NOM	päämiehet
dt001:015	2	%case	NOM	
dt001:015	-	(,)	PUNC	,␣
dt001:015	-	(joka)	REL.PL.NOM	jotka␣
dt001:015	-	(olla)	COP.ACT.PAST.3P	olivat␣
dt001:015	6	viisas	ADJ.PL.PTV	viisaita␣
dt001:015	7a	ja	CNJ	ja␣
dt001:015	7b	tunnettu	ADJ.PL.PTV	tunnettuja␣
dt001:015	5	mies	PL.PTV	miehiä
dt001:015	-	(,)	PUNC	,␣
dt001:015	8a	ja	CNJ	ja␣
dt001:015	8b	asettaa	ACT.PAST.1S	asetin␣
dt001:015	9	he	PERS.PL.ACC	heidät␣
dt001:015	11	te	PERS.PL.GEN	teidän␣
dt001:015	10	pää_mies	PL.TRA.-2	päämiehiksenne
dt001:015	-	(,)	PUNC	,␣
dt001:015	12 13	tuhannen_johtaja	PL.TRA	tuhannen-/tuhannenjohtajiksi
dt001:015	(14a)	-	UNTRANSLATED	
dt001:015	-	(,)	PUNC	,␣
dt001:015	14b 15	sadan_johtaja	PL.TRA	sadan-/sadanjohtajiksi
dt001:015	(16a)	-	UNTRANSLATED	
dt001:015	-	(,)	PUNC	,␣
dt001:015	16b 17	viiden_kymmenen_johtaja	PL.TRA	viidenkymmenen-~/viidenkymmenenjohtajiksi␣
dt001:015	18a	ja	CNJ	ja␣
dt001:015	18b 19	kymmenen_johtaja	DER.PL.TRA	kymmenenjohtajiksi
dt001:015	-	(,)	PUNC	,␣
dt001:015	20a	ja	CNJ	ja␣
dt001:015	20b	päällys_mies	PL.TRA	päällysmiehiksi␣
dt001:015	21b	suku_kunta	PL.ILL.-2	sukukuntiinne
dt001:015	21a	%case	LOC	
dt001:015	-	(.)	PUNC	.␣
dt001:016	dt001:016	dt001:016	VERSE	5Ms␣1:16␣
dt001:016	1a	ja	CNJ	Ja␣
dt001:016	4b (5a) 5b	silloin	ADV	silloin␣
dt001:016	4a	%case	?	
dt001:016	1b	(minä)	PERS.SG.NOM	minä␣
dt001:016	1b	käskeä	ACT.PAST.1S	käskin␣
dt001:016	pers%3	te	PERS.PL.GEN	teidän␣
dt001:016	3	tuomari	PL.PTV.-2	tuomareitanne␣
dt001:016	2	%case	PTV	
dt001:016	6a 6b	sanoa	ACT.INF2.MAN	sanoen
dt001:016	-	(:)	PUNC	:␣
dt001:016	-	(')	PUNC.LEFT	'
dt001:016	7	kuulustella	ACT.IMP.2P	Kuulustelkaa␣
dt001:016	9	veli	PL.PTV.-2	veljiänne␣
dt001:016	8	%case	PTV	
dt001:016	10a	ja	CNJ	ja␣
dt001:016	10b	tuomita	ACT.IMP.2P	tuomitkaa␣
dt001:016	11	oikein	ADV	oikein
dt001:016	-	(,)	PUNC	,␣
dt001:016	-	(jos)	SUBORD	jos␣
dt001:016	13	joku	INDEF.SG.ADE	jollakulla␣
dt001:016	12	%case	LOC	
dt001:016	-	(olla)	COP.ACT.PRES.3S	on␣
dt001:016	-	(riita-asia)	SG.NOM	riita-asia␣
dt001:016	(14a)	-	UNTRANSLATED	
dt001:016	15	veli	NOM&SGGEN.-3	veljensä␣
dt001:016	14b	%case	NOM.GEN	
dt001:016	16a	tai	CNJ	tai␣
dt001:016	pers%17	luona	PREP.-3	luonaan␣
dt001:016	pers%17	asua:asuva	ACT.PCP1.SG.GEN	asuvan␣
dt001:016	17	muukalainen	ADJ.SG.GEN	muukalaisen␣
dt001:016	16b	kanssa	POST	kanssa
dt001:016	-	(.)	PUNC	.␣
dt001:017	dt001:017	dt001:017	VERSE	5Ms␣1:17␣
dt001:017	1	älä	NEGV.ACT.IMP.2P	Älkää␣
dt001:017	2	katsoa	ACT.IMP.NEG	katsoko␣
dt001:017	3	henkilö	SG.ILL	henkilöön␣
dt001:017	4b	tuomita	ACT.INF2.INE.-2	tuomitessanne
dt001:017	4a	%case	LOC	
dt001:017	-	(,)	PUNC	,␣
dt001:017	-	(vaan)	SUBORD	vaan␣
dt001:017	7	kuulla	ACT.IMP.2P	kuulkaa␣
dt001:017	5b	pieni	ADJ.SG.PTV	pientä␣
dt001:017	5a	%case	PTV	
dt001:017	6a	yhtä	AD-A	yhtä␣
dt001:017	6a	hyvin	ADV.POS	hyvin␣
dt001:017	6a	kuin	SUBORD	kuin␣
dt001:017	6b	suuri	ADJ.SG.PTV.-CLITIC	suurtakin
dt001:017	-	(;)	PUNC	;␣
dt001:017	8	älä	NEGV.ACT.IMP.2P	älkää␣
dt001:017	9	peljätä	ACT.IMP.NEG	peljätkö␣
dt001:017	10a 10b	%case	?	
dt001:017	-	(kukaan)	INDEF.SG.PTV	ketään␣
dt001:017	11	ihminen	SG.PTV	ihmistä
dt001:017	-	(,)	PUNC	,␣
dt001:017	12	sillä	SUBORD	sillä␣
dt001:017	(13a) 13b	tuomio	SG.NOM	tuomio␣
dt001:017	15	olla	COP.ACT.PRES.3S	on␣
dt001:017	14b	Jumala	SG.GEN	Jumalan
dt001:017	14a	%case	GEN	
dt001:017	-	(.)	PUNC	.␣
dt001:017	16a	mutta	CNJ	Mutta␣
dt001:017	(16b) 16c	asia	SG.NOM	asia
dt001:017	-	(,)	PUNC	,␣
dt001:017	17	joka	REL.INDEF.SG.NOM	joka␣
dt001:017	18	olla	COP.ACT.PRES.3S	on␣
dt001:017	pers%19	te	PERS.PL.ELA	teistä␣
dt001:017	19	liian	AD-A	liian␣
dt001:017	18	vaikea	ADJ.SG.NOM	vaikea
dt001:017	-	(,)	PUNC	,␣
dt001:017	20	lykätä	ACT.IMP.2P	lykätkää␣
dt001:017	21	minä	PERS.SG.ALL	minulle
dt001:017	-	(,)	PUNC	,␣
dt001:017	22b	kuulla	INF1.TRA.-1	kuullakseni␣
dt001:017	22a	%inflection	INF1.TRA.-1	
dt001:017	pers%22b	se	DEM.SG.GEN	sen
dt001:017	-	(.)	PUNC	.
dt001:017	-	(')	PUNC.RIGHT	'␣
dt001:018	dt001:018	dt001:018	VERSE	5Ms␣1:18␣
dt001:018	1a	ja	CNJ	Ja␣
dt001:018	3b (4a) 4b	silloin	ADV	silloin␣
dt001:018	3a	%case	?	
dt001:018	1b	(minä)	PERS.SG.NOM	minä␣
dt001:018	1b	antaa	ACT.PAST.1S	annoin␣
dt001:018	2	te	PERS.PL.ALL	teille␣
dt001:018	1b	käsky	PL.NOM	käskyt␣
dt001:018	6 (7a) 7b	kaikki	INDEF.SG.ELA	kaikesta
dt001:018	5	%case	LOC	
dt001:018	-	(,)	PUNC	,␣
dt001:018	8	mikä	INT.REL.SG.PTV	mitä␣
dt001:018	9	(te)	PERS.PL.GEN	teidän␣
dt001:018	9	(olla)	COP.ACT.PAST.3S	oli␣
dt001:018	9	tehdä	PSS.PCP1.NECE	tehtävä
dt001:018	-	(.)	PUNC	.␣
dt001:019	dt001:019	dt001:019	VERSE	5Ms␣1:19␣
dt001:019	1a	niin	ADV.AD-A	Niin␣
dt001:019	1b	(me)	PERS.PL.NOM	me␣
