lm001:001	lm001:001	lm001:001	VERSE	Val␣1:1␣
lm001:002	3b	yö	SG.INE	yössä
lm001:002	3a	%case	LOC	
lm001:002	-	(,)	PUNC	,␣
lm001:002	4a	ja	CNJ	ja␣
lm001:002	pers%4b	se	DEM.SG.ADE	sillä␣
lm001:002	-	(olla)	COP.ACT.PRES.3S	on␣
lm001:002	4b	kyynel,kyynele	PL.NOM	kyyneleet␣
lm001:002	6	poski	PL.ADE.-3	poskillansa
lm001:002	5	%case	LOC	
lm001:002	-	(.)	PUNC	.␣
lm001:002	7	ei	NEGV.3S	Ei␣
lm001:002	7	olla	COP.ACT.PRES.NEG	ole␣
lm001:002	8	se	DEM.SG.ADE	sillä␣
lm001:002	9	lohduttaja	DER.SG.PTV	lohduttajaa␣
lm001:002	10b	kaikki	INDEF.PL.GEN	kaikkien␣
lm001:002	pers%11	se	DEM.SG.GEN	sen␣
lm001:002	11	rakastaja	DER.PL.GEN	rakastajain␣
lm001:002	10a	seassa	POST	seassa
lm001:002	-	(.)	PUNC	.␣
lm001:002	14	uskoton	DER.ADJ.PL.PTV	Uskottomia␣
lm001:002	14	(olla)	COP.ACT.PRES.3P	ovat␣
lm001:002	15	se	DEM.SG.ALL	sille␣
lm001:002	14	olla	COP.ACT.PCP2.PERF	olleet␣
lm001:002	12	kaikki	INDEF.SG.NOM	kaikki␣
lm001:002	pers%13	se	DEM.SG.GEN	sen␣
lm001:002	13	ystävä	PL.NOM	ystävät
lm001:002	-	(,)	PUNC	,␣
lm001:002	16	(olla)	COP.ACT.PRES.3P	ovat␣
lm001:002	17	se	DEM.SG.ALL	sille␣
lm001:002	18b	viha_mies	PL.TRA	vihamiehiksi␣
lm001:002	18a	%case	TRA	
lm001:002	16	tulla	ACT.PCP2.PERF	tulleet
lm001:002	-	(.)	PUNC	.␣
lm001:003	lm001:003	lm001:003	VERSE	Val␣1:3␣
lm001:003	2	Juuda	PR.SG.NOM	Juuda␣
lm001:003	1	(olla)	COP.ACT.PRES.3S	on␣
lm001:003	1	siirtyä	ACT.PCP2.PERF	siirtynyt␣
lm001:003	1	maa	SG.ELA.-3	maastansa␣
lm001:003	3b	kurjuus	DER.SG.PTV	kurjuutta␣
lm001:003	3a	%case	PTV	
lm001:003	4a	ja	CNJ	ja␣
lm001:003	5	työ	SG.GEN	työn␣
lm001:003	4c	kovuus	DER.SG.PTV	kovuutta␣
lm001:003	4b	%case	PTV	
lm001:003	1	pako	SG.ILL	pakoon
lm001:003	-	(.)	PUNC	.␣
lm001:003	6	se	DEM.SG.NOM	Se␣
lm001:003	7	istua	ACT.PRES.3S	istuu␣
lm001:003	8b	pakana_kansa	PL.GEN	pakanakansain␣
lm001:003	8a	seassa	POST	seassa␣
lm001:003	9	ei	NEGV.3S.-CLITIC	eikä␣
lm001:003	11	lepo	SG.PTV	lepoa␣
lm001:003	10	löytää	ACT.PRES.NEG	löydä
lm001:003	-	(.)	PUNC	.␣
lm001:003	12	kaikki	INDEF.SG.NOM	Kaikki␣
lm001:003	pers%13	se	DEM.SG.GEN	sen␣
lm001:003	13	vainooja	PL.NOM	vainoojat␣
lm001:003	14	saavuttaa	DER.ACT.PAST.3P	saavuttivat␣
lm001:003	pers%14	se	DEM.SG.GEN	sen
lm001:003	-	(,)	PUNC	,␣
lm001:003	-	(kun)	SUBORD	kun␣
lm001:003	-	(se)	DEM.SG.NOM	se␣
lm001:003	-	(olla)	COP.ACT.PAST.3S	oli␣
lm001:003	(16a) 16b	ahdistus	DER.PL.GEN	ahdistuksien␣
lm001:003	15	keskellä	PREP	keskellä
lm001:003	-	(.)	PUNC	.␣
lm001:004	lm001:004	lm001:004	VERSE	Val␣1:4␣
lm001:004	2	Siion	PR.SG.GEN	Siionin␣
lm001:004	1	tie	PL.NOM	tiet␣
lm001:004	3	surra	ACT.PRES.3P	surevat
lm001:004	-	(,)	PUNC	,␣
lm001:004	-	(sillä)	SUBORD	sillä␣
lm001:004	5 6	juhlille_tulija	DER.PL.PTV	juhlilletulijoita␣
lm001:004	4a 4b	ei	NEGV.3S	ei␣
lm001:004	4a 4b	olla	COP.ACT.PRES.NEG	ole
lm001:004	-	(.)	PUNC	.␣
lm001:004	7	kaikki	INDEF.SG.NOM	Kaikki␣
lm001:004	pers%8	se	DEM.SG.GEN	sen␣
lm001:004	8	portti	PL.NOM	portit␣
lm001:004	9	(olla)	COP.ACT.PRES.3P	ovat␣
lm001:004	9	autio	ADJ.PL.ESS	autioina
lm001:004	-	(,)	PUNC	,␣
lm001:004	pers%10	se	DEM.SG.GEN	sen␣
lm001:004	10	pappi	PL.NOM	papit␣
lm001:004	11	huokailla	DER.ACT.PRES.3P	huokailevat
lm001:004	-	(,)	PUNC	,␣
lm001:004	pers%12	se	DEM.SG.GEN	sen␣
lm001:004	12	neitsyt	PL.NOM	neitsyet␣
lm001:004	13	olla	COP.ACT.PRES.3P	ovat␣
lm001:004	13	murhe	PL.INE.-3	murheissaan
lm001:004	-	(,)	PUNC	,␣
lm001:004	14a	ja	CNJ	ja␣
lm001:004	16	se	DEM.SG.ADE	sillä␣
lm001:004	14b	itse	REFL.SG.ADE.-3	itsellään␣
lm001:004	-	(olla)	COP.ACT.PRES.3S	on␣
lm001:004	15	katkera	ADJ.SG.NOM	katkera␣
lm001:004	15	(mieli)	SG.NOM	mieli
lm001:004	-	(.)	PUNC	.␣
lm001:005	lm001:005	lm001:005	VERSE	Val␣1:5␣
lm001:005	pers%2	se	DEM.SG.GEN	Sen␣
lm001:005	2	vihollinen	PL.NOM	viholliset␣
lm001:005	1	(olla)	COP.ACT.PRES.3P	ovat␣
lm001:005	3b	voitto	SG.ALL	voitolle␣
lm001:005	3a	%case	LOC	
lm001:005	1	päästä	ACT.PCP2.PERF	päässeet
lm001:005	-	(,)	PUNC	,␣
lm001:005	pers%4	se	DEM.SG.GEN	sen␣
lm001:005	4	viha_mies	PL.NOM	vihamiehet␣
lm001:005	5	menestyä	ACT.PRES.3P	menestyvät
lm001:005	-	(.)	PUNC	.␣
lm001:005	6	sillä	SUBORD	Sillä␣
lm001:005	7	Herra	SG.NOM	Herra␣
lm001:005	8	(olla)	COP.ACT.PRES.3S	on␣
lm001:005	8	(saattaa)	ACT.PCP2.PERF	saattanut␣
lm001:005	pers%8	se	DEM.SG.GEN	sen␣
lm001:005	8	murheellinen	DER.ADJ.SG.TRA	murheelliseksi␣
lm001:005	pers%11	se	DEM.SG.GEN	sen␣
lm001:005	11	rikkomus	PL.GEN	rikkomusten␣
lm001:005	10	paljous	SG.GEN	paljouden␣
lm001:005	9	tähden	POST	tähden
lm001:005	-	(.)	PUNC	.␣
lm001:005	pers%12	se	DEM.SG.GEN	Sen␣
lm001:005	12	pieni	ADJ.PL.NOM	pienet␣
lm001:005	12	lapsi	PL.NOM	lapset␣
lm001:005	13	(olla)	COP.ACT.PRES.3P	ovat␣
lm001:005	13	mennä	ACT.PCP2.PERF	menneet␣
lm001:005	14	vankeus	SG.ILL	vankeuteen␣
lm001:005	16	vihollinen	SG.GEN	vihollisen␣
lm001:005	15a 15b	viedä:viemä	PCPA.PL.ESS	vieminä
lm001:005	-	(.)	PUNC	.␣
lm001:006	lm001:006	lm001:006	VERSE	Val␣1:6␣
lm001:006	(1a)	-	UNTRANSLATED	
lm001:006	1b	mennä:mennyt	ACT.PCP2.SG.NOM	Mennyt␣
lm001:006	1b	(olla)	COP.ACT.PRES.3S	on␣
lm001:006	3b	tytär	SG.NOM	tytär␣
lm001:006	3a	%case	NOM	
lm001:006	4	Siion	PR.SG.ABL	Siionilta␣
lm001:006	5	kaikki	INDEF.SG.NOM	kaikki␣
lm001:006	pers%6	hän	PERS.SG.GEN	hänen␣
lm001:006	6	kauneus	NOM&SGGEN.-3	kauneutensa
lm001:006	-	(.)	PUNC	.␣
lm001:006	pers%8	hän	PERS.SG.GEN	Hänen␣
lm001:006	8	ruhtinas	NOM&SGGEN.-3	ruhtinaansa␣
lm001:006	7	olla	COP.ACT.PRES.3P	ovat␣
lm001:006	9a	kuin	SUBORD	kuin␣
lm001:006	9b	peura	PL.NOM	peurat
lm001:006	-	(,)	PUNC	,␣
lm001:006	-	(joka)	REL.PL.NOM	jotka␣
lm001:006	10	ei	NEGV.3P	eivät␣
lm001:006	12	laidun	SG.PTV	laidunta␣
lm001:006	11	löytää	ACT.PRES.NEG	löydä
lm001:006	(13a)	-	UNTRANSLATED	
lm001:006	-	(;)	PUNC	;␣
lm001:006	13b	(he)	PERS.PL.NOM	he␣
lm001:006	13b	kulkea	ACT.PAST.3P	kulkivat␣
lm001:006	15	voimaton	DER.ADJ.PL.ESS	voimattomina␣
lm001:006	14a 14b	%case	ESS	
lm001:006	17	vainooja	SG.GEN	vainoojan␣
lm001:006	16a 16b	edessä	PREP	edessä
lm001:006	-	(.)	PUNC	.␣
lm001:007	lm001:007	lm001:007	VERSE	Val␣1:7␣
lm001:007	2	Jerusalem	PR.SG.NOM	Jerusalem␣
lm001:007	1	muistella	DER.ACT.PRES.3S	muistelee␣
lm001:007	4	kurjuus	DER.NOM&SGGEN.-3	kurjuutensa␣
lm001:007	3	päivä	PL.ESS	päivinä␣
lm001:007	5a	ja	CNJ	ja␣
lm001:007	5b	kodittomuus	DER.SG.INE.-3	kodittomuudessaan␣
lm001:007	6	kaikki	INDEF.SG.PTV	kaikkea␣
lm001:007	7	kallis_arvoinen	ADJ.SG.PTV	kallisarvoista
lm001:007	-	(,)	PUNC	,␣
lm001:007	8	mikä	INT.REL.SG.PTV	mitä␣
lm001:007	-	(se)	DEM.SG.ADE	sillä␣
lm001:007	9	olla	COP.ACT.PAST.3S	oli␣
lm001:007	11	muinainen	ADJ.PL.ELA	muinaisista␣
lm001:007	10b	päivä	PL.ELA	päivistä␣
lm001:007	10a	asti	POST	asti
lm001:007	-	(.)	PUNC	.␣
lm001:007	12a	kun	SUBORD	Kun␣
lm001:007	pers%13	se	DEM.SG.GEN	sen␣
lm001:007	13	kansa	SG.NOM	kansa␣
lm001:007	12b	sortua	ACT.PAST.3S	sortui␣
lm001:007	15	vihollinen	SG.GEN	vihollisen␣
lm001:007	14b	käsi	PL.ILL	käsiin␣
lm001:007	14a	%case	LOC	
lm001:007	16b	ei	NEGV.3S.-CLITIC	eikä␣
lm001:007	16a	%clitic	kA	
lm001:007	18	se	DEM.SG.ADE	sillä␣
lm001:007	-	(olla)	COP.ACT.PAST.SG	ollut␣
lm001:007	17	auttaja	DER.SG.PTV	auttajaa
lm001:007	-	(,)	PUNC	,␣
lm001:007	19	katsoa	ACT.PAST.3P	katsoivat␣
lm001:007	20	vihollinen	PL.NOM	viholliset␣
lm001:007	pers%19	se	DEM.SG.PTV	sitä␣
lm001:007	-	(ja)	CNJ	ja␣
lm001:007	21	nauraa	ACT.PAST.3P	nauroivat␣
lm001:007	pers%23	se	DEM.SG.GEN	sen␣
lm001:007	23	turmio	SG.PTV	turmiota
lm001:007	22	%case	PTV	
lm001:007	-	(.)	PUNC	.␣
lm001:008	lm001:008	lm001:008	VERSE	Val␣1:8␣
lm001:008	3	Jerusalem	PR.SG.NOM	Jerusalem␣
lm001:008	2	olla	COP.ACT.PRES.3S	on␣
lm001:008	-	(raskaasti)	DER.ADV.POS	raskaasti␣
lm001:008	2	synti	SG.PTV	syntiä␣
lm001:008	2	tehdä	ACT.PCP2.PERF	tehnyt
lm001:008	1	%case	NOM	
lm001:008	-	(,)	PUNC	,␣
lm001:008	4 5	sen_tähden	ADV	sentähden␣
lm001:008	-	(se)	DEM.SG.NOM	se␣
lm001:008	7	(olla)	COP.ACT.PRES.3S	on␣
lm001:008	6b	saasta	SG.TRA	saastaksi␣
lm001:008	6a	%case	TRA	
lm001:008	7	tulla	ACT.PCP2.PERF	tullut
lm001:008	-	(.)	PUNC	.␣
lm001:008	8	kaikki	INDEF.SG.NOM	Kaikki
lm001:008	-	(,)	PUNC	,␣
lm001:008	-	(joka)	REL.PL.NOM	jotka␣
lm001:008	pers%9	se	DEM.SG.PTV	sitä␣
lm001:008	9	kunnioittaa	ACT.PAST.3P	kunnioittivat
lm001:008	-	(,)	PUNC	,␣
lm001:008	10	halveksia	ACT.PRES.3P	halveksivat␣
lm001:008	pers%10	se	DEM.SG.PTV	sitä␣
lm001:008	11	nyt	ADV	nyt
lm001:008	-	(,)	PUNC	,␣
lm001:008	11	kun	SUBORD	kun␣
lm001:008	12	(olla)	COP.ACT.PRES.3P	ovat␣
lm001:008	12	nähdä	ACT.PCP2.PERF	nähneet␣
lm001:008	pers%13	se	DEM.SG.GEN	sen␣
lm001:008	13	alastomuus	DER.SG.GEN	alastomuuden
lm001:008	-	(.)	PUNC	.␣
lm001:008	15	itse	REFL.SG.NOM.-CLITIC	Itsekin␣
lm001:008	14	%clitic	kin	
lm001:008	16	(se)	DEM.SG.NOM	se␣
lm001:008	16	huoata	ACT.PRES.3S	huokaa␣
lm001:008	17a	ja	CNJ	ja␣
lm001:008	17b	kääntyä	ACT.PRES.3S	kääntyy␣
lm001:008	18	pois_päin	ADV	poispäin
lm001:008	-	(.)	PUNC	.␣
lm001:009	lm001:009	lm001:009	VERSE	Val␣1:9␣
lm001:009	pers%1	se	DEM.SG.GEN	Sen␣
lm001:009	1	tahra	PL.NOM	tahrat␣
lm001:009	-	(olla)	COP.ACT.PRES.3P	ovat␣
lm001:009	pers%2b	se	DEM.SG.GEN	sen␣
lm001:009	2b	lieve	PL.INE	liepeissä
lm001:009	2a	%case	LOC	
lm001:009	-	(.)	PUNC	.␣
lm001:009	-	(se)	DEM.SG.NOM	Se␣
lm001:009	3	ei	NEGV.3S	ei␣
lm001:009	4	ajatella	ACT.PAST.SG	ajatellut
lm001:009	-	(,)	PUNC	,␣
lm001:009	5	(mikä)	INT.REL.INDEF.SG.NOM	mikä␣
lm001:009	pers%5	se	DEM.SG.ALL	sille␣
lm001:009	5	tulla	ACT.PCP1.FUTR	tuleva␣
lm001:009	5	(olla)	COP.ACT.PAST.3S	oli
lm001:009	-	(,)	PUNC	,␣
lm001:009	6a	ja	CNJ	ja␣
lm001:009	6a	niin	ADV.AD-A	niin␣
lm001:009	6b	(se)	DEM.SG.NOM	se␣
lm001:009	6b	sortua	ACT.PAST.3S	sortui␣
lm001:009	7	hämmästyttävästi	DER.ADV.POS	hämmästyttävästi
lm001:009	-	(.)	PUNC	.␣
lm001:009	8	ei	NEGV.3S	Ei␣
lm001:009	8	olla	COP.ACT.PRES.NEG	ole␣
lm001:009	10	se	DEM.SG.ADE	sillä␣
lm001:009	9	lohduttaja	DER.SG.PTV	lohduttajaa
lm001:009	-	(.)	PUNC	.␣
lm001:009	11	katsoa	ACT.IMP.2S	Katso
lm001:009	-	(,)	PUNC	,␣
lm001:009	12	Herra	SG.NOM	Herra
lm001:009	-	(,)	PUNC	,␣
lm001:009	pers%14	minä	PERS.SG.GEN	minun␣
lm001:009	14	kurjuus	DER.SG.PTV.-1	kurjuuttani
lm001:009	13	%case	PTV	
lm001:009	-	(,)	PUNC	,␣
lm001:009	15	sillä	SUBORD	sillä␣
lm001:009	17	viha_mies	SG.NOM	vihamies␣
lm001:009	16	ylvästellä	ACT.PRES.3S	ylvästelee
lm001:009	-	(.)	PUNC	.␣
lm001:010	lm001:010	lm001:010	VERSE	Val␣1:10␣
lm001:010	3	vihollinen	SG.NOM	Vihollinen␣
lm001:010	2	levittää	DER.ACT.PAST.3S	levitti␣
lm001:010	1	käsi	NOM&SGGEN.-3	kätensä␣
lm001:010	5	kaikki	INDEF.PL.PTV	kaikkia␣
lm001:010	pers%6	se	DEM.SG.GEN	sen␣
lm001:010	6	kalleus	PL.PTV	kalleuksia␣
lm001:010	4	kohti	PREP	kohti
lm001:010	-	(.)	PUNC	.␣
lm001:010	7	niin	ADV.AD-A	Niin
lm001:010	-	(,)	PUNC	,␣
lm001:010	8	(se)	DEM.SG.GEN	sen␣
lm001:010	8	(täytyä)	ACT.PAST.3S	täytyi␣
lm001:010	8	nähdä	INF1.LAT	nähdä
lm001:010	-	(,)	PUNC	,␣
lm001:010	-	(kuinka)	AD-A	kuinka␣
lm001:010	9	pakana	PL.NOM	pakanat␣
lm001:010	10	tunkeutua	DER.ACT.PAST.3P	tunkeutuivat␣
lm001:010	pers%11	se	DEM.SG.GEN	sen␣
lm001:010	11	pyhäkkö	SG.ILL	pyhäkköön
lm001:010	-	(,)	PUNC	,␣
lm001:010	12	ne	DEM.PL.NOM	ne
lm001:010	-	(,)	PUNC	,␣
lm001:010	12	joka	REL.PL.NOM	jotka␣
lm001:010	13	(sinä)	PERS.SG.NOM	sinä␣
lm001:010	13	(olla)	COP.ACT.PAST.2S	olit␣
lm001:010	13	kieltää	ACT.PCP2.PERF	kieltänyt␣
lm001:010	15	tulla	INF3.ELA	tulemasta␣
lm001:010	14	%inflection	INF3.ELA	
lm001:010	17	sinä	PERS.SG.GEN	sinun␣
lm001:010	16b	seurakunta	SG.ILL.-2	seurakuntaasi
lm001:010	16a	%case	LOC	
lm001:010	-	(.)	PUNC	.␣
lm001:011	lm001:011	lm001:011	VERSE	Val␣1:11␣
lm001:011	1	kaikki	INDEF.SG.NOM	Kaikki␣
lm001:011	pers%2	se	DEM.SG.GEN	sen␣
lm001:011	2	kansa	SG.NOM	kansa␣
lm001:011	3	huoata	ACT.PRES.3S	huokaa␣
lm001:011	4	etsiä	ACT.INF2.INE.-3	etsiessänsä␣
lm001:011	5	leipä	SG.PTV	leipää
lm001:011	-	(:)	PUNC	:␣
lm001:011	6	(he)	PERS.PL.NOM	he␣
lm001:011	6	antaa	ACT.PRES.3P	antavat
lm001:011	-	(,)	PUNC	,␣
lm001:011	8	(mikä)	INT.REL.SG.PTV	mitä␣
lm001:011	pers%8	he	PERS.PL.ADE	heillä␣
lm001:011	8	kallis	ADJ.SG.PTV	kallista␣
lm001:011	8	(olla)	COP.ACT.PRES.3S	on
lm001:011	-	(,)	PUNC	,␣
lm001:011	9b	ruoka	SG.ELA	ruuasta
lm001:011	9a	%case	LOC	
lm001:011	-	(,)	PUNC	,␣
lm001:011	10b	(saada)	INF1.TRA.-3	saadakseen␣
lm001:011	10a	%case	TRA	
lm001:011	11	nälkä	NOM&SGGEN.-3	nälkänsä␣
lm001:011	10b	tyydyttää	DER.PSS.PCP2.ACCD	tyydytetyksi
lm001:011	-	(.)	PUNC	.␣
lm001:011	12	katsoa	ACT.IMP.2S	Katso
lm001:011	-	(,)	PUNC	,␣
lm001:011	13	Herra	SG.NOM	Herra
lm001:011	-	(,)	PUNC	,␣
lm001:011	14a	ja	CNJ	ja␣
lm001:011	14b	nähdä	ACT.IMP.2S	näe
lm001:011	-	(,)	PUNC	,␣
lm001:011	15	kuinka	AD-A	kuinka␣
lm001:011	17	halveksittu	ADJ.SG.NOM	halveksittu␣
lm001:011	16	(minä)	PERS.SG.NOM	minä␣
lm001:011	16	olla	COP.ACT.PRES.1S	olen
lm001:011	-	(.)	PUNC	.␣
lm001:012	lm001:012	lm001:012	VERSE	Val␣1:12␣
lm001:012	1	ei	NEGV.3S.-CLITIC	Eikö␣
lm001:012	-	(tämä)	DEM.SG.NOM	tämä␣
lm001:012	-	(koskea)	ACT.PRES.NEG	koske␣
lm001:012	2	te	PERS.PL.ILL	teihin
lm001:012	-	(,)	PUNC	,␣
lm001:012	3	kaikki	INDEF.SG.NOM	kaikki␣
lm001:012	4 5	ohi_kulkija	DER.PL.NOM	ohikulkijat
lm001:012	-	(?)	PUNC	?␣
lm001:012	6	katsoa	ACT.IMP.2P	Katsokaa␣
lm001:012	7a	ja	CNJ	ja␣
lm001:012	7b	nähdä	ACT.IMP.2P	nähkää
lm001:012	-	(:)	PUNC	:␣
lm001:012	9	olla	COP.ACT.PRES.3S.-CLITIC	onko␣
lm001:012	8	%case	?	
lm001:012	10	kipu	SG.PTV	kipua
lm001:012	-	(,)	PUNC	,␣
lm001:012	pers%11b	minä	PERS.SG.GEN	minun␣
lm001:012	11b	kipu	NOM&SGGEN.-1	kipuni␣
lm001:012	11a	vertainen	ADJ.SG.PTV	vertaista
lm001:012	-	(,)	PUNC	,␣
lm001:012	12	joka	REL.INDEF.SG.NOM	joka␣
lm001:012	13	(olla)	COP.ACT.PRES.3S	on␣
lm001:012	14	minä	PERS.SG.GEN	minun␣
lm001:012	13	kantaa:kannettava	PSS.PCP1.SG.TRA.-1	kannettavakseni␣
lm001:012	tasp%13	panna	PSS.PCP2.PERF	pantu
lm001:012	-	(,)	PUNC	,␣
lm001:012	15	joka	REL.SG.ADE	jolla␣
lm001:012	17	Herra	SG.NOM	Herra␣
lm001:012	16	(olla)	COP.ACT.PRES.3S	on␣
lm001:012	16	murehduttaa	ACT.PCP2.PERF	murehduttanut␣
lm001:012	-	(minä)	PERS.SG.ACC	minut␣
lm001:012	20	viha	NOM&SGGEN.-3	vihansa␣
lm001:012	19	hehku	SG.GEN	hehkun␣
lm001:012	18b	päivä	SG.ESS	päivänä
lm001:012	18a	%case	ESS	
lm001:012	-	(?)	PUNC	?␣
lm001:013	lm001:013	lm001:013	VERSE	Val␣1:13␣
lm001:013	2	(hän)	PERS.SG.NOM	Hän␣
lm001:013	2	lähettää	ACT.PAST.3S	lähetti␣
lm001:013	3	tuli	SG.GEN	tulen␣
lm001:013	1b	korkeus	DER.SG.ELA	korkeudesta␣
lm001:013	1a	%case	LOC	
lm001:013	pers%4b	minä	PERS.SG.GEN	minun␣
lm001:013	4b	luu	PL.ILL.-1	luihini␣
lm001:013	4a	%case	LOC	
lm001:013	5a	ja	CNJ	ja␣
lm001:013	5b	kurittaa	ACT.PAST.3S	kuritti␣
lm001:013	pers%5b	ne	DEM.PL.PTV	niitä
lm001:013	-	(.)	PUNC	.␣
lm001:013	6	(hän)	PERS.SG.NOM	Hän␣
lm001:013	6	virittää	DER.ACT.PAST.3S	viritti␣
lm001:013	7	verkko	SG.GEN	verkon␣
lm001:013	pers%8b	minä	PERS.SG.GEN	minun␣
lm001:013	8b	jalka	PL.GEN.-1	jalkaini␣
lm001:013	8a	varalle	POST	varalle
lm001:013	-	(,)	PUNC	,␣
lm001:013	10 9	(hän)	PERS.SG.NOM	hän␣
lm001:013	10 9	(panna)	ACT.PAST.3S	pani␣
lm001:013	pers%9	minä	PERS.SG.ACC	minut␣
lm001:013	10 9	peräytyä	DER.INF3.ILL	peräytymään
lm001:013	-	(,)	PUNC	,␣
lm001:013	11	(hän)	PERS.SG.NOM	hän␣
lm001:013	11	tehdä	ACT.PAST.3S	teki␣
lm001:013	pers%11	minä	PERS.SG.ACC	minut␣
lm001:013	12	autio	ADJ.SG.TRA	autioksi
lm001:013	-	(,)	PUNC	,␣
lm001:013	13 (14a) 14b	ainiaan	ADV	ainiaan␣
lm001:013	15	sairas	ADJ.SG.TRA	sairaaksi
lm001:013	-	(.)	PUNC	.␣
lm001:014	lm001:014	lm001:014	VERSE	Val␣1:14␣
lm001:014	pers%4b	hän	PERS.SG.GEN	Hänen␣
lm001:014	4b	käsi	NOM&SGGEN.-3	kätensä␣
lm001:014	4a	%case	NOM.GEN	
lm001:014	1	sitoa	ACT.PAST.3S	sitoi␣
lm001:014	pers%3	minä	PERS.SG.GEN	minun␣
lm001:014	3	rikos	PL.GEN.-1	rikosteni␣
lm001:014	2	ies	SG.GEN	ikeen
lm001:014	-	(:)	PUNC	:␣
lm001:014	5	(ne)	DEM.PL.NOM	ne␣
lm001:014	5	kietoa	PSS.PAST	kiedottiin␣
lm001:014	5	yhteen	ADV	yhteen
lm001:014	-	(,)	PUNC	,␣
lm001:014	6	tulla	ACT.PAST.3P	tulivat␣
lm001:014	pers%8	minä	PERS.SG.GEN	minun␣
lm001:014	8	niska	SG.ALL.-1	niskalleni
lm001:014	7	%case	LOC	
lm001:014	-	(;)	PUNC	;␣
lm001:014	9	(hän)	PERS.SG.NOM	hän␣
lm001:014	9	(saattaa)	ACT.PAST.3S	saattoi␣
lm001:014	9	horjua	INF3.ILL	horjumaan␣
lm001:014	pers%10	minä	PERS.SG.GEN	minun␣
lm001:014	10	voima	DER.NOM&SGGEN.-1	voimani
lm001:014	-	(.)	PUNC	.␣
lm001:014	12	Herra	SG.NOM	Herra␣
lm001:014	11	antaa	ACT.PAST.3S	antoi␣
lm001:014	pers%11	minä	PERS.SG.ACC	minut␣
lm001:014	-	(ne)	DEM.PL.GEN	niiden␣
lm001:014	13b	käsi	PL.ILL	käsiin
lm001:014	13a	%case	LOC	
lm001:014	-	(,)	PUNC	,␣
lm001:014	-	(joka)	REL.PL.PTV	joita␣
lm001:014	15	(minä)	PERS.SG.NOM	minä␣
lm001:014	14	ei	NEGV.1S	en␣
lm001:014	15	voida	ACT.PRES.NEG	voi␣
lm001:014	16	vastustaa	INF1.LAT	vastustaa
lm001:014	-	(.)	PUNC	.␣
lm001:015	lm001:015	lm001:015	VERSE	Val␣1:15␣
lm001:015	4	Herra	SG.NOM	Herra␣
lm001:015	1	hyljätä	ACT.PAST.3S	hylkäsi␣
lm001:015	2	kaikki	INDEF.SG.NOM	kaikki␣
lm001:015	pers%3	minä	PERS.SG.GEN	minun␣
lm001:015	3	urho	NOM&SGGEN.-1	urhoni
lm001:015	-	(,)	PUNC	,␣
lm001:015	-	(joka)	REL.PL.PTV	joita␣
lm001:015	pers%5b	minä	PERS.SG.GEN	minun␣
lm001:015	5b	keskuudessa	POST.-1	keskuudessani␣
lm001:015	5a	%case	LOC	
lm001:015	-	(olla)	COP.ACT.PAST.3S	oli
lm001:015	-	(;)	PUNC	;␣
lm001:015	6	(hän)	PERS.SG.NOM	hän␣
lm001:015	6	kutsua	ACT.PAST.3S	kutsui␣
lm001:015	6	kokoon	ADV	kokoon␣
lm001:015	8	juhla	SG.GEN	juhlan␣
lm001:015	pers%7	minä	PERS.SG.PTV	minua␣
