ha001:001	ha001:001	ha001:001	VERSE	Hab␣1:1␣
ha001:006	-	(,)	PUNC	,␣
ha001:006	2	(minä)	PERS.SG.NOM	minä␣
ha001:006	3	nostaa	ACT.PRES.1S	nostan␣
ha001:006	(5a) 5b	kaldealainen	DER.ADJ.PL.NOM	kaldealaiset
ha001:006	4	%case	NOM	
ha001:006	-	(,)	PUNC	,␣
ha001:006	(7a) 7b	tuima	ADJ.SG.GEN	tuiman␣
ha001:006	8a	ja	CNJ	ja␣
ha001:006	(8b) 8c	raju	ADJ.SG.GEN	rajun␣
ha001:006	(6a) 6b	kansa	SG.GEN	kansan
ha001:006	-	(,)	PUNC	,␣
ha001:006	-	(joka)	REL.INDEF.SG.NOM	joka␣
ha001:006	(9a) 9b	kulkea	ACT.PRES.3S	kulkee␣
ha001:006	11	maa	SG.PTV	maata␣
ha001:006	10b	lavealti	ADV	lavealti␣
ha001:006	10a	%case	?	
ha001:006	-	(ja)	CNJ	ja␣
ha001:006	12b	ottaa	ACT.PRES.3S	ottaa␣
ha001:006	12a	%case	?	
ha001:006	12b	oma	ADJ.SG.TRA.-3	omaksensa␣
ha001:006	13	asuin_sija	PL.NOM	asuinsijat
ha001:006	-	(,)	PUNC	,␣
ha001:006	-	(joka)	REL.PL.NOM	jotka␣
ha001:006	14	ei	NEGV.3P	eivät␣
ha001:006	-	(olla)	COP.ACT.PRES.NEG	ole␣
ha001:006	15	se	DEM.SG.GEN	sen
ha001:006	-	(.)	PUNC	.␣
ha001:007	ha001:007	ha001:007	VERSE	Hab␣1:7␣
ha001:007	3	se	DEM.SG.NOM	Se␣
ha001:007	-	(olla)	COP.ACT.PRES.3S	on␣
ha001:007	1	hirmuinen	ADJ.SG.NOM	hirmuinen␣
ha001:007	2a	ja	CNJ	ja␣
ha001:007	2b	peljätä:peljättävä	PSS.PCP1.SG.NOM	peljättävä
ha001:007	-	(,)	PUNC	,␣
ha001:007	4	se	DEM.SG.ELA	siitä␣
ha001:007	4	itse	REFL.SG.ELA.-3	itsestään␣
ha001:007	7	tulla	ACT.PRES.3S	tulee␣
ha001:007	pers%5	se	DEM.SG.GEN	sen␣
ha001:007	5	oikeus	DER.SG.NOM	oikeus␣
ha001:007	6a	ja	CNJ	ja␣
ha001:007	pers%6b	se	DEM.SG.GEN	sen␣
ha001:007	6b	korkeus	DER.SG.NOM	korkeus
ha001:007	-	(.)	PUNC	.␣
ha001:008	ha001:008	ha001:008	VERSE	Hab␣1:8␣
ha001:008	(1a)	-	UNTRANSLATED	
ha001:008	pers%3	se	DEM.SG.GEN	Sen␣
ha001:008	3	hevonen	PL.NOM	hevoset␣
ha001:008	1b	olla	COP.ACT.PRES.3P	ovat␣
ha001:008	1b	nopea	ADJ.CMP.PL.NOM	nopeammat␣
ha001:008	2a	kuin	SUBORD	kuin␣
ha001:008	2b	pantteri	PL.NOM	pantterit
ha001:008	(4a)	-	UNTRANSLATED	
ha001:008	-	(,)	PUNC	,␣
ha001:008	4b	(ne)	DEM.PL.NOM	ne␣
ha001:008	4b	juosta	ACT.PRES.3P	juoksevat␣
ha001:008	4b	kiivaasti	DER.ADV.CMP	kiivaammin␣
ha001:008	5a	kuin	SUBORD	kuin␣
ha001:008	5b	susi	PL.NOM	sudet␣
ha001:008	6	ilta	PL.INS	illoin
ha001:008	(7a)	-	UNTRANSLATED	
ha001:008	-	(.)	PUNC	.␣
ha001:008	pers%8	se	DEM.SG.GEN	Sen␣
ha001:008	8	ratsu_mies	PL.NOM	ratsumiehet␣
ha001:008	7b	kiidättää	DER.ACT.PRES.3P	kiidättävät␣
ha001:008	(9a)	-	UNTRANSLATED	
ha001:008	-	(-)	PUNC	-␣
ha001:008	10b	kaukaa	ADV	kaukaa␣
ha001:008	10a	%case	?	
ha001:008	11	tulla	ACT.PRES.3P	tulevat␣
ha001:008	pers%9b	se	DEM.SG.GEN	sen␣
ha001:008	9b	ratsu_mies	PL.NOM	ratsumiehet
ha001:008	-	(,)	PUNC	,␣
ha001:008	12	(ne)	DEM.PL.NOM	ne␣
ha001:008	12	lentää	ACT.PRES.3P	lentävät
ha001:008	-	(,)	PUNC	,␣
ha001:008	13a	niin_kuin	SUBORD	niinkuin␣
ha001:008	13b	kotka	SG.NOM	kotka␣
ha001:008	14	syöksyä	ACT.PRES.3S	syöksyy␣
ha001:008	15b	syönnös	SG.ALL.-3	syönnökselleen
ha001:008	15a	%case	LOC	
ha001:008	-	(.)	PUNC	.␣
ha001:009	ha001:009	ha001:009	VERSE	Hab␣1:9␣
ha001:009	3	(se)	DEM.SG.NOM	Se␣
ha001:009	3	tulla	ACT.PRES.3S	tulee␣
ha001:009	1	kaikki	INDEF.CMT.-3	kaikkinensa␣
ha001:009	2b	väki_valta	SG.GEN	väkivallan␣
ha001:009	2b	teko	SG.ILL	tekoon
ha001:009	2a	%case	LOC	
ha001:009	-	(,)	PUNC	,␣
ha001:009	pers%5	he	PERS.PL.GEN	heidän␣
ha001:009	5	kasvot	PL.GEN.-3	kasvojensa␣
ha001:009	4	suunta	SG.NOM	suunta␣
ha001:009	-	(olla)	COP.ACT.PRES.3S	on␣
ha001:009	6	suoraan	ADV	suoraan␣
ha001:009	6	eteenpäin	ADV	eteenpäin
ha001:009	(7a)	-	UNTRANSLATED	
ha001:009	-	(;)	PUNC	;␣
ha001:009	7b	(se)	DEM.SG.NOM	se␣
ha001:009	7b	koota	ACT.PRES.3S	kokoaa␣
ha001:009	9	vanki	PL.PTV	vankeja␣
ha001:009	8a	kuin	SUBORD	kuin␣
ha001:009	8b	hieta	SG.PTV	hietaa
ha001:009	-	(.)	PUNC	.␣
ha001:010	ha001:010	ha001:010	VERSE	Hab␣1:10␣
ha001:010	(1a)	-	UNTRANSLATED	
ha001:010	3	pilkka	SG.ESS.-3	Pilkkanaan␣
ha001:010	3	pitää	ACT.PRES.3S	pitää␣
ha001:010	1b	se	DEM.SG.NOM	se␣
ha001:010	2b	kuningas	PL.NOM	kuninkaat␣
ha001:010	2a	%case	NOM	
ha001:010	4a	ja	CNJ	ja␣
ha001:010	5	nauru	SG.ESS.-3	naurunansa␣
ha001:010	6	%pers	3	
ha001:010	4b	ruhtinas	PL.NOM	ruhtinaat
ha001:010	-	(.)	PUNC	.␣
ha001:010	7	se	DEM.SG.NOM	Se␣
ha001:010	10	nauraa	ACT.PRES.3S	nauraa␣
ha001:010	8b	kaikki	INDEF.PL.ALL	kaikille␣
ha001:010	8a	%case	LOC	
ha001:010	9	varustus	DER.PL.ALL	varustuksille
ha001:010	(11a)	-	UNTRANSLATED	
ha001:010	-	(,)	PUNC	,␣
ha001:010	11b	kasata	ACT.PRES.3S	kasaa␣
ha001:010	11b	kokoon	ADV	kokoon␣
ha001:010	12	hiekka	SG.PTV	hiekkaa␣
ha001:010	13a	ja	CNJ	ja␣
ha001:010	13b	valloittaa	ACT.PRES.3S	valloittaa␣
ha001:010	pers%13b	ne	DEM.PL.NOM	ne
ha001:010	-	(.)	PUNC	.␣
ha001:011	ha001:011	ha001:011	VERSE	Hab␣1:11␣
ha001:011	1	sitten	ADV	Sitten␣
ha001:011	2	(se)	DEM.SG.NOM	se␣
ha001:011	3	tuuli	SG.ESS	tuulena␣
ha001:011	2	kiitää	ACT.PRES.3S	kiitää␣
ha001:011	4a	ja	CNJ	ja␣
ha001:011	4b	hyökätä	ACT.PRES.3S	hyökkää
ha001:011	-	(,)	PUNC	,␣
ha001:011	5a	mutta	CNJ	mutta␣
ha001:011	5b	joutua	ACT.PRES.3S	joutuu␣
ha001:011	5b	syyn_alainen	ADJ.SG.TRA	syynalaiseksi
ha001:011	-	(,)	PUNC	,␣
ha001:011	-	(tuo)	DEM.SG.NOM	tuo
ha001:011	-	(,)	PUNC	,␣
ha001:011	6	joka	REL.SG.ADE	jolla␣
ha001:011	pers%7	oma	ADJ.SG.NOM	oma␣
ha001:011	7	voima	DER.NOM&SGGEN.-3	voimansa␣
ha001:011	-	(olla)	COP.ACT.PRES.3S	on␣
ha001:011	8b	jumala	SG.ESS	jumalana
ha001:011	8a	%case	ESS	
ha001:011	-	(.)	PUNC	.␣
ha001:012	ha001:012	ha001:012	VERSE	Hab␣1:12␣
ha001:012	1a 1b	ei	NEGV.2S.-CLITIC	Etkö␣
ha001:012	2	sinä	PERS.SG.NOM	sinä␣
ha001:012	-	(olla)	COP.ACT.PRES.NEG	ole␣
ha001:012	3b	iki_ajat	PL.ELA	ikiajoista␣
ha001:012	3a	asti	POST	asti␣
ha001:012	4	Herra	SG.NOM	Herra
ha001:012	-	(,)	PUNC	,␣
ha001:012	pers%5	minä	PERS.SG.GEN	minun␣
ha001:012	6	pyhä	ADJ.SG.NOM	pyhä␣
ha001:012	5	Jumala	NOM&SGGEN.-1	Jumalani
ha001:012	-	(?)	PUNC	?␣
ha001:012	8	(me)	PERS.PL.NOM	Me␣
ha001:012	7	ei	NEGV.1P	emme␣
ha001:012	8	kuolla	ACT.PRES.NEG	kuole
ha001:012	-	(!)	PUNC	!␣
ha001:012	11	(sinä)	PERS.SG.NOM	Sinä
ha001:012	-	(,)	PUNC	,␣
ha001:012	9	Herra	SG.NOM	Herra
ha001:012	-	(,)	PUNC	,␣
ha001:012	11	(olla)	COP.ACT.PRES.2S	olet␣
ha001:012	11	panna	ACT.PCP2.PERF	pannut␣
ha001:012	pers%11	se	DEM.SG.GEN	sen␣
ha001:012	10b	tuomio	SG.TRA	tuomioksi
ha001:012	10a	%case	TRA	
ha001:012	(12a)	-	UNTRANSLATED	
ha001:012	-	(;)	PUNC	;␣
ha001:012	14	(sinä)	PERS.SG.NOM	sinä
ha001:012	-	(,)	PUNC	,␣
ha001:012	12b	kallio	SG.NOM	kallio
ha001:012	-	(,)	PUNC	,␣
ha001:012	14	(olla)	COP.ACT.PRES.2S	olet␣
ha001:012	14	asettaa	ACT.PCP2.PERF	asettanut␣
ha001:012	pers%14	se	DEM.SG.GEN	sen␣
ha001:012	13b	kuritus	DER.SG.TRA	kuritukseksi
ha001:012	13a	%case	TRA	
ha001:012	-	(.)	PUNC	.␣
ha001:013	ha001:013	ha001:013	VERSE	Hab␣1:13␣
ha001:013	-	(sinä)	PERS.SG.GEN	Sinun␣
ha001:013	2	silmä	NOM&SGGEN.-2	silmäsi␣
ha001:013	-	(olla)	COP.ACT.PRES.3P	ovat␣
ha001:013	1	puhdas	ADJ.PL.NOM	puhtaat
ha001:013	-	(,)	PUNC	,␣
ha001:013	3a	niin	ADV.AD-A	niin␣
ha001:013	3a	ettei	NEGV.2S	ettet␣
ha001:013	3b	(voida)	ACT.PRES.NEG	voi␣
ha001:013	3b	katsoa	INF1.LAT	katsoa␣
ha001:013	4	paha	ADJ.SG.PTV	pahaa␣
ha001:013	(5a) 8	ei	NEGV.2S.-CLITIC	etkä␣
ha001:013	9	saattaa	ACT.PRES.NEG	saata␣
ha001:013	5b	katsella	INF1.LAT	katsella␣
ha001:013	7	turmio	SG.PTV	turmiota
ha001:013	6	%case	PTV	
ha001:013	-	(.)	PUNC	.␣
ha001:013	10	minkä_tähden	ADV	Minkätähden␣
ha001:013	11	(sinä)	PERS.SG.NOM	sinä␣
ha001:013	11	katsella	ACT.PRES.2S	katselet␣
ha001:013	12	uskoton	DER.ADJ.PL.PTV	uskottomia
ha001:013	-	(,)	PUNC	,␣
ha001:013	13	olla	COP.ACT.PRES.2S	olet␣
ha001:013	13	vaiti	ADV	vaiti
ha001:013	-	(,)	PUNC	,␣
ha001:013	14a	kun	SUBORD	kun␣
ha001:013	15	jumalaton	DER.ADJ.SG.NOM	jumalaton␣
ha001:013	14b	niellä	ACT.PRES.3S	nielee␣
ha001:013	16	hurskas	ADJ.CMP.NOM&SGGEN.-3	hurskaampansa
ha001:013	17	%pers	3	
ha001:013	-	(,)	PUNC	,␣
ha001:014	ha001:014	ha001:014	VERSE	Hab␣1:14␣
ha001:014	(1a)	-	UNTRANSLATED	
ha001:014	1b	tehdä	ACT.PRES.2S	teet␣
ha001:014	2	ihminen	PL.NOM	ihmiset␣
ha001:014	3a	saman_kaltainen	ADJ.PL.TRA	samankaltaisiksi␣
ha001:014	3a	kuin	SUBORD	kuin␣
ha001:014	(4a) 4b	meri	SG.GEN	meren␣
ha001:014	3b	kala	PL.NOM	kalat
ha001:014	-	(,)	PUNC	,␣
ha001:014	5a	kuin	SUBORD	kuin␣
ha001:014	5b	matelevainen	DER.ADJ.PL.NOM	matelevaiset
ha001:014	-	(,)	PUNC	,␣
ha001:014	8	joka	REL.PL.ADE	joilla␣
ha001:014	6	ei	NEGV.3S	ei␣
ha001:014	-	(olla)	COP.ACT.PRES.NEG	ole␣
ha001:014	7	hallitsija	DER.SG.PTV	hallitsijaa
ha001:014	-	(?)	PUNC	?␣
ha001:015	ha001:015	ha001:015	VERSE	Hab␣1:15␣
ha001:015	3	(se)	DEM.SG.NOM	Se␣
ha001:015	3	nostaa	ACT.PRES.3S	nostaa␣
ha001:015	pers%1	he	PERS.PL.ACC	heidät␣
ha001:015	1	kaikki	INDEF.SG.NOM	kaikki␣
ha001:015	3	(ylös)	ADV	ylös␣
ha001:015	2b	koukku	SG.ADE	koukulla
ha001:015	2a	%case	LOC	
ha001:015	-	(,)	PUNC	,␣
ha001:015	4	vetää	ACT.PRES.3S	vetää␣
ha001:015	pers%4	he	PERS.PL.ACC	heidät␣
ha001:015	5b	pyydys	SG.INE.-3	pyydyksessään␣
ha001:015	5a	%case	LOC	
ha001:015	6a	ja	CNJ	ja␣
ha001:015	6b	koota	ACT.PRES.3S	kokoaa␣
ha001:015	pers%6b	he	PERS.PL.ACC	heidät␣
ha001:015	7b	verkko	SG.ILL.-3	verkkoonsa
ha001:015	7a	%case	LOC	
ha001:015	-	(.)	PUNC	.␣
ha001:015	8 9	sen_tähden	ADV	Sentähden␣
ha001:015	10	(se)	DEM.SG.NOM	se␣
ha001:015	10	iloita	ACT.PRES.3S	iloitsee␣
ha001:015	11a	ja	CNJ	ja␣
ha001:015	11b	riemuita	ACT.PRES.3S	riemuitsee
ha001:015	-	(.)	PUNC	.␣
ha001:016	ha001:016	ha001:016	VERSE	Hab␣1:16␣
ha001:016	1 2	sen_tähden	ADV	Sentähden␣
ha001:016	3	(se)	DEM.SG.NOM	se␣
ha001:016	3	uhrata	ACT.PRES.3S	uhraa␣
ha001:016	4b	pyydys	SG.ALL.-3	pyydykselleen␣
ha001:016	4a	%case	LOC	
ha001:016	5a	ja	CNJ	ja␣
ha001:016	5b	polttaa	ACT.PRES.3S	polttaa␣
ha001:016	5b	uhri	PL.PTV	uhreja␣
ha001:016	6b	verkko	SG.ALL.-3	verkollensa
ha001:016	6a	%case	LOC	
ha001:016	-	(,)	PUNC	,␣
ha001:016	7	sillä	SUBORD	sillä␣
ha001:016	8b	ne	DEM.PL.GEN	niitten␣
ha001:016	8a	turva	PL.INS	turvin␣
ha001:016	pers%10	se	DEM.SG.GEN	sen␣
ha001:016	10	osa	SG.NOM	osa␣
ha001:016	-	(olla)	COP.ACT.PRES.3S	on␣
ha001:016	9	rasvainen	ADJ.SG.NOM	rasvainen
ha001:016	(11a)	-	UNTRANSLATED	
ha001:016	-	(,)	PUNC	,␣
ha001:016	pers%11b	se	DEM.SG.GEN	sen␣
ha001:016	11b	ruoka	SG.NOM	ruoka␣
ha001:016	12	lihava	ADJ.SG.NOM	lihava
ha001:016	-	(.)	PUNC	.␣
ha001:017	ha001:017	ha001:017	VERSE	Hab␣1:17␣
ha001:017	3	(saada)	ACT.PRES.3S.-CLITIC	Saako␣
ha001:017	1a	%clitic	kO	
ha001:017	3	(se)	DEM.SG.NOM	se␣
ha001:017	1b 2	sen_tähden	ADV	sentähden␣
ha001:017	3	tyhjentää	DER.INF1.LAT	tyhjentää␣
ha001:017	4	pyydys	NOM&SGGEN.-3	pyydyksensä
ha001:017	(5a)	-	UNTRANSLATED	
ha001:017	-	(,)	PUNC	,␣
ha001:017	5b	aina	ADV	aina␣
ha001:017	6b	surmata	INF1.LAT	surmata␣
ha001:017	6a	%case	LAT	
ha001:017	7	kansa	PL.PTV	kansoja␣
ha001:017	9	sääliä	INF3.ABE	säälimättä
ha001:017	8	%case	ABE	
ha001:017	-	(?)	PUNC	?␣
ha002:001	ha002:001	ha002:001	VERSE	Hab␣2:1␣
ha002:001	3	(minä)	PERS.SG.NOM	Minä␣
ha002:001	3	seisoa	ACT.PRES.1S	seison␣
ha002:001	2	vartio_paikka	SG.ADE.-1	vartiopaikallani
ha002:001	1	%case	LOC	
ha002:001	(4a)	-	UNTRANSLATED	
ha002:001	-	(,)	PUNC	,␣
ha002:001	4b	asettua	DER.ACT.PRES.1S	asetun␣
ha002:001	6	varustus	DER.SG.ILL	varustukseen␣
ha002:001	5	%case	LOC	
ha002:001	7a	ja	CNJ	ja␣
ha002:001	7b	tähystää	ACT.PRES.1S	tähystän
ha002:001	-	(,)	PUNC	,␣
ha002:001	8b	nähdä	INF1.TRA.-1	nähdäkseni
ha002:001	8a	%case	TRA	
ha002:001	-	(,)	PUNC	,␣
ha002:001	9	mikä	INT.REL.SG.PTV	mitä␣
ha002:001	10	(hän)	PERS.SG.NOM	hän␣
ha002:001	11	minä	PERS.SG.ALL	minulle␣
ha002:001	10	puhua	ACT.PRES.3S	puhuu
ha002:001	(12a)	-	UNTRANSLATED	
ha002:001	-	(,)	PUNC	,␣
ha002:001	12b	mikä	INT.REL.SG.PTV	mitä␣
ha002:001	13	(hän)	PERS.SG.NOM	hän␣
ha002:001	15	valitus	DER.SG.ILL.-1	valitukseeni␣
ha002:001	14	%case	LOC	
ha002:001	13	vastata	ACT.PRES.3S	vastaa
ha002:001	-	(.)	PUNC	.␣
ha002:002	ha002:002	ha002:002	VERSE	Hab␣2:2␣
ha002:002	1a	ja	CNJ	Ja␣
ha002:002	2	Herra	SG.NOM	Herra␣
ha002:002	1b	vastata	ACT.PAST.3S	vastasi␣
ha002:002	pers%1b	minä	PERS.SG.ALL	minulle␣
ha002:002	3a	ja	CNJ	ja␣
ha002:002	3b	sanoa	ACT.PAST.3S	sanoi
ha002:002	-	(:)	PUNC	:␣
ha002:002	-	(")	PUNC.LEFT	"
ha002:002	4	kirjoittaa	ACT.IMP.2S	Kirjoita␣
ha002:002	5	näky	SG.NOM	näky␣
ha002:002	6a	ja	CNJ	ja␣
ha002:002	6b	piirtää	ACT.PRES.NEG	piirrä␣
ha002:002	6b	selvästi	DER.ADV.POS	selvästi␣
ha002:002	(8a) 8b	taulu	PL.ILL	tauluihin
ha002:002	7	%case	LOC	
ha002:002	-	(,)	PUNC	,␣
ha002:002	9	niin	ADV.AD-A	niin␣
ha002:002	9	että	SUBORD	että␣
ha002:002	12	se	DEM.SG.GEN	sen␣
ha002:002	mod%11	voida	ACT.PRES.3S	voi␣
ha002:002	10	juosta	ACT.INF2.INE	juostessa␣
ha002:002	11	lukea	INF1.LAT	lukea
ha002:002	-	(")	PUNC.RIGHT	"
ha002:002	-	(.)	PUNC	.␣
ha002:003	ha002:003	ha002:003	VERSE	Hab␣2:3␣
ha002:003	1	sillä	SUBORD	Sillä␣
ha002:003	3	näky	SG.NOM	näky␣
ha002:003	-	(odottaa)	ACT.PRES.3S	odottaa␣
ha002:003	2	vielä	ADV	vielä␣
ha002:003	4b	aika	SG.PTV.-3	aikaansa
ha002:003	4a	%case	PTV	
ha002:003	-	(,)	PUNC	,␣
ha002:003	5a	mutta	CNJ	mutta␣
ha002:003	5b	(se)	DEM.SG.NOM	se␣
ha002:003	5b	rientää	ACT.PRES.3S	rientää␣
ha002:003	6b	määrä	NOM&SGGEN.-3	määränsä␣
ha002:003	6a	pää	SG.ILL	päähän
ha002:003	-	(,)	PUNC	,␣
ha002:003	(7a) 7b	ei	NEGV.3S.-CLITIC	eikä␣
ha002:003	8	(se)	DEM.SG.NOM	se␣
ha002:003	8	pettää	ACT.PRES.NEG	petä
ha002:003	-	(.)	PUNC	.␣
ha002:003	9	jos	SUBORD	Jos␣
ha002:003	10	(se)	DEM.SG.NOM	se␣
ha002:003	10	viipyä	ACT.PRES.3S	viipyy
ha002:003	-	(,)	PUNC	,␣
ha002:003	11	odottaa	ACT.IMP.2S	odota␣
ha002:003	12	se	DEM.SG.PTV	sitä
ha002:003	-	(;)	PUNC	;␣
ha002:003	13	sillä	SUBORD	sillä␣
ha002:003	-	(varmasti)	DER.ADV.POS	varmasti␣
ha002:003	15	(se)	DEM.SG.NOM	se␣
ha002:003	15	toteutua	DER.ACT.PRES.3S	toteutuu
ha002:003	14	%case	?	
ha002:003	-	(,)	PUNC	,␣
ha002:003	16	ei	NEGV.3S.-CLITIC	eikä␣
ha002:003	17	(se)	DEM.SG.NOM	se␣
ha002:003	17	myöhästyä	ACT.PRES.NEG	myöhästy
ha002:003	-	(.)	PUNC	.␣
ha002:004	ha002:004	ha002:004	VERSE	Hab␣2:4␣
ha002:004	1	katso	INTJ	Katso
ha002:004	-	(,)	PUNC	,␣
ha002:004	pers%5	se	DEM.SG.GEN	sen␣
ha002:004	-	(kansa)	SG.GEN	kansan␣
ha002:004	5	sielu	SG.NOM	sielu␣
ha002:004	-	(olla)	COP.ACT.PRES.3S	on␣
ha002:004	2	kopea	ADJ.SG.NOM	kopea␣
ha002:004	3	ei	NEGV.3S.-CLITIC	eikä␣
ha002:004	4	(olla)	COP.ACT.PRES.NEG	ole␣
ha002:004	4	suora	ADJ.SG.NOM	suora
ha002:004	(6)	-	UNTRANSLATED	
ha002:004	-	(;)	PUNC	;␣
