ga001:001	ga001:001	ga001:001	VERSE	Gal␣1:1␣
ga001:003	11	Jeesus	PR.SG.ABL	Jeesukselta␣
ga001:003	12	Kristus	PR.SG.ABL	Kristukselta
ga001:003	-	(,)	PUNC	,␣
ga001:004	ga001:004	ga001:004	VERSE	Gal␣1:4␣
ga001:004	1	joka	REL.INDEF.SG.NOM	joka␣
ga001:004	2	antaa	ACT.PAST.3S	antoi␣
ga001:004	3	itse	REFL.NOM&SGGEN.-3	itsensä␣
ga001:004	2	(altis)	ADJ.SG.TRA	alttiiksi␣
ga001:004	7a	me	PERS.PL.GEN	meidän␣
ga001:004	(5) 6	synti	PL.GEN.-1	syntiemme␣
ga001:004	4	tähden	POST	tähden
ga001:004	7b	,	PUNC	,␣
ga001:004	9	pelastaa	INF1.TRA.-3	pelastaaksensa␣
ga001:004	8	%case	TRA	
ga001:004	10	me	PERS.PL.ACC	meidät␣
ga001:004	(14) 15	nykyinen	ADJ.SG.ELA	nykyisestä␣
ga001:004	16	paha	ADJ.SG.ELA	pahasta␣
ga001:004	(12) 13	maailman_aika	SG.ELA	maailmanajasta␣
ga001:004	11	%case	LOC	
ga001:004	24a	me	PERS.PL.GEN	meidän␣
ga001:004	(20) 21	Jumala	NOM&SGGEN.-1	Jumalamme␣
ga001:004	22	ja	CNJ	ja␣
ga001:004	23	Isä	NOM&SGGEN.-1	Isämme␣
ga001:004	(18) 19	tahto	SG.GEN	tahdon␣
ga001:004	17	mukaan	POST	mukaan
ga001:004	24b	!	PUNC	!␣
ga001:005	ga001:005	ga001:005	VERSE	Gal␣1:5␣
ga001:005	1	hän	PERS.SG.GEN	Hänen␣
ga001:005	-	(olla)	COP.ACT.IMP.3S	olkoon␣
ga001:005	(2) 3	kunnia	SG.NOM	kunnia␣
ga001:005	(5) 6	aina	ADV	aina␣
ga001:005	4	%case	?	
ga001:005	-	(ja)	CNJ	ja␣
ga001:005	(7) 8a	iankaikkisesti	DER.ADV.POS	iankaikkisesti
ga001:005	8b	!	PUNC	!␣
ga001:005	9a	amen	INTJ	Amen
ga001:005	9b	.	PUNC	.␣
ga001:006	ga001:006	ga001:006	VERSE	Gal␣1:6␣
ga001:006	1	(minä)	PERS.SG.PTV	Minua␣
ga001:006	1	kummastuttaa	DER.ACT.PRES.3S	kummastuttaa
ga001:006	-	(,)	PUNC	,␣
ga001:006	2	että	SUBORD	että␣
ga001:006	5	(te)	PERS.PL.NOM	te␣
ga001:006	3	niin	ADV.AD-A	niin␣
ga001:006	4	äkkiä	ADV	äkkiä␣
ga001:006	5	kääntyä	ACT.PRES.2P	käännytte␣
ga001:006	7	hän	PERS.SG.ELA	hänestä
ga001:006	6	%case	LOC	
ga001:006	-	(,)	PUNC	,␣
ga001:006	7	joka	REL.INDEF.SG.NOM	joka␣
ga001:006	8	(olla)	COP.ACT.PRES.3S	on␣
ga001:006	8	kutsua	ACT.PCP2.PERF	kutsunut␣
ga001:006	9	te	PERS.PL.ACC	teidät␣
ga001:006	12a	Kristus	PR.SG.GEN	Kristuksen␣
ga001:006	11a	armo	SG.INE	armossa
ga001:006	10	%case	LOC	
ga001:006	-	(,)	PUNC	,␣
ga001:006	5	pois	ADV	pois␣
ga001:006	14	toisenlainen	ADJ.SG.ILL	toisenlaiseen␣
ga001:006	15a	evankeliumi	SG.ILL	evankeliumiin
ga001:006	13	%case	LOC	
ga001:006	15b	,	PUNC	,␣
ga001:007	ga001:007	ga001:007	VERSE	Gal␣1:7␣
ga001:007	1	joka	REL.INDEF.SG.NOM	joka␣
ga001:007	-	(kuitenkaan)	ADV	kuitenkaan␣
ga001:007	2	ei	NEGV.3S	ei␣
ga001:007	3	olla	COP.ACT.PRES.NEG	ole␣
ga001:007	-	(mikään)	INDEF.SG.NOM	mikään␣
ga001:007	4a	toinen	INDEF.SG.NOM	toinen
ga001:007	4b	;	PUNC	;␣
ga001:007	8	olla	COP.ACT.PRES.3S	on␣
ga001:007	5 6	vain	ADV	vain␣
ga001:007	7	eräs	INDEF.PL.PTV	eräitä
ga001:007	-	(,)	PUNC	,␣
ga001:007	9	joka	REL.PL.NOM	jotka␣
ga001:007	10	hämmentää	ACT.PRES.3P	hämmentävät␣
ga001:007	11	te	PERS.PL.PTV	teitä␣
ga001:007	12	ja	CNJ	ja␣
ga001:007	13	tahtoa	ACT.PRES.3P	tahtovat␣
ga001:007	14	vääristellä	DER.INF1.LAT	vääristellä␣
ga001:007	(17) 18a	Kristus	PR.SG.GEN	Kristuksen␣
ga001:007	(15) 16	evankeliumi	SG.GEN	evankeliumin
ga001:007	18b	.	PUNC	.␣
ga001:008	ga001:008	ga001:008	VERSE	Gal␣1:8␣
ga001:008	1	mutta	CNJ	Mutta␣
ga001:008	2 3	vaikka	SUBORD	vaikka␣
ga001:008	4	me	PERS.PL.NOM	me
ga001:008	-	(,)	PUNC	,␣
ga001:008	5	tai	CNJ	tai␣
ga001:008	-	(vaikka)	SUBORD	vaikka␣
ga001:008	6	enkeli	SG.NOM	enkeli␣
ga001:008	8	taivas	SG.ELA	taivaasta␣
ga001:008	7	%case	LOC	
ga001:008	9a	julistaa	ACT.COND.3S	julistaisi␣
ga001:008	10a	te	PERS.PL.ALL	teille␣
ga001:008	9a	evankeliumi	SG.PTV	evankeliumia
ga001:008	-	(,)	PUNC	,␣
ga001:008	-	(joka)	REL.INDEF.SG.NOM	joka␣
ga001:008	-	(olla)	COP.ACT.PRES.3S	on␣
ga001:008	11	vastoin	PREP	vastoin␣
ga001:008	12	se	DEM.SG.PTV	sitä
ga001:008	-	(,)	PUNC	,␣
ga001:008	12	mikä	INT.REL.SG.GEN	minkä␣
ga001:008	13	(me)	PERS.PL.NOM	me␣
ga001:008	13	(olla)	COP.ACT.PRES.1P	olemme␣
ga001:008	14a	te	PERS.PL.ALL	teille␣
ga001:008	13	julistaa	ACT.PCP2.PERF	julistaneet
ga001:008	-	(,)	PUNC	,␣
ga001:008	16a	(hän)	PERS.SG.NOM	hän␣
ga001:008	16a	olla	COP.ACT.IMP.3S	olkoon␣
ga001:008	15	kirota:kirottu	PSS.PCP2.SG.NOM	kirottu
ga001:008	16b	.	PUNC	.␣
ga001:009	ga001:009	ga001:009	VERSE	Gal␣1:9␣
ga001:009	1	niin_kuin	SUBORD	Niinkuin␣
ga001:009	2	ennen	PREP.-CLITIC	ennenkin␣
ga001:009	2	(olla)	COP.ACT.PRES.1P	olemme␣
ga001:009	2	sanoa	ACT.PCP2.PERF	sanoneet
ga001:009	-	(,)	PUNC	,␣
ga001:009	3	niin	ADV.AD-A	niin␣
ga001:009	6a	sanoa	ACT.PRES.1S	sanon␣
ga001:009	4	nyt	ADV.-CLITIC	nytkin␣
ga001:009	5	taas	ADV	taas
ga001:009	6b	:	PUNC	:␣
ga001:009	7	jos	SUBORD	jos␣
ga001:009	8	joku	INDEF.SG.NOM	joku␣
ga001:009	10	julistaa	ACT.PRES.3S	julistaa␣
ga001:009	9	te	PERS.PL.ALL	teille␣
ga001:009	10	evankeliumi	SG.PTV	evankeliumia
ga001:009	-	(,)	PUNC	,␣
ga001:009	-	(joka)	REL.INDEF.SG.NOM	joka␣
ga001:009	-	(olla)	COP.ACT.PRES.3S	on␣
ga001:009	11	vastoin	PREP	vastoin␣
ga001:009	12	se	DEM.SG.PTV	sitä
ga001:009	-	(,)	PUNC	,␣
ga001:009	12	(mikä)	INT.REL.SG.GEN	minkä␣
ga001:009	13a	(te)	PERS.PL.NOM	te␣
ga001:009	13a	(olla)	COP.ACT.PRES.2P	olette␣
ga001:009	13a	saada	ACT.PCP2.PERF	saaneet
ga001:009	13b	,	PUNC	,␣
ga001:009	15a	(hän)	PERS.SG.NOM	hän␣
ga001:009	15a	olla	COP.ACT.IMP.3S	olkoon␣
ga001:009	14	kirota:kirottu	PSS.PCP2.SG.NOM	kirottu
ga001:009	15b	.	PUNC	.␣
ga001:010	ga001:010	ga001:010	VERSE	Gal␣1:10␣
ga001:010	3	ihminen	PL.GEN.-CLITIC	Ihmistenkö␣
ga001:010	2	%clitic	kO	
ga001:010	4	suosio	SG.PTV	suosiota␣
ga001:010	4	(minä)	PERS.SG.NOM	minä␣
ga001:010	1	nyt	ADV	nyt␣
ga001:010	4	etsiä	ACT.PRES.1S	etsin␣
ga001:010	5	vai	CNJ	vai␣
ga001:010	(6) 7a	Jumala	SG.GEN	Jumalan
ga001:010	7b	?	PUNC	?␣
ga001:010	8	tai	CNJ	Tai␣
ga001:010	10	ihminen	PL.ALL.-CLITIC	ihmisillekö␣
ga001:010	9	pyytää	ACT.PRES.1S	pyydän␣
ga001:010	11a	olla	COP.INF1.LAT	olla␣
ga001:010	11a	mieliksi	DER.ADV	mieliksi
ga001:010	11b	?	PUNC	?␣
ga001:010	12	jos	SUBORD	Jos␣
ga001:010	-	(minä)	PERS.SG.NOM	minä␣
ga001:010	13	vielä	ADV	vielä␣
ga001:010	tasp%15a	tahtoa	ACT.COND.1S	tahtoisin␣
ga001:010	15a	olla	COP.INF1.LAT	olla␣
ga001:010	14	ihminen	PL.ALL	ihmisille␣
ga001:010	15a	mieliksi	DER.ADV	mieliksi
ga001:010	15b	,	PUNC	,␣
ga001:010	18	ei	NEGV.1S	en␣
ga001:010	20a	olla	COP.ACT.COND.NEG	olisi␣
ga001:010	19	%modus	COND	
ga001:010	16	Kristus	PR.SG.GEN	Kristuksen␣
ga001:010	17	palvelija	DER.SG.NOM	palvelija
ga001:010	20b	.	PUNC	.␣
ga001:011	ga001:011	ga001:011	VERSE	Gal␣1:11␣
ga001:011	2	sillä	SUBORD	Sillä␣
ga001:011	1	(minä)	PERS.SG.NOM	minä␣
ga001:011	1	tehdä	ACT.PRES.1S	teen␣
ga001:011	3a	te	PERS.PL.ALL	teille␣
ga001:011	1	tietää:tiettävä	PSS.PCP1.SG.TRA	tiettäväksi
ga001:011	3b	,	PUNC	,␣
ga001:011	4a	veli	PL.NOM	veljet
ga001:011	4b	,	PUNC	,␣
ga001:011	11	että	SUBORD	että␣
ga001:011	10	minä	PERS.SG.GEN	minun␣
ga001:011	9	%case	GEN	
ga001:011	(7) 8	julistaa:julistama	PCPA.NOM&SGGEN.-1	julistamani␣
ga001:011	(5) 6	evankeliumi	SG.NOM	evankeliumi␣
ga001:011	12	ei	NEGV.3S	ei␣
ga001:011	13	olla	COP.ACT.PRES.NEG	ole␣
ga001:011	15a	ihminen	PL.GEN	ihmisten␣
ga001:011	14	mukainen	ADJ.SG.PTV	mukaista
ga001:011	15b	;	PUNC	;␣
ga001:012	ga001:012	ga001:012	VERSE	Gal␣1:12␣
ga001:012	1	ei	NEGV.1S.-CLITIC	enkä␣
ga001:012	3	minä	PERS.SG.NOM	minä␣
ga001:012	6	(olla)	COP.ACT.PRES.NEG.-CLITIC	olekaan␣
ga001:012	2	%clitic	kAAn	
ga001:012	7	se	DEM.SG.PTV	sitä␣
ga001:012	5	ihminen	PL.ABL	ihmisiltä␣
ga001:012	4	%case	LOC	
ga001:012	6	saada	ACT.PAST.SG	saanut
ga001:012	-	(,)	PUNC	,␣
ga001:012	8	ei	NEGV.3S.-CLITIC	eikä␣
ga001:012	-	(se)	DEM.SG.PTV	sitä␣
ga001:012	9	(olla)	COP.ACT.PRES.NEG	ole␣
ga001:012	9	(minä)	PERS.SG.ALL	minulle␣
ga001:012	9	opettaa	PSS.PCP2.PERF	opetettu
ga001:012	-	(,)	PUNC	,␣
ga001:012	10	vaan	SUBORD	vaan␣
ga001:012	13	Jeesus	PR.SG.NOM	Jeesus␣
ga001:012	14a	Kristus	PR.SG.NOM	Kristus␣
ga001:012	-	(olla)	COP.ACT.PRES.3S	on␣
ga001:012	-	(se)	DEM.SG.GEN	sen␣
ga001:012	-	(minä)	PERS.SG.ALL	minulle␣
ga001:012	12	ilmoittaa	ACT.PCP2.PERF	ilmoittanut
ga001:012	11	%case	NOM	
ga001:012	14b	.	PUNC	.␣
ga001:013	ga001:013	ga001:013	VERSE	Gal␣1:13␣
ga001:013	1	(olla)	COP.ACT.PRES.2P.-CLITIC	Olettehan␣
ga001:013	2	%clitic	hAn	
ga001:013	1	kuulla	ACT.PCP2.PERF	kuulleet␣
ga001:013	4	minä	PERS.SG.GEN	minun␣
ga001:013	6	entinen	ADJ.SG.ELA	entisestä␣
ga001:013	(3) 5	vaellus	DER.SG.ELA.-1	vaelluksestani␣
ga001:013	(8) 9a	juutalaisuus	DER.SG.INE	juutalaisuudessa
ga001:013	7	%case	LOC	
ga001:013	9b	,	PUNC	,␣
ga001:013	10	että	SUBORD	että␣
ga001:013	13	(minä)	PERS.SG.NOM	minä␣
ga001:013	12	ylen_määrin	ADV	ylenmäärin␣
ga001:013	11	%case	?	
ga001:013	13	vainota	ACT.PAST.1S	vainosin␣
ga001:013	(16) 17	Jumala	SG.GEN	Jumalan␣
ga001:013	(14) 15	seurakunta	SG.PTV	seurakuntaa␣
ga001:013	18	ja	CNJ	ja␣
ga001:013	20a	se	DEM.SG.PTV	sitä␣
ga001:013	19	hävittää	DER.ACT.PAST.1S	hävitin␣
ga001:014	ga001:014	ga001:014	VERSE	Gal␣1:14␣
ga001:014	1	ja	CNJ	ja␣
ga001:014	-	(että)	SUBORD	että␣
ga001:014	2	edistyä	DER.ACT.PAST.1S	edistyin␣
ga001:014	(4) 5	juutalaisuus	DER.SG.INE	juutalaisuudessa␣
ga001:014	3	%case	LOC	
ga001:014	6	pitkä	ADJ.CMP.SG.ALL	pitemmälle␣
ga001:014	6	kuin	SUBORD	kuin␣
ga001:014	7	moni	INDEF.PL.NOM	monet␣
ga001:014	8	saman_ikäinen	ADJ.PL.NOM	samanikäiset␣
ga001:014	(10) 11	heimo	SG.INE.-1	heimossani␣
ga001:014	12a	%pers	?	
ga001:014	9	%case	LOC	
ga001:014	-	(ja)	CNJ	ja␣
ga001:014	13	ylen	AD-A	ylen␣
ga001:014	13	innokkaasti	DER.ADV.POS	innokkaasti␣
ga001:014	14	kiivailla	ACT.PAST.1S	kiivailin␣
ga001:014	15	%case	?	
ga001:014	(16) 17	isä	PL.GEN.-1	isieni␣
ga001:014	18	%pers	?	
ga001:014	19a	perinnäis_sääntö	PL.GEN	perinnäissääntöjen␣
ga001:014	case%19a	puolesta	DER.POST	puolesta
ga001:014	19b	.	PUNC	.␣
ga001:015	ga001:015	ga001:015	VERSE	Gal␣1:15␣
ga001:015	2	mutta	CNJ	Mutta␣
ga001:015	1	kun	SUBORD	kun␣
ga001:015	6	hän	PERS.SG.NOM	hän
ga001:015	-	(,)	PUNC	,␣
ga001:015	6	joka	REL.INDEF.SG.NOM	joka␣
ga001:015	(4) (5a)	-	UNTRANSLATED	
ga001:015	11	äiti	NOM&SGGEN.-1	äitini␣
ga001:015	12	%pers	?	
ga001:015	10	kohtu	SG.ELA	kohdusta␣
ga001:015	9	saakka	ADV	saakka␣
ga001:015	7	(olla)	COP.ACT.PRES.3S	on␣
ga001:015	8	minä	PERS.SG.ACC	minut␣
ga001:015	7	erottaa	ACT.PCP2.PERF	erottanut␣
ga001:015	13	ja	CNJ	ja␣
ga001:015	14	kutsua	ACT.PCP2.PERF	kutsunut␣
ga001:015	(16) 17	armo	NOM&SGGEN.-3	armonsa␣
ga001:015	18	%pers	3	
ga001:015	15	kautta	PREP	kautta
ga001:015	-	(,)	PUNC	,␣
ga001:015	3a	nähdä	ACT.PAST.3S	näki␣
ga001:015	3a	hyvä	ADJ.SG.TRA	hyväksi␣
ga001:016	ga001:016	ga001:016	VERSE	Gal␣1:16␣
ga001:016	1	ilmaista	INF1.LAT	ilmaista␣
ga001:016	6a	minä	PERS.SG.INE	minussa␣
ga001:016	5	%case	LOC	
ga001:016	(2) 3	Poika	NOM&SGGEN.-3	Poikansa
ga001:016	4	%pers	3	
ga001:016	6b	,	PUNC	,␣
ga001:016	7	että	SUBORD	että␣
ga001:016	8	(minä)	PERS.SG.NOM	minä␣
ga001:016	8	julistaa	ACT.COND.1S	julistaisin␣
ga001:016	8	evankeliumi	SG.PTV	evankeliumia␣
ga001:016	9	hän	PERS.SG.ELA	hänestä␣
ga001:016	(11) 12a	pakana	PL.GEN	pakanain␣
ga001:016	10	seassa	POST	seassa
ga001:016	-	(,)	PUNC	,␣
ga001:016	-	(niin)	ADV.AD-A	niin␣
ga001:016	15	(minä)	PERS.SG.NOM	minä␣
ga001:016	13	heti	ADV	heti␣
ga001:016	-	(alun_pitäen)	DER.ADV.-CLITIC	alunpitäenkään␣
ga001:016	14	ei	NEGV.1S	en␣
ga001:016	15	kysyä	ACT.PAST.SG	kysynyt␣
ga001:016	15	neuvo	SG.PTV	neuvoa␣
ga001:016	16	liha	SG.ABL	lihalta␣
ga001:016	17	ja	CNJ	ja␣
ga001:016	18	veri	SG.ABL	vereltä
ga001:016	-	(,)	PUNC	,␣
ga001:017	ga001:017	ga001:017	VERSE	Gal␣1:17␣
ga001:017	1	ei	NEGV.1S.-CLITIC	enkä␣
ga001:017	2	lähteä	ACT.PAST.SG	lähtenyt␣
ga001:017	2	ylös	ADV	ylös␣
ga001:017	4	Jerusalem	PR.SG.ILL	Jerusalemiin␣
ga001:017	3	%case	LOC	
ga001:017	6	ne	DEM.PL.GEN	niiden␣
ga001:017	5	luo	PREP	luo
ga001:017	-	(,)	PUNC	,␣
ga001:017	6	joka	REL.PL.NOM	jotka␣
ga001:017	7	ennen	PREP	ennen␣
ga001:017	8	minä	PERS.SG.PTV	minua␣
ga001:017	-	(olla)	COP.ACT.PAST.3P	olivat␣
ga001:017	9a	apostoli	PL.PTV	apostoleja
ga001:017	9b	,	PUNC	,␣
ga001:017	10	vaan	SUBORD	vaan␣
ga001:017	11	mennä	ACT.PAST.1S	menin␣
ga001:017	11	pois	ADV	pois␣
ga001:017	13	Arabia	PR.SG.ILL	Arabiaan␣
ga001:017	12	%case	LOC	
ga001:017	14	ja	CNJ	ja␣
ga001:017	16	palata	ACT.PAST.1S	palasin␣
ga001:017	15	taas	ADV	taas␣
ga001:017	16	takaisin	ADV	takaisin␣
ga001:017	18a	Damasko	PR.SG.ILL	Damaskoon
ga001:017	17	%case	LOC	
ga001:017	18b	.	PUNC	.␣
ga001:018	ga001:018	ga001:018	VERSE	Gal␣1:18␣
ga001:018	1	sitten	ADV	Sitten
ga001:018	-	(,)	PUNC	,␣
ga001:018	3	3	NUM.SG.GEN	kolmen␣
ga001:018	2b	vuosi	SG.GEN	vuoden␣
ga001:018	2a	kulua	PSS.PCP2.TEMP	kuluttua
ga001:018	-	(,)	PUNC	,␣
ga001:018	4	(minä)	PERS.SG.NOM	minä␣
ga001:018	4	mennä	ACT.PAST.1S	menin␣
ga001:018	4	ylös	ADV	ylös␣
ga001:018	6	Jerusalem	PR.SG.ILL	Jerusalemiin␣
ga001:018	5	%case	LOC	
ga001:018	7	tutustua	INF1.TRA.-1	tutustuakseni␣
ga001:018	8	Keefas	PR.SG.ILL	Keefaaseen␣
ga001:018	9	ja	CNJ	ja␣
ga001:018	10	jäädä	ACT.PAST.1S	jäin␣
ga001:018	12	hän	PERS.SG.GEN	hänen␣
ga001:018	11	tykö	POST.-3	tykönsä␣
ga001:018	14a	15	NUM.SG.TRA	viideksitoista␣
ga001:018	13	päivä	SG.TRA	päiväksi
ga001:018	14b	.	PUNC	.␣
ga001:019	ga001:019	ga001:019	VERSE	Gal␣1:19␣
ga001:019	2	mutta	CNJ	Mutta␣
ga001:019	1	muu	INDEF.PL.PTV	muita␣
ga001:019	(3) 4	apostoli	PL.PTV	apostoleja␣
ga001:019	6	(minä)	PERS.SG.NOM	minä␣
ga001:019	5	ei	NEGV.1S	en␣
ga001:019	6	nähdä	ACT.PAST.SG	nähnyt
ga001:019	-	(;)	PUNC	;␣
ga001:019	-	(nähdä)	ACT.PAST.1S	näin␣
ga001:019	7 8	ainoastaan	ADV	ainoastaan␣
ga001:019	9	Jaakob	PR.SG.GEN	Jaakobin
ga001:019	-	(,)	PUNC	,␣
ga001:019	(12) 13a	Herra	SG.GEN	Herran␣
ga001:019	(10) 11	veli	SG.GEN	veljen
ga001:019	13b	.	PUNC	.␣
ga001:020	ga001:020	ga001:020	VERSE	Gal␣1:20␣
ga001:020	2	ja	CNJ	Ja␣
ga001:020	1	mikä	INT.REL.SG.PTV	mitä␣
ga001:020	3	kirjoittaa	ACT.PRES.1S	kirjoitan␣
ga001:020	4a	te	PERS.PL.ALL	teille
ga001:020	4b	,	PUNC	,␣
ga001:020	5	katso	INTJ	katso
ga001:020	-	(,)	PUNC	,␣
ga001:020	(7) 8	Jumala	SG.GEN	Jumalan␣
ga001:020	-	(kasvot)	PL.GEN	kasvojen␣
ga001:020	6	edessä	PREP	edessä␣
ga001:020	-	(minä)	PERS.SG.NOM	minä␣
ga001:020	-	(sanoa)	ACT.PRES.1S	sanon
ga001:020	-	(,)	PUNC	,␣
ga001:020	10 9	ettei	NEGV.1S	etten␣
ga001:020	11a	valhetella	ACT.PRES.NEG	valhettele
ga001:020	11b	.	PUNC	.␣
ga001:021	ga001:021	ga001:021	VERSE	Gal␣1:21␣
ga001:021	1	sitten	ADV	Sitten␣
ga001:021	2	mennä	ACT.PAST.1S	menin␣
ga001:021	(6) 7	Syyria	PR.SG.GEN	Syyrian␣
ga001:021	8	ja	CNJ	ja␣
ga001:021	10a (9)	Kilikia	PR.SG.GEN	Kilikian␣
ga001:021	(4) 5	paikka_kunta	PL.ILL	paikkakuntiin
ga001:021	3	%case	LOC	
ga001:021	10b	.	PUNC	.␣
ga001:022	ga001:022	ga001:022	VERSE	Gal␣1:22␣
ga001:022	2	mutta	CNJ	Mutta␣
ga001:022	1	olla	COP.ACT.PAST.1S	olin␣
ga001:022	(4) 5	kasvot	PL.ABL.-1	kasvoiltani␣
ga001:022	3	tuntematon	DER.ADJ.SG.NOM	tuntematon␣
ga001:022	(8) 9	Juudea	PR.SG.GEN	Juudean␣
ga001:022	(6) 7	seurakunta	PL.ALL	seurakunnille
ga001:022	-	(,)	PUNC	,␣
ga001:022	10	joka	REL.PL.NOM	jotka␣
ga001:022	-	(olla)	COP.ACT.PRES.3P	ovat␣
ga001:022	12a	Kristus	PR.SG.INE	Kristuksessa
ga001:022	11	%case	LOC	
ga001:022	12b	.	PUNC	.␣
ga001:023	ga001:023	ga001:023	VERSE	Gal␣1:23␣
ga001:023	-	(he)	PERS.PL.GEN	Heidän␣
ga001:023	3	kuulo	SG.ILL.-3	kuuloonsa␣
ga001:023	(2)	-	UNTRANSLATED	
ga001:023	4	olla	COP.ACT.PAST.3S	oli␣
ga001:023	1	vain	ADV	vain␣
ga001:023	3	tulla	ACT.PCP2.PERF	tullut
ga001:023	5	:	PUNC	:␣
ga001:023	-	(")	PUNC.LEFT	"
ga001:023	8	me	PERS.PL.GEN	Meidän␣
ga001:023	9	entinen	ADJ.SG.NOM	entinen␣
ga001:023	(6) 7	vainooja	NOM&SGGEN.-1	vainoojamme␣
ga001:023	11	julistaa	ACT.PRES.3S	julistaa␣
ga001:023	10	nyt	ADV	nyt␣
ga001:023	12	se	DEM.SG.PTV	sitä␣
ga001:023	13	usko	SG.PTV	uskoa
ga001:023	-	(,)	PUNC	,␣
ga001:023	14	joka	REL.SG.PTV	jota␣
ga001:023	16a	(hän)	PERS.SG.NOM	hän␣
ga001:023	15	ennen	PREP	ennen␣
ga001:023	16a	hävittää	DER.ACT.PAST.3S	hävitti
ga001:023	16b	"	PUNC.RIGHT	"
ga001:023	16b	;	PUNC	;␣
ga001:024	ga001:024	ga001:024	VERSE	Gal␣1:24␣
ga001:024	1	ja	CNJ	ja␣
ga001:024	2	(he)	PERS.PL.NOM	he␣
ga001:024	2	ylistää	ACT.PAST.3P	ylistivät␣
ga001:024	(5) 6a	Jumala	SG.PTV	Jumalaa␣
ga001:024	4	minä	PERS.SG.GEN	minun␣
ga001:024	3	tähden	POST.-1	tähteni
ga001:024	6b	.	PUNC	.␣
ga002:001	ga002:001	ga002:001	VERSE	Gal␣2:1␣
ga002:001	1	sitten	ADV	Sitten
ga002:001	-	(,)	PUNC	,␣
ga002:001	3	14	NUM.SG.GEN	neljäntoista␣
ga002:001	4	vuosi	SG.GEN	vuoden␣
ga002:001	2	kulua	PSS.PCP2.TEMP	kuluttua
ga002:001	-	(,)	PUNC	,␣
ga002:001	6	(minä)	PERS.SG.NOM	minä␣
ga002:001	5	taas	ADV	taas␣
ga002:001	6	mennä	ACT.PAST.1S	menin␣
ga002:001	6	ylös	ADV	ylös␣
ga002:001	8	Jerusalem	PR.SG.ILL	Jerusalemiin␣
ga002:001	7	%case	LOC	
ga002:001	10	Barnabas	PR.SG.GEN	Barnabaan␣
ga002:001	9	kanssa	POST	kanssa␣
ga002:001	-	(ja)	CNJ	ja␣
ga002:001	11	ottaa	ACT.PAST.1S	otin␣
ga002:001	13a	Tiitus	PR.SG.GEN.-CLITIC	Tiituksenkin␣
ga002:001	12	%clitic	kin	
ga002:001	11	mukaan	POST.-1	mukaani
