ps001:001	ps001:001	ps001:001	VERSE	Ps␣1:1␣
ps001:005	8b	seurakunta	SG.INE	seurakunnassa
ps001:005	8a	%case	LOC	
ps001:005	-	(.)	PUNC	.␣
ps001:006	ps001:006	ps001:006	VERSE	Ps␣1:6␣
ps001:006	1	sillä	SUBORD	Sillä␣
ps001:006	3	Herra	SG.NOM	Herra␣
ps001:006	2	tuntea	ACT.PRES.3S	tuntee␣
ps001:006	5	vanhurskas	ADJ.PL.GEN	vanhurskasten␣
ps001:006	4	tie	SG.GEN	tien
ps001:006	-	(,)	PUNC	,␣
ps001:006	6a	mutta	CNJ	mutta␣
ps001:006	7	jumalaton	DER.PL.GEN	jumalattomain␣
ps001:006	6b	tie	SG.NOM	tie␣
ps001:006	8	hukkua	ACT.PRES.3S	hukkuu
ps001:006	-	(.)	PUNC	.␣
ps002:001	ps002:001	ps002:001	VERSE	Ps␣2:1␣
ps002:001	1	miksi	ADV	Miksi␣
ps002:001	3	pakana	PL.NOM	pakanat␣
ps002:001	2	pauhata	ACT.PRES.3P	pauhaavat␣
ps002:001	4a	ja	CNJ	ja␣
ps002:001	4b	kansa	PL.NOM	kansat␣
ps002:001	6	turha	ADJ.PL.PTV	turhia␣
ps002:001	5	ajatella	ACT.PRES.3P	ajattelevat
ps002:001	-	(?)	PUNC	?␣
ps002:002	ps002:002	ps002:002	VERSE	Ps␣2:2␣
ps002:002	3	maa	SG.GEN	Maan␣
ps002:002	2	kuningas	PL.NOM	kuninkaat␣
ps002:002	1	nousta	ACT.PRES.3P	nousevat
ps002:002	(4a)	-	UNTRANSLATED	
ps002:002	-	(,)	PUNC	,␣
ps002:002	4b	ruhtinas	PL.NOM	ruhtinaat␣
ps002:002	6	yhdessä	ADV	yhdessä␣
ps002:002	5	neuvotella	ACT.PRES.3P	neuvottelevat␣
ps002:002	8	Herra	SG.PTV	Herraa␣
ps002:002	7	%case	PTV	
ps002:002	9a	ja	CNJ	ja␣
ps002:002	pers%10	hän	PERS.SG.GEN	hänen␣
ps002:002	10	voideltu	ADJ.SG.PTV.-3	voideltuansa␣
ps002:002	9b	vastaan	POST	vastaan
ps002:002	-	(:)	PUNC	:␣
ps002:003	ps002:003	ps002:003	VERSE	Ps␣2:3␣
ps002:003	-	(")	PUNC.LEFT	"
ps002:003	1	katkaista	ACT.IMP.1P	Katkaiskaamme␣
ps002:003	pers%3	he	PERS.PL.GEN	heidän␣
ps002:003	3	kahle	NOM&SGGEN.-3	kahleensa
ps002:003	2	%case	NOM.GEN	
ps002:003	(4a)	-	UNTRANSLATED	
ps002:003	-	(,)	PUNC	,␣
ps002:003	4b	heittää	ACT.IMP.1P	heittäkäämme␣
ps002:003	5	päältä	PREP.-1	päältämme␣
ps002:003	pers%6	he	PERS.PL.GEN	heidän␣
ps002:003	6	köysi	NOM&SGGEN.-3	köytensä
ps002:003	-	(")	PUNC.RIGHT	"
ps002:003	-	(.)	PUNC	.␣
ps002:004	ps002:004	ps002:004	VERSE	Ps␣2:4␣
ps002:004	pro%1	hän	PERS.SG.NOM	Hän
ps002:004	-	(,)	PUNC	,␣
ps002:004	mod%1	joka	REL.INDEF.SG.NOM	joka␣
ps002:004	2b	taivas	SG.INE	taivaassa␣
ps002:004	2a	%case	LOC	
ps002:004	1	asua	ACT.PRES.3S	asuu
ps002:004	-	(,)	PUNC	,␣
ps002:004	3	nauraa	ACT.PRES.3S	nauraa
ps002:004	-	(;)	PUNC	;␣
ps002:004	4	Herra	SG.NOM	Herra␣
ps002:004	5	pilkata	ACT.PRES.3S	pilkkaa␣
ps002:004	6	he	PERS.PL.PTV	heitä
ps002:004	-	(.)	PUNC	.␣
ps002:005	ps002:005	ps002:005	VERSE	Ps␣2:5␣
ps002:005	1	kerran	DER.ADV	Kerran␣
ps002:005	2	(hän)	PERS.SG.NOM	hän␣
ps002:005	2	(olla)	COP.ACT.PRES.3S	on␣
ps002:005	2	puhua	ACT.PCP1.FUTR	puhuva␣
ps002:005	3	he	PERS.PL.ALL	heille␣
ps002:005	4b	viha	SG.INE.-3	vihassansa
ps002:005	4a	%case	LOC	
ps002:005	(5a)	-	UNTRANSLATED	
ps002:005	-	(,)	PUNC	,␣
ps002:005	6	peljättää	DER.ACT.PCP1.FUTR	peljättävä␣
ps002:005	pers%6	he	PERS.PL.PTV	heitä␣
ps002:005	5c	hirmuisuus	DER.SG.INE.-3	hirmuisuudessaan
ps002:005	5b	%case	LOC	
ps002:005	-	(:)	PUNC	:␣
ps002:006	ps002:006	ps002:006	VERSE	Ps␣2:6␣
ps002:006	(1a)	-	UNTRANSLATED	
ps002:006	-	(")	PUNC.LEFT	"
ps002:006	1b	minä	PERS.SG.NOM	Minä␣
ps002:006	2	(olla)	COP.ACT.PRES.1S	olen␣
ps002:006	2	asettaa	ACT.PCP2.PERF	asettanut␣
ps002:006	3	kuningas	NOM&SGGEN.-1	kuninkaani␣
ps002:006	5	Siion	PR.SG.ILL	Siioniin
ps002:006	4	%case	LOC	
ps002:006	-	(,)	PUNC	,␣
ps002:006	7	pyhä	ADJ.SG.ALL	pyhälle␣
ps002:006	6	vuori	SG.ALL.-1	vuorelleni
ps002:006	-	(")	PUNC.RIGHT	"
ps002:006	-	(.)	PUNC	.␣
ps002:007	ps002:007	ps002:007	VERSE	Ps␣2:7␣
ps002:007	1	(minä)	PERS.SG.NOM	Minä␣
ps002:007	1	ilmoittaa	ACT.PRES.1S	ilmoitan
ps002:007	-	(,)	PUNC	,␣
ps002:007	-	(mikä)	INT.REL.SG.PTV	mitä␣
ps002:007	4	Herra	SG.NOM	Herra␣
ps002:007	3	(olla)	COP.ACT.PRES.3S	on␣
ps002:007	3	säätää	ACT.PCP2.PERF	säätänyt
ps002:007	2	%case	NOM	
ps002:007	-	(.)	PUNC	.␣
ps002:007	5	(hän)	PERS.SG.NOM	Hän␣
ps002:007	5	lausua	ACT.PAST.3S	lausui␣
ps002:007	6	minä	PERS.SG.ALL	minulle
ps002:007	-	(:)	PUNC	:␣
ps002:007	-	(")	PUNC.LEFT	"
ps002:007	8	sinä	PERS.SG.NOM	Sinä␣
ps002:007	-	(olla)	COP.ACT.PRES.2S	olet␣
ps002:007	pers%7	minä	PERS.SG.GEN	minun␣
ps002:007	7	poika	NOM&SGGEN.-1	poikani
ps002:007	-	(,)	PUNC	,␣
ps002:007	(10a) 10b	tämä	DEM.SG.ESS	tänä␣
ps002:007	(10a) 10b	päivä	SG.ESS	päivänä␣
ps002:007	9	minä	PERS.SG.NOM	minä␣
ps002:007	pers%11	sinä	PERS.SG.ACC	sinut␣
ps002:007	11	synnyttää	DER.ACT.PAST.1S	synnytin
ps002:007	-	(.)	PUNC	.␣
ps002:008	ps002:008	ps002:008	VERSE	Ps␣2:8␣
ps002:008	1	anoa	ACT.IMP.2S	Ano␣
ps002:008	2	minä	PERS.SG.ABL	minulta
ps002:008	-	(,)	PUNC	,␣
ps002:008	3a	niin	ADV.AD-A	niin␣
ps002:008	3b	(minä)	PERS.SG.NOM	minä␣
ps002:008	3b	antaa	ACT.PRES.1S	annan␣
ps002:008	4	pakana_kansa	PL.NOM	pakanakansat␣
ps002:008	pers%5	sinä	PERS.SG.GEN	sinun␣
ps002:008	5	perintö	SG.TRA.-2	perinnöksesi␣
ps002:008	6a	ja	CNJ	ja␣
ps002:008	8	maa	SG.GEN	maan␣
ps002:008	7	ääri	PL.NOM	ääret␣
ps002:008	pers%6b	sinä	PERS.SG.GEN	sinun␣
ps002:008	6b	oma	ADJ.PL.TRA.-2	omiksesi
ps002:008	-	(.)	PUNC	.␣
ps002:009	ps002:009	ps002:009	VERSE	Ps␣2:9␣
ps002:009	3	rautainen	ADJ.SG.ADE	Rautaisella␣
ps002:009	2b	valtikka	SG.ADE	valtikalla␣
ps002:009	2a	%case	LOC	
ps002:009	1	(sinä)	PERS.SG.NOM	sinä␣
ps002:009	pers%1	he	PERS.PL.ACC	heidät␣
ps002:009	1	musertaa	ACT.PRES.2S	muserrat
ps002:009	-	(,)	PUNC	,␣
ps002:009	4a	niin_kuin	SUBORD	niinkuin␣
ps002:009	4b 5	savi_astia	SG.GEN	saviastian␣
ps002:009	6	(sinä)	PERS.SG.NOM	sinä␣
ps002:009	6	särkeä	ACT.PRES.2S	särjet␣
ps002:009	pers%6	he	PERS.PL.ACC	heidät
ps002:009	-	(.)	PUNC	.
ps002:009	-	(")	PUNC.RIGHT	"␣
ps002:010	ps002:010	ps002:010	VERSE	Ps␣2:10␣
ps002:010	(1a)	-	UNTRANSLATED	
ps002:010	3	tulla	ACT.IMP.2P	Tulkaa␣
ps002:010	1b	siis	ADV	siis␣
ps002:010	3	järki	PL.ILL.-2	järkiinne
ps002:010	-	(,)	PUNC	,␣
ps002:010	2	kuningas	PL.NOM	kuninkaat
ps002:010	-	(,)	PUNC	,␣
ps002:010	6	maa	SG.GEN	maan␣
ps002:010	5	tuomari	PL.NOM	tuomarit
ps002:010	-	(,)	PUNC	,␣
ps002:010	4	ottaa	ACT.IMP.2P	ottakaa␣
ps002:010	4	nuhde	SG.ELA	nuhteesta␣
ps002:010	4	vaari	DER.ADV	vaari
ps002:010	-	(.)	PUNC	.␣
ps002:011	ps002:011	ps002:011	VERSE	Ps␣2:11␣
ps002:011	1	palvella	ACT.IMP.2P	Palvelkaa␣
ps002:011	3	Herra	SG.PTV	Herraa␣
ps002:011	2	%case	PTV	
ps002:011	4b	pelko	SG.ADE	pelvolla␣
ps002:011	4a	%case	LOC	
ps002:011	5a	ja	CNJ	ja␣
ps002:011	5b	iloita	ACT.IMP.2P	iloitkaa␣
ps002:011	6b	vavistus	DER.SG.ADE	vavistuksella
ps002:011	6a	%case	LOC	
ps002:011	-	(.)	PUNC	.␣
ps002:012	ps002:012	ps002:012	VERSE	Ps␣2:12␣
ps002:012	1	antaa	ACT.IMP.2P	Antakaa␣
ps002:012	1	suu	SG.PTV	suuta␣
ps002:012	2	poika	SG.ALL	pojalle
ps002:012	-	(,)	PUNC	,␣
ps002:012	3	ettei	NEGV.3S	ettei␣
ps002:012	4	(hän)	PERS.SG.NOM	hän␣
ps002:012	4	vihastua	ACT.COND.NEG	vihastuisi␣
ps002:012	5a	ei	NEGV.2P.-CLITIC	ettekä␣
ps002:012	5b	(te)	PERS.PL.NOM	te␣
ps002:012	5b	hukkua	ACT.COND.NEG	hukkuisi␣
ps002:012	6	tie	SG.ADE.-2	tiellänne
ps002:012	-	(.)	PUNC	.␣
ps002:012	7	sillä	SUBORD	Sillä␣
ps002:012	pers%10	hän	PERS.SG.GEN	hänen␣
ps002:012	10	viha	NOM&SGGEN.-3	vihansa␣
ps002:012	8	syttyä	ACT.PRES.3S	syttyy␣
ps002:012	9b	äkisti	ADV	äkisti
ps002:012	9a	%case	?	
ps002:012	-	(.)	PUNC	.␣
ps002:012	11	autuas	ADJ.PL.NOM	Autuaat␣
ps002:012	-	(olla)	COP.ACT.PRES.3P	ovat␣
ps002:012	12	kaikki	INDEF.SG.NOM	kaikki
ps002:012	-	(,)	PUNC	,␣
ps002:012	-	(joka)	REL.PL.NOM	jotka␣
ps002:012	14	hän	PERS.SG.ILL	häneen␣
ps002:012	13	turvata	ACT.PRES.3P	turvaavat
ps002:012	-	(.)	PUNC	.␣
ps003:001	ps003:001	ps003:001	VERSE	Ps␣3:1␣
ps003:001	2b	Daavid	PR.SG.GEN	Daavidin␣
ps003:001	2a	%case	GEN	
ps003:001	1	virsi	SG.NOM	virsi
ps003:001	-	(,)	PUNC	,␣
ps003:001	pers%3b	hän	PERS.SG.GEN	hänen␣
ps003:001	3b	paeta	ACT.INF2.INE.-3	paetessaan␣
ps003:001	3a	%case	LOC	
ps003:001	6	poika	SG.PTV.-3	poikaansa␣
ps003:001	5	Absalom	PR.SG.PTV	Absalomia
ps003:001	4a 4b	%case	PTV	
ps003:001	-	(.)	PUNC	.␣
ps003:002	ps003:002	ps003:002	VERSE	Ps␣3:2␣
ps003:002	1	Herra	SG.NOM	Herra
ps003:002	-	(,)	PUNC	,␣
ps003:002	2	kuinka	ADV	kuinka␣
ps003:002	3	paljon	ADV.AD-A	paljon␣
ps003:002	pers%4	minä	PERS.SG.ADE	minulla␣
ps003:002	3	olla	COP.ACT.PRES.3S	on␣
ps003:002	4	vihollinen	PL.PTV	vihollisia
ps003:002	-	(,)	PUNC	,␣
ps003:002	5	paljon	ADV.AD-A	paljon␣
ps003:002	-	(ne)	DEM.PL.PTV	niitä
ps003:002	-	(,)	PUNC	,␣
ps003:002	-	(joka)	REL.PL.NOM	jotka␣
ps003:002	6	nousta	ACT.PRES.3P	nousevat␣
ps003:002	pers%7	minä	PERS.SG.PTV	minua␣
ps003:002	7	vastaan	POST	vastaan
ps003:002	-	(!)	PUNC	!␣
ps003:003	ps003:003	ps003:003	VERSE	Ps␣3:3␣
ps003:003	1	moni	INDEF.PL.NOM	Monet␣
ps003:003	2	sanoa	ACT.PRES.3P	sanovat␣
ps003:003	3b	minä	PERS.SG.ELA	minusta
ps003:003	3a	%case	LOC	
ps003:003	-	(:)	PUNC	:␣
ps003:003	-	(")	PUNC.LEFT	"
ps003:003	4	ei	NEGV.3S	Ei␣
ps003:003	4	olla	COP.ACT.PRES.NEG	ole␣
ps003:003	6	hän	PERS.SG.ADE	hänellä␣
ps003:003	5	pelastus	DER.SG.PTV	pelastusta␣
ps003:003	7b	Jumala	SG.INE	Jumalassa
ps003:003	7a	%case	LOC	
ps003:003	-	(")	PUNC.RIGHT	"
ps003:003	-	(.)	PUNC	.␣
ps003:003	8	Sela	U	Sela
ps003:003	-	(.)	PUNC	.␣
ps003:004	ps003:004	ps003:004	VERSE	Ps␣3:4␣
ps003:004	1a	mutta	CNJ	Mutta␣
ps003:004	1b	sinä	PERS.SG.NOM	sinä
ps003:004	-	(,)	PUNC	,␣
ps003:004	2	Herra	SG.NOM	Herra
ps003:004	-	(,)	PUNC	,␣
ps003:004	-	(olla)	COP.ACT.PRES.2S	olet␣
ps003:004	4	minä	PERS.SG.GEN	minun␣
ps003:004	3	kilpi	NOM&SGGEN.-1	kilpeni
ps003:004	-	(,)	PUNC	,␣
ps003:004	-	(sinä)	PERS.SG.NOM	sinä␣
ps003:004	-	(olla)	COP.ACT.PRES.2S	olet␣
ps003:004	pers%5	minä	PERS.SG.GEN	minun␣
ps003:004	5	kunnia	NOM&SGGEN.-1	kunniani
ps003:004	(6a)	-	UNTRANSLATED	
ps003:004	-	(,)	PUNC	,␣
ps003:004	-	(sinä)	PERS.SG.NOM	sinä␣
ps003:004	6b	kohottaa	ACT.PRES.2S	kohotat␣
ps003:004	pers%7	minä	PERS.SG.GEN	minun␣
ps003:004	7	pää	NOM&SGGEN.-1	pääni
ps003:004	-	(.)	PUNC	.␣
ps003:005	ps003:005	ps003:005	VERSE	Ps␣3:5␣
ps003:005	1	ääni	SG.ILL.-1	Ääneeni␣
ps003:005	4	(minä)	PERS.SG.NOM	minä␣
ps003:005	4	huutaa	ACT.PRES.1S	huudan␣
ps003:005	3	Herra	SG.PTV	Herraa
ps003:005	2	%case	PTV	
ps003:005	-	(,)	PUNC	,␣
ps003:005	5a	ja	CNJ	ja␣
ps003:005	5b	(hän)	PERS.SG.NOM	hän␣
ps003:005	5b	vastata	ACT.PRES.3S	vastaa␣
ps003:005	pers%5b	minä	PERS.SG.ALL	minulle␣
ps003:005	7	pyhä	ADJ.SG.ABL	pyhältä␣
ps003:005	6b	vuori	SG.ABL.-3	vuoreltansa
ps003:005	6a	%case	LOC	
ps003:005	-	(.)	PUNC	.␣
ps003:005	8	Sela	U	Sela
ps003:005	-	(.)	PUNC	.␣
ps003:006	ps003:006	ps003:006	VERSE	Ps␣3:6␣
ps003:006	1	minä	PERS.SG.NOM	Minä␣
ps003:006	2	käydä	ACT.PRES.1S	käyn␣
ps003:006	2	lepo	SG.ALL	levolle␣
ps003:006	3a	ja	CNJ	ja␣
ps003:006	3b	nukkua	ACT.PRES.1S	nukun
ps003:006	-	(;)	PUNC	;␣
ps003:006	4	(minä)	PERS.SG.NOM	minä␣
ps003:006	4	herätä	ACT.PRES.1S	herään
ps003:006	-	(,)	PUNC	,␣
ps003:006	5	sillä	SUBORD	sillä␣
ps003:006	6	Herra	SG.NOM	Herra␣
ps003:006	pers%7	minä	PERS.SG.PTV	minua␣
ps003:006	7	tukea	ACT.PRES.3S	tukee
ps003:006	-	(.)	PUNC	.␣
ps003:007	ps003:007	ps003:007	VERSE	Ps␣3:7␣
ps003:007	1	ei	NEGV.1S	En␣
ps003:007	2	pelätä	ACT.PRES.NEG	pelkää␣
ps003:007	3b	kymmen_tuhantinen	ADJ.SG.PTV	kymmentuhantista␣
ps003:007	3a	%case	PTV	
ps003:007	4	joukko	SG.PTV	joukkoa
ps003:007	-	(,)	PUNC	,␣
ps003:007	5	joka	REL.INDEF.SG.NOM	joka␣
ps003:007	7	asettua	DER.ACT.PRES.3S	asettuu␣
ps003:007	6	yltympäri	ADV	yltympäri␣
ps003:007	pers%8	minä	PERS.SG.PTV	minua␣
ps003:007	8	vastaan	POST	vastaan
ps003:007	-	(.)	PUNC	.␣
ps003:008	ps003:008	ps003:008	VERSE	Ps␣3:8␣
ps003:008	1	nousta	ACT.IMP.2S	Nouse
ps003:008	-	(,)	PUNC	,␣
ps003:008	2	Herra	SG.NOM	Herra
ps003:008	-	(,)	PUNC	,␣
ps003:008	3	pelastaa	ACT.IMP.2S	pelasta␣
ps003:008	pers%3	minä	PERS.SG.ACC	minut
ps003:008	-	(,)	PUNC	,␣
ps003:008	pers%4	minä	PERS.SG.GEN	minun␣
ps003:008	4	Jumala	NOM&SGGEN.-1	Jumalani
ps003:008	-	(!)	PUNC	!␣
ps003:008	5	sillä	SUBORD	Sillä␣
ps003:008	6	(sinä)	PERS.SG.NOM	sinä␣
ps003:008	6	lyödä	ACT.PRES.2S	lyöt␣
ps003:008	10	poski	SG.ALL	poskelle␣
ps003:008	8	kaikki	INDEF.PL.PTV	kaikkia␣
ps003:008	7	%case	PTV	
ps003:008	pers%9	minä	PERS.SG.GEN	minun␣
ps003:008	9	vihollinen	PL.PTV.-1	vihollisiani
ps003:008	-	(,)	PUNC	,␣
ps003:008	13	(sinä)	PERS.SG.NOM	sinä␣
ps003:008	13	murskata	ACT.PRES.2S	murskaat␣
ps003:008	12	jumalaton	DER.PL.GEN	jumalattomain␣
ps003:008	11	hammas	PL.NOM	hampaat
ps003:008	-	(.)	PUNC	.␣
ps003:009	ps003:009	ps003:009	VERSE	Ps␣3:9␣
ps003:009	1b	Herra	SG.INE	Herrassa␣
ps003:009	1a	%case	LOC	
ps003:009	-	(olla)	COP.ACT.PRES.3S	on␣
ps003:009	(2a) 2b	pelastus	DER.SG.NOM	pelastus
ps003:009	-	(;)	PUNC	;␣
ps003:009	pers%5	sinä	PERS.SG.GEN	sinun␣
ps003:009	5	siunaus	DER.NOM&SGGEN.-2	siunauksesi␣
ps003:009	-	(tulla)	ACT.IMP.3S	tulkoon␣
ps003:009	pers%4	sinä	PERS.SG.GEN	sinun␣
ps003:009	4	kansa	SG.ALL.-2	kansallesi
ps003:009	3	%case	LOC	
ps003:009	-	(.)	PUNC	.␣
ps003:009	6	Sela	U	Sela
ps003:009	-	(.)	PUNC	.␣
ps004:001	ps004:001	ps004:001	VERSE	Ps␣4:1␣
ps004:001	1b	veisuun_johtaja	DER.SG.ALL	Veisuunjohtajalle
ps004:001	1a	%case	LOC	
ps004:001	-	(;)	PUNC	;␣
ps004:001	2b	kieli_soitin	PL.ADE	kielisoittimilla
ps004:001	2a	%case	LOC	
ps004:001	-	(;)	PUNC	;␣
ps004:001	4b	Daavid	PR.SG.GEN	Daavidin␣
ps004:001	4a	%case	GEN	
ps004:001	3	virsi	SG.NOM	virsi
ps004:001	-	(.)	PUNC	.␣
ps004:002	ps004:002	ps004:002	VERSE	Ps␣4:2␣
ps004:002	2	vastata	ACT.IMP.2S	Vastaa␣
ps004:002	pers%2	minä	PERS.SG.ALL	minulle
ps004:002	-	(,)	PUNC	,␣
ps004:002	1a	kun	SUBORD	kun␣
ps004:002	pers%1b	minä	PERS.SG.NOM	minä␣
ps004:002	1b	huutaa	ACT.PRES.1S	huudan
ps004:002	-	(,)	PUNC	,␣
ps004:002	-	(sinä)	PERS.SG.NOM	sinä␣
ps004:002	pers%4	minä	PERS.SG.GEN	minun␣
ps004:002	4	vanhurskaus	DER.NOM&SGGEN.-1	vanhurskauteni␣
ps004:002	3	Jumala	SG.NOM	Jumala
ps004:002	-	(,)	PUNC	,␣
ps004:002	-	(joka)	REL.INDEF.SG.NOM	joka␣
ps004:002	5b	ahdinko	SG.INE	ahdingossa␣
ps004:002	5a	%case	LOC	
ps004:002	6	avartaa	ACT.PRES.2S	avarrat␣
ps004:002	7	minä	PERS.SG.GEN	minun␣
ps004:002	sem%6	tila	NOM&SGGEN.-1	tilani
ps004:002	-	(.)	PUNC	.␣
ps004:002	8	armahtaa	ACT.IMP.2S	Armahda␣
ps004:002	pers%8	minä	PERS.SG.PTV	minua
ps004:002	(9a)	-	UNTRANSLATED	
ps004:002	-	(,)	PUNC	,␣
ps004:002	9b	kuulla	ACT.IMP.2S	kuule␣
ps004:002	pers%10	minä	PERS.SG.GEN	minun␣
ps004:002	10	rukous	NOM&SGGEN.-1	rukoukseni
ps004:002	-	(.)	PUNC	.␣
ps004:003	ps004:003	ps004:003	VERSE	Ps␣4:3␣
ps004:003	sem%1 sem%2	te	PERS.PL.NOM	Te␣
ps004:003	1 2	mies	PL.NOM	miehet
ps004:003	-	(,)	PUNC	,␣
ps004:003	3 4	kuinka	ADV	kuinka␣
ps004:003	3 4	kauan	ADV	kauan␣
ps004:003	pers%5	minä	PERS.SG.GEN	minun␣
ps004:003	5	kunnia	SG.PTV.-1	kunniaani␣
ps004:003	6a	pitää	PSS.PRES	pidetään␣
ps004:003	6b	pilkka	SG.ESS	pilkkana
ps004:003	-	(,)	PUNC	,␣
ps004:003	-	(kuinka)	ADV	kuinka␣
ps004:003	-	(kauan)	ADV	kauan␣
ps004:003	7	(te)	PERS.PL.NOM	te␣
ps004:003	7	rakastaa	ACT.PRES.2P	rakastatte␣
ps004:003	8	turhuus	DER.SG.PTV	turhuutta
ps004:003	-	(,)	PUNC	,␣
ps004:003	9	etsiä	ACT.PRES.2P	etsitte␣
ps004:003	10	valhe	SG.PTV	valhetta
ps004:003	-	(?)	PUNC	?␣
ps004:003	11	Sela	U	Sela
ps004:003	-	(.)	PUNC	.␣
ps004:004	ps004:004	ps004:004	VERSE	Ps␣4:4␣
ps004:004	(1a)	-	UNTRANSLATED	
ps004:004	1b	tietää	ACT.IMP.2P	Tietäkää
