cl001:001	cl001:001	cl001:001	VERSE	Kol␣1:1␣
cl001:004	(2) 3	usko	SG.ELA.-2	uskostanne␣
cl001:004	6	Kristus	PR.SG.INE	Kristuksessa␣
cl001:004	7	Jeesus	PR.SG.INE	Jeesuksessa␣
cl001:004	5	%case	LOC	
cl001:004	8	ja	CNJ	ja␣
cl001:004	10 (9)	rakkaus	DER.SG.ELA	rakkaudesta
cl001:004	-	(,)	PUNC	,␣
cl001:004	11	mikä	INT.REL.INDEF.SG.NOM	mikä␣
cl001:004	12	(te)	PERS.PL.ADE	teillä␣
cl001:004	12	olla	COP.ACT.PRES.3S	on␣
cl001:004	14	kaikki	INDEF.PL.PTV	kaikkia␣
cl001:004	(15) 16	pyhä	ADJ.PL.PTV	pyhiä␣
cl001:004	13	kohtaan	POST	kohtaan
cl001:004	-	(;)	PUNC	;␣
cl001:005	cl001:005	cl001:005	VERSE	Kol␣1:5␣
cl001:005	-	(me)	PERS.PL.NOM	me␣
cl001:005	-	(kiittää)	ACT.PRES.1P	kiitämme␣
cl001:005	-	(hän)	PERS.SG.PTV	häntä␣
cl001:005	-	(se)	DEM.SG.GEN	sen␣
cl001:005	(2) 3	toivo	SG.GEN	toivon␣
cl001:005	1	tähden	POST	tähden
cl001:005	-	(,)	PUNC	,␣
cl001:005	4	joka	REL.INDEF.SG.NOM	joka␣
cl001:005	6	te	PERS.PL.ALL	teille␣
cl001:005	5	(olla)	COP.ACT.PRES.3S	on␣
cl001:005	5	tallettaa:talletettu	PSS.PCP2.SG.ESS	talletettuna␣
cl001:005	(8) 9a	taivas	PL.INE	taivaissa␣
cl001:005	7	%case	LOC	
cl001:005	-	(ja)	CNJ	ja␣
cl001:005	10	joka	REL.SG.ELA	josta␣
cl001:005	11	jo	ADV	jo␣
cl001:005	11	ennen	PREP	ennen␣
cl001:005	11	(olla)	COP.ACT.PRES.2P	olette␣
cl001:005	11	kuulla	ACT.PCP2.PERF	kuulleet␣
cl001:005	17	se	DEM.SG.GEN	sen␣
cl001:005	18	evankeliumi	SG.GEN	evankeliumin␣
cl001:005	(15) 16	totuus	SG.GEN	totuuden␣
cl001:005	(13) 14	sana	SG.INE	sanassa
cl001:005	12	%case	LOC	
cl001:005	-	(,)	PUNC	,␣
cl001:006	cl001:006	cl001:006	VERSE	Kol␣1:6␣
cl001:006	1	joka	REL.INDEF.SG.NOM	joka␣
cl001:006	2	(olla)	COP.ACT.PRES.3S	on␣
cl001:006	2	tulla	ACT.PCP2.PERF	tullut␣
cl001:006	4a	te	PERS.PL.GEN	teidän␣
cl001:006	3	tykö	POST.-2	tykönne
cl001:006	4b	,	PUNC	,␣
cl001:006	5	niin_kuin	SUBORD	niinkuin␣
cl001:006	11	(se)	DEM.SG.NOM	se␣
cl001:006	11	olla	COP.ACT.PRES.3S	on␣
cl001:006	6	myös	ADV	myös␣
cl001:006	8	kaikki	INDEF.SG.INE	kaikessa␣
cl001:006	10 (9)	maailma	SG.INE	maailmassa
cl001:006	7	%case	LOC	
cl001:006	-	(,)	PUNC	,␣
cl001:006	-	(mikä)	INT.REL.SG.INE	missä␣
cl001:006	-	(se)	DEM.SG.NOM	se␣
cl001:006	12	kantaa	ACT.PRES.3S	kantaa␣
cl001:006	12	hedelmä	SG.PTV	hedelmää␣
cl001:006	13	ja	CNJ	ja␣
cl001:006	14	kasvaa	ACT.PRES.3S	kasvaa
cl001:006	-	(,)	PUNC	,␣
cl001:006	15	samoin~kuin	SUBORD	samoin~kuin␣
cl001:006	18a	te	PERS.PL.GEN.-CLITIC	teidänkin␣
cl001:006	16	%clitic	kin	
cl001:006	17	keskuudessa	POST.-2	keskuudessanne␣
cl001:006	20	se	DEM.SG.ELA	siitä␣
cl001:006	21	päivä	SG.ELA	päivästä␣
cl001:006	19	alkaa	ACT.INF2.MAN	alkaen
cl001:006	-	(,)	PUNC	,␣
cl001:006	20	joka	REL.SG.ESS	jona␣
cl001:006	22	(te)	PERS.PL.NOM	te␣
cl001:006	22	kuulla	ACT.PAST.2P	kuulitte␣
cl001:006	23	ja	CNJ	ja␣
cl001:006	24	oppia	ACT.PAST.2P	opitte␣
cl001:006	24	tuntea	INF3.ILL	tuntemaan␣
cl001:006	(27) 28	Jumala	SG.GEN	Jumalan␣
cl001:006	(25) 26	armo	SG.GEN	armon␣
cl001:006	30a	totuus	SG.INE	totuudessa
cl001:006	29	%case	LOC	
cl001:006	30b	,	PUNC	,␣
cl001:007	cl001:007	cl001:007	VERSE	Kol␣1:7␣
cl001:007	1	niin_kuin	SUBORD	niinkuin␣
cl001:007	2	(te)	PERS.PL.NOM	te␣
cl001:007	-	(se)	DEM.SG.GEN	sen␣
cl001:007	2	oppia	ACT.PAST.2P	opitte␣
cl001:007	4	Epafras	PR.SG.ABL	Epafraalta
cl001:007	3	%case	LOC	
cl001:007	-	(,)	PUNC	,␣
cl001:007	8a	me	PERS.PL.GEN	meidän␣
cl001:007	6	rakas	ADJ.SG.ABL	rakkaalta␣
cl001:007	(5) 7	kanssa_palvelija	DER.SG.ABL.-1	kanssapalvelijaltamme
cl001:007	8b	,	PUNC	,␣
cl001:007	9	joka	REL.INDEF.SG.NOM	joka␣
cl001:007	10	olla	COP.ACT.PRES.3S	on␣
cl001:007	11	uskollinen	DER.ADJ.SG.NOM	uskollinen␣
cl001:007	(15) 16a	Kristus	PR.SG.GEN	Kristuksen␣
cl001:007	14	palvelija	DER.SG.NOM	palvelija␣
cl001:007	13	te	PERS.PL.GEN	teidän␣
cl001:007	12	hyväkseen	DER.ADV.POS.-2	hyväksenne␣
cl001:008	cl001:008	cl001:008	VERSE	Kol␣1:8␣
cl001:008	2	ja	CNJ	ja␣
cl001:008	1	joka	REL.INDEF.SG.NOM	joka␣
cl001:008	2	myös	ADV	myös␣
cl001:008	3	(olla)	COP.ACT.PRES.3S	on␣
cl001:008	3	kertoa	ACT.PCP2.PERF	kertonut␣
cl001:008	4	me	PERS.PL.ALL	meille␣
cl001:008	6	te	PERS.PL.GEN	teidän␣
cl001:008	(5) 7	rakkaus	DER.SG.ELA.-2	rakkaudestanne␣
cl001:008	9a	Henki	SG.INE	Hengessä
cl001:008	8	%case	LOC	
cl001:008	9b	.	PUNC	.␣
cl001:009	cl001:009	cl001:009	VERSE	Kol␣1:9␣
cl001:009	1 2	sen_tähden	ADV	Sentähden␣
cl001:009	9	ei	NEGV.1P	emme␣
cl001:009	4a	me	PERS.PL.NOM.-CLITIC	mekään
cl001:009	3	%clitic	kAAn	
cl001:009	-	(,)	PUNC	,␣
cl001:009	6	se	DEM.SG.ELA	siitä␣
cl001:009	7	päivä	SG.ELA	päivästä␣
cl001:009	5	alkaa	ACT.INF2.MAN	alkaen
cl001:009	-	(,)	PUNC	,␣
cl001:009	6	joka	REL.SG.ESS	jona␣
cl001:009	-	(se)	DEM.SG.GEN	sen␣
cl001:009	8a	kuulla	ACT.PAST.1P	kuulimme
cl001:009	-	(,)	PUNC	,␣
cl001:009	10	(olla)	COP.ACT.IMP.2S	ole␣
cl001:009	10	lakata	ACT.PCP2.PERF	lakanneet␣
cl001:009	12	te	PERS.PL.GEN	teidän␣
cl001:009	11	edestä	PREP.-2	edestänne␣
cl001:009	13	rukoilla	INF3.ELA	rukoilemasta␣
cl001:009	14	ja	CNJ	ja␣
cl001:009	15a	anoa	INF3.ELA	anomasta
cl001:009	15b	,	PUNC	,␣
cl001:009	16	että	SUBORD	että␣
cl001:009	17	tulla	ACT.COND.2P	tulisitte␣
cl001:009	17	täyteen	ADV	täyteen␣
cl001:009	22	hän	PERS.SG.GEN	hänen␣
cl001:009	(20) 21	tahto	NOM&SGGEN.-3	tahtonsa␣
cl001:009	(18) 19	tunteminen	DER.SG.PTV	tuntemista␣
cl001:009	24	kaikki	INDEF.SG.INE	kaikessa␣
cl001:009	28a	hengellinen	DER.ADJ.SG.INE	hengellisessä␣
cl001:009	25	viisaus	DER.SG.INE	viisaudessa␣
cl001:009	26	ja	CNJ	ja␣
cl001:009	27	ymmärtäminen	DER.SG.INE	ymmärtämisessä
cl001:009	23	%case	LOC	
cl001:009	28b	,	PUNC	,␣
cl001:010	cl001:010	cl001:010	VERSE	Kol␣1:10␣
cl001:010	1	vaeltaa	INF1.TRA.-2	vaeltaaksenne␣
cl001:010	(3) 4	Herra	SG.GEN	Herran␣
cl001:010	case%4	edessä	PREP	edessä␣
cl001:010	2	arvollinen	DER.ADJ.MAN	arvollisesti
cl001:010	-	(,)	PUNC	,␣
cl001:010	-	(hän)	PERS.SG.ALL	hänelle␣
cl001:010	6	kaikki	INDEF.SG.INE	kaikessa␣
cl001:010	7a	otollinen	DER.ADJ.MAN	otollisesti
cl001:010	5	%case	MAN	
cl001:010	7b	,	PUNC	,␣
cl001:010	9	kaikki	INDEF.SG.INE	kaikessa␣
cl001:010	11	hyvä	ADJ.SG.INE	hyvässä␣
cl001:010	10	työ	SG.INE	työssä␣
cl001:010	8	%case	LOC	
cl001:010	12	hedelmä	SG.PTV	hedelmää␣
cl001:010	12	kantaa	ACT.INF2.MAN	kantaen␣
cl001:010	13	ja	CNJ	ja␣
cl001:010	14	kasvaa	ACT.INF2.MAN	kasvaen␣
cl001:010	(17) 18a	Jumala	SG.GEN	Jumalan␣
cl001:010	(15) 16	tunteminen	DER.SG.GEN	tuntemisen␣
cl001:010	case%16	kautta	PREP	kautta
cl001:010	18b	,	PUNC	,␣
cl001:011	cl001:011	cl001:011	VERSE	Kol␣1:11␣
cl001:011	-	(ja)	CNJ	ja␣
cl001:011	10	hän	PERS.SG.GEN	hänen␣
cl001:011	(8) 9	kirkkaus	DER.NOM&SGGEN.-3	kirkkautensa␣
cl001:011	(6) 7	väkevyys	DER.SG.GEN	väkevyyden␣
cl001:011	5	mukaan	POST	mukaan␣
cl001:011	2	kaikki	INDEF.SG.ADE	kaikella␣
cl001:011	3	voima	DER.SG.ADE	voimalla␣
cl001:011	1	%case	LOC	
cl001:011	4	vahvistaa:vahvistettu	PSS.PCP2.PL.ESS	vahvistettuina␣
cl001:011	-	(olla)	COP.INF3.ILL	olemaan␣
cl001:011	12	kaikki	INDEF.SG.INE	kaikessa␣
cl001:011	13	kestävä	ADJ.PL.PTV	kestäviä␣
cl001:011	11	%case	PTV	
cl001:011	14	ja	CNJ	ja␣
cl001:011	15a	pitkä_mielinen	ADJ.PL.PTV	pitkämielisiä
cl001:011	15b	,	PUNC	,␣
cl001:011	17	ilo	SG.ADE	ilolla␣
cl001:011	16	%case	LOC	
cl001:012	cl001:012	cl001:012	VERSE	Kol␣1:12␣
cl001:012	1	kiittää	ACT.INF2.MAN	kiittäen␣
cl001:012	(2) 3	Isä	SG.PTV	Isää
cl001:012	-	(,)	PUNC	,␣
cl001:012	4	joka	REL.INDEF.SG.NOM	joka␣
cl001:012	5	(olla)	COP.ACT.PRES.3S	on␣
cl001:012	5	tehdä	ACT.PCP2.PERF	tehnyt␣
cl001:012	6	te	PERS.PL.ACC	teidät␣
cl001:012	5	sovelias	ADJ.PL.TRA	soveliaiksi␣
cl001:012	-	(olla)	COP.INF3.ILL	olemaan␣
cl001:012	(8) 9	osallinen	DER.ADJ.PL.NOM	osalliset␣
cl001:012	7	%case	NOM	
cl001:012	-	(se)	DEM.SG.ELA	siitä␣
cl001:012	(10) 11	perintö	SG.ELA	perinnöstä
cl001:012	-	(,)	PUNC	,␣
cl001:012	-	(mikä)	INT.REL.INDEF.SG.NOM	mikä␣
cl001:012	(12) 13	pyhä	ADJ.PL.ADE	pyhillä␣
cl001:012	-	(olla)	COP.ACT.PRES.3S	on␣
cl001:012	(15) 16a	valkeus	DER.SG.INE	valkeudessa
cl001:012	14	%case	LOC	
cl001:012	16b	,	PUNC	,␣
cl001:013	cl001:013	cl001:013	VERSE	Kol␣1:13␣
cl001:013	1	hän	PERS.SG.PTV	häntä
cl001:013	-	(,)	PUNC	,␣
cl001:013	1	joka	REL.INDEF.SG.NOM	joka␣
cl001:013	2	(olla)	COP.ACT.PRES.3S	on␣
cl001:013	2	pelastaa	ACT.PCP2.PERF	pelastanut␣
cl001:013	3	me	PERS.PL.ACC	meidät␣
cl001:013	(7) 8	pimeys	DER.SG.GEN	pimeyden␣
cl001:013	(5) 6	valta	SG.ELA	vallasta␣
cl001:013	4	%case	LOC	
cl001:013	9	ja	CNJ	ja␣
cl001:013	10	siirtää	ACT.PCP2.PERF	siirtänyt␣
cl001:013	-	(me)	PERS.PL.ACC	meidät␣
cl001:013	(16) 17	rakas	ADJ.SG.GEN	rakkaan␣
cl001:013	(14) 15	Poika	NOM&SGGEN.-3	Poikansa␣
cl001:013	18a	%pers	3	
cl001:013	(12) 13	valta_kunta	SG.ILL	valtakuntaan
cl001:013	11	%case	LOC	
cl001:013	18b	.	PUNC	.␣
cl001:014	cl001:014	cl001:014	VERSE	Kol␣1:14␣
cl001:014	2	hän	PERS.SG.INE	Hänessä␣
cl001:014	1	%case	LOC	
cl001:014	3	(me)	PERS.PL.ADE	meillä␣
cl001:014	3	olla	COP.ACT.PRES.3S	on␣
cl001:014	(4) 5a	lunastus	DER.SG.NOM	lunastus
cl001:014	-	(,)	PUNC	,␣
cl001:014	(8) 9a	synti	PL.GEN	syntien␣
cl001:014	(6) 7	anteeksi_saaminen	DER.SG.NOM	anteeksisaaminen
cl001:014	9b	,	PUNC	,␣
cl001:015	cl001:015	cl001:015	VERSE	Kol␣1:15␣
cl001:015	-	(ja)	CNJ	ja␣
cl001:015	pro%1	hän	PERS.SG.NOM	hän␣
cl001:015	2	olla	COP.ACT.PRES.3S	on␣
cl001:015	(6) 7a	näkymätön	DER.ADJ.SG.GEN	näkymättömän␣
cl001:015	(4) 5	Jumala	SG.GEN	Jumalan␣
cl001:015	3	kuva	SG.NOM	kuva
cl001:015	7b	,	PUNC	,␣
cl001:015	8	esikoinen	SG.NOM	esikoinen␣
cl001:015	-	(ennen)	PREP	ennen␣
cl001:015	9	kaikki	INDEF.SG.PTV	kaikkea␣
cl001:015	10a	luoma_kunta	SG.PTV	luomakuntaa
cl001:015	10b	.	PUNC	.␣
cl001:016	cl001:016	cl001:016	VERSE	Kol␣1:16␣
cl001:016	1	sillä	SUBORD	Sillä␣
cl001:016	3	hän	PERS.SG.INE	hänessä␣
cl001:016	2	%case	LOC	
cl001:016	4	luoda	PSS.PAST	luotiin␣
cl001:016	(5) 6	kaikki	INDEF.SG.NOM	kaikki
cl001:016	-	(,)	PUNC	,␣
cl001:016	-	(mikä)	INT.REL.INDEF.SG.NOM	mikä␣
cl001:016	(8) 9	taivas	PL.INE	taivaissa␣
cl001:016	7	%case	LOC	
cl001:016	10	ja	CNJ	ja␣
cl001:016	-	(mikä)	INT.REL.INDEF.SG.NOM	mikä␣
cl001:016	(12) 13a	maa	SG.GEN	maan␣
cl001:016	11	päällä	PREP	päällä␣
cl001:016	-	(olla)	COP.ACT.PRES.3S	on
cl001:016	-	(,)	PUNC	,␣
cl001:016	(14) 15	näkyväinen	DER.ADJ.PL.NOM	näkyväiset␣
cl001:016	16	ja	CNJ	ja␣
cl001:016	(17) 18a	näkymätön	DER.ADJ.PL.NOM	näkymättömät
cl001:016	18b	,	PUNC	,␣
cl001:016	19	olla	COP.ACT.IMP.3P	olkoot␣
cl001:016	-	(ne)	DEM.PL.NOM	ne␣
cl001:016	20	valta_istuin	PL.PTV	valtaistuimia␣
cl001:016	21	tai	CNJ	tai␣
cl001:016	22	herraus	PL.PTV	herrauksia
cl001:016	(23)	-	UNTRANSLATED	
cl001:016	-	(,)	PUNC	,␣
cl001:016	24	hallitus	PL.PTV	hallituksia␣
cl001:016	25	tai	CNJ	tai␣
cl001:016	26a	valta	PL.PTV	valtoja
cl001:016	-	(,)	PUNC	,␣
cl001:016	(27) 28	kaikki	INDEF.SG.NOM	kaikki␣
cl001:016	34a	(olla)	COP.ACT.PRES.3S	on␣
cl001:016	34a	luoda	PSS.PCP2.PERF	luotu␣
cl001:016	30	hän	PERS.SG.GEN	hänen␣
cl001:016	29	kautta	PREP.-3	kauttansa␣
cl001:016	31	ja	CNJ	ja␣
cl001:016	33	hän	PERS.SG.ILL	häneen
cl001:016	32	%case	LOC	
cl001:016	34b	,	PUNC	,␣
cl001:017	cl001:017	cl001:017	VERSE	Kol␣1:17␣
cl001:017	1	ja	CNJ	ja␣
cl001:017	2	hän	PERS.SG.NOM	hän␣
cl001:017	3	olla	COP.ACT.PRES.3S	on␣
cl001:017	4	ennen	PREP	ennen␣
cl001:017	5	kaikki	INDEF.PL.PTV	kaikkia
cl001:017	-	(,)	PUNC	,␣
cl001:017	6	ja	CNJ	ja␣
cl001:017	10	hän	PERS.SG.INE	hänessä␣
cl001:017	9	%case	LOC	
cl001:017	11a	pysyä	ACT.PRES.3S	pysyy␣
cl001:017	(7) 8	kaikki	INDEF.SG.NOM	kaikki␣
cl001:017	11a	voima	DER.SG.INE	voimassa
cl001:017	11b	.	PUNC	.␣
cl001:018	cl001:018	cl001:018	VERSE	Kol␣1:18␣
cl001:018	1	ja	CNJ	Ja␣
cl001:018	2	hän	PERS.SG.NOM	hän␣
cl001:018	3	olla	COP.ACT.PRES.3S	on␣
cl001:018	(6) 7	ruumis	SG.GEN	ruumiin
cl001:018	-	(,)	PUNC	,␣
cl001:018	-	(se)	DEM.SG.NOM	se␣
cl001:018	-	(olla)	COP.ACT.PRES.3S	on
cl001:018	-	(:)	PUNC	:␣
cl001:018	(8) 9a	seurakunta	SG.GEN	seurakunnan
cl001:018	-	(,)	PUNC	,␣
cl001:018	(4) 5	pää	SG.NOM	pää
cl001:018	9b	;	PUNC	;␣
cl001:018	10	hän	PERS.SG.NOM	hän
cl001:018	-	(,)	PUNC	,␣
cl001:018	10	joka	REL.INDEF.SG.NOM	joka␣
cl001:018	11	olla	COP.ACT.PRES.3S	on␣
cl001:018	12a	alku	SG.NOM	alku
cl001:018	12b	,	PUNC	,␣
cl001:018	13	esikoinen	SG.NOM	esikoinen␣
cl001:018	(15) 16a	kuollut	ADJ.PL.ELA	kuolleista␣
cl001:018	(15) 16a	(nousta:noussut)	ACT.PCP2.PL.GEN	nousseitten␣
cl001:018	14	joukossa	DER.SG.INE	joukossa
cl001:018	16b	,	PUNC	,␣
cl001:018	17	että	SUBORD	että␣
cl001:018	21	hän	PERS.SG.NOM	hän␣
cl001:018	18	olla	COP.ACT.COND.3S	olisi␣
cl001:018	20	kaikki	INDEF.SG.INE	kaikessa␣
cl001:018	19	%case	LOC	
cl001:018	22a		ORD.SG.NOM	ensimmäinen
cl001:018	22b	.	PUNC	.␣
cl001:019	cl001:019	cl001:019	VERSE	Kol␣1:19␣
cl001:019	1	sillä	SUBORD	Sillä␣
cl001:019	-	(Jumala)	SG.NOM	Jumala␣
cl001:019	4	nähdä	ACT.PAST.3S	näki␣
cl001:019	4	hyvä	ADJ.SG.TRA	hyväksi
cl001:019	-	(,)	PUNC	,␣
cl001:019	8	(että)	SUBORD	että␣
cl001:019	5	kaikki	INDEF.SG.NOM	kaikki␣
cl001:019	(6) 7	täyteys	SG.NOM	täyteys␣
cl001:019	3	hän	PERS.SG.INE	hänessä␣
cl001:019	2	%case	LOC	
cl001:019	8	asua	ACT.COND.3S	asuisi␣
cl001:020	cl001:020	cl001:020	VERSE	Kol␣1:20␣
cl001:020	1	ja	CNJ	ja␣
cl001:020	-	(että)	SUBORD	että␣
cl001:020	-	(hän)	PERS.SG.NOM	hän
cl001:020	-	(,)	PUNC	,␣
cl001:020	10	tehdä	ACT.INF2.MAN	tehden␣
cl001:020	10	rauha	SG.GEN	rauhan␣
cl001:020	16a	hän	PERS.SG.GEN	hänen␣
cl001:020	(14) 15	risti	NOM&SGGEN.-3	ristinsä␣
cl001:020	(12) 13	veri	SG.GEN	veren␣
cl001:020	11	kautta	PREP	kautta
cl001:020	-	(,)	PUNC	,␣
cl001:020	3	hän	PERS.SG.GEN	hänen␣
cl001:020	2	kautta	PREP.-3	kauttaan␣
cl001:020	4	sovittaa	DER.ACT.COND.3S	sovittaisi␣
cl001:020	8	itse	REFL.NOM&SGGEN.-3	itsensä␣
cl001:020	7	kanssa	POST	kanssa␣
cl001:020	(5) 6	kaikki	INDEF.SG.NOM	kaikki
cl001:020	16b 16c	,	PUNC	,␣
cl001:020	18a	hän	PERS.SG.GEN	hänen␣
cl001:020	17	kautta	PREP.-3	kauttaan␣
cl001:020	pro%20	kaikki	INDEF.SG.NOM	kaikki␣
cl001:020	19	sekä	CNJ	sekä␣
cl001:020	(22) 23	maa	SG.GEN	maan␣
cl001:020	21	päällä	PREP	päällä␣
cl001:020	24	että	SUBORD	että␣
cl001:020	(25)	-	UNTRANSLATED	
cl001:020	(27) 28a	taivas	PL.INE	taivaissa
cl001:020	26	%case	LOC	
cl001:020	28b	.	PUNC	.␣
cl001:021	cl001:021	cl001:021	VERSE	Kol␣1:21␣
cl001:021	2	te	PERS.PL.ACC.-CLITIC	Teidätkin
cl001:021	1	%clitic	kin	
cl001:021	-	(,)	PUNC	,␣
cl001:021	4	(joka)	REL.PL.NOM	jotka␣
cl001:021	3	ennen	PREP	ennen␣
cl001:021	4	olla	COP.ACT.PAST.2P	olitte␣
cl001:021	5	vieraantua	ACT.PCP2.PERF	vieraantuneet␣
cl001:021	6	ja	CNJ	ja␣
cl001:021	(8) 9	mieli	SG.ABL.-2	mieleltänne␣
cl001:021	-	(hän)	PERS.SG.GEN	hänen␣
cl001:021	7	viha_mies	PL.PTV.-3	vihamiehiänsä␣
cl001:021	(13) 14a	paha	ADJ.PL.INE	pahoissa␣
cl001:021	(11) 12	teko	PL.INE.-2	teoissanne
cl001:021	10	%case	LOC	
cl001:021	-	(,)	PUNC	,␣
cl001:021	3/22	(hän)	PERS.SG.NOM	hän␣
cl001:021	1/22	nyt	ADV	nyt␣
cl001:021	(2/22)	-	UNTRANSLATED	
cl001:021	3/22	(olla)	COP.ACT.PRES.3S	on␣
cl001:021	3/22	sovittaa	DER.ACT.PCP2.PERF	sovittanut␣
cl001:022	cl001:022	cl001:022	VERSE	Kol␣1:22␣
cl001:022	pro%9	Poika	NOM&SGGEN.-3	Poikansa␣
cl001:022	(7) 8	liha	SG.GEN	lihan␣
cl001:022	(5) 6	ruumis	SG.INE	ruumiissa␣
cl001:022	4	%case	LOC	
cl001:022	(11) 12	kuolema	DER.SG.GEN	kuoleman␣
cl001:022	10	kautta	PREP	kautta
cl001:022	-	(,)	PUNC	,␣
cl001:022	13	asettaa	INF1.TRA.-3	asettaakseen␣
cl001:022	14	te	PERS.PL.ACC	teidät␣
cl001:022	15	pyhä	ADJ.PL.ESS	pyhinä␣
cl001:022	16	ja	CNJ	ja␣
cl001:022	17	nuhteeton	DER.ADJ.PL.ESS	nuhteettomina␣
cl001:022	18	ja	CNJ	ja␣
cl001:022	19	moitteeton	DER.ADJ.PL.ESS	moitteettomina␣
cl001:022	21a	eteen	PREP.-3	eteensä
cl001:022	20	%case	LOC	
cl001:022	21b	,	PUNC	,␣
cl001:023	cl001:023	cl001:023	VERSE	Kol␣1:23␣
cl001:023	1	jos	SUBORD	jos␣
cl001:023	3	(te)	PERS.PL.NOM	te␣
cl001:023	2	vain	ADV	vain␣
cl001:023	3	pysyä	ACT.PRES.2P	pysytte␣
cl001:023	(4) 5	usko	SG.INE	uskossa
cl001:023	-	(,)	PUNC	,␣
cl001:023	-	(se)	DEM.SG.ILL	siihen␣
cl001:023	6	perustua:perustunut	DER.ACT.PCP2.PL.ESS	perustuneina␣
cl001:023	7	ja	CNJ	ja␣
cl001:023	-	(se)	DEM.SG.INE	siinä␣
cl001:023	8	luja	ADJ.PL.ESS	lujina
cl001:023	-	(,)	PUNC	,␣
cl001:023	(9)	-	UNTRANSLATED	
cl001:023	11	horjahtaa	INF3.ABE	horjahtamatta␣
cl001:023	10	%inflection	INF3.ABE	
cl001:023	12	pois	ADV	pois␣
cl001:023	-	(se)	DEM.SG.GEN	sen␣
cl001:023	(15) 16	evankeliumi	SG.GEN	evankeliumin␣
cl001:023	(13) 14	toivo	SG.ELA	toivosta
cl001:023	-	(,)	PUNC	,␣
cl001:023	17	joka	REL.SG.GEN	jonka␣
cl001:023	18a	(olla)	COP.ACT.PRES.2P	olette␣
cl001:023	18a	kuulla	ACT.PCP2.PERF	kuulleet
cl001:023	18b	,	PUNC	,␣
cl001:023	19	joka	REL.SG.PTV	jota␣
cl001:023	20	(olla)	COP.ACT.PRES.3S	on␣
cl001:023	20	julistaa	PSS.PCP2.PERF	julistettu␣
cl001:023	22	kaikki	INDEF.SG.INE	kaikessa␣
cl001:023	23	luoma_kunta	SG.INE	luomakunnassa␣
cl001:023	21	%case	LOC	
cl001:023	(24)	-	UNTRANSLATED	
